sample_id	stage	subset	mode	ring	rho_MAPK_spot_vs_panel_lag	p_MAPK_spot_vs_panel_lag	n_MAPK_spot_vs_panel_lag	rho_panel_spot_vs_MAPK_lag	p_panel_spot_vs_MAPK_lag	n_panel_spot_vs_MAPK_lag	n_MAPK_genes	n_panel_genes
GSM7980861_N-2	PT	all_spots	raw	knn_19_36	0.22749109313960048	1.4441117377483603e-45	3780	0.25443513910258125	6.305344919829888e-57	3780	9	8
GSM7980861_N-2	PT	all_spots	full_spatial_detection_resid	same_spot	0.007894109571099412	0.6275413264062469	3780	0.007894109571099412	0.6275413264062469	3780	9	8
GSM7980861_N-2	PT	all_spots	full_spatial_detection_resid	knn_1_6	0.024006784627187232	0.14002376372551115	3780	0.025886472266378083	0.11154551889934941	3780	9	8
GSM7980861_N-2	PT	all_spots	full_spatial_detection_resid	knn_7_18	0.041972678076940814	0.009856150982750356	3780	0.015610023520258169	0.33732107411854617	3780	9	8
GSM7980861_N-2	PT	all_spots	full_spatial_detection_resid	knn_19_36	0.0460908750358646	0.004592409910511857	3780	0.01899544152106358	0.24297170057836776	3780	9	8
GSM7980861_N-2	PT	epithelial_top50	raw	same_spot	0.11130460767223016	1.2299631747965999e-06	1890	0.11130460767223016	1.2299631747965999e-06	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	raw	knn_1_6	0.10230477772315497	8.336086639806431e-06	1890	0.07774003075108561	0.0007181248829930038	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	raw	knn_7_18	0.12875642322062522	1.9400268359250315e-08	1890	0.0999851391891497	1.3318395687144195e-05	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	raw	knn_19_36	0.13416471486791914	4.7607643233503266e-09	1890	0.11363582838330555	7.307742208179445e-07	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	full_spatial_detection_resid	same_spot	-0.05638177779045096	0.014227116935794192	1890	-0.05638177779045096	0.014227116935794192	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	full_spatial_detection_resid	knn_1_6	-0.0001601254967972968	0.9944493922308737	1890	0.0011890594564255069	0.9588002914601782	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.017159165548109975	0.4559446379695418	1890	0.009939846980813651	0.6658497208155268	1890	9	8
GSM7980861_N-2	PT	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.0440385499722881	0.05559464328323255	1890	0.004740924255920902	0.8368125019151731	1890	9	8
GSM7980862_N-3	PT	all_spots	raw	same_spot	0.1357667904033854	4.079958414676815e-20	4538	0.1357667904033854	4.079958414676815e-20	4538	9	8
GSM7980862_N-3	PT	all_spots	raw	knn_1_6	0.1245826955401719	3.669829520047862e-17	4538	0.1270616171973246	8.550489754442882e-18	4538	9	8
GSM7980862_N-3	PT	all_spots	raw	knn_7_18	0.10512219252654278	1.2543687497192345e-12	4538	0.09815100483209048	3.446877314057445e-11	4538	9	8
GSM7980862_N-3	PT	all_spots	raw	knn_19_36	0.10415295884095495	2.015124415848334e-12	4538	0.08860631256631009	2.2443692728856386e-09	4538	9	8
GSM7980862_N-3	PT	all_spots	full_spatial_detection_resid	same_spot	-0.020422671637949294	0.1689668303452524	4538	-0.020422671637949294	0.1689668303452524	4538	9	8
GSM7980862_N-3	PT	all_spots	full_spatial_detection_resid	knn_1_6	-0.03133607123095693	0.03478252433408818	4538	-0.015898351996858982	0.2842773540799825	4538	9	8
GSM7980862_N-3	PT	all_spots	full_spatial_detection_resid	knn_7_18	0.00614474023925488	0.6789998371506452	4538	-0.011009829645813537	0.4583953066470723	4538	9	8
GSM7980862_N-3	PT	all_spots	full_spatial_detection_resid	knn_19_36	-0.007550797805188008	0.6110857777421436	4538	-0.0016762204497605346	0.9101201233594605	4538	9	8
GSM7980862_N-3	PT	epithelial_top50	raw	same_spot	0.11773947710384063	1.856280435559378e-08	2269	0.11773947710384063	1.856280435559378e-08	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	raw	knn_1_6	0.08395701418979643	6.226001530366501e-05	2269	0.0781713038942386	0.00019356799214809335	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	raw	knn_7_18	0.06998097271897805	0.0008507626305172584	2269	0.0681945734547067	0.0011525250812738778	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	raw	knn_19_36	0.09519670498951789	5.5611531766464934e-06	2269	0.05116070508537062	0.014799716442169196	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	full_spatial_detection_resid	same_spot	-0.01003775600184195	0.6327304580024341	2269	-0.01003775600184195	0.6327304580024341	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	full_spatial_detection_resid	knn_1_6	-0.03323312059621988	0.11351449042735418	2269	-0.0067257586314478385	0.7488151981709321	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.0066452506806405276	0.7517223838514199	2269	0.007596767301502451	0.7175983550919364	2269	9	8
GSM7980862_N-3	PT	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.0036056533362688148	0.8637066554291407	2269	-0.0046015986928069534	0.8265931625354898	2269	9	8
GSM7980863_N-4	PT	all_spots	raw	same_spot	0.09373347669176728	2.387831177223866e-07	3027	0.09373347669176728	2.387831177223866e-07	3027	9	8
GSM7980863_N-4	PT	all_spots	raw	knn_1_6	0.04291479919098376	0.018215576618172635	3027	0.03374956233185721	0.06336788457014741	3027	9	8
GSM7980863_N-4	PT	all_spots	raw	knn_7_18	0.018074206820492194	0.3201837175189903	3027	-0.0008676998293847974	0.9619397486842293	3027	9	8
GSM7980863_N-4	PT	all_spots	raw	knn_19_36	0.0009099636378724549	0.9600874253740049	3027	-0.0419431065193027	0.02101606720896927	3027	9	8
GSM7980863_N-4	PT	all_spots	full_spatial_detection_resid	same_spot	-0.0006208087033036842	0.9727641877757154	3027	-0.0006208087033036842	0.9727641877757154	3027	9	8
GSM7980863_N-4	PT	all_spots	full_spatial_detection_resid	knn_1_6	0.01397179423505424	0.4422361093778544	3027	-0.005898762593992969	0.7456291992020532	3027	9	8
GSM7980863_N-4	PT	all_spots	full_spatial_detection_resid	knn_7_18	-0.011657253151351913	0.5214462021363442	3027	-0.035425918734875245	0.051310209894688735	3027	9	8
GSM7980863_N-4	PT	all_spots	full_spatial_detection_resid	knn_19_36	-0.016291931525797818	0.3702305203696651	3027	-0.034050389132446915	0.061046324160111534	3027	9	8
GSM7980863_N-4	PT	epithelial_top50	raw	same_spot	0.08201922930832989	0.0014025411779453772	1514	0.08201922930832989	0.0014025411779453772	1514	9	8
GSM7980863_N-4	PT	epithelial_top50	raw	knn_1_6	0.0003312846330062266	0.9897237787768138	1514	0.03367110326343219	0.1903863798679267	1514	9	8
GSM7980863_N-4	PT	epithelial_top50	raw	knn_7_18	-0.013014041959091598	0.6128696017326961	1514	0.00627724852162797	0.8071925846299748	1514	9	8
GSM7980863_N-4	PT	epithelial_top50	raw	knn_19_36	-0.03151092594732708	0.22042961099809374	1514	-0.04784109736491552	0.0627395787094791	1514	9	8
GSM7980863_N-4	PT	epithelial_top50	full_spatial_detection_resid	same_spot	-0.0013019582278237323	0.9596302591442768	1514	-0.0013019582278237323	0.9596302591442768	1514	9	8
GSM7980863_N-4	PT	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.013924591838233382	0.5882410434957772	1514	0.0017519604023674353	0.9456958444378935	1514	9	8
GSM7980863_N-4	PT	epithelial_top50	full_spatial_detection_resid	knn_7_18	-0.04642695152719488	0.07092434201444865	1514	-0.016604193306916135	0.5185497179694705	1514	9	8
GSM7980863_N-4	PT	epithelial_top50	full_spatial_detection_resid	knn_19_36	-0.025209549551678763	0.326961230515886	1514	-0.02736708072439596	0.2872484804420182	1514	9	8
GSM7980864_PTC-1	PTC	all_spots	raw	same_spot	0.11081732504074486	1.264664187551131e-07	2262	0.11081732504074486	1.264664187551131e-07	2262	9	8
GSM7980864_PTC-1	PTC	all_spots	raw	knn_1_6	0.06481293634616268	0.002041868497382744	2262	0.06673604749320473	0.0014943151108819117	2262	9	8
GSM7980864_PTC-1	PTC	all_spots	raw	knn_7_18	0.03825882607004829	0.06887044827665287	2262	0.04200632093562378	0.04575803477376679	2262	9	8
GSM7980864_PTC-1	PTC	all_spots	raw	knn_19_36	0.021506400054892003	0.3065879595352768	2262	0.008586498823216679	0.6831563111663255	2262	9	8
GSM7980864_PTC-1	PTC	all_spots	full_spatial_detection_resid	same_spot	0.07635482677224588	0.000278226061059701	2262	0.07635482677224588	0.000278226061059701	2262	9	8
GSM7980864_PTC-1	PTC	all_spots	full_spatial_detection_resid	knn_1_6	0.07026009169802307	0.0008261247515231933	2262	0.08670425384922331	3.6403548650088066e-05	2262	9	8
GSM7980864_PTC-1	PTC	all_spots	full_spatial_detection_resid	knn_7_18	0.06664265699962224	0.0015174204287213145	2262	0.10755865594528098	2.9346604731020845e-07	2262	9	8
GSM7980864_PTC-1	PTC	all_spots	full_spatial_detection_resid	knn_19_36	0.06434436055357294	0.0022006139810682936	2262	0.0810690748971268	0.00011342973438521073	2262	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	raw	same_spot	0.012272399959190577	0.6801311512278478	1131	0.012272399959190574	0.6801311512278478	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	raw	knn_1_6	-0.04066337854079456	0.17175810811581946	1131	-0.1130551352440373	0.00013891057749287823	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	raw	knn_7_18	-0.06614152299672316	0.026125679836518582	1131	-0.12382670632354174	2.969273576451587e-05	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	raw	knn_19_36	-0.10284684639179578	0.0005319302120525193	1131	-0.12684518583010468	1.8822253855879037e-05	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	full_spatial_detection_resid	same_spot	0.023674239800771116	0.42637859181395116	1131	0.023674239800771116	0.42637859181395116	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.05216126166351044	0.07952391670608785	1131	0.0825697284930769	0.005460658423854786	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.0705524880480511	0.017642435623066405	1131	0.11638678167693435	8.74027872619126e-05	1131	9	8
GSM7980864_PTC-1	PTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.05051423418368967	0.08950462427831356	1131	0.06925255906084919	0.019848007165232818	1131	9	8
GSM7980865_PTC-2	PTC	all_spots	raw	same_spot	0.2613755856093537	4.484430838210531e-78	4947	0.2613755856093537	4.484430838210531e-78	4947	9	8
GSM7980865_PTC-2	PTC	all_spots	raw	knn_1_6	0.25272243478882456	6.041571899475986e-73	4947	0.2968885474563395	3.165322019774653e-101	4947	9	8
GSM7980865_PTC-2	PTC	all_spots	raw	knn_7_18	0.2408524540677399	3.1712943722416597e-66	4947	0.30177657750459574	1.101147166778283e-104	4947	9	8
GSM7980865_PTC-2	PTC	all_spots	raw	knn_19_36	0.2284769387028066	1.3320652608392064e-59	4947	0.28070340129682764	3.000442170561226e-90	4947	9	8
GSM7980865_PTC-2	PTC	all_spots	full_spatial_detection_resid	same_spot	-0.0013680427346183224	0.9233641959989406	4947	-0.0013680427346183224	0.9233641959989406	4947	9	8
GSM7980865_PTC-2	PTC	all_spots	full_spatial_detection_resid	knn_1_6	0.04703792958809574	0.0009349468454616267	4947	0.04553452294301387	0.0013575910682206464	4947	9	8
GSM7980865_PTC-2	PTC	all_spots	full_spatial_detection_resid	knn_7_18	0.017042164131041686	0.23074450393213444	4947	0.04204212077219232	0.003100549685606625	4947	9	8
GSM7980865_PTC-2	PTC	all_spots	full_spatial_detection_resid	knn_19_36	0.03206478574332829	0.024115516429469977	4947	0.05478025091759775	0.000115783992280397	4947	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	raw	same_spot	0.15532110754671385	7.920009594311099e-15	2474	0.15532110754671385	7.920009594311099e-15	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	raw	knn_1_6	0.09979576789916263	6.569195961933237e-07	2474	0.21563682925146962	2.0367118276129356e-27	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	raw	knn_7_18	0.0800944177797657	6.656612664808854e-05	2474	0.20179786073613049	3.798274026015593e-24	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	raw	knn_19_36	0.07718646455963217	0.00012154137883408957	2474	0.21509507531787936	2.7628421359266337e-27	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	full_spatial_detection_resid	same_spot	-0.05281888668955653	0.008596881837205812	2474	-0.05281888668955653	0.008596881837205812	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.03817185030979541	0.05764680348500413	2474	0.0067958745614043695	0.7354722668429208	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	-0.005989845719478706	0.7658688201389022	2474	0.02567613244029616	0.20171580086412355	2474	9	8
GSM7980865_PTC-2	PTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.02725115725967937	0.17541097269297612	2474	0.026455985241772312	0.18835268436885638	2474	9	8
GSM7980866_PTC-3	PTC	all_spots	raw	same_spot	0.1606006980705063	1.784877910507604e-27	4516	0.1606006980705063	1.784877910507604e-27	4516	9	8
GSM7980866_PTC-3	PTC	all_spots	raw	knn_1_6	0.1625589934543337	4.068995787564418e-28	4516	0.15072121991128806	2.3358712956143503e-24	4516	9	8
GSM7980866_PTC-3	PTC	all_spots	raw	knn_7_18	0.16623122040446062	2.4186447652631046e-29	4516	0.15262135243445366	6.092907877160873e-25	4516	9	8
GSM7980866_PTC-3	PTC	all_spots	raw	knn_19_36	0.1540030794597027	2.2683032937529755e-25	4516	0.13832840463597704	9.80006994694697e-21	4516	9	8
GSM7980866_PTC-3	PTC	all_spots	full_spatial_detection_resid	same_spot	0.08207929157781045	3.3208367253428145e-08	4516	0.08207929157781045	3.3208367253428145e-08	4516	9	8
GSM7980866_PTC-3	PTC	all_spots	full_spatial_detection_resid	knn_1_6	0.07950903171851607	8.790872266206608e-08	4516	0.0889567740398793	2.1214923522999883e-09	4516	9	8
GSM7980866_PTC-3	PTC	all_spots	full_spatial_detection_resid	knn_7_18	0.06989073069913768	2.5865045093842047e-06	4516	0.08417506473155847	1.4689198089635914e-08	4516	9	8
GSM7980866_PTC-3	PTC	all_spots	full_spatial_detection_resid	knn_19_36	0.05762008430675367	0.00010693809695046217	4516	0.09275002278021305	4.2474849885654165e-10	4516	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	raw	same_spot	0.007956306901952663	0.7055288450332465	2258	0.007956306901952663	0.7055288450332465	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	raw	knn_1_6	0.008035376756364494	0.7027409336467387	2258	-0.015686499305812583	0.45625315388048776	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	raw	knn_7_18	0.01941881378451301	0.3563578730195718	2258	0.006843205201784129	0.7451795380396362	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	raw	knn_19_36	0.012912855736788437	0.5396883923188006	2258	-0.013016584302423535	0.5364361418070894	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	full_spatial_detection_resid	same_spot	0.03720826910699664	0.07710920843959736	2258	0.03720826910699664	0.07710920843959736	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.02800883338978675	0.1833669330876746	2258	0.04793757683015243	0.02272859947210943	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.02605864287997797	0.21579394125776233	2258	0.05559160445962973	0.008236803087949877	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.016311022697041037	0.43851911512190594	2258	0.05551665289753406	0.00832398723951011	2258	9	8
GSM7980867_PTC-4	PTC	all_spots	raw	same_spot	0.38754234324132814	4.0105147178205366e-161	4498	0.3875423432413281	4.010514717821082e-161	4498	9	8
GSM7980867_PTC-4	PTC	all_spots	raw	knn_1_6	0.37683524228364057	9.391420832864208e-152	4498	0.38534198753288285	3.609512483796393e-159	4498	9	8
GSM7980867_PTC-4	PTC	all_spots	raw	knn_7_18	0.363291292010635	2.1321570610980454e-140	4498	0.368660766190036	7.798120387259998e-145	4498	9	8
GSM7980867_PTC-4	PTC	all_spots	raw	knn_19_36	0.3629331347118219	4.185520028386116e-140	4498	0.362777753041874	5.60681708286007e-140	4498	9	8
GSM7980867_PTC-4	PTC	all_spots	full_spatial_detection_resid	same_spot	0.12862251667196495	4.720228096965361e-18	4498	0.12862251667196495	4.720228096965361e-18	4498	9	8
GSM7980867_PTC-4	PTC	all_spots	full_spatial_detection_resid	knn_1_6	0.11772853469530188	2.354576182160999e-15	4498	0.11426131002379825	1.5153141812703226e-14	4498	9	8
GSM7980867_PTC-4	PTC	all_spots	full_spatial_detection_resid	knn_7_18	0.1048318280699973	1.8119085516541456e-12	4498	0.11168442411875491	5.83275846523045e-14	4498	9	8
GSM7980867_PTC-4	PTC	all_spots	full_spatial_detection_resid	knn_19_36	0.09356736753573341	3.2293602176346017e-10	4498	0.11427396821891314	1.5052008763669867e-14	4498	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	raw	same_spot	0.158284260922515	4.35657880389694e-14	2249	0.15828426092251496	4.35657880389694e-14	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	raw	knn_1_6	0.14428092004767895	6.2199948708777495e-12	2249	0.14189273010584483	1.3841810645891147e-11	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	raw	knn_7_18	0.15819892627129165	4.4966393410359444e-14	2249	0.1446089160962103	5.567025713973781e-12	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	raw	knn_19_36	0.16442618207964424	4.267425847552747e-15	2249	0.131108463791851	4.3439658145865514e-10	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	full_spatial_detection_resid	same_spot	0.045155569339635326	0.03224643475889261	2249	0.045155569339635326	0.03224643475889261	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.0517990513247749	0.014018760242387395	2249	0.06780124447032475	0.0012940516949050782	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	0.05135701592957882	0.014859343217611398	2249	0.051420432542313516	0.014736085099276788	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.0275947997449242	0.19081669338395452	2249	0.0671772265200772	0.0014345017963983007	2249	9	8
GSM7980868_LPTC-1	LPTC	all_spots	raw	same_spot	0.23735033305776235	6.574534593306965e-21	1520	0.23735033305776232	6.574534593306965e-21	1520	9	8
GSM7980868_LPTC-1	LPTC	all_spots	raw	knn_1_6	0.2104889974222975	1.1071096289042525e-16	1520	0.26244124515188405	2.3192007840669915e-25	1520	9	8
GSM7980868_LPTC-1	LPTC	all_spots	raw	knn_7_18	0.19886164685009577	5.078452587305636e-15	1520	0.23877614884628395	3.785312790367786e-21	1520	9	8
GSM7980868_LPTC-1	LPTC	all_spots	raw	knn_19_36	0.20093521295435	2.610509710996654e-15	1520	0.24959506544271873	5.094709186219225e-23	1520	9	8
GSM7980868_LPTC-1	LPTC	all_spots	full_spatial_detection_resid	same_spot	-0.02641455915304308	0.3034038145405845	1520	-0.02641455915304308	0.3034038145405845	1520	9	8
GSM7980868_LPTC-1	LPTC	all_spots	full_spatial_detection_resid	knn_1_6	-0.02098936841189495	0.4135096071680288	1520	-0.010859494740723868	0.6722622730674884	1520	9	8
GSM7980868_LPTC-1	LPTC	all_spots	full_spatial_detection_resid	knn_7_18	-0.05781611069111312	0.024188731340414205	1520	-0.024508968977563626	0.3396318845159639	1520	9	8
GSM7980868_LPTC-1	LPTC	all_spots	full_spatial_detection_resid	knn_19_36	-0.011825628283332083	0.6450248475697542	1520	0.02077486344359288	0.4182998801783618	1520	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	raw	same_spot	0.10444729798756225	0.003944561312990439	760	0.10444729798756223	0.00394456131299044	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	raw	knn_1_6	0.12304717894427922	0.0006750434866771149	760	0.09888604195535038	0.006366121211417428	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	raw	knn_7_18	0.06692116650131814	0.06519480137292875	760	0.12123939382093622	0.0008104526895533569	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	raw	knn_19_36	0.08702466015447947	0.016408090565267826	760	0.08840507724308096	0.01477191748155745	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	full_spatial_detection_resid	same_spot	-0.04795921519400502	0.18659202951990442	760	-0.04795921519400502	0.18659202951990442	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.0006721745855187642	0.9852399172609624	760	-0.026740460350337756	0.4616687131417407	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	-0.044466990894520615	0.22077939562025575	760	-0.06681801916663911	0.06561107649128378	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	0.004611458268124645	0.899003278752071	760	-0.022245537128700015	0.5403171402211419	760	9	8
GSM7980869_LPTC-2	LPTC	all_spots	raw	same_spot	0.5234896835504252	2.529809064736877e-285	4071	0.5234896835504251	2.529809064737795e-285	4071	9	8
GSM7980869_LPTC-2	LPTC	all_spots	raw	knn_1_6	0.517285843517857	1.7067180036849188e-277	4071	0.5842937650279599	0.0	4071	9	8
GSM7980869_LPTC-2	LPTC	all_spots	raw	knn_7_18	0.5090003918601863	2.7429961396026e-267	4071	0.5789351787272572	0.0	4071	9	8
GSM7980869_LPTC-2	LPTC	all_spots	raw	knn_19_36	0.5030443548939083	4.0048319907766316e-260	4071	0.5659451014399328	0.0	4071	9	8
GSM7980869_LPTC-2	LPTC	all_spots	full_spatial_detection_resid	same_spot	0.06494800208071855	3.36751540129547e-05	4071	0.06494800208071855	3.36751540129547e-05	4071	9	8
GSM7980869_LPTC-2	LPTC	all_spots	full_spatial_detection_resid	knn_1_6	0.030013658997549552	0.055512091087856465	4071	0.02179621829440205	0.16439759087303085	4071	9	8
GSM7980869_LPTC-2	LPTC	all_spots	full_spatial_detection_resid	knn_7_18	0.00037954699954207246	0.9806856374013059	4071	0.010412044540763703	0.5065955117200844	4071	9	8
GSM7980869_LPTC-2	LPTC	all_spots	full_spatial_detection_resid	knn_19_36	0.029066751827026664	0.06368072710583626	4071	0.012665526219708637	0.4191479259791637	4071	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	raw	same_spot	0.5206253193847785	7.830289876711764e-142	2036	0.5206253193847785	7.830289876711764e-142	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	raw	knn_1_6	0.4307672836073614	9.036321078454493e-93	2036	0.5326482640365842	1.3917452204537044e-149	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	raw	knn_7_18	0.39121104634672255	1.9387635308705655e-75	2036	0.5003068758157927	2.015256864201784e-129	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	raw	knn_19_36	0.3716057675834986	1.0981097694669234e-67	2036	0.48947976585280284	3.825412862611268e-123	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	full_spatial_detection_resid	same_spot	0.0023248787958244544	0.9165035384137644	2036	0.0023248787958244544	0.9165035384137644	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	full_spatial_detection_resid	knn_1_6	0.012671999182845194	0.5676889098785878	2036	0.01065851136537544	0.6307636708073361	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	full_spatial_detection_resid	knn_7_18	-0.03465027151252416	0.11805243610160986	2036	-0.010797692996465606	0.6263085757988787	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_top50	full_spatial_detection_resid	knn_19_36	-0.0017222825761905826	0.9380943256206767	2036	0.010090619200861642	0.6490794119000335	2036	9	8
