n_spots	anti_pocket_n	anti_pocket_frac	anti_expected_frac	anti_enrichment_vs_independence	anti_fisher_or	anti_fisher_p	anti_knn6_cluster_ratio	concord_high_high_n	concord_high_high_frac	concord_expected_frac	concord_enrichment_vs_independence	concord_fisher_or	concord_fisher_p	low_low_n	sample_id	stage	subset	mode
2358	152	0.06446140797285835	0.06260606701528948	1.0296351623096809	1.0537728571130711	0.6606182545010059	1.1365904274108092	152	0.06446140797285835	0.06260606701528948	1.0296351623096809	1.0537728571130711	0.6606182545010059	160	GSM7980872_ATC-1	ATC	epithelial_top50	full_spatial_detection_resid
2354	576	0.24468988954970264	0.2472362160901851	0.9897008351739471	0.3797802197802198	0.014017899227511664	1.4722433207947532	589	0.2502124044180119	0.2502124044180119	1.0	0.3338997451146984	1.0	847	GSM7980873_ATC-2	ATC	all_spots	raw
2354	112	0.0475785896346644	0.06260624732464275	0.7599655252925016	0.6340114886454035	9.307234340100673e-05	2.7210618622448983	156	0.06627017841971113	0.06260624732464275	1.0585234102288414	1.1082890196224846	0.35060286854754974	138	GSM7980873_ATC-2	ATC	all_spots	full_spatial_detection_resid
1177	287	0.24384027187765506	0.24595240552966122	0.9914124293785309	0.5786290322580645	0.21941687332181098	1.1461342380341097	295	0.2506372132540357	0.2506372132540357	1.0	0.3348441926345609	1.0	292	GSM7980873_ATC-2	ATC	epithelial_top50	raw
1177	69	0.05862361937128292	0.06281901266774897	0.9332145935076126	0.8862087869057874	0.4850907165916903	1.9775539926115373	64	0.05437553101104503	0.06281901266774897	0.8655903476012639	0.7807949626131444	0.14024738970204578	59	GSM7980873_ATC-2	ATC	epithelial_top50	full_spatial_detection_resid
1621	396	0.24429364589759409	0.24366418395815867	1.0025833174544172	1.1400508044030482	0.8603393548039835	1.0612607557052	406	0.25046267735965455	0.25046267735965455	1.0	0.3344302756067462	1.0	398	GSM7980874_ATC-3	ATC	all_spots	raw
1621	104	0.06415792720542875	0.06273155275016641	1.022737751462059	1.0410946888294372	0.7913368437136481	1.6735546104536487	94	0.05798889574336829	0.06273155275016641	0.9243975830522457	0.8719797830374754	0.32167673017620846	105	GSM7980874_ATC-3	ATC	all_spots	full_spatial_detection_resid
811	199	0.24537607891491986	0.24351814827259582	1.0076295366710997	1.5177966101694915	0.6192614970563914	1.0202446942616865	203	0.25030826140567203	0.25030826140567203	1.0	0.33442892358258014	1.0	199	GSM7980874_ATC-3	ATC	epithelial_top50	raw
811	53	0.06535141800246609	0.06265422572793024	1.0430488485525005	1.0788444444444445	0.708440072729013	1.15274213836478	56	0.0690505548705302	0.06265422572793024	1.1020893494139627	1.1946873987690314	0.34981334005040876	45	GSM7980874_ATC-3	ATC	epithelial_top50	full_spatial_detection_resid
2586	105	0.04060324825986079	0.06259671178437766	0.6486482612652856	0.4993293936629403	1.0100672063066665e-09	2.306485260770975	180	0.06960556844547564	0.06259671178437766	1.111968447883347	1.2149168458748492	0.05930455389148091	271	GSM7980875_ATC-4	ATC	all_spots	raw
2586	151	0.05839133797370456	0.06259671178437766	0.9328179757243633	0.8856862968262227	0.2711083292960226	1.7201438533397657	168	0.06496519721577726	0.06259671178437766	1.037837218024457	1.0690329975897943	0.5295510120282874	201	GSM7980875_ATC-4	ATC	all_spots	full_spatial_detection_resid
1293	83	0.06419180201082754	0.0627903596556866	1.0223193872885232	1.0403402145279868	0.8242349336758021	2.374285092175932	73	0.05645784996133024	0.0627903596556866	0.8991483767718337	0.8319550483325662	0.23675189856760992	96	GSM7980875_ATC-4	ATC	epithelial_top50	raw
1293	77	0.05955143078112916	0.0627903596556866	0.9484167809785095	0.9112426035502958	0.5543937716209529	1.3557345252150448	81	0.06264501160092807	0.0627903596556866	0.9976851851851851	0.9958847736625515	1.0	99	GSM7980875_ATC-4	ATC	epithelial_top50	full_spatial_detection_resid
