subset	pair	adjustment	n	rho	p	negative_direction	covariates
tumor_stages	MAPK9_vs_RAI8_existing	epithelial	41133	0.21615524632720187	0.0	False	Epithelial_score
tumor_stages	MAPK9_vs_RAI8_existing	cell_state	41133	0.16212967803927475	2.954968914247436e-240	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_stages	MAPK9_vs_RAI8_existing	QC_plus_cell_state	41133	0.058469193202943345	1.73382532389637e-32	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_stages	MAPK9_vs_DM1_existing	raw	41133	-0.33446184058689726	0.0	True	none
tumor_stages	MAPK9_vs_DM1_existing	QC	41133	-0.09647153913034431	1.2501592218898817e-85	True	log_total_counts,log_n_genes,pct_counts_mt
tumor_stages	MAPK9_vs_DM1_existing	epithelial	41133	-0.2161552463272019	0.0	True	Epithelial_score
tumor_stages	MAPK9_vs_DM1_existing	cell_state	41133	-0.16212967803927472	2.954968914247436e-240	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_stages	MAPK9_vs_DM1_existing	QC_plus_cell_state	41133	-0.05846919320294334	1.73382532389637e-32	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_stages	MAPK9_vs_TDS_existing	raw	41133	0.29766096650861623	0.0	False	none
tumor_stages	MAPK9_vs_TDS_existing	QC	41133	0.07537933427400685	6.636875960408122e-53	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_stages	MAPK9_vs_TDS_existing	epithelial	41133	0.1880856483192658	0.0	False	Epithelial_score
tumor_stages	MAPK9_vs_TDS_existing	cell_state	41133	0.1408566309612672	2.8715523991817586e-181	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_stages	MAPK9_vs_TDS_existing	QC_plus_cell_state	41133	0.04326987789124376	1.6416402261916122e-18	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_Panel8	raw	14817	0.17140016669817065	4.5226644572671076e-98	False	none
PT_only	MAPK9_vs_Panel8	QC	14740	0.040365858919503575	9.470331893861253e-07	False	log_total_counts,log_n_genes,pct_counts_mt
PT_only	MAPK9_vs_Panel8	epithelial	14740	0.1323615622717054	1.3463346647636627e-58	False	Epithelial_score
PT_only	MAPK9_vs_Panel8	cell_state	14740	0.1136072469914784	1.5345867097691856e-43	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_Panel8	QC_plus_cell_state	14740	0.037797286570695525	4.42908300497451e-06	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_TDS16	raw	14817	0.18833506222619947	2.287617537342168e-118	False	none
PT_only	MAPK9_vs_TDS16	QC	14740	0.04775198495435545	6.619272503547777e-09	False	log_total_counts,log_n_genes,pct_counts_mt
PT_only	MAPK9_vs_TDS16	epithelial	14740	0.14865252227057105	1.3550806614588148e-73	False	Epithelial_score
PT_only	MAPK9_vs_TDS16	cell_state	14740	0.12495202611635381	2.282427427077441e-52	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_TDS16	QC_plus_cell_state	14740	0.04223559394948973	2.9034322502004566e-07	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_RAI8_existing	raw	14740	0.1655569654495218	4.5222516976515326e-91	False	none
PT_only	MAPK9_vs_RAI8_existing	QC	14740	0.04042961902306213	9.103619325802531e-07	False	log_total_counts,log_n_genes,pct_counts_mt
PT_only	MAPK9_vs_RAI8_existing	epithelial	14740	0.1320610591321883	2.4488000524495505e-58	False	Epithelial_score
PT_only	MAPK9_vs_RAI8_existing	cell_state	14740	0.11325872064851425	2.777509338655963e-43	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_RAI8_existing	QC_plus_cell_state	14740	0.0377231468690392	4.624281452667112e-06	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_DM1_existing	raw	14740	-0.1655569654495218	4.5222516976515326e-91	True	none
PT_only	MAPK9_vs_DM1_existing	QC	14740	-0.04042961902306212	9.103619325802531e-07	True	log_total_counts,log_n_genes,pct_counts_mt
PT_only	MAPK9_vs_DM1_existing	epithelial	14740	-0.1320610591321883	2.4488000524495505e-58	True	Epithelial_score
PT_only	MAPK9_vs_DM1_existing	cell_state	14740	-0.11325872064851425	2.777509338655963e-43	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_DM1_existing	QC_plus_cell_state	14740	-0.03772314686903918	4.624281452667112e-06	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_TDS_existing	raw	14740	0.14635226141450877	2.2839981648470808e-71	False	none
PT_only	MAPK9_vs_TDS_existing	QC	14740	0.031232732125405848	0.00014912643893296741	False	log_total_counts,log_n_genes,pct_counts_mt
PT_only	MAPK9_vs_TDS_existing	epithelial	14740	0.11440672499009019	3.907524999768409e-44	False	Epithelial_score
PT_only	MAPK9_vs_TDS_existing	cell_state	14740	0.09818579697732178	6.614867997161935e-33	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PT_only	MAPK9_vs_TDS_existing	QC_plus_cell_state	14740	0.029288246386856058	0.00037611389538696056	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_Panel8	raw	16494	0.2794292303647908	1.6011970164747163e-293	False	none
PTC_only	MAPK9_vs_Panel8	QC	16223	0.03469281273761309	9.879341639753019e-06	False	log_total_counts,log_n_genes,pct_counts_mt
PTC_only	MAPK9_vs_Panel8	epithelial	16223	0.16814142962106926	3.5759998472410345e-103	False	Epithelial_score
PTC_only	MAPK9_vs_Panel8	cell_state	16223	0.10862307696564977	8.944829428671688e-44	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_Panel8	QC_plus_cell_state	16223	0.011849621349993279	0.13124320468847353	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_TDS16	raw	16494	0.294152963172815	0.0	False	none
PTC_only	MAPK9_vs_TDS16	QC	16223	0.03405730180509752	1.4327114949325163e-05	False	log_total_counts,log_n_genes,pct_counts_mt
PTC_only	MAPK9_vs_TDS16	epithelial	16223	0.1855671959040229	1.2515586849521428e-125	False	Epithelial_score
PTC_only	MAPK9_vs_TDS16	cell_state	16223	0.124244883233882	8.001436133829276e-57	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_TDS16	QC_plus_cell_state	16223	0.016830845033347634	0.0320550356271093	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_RAI8_existing	raw	16223	0.26006744004376015	5.106337712794962e-249	False	none
PTC_only	MAPK9_vs_RAI8_existing	QC	16223	0.03249490281055216	3.478587459336656e-05	False	log_total_counts,log_n_genes,pct_counts_mt
PTC_only	MAPK9_vs_RAI8_existing	epithelial	16223	0.16817437764606688	3.259463067167123e-103	False	Epithelial_score
PTC_only	MAPK9_vs_RAI8_existing	cell_state	16223	0.10884551842681192	6.001557130759498e-44	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_RAI8_existing	QC_plus_cell_state	16223	0.01061045169663177	0.17657301165517836	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_DM1_existing	raw	16223	-0.26006744004376015	5.106337712794962e-249	True	none
PTC_only	MAPK9_vs_DM1_existing	QC	16223	-0.03249490281055217	3.478587459336656e-05	True	log_total_counts,log_n_genes,pct_counts_mt
PTC_only	MAPK9_vs_DM1_existing	epithelial	16223	-0.1681743776460669	3.259463067167123e-103	True	Epithelial_score
PTC_only	MAPK9_vs_DM1_existing	cell_state	16223	-0.10884551842681192	6.001557130759498e-44	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_DM1_existing	QC_plus_cell_state	16223	-0.010610451696631766	0.17657301165517836	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_TDS_existing	raw	16223	0.21584401581270252	2.60174920953696e-170	False	none
PTC_only	MAPK9_vs_TDS_existing	QC	16223	0.009959360048380331	0.20463628558983663	False	log_total_counts,log_n_genes,pct_counts_mt
PTC_only	MAPK9_vs_TDS_existing	epithelial	16223	0.13263011102223754	1.4475774668569915e-64	False	Epithelial_score
PTC_only	MAPK9_vs_TDS_existing	cell_state	16223	0.08166851808790691	2.0374720286223678e-25	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
PTC_only	MAPK9_vs_TDS_existing	QC_plus_cell_state	16223	-0.006891291769027025	0.3801155242883461	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_Panel8	raw	15064	0.5454374089842786	0.0	False	none
LPTC_only	MAPK9_vs_Panel8	QC	13634	0.17851575981659462	5.157697310056007e-98	False	log_total_counts,log_n_genes,pct_counts_mt
LPTC_only	MAPK9_vs_Panel8	epithelial	13634	0.3548570626309274	0.0	False	Epithelial_score
LPTC_only	MAPK9_vs_Panel8	cell_state	13634	0.2988800030115193	2.322892742562001e-279	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_Panel8	QC_plus_cell_state	13634	0.1301805509806983	1.3265538262395634e-52	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_TDS16	raw	15064	0.5452936037378145	0.0	False	none
LPTC_only	MAPK9_vs_TDS16	QC	13634	0.1487218454831871	2.83642202715775e-68	False	log_total_counts,log_n_genes,pct_counts_mt
LPTC_only	MAPK9_vs_TDS16	epithelial	13634	0.37054931256384693	0.0	False	Epithelial_score
LPTC_only	MAPK9_vs_TDS16	cell_state	13634	0.3079122348305397	3.0494574008710287e-297	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_TDS16	QC_plus_cell_state	13634	0.11508231474175357	2.0198375866581826e-41	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_RAI8_existing	raw	13634	0.5107589222130274	0.0	False	none
LPTC_only	MAPK9_vs_RAI8_existing	QC	13634	0.16493217151654452	9.480629386770146e-84	False	log_total_counts,log_n_genes,pct_counts_mt
LPTC_only	MAPK9_vs_RAI8_existing	epithelial	13634	0.3466187070885349	0.0	False	Epithelial_score
LPTC_only	MAPK9_vs_RAI8_existing	cell_state	13634	0.2853002313327385	1.150769339326668e-253	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_RAI8_existing	QC_plus_cell_state	13634	0.11683260626979684	1.2046810480668026e-42	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_DM1_existing	raw	13634	-0.5107589222130274	0.0	True	none
LPTC_only	MAPK9_vs_DM1_existing	QC	13634	-0.1649321715165445	9.480629386775025e-84	True	log_total_counts,log_n_genes,pct_counts_mt
LPTC_only	MAPK9_vs_DM1_existing	epithelial	13634	-0.3466187070885348	0.0	True	Epithelial_score
LPTC_only	MAPK9_vs_DM1_existing	cell_state	13634	-0.2853002313327385	1.150769339326668e-253	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_DM1_existing	QC_plus_cell_state	13634	-0.11683260626979686	1.2046810480668026e-42	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_TDS_existing	raw	13634	0.47104599103644146	0.0	False	none
LPTC_only	MAPK9_vs_TDS_existing	QC	13634	0.14461442856005188	1.2877405284699747e-64	False	log_total_counts,log_n_genes,pct_counts_mt
LPTC_only	MAPK9_vs_TDS_existing	epithelial	13634	0.30959756947949696	1.1927987582779108e-300	False	Epithelial_score
LPTC_only	MAPK9_vs_TDS_existing	cell_state	13634	0.2548485481351114	4.417384512069495e-201	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
LPTC_only	MAPK9_vs_TDS_existing	QC_plus_cell_state	13634	0.10039735622038301	6.938053759792776e-32	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_Panel8	raw	11622	0.13912403300418869	2.5494079750936934e-51	False	none
ATC_only	MAPK9_vs_Panel8	QC	11276	0.11145385818065578	1.678413730182802e-32	False	log_total_counts,log_n_genes,pct_counts_mt
ATC_only	MAPK9_vs_Panel8	epithelial	11276	0.10980801511125517	1.3609093414337251e-31	False	Epithelial_score
ATC_only	MAPK9_vs_Panel8	cell_state	11276	0.0813173502387615	5.225592058289647e-18	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_Panel8	QC_plus_cell_state	11276	0.0753989611792947	1.0833345930505748e-15	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_TDS16	raw	11622	0.13795761009863855	1.7439065854485465e-50	False	none
ATC_only	MAPK9_vs_TDS16	QC	11276	0.07295411789029824	8.739690901472016e-15	False	log_total_counts,log_n_genes,pct_counts_mt
ATC_only	MAPK9_vs_TDS16	epithelial	11276	0.10777501909827548	1.728674389193024e-30	False	Epithelial_score
ATC_only	MAPK9_vs_TDS16	cell_state	11276	0.07491395365521276	1.648056756387776e-15	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_TDS16	QC_plus_cell_state	11276	0.04988163566543275	1.1607673054773799e-07	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_RAI8_existing	raw	11276	0.14687961899212298	2.0625065950396266e-55	False	none
ATC_only	MAPK9_vs_RAI8_existing	QC	11276	0.10700052142647734	4.495496888786992e-30	False	log_total_counts,log_n_genes,pct_counts_mt
ATC_only	MAPK9_vs_RAI8_existing	epithelial	11276	0.10799070770495194	1.3230767125670787e-30	False	Epithelial_score
ATC_only	MAPK9_vs_RAI8_existing	cell_state	11276	0.08004111556341453	1.7071717232328594e-17	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_RAI8_existing	QC_plus_cell_state	11276	0.07259865954499513	1.1772984038484544e-14	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_DM1_existing	raw	11276	-0.14687961899212298	2.0625065950396266e-55	True	none
ATC_only	MAPK9_vs_DM1_existing	QC	11276	-0.10700052142647735	4.495496888786992e-30	True	log_total_counts,log_n_genes,pct_counts_mt
ATC_only	MAPK9_vs_DM1_existing	epithelial	11276	-0.10799070770495192	1.3230767125670787e-30	True	Epithelial_score
ATC_only	MAPK9_vs_DM1_existing	cell_state	11276	-0.08004111556341453	1.7071717232328594e-17	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_DM1_existing	QC_plus_cell_state	11276	-0.07259865954499514	1.1772984038484544e-14	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_TDS_existing	raw	11276	0.1370847805293368	1.9657711552944663e-48	False	none
ATC_only	MAPK9_vs_TDS_existing	QC	11276	0.10175540203141682	2.423120523473503e-27	False	log_total_counts,log_n_genes,pct_counts_mt
ATC_only	MAPK9_vs_TDS_existing	epithelial	11276	0.10309498642800763	5.010321386801311e-28	False	Epithelial_score
ATC_only	MAPK9_vs_TDS_existing	cell_state	11276	0.0773374667938851	1.9722314901988394e-16	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
ATC_only	MAPK9_vs_TDS_existing	QC_plus_cell_state	11276	0.07092129522310137	4.71101746417118e-14	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_Panel8	raw	20569	0.22249213314789784	4.522207427344362e-229	False	none
tumor_high_epithelial_median	MAPK9_vs_Panel8	QC	20569	0.08342192942015422	4.286645895526257e-33	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_median	MAPK9_vs_Panel8	epithelial	20569	0.21182797336454504	2.4344241849677514e-207	False	Epithelial_score
tumor_high_epithelial_median	MAPK9_vs_Panel8	cell_state	20569	0.16784951626141442	7.738693304495743e-130	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_Panel8	QC_plus_cell_state	20569	0.0742664703437036	1.479160390926932e-26	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_TDS16	raw	20569	0.2308604568455104	5.996232468175586e-247	False	none
tumor_high_epithelial_median	MAPK9_vs_TDS16	QC	20569	0.07987021882421332	1.8126182654756272e-30	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_median	MAPK9_vs_TDS16	epithelial	20569	0.22429963580414894	7.172919832810502e-233	False	Epithelial_score
tumor_high_epithelial_median	MAPK9_vs_TDS16	cell_state	20569	0.17767636397743725	1.7095496709806297e-145	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_TDS16	QC_plus_cell_state	20569	0.07547432718261252	2.2429231316467686e-27	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_RAI8_existing	raw	20569	0.21666222848950617	4.790028911439333e-217	False	none
tumor_high_epithelial_median	MAPK9_vs_RAI8_existing	QC	20569	0.07666049656864309	3.4160519501416835e-28	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_median	MAPK9_vs_RAI8_existing	epithelial	20569	0.20711694872675437	4.123020066742584e-198	False	Epithelial_score
tumor_high_epithelial_median	MAPK9_vs_RAI8_existing	cell_state	20569	0.16277575809701642	4.0214346659188867e-122	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_RAI8_existing	QC_plus_cell_state	20569	0.06884858165343861	4.82024492675496e-23	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_DM1_existing	raw	20569	-0.21666222848950617	4.790028911439333e-217	True	none
tumor_high_epithelial_median	MAPK9_vs_DM1_existing	QC	20569	-0.0766604965686431	3.4160519501416835e-28	True	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_median	MAPK9_vs_DM1_existing	epithelial	20569	-0.20711694872675432	4.123020066742584e-198	True	Epithelial_score
tumor_high_epithelial_median	MAPK9_vs_DM1_existing	cell_state	20569	-0.1627757580970164	4.0214346659188867e-122	True	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_DM1_existing	QC_plus_cell_state	20569	-0.06884858165343863	4.82024492675496e-23	True	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_TDS_existing	raw	20569	0.18759917691043973	2.902531587732268e-162	False	none
tumor_high_epithelial_median	MAPK9_vs_TDS_existing	QC	20569	0.0575626371162969	1.4334445914949555e-16	False	log_total_counts,log_n_genes,pct_counts_mt
tumor_high_epithelial_median	MAPK9_vs_TDS_existing	epithelial	20569	0.17971505418180742	7.354949601979131e-149	False	Epithelial_score
tumor_high_epithelial_median	MAPK9_vs_TDS_existing	cell_state	20569	0.143137761159979	1.3663400799670489e-94	False	Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
tumor_high_epithelial_median	MAPK9_vs_TDS_existing	QC_plus_cell_state	20569	0.053504382139084164	1.6086561144344994e-14	False	log_total_counts,log_n_genes,pct_counts_mt,Epithelial_score,CAF_ECM_score,EMT_score,Hypoxia_score,Proliferation_score
