cohort	sample_id	group	p_DM2_centered	DM_call_centered	panel_z_mean	histology	tumor_normal	tissue_type	cell_type	cell_subtype	sample_alias	read_count	base_count	source
TCGA-THCA	TCGA-DJ-A3V0-01A	TCGA_DM2	0.9965182909145818	DM2	-0.4054462394071887	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2P2-01A	TCGA_DM1	0.901887693913875	DM2	0.17703125312704568	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A45G-01A	TCGA_DM1	0.14445630190809397	DM1	1.142061392861593	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A3R7-01A	TCGA_DM2	0.1614059174454267	DM1	0.6756725213675717	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3VG-01A	TCGA_DM1	0.1751077867329632	DM1	1.1559517187015964	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A25O-01A	TCGA_DM2	0.9906705527090905	DM2	-0.43222657166452383	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3UR-01A	TCGA_DM2	0.9596556559527374	DM2	-0.21055217808978882	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A415-01A	TCGA_DM2	0.5698882930197585	DM2	0.27696457551785486	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A4UR-01A	TCGA_DM1	0.10917788378146524	DM1	0.6142546815145011	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A13L-01A	TCGA_DM2	0.994554785742504	DM2	-0.777398855419196	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A45I-01A	TCGA_DM2	0.9991444088200541	DM2	-1.066760143188529	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A40S-01A	TCGA_DM2	0.9262900593352175	DM2	-0.2695979787390683	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3CZ-01A	TCGA_DM1	0.04747501338330475	DM1	1.1487709896408203	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2P3-01A	TCGA_DM2	0.9962043370363713	DM2	-0.2980144885560824	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A2N7-01A	TCGA_DM1	0.2218360314478486	DM1	0.6082167706387158	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3GW-01A	TCGA_DM1	0.11920398791039592	DM1	0.4096257799114343	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A13P-01A	TCGA_DM2	0.9987762693577236	DM2	0.01214182721516302	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39O-01A	TCGA_DM2	0.9929111672768571	DM2	-0.7624966860302942	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-IM-A3ED-01A	TCGA_DM2	0.7859201468705731	DM2	0.24740381907722914	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39L-01A	TCGA_DM1	0.5286474802481976	DM2	0.4898426799398157	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A3YR-01A	TCGA_DM2	0.9995321565201151	DM2	-0.9354680107231218	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-KS-A4IB-01A	TCGA_DM2	0.9999316070381257	DM2	-0.33512872532896	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3ST-01A	TCGA_DM2	0.9520817893693528	DM2	0.2631399020460827	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A413-01A	TCGA_DM2	0.9643350442198128	DM2	-0.06605048185765602	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3TA-01A	TCGA_DM2	0.6580650435236337	DM2	0.24938715477475323	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2PW-01A	TCGA_DM2	0.8780611318452711	DM2	-0.4840525916550059	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2PO-01A	TCGA_DM2	0.9938892389313828	DM2	-0.3643709089809227	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A3BT-01A	TCGA_DM2	0.9942361664131786	DM2	-0.23889848526142426	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2CJ-01A	TCGA_DM1	0.020769159171087168	DM1	1.382899805496494	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3VD-01A	TCGA_DM2	0.8904874904724442	DM2	-0.3098849358963746	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A1QE-01A	TCGA_DM2	0.9885776116044162	DM2	-0.40253191334362515	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A0ZB-01A	TCGA_DM2	0.9986156096634942	DM2	-0.5416896525607043	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-IM-A3U3-01A	TCGA_DM2	0.9980326863302308	DM2	-0.5909459356397595	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A45F-01A	TCGA_DM1	0.04418997601997896	DM1	0.1903354790464267	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A4KG-01A	TCGA_DM2	0.986394972784936	DM2	-0.7273789553422088	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39S-01A	TCGA_DM2	0.6748240811726892	DM2	0.48704620863281745	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A436-01A	TCGA_DM2	0.8576510163056652	DM2	-0.0904420877292923	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A22K-01A	TCGA_DM1	0.2561199437491653	DM1	0.7344838572303549	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E3-A3DY-01A	TCGA_DM2	0.9986376526281617	DM2	-0.46597910506615375	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-KS-A4I7-01A	TCGA_DM2	0.9986128011512988	DM2	-0.15433250226264178	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-4C-A93U-01A	TCGA_DM2	0.9986362266476863	DM2	-0.901219041722301	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A25G-01A	TCGA_DM2	0.8008063887509295	DM2	-0.43463457888456636	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3H4-01A	TCGA_DM2	0.9933375934870319	DM2	-0.35675792757341795	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3ZL-01A	TCGA_DM2	0.9966286626086656	DM2	-0.6700166052694122	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3VE-01A	TCGA_DM2	0.9976406680922189	DM2	-0.3283603112359298	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A1QL-01A	TCGA_DM1	0.2730775213074618	DM1	1.2429824471291702	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FE-A234-01A	TCGA_DM2	0.9995461953401851	DM2	-0.5136497288961026	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-H2-A26U-01A	TCGA_DM2	0.9983848000995008	DM2	-0.6749352950467563	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A1CS-01A	TCGA_DM2	0.9802792901116805	DM2	-0.014539617401038471	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-CE-A484-01A	TCGA_DM1	0.9866824889213401	DM2	0.3222248614172695	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3VJ-01A	TCGA_DM2	0.8846123081196627	DM2	0.13506964479096992	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39M-01A	TCGA_DM2	0.9754632117588733	DM2	-0.26938798380141704	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A2P4-01A	TCGA_DM1	0.06504300219168802	DM1	0.5706212996782128	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A2MY-01A	TCGA_DM2	0.9947008188003985	DM2	-0.5091844339251189	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3ZP-01A	TCGA_DM2	0.8702851953408306	DM2	0.3888146397001032	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A418-01A	TCGA_DM2	0.983081939674203	DM2	-0.48040169876755157	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2Q4-01A	TCGA_DM2	0.9645744887090122	DM2	0.18140806172733073	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3MW-01A	TCGA_DM2	0.9997766961060287	DM2	-0.11264493016840675	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A0YZ-01A	TCGA_DM1	0.029741202507905715	DM1	0.33179564090174224	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A2JQ-01A	TCGA_DM2	0.9928842976930484	DM2	-0.6084121122916145	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FY-A3NM-01A	TCGA_DM1	0.00944757162243214	DM1	1.4900906024907534	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A4FN-01A	TCGA_DM2	0.9964825210677496	DM2	-0.6436458832273821	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3H7-01A	TCGA_DM2	0.9994178000241932	DM2	-0.9607338776078072	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A1QF-01A	TCGA_DM2	0.9995153324833939	DM2	-0.4175038037921346	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A2NA-01A	TCGA_DM2	0.936235940172394	DM2	-0.32329750143045793	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A3PR-01A	TCGA_DM2	0.7861030959183054	DM2	-0.30920020413144655	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-KS-A4I3-01A	TCGA_DM2	0.9950635743858733	DM2	-0.3560747878884435	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2PY-01A	TCGA_DM2	0.9995039323141629	DM2	-0.6303949232083792	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3H8-01A	TCGA_DM2	0.9958095486993122	DM2	-0.18860116282923334	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3CO-01A	TCGA_DM2	0.41818599229938164	DM1	0.3815515771958944	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A4K2-01A	TCGA_DM1	0.004853349917297819	DM1	0.9980303504670556	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FE-A23A-01A	TCGA_DM2	0.9969031099528118	DM2	-0.4980907713429224	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A4K1-01A	TCGA_DM2	0.9955046547185982	DM2	-0.8571207861657956	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3VF-01A	TCGA_DM2	0.998749143992385	DM2	-1.3819541773227069	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-CE-A482-01A	TCGA_DM2	0.9877933161679184	DM2	-0.22094956931372076	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3SU-01A	TCGA_DM2	0.9989036129542658	DM2	-0.7598650134009797	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FE-A3PC-01A	TCGA_DM2	0.9971514812309354	DM2	-0.1416002748671515	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3FQ-01A	TCGA_DM2	0.7661613959365634	DM2	0.4917130356453803	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3GO-01A	TCGA_DM1	0.16492562589317197	DM1	0.5657632335846174	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A44K-01A	TCGA_DM2	0.9974248990111306	DM2	-0.7346188543841737	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3UZ-01A	TCGA_DM2	0.6400397849386091	DM2	0.6433278570614038	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A0ZE-01A	TCGA_DM1	0.01871764442115579	DM1	0.22050052161230563	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-E8-A432-01A	TCGA_DM2	0.9743626848562549	DM2	-0.5680128629114579	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A18Y-01A	TCGA_DM1	0.10675973713961158	DM1	1.1785999820129174	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A4UT-01A	TCGA_DM2	0.9370667132619933	DM2	-0.036617863556443433	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2Q3-01A	TCGA_DM2	0.8690825586742649	DM2	-0.2366854322983416	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A40R-01A	TCGA_DM2	0.4271067123081642	DM1	1.0126052140825224	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2CR-01A	TCGA_DM1	0.1774232803495817	DM1	0.021591875037616743	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-J8-A4HY-01A	TCGA_DM2	0.1085425564891773	DM1	0.19441016164613562	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A3UP-01A	TCGA_DM1	0.3303910428909149	DM1	0.6552878527526974	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3FR-01A	TCGA_DM1	0.031862496284983506	DM1	0.8570424352120007	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A4UQ-01A	TCGA_DM2	0.9069657532143235	DM2	0.5216690090968004	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A4KQ-01A	TCGA_DM1	0.17974877655603125	DM1	1.2804174830248174	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-CE-A481-01A	TCGA_DM2	0.9729385395653732	DM2	0.5335643156609697	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A3O3-01A	TCGA_DM2	0.9953431198278626	DM2	-0.909313934384352	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EM-A2CP-01A	TCGA_DM1	0.002196353139499145	DM1	-0.030153134227919764	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3H3-01A	TCGA_DM2	0.990855818513993	DM2	-0.806604677763405	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3CS-01A	TCGA_DM2	0.997643078795735	DM2	-0.6730770665079405	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-BJ-A0Z3-01A	TCGA_DM2	0.9664353040408395	DM2	-0.36206413179766217	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A2PT-01A	TCGA_DM2	0.9973250273313711	DM2	-0.9603287067824369	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-ET-A39I-01A	TCGA_DM1	0.1713449353517967	DM1	1.2218912496739633	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-FK-A3SD-01A	TCGA_DM1	0.002176548499656331	DM1	1.0142916050823243	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A13W-01A	TCGA_DM1	0.6325856030059931	DM2	-0.5812012417414887	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A13R-01A	TCGA_DM1	0.057307017962759874	DM1	-0.5359310422311787	DM1_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-DJ-A1QI-01A	TCGA_DM2	0.9989819200316159	DM2	-0.28760780983673084	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A3ZK-01A	TCGA_DM2	0.9084352021679374	DM2	-0.6195664058847321	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
TCGA-THCA	TCGA-EL-A4JZ-01A	TCGA_DM2	0.9989392453604556	DM2	-0.46537379007611085	DM2_A	tumor							/data/thca/data_processed/bulk_rnaseq/TCGA-THCA_rnaseq_expression_log2.tsv
