sample_id	stage	subset	kind	rho_mapk_panel	rho_mapk_dm1_like	p	n	n_MAPK_genes	n_panel_genes
GSM7980865_PTC-2	PTC	epithelial_enriched_top75	basic_resid	-0.0071081262476874315	0.0071081262476874315	0.8027803831944867	1237	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top75	full_resid	-0.008929347482430926	0.008929347482430926	0.7537162932755399	1237	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top75	spatial_poly_resid	-0.010807899115843912	0.010807899115843912	0.7041298657890896	1237	9	8
GSM7980865_PTC-2	PTC	epithelial_enriched_top75	local_knn30_resid	0.1438472766361578	-0.1438472766361578	3.7627747967418687e-07	1237	9	8
GSM7980865_PTC-2	PTC	epithelial_iqr_25_75	raw	0.15434760920059612	-0.15434760920059612	1.1816471867013868e-14	2473	9	8
GSM7980865_PTC-2	PTC	epithelial_iqr_25_75	basic_resid	0.031662025060392535	-0.031662025060392535	0.11545788541738619	2473	9	8
GSM7980865_PTC-2	PTC	epithelial_iqr_25_75	full_resid	0.03783155923247113	-0.03783155923247113	0.05996404152812118	2473	9	8
GSM7980865_PTC-2	PTC	epithelial_iqr_25_75	spatial_poly_resid	0.0383497741736124	-0.0383497741736124	0.05654086959897055	2473	9	8
GSM7980865_PTC-2	PTC	epithelial_iqr_25_75	local_knn30_resid	0.12502457532394592	-0.12502457532394592	4.411385883070522e-10	2473	9	8
GSM7980866_PTC-3	PTC	all	raw	0.1606006980705063	-0.1606006980705063	1.784877910507604e-27	4516	9	8
GSM7980866_PTC-3	PTC	all	basic_resid	0.010496664038325706	-0.010496664038325706	0.48067801996034204	4516	9	8
GSM7980866_PTC-3	PTC	all	full_resid	-0.010430515831331137	0.010430515831331137	0.48344774840844007	4516	9	8
GSM7980866_PTC-3	PTC	all	spatial_poly_resid	0.009289863623495443	-0.009289863623495443	0.5325418589421199	4516	9	8
GSM7980866_PTC-3	PTC	all	local_knn30_resid	0.08613563307631143	-0.08613563307631143	6.727394398332806e-09	4516	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top50	raw	0.007956306901952663	-0.007956306901952663	0.7055288450332465	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top50	basic_resid	-0.004592092097159025	0.004592092097159025	0.8273595569510636	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top50	full_resid	-0.022552010068294093	0.022552010068294093	0.2840891057671004	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top50	spatial_poly_resid	-0.03482827896619101	0.03482827896619101	0.09801170508235103	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top50	local_knn30_resid	0.029622538739304632	-0.029622538739304632	0.15938424639347357	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top75	raw	0.007586762090480282	-0.007586762090480282	0.7990003876498097	1129	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top75	basic_resid	-0.006461154289966561	0.006461154289966561	0.8283171355685154	1129	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top75	full_resid	-0.02743155197553618	0.02743155197553618	0.3571189607534363	1129	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top75	spatial_poly_resid	-0.04274143825364374	0.04274143825364374	0.15122932538622244	1129	9	8
GSM7980866_PTC-3	PTC	epithelial_enriched_top75	local_knn30_resid	0.011159751832810526	-0.011159751832810526	0.7079798458558735	1129	9	8
GSM7980866_PTC-3	PTC	epithelial_iqr_25_75	raw	-0.006284120163579034	0.006284120163579034	0.7653604630532234	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_iqr_25_75	basic_resid	-0.020220928617833676	0.020220928617833676	0.3368375066908507	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_iqr_25_75	full_resid	-0.030943491357075227	0.030943491357075227	0.1415824685250802	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_iqr_25_75	spatial_poly_resid	-0.02648611496514256	0.02648611496514256	0.20835485007180396	2258	9	8
GSM7980866_PTC-3	PTC	epithelial_iqr_25_75	local_knn30_resid	0.06105426697133836	-0.06105426697133836	0.0037042960081416047	2258	9	8
GSM7980867_PTC-4	PTC	all	raw	0.38754234324132814	-0.38754234324132814	4.0105147178205366e-161	4498	9	8
GSM7980867_PTC-4	PTC	all	basic_resid	0.0050651890253746905	-0.0050651890253746905	0.7341461380430219	4498	9	8
GSM7980867_PTC-4	PTC	all	full_resid	-0.01255200128293141	0.01255200128293141	0.39999739483296515	4498	9	8
GSM7980867_PTC-4	PTC	all	spatial_poly_resid	-0.011204015400160016	0.011204015400160016	0.4525107026120679	4498	9	8
GSM7980867_PTC-4	PTC	all	local_knn30_resid	0.19756975896951698	-0.19756975896951698	8.0401487781009e-41	4498	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top50	raw	0.158284260922515	-0.158284260922515	4.35657880389694e-14	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top50	basic_resid	0.0356658021727859	-0.0356658021727859	0.09083695510988717	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top50	full_resid	0.028939620983518703	-0.028939620983518703	0.1700802452541923	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top50	spatial_poly_resid	0.0005786328126854323	-0.0005786328126854323	0.9781202713501511	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top50	local_knn30_resid	0.1384591454481837	-0.1384591454481837	4.270694235018195e-11	2249	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top75	raw	0.19163757581863064	-0.19163757581863064	9.127993730753468e-11	1125	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top75	basic_resid	0.037500215967248826	-0.037500215967248826	0.2088118347704713	1125	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top75	full_resid	0.02110992416915819	-0.02110992416915819	0.47935516534174105	1125	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top75	spatial_poly_resid	-0.0016193624646814533	0.0016193624646814533	0.9567322222871764	1125	9	8
GSM7980867_PTC-4	PTC	epithelial_enriched_top75	local_knn30_resid	0.16764149015294696	-0.16764149015294696	1.543175298675035e-08	1125	9	8
GSM7980867_PTC-4	PTC	epithelial_iqr_25_75	raw	0.15539769920346727	-0.15539769920346727	1.274145448583668e-13	2248	9	8
GSM7980867_PTC-4	PTC	epithelial_iqr_25_75	basic_resid	-0.012685533338541237	0.012685533338541237	0.5477401862853738	2248	9	8
GSM7980867_PTC-4	PTC	epithelial_iqr_25_75	full_resid	-0.014482111718899463	0.014482111718899463	0.4925267348692666	2248	9	8
GSM7980867_PTC-4	PTC	epithelial_iqr_25_75	spatial_poly_resid	-0.014578647060228177	0.014578647060228177	0.4896467391444656	2248	9	8
GSM7980867_PTC-4	PTC	epithelial_iqr_25_75	local_knn30_resid	0.12721248696265466	-0.12721248696265466	1.423614784265508e-09	2248	9	8
GSM7980868_LPTC-1	LPTC	all	raw	0.23735033305776235	-0.23735033305776235	6.574534593306965e-21	1520	9	8
GSM7980868_LPTC-1	LPTC	all	basic_resid	0.12032944480471486	-0.12032944480471486	2.5442790300725686e-06	1520	9	8
GSM7980868_LPTC-1	LPTC	all	full_resid	0.10827943116045505	-0.10827943116045505	2.3319339487385972e-05	1520	9	8
GSM7980868_LPTC-1	LPTC	all	spatial_poly_resid	0.07369526124913352	-0.07369526124913352	0.004043909590660485	1520	9	8
GSM7980868_LPTC-1	LPTC	all	local_knn30_resid	0.13713115148970098	-0.13713115148970098	7.990966146103734e-08	1520	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top50	raw	0.10444729798756225	-0.10444729798756225	0.003944561312990439	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top50	basic_resid	0.04313234614325856	-0.04313234614325856	0.23496255240898956	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top50	full_resid	0.03519467749479446	-0.03519467749479446	0.3325684007554418	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top50	spatial_poly_resid	0.011498370614251501	-0.011498370614251501	0.7516405505133513	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top50	local_knn30_resid	0.10419952615095102	-0.10419952615095102	0.004031506440789572	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top75	raw	0.07337265424934897	-0.07337265424934897	0.1534332335756436	380	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top75	basic_resid	0.032942931154574986	-0.032942931154574986	0.522020404355404	380	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top75	full_resid	0.043871203365236894	-0.043871203365236894	0.393769997922719	380	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top75	spatial_poly_resid	0.04691168221386575	-0.04691168221386575	0.36178635211897714	380	9	8
GSM7980868_LPTC-1	LPTC	epithelial_enriched_top75	local_knn30_resid	0.0992403723454857	-0.0992403723454857	0.05324214457446376	380	9	8
GSM7980868_LPTC-1	LPTC	epithelial_iqr_25_75	raw	0.156236676864876	-0.156236676864876	1.513906933885333e-05	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_iqr_25_75	basic_resid	0.10616301730366387	-0.10616301730366387	0.003387662312935002	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_iqr_25_75	full_resid	0.07398078306193306	-0.07398078306193306	0.04145530881826726	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_iqr_25_75	spatial_poly_resid	0.019271364826863584	-0.019271364826863584	0.5958002052820865	760	9	8
GSM7980868_LPTC-1	LPTC	epithelial_iqr_25_75	local_knn30_resid	0.10010182806665816	-0.10010182806665816	0.005744586112255017	760	9	8
GSM7980869_LPTC-2	LPTC	all	raw	0.5234896835504252	-0.5234896835504252	2.529809064736877e-285	4071	9	8
GSM7980869_LPTC-2	LPTC	all	basic_resid	0.20301905239225934	-0.20301905239225934	3.957587555772324e-39	4071	9	8
GSM7980869_LPTC-2	LPTC	all	full_resid	0.19317105846018717	-0.19317105846018717	1.6109401664223943e-35	4071	9	8
GSM7980869_LPTC-2	LPTC	all	spatial_poly_resid	0.14312056315442667	-0.14312056315442667	4.466111408994457e-20	4071	9	8
GSM7980869_LPTC-2	LPTC	all	local_knn30_resid	0.3107705305999282	-0.3107705305999282	7.2941410999844e-92	4071	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top50	raw	0.5206253193847785	-0.5206253193847785	7.830289876711764e-142	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top50	basic_resid	0.24235734716361781	-0.24235734716361781	1.3302594827402024e-28	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top50	full_resid	0.2266936246803786	-0.2266936246803786	3.860197520155227e-25	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top50	spatial_poly_resid	0.18149591240956967	-0.18149591240956967	1.5437304030375072e-16	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top50	local_knn30_resid	0.3461815888688876	-0.3461815888688876	2.1143674757143345e-58	2036	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top75	raw	0.3427813632163452	-0.3427813632163452	1.9210155721374238e-29	1018	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top75	basic_resid	0.20638010912721347	-0.20638010912721347	2.9630370707644386e-11	1018	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top75	full_resid	0.18972527864484423	-0.18972527864484423	1.0510539152264487e-09	1018	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top75	spatial_poly_resid	0.1748262630537774	-0.1748262630537774	1.9717009916358806e-08	1018	9	8
GSM7980869_LPTC-2	LPTC	epithelial_enriched_top75	local_knn30_resid	0.3710505944825438	-0.3710505944825438	1.4004600854474656e-34	1018	9	8
GSM7980869_LPTC-2	LPTC	epithelial_iqr_25_75	raw	0.28734819135314765	-0.28734819135314765	4.0314282721142005e-59	3053	9	8
GSM7980869_LPTC-2	LPTC	epithelial_iqr_25_75	basic_resid	0.1911917567143637	-0.1911917567143637	1.5959149362467298e-26	3053	9	8
GSM7980869_LPTC-2	LPTC	epithelial_iqr_25_75	full_resid	0.19066417697333876	-0.19066417697333876	2.2014499011305543e-26	3053	9	8
GSM7980869_LPTC-2	LPTC	epithelial_iqr_25_75	spatial_poly_resid	0.12997412960086124	-0.12997412960086124	5.626358474325668e-13	3053	9	8
GSM7980869_LPTC-2	LPTC	epithelial_iqr_25_75	local_knn30_resid	0.21229416049134295	-0.21229416049134295	1.8931593785500774e-32	3053	9	8
GSM7980870_LPTC-3	LPTC	all	raw	0.5605264817568307	-0.5605264817568307	2.2047968082336428e-275	3336	9	8
GSM7980870_LPTC-3	LPTC	all	basic_resid	0.0764276347990951	-0.0764276347990951	9.910071704253907e-06	3336	9	8
GSM7980870_LPTC-3	LPTC	all	full_resid	0.06184947692761717	-0.06184947692761717	0.00035104167075609977	3336	9	8
