gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	significant
ENSG00000254972.1	1.66427	-0.129191	0.229819	-0.562141	0.57402	0.680709	AP003498.1	False
ENSG00000254973.2	13.4072	-0.712885	0.104351	-6.83162	8.39617e-12	5.46606e-11	AC105219.3	False
ENSG00000254974.1	3.14097	-0.269124	0.175796	-1.53089	0.125798	0.197399	AP001372.4	False
ENSG00000254975.1	0.213998	0.2139	0.599412	0.35685	0.721204	0.804806	AP001189.4	False
ENSG00000254976.1	0.126946	-0.334395	1.0009	-0.334095	0.738308		OR8B7P	False
ENSG00000254978.2	12.0308	-0.0877777	0.0858402	-1.02257	0.306511	0.41842	ALG1L9P	False
ENSG00000254979.5	0.411516	-0.260554	0.449991	-0.57902	0.562576	0.670373	AP000781.2	False
ENSG00000254980.1	0.255336	0.353033	0.549787	0.642127	0.520791	0.632858	AP002008.1	False
ENSG00000254983.1	0.0578041	0.0692514	1.47463	0.0469618	0.962544		AC025300.1	False
ENSG00000254984.1	0.334599	0.251102	0.507029	0.495242	0.620429	0.72229	FTLP6	False
ENSG00000254985.1	4.48979	0.265635	0.129313	2.05421	0.0399558	0.0724838	RSF1-IT2	False
ENSG00000254986.7	1766.91	-0.0290242	0.0595334	-0.487529	0.625883	0.726663	DPP3	False
ENSG00000254987.1	0.832302	-0.431121	0.293351	-1.46964	0.141659	0.218787	AP002989.1	False
ENSG00000254988.1	0.627538	0.761394	0.433038	1.75826	0.0787027	0.131929	AP002498.1	False
ENSG00000254989.1	0.0100519	-0.217348	3.9125	-0.0555521	0.955699		AP001999.1	False
ENSG00000254990.5	1.68105	0.0532683	0.206159	0.258384	0.79611	0.861669	AP001781.1	False
ENSG00000254991.1	2.34057	2.24652	0.331118	6.78464	1.16377e-11	7.47727e-11	AC124276.1	True
ENSG00000254992.1	0.0686696	0.0490465	1.36766	0.0358616	0.971393		AP001582.1	False
ENSG00000254993.2	0.0145614	-0.0784618	3.82693	-0.0205025	0.983642		TRIM77BP	False
ENSG00000254995.4	30.5246	-0.787417	0.151799	-5.18723	2.13446e-07	8.895e-07	STX16-NPEPL1	False
ENSG00000254996.5	57.0836	-0.154352	0.0731121	-2.11117	0.0347581	0.0640406	ANKHD1-EIF4EBP3	False
ENSG00000254997.4	12.774	-0.492847	0.177356	-2.77886	0.00545501	0.0119894	KRTAP5-9	False
ENSG00000254999.4	11013.2	-0.124284	0.0424089	-2.93062	0.0033829	0.00774261	BRK1	False
ENSG00000255000.1	1.16891	-0.147986	0.244842	-0.604413	0.545569	0.655106	AC139103.1	False
ENSG00000255001.1	0.00214616	-0.00850911	3.91584	-0.002173	0.998266		AC109635.1	False
ENSG00000255002.2	1.5274	-0.655864	0.28512	-2.30031	0.0214309	0.0415264	LINC02324	False
ENSG00000255003.1	0.410988	-0.26101	0.417292	-0.625485	0.531652	0.642646	CYCSP28	False
ENSG00000255004.1	1.91202	-3.11016	0.454624	-6.84116	7.85558e-12	5.13237e-11	SLC1A2-AS1	True
ENSG00000255005.1	0.0584478	-0.47035	1.73226	-0.271524	0.785988		AP003128.1	False
ENSG00000255006.1	0.0947578	-0.359016	1.14505	-0.313539	0.753871		ELOCP22	False
ENSG00000255007.1	0.116954	-0.369868	0.95147	-0.388733	0.697474		LINC02489	False
ENSG00000255008.3	39.2467	0.22348	0.111898	1.99718	0.0458058	0.0818319	LINC02739	False
ENSG00000255009.4	0.0457767	0.149052	1.6089	0.0926422	0.926188		UBTFL1	False
ENSG00000255010.1	0						COX5BP4	False
ENSG00000255011.1	0						AP004607.5	False
ENSG00000255012.2	0.0111525	0.0308815	3.9157	0.0078866	0.993707		OR5M1	False
ENSG00000255014.1	0.221429	-0.0499518	0.495133	-0.100886	0.919641	0.948541	ARL6IP1P3	False
ENSG00000255015.1	0.0387288	0.109661	2.05856	0.0532709	0.957516		AP000755.1	False
ENSG00000255016.1	0.0375752	-0.138569	2.17875	-0.0636004	0.949288		AC107918.2	False
ENSG00000255018.1	0.0407267	0.0998145	3.17333	0.0314542	0.974907		AC022878.1	False
ENSG00000255019.1	0						OR5D15P	False
ENSG00000255020.1	85.1352	-2.82202	0.258577	-10.9137	9.91915e-28	2.40651e-26	AF131216.3	True
ENSG00000255021.1	0.790321	-0.906969	0.458075	-1.97996	0.0477085	0.0847876	AC093496.1	False
ENSG00000255022.1	0.0659217	-0.129231	1.81412	-0.0712364	0.94321		AP000676.2	False
ENSG00000255025.1	0.00274236	-0.00850911	3.91584	-0.002173	0.998266		AF228730.3	False
ENSG00000255026.1	166.188	-0.829965	0.257597	-3.22195	0.00127322	0.00315103	AC136475.3	False
ENSG00000255027.2	0.830436	-0.202319	0.448723	-0.450876	0.652079	0.74871	AP000842.2	False
ENSG00000255028.5	0.190012	-0.294306	0.681235	-0.432018	0.665729		AP003049.2	False
ENSG00000255029.2	0.592726	-1.01941	0.381211	-2.67413	0.00749227	0.0160223	AC110058.1	True
ENSG00000255030.1	0.0254581	0.00082792	2.98316	0.000277531	0.999779		OR8B5P	False
ENSG00000255031.5	47.6465	0.460212	0.110843	4.15193	3.29677e-05	0.000103678	AP002807.1	False
ENSG00000255032.1	0.133241	-0.490991	0.976063	-0.503032	0.614942		TSPAN18-AS1	False
ENSG00000255033.1	0.0162665	0.040729	3.79022	0.0107458	0.991426		SERPINA15P	False
ENSG00000255035.2	0.550174	-0.497476	0.282196	-1.76287	0.0779222	0.130762	SDHCP4	False
ENSG00000255036.6	2.66622	-0.990573	0.153706	-6.44461	1.15896e-10	6.82903e-10	STRA6LP	False
ENSG00000255037.1	0.0187632	-0.0484092	3.91492	-0.0123653	0.990134		AC136443.2	False
ENSG00000255038.1	4.63736	-0.68165	0.138568	-4.91924	8.68814e-07	3.36811e-06	AP006287.2	False
ENSG00000255039.1	0.0449955	0.0702717	3.47846	0.020202	0.983882		LINC02553	False
ENSG00000255040.1	1.31421	0.428795	0.226675	1.89168	0.058534	0.101458	MORF4L1P3	False
ENSG00000255041.1	0.0606368	-0.547208	1.73683	-0.31506	0.752716		AC103855.3	False
ENSG00000255042.3	0.39582	0.603737	0.853711	0.707191	0.479448	0.594632	AC109635.2	False
ENSG00000255043.1	5.01241	-0.848211	0.231137	-3.66974	0.000242798	0.000675991	NAV2-AS5	False
ENSG00000255045.1	50.7231	-0.837125	0.107664	-7.77533	7.52538e-15	6.5007e-14	AP000866.5	False
ENSG00000255046.1	14.7637	-0.534846	0.101659	-5.26118	1.43134e-07	6.0857e-07	AC069185.1	False
ENSG00000255047.1	0.0665291	-0.148926	2.12797	-0.0699852	0.944205		HNRNPRP2	False
ENSG00000255048.1	0.0242128	0.000827932	2.99336	0.000276589	0.999779		OR8X1P	False
ENSG00000255050.1	3.30871	0.629262	0.228663	2.75191	0.00592479	0.0129303	AC067930.4	False
ENSG00000255051.1	0.0735895	0.00914616	1.23467	0.00740775	0.99409		BCAS2P1	False
ENSG00000255052.5	56.1819	-0.265512	0.104057	-2.55159	0.0107232	0.0222171	FAM66D	False
ENSG00000255053.1	0.0179179	-0.0883096	3.75428	-0.0235224	0.981234		OR4A44P	False
ENSG00000255054.3	0						AL020996.2	False
ENSG00000255055.1	0.00367918	-0.00850911	3.91584	-0.002173	0.998266		MTND1P35	False
ENSG00000255057.1	0.600017	-0.467182	0.328536	-1.42201	0.155023	0.236409	AP003041.1	False
ENSG00000255058.1	0.364941	0.208733	0.461012	0.452772	0.650713	0.747547	PDCL2P2	False
ENSG00000255059.1	1.9646	-0.415491	0.185245	-2.24293	0.0249014	0.0474996	PPIAP43	False
ENSG00000255060.1	0.0942977	0.24702	1.13753	0.217155	0.828087		AC009656.1	False
ENSG00000255062.1	80.2509	-0.0985305	0.0593535	-1.66006	0.096902	0.157936	AP001318.2	False
ENSG00000255063.1	0.807036	0.193208	0.260253	0.742387	0.457853	0.574101	RBMXP3	False
ENSG00000255065.1	0.0646371	0.0195034	1.46881	0.0132784	0.989406		AP002001.2	False
ENSG00000255067.1	0.232969	0.0345401	0.543858	0.0635094	0.949361	0.967707	AC013549.4	False
ENSG00000255070.1	0.029978	0.0801184	2.35108	0.0340773	0.972816		OSBPL9P3	False
ENSG00000255071.3	0						SAA2-SAA4	False
ENSG00000255072.2	0						PIGY	False
ENSG00000255073.8	0						ZFP91-CNTF	False
ENSG00000255074.1	2.53626	0.054829	0.164942	0.332414	0.739576	0.819294	AC018523.1	False
ENSG00000255075.1	0.0620757	0.119	1.82601	0.0651693	0.948039		CENPUP1	False
ENSG00000255076.2	0.0214074	-0.078462	3.6967	-0.0212249	0.983066		AC084838.1	False
ENSG00000255077.1	0.00455293	0.00133856	3.9158	0.000341834	0.999727		OR4X7P	False
ENSG00000255078.1	0.00305947	-0.00850911	3.91584	-0.002173	0.998266		OR4A6P	False
ENSG00000255079.1	0.663425	-1.43208	0.300556	-4.76476	1.89079e-06	7.03038e-06	LINC02704	True
ENSG00000255081.1	0.309693	-0.624202	0.429061	-1.45481	0.145722	0.224222	AP003168.2	False
ENSG00000255082.1	1.05119	2.33174	0.456954	5.10278	3.34694e-07	1.36444e-06	GRM5-AS1	True
ENSG00000255083.2	0.0290124	0.000827636	2.71962	0.00030432	0.999757		OR5AK1P	False
ENSG00000255084.1	0.808608	-0.584641	0.308226	-1.89679	0.057855	0.100454	AP003110.1	False
ENSG00000255085.8	128.425	-0.557566	0.0979859	-5.69026	1.26844e-08	6.05206e-08	AF186192.2	False
ENSG00000255086.1	0.0380004	0.0604237	3.18275	0.0189848	0.984853		AC024341.1	False
ENSG00000255087.4	0.768932	-1.30153	0.536538	-2.42579	0.0152751	0.0306062	AP001993.1	True
ENSG00000255088.1	0.00622629	0.00133856	3.9158	0.000341834	0.999727		AC013828.1	False
ENSG00000255089.1	0						AC136475.4	False
ENSG00000255091.1	5.17815	0.758497	0.212091	3.57628	0.000348513	0.000947601	AC087442.1	False
ENSG00000255092.1	0.692406	0.179208	0.308009	0.581826	0.560684	0.668724	AC010768.2	False
ENSG00000255093.2	0.247461	-0.864429	0.870433	-0.993102	0.32066	0.433594	AP002008.2	False
ENSG00000255094.1	0.607389	0.474338	0.334708	1.41717	0.156434	0.238282	AC090159.1	False
ENSG00000255095.2	0.010529	0.0210339	3.91573	0.00537163	0.995714		OR1D4	False
ENSG00000255096.2	0.0145983	-0.108005	3.91409	-0.0275938	0.977986		OR5B10P	False
ENSG00000255097.1	0.306409	-0.821884	0.503283	-1.63304	0.10246	0.165767	AP006259.1	False
ENSG00000255099.1	0.027254	0.0308812	3.62044	0.00852966	0.993194		AC023245.2	False
ENSG00000255100.1	73.7234	-0.249118	0.124036	-2.00844	0.0445964	0.0799229	AP003119.2	False
ENSG00000255101.1	0.097778	0.00863677	1.19388	0.00723421	0.994228		AC103843.1	False
ENSG00000255102.1	0.0830631	-0.269137	1.26387	-0.212946	0.831369		AP005436.1	False
ENSG00000255104.8	0						AC005324.3	False
ENSG00000255105.1	0.235369	-0.253055	0.687682	-0.367982	0.712887	0.798574	PTMAP15	False
ENSG00000255106.1	0.328369	-0.349435	0.465319	-0.750959	0.452677	0.568889	AC010768.3	False
ENSG00000255107.1	0.224358	-0.194236	0.539094	-0.360301	0.718622	0.802812	AC079089.2	False
ENSG00000255108.1	1.84049	0.607961	0.236233	2.57357	0.0100656	0.0209678	AP006621.1	False
ENSG00000255109.6	0.431115	0.137182	0.507629	0.27024	0.786976	0.855228	LINC02740	False
ENSG00000255110.1	0.00263905	-0.00850911	3.91584	-0.002173	0.998266		AP005597.2	False
ENSG00000255111.1	0.0748213	-0.159794	1.26887	-0.125933	0.899785		AP006587.2	False
ENSG00000255112.3	4716.42	-0.0265782	0.0580486	-0.45786	0.647053	0.744579	CHMP1B	False
ENSG00000255113.1	0.0222669	-0.2075	3.91247	-0.0530356	0.957704		OR4A48P	False
ENSG00000255114.1	0						AP003392.3	False
ENSG00000255115.2	0.42227	-0.1217	0.332956	-0.365514	0.714728	0.800081	AP002812.4	False
ENSG00000255116.2	0.0364296	-0.00901908	3.53513	-0.00255127	0.997964		SLC5A4P1	False
ENSG00000255117.6	0.0998759	-0.375379	1.44655	-0.2595	0.795249		LINC02546	False
ENSG00000255118.1	0.577008	-1.27377	0.253899	-5.01683	5.25308e-07	2.09344e-06	AP003306.2	True
ENSG00000255119.1	0.0533887	0.118999	1.47914	0.0804518	0.935878		AP003385.3	False
ENSG00000255120.5	4.49835	-0.19802	0.170339	-1.1625	0.245031	0.348151	OVOL1-AS1	False
ENSG00000255121.2	77.3441	-0.246106	0.0761852	-3.23036	0.00123634	0.00306653	CENATAC-DT	False
ENSG00000255122.1	18.3226	-0.952613	0.173736	-5.48311	4.17912e-08	1.88336e-07	AC068587.2	False
ENSG00000255123.1	0.0491793	0.0200131	2.0384	0.00981804	0.992166		MTND5P21	False
ENSG00000255126.1	0						AP003064.1	False
ENSG00000255127.3	0.0335944	-0.138569	2.06409	-0.0671333	0.946476		AP003171.2	False
ENSG00000255128.1	0.159603	0.0863999	0.755398	0.114377	0.908939		HSPD1P3	False
ENSG00000255129.6	4.89887	-0.11515	0.157173	-0.732632	0.463783	0.579621	AP000880.1	False
ENSG00000255130.1	0.0331752	-0.0489205	2.50198	-0.0195527	0.9844		AC022874.1	False
ENSG00000255131.2	0.0155989	-0.028714	3.80245	-0.00755145	0.993975		OR9L1P	False
ENSG00000255132.1	0.0389516	-0.287813	2.05083	-0.14034	0.888392		AC090138.1	False
ENSG00000255133.2	2.59571	-0.392982	0.219335	-1.7917	0.073181	0.123717	LINC02721	False
ENSG00000255134.1	0.0801011	0.0599136	2.39663	0.0249991	0.980056		OR8K2P	False
ENSG00000255135.4	290.671	-0.847813	0.108594	-7.80715	5.84953e-15	5.10226e-14	AP002360.1	False
ENSG00000255136.3	2.06305	0.25033	0.245687	1.0189	0.30825	0.420353	AP001972.3	False
ENSG00000255138.1	0.0422501	-0.0395829	1.75634	-0.0225371	0.98202		GLTPP1	False
ENSG00000255139.2	36.5257	-0.67744	0.0768518	-8.81488	1.19809e-18	1.44164e-17	AP000442.1	False
ENSG00000255140.1	0						OR5BN2P	False
ENSG00000255141.1	0.828997	-0.301998	0.262476	-1.15057	0.249909	0.354033	HNRNPA1P76	False
ENSG00000255142.1	25.0742	-0.014748	0.150482	-0.0980048	0.921928	0.9502	AP006621.2	False
ENSG00000255143.1	0.195302	-0.331754	0.687103	-0.48283	0.629216	0.72938	AP000879.2	False
ENSG00000255144.1	0.448438	-1.70922	0.329464	-5.18787	2.12709e-07	8.86701e-07	AC025857.1	True
ENSG00000255145.3	126.847	-0.502299	0.0671784	-7.4771	7.59808e-14	5.97206e-13	STX17-AS1	False
ENSG00000255146.1	0.353643	-0.319275	0.35769	-0.892604	0.372069	0.488201	AP004247.2	False
ENSG00000255147.1	0.899446	1.70691	0.56423	3.0252	0.00248469	0.00583498	AP003385.4	True
ENSG00000255148.2	0.0775362	0.0982852	1.1331	0.0867401	0.930878		AC239802.2	False
ENSG00000255149.1	0.0663698	-0.109536	1.46259	-0.0748915	0.940301		AP002963.1	False
ENSG00000255150.2	75.7934	-0.102459	0.0909881	-1.12607	0.260137	0.365796	EID3	False
ENSG00000255151.2	1.47421	0.0468579	0.269864	0.173635	0.862152	0.908195	GLYATL1B	False
ENSG00000255152.8	7.55654	-0.334127	0.149988	-2.22769	0.0259014	0.0492022	MSH5-SAPCD1	False
ENSG00000255153.1	137.82	-0.590678	0.103922	-5.68386	1.3169e-08	6.27211e-08	TOLLIP-AS1	False
ENSG00000255154.8	2.2471	-0.265312	0.190841	-1.39023	0.16446	0.248767	HTD2	False
ENSG00000255155.1	0.842438	0.063828	0.316296	0.201799	0.840074	0.892733	AP004371.1	False
ENSG00000255156.1	0.815684	0.233123	0.278103	0.838262	0.401884	0.518791	RNY1P9	False
ENSG00000255157.1	0.172662	-0.470732	0.629559	-0.747718	0.45463		DEFB130C	False
ENSG00000255158.1	18.0193	-0.708716	0.145125	-4.88348	1.0423e-06	4.00217e-06	AC131934.1	False
ENSG00000255159.1	0.926228	-0.241389	0.244846	-0.985884	0.32419	0.43734	AC026894.1	False
ENSG00000255160.5	0.309557	-0.668833	0.421488	-1.58684	0.11255	0.179646	AC009652.1	False
ENSG00000255161.1	0.00993418	-0.0385615	3.91488	-0.00984998	0.992141		AC113192.2	False
ENSG00000255162.1	0.0484182	-0.693852	2.64188	-0.262635	0.792832		AP004833.2	False
ENSG00000255163.1	1.4595	1.09231	0.320127	3.41211	0.000644619	0.00167377	HSPE1P18	True
ENSG00000255164.1	0.360857	-0.540471	0.38244	-1.41322	0.157591	0.239709	AF235103.1	False
ENSG00000255165.1	3.00111	-0.495734	0.20617	-2.40449	0.0161952	0.0322655	AC134775.1	False
ENSG00000255166.1	3.54961	4.42297	0.638597	6.92607	4.32683e-12	2.8959e-11	AC022616.7	True
ENSG00000255167.1	0.0141914	0.0111862	3.91577	0.00285671	0.997721		AC090857.2	False
ENSG00000255169.1	0.012879	-0.117852	3.91413	-0.0301094	0.97598		LINC02722	False
ENSG00000255170.2	0						AP003122.3	False
ENSG00000255171.7	0.627269	1.45418	0.480754	3.0248	0.00248795	0.0058416	LINC01499	True
ENSG00000255172.2	0.0124499	0.0210339	3.91573	0.00537163	0.995714		OR5AM1P	False
ENSG00000255173.1	0						AP003068.3	False
ENSG00000255174.1	0.465303	-0.772818	0.452214	-1.70896	0.0874575	0.144637	AC107918.3	False
ENSG00000255175.6	1.21086	-2.03247	0.755263	-2.69108	0.0071221	0.0152963	LINC02759	True
ENSG00000255176.1	9.2659	-0.148179	0.141622	-1.0463	0.295423	0.406119	AP000941.1	False
ENSG00000255177.2	0						MUC5B-AS1	False
ENSG00000255178.1	0.0349285	-0.039073	2.33014	-0.0167685	0.986621		LINC02720	False
ENSG00000255179.1	0.0234063	-0.04892	3.00115	-0.0163004	0.986995		AC027804.1	False
ENSG00000255181.3	0.498735	0.46554	0.464058	1.00319	0.315768	0.428461	CCDC166	False
ENSG00000255182.2	32.9632	-0.889309	0.142358	-6.247	4.18406e-10	2.33595e-09	AC084125.2	False
ENSG00000255183.1	0.031149	0.0106753	2.70917	0.00394045	0.996856		LINC02711	False
ENSG00000255184.1	0						AP004607.6	False
ENSG00000255185.6	2.56078	-0.0393719	0.162614	-0.242119	0.808688	0.870616	PDXDC2P	False
ENSG00000255186.1	0.251228	0.351237	0.605929	0.579666	0.56214	0.670053	AC087277.2	False
ENSG00000255187.2	0.0574776	0.1589	1.66861	0.0952288	0.924133		LINC02748	False
ENSG00000255188.1	0.0717559	-0.0597879	1.5181	-0.0393833	0.968585		AP003327.1	False
ENSG00000255189.1	2.3046	0.894861	0.224048	3.99407	6.49495e-05	0.000196528	GLYATL1P1	False
ENSG00000255190.2	0.00304523	-0.00850911	3.91584	-0.002173	0.998266		TRIM51DP	False
ENSG00000255191.1	3.20428	0.555277	0.228897	2.42588	0.0152711	0.0305999	AP003555.2	False
ENSG00000255192.6	1.78183	-0.735067	0.18229	-4.0324	5.521e-05	0.000168677	NANOGP8	False
ENSG00000255193.1	0.436506	-0.500537	0.455574	-1.0987	0.271901	0.379571	LINC02726	False
ENSG00000255196.1	0.0246235	0.0111862	3.91577	0.00285671	0.997721		OR4A17P	False
ENSG00000255197.6	163.059	0.69775	0.108557	6.42748	1.29741e-10	7.60368e-10	AC090559.1	False
ENSG00000255198.4	277.408	-1.15745	0.135897	-8.51714	1.63547e-17	1.77981e-16	SNHG9	True
ENSG00000255199.2	0.0137793	-0.0883093	3.91403	-0.0225623	0.981999		GTF2IP11	False
ENSG00000255200.1	49.3182	0.0727644	0.0916293	0.794118	0.427127	0.54435	PGAM1P8	False
ENSG00000255201.1	0.0312198	-0.158264	2.70659	-0.0584734	0.953372		AC087623.1	False
ENSG00000255202.1	0.894703	0.636607	0.332786	1.91296	0.0557531	0.0972782	AL049629.1	False
ENSG00000255203.1	0.610145	0.363688	0.354761	1.02517	0.305285	0.417101	OR7E2P	False
ENSG00000255204.1	0.0104173	0.00133856	3.9158	0.000341834	0.999727		AC036111.2	False
ENSG00000255205.1	0						MED28P5	False
ENSG00000255206.1	0.0197652	-0.247402	3.03017	-0.0816462	0.934928		AC011853.2	False
ENSG00000255207.1	0.0457949	0.0200129	1.67479	0.0119495	0.990466		AL133399.1	False
ENSG00000255209.1	0.0345856	0.0801189	2.92677	0.0273745	0.978161		AP001978.1	False
ENSG00000255210.1	0.437238	-0.13112	0.391841	-0.334625	0.737908	0.818123	AP001889.1	False
ENSG00000255211.1	0						AC130365.1	False
ENSG00000255213.1	1.97543	0.325769	0.196822	1.65515	0.097894	0.15934	NPM1P35	False
ENSG00000255214.1	0.00943293	0.0111862	3.91577	0.00285671	0.997721		AP006587.3	False
ENSG00000255215.1	0.00551009	0.00133856	3.9158	0.000341834	0.999727		OR4R1P	False
ENSG00000255216.2	0.130709	0.0283322	1.1245	0.0251954	0.979899		AP001360.1	False
ENSG00000255217.1	0.0132351	0.0210339	3.91573	0.00537163	0.995714		OR5J7P	False
ENSG00000255218.1	0.0984036	-0.259289	1.64193	-0.157917	0.874522		OR5BC1P	False
ENSG00000255219.1	0.263758	0.147465	0.545606	0.270278	0.786946	0.855219	AP000755.2	False
ENSG00000255220.1	0.588878	-0.107063	0.291546	-0.367224	0.713452	0.799008	DDX18P5	False
ENSG00000255221.3	2.19758	1.79879	0.332205	5.4147	6.13903e-08	2.71291e-07	CARD17	True
ENSG00000255222.1	2.88294	-0.0277803	0.155271	-0.178915	0.858005	0.905175	SETP17	False
ENSG00000255223.4	0.0725316	-0.0592779	2.2533	-0.0263071	0.979012		OR5M11	False
ENSG00000255224.1	48.9636	-0.92355	0.104373	-8.84856	8.86529e-19	1.08259e-17	AC109322.1	False
ENSG00000255225.1	0.0187639	0.0210339	3.91573	0.00537163	0.995714		OR8B6P	False
ENSG00000255226.2	0.247549	0.442776	0.670302	0.660562	0.508893	0.62202	LINC02690	False
ENSG00000255227.1	0.607772	-0.670589	0.378617	-1.77115	0.076535	0.128723	AC090124.1	False
ENSG00000255229.1	0.129377	-0.960319	1.14683	-0.837367	0.402386		AC069287.3	False
ENSG00000255230.1	0.0342304	0.0604237	3.20665	0.0188433	0.984966		AC004923.3	False
ENSG00000255231.1	0.288695	-0.673398	0.535756	-1.25691	0.208786	0.304379	MRPS36P4	False
ENSG00000255232.1	0.0697375	-0.248933	1.26647	-0.196557	0.844175		AC087441.3	False
ENSG00000255233.1	0.536746	-0.24063	0.331032	-0.726908	0.467282	0.582935	AP003969.1	False
ENSG00000255234.6	10.2006	-1.23393	0.135652	-9.09628	9.34753e-20	1.22619e-18	AP000446.1	True
ENSG00000255235.1	0						AP005435.4	False
ENSG00000255236.3	4.58331	-1.427	0.166324	-8.57965	9.51644e-18	1.0585e-16	AP002992.1	True
ENSG00000255237.1	7.60407	-0.191465	0.124237	-1.54113	0.123285	0.194113	AC138230.1	False
ENSG00000255238.1	0.0380052	0.0500657	2.05864	0.0243198	0.980597		RFPL4AP1	False
ENSG00000255239.2	3.05534	-0.700771	0.307501	-2.27892	0.0226716	0.0436951	TREHP1	False
ENSG00000255240.6	9.91907	0.727054	0.137619	5.28308	1.27027e-07	5.42662e-07	AP001636.3	False
ENSG00000255241.1	1.31773	-0.632868	0.207126	-3.05547	0.00224705	0.00532249	AP005436.2	False
ENSG00000255244.1	0.0300329	0.0604238	3.23801	0.0186608	0.985112		AC023078.1	False
ENSG00000255245.4	0						FXYD6-FXYD2	False
ENSG00000255246.2	0.0711497	-0.0494302	2.25658	-0.021905	0.982524		AP000793.1	False
ENSG00000255247.1	0.115586	-0.101217	0.958932	-0.105551	0.915938		NECTIN1-AS1	False
ENSG00000255248.9	6205.92	0.657854	0.0783233	8.39922	4.49473e-17	4.70197e-16	MIR100HG	False
ENSG00000255250.2	10.5005	0.00264154	0.128012	0.0206351	0.983537	0.989751	AP003059.2	False
ENSG00000255251.1	0						PRR23D1	False
ENSG00000255252.3	0						AL078612.1	False
ENSG00000255253.1	0.125676	-1.16162	1.13704	-1.02162	0.306959		AC068587.3	False
ENSG00000255254.1	0.037793	-0.0592782	1.94717	-0.0304432	0.975714		HIGD1AP5	False
ENSG00000255255.1	0.125205	-0.0815211	0.916062	-0.0889908	0.929089		PPP1R1AP1	False
ENSG00000255256.1	0.0647442	-0.228727	1.81674	-0.1259	0.899811		AL136146.2	False
ENSG00000255258.2	0.446942	1.25206	0.706007	1.77344	0.0761562	0.128172	LINC02743	False
ENSG00000255259.2	0.0593525	0.0303715	3.40556	0.0089182	0.992884		ZNF123P	False
ENSG00000255260.1	1.14359	-0.282288	0.290135	-0.972952	0.330577	0.444053	KC877392.1	False
ENSG00000255261.1	1.3785	-0.46151	0.29615	-1.55837	0.119147	0.188504	OR7E4P	False
ENSG00000255262.3	2.32092	0.107943	0.238288	0.452995	0.650552	0.747447	ELOBP2	False
ENSG00000255265.1	0.0440813	0.0101652	1.84106	0.00552141	0.995595		TMA16P1	False
ENSG00000255266.1	0.73299	1.52478	0.466433	3.26902	0.00107921	0.00270392	AP003484.1	True
ENSG00000255267.4	0.122418	0.147524	1.1626	0.126891	0.899027		LINC02687	False
ENSG00000255268.2	0.0188649	-0.157752	3.91327	-0.0403122	0.967844		AC130364.2	False
ENSG00000255269.3	0.27529	-0.155273	0.462195	-0.335947	0.736911	0.817352	LINC02710	False
ENSG00000255270.1	2.55559	-0.691607	0.228612	-3.02524	0.00248433	0.00583445	NAV2-IT1	False
ENSG00000255271.1	0.054767	-0.0198875	1.59474	-0.0124707	0.99005		AL137224.1	False
ENSG00000255272.1	0.0144778	-0.0883094	3.82762	-0.0230716	0.981593		AC113192.3	False
ENSG00000255273.1	0.118427	-0.607044	1.24706	-0.486782	0.626413		AF238378.1	False
ENSG00000255274.9	8.00718	1.22218	0.184078	6.63948	3.14795e-11	1.94565e-10	SMIM35	True
ENSG00000255276.1	0.600355	0.434071	0.352767	1.23048	0.218519	0.316144	RRM1-AS1	False
ENSG00000255277.3	97.3215	-0.277064	0.108936	-2.54336	0.0109791	0.0227087	ABCC6P2	False
ENSG00000255279.1	0.0195542	0.0407292	3.91567	0.0104016	0.991701		AC023442.3	False
ENSG00000255280.1	0.225203	-0.261483	0.495301	-0.527927	0.59755	0.702084	AP001922.4	False
ENSG00000255281.1	0.0370914	-0.0789734	2.18144	-0.0362025	0.971121		AC090124.2	False
ENSG00000255282.6	1.8184	2.00656	0.445312	4.50596	6.60748e-06	2.28517e-05	WTAPP1	True
ENSG00000255283.3	0.0238547	0.0308815	3.9157	0.0078866	0.993707		AP005597.3	False
ENSG00000255284.2	273.518	-0.310111	0.08904	-3.48282	0.000496158	0.00131593	AP006621.3	False
ENSG00000255285.1	0						AP004833.3	False
ENSG00000255286.2	0.468127	-0.823121	0.329881	-2.49521	0.0125883	0.0257048	AP000907.1	False
ENSG00000255287.1	0.0122771	0.00133856	3.9158	0.000341834	0.999727		SNRPGP16	False
ENSG00000255288.1	0						AL358944.2	False
ENSG00000255289.1	0.113633	-0.230417	1.0018	-0.230004	0.818089		AC068389.2	False
ENSG00000255291.2	1.99507	0.265534	0.235707	1.12654	0.259937	0.365566	HMGB1P40	False
ENSG00000255292.9	0						AP002884.2	False
ENSG00000255293.1	0.231029	-0.266669	0.49935	-0.534032	0.593319	0.698539	WIZP1	False
ENSG00000255294.2	0.04192	-0.0888208	2.47138	-0.0359397	0.97133		OR4A50P	False
ENSG00000255295.1	0.0021756	-0.00850911	3.91584	-0.002173	0.998266		H3P34	False
ENSG00000255296.1	0.280216	-0.0751407	0.486408	-0.154481	0.877231	0.919034	AP002490.2	False
ENSG00000255297.1	0.00820785	-0.00850911	3.91584	-0.002173	0.998266		OR4A41P	False
ENSG00000255298.4	1.36271	2.30505	0.481788	4.78436	1.71531e-06	6.41159e-06	OR8G5	True
