territory_label_set	scope	condition	axis	n_high	n_low	delta_high_low	cohen_d	mw_p
gene_bin_infercnv_lite	GSM7980867_PTC-4	PTC	pct_mito	1176	1085	0.28179083806799676	0.23014357485110704	1.8185411946548946e-07
gene_bin_infercnv_lite	GSM7980868_LPTC-1	LPTC	log_total_counts	530	317	1.6358446055025704	3.460360563313065	8.841293314398773e-130
gene_bin_infercnv_lite	GSM7980868_LPTC-1	LPTC	n_genes_by_counts	530	317	2971.630742217725	3.3280839731871845	3.1254209971459917e-131
gene_bin_infercnv_lite	GSM7980868_LPTC-1	LPTC	pct_mito	530	317	-2.3813874819767586	-1.8011650832628565	1.7065226621694996e-72
gene_bin_infercnv_lite	GSM7980869_LPTC-2	LPTC	log_total_counts	1116	1323	2.8015475106012433	4.9210326664794355	0.0
gene_bin_infercnv_lite	GSM7980869_LPTC-2	LPTC	n_genes_by_counts	1116	1323	3273.8964962329014	3.815497263645856	0.0
gene_bin_infercnv_lite	GSM7980869_LPTC-2	LPTC	pct_mito	1116	1323	-1.797629157292324	-0.957543664869257	1.5494719876845997e-87
gene_bin_infercnv_lite	GSM7980870_LPTC-3	LPTC	log_total_counts	1044	2182	2.118181613237498	2.590988205447266	0.0
gene_bin_infercnv_lite	GSM7980870_LPTC-3	LPTC	n_genes_by_counts	1044	2182	744.2873984639211	3.034921769658987	0.0
gene_bin_infercnv_lite	GSM7980870_LPTC-3	LPTC	pct_mito	1044	2182	-0.3471217012198964	-0.29738562069510077	1.1139975118337709e-07
gene_bin_infercnv_lite	GSM7980871_LPTC-4	LPTC	log_total_counts	959	3034	-1.0972002803552225	-2.9366862326049485	0.0
gene_bin_infercnv_lite	GSM7980871_LPTC-4	LPTC	n_genes_by_counts	959	3034	-2155.881567813649	-2.8034736648431533	0.0
gene_bin_infercnv_lite	GSM7980871_LPTC-4	LPTC	pct_mito	959	3034	-0.26557594797776707	-0.38622994502155483	1.9639399785403946e-30
gene_bin_infercnv_lite	GSM7980872_ATC-1	ATC	log_total_counts	1857	1256	2.4783754551027073	4.5184183004415015	0.0
gene_bin_infercnv_lite	GSM7980872_ATC-1	ATC	n_genes_by_counts	1857	1256	3002.583689191182	3.3600452342191014	0.0
gene_bin_infercnv_lite	GSM7980872_ATC-1	ATC	pct_mito	1857	1256	-0.668602019619287	-0.7215532622875727	1.1994009135283584e-77
gene_bin_infercnv_lite	GSM7980873_ATC-2	ATC	log_total_counts	1009	1224	3.4815499556446223	6.685674606004361	0.0
gene_bin_infercnv_lite	GSM7980873_ATC-2	ATC	n_genes_by_counts	1009	1224	3216.855466649825	4.684023918374547	0.0
gene_bin_infercnv_lite	GSM7980873_ATC-2	ATC	pct_mito	1009	1224	-1.1764842363318637	-1.080662705696614	2.1702035594356249e-187
gene_bin_infercnv_lite	GSM7980874_ATC-3	ATC	log_total_counts	62	681	-1.858372724305248	-4.769563361017013	1.6474997246197198e-38
gene_bin_infercnv_lite	GSM7980874_ATC-3	ATC	n_genes_by_counts	62	681	-2585.0962531381742	-4.02039423097632	9.982024842269595e-39
gene_bin_infercnv_lite	GSM7980874_ATC-3	ATC	pct_mito	62	681	0.023144726207826594	0.04416590644638412	0.2668459452964762
gene_bin_infercnv_lite	GSM7980875_ATC-4	ATC	log_total_counts	705	495	1.828184430493521	3.6184282063353645	2.356385990265933e-190
gene_bin_infercnv_lite	GSM7980875_ATC-4	ATC	n_genes_by_counts	705	495	2062.124607779927	3.7304008515128553	1.3953724005062193e-191
gene_bin_infercnv_lite	GSM7980875_ATC-4	ATC	pct_mito	705	495	-0.6620568651253085	-0.5933209962304445	1.3114042670962257e-24
arm_level_expression_cnv	slide_median_effect	PTC_LPTC_ATC	log_total_counts	12	12	2.0132991487939305	4.0885622236475925	
arm_level_expression_cnv	slide_median_effect	PTC_LPTC_ATC	n_genes_by_counts	12	12	2258.825446913941	3.094847819077131	
arm_level_expression_cnv	slide_median_effect	PTC_LPTC_ATC	pct_mito	12	12	-0.48934535900719245	-0.5862509994727733	
gene_bin_infercnv_lite	slide_median_effect	PTC_LPTC_ATC	log_total_counts	12	12	2.038431446888206	4.068423253388433	
gene_bin_infercnv_lite	slide_median_effect	PTC_LPTC_ATC	n_genes_by_counts	12	12	2311.8990424003896	3.5452230428659783	
gene_bin_infercnv_lite	slide_median_effect	PTC_LPTC_ATC	pct_mito	12	12	-0.5045892831726024	-0.4897754706259997	
