cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell,T cell
IL1B,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,1.0,0.022,0.688,,,,,,,
IFNG,TPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,HMOX1,0.0,,0.0,0.0,0.0,0.0,0.158,,0.154,0.116,0.0,0.18,0.01,,0.0,0.0,0.0,0.106,1.0,,1.0,1.0,0.0,0.984,0.972,,0.964,0.722,0.0,0.952,0.002,,0.002,0.0,0.0,0.016
SAA1,MMP9,0.022,,0.048,0.104,0.0,,,,,,,,0.114,,0.358,0.94,0.0,,0.102,,0.306,1.0,0.0,,0.074,,0.166,0.336,0.0,,,,,,,
CXCL11,CCR7,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.014,,,,,,,,,
CCL4,CXCR6,0.002,,0.0,,,,,,,,,,0.016,,0.0,,,,0.21,,0.008,,,,0.0,,0.0,,,,,,,,,
CCL2,CXCR6,0.9,,0.838,,,,0.056,,0.054,,,,0.0,,0.0,,,,0.99,,0.33,,,,0.0,,0.0,,,,0.0,,0.0,,,
COMP,ITGA6,0.266,0.004,0.334,0.002,0.01,0.42,0.334,0.032,0.358,0.192,0.208,0.374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034,1.0,1.0,0.774,1.0,0.836,0.022,0.888,0.172,0.21,0.85,0.154,0.006,0.174,0.006,0.012,0.198
CXCL3,CXCR6,,,,,,,,,,,,,,,,,,,0.108,,0.002,,,,0.0,,0.0,,,,,,,,,
CCL20,CXCR6,,,,,,,,,,,,,,,,,,,0.088,,0.002,,,,0.3,,0.152,,,,,,,,,
CCL18,CCR6,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,0.996,,0.054,,,0.804,0.002,,0.0,,,0.0,0.0,,0.986,,,0.994,0.95,
IFNG,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLT4,FLT1,0.944,0.0,0.228,0.232,0.418,0.94,0.048,0.0,0.018,0.026,0.026,0.068,0.664,0.0,0.004,0.0,0.154,0.754,0.996,0.0,0.402,0.932,0.582,0.984,0.992,0.0,0.632,0.77,0.686,0.988,0.964,0.0,0.44,0.53,0.57,0.958
CCL3,CXCR6,0.514,,0.306,,,,,,,,,,0.462,,0.16,,,,0.208,,0.006,,,,0.0,,0.0,,,,,,,,,
CXCL2,CCR6,,,,,,,0.078,,,0.088,0.054,,1.0,,,1.0,1.0,,0.008,,,0.0,0.0,,0.096,,,0.168,0.022,,0.978,,,0.992,0.886,
CSF2,CEACAM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA1,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,,0.002,0.014,,,,,0.002,0.002,
VEGFA,PDGFRB,1.0,0.988,0.368,1.0,1.0,0.392,0.874,0.668,0.25,0.952,0.924,0.252,1.0,0.678,0.0,1.0,1.0,0.024,0.022,0.15,0.0,0.298,0.248,0.0,0.96,0.484,0.0,1.0,0.988,0.01,1.0,0.974,0.59,1.0,1.0,0.522
CCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.124,0.326,0.0,,,,,,,
CCL3L1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,0.006,0.0,,,,,,,
CCL14,CCR6,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,1.0,,,1.0,0.12,,0.976,,,0.994,0.864,,0.006,,,0.012,0.0,
CCL2,VEGFA,1.0,0.95,1.0,0.57,0.998,1.0,0.996,0.62,0.61,0.044,0.322,0.978,1.0,0.83,1.0,0.0,0.91,1.0,1.0,0.938,1.0,0.0,1.0,1.0,0.012,0.136,0.0,0.0,0.0,0.166,1.0,0.736,1.0,0.0,0.612,1.0
XCL1,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CXCR6,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,0.156,,0.006,,,,0.0,,0.0,,,,0.99,,0.99,,,
TPSAB1,MMP2,0.734,0.178,0.0,1.0,0.032,0.0,,,,,,,0.722,0.17,0.0,1.0,0.034,0.0,,,,,,,0.694,0.164,0.0,1.0,0.034,0.0,0.164,0.11,0.0,0.012,0.004,0.0
CCL13,CCR7,0.0,,0.0,,,,0.182,,0.262,,,,0.0,,0.0,,,,0.0,,0.696,,,,0.0,,0.0,,,,0.564,,0.93,,,
IFNG,LOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CXCR6,0.004,,0.0,,,,,,,,,,0.052,,0.004,,,,,,,,,,0.07,,0.036,,,,,,,,,
CCL20,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
CD40LG,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,BIRC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CXCR6,0.048,,0.0,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,,,,,,,,,
IL20,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,MMP9,0.068,,0.162,0.648,0.0,,,,,,,,,,,,,,,,,,,,0.032,,0.068,0.232,0.0,,0.004,,0.0,0.002,0.0,
CCL8,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
CCL21,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPPA,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP3,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,0.086,,,,,,,
CCL7,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL14,CCR7,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,1.0,,,,0.766,,0.982,,,,0.0,,0.006,,,
PPBP,CCR6,,,,,,,,,,,,,,,,,,,0.04,,,0.876,0.002,,0.0,,,0.0,0.0,,,,,,,
TNF,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.022,,0.076,,,,,,,
IL6,HMOX1,0.96,,0.976,0.242,0.0,0.898,,,,,,,,,,,,,,,,,,,0.932,,0.954,0.096,0.0,0.868,0.318,,0.082,0.002,0.0,0.444
CCL22,CCR6,0.0,,,0.0,0.0,,,,,,,,0.0,,,0.002,0.0,,0.134,,,1.0,0.004,,0.0,,,0.002,0.0,,0.32,,,0.436,0.086,
CCL2,F3,1.0,,1.0,0.848,1.0,1.0,0.17,,0.164,0.054,0.182,0.318,0.698,,0.83,0.0,0.724,0.912,1.0,,1.0,0.374,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.246,,0.226,0.0,0.326,0.636
MDK,VEGFA,1.0,1.0,1.0,1.0,1.0,1.0,0.996,0.97,0.986,0.862,0.964,1.0,1.0,0.62,0.928,0.0,0.27,0.992,1.0,0.926,1.0,0.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IL2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,FLT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR6,1.0,,,1.0,1.0,,0.998,,,0.998,0.998,,1.0,,,1.0,1.0,,0.0,,,0.0,0.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,
SPARC,MMP14,1.0,1.0,1.0,1.0,1.0,1.0,0.678,0.49,0.18,0.44,0.352,0.534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.66,0.0,1.0,0.44,0.97,0.992,0.712,0.052,0.778,0.52,0.884,0.092,0.112,0.0,0.0,0.0,0.034
IL10,CD14,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.722,0.0,1.0,0.0,0.076,,,,,,
IL1A,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR6,0.0,,,0.0,0.0,,0.122,,,0.132,0.098,,0.0,,,0.0,0.0,,0.356,,,1.0,0.014,,0.0,,,0.0,0.0,,0.62,,,0.782,0.308,
CCL2,CCR6,0.836,,,0.956,0.422,,0.056,,,0.058,0.044,,0.0,,,0.0,0.0,,0.418,,,1.0,0.014,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,
CSF2,MMP14,1.0,0.658,0.0,1.0,0.408,0.958,,,,,,,1.0,0.654,0.0,1.0,0.396,0.962,1.0,0.574,0.0,0.996,0.148,0.87,1.0,0.566,0.0,0.586,0.19,0.86,,,,,,
PI3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,PTGS2,,0.2,1.0,0.0,0.588,,,,,,,,,,,,,,,,,,,,,0.194,1.0,0.0,0.524,,,,,,,
FGF7,PDGFRA,0.0,0.016,0.0,0.0,,0.008,,,,,,,0.0,0.008,0.0,0.0,,0.0,0.0,0.082,0.0,1.0,,0.62,0.0,0.028,0.0,0.008,,0.034,0.0,0.006,0.0,0.002,,0.004
CCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGA6,0.958,0.02,0.986,0.078,0.178,0.938,0.94,0.136,0.994,0.566,0.578,0.944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036,1.0,1.0,0.906,1.0,0.002,0.0,0.002,0.0,0.0,0.006,0.222,0.004,0.252,0.006,0.018,0.316
CCL3,CCR7,0.002,,0.41,,,,,,,,,,0.0,,0.344,,,,0.0,,0.066,,,,0.0,,0.0,,,,,,,,,
COMP,ITGB6,1.0,0.58,1.0,0.0,0.078,,0.696,0.53,0.662,0.174,0.254,,0.002,0.084,0.0,0.0,0.0,,1.0,0.932,1.0,0.98,0.946,,1.0,0.772,1.0,0.128,0.482,,0.878,0.448,0.844,0.004,0.042,
IGFBP2,CD24,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.412,0.998,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.06,1.0,1.0,1.0,,1.0,0.112,1.0,1.0
IL6,PTGS2,,0.23,1.0,0.038,0.748,,,,,,,,,,,,,,,,,,,,,0.218,1.0,0.024,0.632,,,0.114,0.478,0.0,0.114,
IFNG,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT4,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.02,0.086,0.116,0.128,0.118,0.0,0.002,0.0,0.0,0.0,0.002,0.666,0.03,0.008,1.0,1.0,0.784,0.586,0.026,0.226,0.724,0.816,0.694,0.0,0.0,0.0,0.0,0.002,0.0
IL1B,PTGDS,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.0,1.0,0.018,0.0,,,,,,
FGFR4,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
IGF1,PDGFRB,0.0,0.028,0.0,0.0,0.0,0.0,0.08,0.096,0.002,0.146,0.124,0.002,0.0,0.096,0.0,0.0,0.004,0.0,0.198,0.188,0.0,1.0,0.58,0.0,0.242,0.194,0.0,0.966,0.554,0.0,0.0,0.044,0.0,0.0,0.002,0.0
S100B,BIRC3,0.0,,0.0,0.0,0.0,,,,,,,,0.002,,0.102,0.726,0.082,,0.004,,0.022,1.0,0.066,,0.002,,0.016,0.064,0.022,,0.0,,0.014,0.036,0.012,
VEGFA,PDGFRA,1.0,1.0,1.0,1.0,,1.0,0.818,0.678,0.77,0.938,,0.932,1.0,0.994,1.0,1.0,,1.0,0.0,0.052,0.0,0.0,,0.138,0.892,0.444,0.764,1.0,,0.996,1.0,0.998,1.0,1.0,,1.0
IL17A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGB6,1.0,0.792,1.0,0.034,0.552,,1.0,0.906,1.0,0.524,0.696,,0.0,0.002,0.0,0.0,0.0,,1.0,0.946,1.0,1.0,0.974,,0.448,0.226,0.308,0.0,0.0,,0.968,0.52,0.958,0.004,0.08,
OLR1,MMP3,,,,,,,,,,,,,0.014,,,,0.264,,0.02,,,,0.326,,0.0,,,,0.0,,,,,,,
CD160,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL22,CXCR6,0.0,,0.0,,,,,,,,,,0.002,,0.0,,,,0.31,,0.022,,,,0.0,,0.0,,,,0.374,,0.298,,,
CXCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMA3,ITGB6,1.0,0.906,1.0,0.246,0.902,,,,,,,,1.0,0.9,1.0,0.044,0.904,,1.0,0.876,1.0,0.0,0.824,,1.0,0.752,1.0,0.0,0.364,,1.0,0.774,1.0,0.012,0.47,
IL2,TNFRSF9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,INSR,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.162,1.0,0.0,1.0,0.972,,,,,,
IL6,TSHR,1.0,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0
CXCL6,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,0.0,,,,,,,,,
LEP,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL2,CCR7,0.224,,0.89,,,,0.042,,0.058,,,,0.0,,0.0,,,,0.0,,0.734,,,,0.0,,0.0,,,,0.0,,0.0,,,
CCL26,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,0.002,0.0,,,,,,,
CCL8,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
CD40LG,F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CCR7,0.0,,0.0,,,,,,,,,,0.0,,0.012,,,,,,,,,,0.0,,0.05,,,,,,,,,
FGF7,PDGFRB,0.002,0.116,0.0,0.002,0.058,0.0,,,,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.186,0.19,0.0,1.0,0.576,0.0,0.004,0.118,0.0,0.052,0.068,0.0,0.0,0.072,0.0,0.002,0.002,0.0
CCL17,CXCR6,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,1.0,,0.67,,,,0.0,,0.0,,,,0.876,,0.842,,,
CXCL12,MMP9,0.0,,0.0,0.0,0.0,,0.03,,0.034,0.034,0.0,,0.0,,0.0,0.0,0.0,,0.554,,0.994,1.0,0.0,,0.452,,0.63,0.796,0.0,,0.0,,0.0,0.0,0.0,
CXCL3,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.006,0.112,0.112,0.122,0.18,0.006,0.0,0.0,0.0,0.002,0.158,1.0,0.0,0.766,1.0,0.72,0.994,0.968,0.0,0.594,0.668,0.68,0.974,0.004,0.0,0.0,0.0,0.002,0.024
IL13,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,F3,1.0,,1.0,0.0,0.996,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.996,1.0,,,,,,
CCL4,CCR6,0.006,,,0.012,0.0,,,,,,,,0.006,,,0.022,0.0,,0.08,,,1.0,0.002,,0.0,,,0.0,0.0,,,,,,,
HLA-G,KLRC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,TNF,,,,,0.988,,,,,,,,,,,,0.998,,,,,,0.014,,,,,,0.318,,,,,,,
IGF1,FGFR2,,,0.0,0.0,0.0,0.0,,,0.2,0.106,0.13,0.18,,,0.026,0.0,0.004,0.082,,,1.0,1.0,0.818,1.0,,,1.0,0.54,0.76,0.968,,,0.006,0.0,0.0,0.01
CCL3,CCR6,0.33,,,0.772,0.028,,,,,,,,0.236,,,0.858,0.01,,0.076,,,1.0,0.002,,0.0,,,0.0,0.0,,,,,,,
IFNG,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL6,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
CCL4,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR6,,,,,,,,,,,,,,,,,,,0.046,,,0.976,0.002,,0.0,,,0.0,0.0,,,,,,,
CCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,ADAMTS4,0.036,0.01,0.0,0.01,,0.104,,,,,,,,,,,,,,,,,,,0.034,0.008,0.0,0.01,,0.084,,,,,,
ADM,HMOX1,0.964,,0.976,0.712,0.0,0.942,,,,,,,0.96,,0.974,0.47,0.0,0.904,0.976,,0.994,0.986,0.0,0.93,0.154,,0.06,0.006,0.0,0.328,,,,,,
CCL8,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,
IL6,INSR,1.0,0.164,1.0,0.016,1.0,0.97,,,,,,,,,,,,,,,,,,,1.0,0.15,1.0,0.01,1.0,0.952,0.998,0.1,0.912,0.0,0.99,0.75
CCL3L1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
DKK1,LRP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.002,0.104,0.112,0.152,0.158,0.002,0.0,0.0,0.0,0.002,0.018,1.0,0.0,0.768,1.0,0.99,0.984,0.976,0.0,0.546,0.668,0.888,0.912,0.002,0.0,0.0,0.0,0.004,0.002
CXCL6,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CXCL10,0.0,,0.0,,0.0,,0.126,,0.146,,0.142,,0.0,,0.0,,0.0,,0.18,,1.0,,0.998,,0.29,,0.504,,0.45,,0.002,,0.004,,0.006,
CCL26,CCR6,,,,,,,,,,,,,0.014,,,0.062,0.002,,,,,,,,,,,,,,0.014,,,0.046,0.0,
CCL7,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,
IL10,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0.046,0.0,0.792,0.0,0.034,,,,,,
THBS1,ITGB6,1.0,0.884,1.0,0.16,0.768,,0.972,0.656,0.964,0.184,0.338,,0.894,0.332,0.836,0.0,0.0,,1.0,0.906,1.0,0.0,0.914,,1.0,0.616,1.0,0.002,0.126,,0.976,0.506,0.978,0.002,0.058,
PRSS1,PRSS2,,,,,,,,,,,,,,,,,,,,,0.434,0.0,0.956,0.93,,,,,,,,,,,,
IL17F,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,CDH5,1.0,0.08,1.0,1.0,1.0,1.0,0.938,0.114,0.87,0.932,0.958,0.622,1.0,0.024,1.0,1.0,1.0,0.91,0.184,0.0,0.0,0.0,0.73,0.0,0.998,0.01,0.962,0.998,1.0,0.34,1.0,0.132,1.0,1.0,1.0,0.994
THBS4,ITGB6,1.0,0.744,1.0,0.0,0.386,,1.0,0.728,1.0,0.108,0.27,,1.0,0.696,1.0,0.0,0.186,,1.0,0.886,1.0,0.0,0.88,,1.0,0.878,1.0,0.138,0.84,,1.0,0.708,1.0,0.0,0.27,
TNF,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCR6,0.0,,0.0,,,,0.126,,0.122,,,,0.0,,0.0,,,,0.906,,0.218,,,,0.0,,0.0,,,,0.71,,0.63,,,
CCL18,CCR7,0.996,,1.0,,,,,,,,,,0.98,,1.0,,,,0.0,,0.04,,,,0.0,,0.0,,,,0.91,,0.99,,,
IL2,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CD1C,0.918,,0.998,1.0,0.02,0.952,,,,,,,0.96,,1.0,1.0,0.004,0.972,0.174,,0.598,0.006,0.0,0.392,0.342,,0.534,0.436,0.006,0.466,,,,,,
IL1A,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR6,,,,,,,,,,,,,,,,,,,0.038,,,0.888,0.002,,0.0,,,0.0,0.0,,,,,,,
CCN1,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CCR6,0.0,,,0.0,0.0,,0.142,,,0.148,0.118,,0.0,,,0.0,0.0,,0.93,,,1.0,0.042,,0.426,,,0.568,0.202,,0.004,,,0.006,0.002,
CXCL10,CCR6,0.002,,,0.008,0.0,,,,,,,,0.032,,,0.12,0.002,,,,,,,,0.048,,,0.098,0.004,,,,,,,
CSF2,CPE,1.0,0.94,1.0,0.556,1.0,1.0,,,,,,,1.0,0.94,1.0,0.462,1.0,1.0,1.0,0.928,1.0,0.0,1.0,1.0,1.0,0.934,1.0,0.072,1.0,1.0,,,,,,
IL1B,LDLR,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.01,1.0,0.01,0.746,0.98,,,,,,
SPP1,ITGA6,1.0,0.034,1.0,0.798,0.758,1.0,,,,,,,1.0,0.048,1.0,1.0,0.96,1.0,1.0,0.03,1.0,0.048,0.512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.058,1.0,0.886,0.864,1.0
CXCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGB6,0.002,0.092,0.002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.484,0.232,0.182,0.0,0.0,,1.0,0.922,1.0,0.898,0.942,,1.0,0.944,1.0,0.788,0.974,,0.976,0.518,0.97,0.01,0.106,
EDN1,MMP1,,,,,0.388,,,,,,0.0,,,,,,0.04,,,,,,0.102,,,,,,,,,,,,0.004,
VEGFA,VCAM1,1.0,,1.0,1.0,1.0,1.0,0.934,,0.598,0.94,0.878,0.904,1.0,,0.958,1.0,1.0,1.0,0.034,,0.0,0.0,0.002,0.086,0.998,,0.234,1.0,0.966,0.986,1.0,,0.992,1.0,1.0,1.0
S100B,TNF,,,,,0.0,,,,,,,,,,,,0.346,,,,,,0.048,,,,,,0.036,,,,,,0.024,
IL13,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CCR7,,,,,,,,,,,,,0.0,,0.002,,,,,,,,,,,,,,,,0.0,,0.016,,,
CD40LG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,F3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,1.0,,,,,,
IL17A,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL1,CCR6,0.154,,,0.67,0.01,,,,,,,,0.03,,,0.238,0.004,,0.042,,,0.978,0.002,,0.0,,,0.0,0.0,,,,,,,
CXCL14,CXCR6,1.0,,1.0,,,,0.998,,0.998,,,,1.0,,1.0,,,,0.0,,0.0,,,,1.0,,1.0,,,,1.0,,1.0,,,
IFNG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PIGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCL12,0.0,0.014,0.0,0.0,0.018,0.0,0.002,0.03,0.002,0.164,0.17,0.0,0.0,0.014,0.0,0.0,0.042,0.0,0.0,0.034,0.0,1.0,0.804,0.0,0.0,0.014,0.0,0.006,0.038,0.0,0.0,0.052,0.0,1.0,0.836,0.0
IL10,DCN,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.064,0.0,1.0,0.0,0.0,,,,,,
CXCL8,CXCR6,,,,,,,0.084,,0.076,,,,,,,,,,0.09,,0.0,,,,0.0,,0.0,,,,,,,,,
EDN1,MCAM,0.044,0.0,0.0,0.962,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.7,0.946,0.0,0.026,0.0,0.0,1.0,0.968,0.0,,,,,,,0.0,0.0,0.0,0.014,0.578,0.0
IL1B,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.926,1.0,0.0,0.998,1.0,,,,,,
CSF3,PLAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,WIF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,
CSF2,MMP1,,,,,0.948,,,,,,,,,,,,0.968,,,,,,0.036,,,,,,0.258,,,,,,,
CCL15,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFD,PDGFRB,,,,,,,,,,,,,0.068,0.16,0.0,1.0,0.388,0.0,,,,,,,0.08,0.164,0.0,1.0,0.432,0.0,,,,,,
CSF2,FCER2,,,,,0.154,,,,,,,,,,,,0.032,,,,,,0.0,,,,,,0.018,,,,,,,
IL12B,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGFBP3,MMP14,1.0,0.636,0.0,0.808,0.356,0.928,0.004,0.002,0.0,0.002,0.0,0.002,0.982,0.39,0.0,0.0,0.02,0.434,1.0,0.61,0.0,1.0,0.214,0.908,0.998,0.662,0.006,0.752,0.404,0.904,0.07,0.13,0.0,0.0,0.002,0.028
THBS2,ITGB6,1.0,0.664,1.0,0.0,0.17,,1.0,0.772,1.0,0.302,0.44,,0.0,0.012,0.0,0.0,0.0,,1.0,0.94,1.0,1.0,0.964,,1.0,0.57,1.0,0.0,0.052,,0.972,0.47,0.948,0.0,0.04,
CCL23,CCR7,,,,,,,,,,,,,,,,,,,0.0,,0.02,,,,0.0,,0.0,,,,,,,,,
