target	slide	stage	n_spots	rho	p	mean_target_z	mean_pred_z
RAI_8_score	GSM7980868_LPTC-1	LPTC	200	0.3213140328508213	3.4976627129384827e-06	0.08128149655024033	0.3319476422155276
RAI_8_score	GSM7980869_LPTC-2	LPTC	200	0.4607500882372547	6.639122017608725e-12	-0.0711881233159298	-0.6041352113336325
RAI_8_score	GSM7980870_LPTC-3	LPTC	200	0.4080537702019225	2.0013487470418168e-09	0.026647729864847158	-0.09238357836497016
RAI_8_score	GSM7980871_LPTC-4	LPTC	200	0.33183992043800453	1.5848438858439058e-06	0.024809738813627705	-0.04663664919731673
RAI_8_score	GSM7980872_ATC-1	ATC	200	-0.026411523120878373	0.7104595972479638	-0.051987112210306226	-0.01078676238656044
RAI_8_score	GSM7980873_ATC-2	ATC	200	-0.10650948670481199	0.133328817777986	0.09466383127858931	0.16767681062279735
RAI_8_score	GSM7980874_ATC-3	ATC	200	0.043268265676417145	0.5429519001483019	0.015822743908883274	-0.11337425067089497
RAI_8_score	GSM7980875_ATC-4	ATC	200	0.3280244977562206	2.1188044040607486e-06	0.012119438621408766	-0.09652139447513036
TDS_like_score	GSM7980860_N-1	PT	200	0.3330803270081753	1.4408610491845114e-06	-0.1172026809121962	-0.3105819877702743
TDS_like_score	GSM7980861_N-2	PT	200	0.21101777544438616	0.002705255266828004	-0.045537223559405045	0.1320145368797239
TDS_like_score	GSM7980862_N-3	PT	200	0.16824120603015078	0.017248091030714074	0.04135211205739366	0.33319403677247467
TDS_like_score	GSM7980863_N-4	PT	200	0.14523513087827197	0.040174207279741414	-0.12384049114091632	0.28895132496079895
TDS_like_score	GSM7980864_PTC-1	PTC	200	0.3144681574792125	5.761522539085326e-06	-0.12073685078690109	-0.13686171862587798
TDS_like_score	GSM7980865_PTC-2	PTC	200	0.41871296782419565	6.818609025447916e-10	0.09924214761800808	0.09544258058303967
TDS_like_score	GSM7980866_PTC-3	PTC	200	0.014221860879720825	0.8415768433084139	0.07089745313658018	0.11814650679007173
TDS_like_score	GSM7980867_PTC-4	PTC	200	0.23364971743101906	0.0008690690559402346	-0.012104809960066753	0.05728793195215985
TDS_like_score	GSM7980868_LPTC-1	LPTC	200	0.34181354533863356	7.28172589133117e-07	0.01200199793119547	0.31487993097514844
TDS_like_score	GSM7980869_LPTC-2	LPTC	200	0.521394396482631	2.454692496802289e-15	-0.05524869651749669	-0.5237310659047216
TDS_like_score	GSM7980870_LPTC-3	LPTC	200	0.40041194581387085	4.232581100133475e-09	0.0866834585411052	-0.11499655971769243
TDS_like_score	GSM7980871_LPTC-4	LPTC	200	0.2691405794422223	0.00011633804090748108	0.030207619187455865	-0.0972045766201336
TDS_like_score	GSM7980872_ATC-1	ATC	200	-0.0924103794634121	0.19309585278544736	-0.06917682719507318	0.012891058968380094
TDS_like_score	GSM7980873_ATC-2	ATC	200	-0.10106282129085974	0.15446561621291252	0.151407650847169	0.12583226657705382
TDS_like_score	GSM7980874_ATC-3	ATC	200	0.07883829192664601	0.2671363161341744	0.012741833892546357	-0.12670241566724144
TDS_like_score	GSM7980875_ATC-4	ATC	200	0.303690883726917	1.2333290107685413e-05	0.039313306860601464	-0.0618220755760558
CAF_ECM_score	GSM7980860_N-1	PT	200	-0.03267012279397382	0.6460532571286226	0.006611949276950115	0.19226677243914309
CAF_ECM_score	GSM7980861_N-2	PT	200	0.08985265245833808	0.20576219533316523	-0.02461419815415381	-0.33687622932251543
CAF_ECM_score	GSM7980862_N-3	PT	200	0.07044781712903411	0.3215537479894645	0.03978476579189545	-0.4677102773520164
CAF_ECM_score	GSM7980863_N-4	PT	200	0.08557478118279532	0.22826665115947126	0.01094693843138408	0.22845321142231115
CAF_ECM_score	GSM7980864_PTC-1	PTC	200	0.47066513993508463	2.023985651201569e-12	0.17752565545534224	0.2045078342827037
CAF_ECM_score	GSM7980865_PTC-2	PTC	200	0.32303468256392043	3.0793247533298188e-06	0.021159954053022272	0.41446953342994675
CAF_ECM_score	GSM7980866_PTC-3	PTC	200	0.3326362343484272	1.4909128162634185e-06	-0.22002788419039157	-0.3872357148490846
CAF_ECM_score	GSM7980867_PTC-4	PTC	200	0.364467140549788	1.1226079724203792e-07	-0.1347479499922854	-0.19795565226173495
CAF_ECM_score	GSM7980868_LPTC-1	LPTC	200	0.37625035945450774	4.0026553893072435e-08	-0.09735601238150267	-0.45786535620922225
CAF_ECM_score	GSM7980869_LPTC-2	LPTC	200	0.0691912487175294	0.33028202542589097	-0.0009621650199626441	0.37768964473507366
CAF_ECM_score	GSM7980870_LPTC-3	LPTC	200	0.2699655996206869	0.00011064034694764769	-0.0020503286388157214	0.010378195825032889
CAF_ECM_score	GSM7980871_LPTC-4	LPTC	200	0.3439261378788824	6.154147024627103e-07	0.07070596077869253	-0.1920488857536111
CAF_ECM_score	GSM7980872_ATC-1	ATC	200	0.11007657749186449	0.12073896354972281	0.051774276169532556	0.4748521450723638
CAF_ECM_score	GSM7980873_ATC-2	ATC	200	-0.049625517414106396	0.4852760492717319	0.012140323781256335	-0.11462398740288336
CAF_ECM_score	GSM7980874_ATC-3	ATC	200	-0.046964674116852935	0.509008591471621	0.042571042005094845	-0.38838234037393704
CAF_ECM_score	GSM7980875_ATC-4	ATC	200	0.5076464526315659	1.69251699159018e-14	0.046537672633941526	0.5912497365288436
EMT_score	GSM7980860_N-1	PT	200	0.1334365041013583	0.05960810852358801	0.008403930471289537	0.008098994725150988
EMT_score	GSM7980861_N-2	PT	200	0.08565077776166398	0.22785225316286722	-0.04648381056706443	0.019518340610084124
EMT_score	GSM7980862_N-3	PT	200	0.04495612390309758	0.5273148536883673	-0.014114965031575825	-0.14955435931682587
EMT_score	GSM7980863_N-4	PT	200	-0.09801245031125778	0.16735771168203264	-0.007638952859978958	-0.012231852830154821
EMT_score	GSM7980864_PTC-1	PTC	200	0.287659191479787	3.623624587024914e-05	0.041558167266176976	0.08043851327704032
EMT_score	GSM7980865_PTC-2	PTC	200	0.06303534952199856	0.37521403495097333	-0.034419919297568095	0.06608421850512969
EMT_score	GSM7980866_PTC-3	PTC	200	0.025209630240756023	0.7230843451460504	-0.056041009180681355	0.10359480016399175
EMT_score	GSM7980867_PTC-4	PTC	200	0.09710565593654913	0.17134071968739625	0.0321161261053663	-0.021251119275693783
EMT_score	GSM7980868_LPTC-1	LPTC	200	-0.0876186904672617	0.21730624870731102	-0.0778659366316771	0.0060717756625672335
EMT_score	GSM7980869_LPTC-2	LPTC	200	0.10068566817031979	0.15601779295662568	0.14228763633901956	-0.05672661306569353
EMT_score	GSM7980870_LPTC-3	LPTC	200	0.07885025082512023	0.2670635358805303	0.11500822390734794	0.029702650477411226
EMT_score	GSM7980871_LPTC-4	LPTC	200	0.047174679366984176	0.5071138330106036	-0.010005531854918077	-0.0640368363203379
EMT_score	GSM7980872_ATC-1	ATC	200	0.1033707393247084	0.1452199560068927	-0.1657902186690877	0.1126351685775444
EMT_score	GSM7980873_ATC-2	ATC	200	-0.1938322268026728	0.0059567814696400165	0.040806940143999854	-0.11281122392974793
EMT_score	GSM7980874_ATC-3	ATC	200	-0.1757638940973525	0.012792009115927478	-0.024893464028788292	-0.22411563358269632
EMT_score	GSM7980875_ATC-4	ATC	200	0.0182809570239256	0.797230682137608	0.05707278388813974	0.20487460412201472
Hypoxia_score	GSM7980860_N-1	PT	200	0.2517652920807072	0.00032279396219591836	-0.01825960758525497	-0.01613878799136728
Hypoxia_score	GSM7980861_N-2	PT	200	0.11849778443389905	0.09468198754683682	-0.17142179674161484	0.09842239874094957
Hypoxia_score	GSM7980862_N-3	PT	200	0.045696234359999706	0.5205307879984189	0.02557093365266404	0.07186022301109915
Hypoxia_score	GSM7980863_N-4	PT	200	-0.021674675332636076	0.7606398394575348	0.09755655430452376	0.08109385763133105
Hypoxia_score	GSM7980864_PTC-1	PTC	200	0.24102219561193236	0.0005859661676088334	-0.061436376337440174	-0.05751369161589537
Hypoxia_score	GSM7980865_PTC-2	PTC	200	0.30025345465736913	1.5624110230424426e-05	-0.013379633310202355	0.07809466070852977
Hypoxia_score	GSM7980866_PTC-3	PTC	200	0.14898732178110774	0.03524276305976912	0.1079699824754036	0.11969480519546778
Hypoxia_score	GSM7980867_PTC-4	PTC	200	0.30944784113222756	8.24376109008821e-06	-0.07098163822556519	0.04059276198968291
Hypoxia_score	GSM7980868_LPTC-1	LPTC	200	0.2641985612019125	0.0001566373482980759	0.001890782080962148	0.1212538883369416
Hypoxia_score	GSM7980869_LPTC-2	LPTC	200	0.27672991357308624	7.285415210335823e-05	-0.018700381469745193	-0.28095561419497245
Hypoxia_score	GSM7980870_LPTC-3	LPTC	200	0.1000445907117535	0.1586830557220078	0.10191536235424307	-0.2077714484743774
Hypoxia_score	GSM7980871_LPTC-4	LPTC	200	0.27105096718086724	0.00010354201145454016	-0.12559201229140027	-0.11411498175133601
Hypoxia_score	GSM7980872_ATC-1	ATC	200	0.13348401663062856	0.059516566362472864	0.05010905231881845	-0.10361062370226136
Hypoxia_score	GSM7980873_ATC-2	ATC	200	-0.015052197938020572	0.8324597362002608	0.12155881504471658	0.1882899142149836
Hypoxia_score	GSM7980874_ATC-3	ATC	200	-0.21881197029925753	0.0018526980601702204	-0.026743338811189888	0.06063866927433992
Hypoxia_score	GSM7980875_ATC-4	ATC	200	0.07239701400069183	0.3083129402266833	-5.669745891892397e-05	-0.07547160983427602
Proliferation_score	GSM7980860_N-1	PT	200	0.18887260797494598	0.007395926851954891	0.006343704504247319	-0.06527671630625263
Proliferation_score	GSM7980861_N-2	PT	200	0.14811178728957258	0.03634506406105906	0.029942047186760606	0.21445356771117077
Proliferation_score	GSM7980862_N-3	PT	200	-0.034631094125687864	0.6263760602005649	0.02203721154307135	0.06817474256153218
Proliferation_score	GSM7980863_N-4	PT	200	0.02247291503392288	0.7521066252450174	0.022947200397244228	-0.04108684113809431
Proliferation_score	GSM7980864_PTC-1	PTC	200	-0.1458034281513333	0.03939192877738752	-0.06893143445550082	-0.13265092378802365
Proliferation_score	GSM7980865_PTC-2	PTC	200	0.09453638119054682	0.18300798247289748	-0.02449126308711655	0.13107172064686892
Proliferation_score	GSM7980866_PTC-3	PTC	200	0.03926398118420429	0.5809422026465414	-0.08492382045651191	0.1070105806342326
Proliferation_score	GSM7980867_PTC-4	PTC	200	0.12569192179054808	0.07615411015900676	0.16741187777652664	-0.06550360410703433
Proliferation_score	GSM7980868_LPTC-1	LPTC	200	-0.05899008447256855	0.40668605638532496	-0.014482792064958741	0.029235898028709927
Proliferation_score	GSM7980869_LPTC-2	LPTC	200	0.07874607662696957	0.26769798069015494	-0.029824649103763257	-0.31005078414455056
Proliferation_score	GSM7980870_LPTC-3	LPTC	200	0.01838334206740545	0.7961198330637829	0.08965612225000051	0.006278678539674729
Proliferation_score	GSM7980871_LPTC-4	LPTC	200	0.11215178699022321	0.11385139781186786	-0.06915252385966422	-0.012912134586658795
Proliferation_score	GSM7980872_ATC-1	ATC	200	0.09172528810533509	0.19643141973513023	-0.00418447377657527	0.1681749338482041
Proliferation_score	GSM7980873_ATC-2	ATC	200	0.3082462557429178	8.973167277848598e-06	0.08668789094997752	0.030450972491689755
Proliferation_score	GSM7980874_ATC-3	ATC	200	-0.04101252531313283	0.5642016717522342	0.02648494650656448	-0.21562243314576335
Proliferation_score	GSM7980875_ATC-4	ATC	200	0.12824806897699165	0.0703246172995045	-0.15552004431030172	-0.04092512333299965
Epithelial_score	GSM7980860_N-1	PT	200	0.16422685223281633	0.020138324648625083	-0.03173255985634746	-0.2617746466211975
Epithelial_score	GSM7980861_N-2	PT	200	0.2021337333489171	0.004099865604176694	-0.10056433432490416	0.1736136529711075
Epithelial_score	GSM7980862_N-3	PT	200	0.0915033807228392	0.197520769636332	0.03292373472962843	0.0801174749773054
Epithelial_score	GSM7980863_N-4	PT	200	0.16008574227235034	0.023550298035702775	-0.027368452646290967	-0.04167356117104646
Epithelial_score	GSM7980864_PTC-1	PTC	200	0.1311092245340706	0.0642359675748826	0.07589276426909673	-0.12413074128857261
Epithelial_score	GSM7980865_PTC-2	PTC	200	0.15161292742440557	0.032105437121338336	-0.038348295795956465	-0.0016916497284546494
Epithelial_score	GSM7980866_PTC-3	PTC	200	0.1837860338497655	0.009185720049124806	0.017270970543244578	0.27128518095007165
Epithelial_score	GSM7980867_PTC-4	PTC	200	0.25168965022366213	0.00032418169572377497	0.016494930237521032	-0.049622361954388905
Epithelial_score	GSM7980868_LPTC-1	LPTC	200	0.06949425856535797	0.3281634835863991	-0.04591717238327839	0.18291314613306894
Epithelial_score	GSM7980869_LPTC-2	LPTC	200	0.4189287159975066	6.668998065467648e-10	0.08563218719213722	-0.3890693556750193
Epithelial_score	GSM7980870_LPTC-3	LPTC	200	0.17085936879199196	0.015563870065413599	-0.03954481464882303	0.20109331114683301
Epithelial_score	GSM7980871_LPTC-4	LPTC	200	0.26369009225230633	0.00016145223189964104	-0.036416065411218335	-0.2650849098994513
Epithelial_score	GSM7980872_ATC-1	ATC	200	0.20870854597936891	0.003018820337268769	-0.049695559911987174	0.02254498343223531
Epithelial_score	GSM7980873_ATC-2	ATC	200	0.24314309433102158	0.0005219747420769846	0.14845537387451258	0.15505222908337601
Epithelial_score	GSM7980874_ATC-3	ATC	200	0.0212900641867249	0.7647617603886122	-0.01948285956670047	-0.22138869387912563
Epithelial_score	GSM7980875_ATC-4	ATC	200	0.248389202684679	0.0003904153916626109	0.012400153699365868	-0.04527099722996354
