target	mode	neighbor_autocorr_pooled	neighbor_autocorr_weighted_sample	block_variance_fraction	target_sd
null_random_matched_185	raw_smoothed	0.9285712378016538	0.9103320695508714	0.27591499058946606	0.19024250952576072
null_random_matched_186	raw_smoothed	0.932701611742449	0.9165946837290019	0.2521043166232426	0.19872045722035234
null_random_matched_187	raw_smoothed	0.9245065893623834	0.9081576579507953	0.2532696066846403	0.18398090950400078
null_random_matched_188	raw_smoothed	0.9289864165806794	0.9112429990724092	0.2875589411755967	0.20394318514287882
null_random_matched_189	raw_smoothed	0.9232246558924756	0.9061991550554482	0.26023166945326276	0.21319571411742477
null_random_matched_190	raw_smoothed	0.8970908345624763	0.8729696569764113	0.24455547113951998	0.1509300060623402
null_random_matched_191	raw_smoothed	0.9314165991223667	0.9048210681325725	0.27137025765646566	0.19351400740165822
null_random_matched_192	raw_smoothed	0.9190453000072701	0.8999274333886875	0.2737993650972088	0.17791960196236292
null_random_matched_193	raw_smoothed	0.8998103166894459	0.8780119304913389	0.3016261018024077	0.1644866348096241
null_random_matched_194	raw_smoothed	0.9247910475433203	0.8999598885396972	0.2850041820429663	0.17685162560150416
null_random_matched_195	raw_smoothed	0.9169442516722179	0.8958917204584509	0.2144468305565075	0.17900942794939378
null_random_matched_196	raw_smoothed	0.9269340148676426	0.9050191759240982	0.24722646428034453	0.2005608579545697
null_random_matched_197	raw_smoothed	0.9156589338452952	0.9014265332672702	0.2355799858846561	0.17528594810655865
null_random_matched_198	raw_smoothed	0.9125926699705378	0.8934692542044331	0.22616709742248434	0.17031048414984046
null_random_matched_199	raw_smoothed	0.9244616140021518	0.9102653649256146	0.22519029736184698	0.17206411371967845
null_random_matched_200	raw_smoothed	0.9200900482762011	0.9016855004735659	0.29883492257782185	0.1880462321719358
null_random_matched_201	raw_smoothed	0.9265977588817033	0.9045164498645042	0.2387245265785692	0.1837782363293507
null_random_matched_202	raw_smoothed	0.9084826509138102	0.8851252528764526	0.17420976122037027	0.16861204841768063
null_random_matched_203	raw_smoothed	0.9174763596635527	0.8978238041150725	0.21165180612352677	0.18133011092324092
null_random_matched_204	raw_smoothed	0.9164824105979152	0.8955673753616867	0.28498783860579646	0.1948659244342089
null_random_matched_205	raw_smoothed	0.9265038630208269	0.910552068774869	0.25585875270603015	0.18392697993443208
null_random_matched_206	raw_smoothed	0.9087336003433928	0.8927181228357915	0.2810258980421523	0.15391911680044798
null_random_matched_207	raw_smoothed	0.928584909001268	0.9076115713682816	0.2639448759834973	0.19336872408733438
null_random_matched_208	raw_smoothed	0.9112343567130229	0.8926950298693651	0.23230851708993178	0.18253119964748454
null_random_matched_209	raw_smoothed	0.9082986506610613	0.883180823312077	0.27533928828147286	0.16535489160688496
null_random_matched_210	raw_smoothed	0.9180997672459538	0.890972665551529	0.2192070140728318	0.18626263127036524
null_random_matched_211	raw_smoothed	0.9136447632987565	0.8907095664388219	0.25769175189193294	0.182930315190935
null_random_matched_212	raw_smoothed	0.9173451054582944	0.8947178271420364	0.22588426981669382	0.17038913610604453
null_random_matched_213	raw_smoothed	0.9217659335735143	0.900454023093202	0.2573270881216224	0.19987160665122194
null_random_matched_214	raw_smoothed	0.9040084452615429	0.8862330571610565	0.23669518490887814	0.15872345522722
null_random_matched_215	raw_smoothed	0.9246152249706283	0.9068757361989177	0.2850484465060764	0.18672840250699974
null_random_matched_216	raw_smoothed	0.9117807851789694	0.8914303080506986	0.24570226816171267	0.16586020460935583
null_random_matched_217	raw_smoothed	0.9168383756673613	0.8977036617005019	0.22694033134745165	0.16593020349690699
null_random_matched_218	raw_smoothed	0.9147430571604034	0.8882350092807698	0.24010667785112613	0.1725168237898661
null_random_matched_219	raw_smoothed	0.9177353808491343	0.8984602038059076	0.21781462227714232	0.16857477456246328
null_random_matched_220	raw_smoothed	0.9264822313851021	0.9078839877520369	0.3200219087408976	0.19496877418375266
null_random_matched_221	raw_smoothed	0.9304579471489666	0.9071841142469104	0.2800537243457936	0.19748993155112582
null_random_matched_222	raw_smoothed	0.9090892016154397	0.8756854514900176	0.2619016675904731	0.17333001517893223
null_random_matched_223	raw_smoothed	0.9180419929361058	0.8984322467491965	0.26490935114514846	0.16550031065324514
null_random_matched_224	raw_smoothed	0.9320062787147996	0.9125200757446027	0.2698381072389193	0.21644028197653775
null_random_matched_225	raw_smoothed	0.9183396306381219	0.8964206217002166	0.20470451938342077	0.19448576944340878
null_random_matched_226	raw_smoothed	0.9241867642938413	0.9047011262605232	0.2540778966515214	0.18983626631505715
null_random_matched_227	raw_smoothed	0.9159868218618548	0.8966438440799497	0.21850970759211596	0.16976664677219638
null_random_matched_228	raw_smoothed	0.9225399926725639	0.9062320485634475	0.24233395921068243	0.17529733775724984
null_random_matched_229	raw_smoothed	0.9306179078175373	0.9117524709163968	0.2701854243907309	0.20670566034546423
null_random_matched_230	raw_smoothed	0.9181243082849193	0.9017623896301799	0.27449870904496126	0.17454596555342883
null_random_matched_231	raw_smoothed	0.9254983333103143	0.9071666626935381	0.2598573198118984	0.19674648798592934
null_random_matched_232	raw_smoothed	0.9182775153662418	0.9001364590723274	0.2751625474660598	0.19028779221717218
null_random_matched_233	raw_smoothed	0.9281949073743312	0.9089827855119452	0.27475170091995615	0.1881451215070902
null_random_matched_234	raw_smoothed	0.9343481573875858	0.9132135521122745	0.2808710880044414	0.20215914754362116
null_random_matched_235	raw_smoothed	0.9184235301584011	0.8946887428729755	0.269041075973956	0.1707858558990888
null_random_matched_236	raw_smoothed	0.9244532928730144	0.9104794581015923	0.22688867862278014	0.1786573120070186
null_random_matched_237	raw_smoothed	0.9119695954808241	0.8914739655586899	0.23076797510686745	0.17955136521095208
null_random_matched_238	raw_smoothed	0.926191544475065	0.8995262871062752	0.27467962904598114	0.18931316283474856
null_random_matched_239	raw_smoothed	0.9379483192003333	0.9249249508310348	0.22461844286488689	0.20994298995465732
null_random_matched_240	raw_smoothed	0.9185081217033562	0.899420763341992	0.29088739839518596	0.16788225620764655
null_random_matched_241	raw_smoothed	0.9290977825863733	0.9067640758857733	0.2699393692805568	0.20256014197301334
null_random_matched_242	raw_smoothed	0.9201260822595736	0.9021404119733976	0.26846939635876355	0.19216495174429485
null_random_matched_243	raw_smoothed	0.9230252242032538	0.9082204748021384	0.2821902902509087	0.20077045644391156
null_random_matched_244	raw_smoothed	0.9311291823213707	0.9128517473385566	0.2763288187082619	0.2001921589262849
null_random_matched_245	raw_smoothed	0.9278274907558745	0.8990881636476182	0.2649709008602956	0.19985566442243663
null_random_matched_246	raw_smoothed	0.9241417323956475	0.9010124236470688	0.2766124894072662	0.18345212905838665
null_random_matched_247	raw_smoothed	0.9259545434002318	0.9079418760220948	0.30144216435043286	0.18510976050655298
null_random_matched_248	raw_smoothed	0.9134365126209187	0.8873948623504917	0.26904487130979354	0.18055178638032843
null_random_matched_249	raw_smoothed	0.9055100367868052	0.8856539913947369	0.25316464367315966	0.15790562154889848
null_random_matched_250	raw_smoothed	0.9174733644321866	0.899308008550056	0.2755562754768599	0.1915419663421835
actual_DM1_RAI	coord_qc_residual_target	0.7572111518272607	0.7450655328883222	0.1083749350376956	0.17998766575627548
loo_drop_DIO1	coord_qc_residual_target	0.760029308962823	0.748769125478137	0.11673187785249736	0.1937052634478046
loo_drop_FOXE1	coord_qc_residual_target	0.7672140712611396	0.7522478999474989	0.10667966406087875	0.18797718782912295
loo_drop_NKX2-1	coord_qc_residual_target	0.7742421310393537	0.7545148974381215	0.1048146380404995	0.18349579520029974
loo_drop_PAX8	coord_qc_residual_target	0.7658936298051444	0.7505280964775946	0.10162902243888747	0.1788971198445411
loo_drop_SLC5A5	coord_qc_residual_target	0.7654465664498599	0.7475211880297007	0.1158468523336078	0.20023555551954786
loo_drop_TG	coord_qc_residual_target	0.7350527097955013	0.7253586856340368	0.08691465346172245	0.16694919069179578
loo_drop_TPO	coord_qc_residual_target	0.7405964854165815	0.7349837980511061	0.11418819164955005	0.17794509391928112
loo_drop_TSHR	coord_qc_residual_target	0.7753266649488929	0.7557471124278108	0.1042909742412652	0.18096204576816727
null_random_matched_001	coord_qc_residual_target	0.7027947514392082	0.6919872561894834	0.08759758270899166	0.14272606417106448
null_random_matched_002	coord_qc_residual_target	0.7048692401065302	0.7025065478233447	0.04914990727576302	0.12351897374795229
null_random_matched_003	coord_qc_residual_target	0.7321101662216957	0.7201176591914799	0.0739714075856003	0.12408605772884433
null_random_matched_004	coord_qc_residual_target	0.6961731867627781	0.6907356460265806	0.10454668447010805	0.1485466438892041
null_random_matched_005	coord_qc_residual_target	0.6662579223029823	0.664741492308967	0.05995930380173526	0.1219978240112422
null_random_matched_006	coord_qc_residual_target	0.7482975056931156	0.7348948098702469	0.04532652442665822	0.12273900122269553
null_random_matched_007	coord_qc_residual_target	0.6943500817236408	0.6819849246231157	0.09062621614862261	0.14268177585240835
null_random_matched_008	coord_qc_residual_target	0.7474538009062048	0.7349643452418786	0.08076339822581109	0.12926639494846417
null_random_matched_009	coord_qc_residual_target	0.7556788185477361	0.7501147528688219	0.038544675571299605	0.1377827589369802
null_random_matched_010	coord_qc_residual_target	0.6742134194788495	0.663286207155179	0.06548342836715297	0.13201763221698157
null_random_matched_011	coord_qc_residual_target	0.7018145322881284	0.6935518891539233	0.06635797810000499	0.13179323367147458
null_random_matched_012	coord_qc_residual_target	0.7381910048347713	0.7255564837397803	0.07796999754489964	0.12777967286242323
null_random_matched_013	coord_qc_residual_target	0.7178417601135462	0.7077359630077786	0.04757889264676831	0.1267861453712184
null_random_matched_014	coord_qc_residual_target	0.7024857028860219	0.6965322259697921	0.07983401594115885	0.13666840414321887
null_random_matched_015	coord_qc_residual_target	0.7102248048315238	0.6988780657016427	0.05161508673012859	0.1262356304142216
null_random_matched_016	coord_qc_residual_target	0.7080464282835953	0.7062181570957956	0.0827748037782	0.13121379120798815
null_random_matched_017	coord_qc_residual_target	0.6846582676668228	0.6655183567089179	0.06016487489749538	0.13214445860717614
null_random_matched_018	coord_qc_residual_target	0.684200755782929	0.6756622845655551	0.08010509466932059	0.1401714288783202
null_random_matched_019	coord_qc_residual_target	0.7564111990678193	0.7527751043130205	0.07061519434057598	0.12242300463615767
null_random_matched_020	coord_qc_residual_target	0.6804217579782763	0.6758050353016916	0.08463856045857776	0.14165497266716387
null_random_matched_021	coord_qc_residual_target	0.6802381733045527	0.6744415047177859	0.07601894525822384	0.14091236155948736
null_random_matched_022	coord_qc_residual_target	0.6789656459572436	0.661804796061495	0.052352763622604846	0.13460481891407394
null_random_matched_023	coord_qc_residual_target	0.6611167018297361	0.6452189744628473	0.06699757745209783	0.1384657398084273
null_random_matched_024	coord_qc_residual_target	0.7065908414065692	0.6984868553671775	0.08842533782497011	0.12890759106398786
null_random_matched_025	coord_qc_residual_target	0.6836996534405849	0.672623643866581	0.06713428572584712	0.1361522906213099
null_random_matched_026	coord_qc_residual_target	0.7083836987023358	0.6911143749290461	0.07519612029382554	0.14109583961822644
null_random_matched_027	coord_qc_residual_target	0.7069125311963146	0.6941361329098242	0.09876085285862603	0.14282109575690113
null_random_matched_028	coord_qc_residual_target	0.7220374223892815	0.7088666164143558	0.08854388343534411	0.13854435404349277
null_random_matched_029	coord_qc_residual_target	0.6428393540937186	0.6413810024495306	0.0735049435619727	0.14403570818424521
null_random_matched_030	coord_qc_residual_target	0.7334052179289829	0.7235972484293494	0.07875161305793064	0.13646169083004608
null_random_matched_031	coord_qc_residual_target	0.7446234824532779	0.7404068109593165	0.022873089779138434	0.12105624555007895
null_random_matched_032	coord_qc_residual_target	0.6905431315859878	0.6855059050968236	0.06997776466718429	0.137888831617815
null_random_matched_033	coord_qc_residual_target	0.699244854424408	0.6779801383199819	0.0761848372808514	0.1434376254309705
