target	mode	n	pooled_rho	pooled_p	sample_centered_rho	sample_centered_p	median_sample_rho	samples_rho_gt_0_2	class
null_random_matched_005	raw_smoothed	3200	0.3025729674952212	9.7800218607359e-69	0.35015799840687317	5.872715713888311e-93	0.3493606335716102	11	random_matched
null_random_matched_006	raw_smoothed	3200	0.17527527991672512	1.7096148762557902e-23	0.21242513784434003	5.679802379692829e-34	0.15790882950432594	6	random_matched
null_random_matched_007	raw_smoothed	3200	0.3700949724101893	1.929624323944541e-104	0.4387846324667719	1.0001727356307607e-150	0.496450753560297	14	random_matched
null_random_matched_008	raw_smoothed	3200	0.28853609131631275	2.1119019143499758e-62	0.32189188013434206	4.785233844386257e-78	0.234473084190425	10	random_matched
null_random_matched_009	raw_smoothed	3200	0.20207386460273977	7.74610883582339e-31	0.26784562450435406	1.0535034346365784e-53	0.2463355539179527	9	random_matched
null_random_matched_010	raw_smoothed	3200	0.29026127120893275	3.675396804785481e-63	0.35162644261443643	8.93111073031499e-94	0.35585065299845114	13	random_matched
null_random_matched_011	raw_smoothed	3200	0.2436378900996847	1.8412365374542503e-44	0.30846457000815447	1.677447540120438e-71	0.3133205958744411	9	random_matched
null_random_matched_012	raw_smoothed	3200	0.22302034540695725	2.3444958915446647e-37	0.2699338234199666	1.508919758639348e-54	0.23826086742766767	9	random_matched
null_random_matched_013	raw_smoothed	3200	0.245165218983369	5.140994186514849e-45	0.28790431934800537	3.994200182500105e-62	0.23024720906348212	8	random_matched
null_random_matched_014	raw_smoothed	3200	0.2903072926412903	3.5073099699819976e-63	0.340035328367816	1.9470268270585227e-87	0.3314831560477912	12	random_matched
null_random_matched_015	raw_smoothed	3200	0.2760871550301922	4.44443266246273e-57	0.3372979570566961	5.5877986010271416e-86	0.35344260351520873	11	random_matched
null_random_matched_016	raw_smoothed	3200	0.27842897192211236	4.648395322951205e-58	0.3286537489050549	1.7975162909088274e-81	0.3141906867973583	11	random_matched
null_random_matched_017	raw_smoothed	3200	0.3185289538616631	2.243440080222892e-76	0.3639688949089579	7.97536044106334e-101	0.3546758027719459	12	random_matched
null_random_matched_018	raw_smoothed	3200	0.34005526993347934	1.899753273489494e-87	0.3857539310734675	4.7639055948785876e-114	0.37284073006824575	12	random_matched
null_random_matched_019	raw_smoothed	3200	0.11296434575890486	1.4719674737429714e-10	0.14225508657574581	6.207857998376393e-16	0.13553748554154704	6	random_matched
null_random_matched_020	raw_smoothed	3200	0.31115973643253975	8.670778224890418e-73	0.37117705357654296	4.349981047061155e-105	0.3691536591444422	13	random_matched
null_random_matched_021	raw_smoothed	3200	0.30675097453796013	1.0855817437035954e-70	0.3766886449713331	2.015380294614641e-108	0.3978825168175264	14	random_matched
null_random_matched_022	raw_smoothed	3200	0.37882893409952173	9.81897574587575e-110	0.4458472043222073	3.972543193912407e-156	0.4409451295603717	14	random_matched
null_random_matched_023	raw_smoothed	3200	0.3152355530850481	9.26094769320349e-75	0.37416300434610883	6.922326637897392e-107	0.3879249905312194	14	random_matched
null_random_matched_024	raw_smoothed	3200	0.2902004975669834	3.9097170826255184e-63	0.3371541981915708	6.658799834589476e-86	0.39609863387759675	11	random_matched
null_random_matched_025	raw_smoothed	3200	0.22740551212700158	8.255656100592112e-39	0.24608715050227337	2.36989322297902e-45	0.28542773053598075	11	random_matched
null_random_matched_026	raw_smoothed	3200	0.2938707750855654	9.104472377464973e-65	0.34363084588447873	2.248768859708869e-89	0.398654725838613	11	random_matched
null_random_matched_027	raw_smoothed	3200	0.2885440566733267	2.0949799324133804e-62	0.36542671649410763	1.1177071118287291e-101	0.39376442425611924	13	random_matched
null_random_matched_028	raw_smoothed	3200	0.3566033182416044	1.4000064616635789e-96	0.4118656395147843	2.7967554261721373e-131	0.39896235934596436	15	random_matched
null_random_matched_029	raw_smoothed	3200	0.29512155383859917	2.4960271262512904e-65	0.34621639028798373	8.766443819139222e-91	0.32155671641958233	13	random_matched
null_random_matched_030	raw_smoothed	3200	0.337425546075734	4.782085749850412e-86	0.39613913383510985	1.0232112786513431e-120	0.3748776742711127	14	random_matched
null_random_matched_031	raw_smoothed	3200	0.1919310974285639	6.2865790596898365e-28	0.23337016524554388	7.763648447843393e-41	0.23995075352659778	9	random_matched
null_random_matched_032	raw_smoothed	3200	0.26259153486692777	1.2971460716329968e-51	0.3100421339980356	2.9730754519437775e-72	0.3480177802034844	13	random_matched
null_random_matched_033	raw_smoothed	3200	0.3512447884962563	1.4585104868067025e-93	0.4401662272810964	8.985908743901685e-152	0.4282371318679806	14	random_matched
null_random_matched_034	raw_smoothed	3200	0.32993198214524694	3.956413422975925e-82	0.3780597656242419	2.916146498587446e-109	0.3429325834886541	12	random_matched
null_random_matched_035	raw_smoothed	3200	0.3425320355565704	8.846221641882685e-89	0.41275455579492953	6.798710815870607e-132	0.4012542163156378	14	random_matched
null_random_matched_036	raw_smoothed	3200	0.21278407851753076	4.391409405858829e-34	0.28134462646114533	2.7107130828466756e-59	0.2919340857063787	10	random_matched
null_random_matched_037	raw_smoothed	3200	0.32666423287354324	1.8688395467097163e-80	0.3658309647045579	6.4697867116243154e-102	0.32322628032588707	15	random_matched
null_random_matched_038	raw_smoothed	3200	0.31477251738524087	1.5566252537715474e-74	0.376907393444829	1.48145027028174e-108	0.38706087981694515	14	random_matched
null_random_matched_039	raw_smoothed	3200	0.11512890416814293	6.495826263704585e-11	0.16626599005686385	2.8601934583052306e-21	0.14619595283271936	6	random_matched
null_random_matched_040	raw_smoothed	3200	0.27685541962698834	2.1242373024701228e-57	0.3331017852294465	8.984007792801725e-84	0.2904555327946967	12	random_matched
null_random_matched_041	raw_smoothed	3200	0.3681776439573787	2.6654852072817357e-103	0.40733968949381877	3.5097300345472847e-128	0.4214704270615078	14	random_matched
null_random_matched_042	raw_smoothed	3200	0.22988039456976667	1.2101454634050624e-39	0.2938202336921456	9.591906647535646e-65	0.27032066480586303	9	random_matched
null_random_matched_043	raw_smoothed	3200	0.16332016335650537	1.4356334217749064e-20	0.21231415063216216	6.149495710446578e-34	0.18329907689170125	8	random_matched
null_random_matched_044	raw_smoothed	3200	0.36568025396688847	7.933247554446909e-102	0.43784598514176243	5.108633579600718e-150	0.4721118646378609	14	random_matched
null_random_matched_045	raw_smoothed	3200	0.26389994424197744	3.952355870792431e-52	0.34375975882500964	1.9142712711254224e-89	0.35147474982905924	12	random_matched
null_random_matched_046	raw_smoothed	3200	0.34632962305922793	7.599865719838149e-91	0.3833617009008457	1.513896974684514e-112	0.3587282593945603	13	random_matched
null_random_matched_047	raw_smoothed	3200	0.20146665277816386	1.1688364059583194e-30	0.2568223118879641	2.2596328562585825e-49	0.24299226770218502	8	random_matched
null_random_matched_048	raw_smoothed	3200	0.3616915179697792	1.682978249404051e-99	0.4124246197318814	1.1498065599635924e-131	0.36830962146690244	13	random_matched
null_random_matched_049	raw_smoothed	3200	0.2600645191271197	1.2634702810816428e-50	0.3043836738368401	1.4032804698597275e-69	0.2734044839656503	11	random_matched
null_random_matched_050	raw_smoothed	3200	0.21357201444186477	2.4924328569296138e-34	0.2453256392241602	4.493943807927077e-45	0.2653745330173516	9	random_matched
null_random_matched_051	raw_smoothed	3200	0.3870980547448107	6.736603397801652e-115	0.4465250371357303	1.1856311081746728e-156	0.44181762209444664	16	random_matched
null_random_matched_052	raw_smoothed	3200	0.2540932323097174	2.4803309490215944e-48	0.29973018702529663	2.0046165980930588e-67	0.3338324476011524	11	random_matched
null_random_matched_053	raw_smoothed	3200	0.26297147668133164	9.192067168120842e-52	0.3321612896537472	2.774848588379753e-83	0.32717976565791207	11	random_matched
null_random_matched_054	raw_smoothed	3200	0.16389902982633542	1.0480584493715636e-20	0.20302122293569688	4.066087439264357e-31	0.15619652074602425	8	random_matched
null_random_matched_055	raw_smoothed	3200	0.14022498626768298	1.6045094353987122e-15	0.18579670785577912	3.026359056845396e-26	0.07988444507997988	6	random_matched
null_random_matched_056	raw_smoothed	3200	0.33896130539047936	7.296866380385789e-87	0.3985470042895405	2.687870171686395e-122	0.42453868957644947	13	random_matched
null_random_matched_057	raw_smoothed	3200	0.2630607009499936	8.477183725783005e-52	0.31204957372364145	3.238236428321976e-73	0.3209899725070979	12	random_matched
null_random_matched_058	raw_smoothed	3200	0.14373064623916876	3.0862143968207876e-16	0.18596691083449568	2.722804296384901e-26	0.2135192896677261	9	random_matched
null_random_matched_059	raw_smoothed	3200	0.3311595441761844	9.183605971536126e-83	0.389276019503773	2.7761262519433034e-116	0.37269140483953045	14	random_matched
null_random_matched_060	raw_smoothed	3200	0.32200430563077126	4.204058812464581e-78	0.38445421557092235	3.1306849150607743e-113	0.41786276242309317	14	random_matched
null_random_matched_061	raw_smoothed	3200	0.38506848478493416	1.2872204620168485e-113	0.44123907089271863	1.372662648668331e-152	0.4362311548651136	16	random_matched
null_random_matched_062	raw_smoothed	3200	0.2773148931275965	1.3644632165118283e-57	0.3261574750710361	3.383557116180829e-80	0.39901896108401713	12	random_matched
null_random_matched_063	raw_smoothed	3200	0.3421984591688674	1.3392315040645311e-88	0.37893196687777975	8.484837201349725e-110	0.39828309439458354	14	random_matched
null_random_matched_064	raw_smoothed	3200	0.2746648652591392	1.7324050069014136e-56	0.34023770982432217	1.5170520791586594e-87	0.314334344557713	11	random_matched
null_random_matched_065	raw_smoothed	3200	0.272414681578053	1.4662383327136613e-55	0.32593202126248805	4.4046304676383245e-80	0.3747602348302014	12	random_matched
null_random_matched_066	raw_smoothed	3200	0.3309391732083234	1.19425018486406e-82	0.39235455275151687	2.936198762131014e-118	0.40493187211129933	13	random_matched
null_random_matched_067	raw_smoothed	3200	0.26211175036870515	2.0022520932159177e-51	0.3013055830054713	3.77528762303405e-68	0.3798445426476563	13	random_matched
null_random_matched_068	raw_smoothed	3200	0.3226844686134302	1.9184169895689585e-78	0.3803677958085211	1.1025936221680461e-110	0.35520744084556555	14	random_matched
null_random_matched_069	raw_smoothed	3200	0.3135858841541288	5.865651903016705e-74	0.32703364371797594	1.2115228362817534e-80	0.3246659497794552	12	random_matched
null_random_matched_070	raw_smoothed	3200	0.26153441136594807	3.3718018387105407e-51	0.31619448183742116	3.150021876206108e-75	0.2583054339739319	9	random_matched
null_random_matched_071	raw_smoothed	3200	0.2904652154730468	2.9866374050496895e-63	0.3401770019284219	1.634996874139782e-87	0.3635786707018943	12	random_matched
null_random_matched_072	raw_smoothed	3200	0.2663389219228152	4.235681581940263e-53	0.3092617336706777	7.00668094229045e-72	0.2816755198997192	9	random_matched
null_random_matched_073	raw_smoothed	3200	0.24789489121579814	5.142411604722005e-46	0.2787198527268415	3.506238472691756e-58	0.24798124532221877	9	random_matched
null_random_matched_074	raw_smoothed	3200	0.14024571062648672	1.5891414331046524e-15	0.20634077943739484	4.142838663766871e-32	0.1500524999637437	7	random_matched
null_random_matched_075	raw_smoothed	3200	0.37749258798208685	6.495128840448532e-109	0.4297219783456618	5.56555233621939e-144	0.4472120582912839	13	random_matched
null_random_matched_076	raw_smoothed	3200	0.33080246300366817	1.4054661262083563e-82	0.3799783274057591	1.9197569727206575e-110	0.36036631250912954	11	random_matched
null_random_matched_077	raw_smoothed	3200	0.3303989400692772	2.271778030809193e-82	0.40774445276678173	1.8625451287148476e-128	0.4270920874667592	14	random_matched
null_random_matched_078	raw_smoothed	3200	0.3208038109632542	1.6707241960133942e-77	0.36504039061902793	1.883300006386884e-101	0.37522034271415033	12	random_matched
null_random_matched_079	raw_smoothed	3200	0.33080409943171035	1.402729771814157e-82	0.42069618382485285	1.8265315883768067e-137	0.4341545761711029	15	random_matched
null_random_matched_080	raw_smoothed	3200	0.32492620047302334	1.4246324024179756e-79	0.4071289932446036	4.879314838678151e-128	0.4414513676493166	14	random_matched
null_random_matched_081	raw_smoothed	3200	0.22013693529556522	2.0361213389613045e-36	0.2602275822112517	1.091697456457318e-50	0.22786938172031818	9	random_matched
null_random_matched_082	raw_smoothed	3200	0.22190996289119996	5.409233088520367e-37	0.28273381170017653	6.914584230523282e-60	0.2320252032120347	10	random_matched
null_random_matched_083	raw_smoothed	3200	0.3126322133404669	1.696016876522185e-73	0.3873132137131967	4.921357677757084e-115	0.396518174291804	13	random_matched
null_random_matched_084	raw_smoothed	3200	0.25586119109846306	5.271111767353577e-49	0.31042914776677444	1.9415698653249033e-72	0.30527495100461377	11	random_matched
null_random_matched_085	raw_smoothed	3200	0.3544420584983149	2.3460713845273716e-95	0.39163455927539575	8.545451558779346e-118	0.3998334675734381	14	random_matched
null_random_matched_086	raw_smoothed	3200	0.3670899888408404	1.1727281868795028e-102	0.42266840315157495	7.157096354612311e-139	0.4092831902820513	14	random_matched
null_random_matched_087	raw_smoothed	3200	0.2992989143849636	3.160361974677792e-67	0.3400262740864164	1.9688763351936468e-87	0.30662613774154257	13	random_matched
null_random_matched_088	raw_smoothed	3200	0.2218028266656154	5.862242070902481e-37	0.2715199827499684	3.408539431495674e-55	0.20129559556241905	8	random_matched
null_random_matched_089	raw_smoothed	3200	0.2810533252131288	3.6063342107239993e-59	0.3397388193230161	2.805438038550093e-87	0.3691075541814083	12	random_matched
null_random_matched_090	raw_smoothed	3200	0.19130683729660214	9.38158061702543e-28	0.28468964897662946	9.969017112709887e-61	0.13505193492001116	6	random_matched
null_random_matched_091	raw_smoothed	3200	0.2596707593175283	1.7973250780669345e-50	0.31731445926021534	8.894560086604567e-76	0.33069996425592096	13	random_matched
null_random_matched_092	raw_smoothed	3200	0.22824253649122347	4.3233966073852776e-39	0.3000072513623333	1.4956835136455027e-67	0.30578557449467686	12	random_matched
null_random_matched_093	raw_smoothed	3200	0.14069367419516718	1.2902203680551824e-15	0.15993664764336493	8.82759857678265e-20	0.10680230378762427	6	random_matched
null_random_matched_094	raw_smoothed	3200	0.31623769210371255	3.0003292147164443e-75	0.3901400813620157	7.781367731866935e-117	0.3690674969485709	14	random_matched
null_random_matched_095	raw_smoothed	3200	0.22639623664630118	1.7946682561154053e-38	0.3122717890132676	2.5308009233815006e-73	0.3155844626792817	11	random_matched
null_random_matched_096	raw_smoothed	3200	0.34462396348893853	6.490465674782022e-90	0.39066139850816456	3.605637456132296e-117	0.44353940837901135	14	random_matched
null_random_matched_097	raw_smoothed	3200	0.23029191158556592	8.774333683429194e-40	0.29265952886719027	3.168177178995361e-64	0.2410110015079811	10	random_matched
null_random_matched_098	raw_smoothed	3200	0.27844724044356534	4.566845559985697e-58	0.3469777997650625	3.3520071968739163e-91	0.3359838987266818	13	random_matched
null_random_matched_099	raw_smoothed	3200	0.22810303291885983	4.8164237958555046e-39	0.2791767461822501	2.250030479619714e-58	0.2931030027942657	9	random_matched
null_random_matched_100	raw_smoothed	3200	0.22825309389068177	4.288194844711915e-39	0.26775838969960614	1.14216638446069e-53	0.37684497474335	10	random_matched
null_random_matched_101	raw_smoothed	3200	0.40667480177665727	9.918643566429833e-128	0.4468662090666529	6.44453348795519e-157	0.4462207138858256	14	random_matched
null_random_matched_102	raw_smoothed	3200	0.21531716738380818	7.051970491286608e-35	0.2678169681029982	1.0818461285927207e-53	0.2306185586402265	8	random_matched
null_random_matched_103	raw_smoothed	3200	0.20072127043087787	1.9332757751585482e-30	0.25818930879339963	6.731869849828697e-50	0.23772573011385406	9	random_matched
null_random_matched_104	raw_smoothed	3200	0.28814015151538186	3.149225139349665e-62	0.35293464383720774	1.6540345551112835e-94	0.3252177640532766	13	random_matched
null_random_matched_105	raw_smoothed	3200	0.34499231288643906	4.088941788506098e-90	0.4349426751127792	7.670528112047799e-148	0.4200970540631731	15	random_matched
null_random_matched_106	raw_smoothed	3200	0.24882692690764033	2.3276635465686813e-46	0.2970978481998868	3.1877756594032267e-66	0.22728750663865813	8	random_matched
null_random_matched_107	raw_smoothed	3200	0.39567854175776485	2.0455484933305367e-120	0.44197639776705	3.758825574417744e-153	0.4141055681021088	14	random_matched
null_random_matched_108	raw_smoothed	3200	0.289966162403085	4.961113590894103e-63	0.33879069066229633	8.99647906852711e-87	0.29261016228540354	11	random_matched
null_random_matched_109	raw_smoothed	3200	0.21159904255255432	1.0249474077262442e-33	0.2799103269787981	1.1017957635793429e-58	0.2430263416205215	9	random_matched
null_random_matched_110	raw_smoothed	3200	0.32719095727727515	1.0071398073281062e-80	0.3746942203964877	3.298706370415713e-107	0.3263886491535236	13	random_matched
null_random_matched_111	raw_smoothed	3200	0.3785061582340302	1.5509756346575823e-109	0.42983709739784165	4.5825644957299275e-144	0.42111822314447334	15	random_matched
null_random_matched_112	raw_smoothed	3200	0.3126219708873993	1.7154312490222084e-73	0.3563265836701657	2.0110176964349245e-96	0.3623212800113981	12	random_matched
null_random_matched_113	raw_smoothed	3200	0.2597750410078778	1.6372540950052554e-50	0.3207040955969031	1.873075254176961e-77	0.30954799513975406	13	random_matched
null_random_matched_114	raw_smoothed	3200	0.33566794069022776	4.058372579493993e-85	0.38437831479118895	3.493618288290514e-113	0.34066011269909646	12	random_matched
null_random_matched_115	raw_smoothed	3200	0.25966405606595233	1.8081315733973435e-50	0.3278151366147619	4.833274751950267e-81	0.37723443741042156	13	random_matched
null_random_matched_116	raw_smoothed	3200	0.36128914221289865	2.877035672123392e-99	0.4343785451965556	2.019646755609987e-147	0.4537288778308643	15	random_matched
null_random_matched_117	raw_smoothed	3200	0.36613681910840157	4.275792696269411e-102	0.4152139010669383	1.3283995109628508e-133	0.38728654809667973	16	random_matched
null_random_matched_118	raw_smoothed	3200	0.3490937443377465	2.285125380873202e-92	0.3915077666636139	1.0311403556265127e-117	0.38121355948727487	12	random_matched
null_random_matched_119	raw_smoothed	3200	0.2507412455060763	4.521872710279915e-47	0.26289900531729005	9.816637973359493e-52	0.24459653564764267	9	random_matched
null_random_matched_120	raw_smoothed	3200	0.3058137843736241	2.998624424283227e-70	0.3669778650308897	1.3657922349087228e-102	0.4145303026239	10	random_matched
null_random_matched_121	raw_smoothed	3200	0.29006669460877393	4.4793709098459086e-63	0.3330016105613624	1.0132548029940108e-83	0.34245319936092977	13	random_matched
null_random_matched_122	raw_smoothed	3200	0.22046101554812164	1.599399573085046e-36	0.2471657527313951	9.538147688173034e-46	0.1922800010303584	8	random_matched
null_random_matched_123	raw_smoothed	3200	0.22974939632676017	1.3403748430527932e-39	0.2422518009620111	5.815561503550519e-44	0.24130019450854423	10	random_matched
null_random_matched_124	raw_smoothed	3200	0.2792853014616148	2.0247027312770037e-58	0.31478340265781607	1.5377539526342315e-74	0.30893779224786583	12	random_matched
null_random_matched_125	raw_smoothed	3200	0.3221371718998887	3.607273358905612e-78	0.34839911857755235	5.531077286297823e-92	0.2977926474165309	12	random_matched
null_random_matched_126	raw_smoothed	3200	0.3517795185975384	7.334822158248734e-94	0.406482977356274	1.3379178112492035e-127	0.4623541383868035	12	random_matched
null_random_matched_127	raw_smoothed	3200	0.40018371926883856	2.2260369260195163e-123	0.4691520322533756	6.993195652902903e-175	0.4270800461435148	15	random_matched
null_random_matched_128	raw_smoothed	3200	0.20577570434705889	6.128600444755607e-32	0.24897246845175278	2.056050216571287e-46	0.28819801275289914	10	random_matched
null_random_matched_129	raw_smoothed	3200	0.2963544887496687	6.92620084116053e-66	0.3340836548977864	2.756235627777648e-84	0.3201873743510411	10	random_matched
null_random_matched_130	raw_smoothed	3200	0.3242845855414079	3.0053038446411645e-79	0.38634192267931444	2.0268723135912105e-114	0.37850435033509844	14	random_matched
null_random_matched_131	raw_smoothed	3200	0.26472792946131135	1.856630833902725e-52	0.315917133353694	4.3047564605537477e-75	0.31663493754010974	13	random_matched
null_random_matched_132	raw_smoothed	3200	0.2808131142230907	4.562376586572844e-59	0.33036770084368855	2.3577488650246657e-82	0.36955241823910767	10	random_matched
null_random_matched_133	raw_smoothed	3200	0.1617296267864323	3.388175460365305e-20	0.22169420544855944	6.36000037707424e-37	0.16603764508856014	8	random_matched
null_random_matched_134	raw_smoothed	3200	0.1957658878635071	5.214346994882045e-29	0.2475608580306817	6.826359783158069e-46	0.22080869858188604	9	random_matched
null_random_matched_135	raw_smoothed	3200	0.32647649751478125	2.3288184954658864e-80	0.36702576141285465	1.2797183146616259e-102	0.31393386820122016	11	random_matched
null_random_matched_136	raw_smoothed	3200	0.18442156954865788	7.082282323616592e-26	0.24432673714329825	1.0368077913004364e-44	0.26381805119612867	10	random_matched
null_random_matched_137	raw_smoothed	3200	0.30387138595413044	2.433958909868647e-69	0.3883196315641813	1.1295720526911795e-115	0.4277878300918272	14	random_matched
null_random_matched_138	raw_smoothed	3200	0.34722571480068387	2.4496823065578598e-91	0.39385296321911284	3.1515216157759356e-119	0.3861062280843218	14	random_matched
null_random_matched_139	raw_smoothed	3200	0.28865387416842486	1.8749886022750061e-62	0.3681174775426827	2.8935689454902895e-103	0.41874529893975077	11	random_matched
null_random_matched_140	raw_smoothed	3200	0.33387773906392726	3.532562204475053e-84	0.39301166776568286	1.1049478964596941e-118	0.41459256906884	13	random_matched
null_random_matched_141	raw_smoothed	3200	0.38538296791147725	8.160590803223253e-114	0.4582571009139414	6.22221621004921e-166	0.46036109686979254	15	random_matched
null_random_matched_142	raw_smoothed	3200	0.21691407982987732	2.1995484779363702e-35	0.268470213483998	5.901863706371481e-54	0.2213640360417584	8	random_matched
null_random_matched_143	raw_smoothed	3200	0.383508376338907	1.225621675944042e-112	0.445763548281794	4.610994620683296e-156	0.46164883362883746	13	random_matched
null_random_matched_144	raw_smoothed	3200	0.2733365952821445	6.126944044788437e-56	0.3152957823397325	8.655462142374283e-75	0.2901307281315091	12	random_matched
null_random_matched_145	raw_smoothed	3200	0.28217555348086504	1.198411559058349e-59	0.32214056810629405	3.593180746654537e-78	0.3271134105762603	11	random_matched
null_random_matched_146	raw_smoothed	3200	0.26085855427966187	6.195944336365263e-51	0.32023114186442575	3.2195276101134475e-77	0.37279200615468916	11	random_matched
null_random_matched_147	raw_smoothed	3200	0.3361858313872124	2.164330963122311e-85	0.3825379281729133	4.948360459277435e-112	0.4348331178311304	13	random_matched
null_random_matched_148	raw_smoothed	3200	0.2738794048753542	3.6595412070858253e-56	0.33105953849957837	1.0346561710868003e-82	0.3696533453430496	12	random_matched
null_random_matched_149	raw_smoothed	3200	0.3138178433431388	4.527967583728429e-74	0.3782936275475148	2.0951217949210358e-109	0.40514767306478305	12	random_matched
null_random_matched_150	raw_smoothed	3200	0.23532808238153757	1.6299689318913271e-41	0.29111462053958936	1.5406991685490204e-63	0.28518393606781617	11	random_matched
null_random_matched_151	raw_smoothed	3200	0.22204345535740133	4.893159237452211e-37	0.266093843440539	5.306975638024931e-53	0.30613487463776967	9	random_matched
null_random_matched_152	raw_smoothed	3200	0.3885749545796426	7.769681997049511e-116	0.46725683390738715	2.6597940521296333e-173	0.4652347738811766	15	random_matched
null_random_matched_153	raw_smoothed	3200	0.13312582424133634	3.9854135076980224e-14	0.14815072065155863	3.6409265282749454e-17	0.17449894163860408	6	random_matched
null_random_matched_154	raw_smoothed	3200	0.22210423060478074	4.674708044117245e-37	0.2840962764249693	1.7970058492372892e-60	0.3220579417666521	10	random_matched
null_random_matched_155	raw_smoothed	3200	0.2957494511135731	1.3003325881513772e-65	0.34148341017442646	3.252114818220953e-88	0.2461916803759786	10	random_matched
null_random_matched_156	raw_smoothed	3200	0.2297714506297198	1.3175136600517925e-39	0.2786997640200042	3.575226994081721e-58	0.2244497754478702	11	random_matched
null_random_matched_157	raw_smoothed	3200	0.2942582514134257	6.101744143444044e-65	0.35368483747530827	6.266122244599784e-95	0.3877482429482084	12	random_matched
null_random_matched_158	raw_smoothed	3200	0.2634936889006909	5.72039642505964e-52	0.326152138861268	3.40475261952635e-80	0.3269451736222711	14	random_matched
null_random_matched_159	raw_smoothed	3200	0.22128522662495925	8.64072346938935e-37	0.27558614982736696	7.183586177306929e-57	0.2342484476059789	8	random_matched
null_random_matched_160	raw_smoothed	3200	0.2801783599354265	8.483336595826994e-59	0.353929229888535	4.564816202923692e-95	0.3861467455715748	12	random_matched
null_random_matched_161	raw_smoothed	3200	0.3384572088813036	1.3540969116405087e-86	0.3839473432866434	6.509058478802123e-113	0.3895526623712545	14	random_matched
null_random_matched_162	raw_smoothed	3200	0.2937608741263163	1.0197673312453513e-64	0.3465272494440277	5.922491651030709e-91	0.33412356774301966	13	random_matched
null_random_matched_163	raw_smoothed	3200	0.1951494892727229	7.807749409100339e-29	0.24463082991998014	8.041646422377325e-45	0.29051192147380384	10	random_matched
null_random_matched_164	raw_smoothed	3200	0.28805078865337436	3.4461200848749472e-62	0.3582388212557151	1.6343999439269055e-97	0.38338118864980086	12	random_matched
null_random_matched_165	raw_smoothed	3200	0.2797008795746228	1.3512375778795902e-58	0.3513333582245131	1.301680590512669e-93	0.32552089601974055	15	random_matched
null_random_matched_166	raw_smoothed	3200	0.33016648694945916	2.9947271072971784e-82	0.39416973028984387	1.9632288663368368e-119	0.3907417826737032	14	random_matched
null_random_matched_167	raw_smoothed	3200	0.23064441951178505	6.658759512535127e-40	0.2916363971991361	9.040678794389769e-64	0.25859992509372365	11	random_matched
null_random_matched_168	raw_smoothed	3200	0.2844735271762397	1.2357454132924804e-60	0.33801743099069803	2.3200318626860066e-86	0.36180246642792113	13	random_matched
null_random_matched_169	raw_smoothed	3200	0.2774144123658843	1.2395808767389934e-57	0.3164607879504231	2.33314923381153e-75	0.31975618398082584	12	random_matched
null_random_matched_170	raw_smoothed	3200	0.24917610838272378	1.7281325460243655e-46	0.30993447840701194	3.346821704666027e-72	0.3313812385345577	11	random_matched
null_random_matched_171	raw_smoothed	3200	0.39333378041898176	6.838009087482871e-119	0.4262021535137653	2.0431719083945417e-141	0.4407246334764706	14	random_matched
