gene	total_counts	detected_spots	n_spots	detect_frac	mean_count	log1p_mean_count
AP001429.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
TTC3-AS1	0.0	0	3200	0.0	0.0	0.0
DSCR9	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
AP001432.1	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
VPS26C	375.0	333	3200	0.1040625	0.1171875	0.11081436634029011
AP001412.1	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
AP001437.2	0.0	0	3200	0.0	0.0	0.0
AP001437.1	12.0	12	3200	0.00375	0.00375	0.003742986278834377
DYRK1A	644.0	527	3200	0.1646875	0.20125	0.18336268130236522
AP001407.1	0.0	0	3200	0.0	0.0	0.0
KCNJ6	8.0	8	3200	0.0025	0.0025	0.002496880198587199
KCNJ6-AS1	0.0	0	3200	0.0	0.0	0.0
DSCR4	0.0	0	3200	0.0	0.0	0.0
DSCR4-IT1	0.0	0	3200	0.0	0.0	0.0
DSCR8	0.0	0	3200	0.0	0.0	0.0
KCNJ15	2119.0	1069	3200	0.3340625	0.6621875	0.5081345059544997
DSCR10	0.0	0	3200	0.0	0.0	0.0
AP001434.1	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
LINC01423	9.0	9	3200	0.0028125	0.0028125	0.002808552322038955
ERG	125.0	117	3200	0.0365625	0.0390625	0.0383188643021366
AP001037.1	0.0	0	3200	0.0	0.0	0.0
LINC00114	0.0	0	3200	0.0	0.0	0.0
ETS2	1261.0	820	3200	0.25625	0.3940625	0.33222214634044683
AP001042.1	0.0	0	3200	0.0	0.0	0.0
AP001042.2	0.0	0	3200	0.0	0.0	0.0
AP001042.3	0.0	0	3200	0.0	0.0	0.0
AP001043.1	0.0	0	3200	0.0	0.0	0.0
LINC01700	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AF064858.1	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
AF064858.2	0.0	0	3200	0.0	0.0	0.0
PSMG1	682.0	526	3200	0.164375	0.213125	0.19319967494113766
BRWD1	706.0	563	3200	0.1759375	0.220625	0.19936302264880632
AF129408.1	24.0	24	3200	0.0075	0.0075	0.007472014838700995
BRWD1-IT1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
BRWD1-AS2	19.0	18	3200	0.005625	0.0059375	0.005919942510990248
BRWD1-AS1	0.0	0	3200	0.0	0.0	0.0
HMGN1	6308.0	2065	3200	0.6453125	1.97125	1.0889827396922667
GET1	604.0	492	3200	0.15375	0.18875	0.172902334877463
LCA5L	47.0	47	3200	0.0146875	0.0146875	0.014580683315028037
SH3BGR	95.0	92	3200	0.02875	0.0296875	0.029255358148789677
B3GALT5	31.0	30	3200	0.009375	0.0096875	0.00964087703668034
B3GALT5-AS1	23.0	23	3200	0.0071875	0.0071875	0.0071617930276199355
AF064860.1	0.0	0	3200	0.0	0.0	0.0
AF064860.2	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
IGSF5	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
PCP4	2874.0	1234	3200	0.385625	0.898125	0.6408665568178762
DSCAM	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
DSCAM-AS1	0.0	0	3200	0.0	0.0	0.0
DSCAM-IT1	0.0	0	3200	0.0	0.0	0.0
AF064866.1	0.0	0	3200	0.0	0.0	0.0
AL773573.1	0.0	0	3200	0.0	0.0	0.0
LINC00323	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
BACE2	917.0	671	3200	0.2096875	0.2865625	0.25197393298208676
PLAC4	0.0	0	3200	0.0	0.0	0.0
BACE2-IT1	0.0	0	3200	0.0	0.0	0.0
FAM3B	132.0	121	3200	0.0378125	0.04125	0.0404219144989154
MX2	271.0	226	3200	0.070625	0.0846875	0.08129192707396835
MX1	1185.0	790	3200	0.246875	0.3703125	0.3150388160184655
AP001610.2	0.0	0	3200	0.0	0.0	0.0
TMPRSS2	447.0	297	3200	0.0928125	0.1396875	0.1307541020208623
AP001610.3	0.0	0	3200	0.0	0.0	0.0
AP006748.1	0.0	0	3200	0.0	0.0	0.0
AP006748.2	0.0	0	3200	0.0	0.0	0.0
LINC00111	0.0	0	3200	0.0	0.0	0.0
LINC00479	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
LINC00112	0.0	0	3200	0.0	0.0	0.0
RIPK4	360.0	320	3200	0.1	0.1125	0.10660973505825823
AP001615.1	0.0	0	3200	0.0	0.0	0.0
PRDM15	129.0	129	3200	0.0403125	0.0403125	0.03952114878720703
AP001619.2	0.0	0	3200	0.0	0.0	0.0
AP001619.1	0.0	0	3200	0.0	0.0	0.0
C2CD2	228.0	207	3200	0.0646875	0.07125	0.06882619092985248
ZBTB21	200.0	184	3200	0.0575	0.0625	0.06062462181643484
ZNF295-AS1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
UMODL1	0.0	0	3200	0.0	0.0	0.0
UMODL1-AS1	0.0	0	3200	0.0	0.0	0.0
ABCG1	235.0	214	3200	0.066875	0.0734375	0.0708661158686318
TFF3	43562.0	1140	3200	0.35625	13.613125	2.681920097483166
TFF2	15.0	15	3200	0.0046875	0.0046875	0.004676547883901846
TFF1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
TMPRSS3	94.0	83	3200	0.0259375	0.029375	0.028951821949767715
UBASH3A	24.0	23	3200	0.0071875	0.0075	0.007472014838700995
RSPH1	114.0	107	3200	0.0334375	0.035625	0.0350051091986903
SLC37A1	267.0	242	3200	0.075625	0.0834375	0.08013885689720551
AP001625.3	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AP001625.1	0.0	0	3200	0.0	0.0	0.0
AP001625.2	0.0	0	3200	0.0	0.0	0.0
LINC01671	0.0	0	3200	0.0	0.0	0.0
AP001626.1	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
PDE9A	269.0	238	3200	0.074375	0.0840625	0.0807155581819318
AP001627.1	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
LINC01668	0.0	0	3200	0.0	0.0	0.0
AP001628.2	0.0	0	3200	0.0	0.0	0.0
AP001628.1	0.0	0	3200	0.0	0.0	0.0
WDR4	273.0	233	3200	0.0728125	0.0853125	0.0818679639562561
NDUFV3	1273.0	928	3200	0.29	0.3978125	0.3349085146450302
ERVH48-1	0.0	0	3200	0.0	0.0	0.0
AP001630.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
PKNOX1	478.0	402	3200	0.125625	0.149375	0.1392183163764485
CBS	27.0	26	3200	0.008125	0.0084375	0.00840210326414391
U2AF1	62.0	59	3200	0.0184375	0.019375	0.019189694393141266
AP001631.2	0.0	0	3200	0.0	0.0	0.0
FRGCA	30.0	29	3200	0.0090625	0.009375	0.009331327428884309
AP001631.1	0.0	0	3200	0.0	0.0	0.0
CRYAA	0.0	0	3200	0.0	0.0	0.0
LINC00322	0.0	0	3200	0.0	0.0	0.0
LINC01679	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
AP001046.1	0.0	0	3200	0.0	0.0	0.0
SIK1	15.0	14	3200	0.004375	0.0046875	0.004676547883901846
LINC00319	0.0	0	3200	0.0	0.0	0.0
LINC00313	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AP001048.1	0.0	0	3200	0.0	0.0	0.0
HSF2BP	22.0	22	3200	0.006875	0.006875	0.0068514749491017735
H2BFS	0.0	0	3200	0.0	0.0	0.0
RRP1B	428.0	358	3200	0.111875	0.13375	0.1255307224472093
PDXK	2347.0	1406	3200	0.439375	0.7334375	0.5501064312674167
AP001053.1	0.0	0	3200	0.0	0.0	0.0
CSTB	7251.0	2135	3200	0.6671875	2.2659375	1.183546857806686
RRP1	640.0	526	3200	0.164375	0.2	0.18232155679395462
AATBC	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AGPAT3	915.0	717	3200	0.2240625	0.2859375	0.25148802432335227
TRAPPC10	60.0	58	3200	0.018125	0.01875	0.01857638557293541
PWP2	74.0	67	3200	0.0209375	0.023125	0.0228616691432623
GATD3A	189.0	164	3200	0.05125	0.0590625	0.05738408281923342
LINC01678	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
AP001056.2	0.0	0	3200	0.0	0.0	0.0
AP001056.1	0.0	0	3200	0.0	0.0	0.0
AP001057.1	9.0	9	3200	0.0028125	0.0028125	0.002808552322038955
ICOSLG	80.0	78	3200	0.024375	0.025	0.0246926125903715
AP001059.3	9.0	9	3200	0.0028125	0.0028125	0.002808552322038955
AP001059.2	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
DNMT3L	0.0	0	3200	0.0	0.0	0.0
AP001059.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AIRE	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
PFKL	2632.0	1538	3200	0.480625	0.8225	0.6002091849006762
AP001062.3	14.0	14	3200	0.004375	0.004375	0.004365457509639981
CFAP410	735.0	589	3200	0.1840625	0.2296875	0.20676007206368568
AP001062.1	66.0	63	3200	0.0196875	0.020625	0.020415184742592508
AP001062.2	0.0	0	3200	0.0	0.0	0.0
AP001063.1	0.0	0	3200	0.0	0.0	0.0
TRPM2	88.0	85	3200	0.0265625	0.0275	0.02712866738825262
TRPM2-AS	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
LRRC3-DT	0.0	0	3200	0.0	0.0	0.0
LRRC3	18.0	16	3200	0.005	0.005625	0.005609238764510603
AP001065.3	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
LINC02575	0.0	0	3200	0.0	0.0	0.0
AP001065.4	0.0	0	3200	0.0	0.0	0.0
TSPEAR	9.0	8	3200	0.0025	0.0028125	0.002808552322038955
TSPEAR-AS1	0.0	0	3200	0.0	0.0	0.0
TSPEAR-AS2	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
AP001066.1	0.0	0	3200	0.0	0.0	0.0
KRTAP10-1	0.0	0	3200	0.0	0.0	0.0
KRTAP10-2	0.0	0	3200	0.0	0.0	0.0
KRTAP10-3	0.0	0	3200	0.0	0.0	0.0
KRTAP10-4	0.0	0	3200	0.0	0.0	0.0
KRTAP10-5	0.0	0	3200	0.0	0.0	0.0
KRTAP10-6	0.0	0	3200	0.0	0.0	0.0
KRTAP10-7	0.0	0	3200	0.0	0.0	0.0
KRTAP10-8	0.0	0	3200	0.0	0.0	0.0
KRTAP10-9	0.0	0	3200	0.0	0.0	0.0
KRTAP10-10	0.0	0	3200	0.0	0.0	0.0
KRTAP10-11	0.0	0	3200	0.0	0.0	0.0
KRTAP12-4	0.0	0	3200	0.0	0.0	0.0
KRTAP12-3	0.0	0	3200	0.0	0.0	0.0
KRTAP12-2	0.0	0	3200	0.0	0.0	0.0
KRTAP12-1	0.0	0	3200	0.0	0.0	0.0
KRTAP10-12	0.0	0	3200	0.0	0.0	0.0
UBE2G2	918.0	723	3200	0.2259375	0.286875	0.2522167987999168
LINC01424	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
SUMO3	2257.0	1225	3200	0.3828125	0.7053125	0.533748378398414
PTTG1IP	3903.0	1777	3200	0.5553125	1.2196875	0.797366420209992
ITGB2	1136.0	694	3200	0.216875	0.355	0.3038014543316642
ITGB2-AS1	43.0	41	3200	0.0128125	0.0134375	0.013348017519500054
AL844908.2	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
LINC01547	55.0	54	3200	0.016875	0.0171875	0.017041465854851702
AL844908.1	11.0	10	3200	0.003125	0.0034375	0.003431605301696017
FAM207A	847.0	594	3200	0.185625	0.2646875	0.23482505608804768
AP001505.1	52.0	51	3200	0.0159375	0.01625	0.016119381879883297
LINC00163	0.0	0	3200	0.0	0.0	0.0
LINC00165	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
PICSAR	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
ADARB1	222.0	210	3200	0.065625	0.069375	0.06707436566432087
AL133499.1	0.0	0	3200	0.0	0.0	0.0
LINC00334	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
POFUT2	543.0	454	3200	0.141875	0.1696875	0.15673661911661105
LINC00205	184.0	173	3200	0.0540625	0.0575	0.05590763193829598
BX322557.2	0.0	0	3200	0.0	0.0	0.0
LINC00315	0.0	0	3200	0.0	0.0	0.0
BX322557.1	0.0	0	3200	0.0	0.0	0.0
LINC00316	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
BX322559.1	0.0	0	3200	0.0	0.0	0.0
BX322562.1	42.0	41	3200	0.0128125	0.013125	0.013039613507803496
COL18A1	3806.0	1686	3200	0.526875	1.189375	0.7836161149696143
COL18A1-AS2	0.0	0	3200	0.0	0.0	0.0
COL18A1-AS1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
SLC19A1	332.0	285	3200	0.0890625	0.10375	0.0987134729360327
LINC01694	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
AL133493.1	0.0	0	3200	0.0	0.0	0.0
AL133493.2	0.0	0	3200	0.0	0.0	0.0
PCBP3	28.0	28	3200	0.00875	0.00875	0.008711940602021502
AL133492.1	0.0	0	3200	0.0	0.0	0.0
AL592528.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AJ011931.2	0.0	0	3200	0.0	0.0	0.0
AJ011931.1	0.0	0	3200	0.0	0.0	0.0
AJ239328.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AJ011932.1	39.0	38	3200	0.011875	0.0121875	0.012113830383511383
COL6A1	5863.0	1354	3200	0.423125	1.8321875	1.041049381266964
AP001476.1	0.0	0	3200	0.0	0.0	0.0
AP001476.3	0.0	0	3200	0.0	0.0	0.0
AP001476.2	0.0	0	3200	0.0	0.0	0.0
AP001471.1	0.0	0	3200	0.0	0.0	0.0
COL6A2	9361.0	1840	3200	0.575	2.9253125	1.3674459658994351
FTCD	13.0	12	3200	0.00375	0.0040625	0.004054270328040545
FTCD-AS1	0.0	0	3200	0.0	0.0	0.0
SPATC1L	304.0	267	3200	0.0834375	0.095	0.09075436326846414
AP001468.1	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
LSS	375.0	340	3200	0.10625	0.1171875	0.11081436634029011
AP001469.1	0.0	0	3200	0.0	0.0	0.0
MCM3AP-AS1	13.0	12	3200	0.00375	0.0040625	0.004054270328040545
MCM3AP	668.0	543	3200	0.1696875	0.20875	0.189586767785367
AP001469.2	0.0	0	3200	0.0	0.0	0.0
AP001469.3	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
YBEY	536.0	452	3200	0.14125	0.1675	0.15486471056091533
C21orf58	66.0	60	3200	0.01875	0.020625	0.020415184742592508
PCNT	391.0	338	3200	0.105625	0.1221875	0.11527990543826493
AP000471.1	0.0	0	3200	0.0	0.0	0.0
DIP2A	338.0	302	3200	0.094375	0.105625	0.10041078593191266
DIP2A-IT1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
S100B	307.0	188	3200	0.05875	0.0959375	0.09161016135236018
PRMT2	1541.0	1072	3200	0.335	0.4815625	0.3930972741143004
CU104787.1	0.0	0	3200	0.0	0.0	0.0
AP000542.3	0.0	0	3200	0.0	0.0	0.0
AP000542.2	0.0	0	3200	0.0	0.0	0.0
OR11H1	0.0	0	3200	0.0	0.0	0.0
AP000534.1	0.0	0	3200	0.0	0.0	0.0
AP000532.2	0.0	0	3200	0.0	0.0	0.0
POTEH	0.0	0	3200	0.0	0.0	0.0
POTEH-AS1	0.0	0	3200	0.0	0.0	0.0
AP000527.1	0.0	0	3200	0.0	0.0	0.0
DUXAP8	187.0	155	3200	0.0484375	0.0584375	0.0567937640299538
AP000525.1	49.0	49	3200	0.0153125	0.0153125	0.015196446881282388
AC145543.1	0.0	0	3200	0.0	0.0	0.0
AP000547.2	0.0	0	3200	0.0	0.0	0.0
CCT8L2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AP000547.4	0.0	0	3200	0.0	0.0	0.0
AP000547.3	113.0	104	3200	0.0325	0.0353125	0.03470331351207794
AP000365.1	0.0	0	3200	0.0	0.0	0.0
ANKRD62P1-PARP4P3	0.0	0	3200	0.0	0.0	0.0
AC005301.2	0.0	0	3200	0.0	0.0	0.0
LINC01665	0.0	0	3200	0.0	0.0	0.0
XKR3	0.0	0	3200	0.0	0.0	0.0
AC007064.2	0.0	0	3200	0.0	0.0	0.0
IGKV1OR22-5	0.0	0	3200	0.0	0.0	0.0
IGKV2OR22-4	0.0	0	3200	0.0	0.0	0.0
IGKV2OR22-3	0.0	0	3200	0.0	0.0	0.0
IGKV3OR22-2	0.0	0	3200	0.0	0.0	0.0
IGKV1OR22-1	0.0	0	3200	0.0	0.0	0.0
GAB4	0.0	0	3200	0.0	0.0	0.0
AC006946.2	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
AC006946.3	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
IL17RA	374.0	344	3200	0.1075	0.116875	0.11053460693155544
TMEM121B	7.0	7	3200	0.0021875	0.0021875	0.002185110905337002
LINC01664	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
HDHD5	410.0	342	3200	0.106875	0.128125	0.12055696253910868
HDHD5-AS1	47.0	44	3200	0.01375	0.0146875	0.014580683315028037
ADA2	534.0	423	3200	0.1321875	0.166875	0.15432923531385
CECR3	0.0	0	3200	0.0	0.0	0.0
CECR2	21.0	19	3200	0.0059375	0.0065625	0.00654106054338091
AC007666.2	0.0	0	3200	0.0	0.0	0.0
SLC25A18	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
AC007666.1	0.0	0	3200	0.0	0.0	0.0
ATP6V1E1	2167.0	1228	3200	0.38375	0.6771875	0.517118283389011
BCL2L13	658.0	517	3200	0.1615625	0.205625	0.1869981046778565
BID	1273.0	809	3200	0.2528125	0.3978125	0.3349085146450302
LINC00528	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
MICAL3	421.0	380	3200	0.11875	0.1315625	0.12359942097782328
AC016026.2	0.0	0	3200	0.0	0.0	0.0
AC016027.3	0.0	0	3200	0.0	0.0	0.0
AC016027.2	0.0	0	3200	0.0	0.0	0.0
LINC01634	0.0	0	3200	0.0	0.0	0.0
AC016027.1	18.0	18	3200	0.005625	0.005625	0.005609238764510603
PEX26	412.0	363	3200	0.1134375	0.12875	0.12111082574905813
TUBA8	31.0	28	3200	0.00875	0.0096875	0.00964087703668034
AC008079.1	4.0	4	3200	0.00125	0.00125	0.0012492194004319248
USP18	537.0	409	3200	0.1278125	0.1678125	0.155132340697666
FAM230D	0.0	0	3200	0.0	0.0	0.0
FAM230J	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC011718.1	0.0	0	3200	0.0	0.0	0.0
FAM230A	0.0	0	3200	0.0	0.0	0.0
AC023490.2	0.0	0	3200	0.0	0.0	0.0
AC023490.4	0.0	0	3200	0.0	0.0	0.0
GGTLC3	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
TMEM191B	171.0	158	3200	0.049375	0.0534375	0.05205862644624281
RIMBP3	0.0	0	3200	0.0	0.0	0.0
AC023490.5	0.0	0	3200	0.0	0.0	0.0
FAM230E	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
FAM230F	0.0	0	3200	0.0	0.0	0.0
AC008103.1	0.0	0	3200	0.0	0.0	0.0
DGCR6	263.0	235	3200	0.0734375	0.0821875	0.07898445561460404
PRODH	13.0	13	3200	0.0040625	0.0040625	0.004054270328040545
AC007326.5	5.0	5	3200	0.0015625	0.0015625	0.0015612805669524994
AC007326.2	0.0	0	3200	0.0	0.0	0.0
DGCR9	10.0	10	3200	0.003125	0.003125	0.003120127336243634
DGCR10	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
DGCR2	1225.0	897	3200	0.2803125	0.3828125	0.324119468654212
DGCR11	31.0	30	3200	0.009375	0.0096875	0.00964087703668034
AC004461.2	0.0	0	3200	0.0	0.0	0.0
AC004471.1	0.0	0	3200	0.0	0.0	0.0
AC004471.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
ESS2	442.0	376	3200	0.1175	0.138125	0.12938217149973535
TSSK2	0.0	0	3200	0.0	0.0	0.0
GSC2	0.0	0	3200	0.0	0.0	0.0
LINC01311	25.0	25	3200	0.0078125	0.0078125	0.007782140442054949
SLC25A1	1855.0	1155	3200	0.3609375	0.5796875	0.4572270426667539
CLTCL1	165.0	149	3200	0.0465625	0.0515625	0.05027715329101026
AC000072.1	3.0	2	3200	0.000625	0.0009375	0.0009370608213402288
AC000085.1	0.0	0	3200	0.0	0.0	0.0
HIRA	946.0	703	3200	0.2196875	0.295625	0.258993204207907
C22orf39	1368.0	933	3200	0.2915625	0.4275	0.35592466254802824
MRPL40	2638.0	1297	3200	0.4053125	0.824375	0.6012374626262421
AC000068.1	13.0	13	3200	0.0040625	0.0040625	0.004054270328040545
UFD1	1658.0	931	3200	0.2909375	0.518125	0.41747602077429985
AC000068.3	9.0	9	3200	0.0028125	0.0028125	0.002808552322038955
AC000068.2	11.0	11	3200	0.0034375	0.0034375	0.003431605301696017
CDC45	174.0	140	3200	0.04375	0.054375	0.052948174318095696
AC000082.1	4.0	3	3200	0.0009375	0.00125	0.0012492194004319248
CLDN5	1624.0	895	3200	0.2796875	0.5075	0.4104526496192034
LINC00895	0.0	0	3200	0.0	0.0	0.0
AC000067.1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
SEPTIN5	83.0	76	3200	0.02375	0.0259375	0.025606828713774753
GP1BB	153.0	145	3200	0.0453125	0.0478125	0.04670465767841062
TBX1	86.0	79	3200	0.0246875	0.026875	0.026520209809395474
GNB1L	157.0	142	3200	0.044375	0.0490625	0.04789690819221701
RTL10	411.0	360	3200	0.1125	0.1284375	0.12083393248963985
TXNRD2	979.0	594	3200	0.185625	0.3059375	0.2669211736600975
COMT	2514.0	1249	3200	0.3903125	0.785625	0.5797684940029004
ARVCF	522.0	447	3200	0.1396875	0.163125	0.15111034841437815
TANGO2	570.0	458	3200	0.143125	0.178125	0.16392419165423855
AC006547.1	0.0	0	3200	0.0	0.0	0.0
AC006547.3	21.0	21	3200	0.0065625	0.0065625	0.00654106054338091
DGCR8	343.0	310	3200	0.096875	0.1071875	0.10182301607765408
AC006547.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
TRMT2A	672.0	543	3200	0.1696875	0.21	0.1906203596086497
RANBP1	3210.0	1139	3200	0.3559375	1.003125	0.6947084611268979
ZDHHC8	524.0	455	3200	0.1421875	0.16375	0.1516475496091398
CCDC188	18.0	16	3200	0.005	0.005625	0.005609238764510603
AC007663.2	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
LINC00896	27.0	27	3200	0.0084375	0.0084375	0.00840210326414391
RTN4R	204.0	186	3200	0.058125	0.06375	0.06180040090544684
DGCR6L	2382.0	1333	3200	0.4165625	0.744375	0.5563963253084496
AC007663.4	2.0	2	3200	0.000625	0.000625	0.0006248047688420805
AC007663.3	15.0	15	3200	0.0046875	0.0046875	0.004676547883901846
FAM230G	0.0	0	3200	0.0	0.0	0.0
AC007731.2	0.0	0	3200	0.0	0.0	0.0
AC007731.5	0.0	0	3200	0.0	0.0	0.0
USP41	0.0	0	3200	0.0	0.0	0.0
ZNF74	113.0	106	3200	0.033125	0.0353125	0.03470331351207794
SCARF2	125.0	120	3200	0.0375	0.0390625	0.0383188643021366
KLHL22	570.0	479	3200	0.1496875	0.178125	0.16392419165423855
MED15	1423.0	973	3200	0.3040625	0.4446875	0.3678930352004075
AC007731.3	0.0	0	3200	0.0	0.0	0.0
PI4KA	1168.0	838	3200	0.261875	0.365	0.31115442863692305
SERPIND1	117.0	87	3200	0.0271875	0.0365625	0.035909950159234504
SNAP29	776.0	574	3200	0.179375	0.2425	0.21712547898864673
AC007308.1	0.0	0	3200	0.0	0.0	0.0
CRKL	516.0	434	3200	0.135625	0.16125	0.1494970111459112
LINC01637	80.0	78	3200	0.024375	0.025	0.0246926125903715
AIFM3	24.0	24	3200	0.0075	0.0075	0.007472014838700995
AC002470.1	34.0	33	3200	0.0103125	0.010625	0.01056895134923424
LZTR1	525.0	467	3200	0.1459375	0.1640625	0.15191604202584197
THAP7	868.0	664	3200	0.2075	0.27125	0.24000066838063264
THAP7-AS1	102.0	96	3200	0.03	0.031875	0.031377535692255404
P2RX6	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
SLC7A4	14.0	14	3200	0.004375	0.004375	0.004365457509639981
AC002472.1	0.0	0	3200	0.0	0.0	0.0
LRRC74B	0.0	0	3200	0.0	0.0	0.0
AP000550.1	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
FAM230B	20.0	20	3200	0.00625	0.00625	0.006230549750636074
AP000550.2	0.0	0	3200	0.0	0.0	0.0
GGT2	466.0	362	3200	0.113125	0.145625	0.13595033961183242
FAM230H	0.0	0	3200	0.0	0.0	0.0
AP000552.2	0.0	0	3200	0.0	0.0	0.0
LINC01651	0.0	0	3200	0.0	0.0	0.0
AP000552.4	0.0	0	3200	0.0	0.0	0.0
RIMBP3B	0.0	0	3200	0.0	0.0	0.0
HIC2	69.0	63	3200	0.0196875	0.0215625	0.0213333179363927
TMEM191C	162.0	145	3200	0.0453125	0.050625	0.04938522518074301
RIMBP3C	8.0	8	3200	0.0025	0.0025	0.002496880198587199
UBE2L3	2990.0	1312	3200	0.41	0.934375	0.6597842768908239
YDJC	956.0	688	3200	0.215	0.29875	0.26140226343130013
CCDC116	7.0	6	3200	0.001875	0.0021875	0.002185110905337002
AP000553.3	0.0	0	3200	0.0	0.0	0.0
SDF2L1	2848.0	1401	3200	0.4378125	0.89	0.636576829071551
AP000553.2	13.0	13	3200	0.0040625	0.0040625	0.004054270328040545
PPIL2	713.0	595	3200	0.1859375	0.2228125	0.20115353342259454
YPEL1	148.0	139	3200	0.0434375	0.04625	0.04521234282154803
AP000553.9	0.0	0	3200	0.0	0.0	0.0
AP000553.8	0.0	0	3200	0.0	0.0	0.0
MAPK1	1943.0	1146	3200	0.358125	0.6071875	0.4744857569870983
PPM1F	597.0	475	3200	0.1484375	0.1865625	0.1710604714439844
AC245452.1	41.0	40	3200	0.0125	0.0128125	0.012731114353729464
TOP3B	294.0	269	3200	0.0840625	0.091875	0.08789640190618396
IGLVI-70	0.0	0	3200	0.0	0.0	0.0
IGLV4-69	3.0	3	3200	0.0009375	0.0009375	0.0009370608213402288
IGLVI-68	0.0	0	3200	0.0	0.0	0.0
AC245452.5	0.0	0	3200	0.0	0.0	0.0
IGLV10-54	0.0	0	3200	0.0	0.0	0.0
IGLV10-67	0.0	0	3200	0.0	0.0	0.0
IGLVIV-66-1	0.0	0	3200	0.0	0.0	0.0
IGLVV-66	0.0	0	3200	0.0	0.0	0.0
IGLVIV-65	0.0	0	3200	0.0	0.0	0.0
IGLVIV-64	0.0	0	3200	0.0	0.0	0.0
IGLVI-63	0.0	0	3200	0.0	0.0	0.0
IGLV1-62	0.0	0	3200	0.0	0.0	0.0
IGLV8-61	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
IGLV4-60	0.0	0	3200	0.0	0.0	0.0
IGLVIV-59	0.0	0	3200	0.0	0.0	0.0
IGLVV-58	0.0	0	3200	0.0	0.0	0.0
IGLV6-57	6.0	6	3200	0.001875	0.001875	0.0018732443816803477
IGLVI-56	0.0	0	3200	0.0	0.0	0.0
IGLV11-55	0.0	0	3200	0.0	0.0	0.0
IGLVIV-53	0.0	0	3200	0.0	0.0	0.0
VPREB1	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC245060.6	1.0	1	3200	0.0003125	0.0003125	0.00031245118204514246
AC245060.5	66.0	60	3200	0.01875	0.020625	0.020415184742592508
AC245060.2	0.0	0	3200	0.0	0.0	0.0
