target	mode	n	pooled_rho	pooled_p	sample_centered_rho	sample_centered_p	median_sample_rho	samples_rho_gt_0_2	class	neighbor_autocorr_pooled	neighbor_autocorr_weighted_sample	block_variance_fraction	target_sd	smoothness_expected_rho	smoothness_adjusted_residual
null_random_matched_022	raw_smoothed	3200	0.37882893409952173	9.81897574587575e-110	0.4458472043222073	3.972543193912407e-156	0.4409451295603717	14	random_matched	0.9216497947471969	0.9029000942412685	0.2697848742518298	0.19322743087065086	0.3537999576982632	0.09204724662394409
null_random_matched_023	raw_smoothed	3200	0.3152355530850481	9.26094769320349e-75	0.37416300434610883	6.922326637897392e-107	0.3879249905312194	14	random_matched	0.92658533246455	0.9056184212980246	0.26622037174921104	0.19685280863599727	0.36716745094631204	0.0069955533997967945
null_random_matched_024	raw_smoothed	3200	0.2902004975669834	3.9097170826255184e-63	0.3371541981915708	6.658799834589476e-86	0.39609863387759675	11	random_matched	0.925037496271552	0.8995658994719672	0.2980466120369267	0.17953189699266217	0.29889658804423436	0.03825761014733642
null_random_matched_025	raw_smoothed	3200	0.22740551212700158	8.255656100592112e-39	0.24608715050227337	2.36989322297902e-45	0.28542773053598075	11	random_matched	0.9272851099238976	0.9043559785744708	0.29942062654775187	0.19616697195827998	0.35418457892638416	-0.1080974284241108
null_random_matched_026	raw_smoothed	3200	0.2938707750855654	9.104472377464973e-65	0.34363084588447873	2.248768859708869e-89	0.398654725838613	11	random_matched	0.9317058517941634	0.9133226829878257	0.26399831645740934	0.19741898313099648	0.37013908629225595	-0.026508240407777217
null_random_matched_027	raw_smoothed	3200	0.2885440566733267	2.0949799324133804e-62	0.36542671649410763	1.1177071118287291e-101	0.39376442425611924	13	random_matched	0.9311526146693005	0.9147462698465464	0.2765859689823911	0.19988529201137958	0.37440385726700004	-0.008977140772892411
null_random_matched_028	raw_smoothed	3200	0.3566033182416044	1.4000064616635789e-96	0.4118656395147843	2.7967554261721373e-131	0.39896235934596436	15	random_matched	0.9224097002716267	0.9010525835683215	0.25590567739698983	0.18833320472305712	0.3418285129678947	0.0700371265468896
null_random_matched_029	raw_smoothed	3200	0.29512155383859917	2.4960271262512904e-65	0.34621639028798373	8.766443819139222e-91	0.32155671641958233	13	random_matched	0.9193248670574115	0.8942625014725823	0.2653393213258154	0.20574713495384983	0.3965756681933195	-0.050359277905335786
null_random_matched_030	raw_smoothed	3200	0.337425546075734	4.782085749850412e-86	0.39613913383510985	1.0232112786513431e-120	0.3748776742711127	14	random_matched	0.9310901807217071	0.9107331385108088	0.2473478270269418	0.18655622465780744	0.3391075266922339	0.05703160714287597
null_random_matched_031	raw_smoothed	3200	0.1919310974285639	6.2865790596898365e-28	0.23337016524554388	7.763648447843393e-41	0.23995075352659778	9	random_matched	0.9087431486708152	0.8856387445747979	0.279408424287765	0.16910372076527713	0.2694054701740479	-0.03603530492850404
null_random_matched_032	raw_smoothed	3200	0.26259153486692777	1.2971460716329968e-51	0.3100421339980356	2.9730754519437775e-72	0.3480177802034844	13	random_matched	0.923268994072341	0.9000282285948719	0.248242310402274	0.18815184091287188	0.34362868461222573	-0.033586550614190136
null_random_matched_033	raw_smoothed	3200	0.3512447884962563	1.4585104868067025e-93	0.4401662272810964	8.985908743901685e-152	0.4282371318679806	14	random_matched	0.9275531032170927	0.9123569810633447	0.2827355056003811	0.20169932759671316	0.3783710170741471	0.06179521020694928
null_random_matched_034	raw_smoothed	3200	0.32993198214524694	3.956413422975925e-82	0.3780597656242419	2.916146498587446e-109	0.3429325834886541	12	random_matched	0.9233735462729543	0.8963205953557982	0.26962769178991874	0.20836961568358078	0.404050264806822	-0.025990499182580118
null_random_matched_035	raw_smoothed	3200	0.3425320355565704	8.846221641882685e-89	0.41275455579492953	6.798710815870607e-132	0.4012542163156378	14	random_matched	0.9201848855166854	0.8980394234748887	0.23801195326557348	0.1842841433831328	0.33390638599697237	0.07884816979795717
null_random_matched_036	raw_smoothed	3200	0.21278407851753076	4.391409405858829e-34	0.28134462646114533	2.7107130828466756e-59	0.2919340857063787	10	random_matched	0.9170394585735263	0.8893179758263459	0.2798531137248436	0.18209939571548325	0.3127959762442344	-0.031451349783089055
null_random_matched_037	raw_smoothed	3200	0.32666423287354324	1.8688395467097163e-80	0.3658309647045579	6.4697867116243154e-102	0.32322628032588707	15	random_matched	0.9248429681879864	0.9022927921502873	0.2806956410871947	0.2011442239535477	0.3766877425274612	-0.010856777822903285
null_random_matched_038	raw_smoothed	3200	0.31477251738524087	1.5566252537715474e-74	0.376907393444829	1.48145027028174e-108	0.38706087981694515	14	random_matched	0.9131237500930032	0.8946008067751512	0.23785303934898333	0.1801794145238862	0.32009761226643246	0.05680978117839652
null_random_matched_039	raw_smoothed	3200	0.11512890416814293	6.495826263704585e-11	0.16626599005686385	2.8601934583052306e-21	0.14619595283271936	6	random_matched	0.9148835483828076	0.8952116324750375	0.24737706205853116	0.17695975208707576	0.3063351677960343	-0.14006917773917046
null_random_matched_040	raw_smoothed	3200	0.27685541962698834	2.1242373024701228e-57	0.3331017852294465	8.984007792801725e-84	0.2904555327946967	12	random_matched	0.9158742994690404	0.8967186668289477	0.23892727722954854	0.1744542972008062	0.30075559277391956	0.032346192455526945
null_random_matched_041	raw_smoothed	3200	0.3681776439573787	2.6654852072817357e-103	0.40733968949381877	3.5097300345472847e-128	0.4214704270615078	14	random_matched	0.9247227859474824	0.9058857871389074	0.26625447544889524	0.1876519175261596	0.3364736993609878	0.07086599013283096
null_random_matched_042	raw_smoothed	3200	0.22988039456976667	1.2101454634050624e-39	0.2938202336921456	9.591906647535646e-65	0.27032066480586303	9	random_matched	0.9216392741134376	0.898625439193645	0.2536255082082917	0.19002664851741116	0.3480915603125405	-0.05427132662039491
null_random_matched_043	raw_smoothed	3200	0.16332016335650537	1.4356334217749064e-20	0.21231415063216216	6.149495710446578e-34	0.18329907689170125	8	random_matched	0.9092339486206232	0.8843612851860324	0.23682635949969558	0.15427554998497905	0.23351368245849605	-0.021199531826333884
null_random_matched_044	raw_smoothed	3200	0.36568025396688847	7.933247554446909e-102	0.43784598514176243	5.108633579600718e-150	0.4721118646378609	14	random_matched	0.9192534129554878	0.8982828928553178	0.23242964249863102	0.17772614846242557	0.31382755650997696	0.12401842863178547
null_random_matched_045	raw_smoothed	3200	0.26389994424197744	3.952355870792431e-52	0.34375975882500964	1.9142712711254224e-89	0.35147474982905924	12	random_matched	0.9134937123087948	0.8921337257579364	0.3095497246934501	0.19188306604529173	0.3360597550699004	0.007700003755109264
null_random_matched_046	raw_smoothed	3200	0.34632962305922793	7.599865719838149e-91	0.3833617009008457	1.513896974684514e-112	0.3587282593945603	13	random_matched	0.9164132531150446	0.897102726688699	0.2759299725156627	0.18691822754045853	0.3305039173012365	0.05285778359960919
null_random_matched_047	raw_smoothed	3200	0.20146665277816386	1.1688364059583194e-30	0.2568223118879641	2.2596328562585825e-49	0.24299226770218502	8	random_matched	0.9212241567251058	0.8959807332534788	0.26031937073684863	0.1844130783019231	0.3270923412696322	-0.0702700293816681
null_random_matched_048	raw_smoothed	3200	0.3616915179697792	1.682978249404051e-99	0.4124246197318814	1.1498065599635924e-131	0.36830962146690244	13	random_matched	0.9128047171031196	0.8942289293223488	0.27818305087222533	0.19363611193170957	0.3520558292479759	0.06036879048390548
null_random_matched_049	raw_smoothed	3200	0.2600645191271197	1.2634702810816428e-50	0.3043836738368401	1.4032804698597275e-69	0.2734044839656503	11	random_matched	0.9245046878289602	0.9059721644778338	0.2147527040369931	0.1892506263256631	0.35830737661956535	-0.053923702782725236
null_random_matched_050	raw_smoothed	3200	0.21357201444186477	2.4924328569296138e-34	0.2453256392241602	4.493943807927077e-45	0.2653745330173516	9	random_matched	0.9213211957560368	0.9004564482676389	0.2860107809348263	0.1723739123164712	0.27891431329060046	-0.033588674066440255
null_random_matched_051	raw_smoothed	3200	0.3870980547448107	6.736603397801652e-115	0.4465250371357303	1.1856311081746728e-156	0.44181762209444664	16	random_matched	0.9248195247210793	0.9091421337741223	0.25829378732178965	0.19955432172492424	0.3788887374313933	0.06763629970433699
null_random_matched_052	raw_smoothed	3200	0.2540932323097174	2.4803309490215944e-48	0.29973018702529663	2.0046165980930588e-67	0.3338324476011524	11	random_matched	0.9122100075018654	0.8938847895538342	0.25777118353001527	0.1744962782953963	0.2947234788371502	0.005006708188146414
null_random_matched_053	raw_smoothed	3200	0.26297147668133164	9.192067168120842e-52	0.3321612896537472	2.774848588379753e-83	0.32717976565791207	11	random_matched	0.9036641343341472	0.8869703491039648	0.24609176976508565	0.1718323460012672	0.2892440388465393	0.042917250807207874
null_random_matched_054	raw_smoothed	3200	0.16389902982633542	1.0480584493715636e-20	0.20302122293569688	4.066087439264357e-31	0.15619652074602425	8	random_matched	0.9206616719506072	0.9060676768667	0.2652866665304905	0.18522079027656618	0.3286818023503426	-0.12566057941464573
null_random_matched_055	raw_smoothed	3200	0.14022498626768298	1.6045094353987122e-15	0.18579670785577912	3.026359056845396e-26	0.07988444507997988	6	random_matched	0.9235095225876017	0.909306631072034	0.31140075324305644	0.17871429726448806	0.2923607669553863	-0.1065640590996072
null_random_matched_056	raw_smoothed	3200	0.33896130539047936	7.296866380385789e-87	0.3985470042895405	2.687870171686395e-122	0.42453868957644947	13	random_matched	0.9282981090219171	0.9084381875263867	0.2553452484919334	0.20052535705094504	0.383038782390781	0.0155082218987595
null_random_matched_057	raw_smoothed	3200	0.2630607009499936	8.477183725783005e-52	0.31204957372364145	3.238236428321976e-73	0.3209899725070979	12	random_matched	0.9211954034594206	0.9074892597560924	0.2764487231748225	0.19391121084745083	0.35416776690935303	-0.04211819318571158
null_random_matched_058	raw_smoothed	3200	0.14373064623916876	3.0862143968207876e-16	0.18596691083449568	2.722804296384901e-26	0.2135192896677261	9	random_matched	0.9184000056884298	0.902109910333431	0.3447669521215978	0.1781208481941645	0.27934715043057423	-0.09338023959607855
null_random_matched_059	raw_smoothed	3200	0.3311595441761844	9.183605971536126e-83	0.389276019503773	2.7761262519433034e-116	0.37269140483953045	14	random_matched	0.9313613381006394	0.9105546847462541	0.27807009228060553	0.20590066445716315	0.3937948990155761	-0.004518879511803131
null_random_matched_060	raw_smoothed	3200	0.32200430563077126	4.204058812464581e-78	0.38445421557092235	3.1306849150607743e-113	0.41786276242309317	14	random_matched	0.928532804859165	0.9088747792140343	0.24954214150677656	0.1865867384557167	0.33841698504494455	0.0460372305259778
null_random_matched_061	raw_smoothed	3200	0.38506848478493416	1.2872204620168485e-113	0.44123907089271863	1.372662648668331e-152	0.4362311548651136	16	random_matched	0.926008716447931	0.9094949742973903	0.26350443468392715	0.20279025447820145	0.3880323776540564	0.05320669323866223
null_random_matched_062	raw_smoothed	3200	0.2773148931275965	1.3644632165118283e-57	0.3261574750710361	3.383557116180829e-80	0.39901896108401713	12	random_matched	0.9208846586255691	0.9062749074733469	0.2758583526980373	0.185826434244858	0.32732621345237556	-0.0011687383813394625
null_random_matched_063	raw_smoothed	3200	0.3421984591688674	1.3392315040645311e-88	0.37893196687777975	8.484837201349725e-110	0.39828309439458354	14	random_matched	0.9330563922651577	0.9140112980451055	0.2982124802274941	0.20879924228005273	0.3971799349794514	-0.018247968101671674
null_random_matched_064	raw_smoothed	3200	0.2746648652591392	1.7324050069014136e-56	0.34023770982432217	1.5170520791586594e-87	0.314334344557713	11	random_matched	0.9260265862298169	0.9046609260396175	0.2428314815643854	0.1941487798604925	0.36559167923175273	-0.025353969407430565
null_random_matched_065	raw_smoothed	3200	0.272414681578053	1.4662383327136613e-55	0.32593202126248805	4.4046304676383245e-80	0.3747602348302014	12	random_matched	0.9297556729343153	0.909231712191806	0.24204016876893575	0.19631939820066444	0.37330682341665256	-0.04737480215416451
null_random_matched_066	raw_smoothed	3200	0.3309391732083234	1.19425018486406e-82	0.39235455275151687	2.936198762131014e-118	0.40493187211129933	13	random_matched	0.917764005339529	0.9022684043243479	0.24353068267213138	0.1886723591330994	0.346982242866146	0.04537230988537089
null_random_matched_067	raw_smoothed	3200	0.26211175036870515	2.0022520932159177e-51	0.3013055830054713	3.77528762303405e-68	0.3798445426476563	13	random_matched	0.9226978580367359	0.9043122419534728	0.29437714933901854	0.19416898374290953	0.34913227088811905	-0.04782668788264777
null_random_matched_068	raw_smoothed	3200	0.3226844686134302	1.9184169895689585e-78	0.3803677958085211	1.1025936221680461e-110	0.35520744084556555	14	random_matched	0.9236472110366893	0.907288575851621	0.2759983603266913	0.19126258858739975	0.345466106999	0.0349016888095211
null_random_matched_069	raw_smoothed	3200	0.3135858841541288	5.865651903016705e-74	0.32703364371797594	1.2115228362817534e-80	0.3246659497794552	12	random_matched	0.9222594679802101	0.9008846320288949	0.19837510657049787	0.19317963192789828	0.3764158880703895	-0.04938224435241356
null_random_matched_070	raw_smoothed	3200	0.26153441136594807	3.3718018387105407e-51	0.31619448183742116	3.150021876206108e-75	0.2583054339739319	9	random_matched	0.9226160882324923	0.9017735767927765	0.263343141109256	0.18000860598816854	0.3117087791126504	0.004485702724770779
null_random_matched_071	raw_smoothed	3200	0.2904652154730468	2.9866374050496895e-63	0.3401770019284219	1.634996874139782e-87	0.3635786707018943	12	random_matched	0.9355216051814126	0.9102531284071269	0.2587481207564452	0.2161234393182688	0.4340740601934253	-0.09389705826500344
null_random_matched_072	raw_smoothed	3200	0.2663389219228152	4.235681581940263e-53	0.3092617336706777	7.00668094229045e-72	0.2816755198997192	9	random_matched	0.9285886017945049	0.909948747825619	0.2583159876855107	0.18510214028517508	0.3307055910660743	-0.02144385739539656
null_random_matched_073	raw_smoothed	3200	0.24789489121579814	5.142411604722005e-46	0.2787198527268415	3.506238472691756e-58	0.24798124532221877	9	random_matched	0.9217470812872847	0.9046889590133835	0.24611695961563596	0.1846734290983075	0.33292934604579766	-0.05420949331895614
null_random_matched_074	raw_smoothed	3200	0.14024571062648672	1.5891414331046524e-15	0.20634077943739484	4.142838663766871e-32	0.1500524999637437	7	random_matched	0.9155901667184011	0.8961361051719007	0.21821472676902728	0.16723965111485634	0.2832924797850569	-0.07695170034766205
null_random_matched_075	raw_smoothed	3200	0.37749258798208685	6.495128840448532e-109	0.4297219783456618	5.56555233621939e-144	0.4472120582912839	13	random_matched	0.9389596594139805	0.9272203045218846	0.2672661425670073	0.20856230378868446	0.4069377318582091	0.022784246487452697
null_random_matched_076	raw_smoothed	3200	0.33080246300366817	1.4054661262083563e-82	0.3799783274057591	1.9197569727206575e-110	0.36036631250912954	11	random_matched	0.9293738298775975	0.9110650969025277	0.25158015338317324	0.20353756052250532	0.39442047067729397	-0.014442143271534869
null_random_matched_077	raw_smoothed	3200	0.3303989400692772	2.271778030809193e-82	0.40774445276678173	1.8625451287148476e-128	0.4270920874667592	14	random_matched	0.926380235429237	0.9082475852497929	0.2712666473958136	0.21139519924953357	0.41419360083681434	-0.0064491480700326065
null_random_matched_078	raw_smoothed	3200	0.3208038109632542	1.6707241960133942e-77	0.36504039061902793	1.883300006386884e-101	0.37522034271415033	12	random_matched	0.9268734683644148	0.9038707438392117	0.24345114584982738	0.1856864123391425	0.337123276177069	0.027917114441958935
null_random_matched_079	raw_smoothed	3200	0.33080409943171035	1.402729771814157e-82	0.42069618382485285	1.8265315883768067e-137	0.4341545761711029	15	random_matched	0.9208315613725642	0.9008077486345678	0.25674782647578526	0.18573156700554788	0.33286748478238826	0.0878286990424646
null_random_matched_080	raw_smoothed	3200	0.32492620047302334	1.4246324024179756e-79	0.4071289932446036	4.879314838678151e-128	0.4414513676493166	14	random_matched	0.9309104670275109	0.9055125745597326	0.281987924972323	0.20622255374350196	0.3933710543028271	0.013757938941776515
null_random_matched_081	raw_smoothed	3200	0.22013693529556522	2.0361213389613045e-36	0.2602275822112517	1.091697456457318e-50	0.22786938172031818	9	random_matched	0.9165242791508642	0.8957643190218552	0.23907776130573324	0.17046691009055875	0.2873588409459279	-0.0271312587346762
null_random_matched_082	raw_smoothed	3200	0.22190996289119996	5.409233088520367e-37	0.28273381170017653	6.914584230523282e-60	0.2320252032120347	10	random_matched	0.9244429631587623	0.8998355977970702	0.2851983151420324	0.19029120000319985	0.33891969935464794	-0.05618588765447141
null_random_matched_083	raw_smoothed	3200	0.3126322133404669	1.696016876522185e-73	0.3873132137131967	4.921357677757084e-115	0.396518174291804	13	random_matched	0.914770302849223	0.9038064121018783	0.20851794747250973	0.17905347830931148	0.3261806682535081	0.0611325454596886
null_random_matched_084	raw_smoothed	3200	0.25586119109846306	5.271111767353577e-49	0.31042914776677444	1.9415698653249033e-72	0.30527495100461377	11	random_matched	0.9188882989130915	0.9074336802858671	0.2561169681814662	0.18417883771500762	0.3282085098514479	-0.017779362084673456
null_random_matched_085	raw_smoothed	3200	0.3544420584983149	2.3460713845273716e-95	0.39163455927539575	8.545451558779346e-118	0.3998334675734381	14	random_matched	0.9229163110647204	0.9077256681924502	0.2588418822027488	0.19601063997672752	0.36682264929062464	0.02481190998477112
null_random_matched_086	raw_smoothed	3200	0.3670899888408404	1.1727281868795028e-102	0.42266840315157495	7.157096354612311e-139	0.4092831902820513	14	random_matched	0.9250399797085571	0.9089373590775477	0.2720655691297988	0.19502974870635362	0.35937305968988087	0.06329534346169408
null_random_matched_087	raw_smoothed	3200	0.2992989143849636	3.160361974677792e-67	0.3400262740864164	1.9688763351936468e-87	0.30662613774154257	13	random_matched	0.9284281950373718	0.9051405583675538	0.25403378643331725	0.20170180159028808	0.3872248330711871	-0.04719855898477071
null_random_matched_088	raw_smoothed	3200	0.2218028266656154	5.862242070902481e-37	0.2715199827499684	3.408539431495674e-55	0.20129559556241905	8	random_matched	0.9193028843278792	0.900523337446733	0.2855621414812687	0.18197306112422412	0.31108559298101884	-0.03956561023105043
null_random_matched_089	raw_smoothed	3200	0.2810533252131288	3.6063342107239993e-59	0.3397388193230161	2.805438038550093e-87	0.3691075541814083	12	random_matched	0.9174791494145493	0.89139749016009	0.2413191623474063	0.17162569978692052	0.29029651818374	0.04944230113927606
null_random_matched_090	raw_smoothed	3200	0.19130683729660214	9.38158061702543e-28	0.28468964897662946	9.969017112709887e-61	0.13505193492001116	6	random_matched	0.9099970440793592	0.8876895047726936	0.26053212106063656	0.1623416104204201	0.25299077287653504	0.03169887610009442
null_random_matched_091	raw_smoothed	3200	0.2596707593175283	1.7973250780669345e-50	0.31731445926021534	8.894560086604567e-76	0.33069996425592096	13	random_matched	0.9225155958925335	0.9005949284978791	0.26189975671773363	0.18401759604098314	0.3254889847257854	-0.00817452546557007
null_random_matched_092	raw_smoothed	3200	0.22824253649122347	4.3233966073852776e-39	0.3000072513623333	1.4956835136455027e-67	0.30578557449467686	12	random_matched	0.9300581095891243	0.910116328486036	0.2864977312504587	0.20447517727381725	0.38631876064611226	-0.08631150928377895
null_random_matched_093	raw_smoothed	3200	0.14069367419516718	1.2902203680551824e-15	0.15993664764336493	8.82759857678265e-20	0.10680230378762427	6	random_matched	0.9129640889256602	0.8909949136367783	0.298645076571662	0.1778400307375617	0.2926477476025272	-0.13271109995916228
null_random_matched_094	raw_smoothed	3200	0.31623769210371255	3.0003292147164443e-75	0.3901400813620157	7.781367731866935e-117	0.3690674969485709	14	random_matched	0.9186912498446976	0.8981099817608444	0.2737891713906862	0.1930722691299568	0.3517690338235728	0.03837104753844295
null_random_matched_095	raw_smoothed	3200	0.22639623664630118	1.7946682561154053e-38	0.3122717890132676	2.5308009233815006e-73	0.3155844626792817	11	random_matched	0.9253445976979446	0.9053202955787447	0.25601473679347325	0.19095912197455364	0.35075962499221625	-0.03848783597894867
