dataset	sample_id	histology	gene_symbol	present_in_file	n_cells	mean_raw_count	pct_cells_detected	mean_log1p_cpm10k
GSE232237	PT12	PTC	TG	True	4118	2.2372510927634774	0.06289460903351142	0.13964600795223361
GSE232237	PT12	PTC	TPO	True	4118	0.09227780475959203	0.01481301602719767	0.019156106261190495
GSE232237	PT12	PTC	TSHR	True	4118	0.3593977659057795	0.05220981058766391	0.07000266827393607
GSE232237	PT3	PTC	DIO1	True	8540	0.003395784543325527	0.001288056206088993	0.0013052679733452249
GSE232237	PT3	PTC	DIO2	True	8540	0.16510538641686182	0.10093676814988291	0.09027245751006815
GSE232237	PT3	PTC	DNMT1	True	8540	0.5647540983606557	0.351288056206089	0.36113353536382437
GSE232237	PT3	PTC	DNMT3B	True	8540	0.008665105386416861	0.008548009367681499	0.006688467802855742
GSE232237	PT3	PTC	DUOX1	True	8540	0.26978922716627635	0.17950819672131146	0.14034593628593045
GSE232237	PT3	PTC	DUOX2	True	8540	0.13618266978922716	0.09461358313817331	0.07325249787691082
GSE232237	PT3	PTC	FOSL1	True	8540	0.2522248243559719	0.13747072599531615	0.12604268612195307
GSE232237	PT3	PTC	FOXE1	True	8540	0.3587822014051522	0.2094847775175644	0.1792798688731784
GSE232237	PT3	PTC	GLIS3	True	8540	0.09672131147540984	0.08571428571428572	0.062276270210907245
GSE232237	PT3	PTC	HHEX	True	8540	0.2637002341920375	0.18805620608899298	0.16621958156700886
GSE232237	PT3	PTC	IYD	True	8540	0.5510538641686182	0.19355971896955504	0.22087861982269233
GSE232237	PT3	PTC	JUNB	True	8540	11.690749414519907	0.905152224824356	2.364736206275355
GSE232237	PT3	PTC	NKX2-1	True	8540	0.7886416861826698	0.3182669789227166	0.34216761029135523
GSE232237	PT3	PTC	PAX8	True	8540	1.3284543325526932	0.37798594847775174	0.4848117303728055
GSE232237	PT3	PTC	SLC26A4	True	8540	0.04859484777517564	0.03313817330210773	0.027265084896999834
GSE232237	PT3	PTC	SLC5A5	True	8540	0.001405152224824356	0.001405152224824356	0.001185954625775322
GSE232237	PT3	PTC	STAT3	True	8540	1.005152224824356	0.5550351288056206	0.6722952757642283
GSE232237	PT3	PTC	TACSTD2	True	8540	5.69016393442623	0.5003512880562061	1.0515865188670888
GSE232237	PT3	PTC	TFF3	True	8540	0.1544496487119438	0.03302107728337236	0.04726892169711395
GSE232237	PT3	PTC	TG	True	8540	7.848594847775176	0.40644028103044494	0.9762406003416263
GSE232237	PT3	PTC	TPO	True	8540	0.035597189695550355	0.00936768149882904	0.013738381884911775
GSE232237	PT3	PTC	TSHR	True	8540	0.8467213114754099	0.26920374707259953	0.32733945275742715
GSE232237	PT5	PTC	DIO1	True	8962	0.0017853157777281857	0.001673733541620174	0.0007624352178928137
GSE232237	PT5	PTC	DIO2	True	8962	0.10522204864985495	0.04072751617942424	0.02912168995850875
GSE232237	PT5	PTC	DNMT1	True	8962	0.6488507029680874	0.3382057576433832	0.351782057807459
GSE232237	PT5	PTC	DNMT3B	True	8962	0.006694934166480696	0.006694934166480696	0.004049393757037188
GSE232237	PT5	PTC	DUOX1	True	8962	0.08826154876143717	0.04273599642936844	0.025317971825014565
GSE232237	PT5	PTC	DUOX2	True	8962	0.0403927694711002	0.026221825485382728	0.012012229115657129
GSE232237	PT5	PTC	FOSL1	True	8962	0.3721267574202187	0.11124748939968757	0.09819653490240823
GSE232237	PT5	PTC	FOXE1	True	8962	0.2663467975898237	0.0701852265119393	0.06731753443337014
GSE232237	PT5	PTC	GLIS3	True	8962	0.08569515733095291	0.047645614818120956	0.028375904606157232
GSE232237	PT5	PTC	HHEX	True	8962	0.18712340995313545	0.10142825262218255	0.0742103500239477
GSE232237	PT5	PTC	IYD	True	8962	0.15454139700959607	0.0470877036375809	0.03806356512914232
GSE232237	PT5	PTC	JUNB	True	8962	13.481365766569962	0.9054898460165142	2.3967257433773965
GSE232237	PT5	PTC	NKX2-1	True	8962	0.4338317339879491	0.07609908502566391	0.08877932535501465
GSE232237	PT5	PTC	PAX8	True	8962	0.9313769247935728	0.10823476902477126	0.1456079678257223
GSE232237	PT5	PTC	SLC26A4	True	8962	0.06739567060923901	0.033028341887971435	0.019409432566609028
GSE232237	PT5	PTC	SLC5A5	True	8962	0.016514170943985718	0.006583351930372685	0.005373547111959745
GSE232237	PT5	PTC	STAT3	True	8962	1.7506137022985941	0.6807632224949788	0.962416447640006
GSE232237	PT5	PTC	TACSTD2	True	8962	1.191586699397456	0.11035483151082348	0.1577680721701201
GSE232237	PT5	PTC	TFF3	True	8962	0.05534478910957376	0.013501450569069404	0.01194129785896353
GSE232237	PT5	PTC	TG	True	8962	3.425797812988172	0.1518634233430038	0.2614212916629512
GSE232237	PT5	PTC	TPO	True	8962	0.1268690024548092	0.032582012943539386	0.024159653434370303
GSE232237	PT5	PTC	TSHR	True	8962	0.6472885516625754	0.09551439410845794	0.11699780380504478
GSE232237	PT7	PTC	DIO1	True	9479	0.0050638252980272185	0.0029538980905158773	0.002650185534633775
GSE232237	PT7	PTC	DIO2	True	9479	0.370608713999367	0.1811372507648486	0.15117498172939045
GSE232237	PT7	PTC	DNMT1	True	9479	0.5276927945985863	0.3394872876885747	0.3098536478117748
GSE232237	PT7	PTC	DNMT3B	True	9479	0.009916657875303303	0.0096001687941766	0.006326609142565442
GSE232237	PT7	PTC	DUOX1	True	9479	0.36965924675598694	0.19959911383057286	0.14860586896329062
GSE232237	PT7	PTC	DUOX2	True	9479	0.6375145057495516	0.2406371980166684	0.2300884874458164
GSE232237	PT7	PTC	FOSL1	True	9479	0.5069100116045996	0.25414073214474103	0.23632455260468777
GSE232237	PT7	PTC	FOXE1	True	9479	1.038717164257833	0.3142736575588142	0.34105346825732996
GSE232237	PT7	PTC	GLIS3	True	9479	0.27218060976896297	0.18219221436860428	0.13594649477049153
GSE232237	PT7	PTC	HHEX	True	9479	0.6228505116573478	0.2948623272497099	0.2688144310923866
GSE232237	PT7	PTC	IYD	True	9479	0.25519569574849665	0.11340858740373456	0.09654566938391809
GSE232237	PT7	PTC	JUNB	True	9479	23.468298343707144	0.9552695432007595	2.9610937314326486
GSE232237	PT7	PTC	NKX2-1	True	9479	1.7281358793121637	0.3607975524844393	0.4823290659107246
GSE232237	PT7	PTC	PAX8	True	9479	3.3997257094630235	0.43380103386433166	0.7291003971586741
GSE232237	PT7	PTC	SLC26A4	True	9479	0.1606709568519886	0.07996624116467982	0.06984366452505898
GSE232237	PT7	PTC	SLC5A5	True	9479	0.0010549636037556704	0.0008439708830045363	0.0008354707754998444
GSE232237	PT7	PTC	STAT3	True	9479	1.733410697330942	0.6884692478109505	0.9067012422433998
GSE232237	PT7	PTC	TACSTD2	True	9479	7.66230615043781	0.5181981221647853	1.0418816323009898
GSE232237	PT7	PTC	TFF3	True	9479	0.6187361536027007	0.1014874986812955	0.11864101924039006
GSE232237	PT7	PTC	TG	True	9479	30.106340331258572	0.8215001582445406	2.05649772098144
GSE232237	PT7	PTC	TPO	True	9479	0.21595104968878573	0.023420192003375882	0.0420094116380624
GSE232237	PT7	PTC	TSHR	True	9479	1.7434328515666209	0.34328515666209514	0.4725191349576012
GSE232237	PT8	PTC	DIO1	True	8209	0.0018272627603849434	0.0018272627603849434	0.0009243236422268058
GSE232237	PT8	PTC	DIO2	True	8209	0.34547447923011326	0.15702277987574614	0.12516789718295096
GSE232237	PT8	PTC	DNMT1	True	8209	0.58131319283713	0.3608234864173468	0.3338617826854436
GSE232237	PT8	PTC	DNMT3B	True	8209	0.009501766354001705	0.00901449628456572	0.0043782982571390185
GSE232237	PT8	PTC	DUOX1	True	8209	0.45450115726641493	0.22195151662809112	0.1659998381914375
GSE232237	PT8	PTC	DUOX2	True	8209	0.36338165428188574	0.1806553782433914	0.13411672202155672
GSE232237	PT8	PTC	FOSL1	True	8209	0.4810573760506761	0.21074430503106348	0.18656383081708913
GSE232237	PT8	PTC	FOXE1	True	8209	1.0488488244609575	0.30405652332805455	0.32519764235998855
GSE232237	PT8	PTC	GLIS3	True	8209	0.19588256791326591	0.1454501157266415	0.09486522966277366
GSE232237	PT8	PTC	HHEX	True	8209	0.6464855646241929	0.28480935558533316	0.26125508475984816
GSE232237	PT8	PTC	IYD	True	8209	0.193811670118163	0.10147399196004385	0.07117581154274279
GSE232237	PT8	PTC	JUNB	True	8209	14.891216956998417	0.9161895480570106	2.476517512376316
GSE232237	PT8	PTC	NKX2-1	True	8209	1.8599098550371544	0.3526617127542941	0.4836553081092804
GSE232237	PT8	PTC	PAX8	True	8209	2.352661712754294	0.37909611402119625	0.54813739450425
GSE232237	PT8	PTC	SLC26A4	True	8209	0.17030088926787673	0.09952491168229992	0.06468811342193206
GSE232237	PT8	PTC	SLC5A5	True	8209	0.0007309051041539773	0.0007309051041539773	0.0008126958442239464
GSE232237	PT8	PTC	STAT3	True	8209	1.2727494213667925	0.5842368132537459	0.684489839808427
GSE232237	PT8	PTC	TACSTD2	True	8209	2.7524668047265197	0.34632720185162624	0.526948615895056
GSE232237	PT8	PTC	TFF3	True	8209	0.04982336459982946	0.031672554513339016	0.01770200699914008
GSE232237	PT8	PTC	TG	True	8209	17.221220611523936	0.4685101717626995	1.291000354160874
GSE232237	PT8	PTC	TPO	True	8209	0.19210622487513704	0.09148495553660617	0.06718198260219563
GSE232237	PT8	PTC	TSHR	True	8209	2.7168960896576926	0.3577780484833719	0.5744360306217486
GSE232237	PT9	PTC	DIO1	True	5421	0.0011068068622025456	0.0011068068622025456	0.0008117775509711311
GSE232237	PT9	PTC	DIO2	True	5421	0.21306032097399003	0.06511713705958311	0.057634771738638804
GSE232237	PT9	PTC	DNMT1	True	5421	0.6642685851318945	0.3774211400110681	0.39844261846660434
GSE232237	PT9	PTC	DNMT3B	True	5421	0.009407858328721638	0.008854454897620365	0.004086667497567516
GSE232237	PT9	PTC	DUOX1	True	5421	0.1160302527209002	0.07009776793949456	0.03261477124462858
GSE232237	PT9	PTC	DUOX2	True	5421	0.09481645452868474	0.052204390333886734	0.02695157188703999
GSE232237	PT9	PTC	FOSL1	True	5421	0.3705958310274857	0.18262313226342003	0.16301448686468506
GSE232237	PT9	PTC	FOXE1	True	5421	0.6365984135768309	0.13927319682715367	0.14049056812836844
GSE232237	PT9	PTC	GLIS3	True	5421	0.13705958310274857	0.09112709832134293	0.05976350880224599
GSE232237	PT9	PTC	HHEX	True	5421	0.27614831211953517	0.15366168603578675	0.12518244541943824
GSE232237	PT9	PTC	IYD	True	5421	0.4336838221730308	0.09315624423538092	0.0920898147730264
GSE232237	PT9	PTC	JUNB	True	5421	15.794502859251061	0.9055524810920494	2.499287420499866
GSE232237	PT9	PTC	NKX2-1	True	5421	0.6083748385906659	0.13023427411916622	0.13166509634539952
GSE232237	PT9	PTC	PAX8	True	5421	1.6891717395314518	0.19608928242021767	0.2735040746915707
GSE232237	PT9	PTC	SLC26A4	True	5421	0.007563180225050729	0.005534034311012728	0.0040241861661204446
GSE232237	PT9	PTC	SLC5A5	True	5421	0.004611695259177273	0.003320420586607637	0.0034494315901264184
GSE232237	PT9	PTC	STAT3	True	5421	1.7413761298653385	0.6613171001660211	0.9224136503972392
GSE232237	PT9	PTC	TACSTD2	True	5421	3.472606530160487	0.2276332779929902	0.36537856095755206
GSE232237	PT9	PTC	TFF3	True	5421	0.14185574617229293	0.05570927873086146	0.04620347109151238
GSE232237	PT9	PTC	TG	True	5421	4.919203099059215	0.23169156982106623	0.41152945883067876
GSE232237	PT9	PTC	TPO	True	5421	0.051835454713152554	0.028039107175797825	0.021796256235404064
GSE232237	PT9	PTC	TSHR	True	5421	0.348828629404169	0.09075816270060874	0.08365335432850159
GSE232237	AT9	ATC	DIO1	True	3197	0.0009383797309978105	0.0009383797309978105	0.0004566365054864675
GSE232237	AT9	ATC	DIO2	True	3197	0.3734751329371286	0.16609321238661245	0.09772649363987652
GSE232237	AT9	ATC	DNMT1	True	3197	0.6718798873944323	0.3875508289020957	0.26581401122013665
GSE232237	AT9	ATC	DNMT3B	True	3197	0.02064435408195183	0.020018767594619957	0.009693989932524688
GSE232237	AT9	ATC	DUOX1	True	3197	0.2649358773850485	0.16890835157960588	0.07672463118221172
GSE232237	AT9	ATC	DUOX2	True	3197	0.2142633719111667	0.11291836096340319	0.05824902989440632
GSE232237	AT9	ATC	FOSL1	True	3197	0.0772599311854864	0.055364404128870816	0.02375108356655926
GSE232237	AT9	ATC	FOXE1	True	3197	0.5589615264310291	0.23240538004379105	0.13865815834731673
GSE232237	AT9	ATC	GLIS3	True	3197	0.3187363152955896	0.2158273381294964	0.11143324202046564
GSE232237	AT9	ATC	HHEX	True	3197	1.2008132624335315	0.42602439787300594	0.34213795363119825
GSE232237	AT9	ATC	IYD	True	3197	0.12198936502971536	0.07256803253049735	0.03332202967875007
GSE232237	AT9	ATC	JUNB	True	3197	14.30716296527995	0.8792618079449483	1.803121678999127
GSE232237	AT9	ATC	NKX2-1	True	3197	3.2812011260556773	0.3472005004691899	0.4924629110915997
GSE232237	AT9	ATC	PAX8	True	3197	1.876759461995621	0.33781670315921175	0.3527715295876132
GSE232237	AT9	ATC	SLC26A4	True	3197	0.113856740694401	0.06944010009383797	0.0332264140299854
GSE232237	AT9	ATC	SLC5A5	True	3197	0.0	0.0	0.0
GSE232237	AT9	ATC	STAT3	True	3197	1.7363152955896153	0.6828276509227401	0.6369650223810187
GSE232237	AT9	ATC	TACSTD2	True	3197	10.617766656240224	0.4491710979042853	0.8605388880129755
GSE232237	AT9	ATC	TFF3	True	3197	0.024397873005943073	0.01563966218329684	0.010543419209462801
GSE232237	AT9	ATC	TG	True	3197	5.1147951204253985	0.35064122614951515	0.5122722368375748
GSE232237	AT9	ATC	TPO	True	3197	0.08132624335314358	0.048795746011886146	0.03681429043720137
GSE232237	AT9	ATC	TSHR	True	3197	1.649045980606819	0.30121989365029717	0.30650852612950746
GSE232237	AT13	ATC	DIO1	True	7143	0.0006999860002799944	0.0006999860002799944	0.00021218468715506188
GSE232237	AT13	ATC	DIO2	True	7143	0.028279434411311775	0.012459750804983901	0.022668300980503167
GSE232237	AT13	ATC	DNMT1	True	7143	1.0564188716225675	0.4325913481730365	0.4722609350332351
GSE232237	AT13	ATC	DNMT3B	True	7143	0.010499790004199917	0.009799804003919922	0.006054957708689693
GSE232237	AT13	ATC	DUOX1	True	7143	0.002379952400951981	0.002379952400951981	0.0009789871842964461
GSE232237	AT13	ATC	DUOX2	True	7143	0.00041999160016799666	0.00041999160016799666	0.00046824727712233303
GSE232237	AT13	ATC	FOSL1	True	7143	0.07377852442951141	0.045499090018199635	0.03590186919796951
GSE232237	AT13	ATC	FOXE1	True	7143	0.0008399832003359933	0.0008399832003359933	0.0003651634593501698
GSE232237	AT13	ATC	GLIS3	True	7143	0.020859582808343834	0.01777964440711186	0.012820926418930303
GSE232237	AT13	ATC	HHEX	True	7143	0.12235755284894302	0.08343833123337534	0.05495359042193771
GSE232237	AT13	ATC	IYD	True	7143	0.0	0.0	0.0
GSE232237	AT13	ATC	JUNB	True	7143	13.205235895282094	0.8429231415371693	2.061331675321493
GSE232237	AT13	ATC	NKX2-1	True	7143	0.007279854402911942	0.004759904801903962	0.002115816732519325
GSE232237	AT13	ATC	PAX8	True	7143	0.0741985160296794	0.04423911521769565	0.03085941132388405
GSE232237	AT13	ATC	SLC26A4	True	7143	0.0009799804003919922	0.0009799804003919922	0.0003778077130967225
GSE232237	AT13	ATC	SLC5A5	True	7143	0.002659946801063979	0.00251994960100798	0.0017738352525848297
GSE232237	AT13	ATC	STAT3	True	7143	1.9176816463670727	0.6750664986700265	0.9466569771795518
GSE232237	AT13	ATC	TACSTD2	True	7143	0.35615287694246117	0.049139017219655606	0.06792275744062772
GSE232237	AT13	ATC	TFF3	True	7143	0.014419711605767885	0.006719865602687947	0.006757130393110133
GSE232237	AT13	ATC	TG	True	7143	0.002659946801063979	0.002659946801063979	0.002184684074903144
GSE232237	AT13	ATC	TPO	True	7143	0.004059918801623968	0.0029399412011759767	0.003034011075775364
GSE232237	AT13	ATC	TSHR	True	7143	0.009799804003919922	0.009239815203695927	0.008601198429414592
GSE232237	AT16	ATC	DIO1	True	8708	0.0014928801102434544	0.0014928801102434544	0.0008825735290349036
GSE232237	AT16	ATC	DIO2	True	8708	0.7155489205328434	0.1268948093706936	0.17495623204642038
GSE232237	AT16	ATC	DNMT1	True	8708	0.565112540192926	0.340032154340836	0.3018943862527833
GSE232237	AT16	ATC	DNMT3B	True	8708	0.01320624712907671	0.012746899402847955	0.008795479446151252
GSE232237	AT16	ATC	DUOX1	True	8708	0.007349563619660083	0.007119889756545705	0.004027980348105296
GSE232237	AT16	ATC	DUOX2	True	8708	0.0008038585209003215	0.0008038585209003215	0.0003362179906964901
GSE232237	AT16	ATC	FOSL1	True	8708	0.2018833256775379	0.11242535599448783	0.08545806884145685
GSE232237	AT16	ATC	FOXE1	True	8708	0.001607717041800643	0.0014928801102434544	0.0005223455371084304
GSE232237	AT16	ATC	GLIS3	True	8708	0.14262746899402848	0.09060633899862196	0.06314282265999314
GSE232237	AT16	ATC	HHEX	True	8708	0.08589802480477722	0.059141019751952226	0.04319877563974645
GSE232237	AT16	ATC	IYD	True	8708	0.0	0.0	0.0
GSE232237	AT16	ATC	JUNB	True	8708	8.830041341295361	0.8754019292604501	1.9628693502161212
GSE232237	AT16	ATC	NKX2-1	True	8708	0.0	0.0	0.0
GSE232237	AT16	ATC	PAX8	True	8708	0.02549379880569591	0.017799724391364263	0.010970535597243957
GSE232237	AT16	ATC	SLC26A4	True	8708	0.0005741846577859439	0.0005741846577859439	0.00038497325432284375
GSE232237	AT16	ATC	SLC5A5	True	8708	0.001607717041800643	0.001607717041800643	0.0016685594913120325
GSE232237	AT16	ATC	STAT3	True	8708	1.4454524575103354	0.6429719797887	0.8014384050602442
GSE232237	AT16	ATC	TACSTD2	True	8708	0.42076251722553976	0.037666513550757924	0.044332618073475764
GSE232237	AT16	ATC	TFF3	True	8708	0.0	0.0	0.0
GSE232237	AT16	ATC	TG	True	8708	0.005282498851630684	0.005167661920073495	0.003175594207957158
GSE232237	AT16	ATC	TPO	True	8708	0.0009186954524575103	0.0006890215893431327	0.0005002809929470118
GSE232237	AT16	ATC	TSHR	True	8708	0.009990813045475425	0.008612769866789159	0.0076242176988948205
GSE232237	AT17	ATC	DIO1	True	9923	0.0003023279250226746	0.0003023279250226746	0.00012559207577000496
GSE232237	AT17	ATC	DIO2	True	9923	0.010480701400786052	0.007155094225536632	0.007825745240217724
GSE232237	AT17	ATC	DNMT1	True	9923	0.3363902045752293	0.22110248916658268	0.2751320503616805
GSE232237	AT17	ATC	DNMT3B	True	9923	0.0028217273002116294	0.0022170714501662803	0.002368634492894354
GSE232237	AT17	ATC	DUOX1	True	9923	0.01733346770130001	0.012496220900937216	0.007089016019433614
GSE232237	AT17	ATC	DUOX2	True	9923	0.004736470825355235	0.004333366925325002	0.0021598194845718257
GSE232237	AT17	ATC	FOSL1	True	9923	0.09533407235715005	0.05855084147939131	0.05323872996071961
GSE232237	AT17	ATC	FOXE1	True	9923	0.03507003930263025	0.018643555376398266	0.012994056176259849
GSE232237	AT17	ATC	GLIS3	True	9923	0.013604756626020356	0.011387685175854076	0.007698089677745857
GSE232237	AT17	ATC	HHEX	True	9923	0.07145016628035876	0.05200040310390003	0.05032941872892951
GSE232237	AT17	ATC	IYD	True	9923	0.0190466592764285	0.010480701400786052	0.009560056513984248
GSE232237	AT17	ATC	JUNB	True	9923	8.587423158319057	0.8285800665121436	2.3800277433033354
GSE232237	AT17	ATC	NKX2-1	True	9923	0.1405824851355437	0.03970573415297793	0.04652654546029403
GSE232237	AT17	ATC	PAX8	True	9923	0.17162148543787162	0.04625617252846921	0.0578946495555015
GSE232237	AT17	ATC	SLC26A4	True	9923	0.0038294870502872114	0.002116295475158722	0.0015578135591655655
GSE232237	AT17	ATC	SLC5A5	True	9923	0.0022170714501662803	0.002116295475158722	0.0020809469747522366
GSE232237	AT17	ATC	STAT3	True	9923	0.7303234908797742	0.41459236118109444	0.6257467039029332
GSE232237	AT17	ATC	TACSTD2	True	9923	1.1205280661090395	0.09533407235715005	0.19401460160870315
GSE232237	AT17	ATC	TFF3	True	9923	0.045449964728408745	0.003023279250226746	0.005207769192215111
GSE232237	AT17	ATC	TG	True	9923	0.6092915448956968	0.05542678625415701	0.10784417193646922
GSE232237	AT17	ATC	TPO	True	9923	0.010379925425778494	0.0027209513252040712	0.003142883438954101
GSE232237	AT17	ATC	TSHR	True	9923	0.05794618562934596	0.02670563337700292	0.031282079809340564
GSE232237	AT20	ATC	DIO1	True	6395	0.003127443315089914	0.0028146989835809225	0.001695432030615115
GSE232237	AT20	ATC	DIO2	True	6395	0.20875684128225175	0.13213448006254885	0.09811501565464141
GSE232237	AT20	ATC	DNMT1	True	6395	0.6450351837372947	0.382329945269742	0.36240779975835996
GSE232237	AT20	ATC	DNMT3B	True	6395	0.010789679437060204	0.010164190774042221	0.007155317946940826
GSE232237	AT20	ATC	DUOX1	True	6395	0.05207193119624707	0.046755277560594215	0.026082827346472316
GSE232237	AT20	ATC	DUOX2	True	6395	0.008444096950742767	0.008131352619233777	0.003947063409178356
GSE232237	AT20	ATC	FOSL1	True	6395	0.39093041438623927	0.16559812353401093	0.14272678044444145
GSE232237	AT20	ATC	FOXE1	True	6395	0.23518373729476152	0.15183737294761532	0.10726760688819917
GSE232237	AT20	ATC	GLIS3	True	6395	0.12541047693510554	0.09757623143080532	0.06999277727954917
GSE232237	AT20	ATC	HHEX	True	6395	0.15168100078186084	0.12118842845973417	0.08831098385346417
GSE232237	AT20	ATC	IYD	True	6395	1.9524628616106332	0.43846755277560595	0.6083302884090412
GSE232237	AT20	ATC	JUNB	True	6395	12.52447224394058	0.9419859265050821	2.370805082221247
GSE232237	AT20	ATC	NKX2-1	True	6395	1.4492572322126662	0.3521501172791243	0.4499182360594677
GSE232237	AT20	ATC	PAX8	True	6395	2.0197028928850664	0.38436278342455044	0.5500575095956233
GSE232237	AT20	ATC	SLC26A4	True	6395	0.0946051602814699	0.07396403440187646	0.04936199668932416
GSE232237	AT20	ATC	SLC5A5	True	6395	0.0009382329945269742	0.0009382329945269742	0.0012601186805974163
GSE232237	AT20	ATC	STAT3	True	6395	1.2448788115715403	0.5715402658326818	0.6741906442966199
GSE232237	AT20	ATC	TACSTD2	True	6395	6.268334636434715	0.5102423768569194	0.9852472277550711
GSE232237	AT20	ATC	TFF3	True	6395	0.029710711493354185	0.02361219702892885	0.015110857028862022
GSE232237	AT20	ATC	TG	True	6395	2.4064112587959343	0.3737294761532447	0.5699017563621932
GSE232237	AT20	ATC	TPO	True	6395	0.13244722439405784	0.07584050039093042	0.056536979608095936
GSE232237	AT20	ATC	TSHR	True	6395	1.633463643471462	0.34777169663799845	0.47039109811719376
