sample_id	stage	domain	n_spots	mean_array_row	mean_array_col	obs_DM1_like_score	pred_DM1_like_score	obs_TDS_like_score	pred_TDS_like_score	obs_MAPK_output_score	pred_MAPK_output_score	obs_CAF_ECM_score	pred_CAF_ECM_score	obs_Epithelial_score	pred_Epithelial_score
GSM7980866_PTC-3	PTC	5	26	23.03846153846154	109.03846153846153	-1.0072246041529054	0.23178669706416818	1.3842555496724265	-0.2582152336835861	-0.8647224671049561	-0.04820885644921174	0.8040484262583122	0.09951305690293129	-0.8194982031492679	0.02578014887582797
GSM7980866_PTC-3	PTC	6	26	16.692307692307693	63.53846153846154	0.5540987259471278	-0.056315806336127795	-0.48816880478745667	-0.048344577161165386	-0.3882115543529828	0.24097793019161776	0.6314416645989784	-0.41041029817782915	-0.528079634061171	0.3217880201454346
GSM7980867_PTC-4	PTC	1	33	37.75757575757576	26.848484848484848	0.10028012285949817	-0.0727985439201196	-0.2817387152269693	0.05974920980180755	0.27501170218459264	0.1990405930714174	-0.41322566722639464	-0.25957195417052414	0.386953877948176	0.2666636680563291
GSM7980867_PTC-4	PTC	2	50	39.34	86.86	-0.37310088859514223	-0.05039350304286927	0.3338867167838315	0.03008859067223966	0.9214168318588354	0.22886634595226496	-0.5366662726257284	-0.3021025896072388	0.5748515209946594	0.10904114805569406
GSM7980867_PTC-4	PTC	3	36	63.666666666666664	35.5	0.3317752739677988	-0.26332683372311294	-0.36910182536073716	0.19358598217109424	-0.18782459716115116	0.45996787523229915	-0.07568935181108606	-0.17302720600532162	-0.05681814741430951	0.47666842174819773
GSM7980867_PTC-4	PTC	4	23	13.347826086956522	38.30434782608695	-0.07263865915249415	0.381184260846804	0.05451729336417866	-0.3645244858065701	-0.1247027179104293	-0.22938396071043352	-0.01956822420879842	0.25036679562586156	-0.3894981155933835	-0.2211255322655906
GSM7980867_PTC-4	PTC	5	37	63.2972972972973	101.94594594594595	-0.6542709185294974	-0.3320348455973372	0.6131143913367259	0.24150249472743757	0.4748095676714594	0.6460007296220677	-0.6584146145687078	-0.5678286677276766	0.6052220768690518	0.5617698122923439
GSM7980867_PTC-4	PTC	6	21	12.333333333333334	104.9047619047619	0.5417219554259948	0.4202350513300016	-0.2779963011773844	-0.3742947262667474	-1.7109106704614248	-0.46277118724260835	1.7430337796141366	0.5202913841321355	-1.4697108634506462	-0.45111647876910865
GSM7980868_LPTC-1	LPTC	1	41	36.829268292682926	23.75609756097561	-0.02117725544636155	-0.47440868018694765	0.16088433570941368	0.4364190623164177	-0.7747942106726622	-0.05687384809390074	-0.6022874324611305	-0.45409653827593455	-0.521281362938022	0.2230652474412104
GSM7980868_LPTC-1	LPTC	2	31	12.03225806451613	102.09677419354838	1.4551371789421135	0.44408175514470183	-1.3916402877477663	-0.41494562413783803	-0.2689690941464591	-0.5692165566067542	2.8979601840781255	0.6658163212480084	-0.21945048615797547	-0.5736205938362307
GSM7980868_LPTC-1	LPTC	3	35	27.02857142857143	42.0	-0.33717430376539204	-0.912748532875308	0.3434847021577858	0.8235121328649776	0.05435962823745385	0.5238349001322474	-0.7449808002835767	-0.6446082183292934	-0.22242120944687369	0.5680722923151085
GSM7980868_LPTC-1	LPTC	4	19	64.52631578947368	12.0	-0.41766849025749453	-1.1487909837772972	0.26829455479411246	1.00981520508465	0.6148223455331113	0.7929787384836298	-0.8215367445455467	-0.74831911843074	0.4692597560112252	0.8607753060365978
GSM7980868_LPTC-1	LPTC	5	41	18.853658536585368	69.04878048780488	-0.44161216416944277	-0.5969815848440658	0.3938580761919852	0.5729118451112654	0.43681822294337247	0.031119387574130443	-0.4183448924162208	-0.209792509311583	0.3413466285847909	0.20261010145995675
GSM7980868_LPTC-1	LPTC	6	33	51.81818181818182	20.545454545454547	-0.12757035101258887	-1.0293748098792452	0.10308711986702938	0.9238838255405426	-0.10213796659443986	0.4280734771693295	-0.6837347044014122	-0.5225003906949	0.15960408942249618	0.5659133164268552
GSM7980869_LPTC-2	LPTC	1	31	25.096774193548388	21.612903225806452	-0.8704771939262722	-0.1659766608668912	0.7062780425511741	0.20941090355477027	0.6096635184521242	-0.13742775458376855	0.012470953410638487	-0.2935504336510935	0.7552756913829725	-0.2110658055471797
GSM7980869_LPTC-2	LPTC	2	37	61.62162162162162	70.05405405405405	0.7703401405665045	1.0226171709395744	-0.7045457013739646	-0.8808157947417852	-0.16376551231804823	-0.9693574599317603	0.37453947020428235	1.0686097080643113	-0.49724796503965873	-1.0652246217469912
GSM7980869_LPTC-2	LPTC	3	23	10.130434782608695	94.73913043478261	1.2119515819590254	1.3754045509773751	-1.036528724014814	-1.1913598976705386	-1.7166645389409616	-1.2104602831861246	-0.5738737431374548	0.8189413372589194	-1.797173856604718	-1.200573312199634
GSM7980869_LPTC-2	LPTC	4	39	55.61538461538461	24.23076923076923	0.07928622966698781	0.6419478576534834	-0.02311661745382902	-0.5649453370043864	0.20609105688625262	-0.43181221280246973	0.33635104269937	0.7068649465636088	0.2530273836726427	-0.7000129984166378
GSM7980869_LPTC-2	LPTC	5	41	43.24390243902439	110.07317073170732	-0.8107015950307703	0.6740024912046132	0.7481502813317171	-0.5569051323322262	0.9394115989967097	-0.6613349100665712	0.21653944903410893	0.6123216419321734	1.2408666819753238	-0.8915754060556249
GSM7980869_LPTC-2	LPTC	6	29	29.482758620689655	70.86206896551724	0.15681077808908475	1.4825154492824242	-0.08684385376054422	-1.278301952519165	-0.34677633423871607	-1.6707791986650433	-0.0626489284156789	0.6800731135660718	-0.4396863726034769	-1.4756427504893006
GSM7980870_LPTC-3	LPTC	1	16	5.375	71.0	1.2068677880397045	0.6266113631427288	-1.073042303678332	-0.6341756954789162	-1.0439064493034516	0.03241754451300948	0.6703741621945613	0.35897278506308794	-0.7702502523838098	0.022820046899141733
GSM7980870_LPTC-3	LPTC	2	38	62.10526315789474	60.10526315789474	-0.34040317087116223	0.1275020913515044	0.23679698276642577	-0.1834423980234485	0.5686568100640987	0.4247192695099664	0.07960123905997485	0.277517296716963	0.6659312512229458	0.48451899518994124
GSM7980870_LPTC-3	LPTC	3	39	62.56410256410256	110.3076923076923	-1.1360018924337663	-0.136824240654301	1.008185022648228	0.1090964990405318	0.7000990985946051	0.2315732160439858	-0.5449708365759668	-0.09393021336589487	0.21126710643108396	0.3544769130097941
GSM7980870_LPTC-3	LPTC	4	40	47.2	22.35	0.3234482777471016	0.42125302031636236	-0.22949117004423095	-0.4370254713721806	-0.48710666006280723	0.11682108441018499	-0.35666197997966365	0.10434126951731741	0.12414993783632369	0.36497965902090074
GSM7980870_LPTC-3	LPTC	5	24	11.583333333333334	19.333333333333332	0.8197912229702163	0.23682327699498273	-0.7660978762158385	-0.29748027271125466	-0.4866300319145616	0.044420784106478074	-0.7244403311060982	-0.07101498101837932	-0.2303880770131345	0.37135910739501315
GSM7980870_LPTC-3	LPTC	6	43	29.58139534883721	86.74418604651163	-0.07712754800874433	0.013956971997178576	0.15352655598897855	-0.08963099146413422	-0.0035425765700833876	0.611029012821788	0.7931915195050799	0.35439752805829156	-0.47916426621640495	0.6859312874459943
GSM7980871_LPTC-4	LPTC	1	39	13.948717948717949	27.897435897435898	0.978433808426504	0.06816888497903562	-0.8645512599072033	-0.030315182219522115	-1.0412591163140452	-0.2684325623111083	1.8650812046489402	-0.3051165781843548	-1.4403926905945474	-0.6077575454345117
GSM7980871_LPTC-4	LPTC	2	30	66.6	42.2	-0.371253024585049	-0.35363890930699804	0.3175381707840452	0.3235732457290093	0.7404435747847617	0.3163191953053077	-0.6049171265299904	-0.6982499167478333	0.23471237463030994	0.01455875771741072
GSM7980871_LPTC-4	LPTC	3	29	62.55172413793103	103.65517241379311	1.053548304852098	0.3438190801775661	-0.8431904245479819	-0.20328339953617802	-0.7262957121774792	-0.5260943226387789	0.3276386569227763	0.13319728600567785	-0.6217656640327245	-0.8562112702377911
GSM7980871_LPTC-4	LPTC	4	38	38.94736842105263	87.0	-0.4200571175424872	0.11507756158856577	0.40927310324245647	-0.05906941190263942	-0.2521497063722658	-0.31908593714041145	-0.6188731197685788	-0.5001153891023836	0.7862181912141593	-0.6526792382355779
GSM7980871_LPTC-4	LPTC	5	33	43.36363636363637	20.21212121212121	0.1022078149170198	-0.1496859968509384	-0.04087444654204137	0.13798315371527817	-0.22783024645846167	0.14391183474976005	-0.02825987023182736	-0.5754543066476331	-0.17462351842446933	-0.1553046105457752
GSM7980871_LPTC-4	LPTC	6	31	15.0	101.90322580645162	-1.1264688677169998	0.22581436412949715	0.9610354865192946	-0.18923414967233135	0.5780452483630778	-0.10853741487728492	-0.9239119699904627	-0.4278420397350865	0.7917715048863947	-0.515525653477638
GSM7980872_ATC-1	ATC	1	33	62.515151515151516	54.63636363636363	-0.057871067589468	0.4830986683567365	-0.06037072140486319	-0.48379942746550747	-0.6179783841204095	0.07179854065179825	-0.45460151364928775	0.7128337260448572	-0.4623019021939313	-0.26005012762140145
GSM7980872_ATC-1	ATC	2	45	23.88888888888889	58.733333333333334	0.04312649349608788	0.04702227119770315	-0.08976133575812563	-0.08373997795602514	0.3047096092263095	0.26365265001853305	0.18413272237053022	0.644691672993617	0.07611403748958293	-0.019780255522992875
GSM7980872_ATC-1	ATC	3	38	51.31578947368421	98.89473684210526	-0.07368912720337625	0.2260560717825827	0.1263637665673472	-0.24722362455213442	0.061752942474560577	0.20777283001102897	-0.15973602445404325	0.7193656969619425	-0.19679007412744684	-0.07007235568016768
GSM7980872_ATC-1	ATC	4	29	15.206896551724139	105.41379310344827	0.0981764354012107	0.11860980844960131	-0.03668919029966767	-0.14537613273694597	-0.545331220496493	0.14018755251991338	0.7962633195325368	0.535823891902792	-0.3884116677456231	-0.02596639584878394
GSM7980872_ATC-1	ATC	5	26	10.884615384615385	25.192307692307693	0.13490882844330157	0.46394540125933975	-0.16198344182685662	-0.47421693715911645	0.15696804876071252	-0.006571934773371771	0.23451793349995909	0.6956051977781149	-0.05559182815130353	-0.30086293856864077
GSM7980872_ATC-1	ATC	6	29	52.689655172413794	21.448275862068964	0.07316640982481445	0.05768278420999132	-0.12142673311896432	-0.11406183854580436	0.4647212774040181	0.30650182402339476	-0.4495304172628403	0.3292326310585285	0.7092488348271037	0.024920358258331648
GSM7980873_ATC-2	ATC	1	37	21.0	33.75675675675676	0.09416707291266957	-0.21708302199840546	-0.07617697692385471	0.2524585543150032	0.22887979308534478	0.11590382240309909	-0.19905719849314693	-0.09796728543635155	0.1382526635655209	0.12206371896270962
GSM7980873_ATC-2	ATC	2	38	51.73684210526316	38.578947368421055	-0.07502207113119858	-0.20730014929339582	0.1058767298201958	0.23943487462881757	-0.07943464775227316	0.08571389709648333	-0.09300000907152611	-0.05070800250886301	0.19197068137022552	0.1052966007264331
GSM7980873_ATC-2	ATC	3	37	29.945945945945947	100.64864864864865	-0.10743411307663585	-0.09385661398236818	0.175782203107078	0.14208527669511936	0.04613349214047845	-0.25261748526748773	0.3191324876322995	-0.2582996768209882	-0.4217487894771578	-0.08205708277386588
GSM7980873_ATC-2	ATC	4	20	54.45	87.25	0.014107425819822597	-0.37752002850174904	0.023880765809982673	0.38212716130074115	-1.379175610227513	0.11305065443739293	0.6009672245778663	-0.026562986429780732	-0.9751783535679941	0.12479377503041178
GSM7980873_ATC-2	ATC	5	35	38.51428571428571	15.657142857142857	-0.056124635818941594	-0.24242758218731195	-0.053107020098822934	0.3178091298788786	1.3251426326887041	0.0013547902128526238	0.11679520485815258	-0.3250101349183491	1.161737219525228	0.1488689862890169
GSM7980873_ATC-2	ATC	6	33	38.60606060606061	59.09090909090909	-0.13804923920702125	-0.1595921976999803	0.21404471099942443	0.2600436005741358	0.06970934634571602	0.21092096959226625	-0.14997085260481113	-0.041219513623439015	0.29432863202011006	0.2846063461549806
GSM7980874_ATC-3	ATC	1	25	24.4	85.84	-0.023277352494447706	0.1836577724851668	0.010686036339148362	-0.17970745109021663	0.38781961774195517	-0.4871542861871421	-0.8689873952753024	-0.744122015433386	0.37417915394541423	-0.10985560121247545
GSM7980874_ATC-3	ATC	2	40	47.825	60.275	-0.08075271360628433	-0.09109576197952265	0.06849525502763058	-0.006955270376056416	-0.08716314312369713	-0.04879854256287217	0.1219297883106786	-0.735325645469129	-0.0014862916066108677	0.14737688433378934
GSM7980874_ATC-3	ATC	3	37	54.62162162162162	89.97297297297297	0.05115804297207966	-0.14478562694244287	-0.020549460202975753	0.09904159066846242	-0.220218481170732	-0.10339770734867056	0.24238905057116159	-0.646038947475923	-0.2111341544452315	0.12834244295702993
GSM7980874_ATC-3	ATC	4	33	25.454545454545453	54.484848484848484	0.03428261313470174	0.04724009940400718	-0.0445232902769309	-0.06098935548498322	-0.08889654784004249	-0.4747185211339401	0.19734369541524957	-0.7918911675612131	-0.33496877096881994	-0.07744304700331255
GSM7980874_ATC-3	ATC	5	36	37.94444444444444	90.16666666666667	-0.04471293427146788	-0.10963104319913934	0.09926914959035137	0.07306874989040404	0.041446053758352745	-0.004734903250613984	-0.2912976129403553	-0.7357461618052589	0.19883228206368825	0.37346650657450986
GSM7980874_ATC-3	ATC	6	29	34.06896551724138	32.48275862068966	-0.014742900229074141	0.03613050218976649	0.011452722211834078	-0.05139913800943258	-0.24382542927023468	-0.6516699129394417	0.6956000739109239	-0.6099627327559323	-0.12446057233033697	-0.2655929247688117
GSM7980875_ATC-4	ATC	1	32	46.1875	57.0	0.09356660458884164	0.35780943324789405	-0.09169872792019292	-0.3904345099872444	0.28021186497389006	0.11929483557469212	0.14000765033460022	1.1365081276744604	0.44589877640553566	-0.19127601804211736
GSM7980875_ATC-4	ATC	2	41	27.414634146341463	77.90243902439025	-0.4453579055742618	0.027324249161543652	0.29520920392920036	-0.08307938406630079	0.18337443252543922	0.2900184829060624	-0.8568145190885689	0.5611463215474676	0.10242565746250659	0.057314487861287663
GSM7980875_ATC-4	ATC	3	31	45.0	98.6774193548387	0.18819180279238634	0.2789383731301754	-0.2527549957612209	-0.2515310011804104	0.350254057170126	-0.2853536645491277	0.23105845630185493	0.7837436380645921	0.22860473721126578	-0.3862735302217545
GSM7980875_ATC-4	ATC	4	24	54.958333333333336	19.041666666666668	0.8501162877639513	1.2454567588865757	-0.5087607993936633	-1.14785826827089	-1.456782512866465	-0.7637349056700865	2.0786271473860602	1.6306860720117886	-1.6156450809136855	-0.9412548579275608
GSM7980875_ATC-4	ATC	5	42	18.30952380952381	37.11904761904762	-0.35117767242410053	0.09103826754948215	0.24170723965036553	-0.05817228152106207	0.14874729521079813	-0.13902444676274345	-1.120813867640498	0.44931298646233264	0.21461286710638988	-0.3699242564893904
GSM7980875_ATC-4	ATC	6	30	37.1	20.9	0.3608858021400357	0.5786672916884223	-0.25613681059509436	-0.568746146808068	-0.17020305548315545	-0.02875774999459584	0.6102043911339156	1.422485265508294	0.06129716638714401	-0.20278661449750265
