cluster_1,,B cell,B cell,B cell,B cell,B cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
CCL3L1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CTSG,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
KDR,FLT1,1.0,0.298,0.202,0.732,0.074,0.974,0.408,0.562,0.788,0.1,0.864,0.118,0.0,0.514,0.046,,,,,,0.006,0.002,0.004,0.014,0.006
KDR,CDH5,0.992,0.592,0.972,0.674,0.0,0.848,0.652,0.806,0.768,0.0,0.18,0.306,0.078,0.474,0.0,,,,,,0.004,0.008,0.004,0.01,0.0
CXCL8,MMP9,0.46,0.81,1.0,0.0,,0.592,0.864,0.88,0.0,,0.202,0.792,0.968,0.0,,0.002,0.012,0.002,0.0,,,,,,
CCL22,CCR7,0.0,0.134,0.02,,,0.462,0.536,0.676,,,0.964,0.79,1.0,,,0.368,0.422,0.52,,,0.398,0.448,0.502,,
FLT4,KDR,0.992,0.804,0.016,,0.004,,,,,,0.962,0.748,0.006,,0.004,,,,,,0.138,0.204,0.104,,0.002
KDR,FLT4,0.992,,0.962,,0.138,0.804,,0.748,,0.204,0.016,,0.006,,0.104,,,,,,0.004,,0.004,,0.002
THBS1,MMP2,0.862,0.0,0.38,0.74,0.0,0.0,0.0,0.0,0.002,0.0,1.0,0.0,0.986,0.856,0.0,0.758,0.0,0.682,0.806,0.01,0.108,0.0,0.094,0.218,0.002
NPPA,MME,,,,,,,,,,,,,,,,,,,,,,,,,
THBS1,MMP9,0.092,0.706,0.684,0.0,,0.0,0.0,0.0,0.0,,0.962,0.956,1.0,0.0,,0.638,0.78,0.724,0.004,,0.082,0.136,0.1,0.0,
SFTPA1,SFTPA2,,,,,,,,,,,,,,,,,,,,,,,,,
KDR,PLCG2,0.216,0.998,0.986,0.294,0.736,0.51,1.0,0.908,0.33,0.768,0.006,0.99,0.596,0.228,0.676,,,,,,0.002,0.202,0.004,0.012,0.192
IFNG,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS3,F2RL3,,,,,,,,,,,,,,,,,,,,,,,,,
CSF1,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
KDR,HSP90AA1,1.0,0.04,0.0,0.008,0.698,1.0,0.056,0.036,0.014,0.702,1.0,0.03,0.0,0.008,0.648,,,,,,0.038,0.0,0.0,0.0,0.282
THBS1,ELANE,,,,,,,,,,,,,,,,,,,,,,,,,
AREG,MMP9,0.02,0.688,0.596,0.0,,0.026,0.168,0.054,0.0,,0.91,0.912,0.998,0.0,,0.466,0.732,0.63,0.0,,0.226,0.354,0.284,0.0,
IL1RN,IL2RA,1.0,0.988,1.0,0.956,0.204,0.948,0.938,0.96,0.92,0.468,0.0,0.118,0.0,0.172,0.054,0.338,0.37,0.342,0.38,0.13,,,,,
CCL1,ACKR4,,,,,,,,,,,,,,,,,,,,,,,,,
CTSG,F2RL3,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS2,F2RL3,1.0,,0.966,,0.044,0.542,,0.428,,0.046,0.23,,0.008,,0.03,0.0,,0.0,,0.0,0.408,,0.396,,0.106
PRSS1,F2RL3,0.998,,0.992,,0.054,0.454,,0.394,,0.06,0.03,,0.006,,0.018,0.006,,0.006,,0.002,,,,,
THBS4,CD36,0.278,0.738,0.39,,,0.0,0.0,0.0,,,0.994,0.972,0.992,,,0.074,0.154,0.07,,,0.104,0.182,0.106,,
MDK,PTPRB,1.0,0.974,1.0,1.0,0.002,0.384,0.068,0.254,0.31,0.0,0.0,0.0,0.0,0.002,0.0,0.994,0.91,0.988,0.986,0.24,0.988,0.954,0.986,0.984,0.622
CSF2,CSF2,,,,,,,,,,,,,0.024,,,,,,,,,,,,
IFNG,IFNG,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,IL13,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,IL1B,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,IL1B,,,,,,,0.254,0.198,0.008,,,0.198,0.23,0.01,,,0.008,0.01,0.006,,,,,,
IL1RN,IL1B,,0.954,1.0,0.058,,,0.914,0.946,0.452,,,0.03,0.0,0.0,,,0.3,0.334,0.092,,,,,,
IL2,IL2,,,,,,,,,,,,,,,,,,,,,,,,,
IL22,IL22,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL6,0.082,0.0,1.0,0.27,0.076,0.0,0.0,0.0,0.002,0.0,1.0,0.0,1.0,0.506,0.114,0.27,0.002,0.506,0.32,0.078,0.076,0.0,0.114,0.078,0.084
CLU,TYROBP,1.0,0.674,1.0,0.0,,0.998,0.966,0.998,0.0,,0.0,0.0,0.0,0.0,,0.67,0.186,0.548,0.0,,1.0,1.0,1.0,0.66,
ICOS,CD40LG,0.0,0.03,,,,0.298,0.196,,,,0.91,0.292,,,,,,,,,,,,,
CCL26,CXCR6,0.012,,0.046,,,0.31,,0.326,,,0.968,,0.99,,,,,,,,0.048,,0.048,,
VEGFA,MMP9,1.0,1.0,1.0,0.0,,0.136,0.348,0.206,0.0,,0.0,0.144,0.0,0.0,,0.218,0.396,0.296,0.0,,0.918,0.952,0.952,0.056,
OSM,CXCL10,0.764,0.192,0.08,0.538,,0.358,0.176,0.22,0.48,,0.936,0.21,0.268,0.596,,0.442,0.26,0.348,0.532,,,,,,
THBS1,VCAM1,0.0,0.04,0.992,0.256,,0.0,0.0,0.0,0.0,,0.278,0.146,1.0,0.442,,0.528,0.384,0.828,0.546,,0.062,0.044,0.124,0.086,
IFNG,TYMS,,,,,,,,,,,,,,,,,,,,,,,,,
CSF1,VEGFA,1.0,0.18,0.0,0.272,0.952,0.596,0.044,0.004,0.114,0.8,1.0,0.122,0.0,0.212,0.924,0.774,0.11,0.034,0.18,0.846,0.9,0.28,0.2,0.36,0.908
VEGFA,CSF1,1.0,0.596,1.0,0.774,0.9,0.18,0.044,0.122,0.11,0.28,0.0,0.004,0.0,0.034,0.2,0.272,0.114,0.212,0.18,0.36,0.952,0.8,0.924,0.846,0.908
CSF2,FLT1,,,,,,,,,,,1.0,0.166,0.0,0.598,0.056,,,,,,,,,,
IFNG,CD74,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,PTGS2,,,,,,,,,,,,,,,,0.126,0.0,0.096,0.056,,,,,,
CXCL1,CXCR6,,,,,,0.088,,0.104,,,0.242,,0.496,,,,,,,,,,,,
VWF,THBS1,0.47,0.0,0.986,0.682,0.09,0.442,0.0,0.638,0.638,0.114,0.102,0.0,0.872,0.606,0.082,0.962,0.046,0.992,0.948,0.382,0.132,0.004,0.188,0.248,0.046
XCL2,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
XCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,PLAU,,,,,,,,,,,1.0,0.588,0.0,0.014,0.928,,,,,,,,,,
STC1,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CD1A,,,,,,,,,,,0.294,,0.048,0.114,,,,,,,,,,,
CSF2,MMP9,,,,,,,,,,,0.086,0.762,0.972,0.0,,,,,,,,,,,
IFNG,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL8,CCR6,0.508,0.144,0.978,0.094,,0.61,0.372,0.782,0.224,,0.176,0.088,0.84,0.086,,0.002,0.0,0.002,0.0,,,,,,
CTSG,THBD,,,,,,,,,,,,,,,,,,,,,,,,,
CCL2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,VEGFA,,,,,,,,,,,,,,,,1.0,0.08,0.0,0.18,0.9,,,,,
PPBP,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CXCR6,0.99,,0.992,,,0.0,,0.0,,,0.56,,0.642,,,0.0,,0.0,,,0.0,,0.0,,
CXCL13,CCR6,0.0,0.022,0.004,0.038,,0.788,0.558,0.888,0.376,,0.998,0.33,1.0,0.192,,,,,,,,,,,
IL2,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,VEGFA,1.0,0.12,0.0,0.206,0.924,0.0,0.0,0.0,0.006,0.438,1.0,0.218,0.0,0.308,0.956,0.96,0.16,0.042,0.218,0.888,0.292,0.04,0.016,0.078,0.676
CCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,C3,0.524,0.0,0.81,0.038,0.998,0.306,0.0,0.578,0.03,0.998,,,,,,,,,,,,,,,
CXCL14,CCR7,0.006,0.088,0.078,,,0.0,0.0,0.0,,,0.996,0.98,1.0,,,0.718,0.742,0.768,,,0.776,0.786,0.812,,
CXCL11,CCR6,,,,,,,,,,,0.002,0.064,0.322,0.054,,,,,,,,,,,
CXCL11,CXCR6,,,,,,,,,,,0.002,,0.012,,,,,,,,,,,,
CXCL12,CCR6,0.01,0.03,0.06,0.042,,0.0,0.0,0.0,0.0,,1.0,0.926,1.0,0.518,,0.714,0.592,0.744,0.528,,0.0,0.0,0.0,0.0,
CXCL9,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,IDO1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,PIK3C2G,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,PLAUR,,,,,,0.834,0.638,0.072,0.0,,0.998,0.706,0.004,0.002,,0.04,0.242,0.002,0.0,,,,,,
CCL7,CCR7,,,,,,,,,,,,,,,,0.004,0.08,0.046,,,,,,,
XCL1,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,MMP9,0.11,0.766,0.974,0.0,,0.018,0.552,0.176,0.0,,,,,,,0.118,0.696,0.46,0.0,,0.024,0.2,0.038,0.0,
IL1B,CSF1,,,,,,0.538,0.058,0.18,0.204,0.496,0.89,0.066,0.132,0.208,0.506,0.026,0.014,0.006,0.058,0.272,,,,,
CSF2,CDH11,,,,,,,,,,,0.018,0.0,1.0,0.36,0.036,,,,,,,,,,
ADIPOQ,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CDK6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR7,0.0,0.118,0.034,,,0.212,0.266,0.324,,,0.988,0.902,1.0,,,0.056,0.066,0.088,,,0.652,0.666,0.704,,
CXCL1,CCR7,,,,,,0.016,0.232,0.304,,,0.002,0.394,0.996,,,,,,,,,,,,
CCL13,CCR6,0.628,0.148,0.984,0.11,,0.03,0.018,0.04,0.016,,0.414,0.134,0.88,0.092,,0.0,0.0,0.0,0.0,,,,,,
CXCL8,CCR7,0.114,0.48,0.998,,,0.508,0.61,0.832,,,0.004,0.398,0.952,,,0.002,0.002,0.002,,,,,,,
IFNG,PIGR,,,,,,,,,,,,,,,,,,,,,,,,,
CALCA,CDH11,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL2,CCR7,0.79,0.692,1.0,,,0.0,0.008,0.006,,,0.128,0.446,0.918,,,0.0,0.0,0.0,,,0.0,0.0,0.002,,
CXCL12,MMP13,,0.002,,,,,0.0,,,,,1.0,,,,,0.638,,,,,0.0,,,
CXCL12,CXCR6,0.016,,0.022,,,0.0,,0.0,,,1.0,,1.0,,,0.722,,0.73,,,0.0,,0.0,,
PPBP,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL22,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,PTGS2,0.456,0.0,0.376,0.082,,0.17,0.0,0.172,0.074,,,,,,,,,,,,,,,,
CCL5,MMP9,0.166,0.754,0.864,0.0,,0.42,0.696,0.606,0.0,,0.576,0.848,0.99,0.0,,0.022,0.102,0.034,0.0,,0.528,0.716,0.62,0.0,
RELN,ITGB6,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,CTSL,,,,,,,,,,,,,,,,,,,,,,,,,
CCL17,CCR6,0.368,0.126,0.68,0.076,,0.012,0.002,0.014,0.002,,0.466,0.154,0.756,0.104,,0.934,0.9,0.944,0.87,,0.93,0.906,0.934,0.9,
IFNG,CTSK,,,,,,,,,,,,,,,,,,,,,,,,,
CCL13,CXCR6,0.824,,0.874,,,0.032,,0.03,,,0.582,,0.664,,,0.0,,0.0,,,,,,,
IFNG,CD40LG,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,NOTCH3,0.99,0.0,0.04,0.726,0.0,0.0,0.0,0.0,0.052,0.0,1.0,0.0,0.704,0.828,0.0,0.682,0.0,0.232,0.686,0.0,0.152,0.0,0.058,0.336,0.0
IL1B,PTGS2,,,,,,0.378,0.0,0.33,0.098,,0.704,0.0,0.626,0.094,,0.01,0.0,0.018,0.02,,,,,,
IFNG,TPO,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,HMOX1,0.112,0.566,0.0,0.0,,0.048,0.124,0.026,0.0,,1.0,1.0,0.994,0.0,,0.0,0.002,0.0,0.0,,,,,,
SAA1,MMP9,0.468,0.826,0.994,0.0,,,,,,,0.114,0.756,0.916,0.0,,0.04,0.176,0.084,0.0,,,,,,
CXCL11,CCR7,,,,,,,,,,,0.0,0.294,0.706,,,,,,,,,,,,
CCL4,CXCR6,0.0,,0.0,,,0.26,,0.262,,,1.0,,1.0,,,0.072,,0.068,,,0.68,,0.682,,
CCL2,CXCR6,0.67,,0.746,,,0.0,,0.0,,,0.904,,0.944,,,0.03,,0.03,,,0.012,,0.012,,
COMP,ITGA6,0.014,0.0,0.002,0.268,0.094,0.0,0.0,0.0,0.0,0.0,1.0,0.39,1.0,1.0,0.59,0.984,0.922,0.976,0.986,0.928,0.966,0.886,0.95,0.966,0.89
CXCL3,CXCR6,0.234,,0.408,,,,,,,,0.934,,0.978,,,0.0,,0.0,,,0.004,,0.004,,
CCL20,CXCR6,1.0,,1.0,,,0.91,,0.916,,,0.0,,0.0,,,0.548,,0.554,,,,,,,
CCL18,CCR6,0.0,0.008,0.0,0.028,,0.872,0.708,0.912,0.586,,1.0,0.718,1.0,0.372,,0.018,0.008,0.024,0.006,,0.466,0.394,0.494,0.342,
IFNG,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,
FLT4,FLT1,1.0,0.198,0.002,0.646,0.06,,,,,,0.996,0.17,0.0,0.602,0.054,,,,,,0.164,0.096,0.092,0.254,0.04
CCL3,CXCR6,0.966,,0.984,,,0.618,,0.636,,,0.348,,0.488,,,0.0,,0.0,,,,,,,
CXCL2,CCR6,0.954,0.316,1.0,0.182,,0.0,0.0,0.002,0.006,,0.424,0.126,0.824,0.084,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
CSF2,CEACAM5,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,SFTPA1,,0.092,0.03,0.042,,,0.0,0.0,0.0,,,0.344,0.998,0.16,,,0.05,0.07,0.016,,,0.04,0.046,0.024,
VEGFA,PDGFRB,1.0,0.0,1.0,0.988,0.006,0.216,0.0,0.136,0.438,0.002,0.0,0.0,0.0,0.392,0.0,0.308,0.002,0.244,0.464,0.008,0.95,0.184,0.938,0.956,0.144
CCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP9,,,,,,0.176,0.732,0.71,0.0,,0.166,0.78,0.974,0.0,,0.008,0.27,0.03,0.0,,,,,,
CCL3L1,CCR6,0.03,0.068,0.588,0.062,,0.638,0.32,0.812,0.2,,0.786,0.168,0.998,0.114,,0.0,0.0,0.002,0.004,,,,,,
CCL14,CCR6,0.148,0.088,0.848,0.082,,0.624,0.342,0.764,0.202,,0.268,0.102,0.924,0.082,,0.044,0.02,0.07,0.024,,,,,,
CCL2,VEGFA,1.0,0.17,0.0,0.272,0.944,0.006,0.0,0.0,0.004,0.408,1.0,0.184,0.0,0.272,0.95,0.224,0.018,0.004,0.06,0.662,0.042,0.004,0.002,0.014,0.33
XCL1,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CXCR6,0.0,,0.0,,,0.884,,0.884,,,1.0,,1.0,,,0.024,,0.022,,,0.478,,0.48,,
TPSAB1,MMP2,0.986,0.0,0.63,0.768,0.0,,,,,,0.988,0.0,0.644,0.77,0.0,,,,,,,,,,
CCL13,CCR7,0.26,0.514,0.996,,,0.026,0.04,0.048,,,0.088,0.422,0.956,,,0.0,0.0,0.0,,,,,,,
IFNG,LOX,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL10,CXCR6,0.824,,0.908,,,0.184,,0.194,,,0.078,,0.158,,,0.55,,0.57,,,,,,,
CCL20,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CXCR6,,,,,,,,,,,,,,,,0.01,,0.01,,,,,,,
CD40LG,VEGFA,1.0,0.126,0.0,0.214,0.928,1.0,0.086,0.0,0.198,0.908,,,,,,,,,,,,,,,
CSF3,BIRC3,0.0,0.014,1.0,0.912,0.836,0.004,0.004,0.716,0.832,0.744,,,,,,0.038,0.006,0.96,0.88,0.79,0.012,0.004,0.072,0.646,0.616
XCL2,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL20,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,MMP9,0.046,0.73,0.814,0.0,,0.0,0.0,0.0,0.0,,0.946,0.924,1.0,0.0,,0.27,0.584,0.476,0.0,,0.07,0.176,0.108,0.0,
CCL8,CXCR6,,,,,,0.098,,0.102,,,0.04,,0.138,,,0.062,,0.086,,,0.0,,0.002,,
CCL21,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,
NPPA,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IL1B,MMP3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL14,CCR7,0.018,0.388,0.974,,,0.504,0.576,0.834,,,0.026,0.43,0.984,,,0.03,0.08,0.092,,,,,,,
PPBP,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,HMOX1,0.59,0.708,0.026,0.0,,0.0,0.0,0.0,0.0,,1.0,0.978,0.968,0.0,,0.4,0.546,0.278,0.008,,0.096,0.124,0.074,0.004,
CCL22,CCR6,0.0,0.024,0.004,0.038,,0.526,0.358,0.624,0.27,,1.0,0.442,1.0,0.24,,0.408,0.308,0.478,0.236,,0.426,0.364,0.468,0.288,
CCL2,F3,0.876,0.816,0.35,,0.198,0.0,0.002,0.0,,0.004,0.962,0.86,0.64,,0.22,0.036,0.096,0.026,,0.04,0.012,0.024,0.012,,0.008
MDK,VEGFA,1.0,0.924,1.0,0.872,1.0,0.58,0.152,0.088,0.21,0.774,0.0,0.0,0.0,0.008,0.56,1.0,0.912,0.944,0.928,1.0,0.992,0.974,0.966,0.96,0.998
IL2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,FLT1,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR6,0.016,0.02,0.042,0.018,,0.0,0.0,0.0,0.0,,1.0,0.938,1.0,0.72,,0.734,0.68,0.766,0.638,,0.79,0.748,0.804,0.73,
SPARC,MMP14,0.862,0.006,0.4,0.056,,0.0,0.0,0.0,0.0,,1.0,0.016,0.968,0.156,,0.652,0.206,0.586,0.342,,0.004,0.0,0.0,0.0,
IL10,CD14,,,,,,,,,,,,,,,,0.152,0.09,0.17,0.0,0.402,,,,,
IL1A,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR6,0.138,0.078,0.554,0.064,,0.424,0.282,0.51,0.212,,0.666,0.17,0.956,0.112,,0.022,0.012,0.034,0.014,,0.542,0.46,0.592,0.41,
CCL2,CCR6,0.546,0.146,0.918,0.106,,0.0,0.0,0.0,0.0,,0.832,0.236,0.974,0.144,,0.024,0.022,0.042,0.018,,0.012,0.008,0.012,0.006,
CSF2,MMP14,,,,,,,,,,,0.978,0.004,0.046,0.044,,,,,,,,,,,
PI3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,PTGS2,0.67,0.002,0.556,0.088,,0.35,0.0,0.34,0.082,,0.82,0.004,0.794,0.098,,0.432,0.004,0.416,0.124,,,,,,
FGF7,PDGFRA,0.002,0.0,0.942,0.35,,0.0,0.0,0.0,0.004,,0.81,0.01,1.0,0.568,,0.052,0.0,0.14,0.126,,0.04,0.006,0.064,0.068,
CCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGA6,0.308,0.002,0.01,0.472,0.166,0.0,0.0,0.0,0.0,0.0,1.0,0.092,0.994,0.866,0.35,0.898,0.494,0.842,0.872,0.622,0.95,0.762,0.924,0.948,0.794
CCL3,CCR7,0.532,0.588,1.0,,,0.508,0.586,0.742,,,0.026,0.388,0.918,,,0.0,0.0,0.0,,,,,,,
COMP,ITGB6,0.082,0.324,0.0,0.014,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.624,,0.986,0.992,0.972,0.952,,0.968,0.974,0.93,0.9,
IGFBP2,CD24,1.0,0.988,0.0,0.14,1.0,0.246,0.21,0.0,0.0,0.974,1.0,0.95,0.0,0.08,0.998,1.0,0.996,0.096,0.4,1.0,0.022,0.012,0.0,0.0,0.772
IL6,PTGS2,0.35,0.0,0.248,0.078,,0.0,0.0,0.0,0.0,,1.0,0.006,0.996,0.162,,0.358,0.006,0.36,0.13,,0.086,0.004,0.088,0.032,
IFNG,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,CXCL12,0.01,0.0,1.0,0.712,0.0,0.004,0.0,0.958,0.58,0.0,,,,,,0.052,0.0,1.0,0.676,0.0,0.022,0.0,0.092,0.372,0.0
IGF1,FLT4,0.004,,0.002,,0.088,0.036,,0.03,,0.036,1.0,,1.0,,0.194,0.0,,0.0,,0.002,,,,,
IL1B,PTGDS,,,,,,0.0,0.734,1.0,0.016,0.816,0.0,0.764,1.0,0.02,0.83,0.0,0.464,0.848,0.002,0.704,,,,,
FGFR4,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR7,0.102,0.498,0.996,,,0.004,0.042,0.034,,,0.01,0.37,0.918,,,0.576,0.648,0.774,,,0.332,0.38,0.42,,
IGF1,PDGFRB,0.536,0.0,0.05,0.692,0.002,0.074,0.0,0.038,0.406,0.0,1.0,0.0,0.986,0.876,0.006,0.0,0.0,0.0,0.036,0.0,,,,,
S100B,BIRC3,0.244,0.04,1.0,0.96,0.898,0.054,0.01,0.324,0.706,0.684,0.0,0.002,0.912,0.858,0.772,0.0,0.0,0.006,0.16,0.252,,,,,
VEGFA,PDGFRA,1.0,0.094,1.0,0.962,,0.098,0.014,0.218,0.17,,0.0,0.0,0.0,0.07,,0.196,0.014,0.314,0.266,,0.914,0.648,0.956,0.896,
IL17A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGB6,0.76,0.672,0.0,0.032,,0.0,0.0,0.0,0.0,,1.0,1.0,0.844,0.222,,0.92,0.922,0.758,0.624,,0.966,0.958,0.908,0.82,
OLR1,MMP3,,,,,,,,,,,,,,,,,,,,,,,,,
CD160,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,
CCL22,CXCR6,0.0,,0.0,,,0.544,,0.562,,,1.0,,1.0,,,0.436,,0.45,,,0.438,,0.448,,
CXCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
LAMA3,ITGB6,1.0,0.92,0.0,0.076,,0.19,0.368,0.01,0.012,,1.0,0.86,0.0,0.06,,0.926,0.868,0.234,0.128,,,,,,
IL2,TNFRSF9,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,INSR,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,TSHR,1.0,0.986,0.0,0.046,0.91,0.028,0.248,0.0,0.0,0.436,1.0,0.996,0.0,0.076,0.952,1.0,0.958,0.004,0.05,0.89,0.56,0.646,0.006,0.014,0.678
CXCL6,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL2,CCR7,0.24,0.488,0.97,,,0.0,0.0,0.0,,,0.536,0.59,0.99,,,0.018,0.04,0.048,,,0.012,0.014,0.012,,
CCL26,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR6,0.544,0.158,0.988,0.096,,0.012,0.01,0.028,0.014,,0.13,0.066,0.758,0.074,,0.666,0.428,0.756,0.32,,0.358,0.252,0.396,0.22,
CCL8,CCR7,,,,,,0.042,0.228,0.272,,,0.0,0.356,0.964,,,0.038,0.144,0.15,,,0.0,0.004,0.006,,
CD40LG,F3,0.578,0.732,0.004,,0.17,0.198,0.61,0.056,,0.144,,,,,,,,,,,,,,,
CXCL10,CCR7,0.152,0.504,0.996,,,0.118,0.226,0.298,,,0.0,0.334,0.812,,,0.43,0.542,0.7,,,,,,,
FGF7,PDGFRB,0.832,0.0,0.218,0.728,0.004,0.0,0.0,0.0,0.072,0.0,1.0,0.0,0.976,0.856,0.004,0.14,0.0,0.072,0.448,0.0,0.062,0.0,0.052,0.25,0.002
CCL17,CXCR6,0.428,,0.482,,,0.012,,0.012,,,0.566,,0.626,,,0.938,,0.938,,,0.93,,0.932,,
CXCL12,MMP9,0.01,0.61,0.292,0.0,,0.0,0.0,0.0,0.0,,1.0,0.99,1.0,0.0,,0.698,0.82,0.786,0.002,,0.0,0.002,0.0,0.0,
CXCL3,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT1,0.646,0.086,0.0,0.474,0.04,0.08,0.036,0.018,0.168,0.026,1.0,0.418,0.848,0.854,0.086,0.002,0.0,0.0,0.002,0.002,,,,,
IL13,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,F3,0.746,0.76,0.044,,0.182,0.372,0.656,0.188,,0.18,0.894,0.792,0.138,,0.196,0.434,0.716,0.32,,0.194,,,,,
CCL4,CCR6,0.0,0.024,0.01,0.032,,0.25,0.174,0.306,0.126,,1.0,0.618,1.0,0.302,,0.062,0.036,0.082,0.032,,0.67,0.612,0.696,0.55,
HLA-G,KLRC2,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FGFR2,0.998,0.498,0.0,0.482,,0.156,0.156,0.014,0.18,,1.0,0.952,0.028,0.872,,0.002,0.0,0.0,0.004,,,,,,
CCL3,CCR6,0.904,0.226,1.0,0.13,,0.574,0.376,0.69,0.258,,0.188,0.086,0.812,0.084,,0.0,0.0,0.0,0.0,,,,,,
IFNG,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL6,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CCL4,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
