gene	leave_one_out_ARI	importance_drop	panel_size	mean_subset_ARI
ETV5	0.7470675286689261	0.2529324713310739	40	0.747103197755042
ETV5	0.7470675286689261	0.2529324713310739	50	0.7739057481506258
THRA	0.7470675286689261	0.2529324713310739	30	0.7074233683645311
THRA	0.7470675286689261	0.2529324713310739	40	0.747103197755042
THRA	0.7470675286689261	0.2529324713310739	50	0.7739057481506258
CDKN2A	0.7470675286689261	0.2529324713310739	30	0.7074233683645311
CDKN2A	0.7470675286689261	0.2529324713310739	40	0.747103197755042
CDKN2A	0.7470675286689261	0.2529324713310739	50	0.7739057481506258
DUSP5	0.7470675286689261	0.2529324713310739	30	0.7074233683645311
DUSP5	0.7470675286689261	0.2529324713310739	40	0.747103197755042
DUSP5	0.7470675286689261	0.2529324713310739	50	0.7739057481506258
SPRY2	0.7470675286689261	0.2529324713310739	30	0.7074233683645311
SPRY2	0.7470675286689261	0.2529324713310739	40	0.747103197755042
SPRY2	0.7470675286689261	0.2529324713310739	50	0.7739057481506258
CTNNB1	0.7470675286689261	0.2529324713310739	30	0.7074233683645311
CTNNB1	0.7470675286689261	0.2529324713310739	40	0.747103197755042
CTNNB1	0.7470675286689261	0.2529324713310739	50	0.7739057481506258
ETV4	0.7666723002485815	0.23332769975141854	30	0.7074233683645311
ETV4	0.7666723002485815	0.23332769975141854	40	0.747103197755042
ETV4	0.7666723002485815	0.23332769975141854	50	0.7739057481506258
DIO2	0.7866394391108013	0.21336056088919875	30	0.7074233683645311
DIO2	0.7866394391108013	0.21336056088919875	40	0.747103197755042
DIO2	0.7866394391108013	0.21336056088919875	50	0.7739057481506258
LOX	0.7866394391108013	0.21336056088919875	30	0.7074233683645311
LOX	0.7866394391108013	0.21336056088919875	40	0.747103197755042
LOX	0.7866394391108013	0.21336056088919875	50	0.7739057481506258
SNAI1	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
SNAI1	0.8068092371682594	0.19319076283174064	40	0.747103197755042
SNAI1	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
IYD	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
IYD	0.8068092371682594	0.19319076283174064	40	0.747103197755042
IYD	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
APC	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
APC	0.8068092371682594	0.19319076283174064	40	0.747103197755042
APC	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
TG	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
TG	0.8068092371682594	0.19319076283174064	40	0.747103197755042
TG	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
SLC26A4	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
SLC26A4	0.8068092371682594	0.19319076283174064	40	0.747103197755042
SLC26A4	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
FOXE1	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
FOXE1	0.8068092371682594	0.19319076283174064	40	0.747103197755042
FOXE1	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
GLIS3	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
GLIS3	0.8068092371682594	0.19319076283174064	40	0.747103197755042
GLIS3	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
SLC5A8	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
SLC5A8	0.8068092371682594	0.19319076283174064	40	0.747103197755042
SLC5A8	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
MET	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
MET	0.8068092371682594	0.19319076283174064	40	0.747103197755042
MET	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
CDH1	0.8068092371682594	0.19319076283174064	30	0.7074233683645311
CDH1	0.8068092371682594	0.19319076283174064	40	0.747103197755042
CDH1	0.8068092371682594	0.19319076283174064	50	0.7739057481506258
DIO1	0.8272359729745945	0.1727640270254055	30	0.7074233683645311
DIO1	0.8272359729745945	0.1727640270254055	40	0.747103197755042
DIO1	0.8272359729745945	0.1727640270254055	50	0.7739057481506258
TPO	0.8272359729745945	0.1727640270254055	30	0.7074233683645311
TPO	0.8272359729745945	0.1727640270254055	40	0.747103197755042
TPO	0.8272359729745945	0.1727640270254055	50	0.7739057481506258
PAX8	0.8272359729745945	0.1727640270254055	30	0.7074233683645311
PAX8	0.8272359729745945	0.1727640270254055	40	0.747103197755042
PAX8	0.8272359729745945	0.1727640270254055	50	0.7739057481506258
PIK3CA	0.8272359729745945	0.1727640270254055	30	0.7074233683645311
PIK3CA	0.8272359729745945	0.1727640270254055	40	0.747103197755042
PIK3CA	0.8272359729745945	0.1727640270254055	50	0.7739057481506258
CDKN2B	0.8272359729745945	0.1727640270254055	30	0.7074233683645311
CDKN2B	0.8272359729745945	0.1727640270254055	40	0.747103197755042
CDKN2B	0.8272359729745945	0.1727640270254055	50	0.7739057481506258
KLK10	0.8272359729745945	0.1727640270254055	30	0.7074233683645311
KLK10	0.8272359729745945	0.1727640270254055	40	0.747103197755042
KLK10	0.8272359729745945	0.1727640270254055	50	0.7739057481506258
