sample_id	cluster	Hallmark_EMT	Hallmark_Hypoxia	Hallmark_Oxidative_Phosphorylation	Hallmark_TGF_beta	Hallmark_Inflammatory_Response	Hallmark_E2F_Targets	Hallmark_G2M_Checkpoint	Hallmark_Apoptosis	Hallmark_MTORC1	Hallmark_Interferon_Gamma
TCGA-ET-A40R-01A	DM1	5.755288824640836	6.757606482537235	6.90073056159457	6.600293133579173	4.0402490774489745	3.9978991714828465	2.8010490066029528	4.494576969753081	5.073052444053577	6.811249195991155
TCGA-EM-A3FR-01A	DM2	4.606392852394079	6.211171782883298	6.641009258003056	5.916640108723937	3.0202000684986636	3.0761138042584117	2.1429105661714285	3.420797641084626	5.174648958131048	6.718879997775209
TCGA-DJ-A4UQ-01A	DM1	6.639861237720083	6.507560351509425	6.217497268429349	7.206516738374626	3.6222802738491846	3.823790065185665	2.5634894592250244	4.627071440377177	5.20815712574409	6.1963153644525155
TCGA-ET-A4KQ-01A	DM2	5.455675546374916	6.503960722120795	6.275870115645176	6.196164445941199	2.357005281515687	2.83506955013267	1.575221597274396	3.713014501344432	4.8932188589537455	5.435861005047806
TCGA-CE-A481-01A	DM1	6.34626269884473	6.773901804194998	6.253936152865414	6.864063922268043	3.3416183396735053	4.467510788904198	2.795302814917109	4.72490202667855	5.136674923085085	7.386556185564392
TCGA-EM-A2CP-01A	DM1	5.249041711445552	6.234115763334134	6.308596300765513	6.577626267389013	2.6113720494900368	3.7528695753346866	2.8975769761238768	4.402689415106336	5.129764545401888	8.689577045950099
TCGA-EL-A3H3-01A	DM1	5.540612438672675	6.712709036940715	6.217117001886525	6.09316166937631	3.2101891048093565	3.538688438239491	2.648095070890229	4.764378274124714	5.052404082430436	7.559887407067748
TCGA-EL-A3CS-01A	DM1	6.371214974184129	6.695596354798732	6.200287849848771	7.0447692932445785	3.6334025984329634	3.3875082368823244	2.1154185755995574	4.382806845919462	5.585496122849331	5.899043711138184
TCGA-FK-A3SD-01A	DM2	4.220664884423127	5.90346401996221	6.9907326414407605	5.646185987024929	1.8899943977852218	2.795619983460231	1.609820716287184	3.4895629570446007	5.180884343639669	5.355238579739868
TCGA-DJ-A13W-01A	DM1	3.9173796752027767	4.254581421737046	5.466373377509741	4.47174857321991	1.530905617210432	2.6661197592460923	1.2776394686566779	2.308285690958086	3.836108657351646	4.482236811228387
TCGA-DJ-A13R-01A	DM1	3.749426838862152	5.129512225226645	6.601554367934945	4.740549729912438	1.7457588823538042	2.792431935498479	1.9877782250041671	3.3982538757968097	4.279524857105867	7.470983243395194
TCGA-EL-A3ZK-01A	DM1	5.678897214406389	6.606840229587511	6.204403673286813	6.570282467460784	5.098995182369395	4.095640837637391	2.4379984073429743	5.072683911827077	5.124247131954928	7.259223899959223
TCGA-ET-A3DS-01A	DM2	4.379461712600777	6.4220970641165005	6.10042028184903	5.517448544556452	2.6617118101906336	3.8622040340268637	3.332636032437595	3.228557261730671	5.265535960298689	6.10748018573512
TCGA-EL-A3D4-01A	DM1	5.73617387133991	6.677462353781011	6.771367495710077	7.079212227567013	3.003156166417302	2.804859311311943	1.638750532306542	4.037675366648841	5.191934797254481	5.784559343710144
TCGA-EM-A3AN-01A	DM1	6.082798342620283	6.843464677029209	6.488111584324474	6.606403563524885	2.96212329068096	3.2459531045821057	2.049658930608614	4.480468922536507	5.056567672479569	6.176682936573954
TCGA-DE-A0Y2-01A	DM1	5.664522459173929	6.573480523928431	5.835059276629212	6.876030963945385	3.965390200065132	4.097657899139245	2.2677161060531397	4.445729097227113	4.955710155542474	6.410835085744545
TCGA-CE-A27D-01A	DM1	6.229928749701185	6.539813509576464	6.434609374718185	6.598636849760491	3.0464176283554067	4.516609904074558	3.600071273486407	4.591837073020266	5.18417136101224	8.754958554352575
TCGA-BJ-A0Z0-01A	DM2	4.161929941341879	6.50697944722595	6.048173414734869	5.7629683308562045	1.8334626543366634	3.063660190057692	2.147050984906971	3.3219605751159342	4.960178781528832	5.574434767748173
TCGA-FK-A4UB-01A	DM1	5.692177978109879	6.311942457671116	6.626491245235669	6.258926279256673	2.8889750779170833	3.1136328188315403	1.6989982219369746	4.309387642044869	5.059098479834927	6.133997965915638
TCGA-H2-A421-01A	DM1	6.422846817939503	6.414579931237417	6.320050551055935	6.718968364997343	3.448660321157223	4.210294003249162	2.656253312018125	4.883584918628792	4.94435580335318	7.874115393171073
TCGA-CE-A483-01A	DM1	5.220840735764467	6.6388439412676785	6.319889587626871	6.346229842273416	3.2505634150032185	4.078505219756196	2.6900388843036387	3.9903875031194875	4.9959041111620754	6.438019675028232
TCGA-FY-A76V-01A	DM1	5.834030376596051	6.62857686361131	6.228650672514701	7.235801564048073	3.5655627758155823	3.7369934949647168	2.273620200394151	4.456394546635177	5.025849218455772	5.739532175320187
TCGA-DO-A2HM-01B	DM1	6.833229948226418	6.647606096640149	6.220886737710498	6.8007573757765565	4.622459826904351	4.655246864776076	4.1094195471066985	5.232451304628923	5.2197752045450265	8.436751422420368
TCGA-EL-A3T0-01A	DM1	6.153227116630188	6.538475283440983	6.329562173310182	7.066840866189578	4.601882342857742	3.4542152642293096	1.8400876655421776	4.120634660999046	5.044933622832645	6.4724233699190235
TCGA-BJ-A0ZJ-01A	DM1	5.740772644306928	6.602353266803194	6.401232888406363	6.450976006153499	3.2455607209793422	4.17375675760407	3.127432883980856	4.391951442583387	5.144313632088469	7.453874404231202
TCGA-EL-A3T9-01A	DM1	8.17330892541017	6.900021307283488	5.895380355932764	7.490628648796621	4.981154292692495	4.241101380236449	3.6139636357537652	5.305816575843836	5.279658397856931	5.897719432663338
TCGA-EM-A1YD-01A	DM2	6.083640740397381	6.4142510193545075	6.2609354550287035	6.674510008615717	3.8522638398730216	3.0711499322015507	2.325293709764135	3.3015399169484403	5.1176674022115	6.608726146404639
TCGA-EL-A3H1-01A	DM2	5.059062199414337	6.244253236912849	6.614890605998917	6.279574464120605	2.657697777560017	4.422976590791332	2.6895437042872468	3.874775958520749	5.08778361029092	5.714806337954618
TCGA-DJ-A3VK-01A	DM1	5.279516273107641	6.4944447996571	6.71691506690253	6.490255778654758	2.6501322740893714	3.6269470385270166	2.780555905958173	4.1326024051670265	5.023249085224069	6.128616904108761
TCGA-EM-A4FR-01A	DM1	4.790449551636103	6.178680867968092	6.681487674437775	6.108190718410009	2.1480298681528374	2.5275098244697034	2.0131228615529504	4.060508862451771	4.898229851748952	5.380697599744365
TCGA-EL-A3ZR-01A	DM2	4.217273650918944	6.4483759064798125	6.7501277002950415	5.971393094129387	2.1984074644539175	3.857298547445297	3.138738420659439	3.840287068954978	5.02247568392501	5.306087039213461
TCGA-EM-A2P1-06A	DM1	6.602170592634384	6.23022649611339	6.054784927903647	6.7978956645093165	3.5632334685845657	4.2893394604507575	2.9141979467738053	4.749292568974577	4.9993110979691116	7.854526347780676
TCGA-ET-A39R-01A	DM1	6.1276568360686055	6.727033159566114	6.280747389048219	6.852429343668078	3.4944392591218856	4.714720414080305	3.5612677833274704	4.900810337525825	5.260725531729748	9.196803084663213
TCGA-ET-A3DR-01A	DM1	5.823391407270476	6.452787064981643	5.894547807513533	6.756461209103182	3.8684902643949672	3.463420673682869	2.3130198212967428	4.413203233456788	5.149577025944846	5.707765317775725
TCGA-ET-A2N3-01B	DM2	4.741464950079682	6.147646044348373	6.99175359227457	5.66445628611691	1.9425527718036293	3.8249952449223703	2.1466221393633904	3.534933662083445	5.192328798734453	5.3543402680011045
TCGA-CE-A485-01A	DM1	7.496618507722545	6.635782813449263	6.15603937525297	7.361921292680902	4.313414522397312	4.070033147022613	3.117135395341662	4.983241768583792	5.202495982987492	6.727839738729969
TCGA-ET-A3DT-01A	DM1	6.31944952062674	6.294548964041525	5.684558339097758	7.00068521143308	3.790653202397011	4.255058348792473	3.2534397767432592	4.596136150684674	5.0635160781038975	8.417616980151179
TCGA-CE-A13K-01A	DM1	6.014516960548255	6.9465167226379085	6.183707917731538	6.689705000142965	3.8709965210534074	3.7788080748225146	2.1090478077896395	4.55284485226598	5.093620569903089	6.279821709213679
TCGA-DJ-A2Q9-01A	DM1	7.8915294458700505	7.0949009879301626	6.020836898288375	7.731515571379922	4.459988025164556	4.619715339227881	4.072553218391893	4.853939589283075	5.321099350524065	7.505188557811076
TCGA-BJ-A190-01A	DM2	4.881291428096191	6.570022027223607	6.4841631680650424	5.772912189690552	1.9651271802684944	2.8684501716625506	2.172766093249368	3.0317299717389226	5.078726683062566	5.188693691133681
TCGA-DE-A3KN-01A	DM1	5.842384956312491	6.584735561655357	6.230603492352138	6.713730871551428	4.805887292819036	2.8196145194837254	1.6346312433795678	4.450639475950013	5.042697101947868	5.76820600620529
TCGA-EM-A3AL-01A	DM2	5.736651669715977	6.465650495828863	7.014901580255256	5.812528779682581	1.9115108885793355	4.055899831338402	2.7693302107989064	3.588894427072065	5.1656917738110995	5.805273253891846
TCGA-EM-A1YC-01A	DM2	4.436134052722665	6.177999974164379	6.6147069212971275	4.771513703219667	2.0457370940025115	3.3482629664066894	2.1911716858031918	3.6383667065227896	5.3644938135976465	4.594185058502165
TCGA-BJ-A0Z5-01A	DM1	4.769813631573734	6.4960820820486065	6.531154681616367	5.910905913914525	2.6782756026765293	4.397145899188556	2.426730118829365	4.3469632583368405	5.085502280815448	6.206930218801998
TCGA-DO-A1JZ-01A	DM1	5.735404294914303	6.229659804762472	5.986361071938959	6.883388685179471	2.630017016490765	4.0486083213338615	2.2720641778384305	4.754240199811123	4.980045269287673	5.309153927397559
TCGA-EM-A3AO-01A	DM1	5.430459428010017	6.197048791366631	6.266126065528252	6.276795905467059	3.2282712711801342	2.976961819881178	1.7629004172173348	4.335008933947088	5.095485448667055	8.197039532508422
TCGA-EM-A1CW-01A	DM2	4.4857058074805565	6.241894595256965	6.793276988026224	5.715633171031915	2.585696279420479	3.393832209916636	2.152163478133502	4.15179969916561	5.398632488310551	7.51967319080705
TCGA-DJ-A3VM-01A	DM2	4.673141350371796	6.353951965108083	6.442972595552171	5.990819145522687	2.86638080853349	4.609069603278223	2.919798834217293	3.9819470630947973	5.196891055048387	5.477436011360973
TCGA-EM-A2CL-01A	DM2	4.370222526880843	5.92215436540032	6.015982957120298	5.676686078663098	2.3079414267485028	3.994512379219066	2.399378607742672	3.702858544431894	5.056042420108649	5.252849798761069
TCGA-ET-A40T-01A	DM1	6.677011099473742	6.8158987139910945	6.31650049921814	7.097159549573101	3.7594444029481706	4.251495448088464	2.916212098512027	5.075221148009194	5.145156967301848	7.314299844678437
TCGA-BJ-A0ZF-01A	DM2	5.240421662030761	6.1450772576572215	6.979271858124194	5.984897466148699	2.60205681447729	3.444833883977149	2.190475920128145	4.058269649520201	5.074019213999706	5.583171357549618
TCGA-ET-A25L-01A	DM1	7.013207181512286	6.107038225794441	6.283329953039234	7.370017355001218	3.457910913912804	3.648089804114955	2.21934053040288	4.666349563780316	5.089281900660487	6.2363054176372765
TCGA-EM-A3FN-01A	DM2	4.810334840511692	5.761892956742956	7.166570812794025	5.061033925164739	1.7908915009842212	2.281687955482409	1.8074777214557383	3.1184818999820503	5.0317144461785555	5.129193424743215
TCGA-EM-A1YA-01A	DM2	4.727167749254861	6.376093991117304	7.057923733779847	5.598991875032108	2.873786191791693	3.8952253947983406	2.4041951530181267	3.8624154423222365	5.397101987303046	5.334399862588967
TCGA-E3-A3E0-01A	DM1	5.153197372588014	6.754890237632517	6.495856908348951	6.813795445300056	3.5684393384896085	4.215597948972684	3.0568118994639635	4.392465524775908	5.018950377877978	7.183047821282591
TCGA-BJ-A0ZC-01A	DM2	4.98699357343962	6.5178681393248565	6.425209349437708	5.687303461230221	2.040164119709954	2.7180025018701537	1.780729069648491	3.4896206539029815	4.94983200565881	6.474360285783283
TCGA-EM-A2CU-01A	DM1	5.882286127850764	6.679583449487067	6.247277710633893	6.5025048585310685	3.3876290566312015	3.2147187523707474	1.6865250887322787	4.580675224102269	5.173373823203246	6.711049578271168
TCGA-DJ-A3V3-01A	DM1	5.638487871421438	6.582869228950899	6.531362504705343	6.458960312316173	3.2221429605746175	3.521851770612837	2.1463744908893796	4.538460436970271	5.099337423479841	7.068334251639894
TCGA-BJ-A45K-01A	DM2	5.62970484519116	6.2160711955753865	6.630528622885635	6.501991251306428	1.9784684845950533	3.751839179643974	2.2329891751437647	3.805247566150218	5.149213900159588	5.4592412782076565
TCGA-FY-A3R6-01A	DM1	6.347274270329694	6.525609090053843	6.246118757762624	6.619966873652787	4.08441710287335	4.54741010251075	3.070090240840595	5.0517936500229075	5.083947228445206	8.187866072634511
TCGA-IM-A41Z-01A	DM2	4.5143323077733495	6.335187340145786	7.0121701203894	5.92063620149925	2.684575989935154	4.254593964705667	2.706007440966974	4.35860871383691	5.496660006344686	7.315051130053269
TCGA-EL-A3CX-01A	DM1	4.4376763725022865	7.251769211081224	6.874693324527256	6.169034897187394	3.0428293581595467	4.446486506203412	3.307980988744043	4.648667915260552	5.869577923735093	6.451718462292404
TCGA-EM-A1YB-01A	DM2	4.622520075771033	6.4932636304398015	7.9455448944062566	5.4738870757786335	2.1790481506577226	4.199468478441493	2.266149056006599	3.294633667477193	5.360495938277764	5.277986908269415
TCGA-ET-A3DV-01A	DM2	4.914761334389536	6.575589109309974	6.909670393608128	6.368456947422999	2.083667587260037	3.900274655286889	2.207533618136949	3.3330713488700883	5.197724229461863	6.121845096633002
TCGA-BJ-A28V-01A	DM2	5.260998325478477	6.4708191583264	6.366408309539303	5.873639408827271	1.9225198895643847	4.2350579608558325	2.711616730091206	3.693439151609386	5.186558654312686	5.046693727112632
TCGA-EM-A3FP-01A	DM2	4.817478410560136	6.468986515277316	7.268608585403687	6.118580555060681	2.5829113740438623	3.6753040648468542	2.0050431053841833	4.25860206284958	4.98334229654961	6.6405212920794705
TCGA-EM-A22N-01A	DM2	4.6560431355496865	6.138562032253226	6.687934916209065	5.369218604949073	1.9438708463724914	3.746040746538717	1.9379055921035528	3.4401078229642645	5.270028814582828	5.427527100314571
TCGA-DJ-A3VL-01A	DM1	5.1926534584810735	6.2727932522337255	6.972415686918492	6.187612837498158	2.313070066897051	2.996315143815175	2.153116976945452	3.803650328091839	4.950116576534103	7.014995228670577
TCGA-EM-A3FL-01A	DM2	4.406620305112131	6.2725879345162365	7.1293851262049985	5.059040109686616	1.9553461388939446	3.1403071398805396	1.9664413358157644	3.1736768418465977	5.194443519814128	5.731865338128803
TCGA-EM-A2OY-01A	DM2	3.7532084186627244	6.348494863522322	7.110523588918011	4.514264611669363	1.7300983546175253	3.180095783334703	2.2522380178097916	2.8563870204777966	5.164818000098823	4.855655213788706
TCGA-EM-A3AJ-01A	DM1	5.732628562062122	6.0710310624255	7.01987825667531	6.555811802780647	2.9998254870469516	3.642532592736584	2.8818894882106094	4.555420231994444	5.0500600040325665	7.517028093912794
TCGA-FE-A238-01A	DM1	5.977875381629419	6.821507664506593	6.316029818009572	6.737577630960547	3.27665774905682	4.664005551335024	3.263589893455606	4.5374460691812954	5.540931190372187	7.138005347402023
TCGA-DJ-A2Q1-01A	DM1	6.846690764444435	6.617462671273354	6.2094275628684885	6.527877392916076	5.2358009783504205	3.9120052396583254	2.5775816927934008	4.85702119076884	4.901553669418713	6.60557220831238
TCGA-EM-A1YE-01A	DM2	5.169373021783583	6.334197969684589	6.710937519509966	5.397723563104244	2.0372033345502443	2.717680496653103	1.8452886643456428	3.8901883883531325	5.127708798293956	5.946439004789631
TCGA-ET-A25N-01A	DM1	5.420082007872018	6.567465416311822	5.869687766653176	7.130502544502396	5.166181658173271	3.112174156841531	1.813625723441408	4.382930204418087	4.898726437277	6.0904892562058475
TCGA-E8-A438-01A	DM1	5.737942728703884	6.31592136670389	6.6514339433415985	6.295585316531128	2.5607608001589517	3.142377792601596	1.8991042741108768	4.2778642290248765	5.012060300944241	5.69421610371618
TCGA-ET-A3DQ-01A	DM1	5.870248883755069	6.735361297899812	6.153381736074248	6.8603850362133505	4.184325455660579	3.2367641128707203	2.333473817295534	4.4397055781164605	5.048569532093162	7.261379861568178
TCGA-J8-A3O1-01A	DM1	5.092317774890456	6.504363839620397	6.340816756810024	6.401903779679544	3.358319790808256	3.9639185993221053	3.6542460977942537	4.728412851212462	5.548914222652473	5.839018076822428
TCGA-FE-A239-01A	DM2	5.190792870309677	6.545338925889615	6.510035909337131	6.320353715872513	1.8933357266522315	4.428626842866679	4.458489076743858	3.4405959964612247	5.303350586501721	4.920564493203424
TCGA-DE-A4M8-01A	DM1	5.891183043527557	6.428824352863196	6.20546607836026	6.722405710918101	3.68143438231158	3.850100490292158	2.891876023221273	4.384993144706319	4.992492135125926	8.314473485014423
TCGA-BJ-A28W-01A	DM1	5.23369456443699	5.670325922830253	7.118678167482982	5.566878144820479	2.487563206693885	5.017185456651177	4.177448864726063	4.230156817693883	5.070065045221923	8.083341069434109
TCGA-BJ-A28T-01A	DM1	6.504719608627842	6.246199760838023	6.093272839420486	6.399836889523173	3.223556398220899	4.173860421648384	3.2305401337962283	4.0593646855669965	5.08982198518746	8.63490276587488
TCGA-EM-A3FQ-06A	DM1	4.959765655161738	6.078969631138165	7.232769885965104	5.825158453198905	2.989105129250512	2.6165011997947993	1.79239389041952	3.6648646226235937	4.8594772204796834	5.9647860436737385
TCGA-DJ-A4V0-01A	DM1	5.538277282818389	6.5260921911114	6.209264913323877	6.129513462436788	3.2193672876441335	3.728585845993589	2.7089790276772705	4.15376719962484	5.074375782850625	8.052877996074146
TCGA-EL-A3H2-01A	DM2	4.254927781097166	6.992545592518453	6.773357695784746	5.882516171019723	2.236002165980097	2.9609281313542577	2.00997794916515	3.7837146438249754	5.178580852255263	5.657046633079282
TCGA-EM-A2CO-01A	DM2	4.9146162141121374	6.147480646171369	6.8336984130558	5.5911327785368234	2.168994508502816	3.449621183227226	2.020516370928282	3.2108708493763545	5.369442753834274	4.729984507984762
TCGA-EL-A3ZM-01A	DM1	7.035086419646939	6.120299638486178	6.6655521478646875	6.885269222934085	3.033104056081606	3.7679608509654927	2.370722171854451	4.480929705934063	5.217889248070411	7.344461228785498
TCGA-FE-A3PA-01A	DM1	5.971086713711278	6.520092962623123	6.704340533993611	6.57612046789217	2.805405057219001	3.507376898254146	2.211485780987693	4.42627995851746	5.017222217630746	6.047146983270362
TCGA-ET-A25P-01A	DM1	5.796712887021578	6.62155493874537	6.331662907347852	6.436070457842673	2.294086459616931	4.2065898290262265	2.192123014536364	3.9767726168845816	5.319712806455025	5.647839061681635
TCGA-BJ-A191-01A	DM2	4.681920376603014	5.780676856564639	6.274243636420661	5.81290505415087	2.7171805051409037	3.6202463712142636	2.5970072239618913	4.507892735592591	5.220257776561303	7.225255297141795
TCGA-EM-A3O9-01A	DM2	5.083404242160722	6.032966639017959	7.84541973010807	5.2099644857493885	2.2327150902158204	3.3135115150700414	2.7807962252910485	4.021445782540095	4.9149596604754615	5.977120462741893
TCGA-DJ-A3UV-01A	DM1	6.828724347115475	6.639763340301397	6.3327305443372	7.364029964514927	3.16619449537907	4.049693046874045	3.130950028206272	4.386237530333665	5.107359504511293	7.430763716541543
TCGA-FE-A3PD-01A	DM1	5.887825896085915	6.919928862203257	6.566581496842506	6.425913161304848	3.8688474670710726	3.2535575904145806	2.3424761117453365	4.69984828722611	5.010858756712156	7.425464939608925
TCGA-ET-A3BN-01A	DM1	5.531076409681687	6.797754681057131	5.695687226632454	7.091118135192426	4.985137237793551	3.648191908045951	2.019373328285736	4.436383067159247	5.0621672179488	5.921584335596812
TCGA-BJ-A45E-01A	DM1	6.067242192449925	5.761089351230673	6.5927972722962656	6.259410802732887	2.907785715493038	4.075366213544324	2.8776505299663198	4.3147131340597005	4.942048289854561	8.52630013504998
TCGA-EL-A3D5-01A	DM2	5.2518095501181445	6.836136617702368	6.762909379913697	6.835783671501345	2.226333133622441	3.586358931189131	2.341969313522704	3.283442601603444	5.221930816397307	5.631657723718662
TCGA-EL-A3CW-01A	DM1	6.255918032156769	6.478648253671899	6.345050379678676	6.7236577674867375	4.21017389504439	4.276450121450828	3.499391996547543	4.188268579959169	5.218659538873396	6.948575735912172
TCGA-KS-A41J-01A	DM1	5.209187790475148	6.3178831252178345	6.856909732532652	6.265404040515754	3.6185337180099464	4.027048022215374	2.5498592232491295	4.511535644618383	5.088106370547763	7.0400750213253165
TCGA-BJ-A0ZA-01A	DM2	4.464955174873845	6.29900756723833	6.310137930997064	6.0742676387460595	2.9818710492619855	3.8271843262748484	2.1875741748586934	3.892182216418741	5.098602103100718	6.070005005288236
TCGA-KS-A41L-01A	DM2	4.72949905248227	5.88844505357107	7.150017127042736	4.90870036891917	1.9086708853209597	3.165069853497928	2.420139673519838	3.4904240245445877	5.04667480518266	5.122410636812018
TCGA-BJ-A28S-01A	DM2	5.141571059698595	6.485737288741668	6.416605292556791	6.335134852549806	2.2370264324400533	3.4634084550125963	2.6583998851130546	3.3877666835812477	5.031234623312377	5.310472173496734
TCGA-BJ-A28Z-01A	DM1	6.537646575598496	6.469268398448738	6.045066125132476	6.7278576106250085	3.8493488154608735	4.283320244308312	2.709521297170489	4.894251311105088	4.9577321348654655	8.3213184768216
TCGA-DJ-A3US-01A	DM1	5.232598514257129	6.591027458149651	6.2783729710648934	6.475164695834886	3.176363917104351	4.013300763077736	3.085987733894747	4.407917868187813	5.0498491393036895	7.919418601222376
TCGA-DE-A2OL-01A	DM2	5.023787992884509	6.30354502806692	6.4104093630715235	6.090759389314537	2.035178211388449	4.569117021433735	2.5899950980083406	3.658240684835892	5.156279916487027	4.945709066394383
TCGA-FK-A3S3-01A	DM1	5.70822745343837	6.787398617581272	6.523759397582132	6.935815063624157	2.582677379142504	3.0426607807277146	1.9111568774222378	4.0696407831858465	4.956768306133541	6.470135331879569
TCGA-ET-A39T-01A	DM1	4.77478764961337	6.51086140013394	6.476001484002055	5.731271407860055	2.677071183790967	4.329348569318452	2.2705729139340702	4.503143752296092	5.4672625871368234	6.520949393630405
TCGA-DE-A69K-01A	DM1	5.91675292882465	6.682354610542442	6.332023017752529	6.604358359054181	3.9630901472332183	4.239855751921292	2.330013611517628	5.031969308736971	5.003407983613989	6.972476174080064
TCGA-ET-A25M-01A	DM1	6.845170395236911	6.421872281159553	6.183114225019221	7.657852104525551	3.66151926052128	4.45672682328181	2.2864679779926464	4.129836342553602	5.170575618796499	5.973144543198258
TCGA-DJ-A4V5-01A	DM1	6.575625659678638	7.123727897472998	6.142370080580935	7.05364853701577	5.006880507545067	4.293620950829156	2.9527462916636624	5.227756032709235	5.213994889285659	7.601121187842763
TCGA-DE-A4M9-01A	DM2	6.161955783896724	6.5398530233799335	6.447313964487954	6.952758539294726	2.8048945532936758	3.6575304937170037	2.6679123621157825	3.99918698596813	5.172213319264165	5.352514256946608
