gene	log2fc_dm2_vs_dm1	pvalue	fdr	rank_score
LNX1-AS2	0.010858490832031761	0.41003006140280185	0.5592627758654726	0.004204237190982088
PUDPP3	0.004420437636634057	0.1120542011569184	0.2191874182394056	0.004201943609358024
CASC17	0.004456770430546907	0.1142918753783807	0.22241930761017603	0.004198209294165527
MAGEB16	0.003365400988820988	0.05659692585698734	0.12844248101106084	0.004197352201106114
RPL23AP69	0.005434545072785048	0.16907994035600307	0.2979016832924909	0.004194968350906507
AKAP9	0.03355031437298628	0.7498744267145387	0.8386592647150451	0.0041941736851327845
RN7SL652P	0.006333926359258318	0.2177352775392154	0.3583013669627423	0.004193510229992885
AC104164.2	0.0038197184043407403	0.07987573520734631	0.16958495589633338	0.0041924661267383825
EDF1	0.03115663041916683	0.7335957708288497	0.8266689344978024	0.004191912166879603
RPL30P2	0.005561481539834682	0.17651781082785029	0.30747393018857966	0.004188971671021506
HNRNPA1P60	0.00690830568608539	0.24788095535404797	0.3939924693522303	0.00418475341325699
AL590132.1	0.005320813886204237	0.16374632180700308	0.29090688564192946	0.0041812469112469065
HIGD1AP14	0.007131675265644989	0.259406685307664	0.4069044177563491	0.00417929603557564
GYG2P1	0.0218437750554957	0.6438489172308405	0.760148661094602	0.00417687995348286
TMEM39A	0.028396861357320446	0.7130389500952299	0.8117622122388748	0.004171122560124132
AC107464.1	0.005006275566417787	0.1469581088373437	0.26946666077819126	0.004169258559562188
SLC29A4P1	0.0026343459689872097	0.026186605650087225	0.06897830949419866	0.004167326661333991
AC015908.1	0.004659627691869055	0.12758344676569622	0.24183658109509107	0.004166665498547331
PTPN23	0.022854915781100438	0.6573409190201152	0.770549052883166	0.004164378945283501
AC092115.1	0.016282893269350285	0.5550405710003745	0.687899355284304	0.004163133144737363
H3C5P	0.004753648779931102	0.13326943982425657	0.2500822770697933	0.004160723447383104
EIF2S3	0.02547267860511493	0.6865511382859605	0.7924032572255508	0.004160378941461823
AC016687.2	0.01657592439725366	0.5611029040751078	0.6929362026806412	0.004159852273956026
RNU6-490P	0.0030066817692810965	0.041356954449222744	0.10017961193072858	0.004159598254726784
AL133384.1	0.0031507730966900153	0.04799563108846626	0.11257153148480978	0.004155234183021879
AL356966.1	0.011113194667008927	0.4228815393252215	0.5713915995150382	0.004153904053511809
AP005119.2	0.012877826222882686	0.47590670243365457	0.6195535422079443	0.004152817946876472
AL096870.10	0.009503685610712659	0.36573889178931296	0.5160716896788438	0.004151484107231979
AL136295.5	0.013370517520886582	0.48942084301793587	0.631663780307514	0.004149106095509731
AC078857.1	0.0028237033583298774	0.03397997353065113	0.08530158742501616	0.004147390445231568
AC131568.1	0.009725117189026189	0.3746491063181217	0.5246100893803874	0.004146549749510892
LINC02755	0.005948699202204511	0.20104407559173124	0.33812523347786755	0.004144510608331045
GDPD2	0.01435272102072957	0.5143263971608241	0.6528474133175702	0.0041445087368713164
AL607028.1	0.008397883782948125	0.3211293415466729	0.4718896168776058	0.004142844121772405
COQ8B	0.024299290341619262	0.675373081746968	0.784316296755309	0.004141965981504827
AC007731.1	0.023884923823713766	0.6708372049763933	0.7807765624432378	0.004141236384393959
AC092969.1	0.007281476758144331	0.2701459680153883	0.41884176670424855	0.004138802384443943
MT-TL2	0.007266318519790153	0.2694247134479072	0.4180747843477331	0.004138623053282571
AL358334.1	0.008981419804540754	0.3464190960217873	0.49724363410528133	0.004135029295239178
LINC01252	0.024988976368209626	0.6832701784216739	0.790094958854227	0.0041333649534051045
SSBL2P	0.008657133857788858	0.33315345404412994	0.4841881427681951	0.004132532017161927
AC079841.2	0.00454358996149239	0.12319732819571663	0.23533568297901092	0.004131934852921037
AP003110.1	0.007269251576311461	0.2706585613062709	0.41932193539947243	0.004125868950506945
RNU6-880P	0.0036063107036897212	0.07177039192652276	0.1555597201971465	0.004125816645840861
RPL23AP4	0.004570836042588899	0.12516365678985922	0.2382901292980009	0.004125278975949617
RPS27AP13	0.005689026052269898	0.1883758626911598	0.32245051656415225	0.004124400215901002
MTCO1P47	0.00455857685914301	0.12457668486698079	0.2373475479813844	0.004123521009725119
MIR5697	0.00463833151485586	0.129153316383802	0.24426565946477843	0.004122987083227828
AC068993.1	0.0028772583380357398	0.036913565820819706	0.0913013176975537	0.004122576029159037
CT70	0.012308969850439583	0.462517282878697	0.6079066367338655	0.0041219297744977046
FAM66E	0.008137227147682453	0.31152046882219375	0.4645742533944786	0.004121614688686162
MT-TI	0.004288125247774552	0.10967776981954282	0.21555081822123004	0.0041160916192275986
AC140847.2	0.025754985022526378	0.6922116711503169	0.796605399581143	0.004114644286599817
AL139132.1	0.005985403034805929	0.20559130796327682	0.3433771810431951	0.004111943457185364
AC015802.1	0.0082611799957557	0.31788296729609417	0.471251363790112	0.0041118597688855705
AL356432.1	0.004439850508606653	0.11864353658077172	0.22863174131192424	0.0041102178751121965
HOXA10-AS	0.014180351201755294	0.51309039616116	0.6519370303316078	0.004109552480257018
TRAPPC2B	0.023855467620530924	0.6729230738879185	0.7826004317563863	0.004103965350418072
QSOX2	0.03404405126389598	0.7579826172310337	0.8443309302150105	0.004096886794993192
AL078644.1	0.012786952330646556	0.47846982934643995	0.6217540605040061	0.00409368450742352
DDX11L1	0.0036114018680985975	0.07359804869777206	0.158828167242356	0.004092201160778614
RNA5SP447	0.0027662876847014206	0.03328108217591912	0.08387313207810893	0.004088027023599629
AC005692.1	0.004385828721276272	0.11726015021886739	0.22669329486518078	0.004082546708189414
AC007370.1	0.0033816598387937146	0.0620557865966315	0.13826807459893728	0.004082399663680676
TPI1P3	0.00528637052602661	0.16932530045841615	0.2982138468175153	0.004077262053568488
Z99755.1	0.006132880493245232	0.2164024668460077	0.3567102458765202	0.00407675744298688
AC110602.1	0.005676968167089808	0.19149705338592424	0.3261130439796946	0.004075142931524066
OR7E96P	0.0054854493995350135	0.1809701306685889	0.313158826721677	0.004072359784764185
RNU6-945P	0.008775264407641009	0.34365646698057595	0.494630472823934	0.0040706299809485655
AL355877.1	0.006478018618173053	0.235712604062758	0.37994630394692025	0.004065715869045085
MPP7	0.03520067868733179	0.7666693822727013	0.8509017547990938	0.004061872504825381
MIR4423	0.003821128764130165	0.08652853973384488	0.1798853835337349	0.004061250885515116
OR13C1P	0.004501636807802923	0.12543880523016468	0.23866446415643497	0.0040585321039715095
AL121890.2	0.0075059842830050225	0.28839203497678895	0.4391323724855809	0.004053357151374432
UBE2E4P	0.0158654801589459	0.555351589202749	0.6881362633921924	0.00405255102668673
NCBP2	0.020686537761291923	0.6369430407240657	0.755083815806971	0.004052480400712759
AL391839.1	0.0045133743401529125	0.12654943568570037	0.24027326068455396	0.004051835719343023
AC007064.2	0.003232397093541664	0.05583015833870178	0.12709312336626177	0.004050617456232189
NLRP11	0.014475153034777588	0.5255079848371904	0.6627256914365169	0.004044657114113568
AC078860.2	0.00462328071567795	0.13341494915787128	0.2503098730196773	0.004044425188217945
CYTH1P1	0.003960290285970342	0.09524249625568512	0.19351117957289576	0.004044126583834459
Z94721.3	0.008156007447191964	0.31960322786949447	0.4713217187990414	0.004040395093815234
AGFG2	0.02492219665165507	0.688550045359906	0.7938182803045353	0.004039003059225102
NMRK2	0.021329687530637256	0.6466981640213637	0.7625707623674202	0.004037675125135691
GRIFIN	0.006243627214523512	0.22591258434559647	0.36805769500579233	0.004033755152494283
TAS2R64P	0.012550572458606662	0.4773112571530946	0.6207328979256505	0.004031222825007986
AC090771.1	0.0031686481644264248	0.053577724307847525	0.12292423887823561	0.004027401681426692
AKR1C6P	0.008616139920940492	0.3408626115592102	0.4918986699918555	0.004027361575240632
RPL7AP28	0.0315515415573443	0.7454008775194585	0.8353948318874534	0.004026295383095272
AC051619.1	0.0033095892071990244	0.0607361511026659	0.13595293077826534	0.004026289795543237
AP001412.1	0.016570653815935393	0.5715625318243305	0.7017940326592088	0.004025612475922946
AC022400.2	0.005749886427784538	0.1995819105545528	0.33620233941486155	0.004024223752838002
RNU6-307P	0.0048896364297335	0.1504021708266405	0.27403369892231055	0.0040229283021638385
AL031601.2	0.0025394051794363367	0.02613252878163697	0.06886746389317652	0.004019417656004995
VIPAS39	0.0216296281055115	0.6521745424968578	0.7666322578542943	0.004015241056099194
AC025917.1	0.024898579236841578	0.6898778052276521	0.7948047013290148	0.004014343824886316
AC103810.2	0.01659022173547789	0.5728420553055409	0.7028306257961314	0.004014254756142743
PCMTD1P3	0.003337387674412713	0.06270381276501112	0.13936338443423216	0.00401389634947129
MRPL33	0.02626800282820696	0.7034412380662078	0.8052062982056101	0.004013019937712701
RN7SL594P	0.0035703481155214553	0.07527138225308552	0.16170232935314544	0.004010822350576841
AP002981.1	0.004988435708866076	0.1571852477411459	0.28355028909606617	0.004008648152371617
UPB1	0.022676207122967085	0.6657513932366103	0.7768483302413425	0.004006611779972466
AC011487.2	0.0070581112005171295	0.2706351890132428	0.4192997679388169	0.004006294979983639
MIR5008	0.00310941741107174	0.05164095840986812	0.11940859427706717	0.0040018379510529285
ATF4P4	0.011563877279759993	0.4508543305499409	0.5973010654065217	0.004000682400049151
RPF1	0.02183001650960037	0.6558866108043863	0.7694902226848553	0.003998631076411636
AC015813.3	0.007777097572194674	0.3063737056398942	0.4590851954120255	0.003995472293982094
RPP40	0.024149155178912363	0.6832754094489607	0.790094958854227	0.003994371908381765
RPL37P4	0.0027101930697901308	0.03358863771402928	0.08452453406431253	0.00399430317053032
PAGE4	0.005347711646003608	0.1793828386007964	0.3111333883254204	0.003990564613667778
OR5BK1P	0.011770125268813658	0.4581296111017018	0.6036272950069549	0.003990209432640173
RNU6-345P	0.002880845646408961	0.041262697016163384	0.10001224512976167	0.003988364829168806
AC092862.1	0.00731099606226434	0.2852278099582202	0.4357009958881659	0.003983090112625727
LINC02808	0.005329177668729154	0.1789056259844922	0.3105523643781677	0.003982899500571273
AC108063.2	0.005459550899651278	0.1864365062388878	0.3198459808198312	0.003982573376553426
RBMS3-AS3	0.0292273165675212	0.731202284575239	0.825119785953075	0.003973817870193267
CNGA1	0.0348201717174339	0.7689318963243845	0.8525756608358184	0.003973403739000681
AC083900.1	0.008746596856323105	0.3514826253324596	0.5018349808134609	0.003971795856412715
AC108063.1	0.009194560870771605	0.37041742106712466	0.5204678006236959	0.0039656931422761745
AC007621.3	0.0037741222453978587	0.08923310482762252	0.18422824503450813	0.003960843152990067
FKBP4P7	0.0030030372176844647	0.04816335857470239	0.11288806073479057	0.003955850584072562
AC069282.1	0.02429005654091876	0.6874186230653709	0.7929085461566635	0.003953903983001284
CCNYL2	0.007375161514983068	0.29099994478473673	0.44200920587775683	0.003953876403289653
PGAM1P5	0.010649697654464274	0.42550712596764256	0.5736940186967318	0.003952029981081892
HSFX3	0.0033897668934039834	0.068419050073836	0.1496454929185522	0.003948478305904358
AC012508.1	0.010759527411278037	0.42974534390633506	0.5778396746833119	0.00394647436290706
AC005326.1	0.007254459765237968	0.2858231196412205	0.43635235036114467	0.003945719853934282
LNCDAT	0.02245461042278099	0.6675614287950119	0.7782478698539109	0.00394098093221412
AC217774.2	0.00325369015562579	0.061495017010304284	0.1372612985522897	0.003940739609735744
KRT38	0.0060117376978790545	0.2210856419767438	0.3624912723088052	0.00394033011641184
CATIP-AS1	0.005112477067616708	0.17003516143054778	0.2991275696558918	0.003933853056076169
MTCYBP22	0.006134064471666393	0.22851443898430399	0.3712744684132476	0.0039324650228092905
NPY5R	0.02500736765277556	0.6962764317196762	0.7999290835410631	0.0039316159554223015
AL353771.1	0.00469405099800759	0.14557011658784802	0.26756110306070596	0.003928581634814449
COL20A1	0.014753025182502752	0.5417601273284407	0.6769068790749968	0.003927151464415529
AC105328.1	0.005455405480371548	0.19080635476865992	0.3253442920661052	0.003924657792182649
LINC00934	0.007338482594189406	0.29218485364204005	0.44328773249873515	0.0039212616744480275
AC098850.3	0.020356496398324625	0.6417628769633239	0.7586277531011305	0.003921178433465889
ZKSCAN1	0.024437013744249114	0.6911876724516627	0.7958346628388935	0.00391979514944123
DEFA9P	0.007197076139772772	0.2856504647475185	0.43616609174817617	0.003916397405514006
MTND4P5	0.006219003170435177	0.23491989638882715	0.3790114350231982	0.003912251754365907
AC091153.1	0.01877437734066556	0.6195524985108308	0.7410134145016692	0.003903603969067583
HMGB1P9	0.004754296327786279	0.15103335617885272	0.27495829770089014	0.0039029308245558366
AC092447.7	0.009403955422961746	0.38466656305415914	0.5345171712847886	0.003901847457617099
ARHGEF16	0.02623001319050111	0.7102291868168493	0.8097114215457407	0.003897818895087173
CCNB1IP1P2	0.005848959312206457	0.2156037643270863	0.35571144411188477	0.003897416960365791
SNORD28B	0.0029106459506395015	0.04585824202681579	0.1085537934228945	0.0038961400182964943
PATE3	0.004027422264898047	0.10807505048157622	0.21326356936834392	0.0038915956485006064
AL109840.2	0.011946555018658184	0.472342632346909	0.6164374817014824	0.0038915049323676775
CFL1P6	0.007804166573544671	0.3176131034255861	0.471251363790112	0.003887267768374714
AP001178.2	0.008927179636677461	0.3669461940365302	0.5170955400665235	0.003886872699636401
AC091917.3	0.002516687032383235	0.0285525317819286	0.07396601715260401	0.0038866591491240362
CFL1P4	0.004920944598885674	0.16247652673431803	0.28921731108051135	0.00388365560357249
FAM180B	0.03408188227163833	0.7692327124947688	0.8527734288613086	0.0038833665266305006
AC005351.1	0.0038726605762658267	0.09939877446564846	0.2000832117457973	0.0038828029588752794
CACNA1C-AS2	0.018199002217126004	0.6118879079084603	0.7350450913909076	0.003882359096643367
AC007686.2	0.007320652722274643	0.2950964835440821	0.4465114894727624	0.0038802092348328675
AC011487.1	0.006934547314329451	0.27579243656119434	0.42509601778717193	0.003879308150310896
AC009955.4	0.010735010110456467	0.43529317304094833	0.582884563643993	0.0038776804288347295
AC090816.1	0.0034359457744206423	0.07447707541736003	0.16030333399975663	0.0038756691319204867
AC012005.1	0.0052775990594956	0.1847401168945974	0.31773750406810886	0.003870795846729721
AC026771.1	0.007851903716881964	0.3215546741371939	0.47227285890220116	0.0038689876561852493
NDUFA5P12	0.0031668644531723	0.060206397715080115	0.13502665844008852	0.0038647063335326237
MTND6P11	0.002849577178767416	0.04411205606447085	0.10544932510128065	0.003862438582963524
PHC3	0.027450272235927997	0.7236510225039392	0.8194801435745744	0.003855962247647381
RPL7P10	0.005889771409883768	0.2218241158408421	0.3633749220780771	0.003851858912620793
AC027682.6	0.015399510917102704	0.5622508379184461	0.6940386624356804	0.0038509539805484756
AC124069.1	0.003911506943910051	0.10371600269979171	0.2068554939972531	0.003849526103144039
PRDM6	0.0336027313581273	0.7682867085846715	0.8520817156518863	0.00384672912725315
SPRY4	0.03521740207892865	0.7777023809656781	0.8584866602515631	0.003845267387797493
H2AZP7	0.004675771348267823	0.15063760606587134	0.27433449050831626	0.0038437954300916573
AC098859.2	0.003191404812990987	0.06264963055598279	0.13927890846205063	0.0038395200438543454
ROPN1L-AS1	0.0035123208860388883	0.08107095076620226	0.17162182505789889	0.0038324153147582148
LRRC19	0.016354713357725897	0.5830635648252198	0.7112311379928703	0.003831649241633335
AC097641.1	0.0037009001398744146	0.09224593275437452	0.18884867475842074	0.003830626953731237
MTCO2P15	0.002838484253069129	0.04474394122604632	0.10666374251487319	0.0038298696247515483
AC087312.1	0.0027259819067599524	0.0394262060726254	0.09633373760334858	0.00382786471714613
