stage	gene	n_slides	mean_diff
PTC	GNA13	1	0.03467756905592978
LPTC	RNF44	2	0.03467666171491146
PTC	ARF6	4	0.034676630748435855
LPTC	CNP	4	0.03467386498232372
ATC	AMOTL1	3	0.03467077622190118
PTC	BEX2	4	0.034665072220377624
ATC	GRN	4	0.034658282995224
ATC	TCIRG1	4	0.034652333124540746
LPTC	FCGBP	4	0.034646165833692066
PTC	AMZ2	4	0.03462737856898457
LPTC	ZMYM2	4	0.034626172979187686
PTC	MRPL33	4	0.03462451489758678
PTC	MAP3K6	2	0.034623422543518245
PT	KRTCAP2	4	0.034618557314388454
PT	HDAC11	4	0.034588990616612136
ATC	TCF3	3	0.03458452597260475
PTC	MRPS16	4	0.03458255931036547
PT	GDI2	4	0.03456703489064239
PTC	USP33	2	0.03455015690997243
ATC	SP1	1	0.034541512839496136
LPTC	POLR2F	4	0.034530887205619365
PTC	SIGIRR	4	0.034530624354374595
ATC	UQCRC1	4	0.03451002947986126
ATC	PHC2	4	0.034498509019613266
LPTC	HLA-DQB1	4	0.034490750171244144
LPTC	COPS8	4	0.034486336866393685
ATC	FLYWCH2	2	0.034467450343072414
LPTC	TOR1A	1	0.034466804936528206
PTC	BCLAF1	4	0.03445734072010964
LPTC	EBPL	2	0.03445512056350708
LPTC	SGCE	1	0.03445147071033716
PT	PTDSS1	4	0.034451402723789215
PTC	TTC8	1	0.03443877073004842
LPTC	ARFIP1	1	0.03443807829171419
LPTC	CACUL1	1	0.03443782031536102
LPTC	DERA	2	0.03443645313382149
ATC	DDOST	4	0.03443135600537062
PTC	CD99	4	0.03442918695509434
PT	SNRPF	4	0.03442411683499813
LPTC	TRIP10	4	0.03441916158772074
LPTC	FXYD5	4	0.03441712184576318
PT	CFAP36	4	0.034411031170748174
PTC	TAF10	4	0.03441073972498998
PTC	HYAL2	4	0.034409056534059346
ATC	RNF4	4	0.034406141843646765
PT	ZNF22	1	0.03439164813607931
LPTC	FHL2	1	0.03437998332083225
ATC	CDC27	3	0.03436271846294403
ATC	UBE2L6	4	0.03435496985912323
ATC	POLD2	4	0.03434539865702391
LPTC	TMEM11	1	0.03433511615730822
ATC	YME1L1	4	0.03433318575844169
LPTC	UBE2D3	4	0.03432112419977784
ATC	STK24	4	0.0343170240521431
ATC	EIF4A1	4	0.034304842352867126
PTC	N4BP1	1	0.03430153336375952
LPTC	SCYL1	4	0.03429215180221945
ATC	HBP1	2	0.03429050277918577
ATC	SPTSSA	3	0.03428764356067404
PT	CST3	4	0.034284682944417
ATC	SKIL	2	0.03427786007523537
ATC	PDGFRL	1	0.0342578652780503
ATC	ATP6V1D	4	0.034252265468239784
PTC	VPS13C	4	0.03425041073933244
PTC	DDX50	1	0.03424559999257326
PTC	CD40	3	0.0342408704260985
LPTC	PLEC	4	0.03423715429380536
PT	ARL3	4	0.034229119191877544
PTC	SALL1	3	0.03422657889313996
ATC	HNRNPDL	4	0.034222954884171486
LPTC	C19orf33	4	0.03422108665108681
PTC	TMC4	4	0.03421276540029794
PTC	PDGFRL	1	0.034203278832137585
PTC	CREBZF	2	0.034192269667983055
LPTC	CLDN3	4	0.03419018618296832
PTC	EPAS1	4	0.03418962919386104
ATC	UGGT1	4	0.03418475203216076
PTC	SDCBP	4	0.034184138363343664
PTC	ATP5MPL	4	0.034182199742645025
LPTC	CTSZ	4	0.03417839203029871
ATC	HEYL	1	0.03417336754500866
LPTC	GOPC	2	0.03416784154251218
ATC	TMEM127	4	0.03416471462696791
PT	SLIT3	4	0.034161125076934695
PT	FASN	2	0.03415604401379824
PT	CCNK	1	0.034142990567488596
LPTC	ALG2	1	0.034133272245526314
ATC	NHP2	4	0.03412789339199662
PT	CSTB	4	0.034115135204046965
LPTC	NUDCD2	2	0.03411323484033346
PT	CSNK1A1	4	0.03410931408870965
PT	WAC	4	0.03410238871583715
PT	NAT9	2	0.03410178911872208
PTC	STK24	4	0.03409997816197574
LPTC	LHFPL6	4	0.03409360157093033
PTC	GRB2	4	0.03409245745569933
PTC	GNL1	4	0.03407721605617553
PTC	RTRAF	4	0.034076456337061245
ATC	SQOR	4	0.03407147992402315
ATC	ACKR1	1	0.034050554037094116
PTC	PLEC	4	0.03404578793561086
ATC	RBCK1	4	0.03404116607271135
PTC	AKAP13	4	0.03403621295001358
PT	ERAL1	1	0.034035010263323784
ATC	HNRNPC	4	0.03403455764055252
PTC	AP2M1	4	0.03403390827588737
ATC	ABI1	4	0.03402995504438877
PTC	G3BP2	4	0.0340110597317107
PTC	BRD2	4	0.03400287602562457
PTC	ANXA3	4	0.033980229403823614
PTC	NADK	4	0.03397552614478627
ATC	CRIP2	4	0.03397460840642452
PTC	SYNC	1	0.033960938453674316
LPTC	CTDNEP1	4	0.03395055653527379
PTC	CBY1	1	0.033946433482924476
ATC	IFT20	3	0.03394041955471039
ATC	GLO1	4	0.03393499134108424
ATC	NT5C2	1	0.03392398450523615
PT	RIF1	1	0.03390977857634425
LPTC	C1orf116	1	0.03389674611389637
PT	CLDN3	4	0.033877384674269706
LPTC	RPL39	4	0.03387042763642967
LPTC	SBNO1	1	0.03385796071961522
ATC	CTSH	4	0.03384343534708023
PT	FRAS1	2	0.033833786845207214
PTC	CLSTN1	4	0.03382274438627064
LPTC	TXN	4	0.03379387687891722
PT	CXCL14	2	0.03378158621490002
PTC	ANP32B	4	0.033773900009691715
LPTC	MEX3C	3	0.033772450406104326
PTC	TOMM22	4	0.033772249560570344
LPTC	RPL13A	3	0.033766478300094604
PTC	UBB	4	0.033759710378944874
PTC	TBX2	2	0.03375770407728851
PTC	HNRNPH1	4	0.03375651780515909
ATC	PHLDB1	3	0.033743374049663544
PTC	PCM1	4	0.03374230038389214
LPTC	LARP7	1	0.033739643171429634
PT	WARS	4	0.03373747307341546
PTC	MMAB	4	0.033728941809386015
PTC	CCL4	1	0.03372756391763687
PTC	KLHL24	3	0.033722654450684786
ATC	TNIP2	3	0.03370613232254982
LPTC	CALCOCO2	2	0.033699511317536235
LPTC	FCGR3A	2	0.03369929455220699
LPTC	IRS2	1	0.033689058385789394
ATC	CRLS1	4	0.03367440914735198
PTC	DBN1	3	0.03367197886109352
ATC	H2AFY	4	0.03366772457957268
PT	TSC22D3	4	0.0336380016815383
PT	ZNF185	2	0.033626488875597715
LPTC	ITGBL1	2	0.033622023882344365
PTC	MRPS24	4	0.03359073575120419
ATC	APPL1	2	0.03359012119472027
ATC	RABGAP1L	2	0.033580899238586426
LPTC	EMD	4	0.03357667726231739
ATC	HNRNPR	4	0.033575343899428844
ATC	VEZF1	2	0.03354335390031338
ATC	DHX30	4	0.03354235761798918
ATC	POM121C	1	0.03354224003851414
ATC	IARS	4	0.03353982791304588
ATC	ATP6V0C	4	0.03353823348879814
PT	QARS	4	0.03352367377374321
PTC	NAT9	2	0.03350890979345422
LPTC	CLPP	4	0.03350382001372054
ATC	HNRNPF	4	0.03349854424595833
PTC	PHLDA1	4	0.03349397983402014
PT	LYZ	2	0.0334810446947813
LPTC	TRIM4	1	0.03348047938197851
PT	DST	3	0.033460945511857666
ATC	AL162231.1	1	0.03345527267083526
LPTC	GRWD1	3	0.03345162406427941
PT	SBNO2	1	0.033429806120693684
ATC	COPA	4	0.03342088311910629
LPTC	GCC2	2	0.03340741325519048
ATC	MORF4L1	4	0.03340287506580353
LPTC	RPS26	4	0.0333953364752233
ATC	CD151	4	0.03337901458144188
LPTC	SCO2	3	0.03337358155598243
PT	TXN	4	0.03337214491330087
PTC	CCDC50	4	0.033364604285452515
LPTC	FGL2	2	0.03335899719968438
LPTC	PTPRC	2	0.033357686595991254
LPTC	CDK13	4	0.03334907544194721
PTC	GLIS2	1	0.03334359172731638
ATC	CHD3	4	0.03334339498542249
ATC	PI4KA	4	0.03332996787503362
PTC	HNRNPR	4	0.0333265615045093
LPTC	RPS23	4	0.03332606330513954
PT	EFEMP1	4	0.03331799083389342
ATC	CYFIP1	4	0.03331050090491772
LPTC	TNFSF12	4	0.03330022867885418
ATC	DAZAP1	4	0.03328041359782219
ATC	BIRC2	4	0.03326743235811591
ATC	MARCH6	4	0.033256515860557556
LPTC	RPSA	4	0.03325526136904955
PTC	CCNG1	4	0.03325499006314203
PTC	USP36	1	0.03325447998940945
ATC	IRF2BPL	1	0.03324921987950802
LPTC	SDSL	2	0.03324643801897764
ATC	FKBP9	4	0.03324172180145979
PTC	LYPLAL1	1	0.033226543106138706
ATC	LRRFIP1	4	0.03321227617561817
ATC	ACBD3	4	0.03320869943127036
PT	RPSA	4	0.033206651685759425
ATC	OSMR	4	0.03319046925753355
PTC	PAIP2	4	0.033188185829203576
PT	S100A11	4	0.033185656007844955
PTC	ZBTB20	1	0.03317781910300255
ATC	TNS2	2	0.033172605792060494
ATC	MGST2	1	0.03315635398030281
PT	F10	1	0.03315560519695282
ATC	ESRP1	1	0.03314604191109538
PT	RBP7	3	0.033137531461155355
LPTC	NBEAL1	1	0.033134987970697694
ATC	HNRNPU	4	0.03313438594341278
ATC	DDAH1	3	0.03312132554128766
PTC	SERGEF	3	0.03312089307776963
PT	GIHCG	1	0.033095193561166525
PTC	CYBB	1	0.03309246152639389
PTC	TFAM	1	0.033091836492531
PT	ANP32B	4	0.03307328885421157
ATC	CEP170	3	0.03306960966438055
ATC	ZNF532	2	0.03306606085970998
ATC	HDLBP	4	0.033061889465898275
PTC	NFE2L2	4	0.033056786633096635
PT	BRD4	4	0.03304625116288662
PT	SNX11	2	0.03303793101804331
PT	IGFBP5	4	0.03303697123192251
PT	ATP5PO	4	0.03303636680357158
ATC	HMGB1	4	0.03303445689380169
PTC	LUC7L2	4	0.033033758532837965
LPTC	AKIRIN2	4	0.0330310040153563
PTC	TCEA3	3	0.03301140479743481
LPTC	STK16	2	0.033003716729581356
LPTC	FUCA1	4	0.03299809223972261
PTC	RNF115	4	0.03299060242716223
PT	LTBP4	4	0.03297927835956216
ATC	BCAP31	4	0.03297083731740713
LPTC	ZYX	4	0.03295981662813574
PTC	IL2RG	1	0.032955966889858246
PT	CCDC107	4	0.032952219364233315
PT	MICU1	2	0.032951919827610254
PTC	IGF2R	4	0.032948384585324675
ATC	ERAP1	3	0.032948264852166176
ATC	SNHG8	4	0.03294713981449604
LPTC	JDP2	1	0.032945030368864536
PT	MEGF8	1	0.032940679346211255
PT	S100A6	2	0.032934196293354034
ATC	GAS2L1	4	0.03292269632220268
PTC	TMEM106C	4	0.03291859396267682
PT	ZNF875	2	0.03291581594385207
ATC	KCNQ3	1	0.03290457837283611
PTC	SUMO2	4	0.032889689318835735
ATC	CPSF6	4	0.03288471233099699
ATC	TBCA	4	0.03288277913816273
ATC	MAP2	1	0.03288276121020317
LPTC	NADSYN1	3	0.0328815383836627
PT	HLA-DPA1	4	0.032880584825761616
ATC	TNFRSF21	3	0.03287727705901489
PTC	NAA10	4	0.03286838065832853
ATC	ISCA1	4	0.032859182567335665
LPTC	BOLA3	2	0.03285917249741033
ATC	PIH1D1	4	0.03285231441259384
PTC	UBE2E2	2	0.0328510501421988
LPTC	TUT4	1	0.03284816164523363
ATC	TBC1D1	4	0.03283761069178581
PT	BDP1	1	0.03282016748562455
ATC	BCL2L1	4	0.032811712473630905
LPTC	GSTO2	1	0.03281120955944061
ATC	AFF1	3	0.032780468463897705
PT	KAT2A	1	0.03277667984366417
PTC	EPB41L4B	3	0.03277419445415338
PT	RAB29	2	0.032768934266641736
PTC	AC027644.3	1	0.03276608884334564
ATC	ROCK1	4	0.03275397093966603
ATC	GLS	4	0.03275278955698013
PT	SH3BGRL2	4	0.032747904828283936
ATC	NF1	2	0.03274584095925093
PTC	BTF3L4	4	0.032742088253144175
LPTC	EPHX1	4	0.032724817749112844
ATC	DDAH2	4	0.03272479184670374
PTC	CD320	4	0.032719980576075613
PT	AATF	1	0.03271917812526226
PTC	RAB11B	4	0.03271043160930276
PTC	ADNP	4	0.03270957233326044
ATC	YAF2	1	0.032694426365196705
ATC	OBSL1	2	0.03268990246579051
LPTC	BCL6	2	0.032685800455510616
PT	NDUFAF8	4	0.03268026508158073
PTC	SLBP	3	0.03266727062873542
ATC	WDFY1	4	0.03263907879590988
ATC	MRPL37	4	0.03263587411493063
ATC	MRPL42	4	0.03263270389288664
ATC	RAB14	4	0.032632009126245975
PTC	UQCRH	4	0.032628740184009075
PTC	TMUB1	4	0.03262282500509173
LPTC	RAI1	3	0.032612151776750885
LPTC	PLD2	1	0.032609316520392895
PTC	HADHA	4	0.03260648262221366
ATC	OLFML2A	1	0.0326056657359004
PTC	ACAP3	2	0.03259455238003284
PTC	ELOVL5	4	0.03259372161119245
PTC	LSR	4	0.03258954448392615
PTC	OLFML2A	4	0.03258011193247512
ATC	BCAR1	4	0.03257960360497236
LPTC	SPI1	3	0.03257229054967562
PTC	GSTO1	4	0.03257226393907331
ATC	P4HB	4	0.03256920166313648
PTC	PEX19	4	0.03256906976457685
ATC	PITPNB	4	0.03255955083295703
LPTC	PSMA3	4	0.03255584300495684
PTC	CCDC91	1	0.032552313059568405
LPTC	UNC5B	2	0.03255136968800798
PTC	VDAC1	4	0.03254483174532652
PTC	FAM133B	1	0.0325440838932991
LPTC	APLNR	2	0.03252429934218526
ATC	MRPS23	4	0.0325190294533968
PTC	CLK1	4	0.032515417668037117
LPTC	ADGRA2	1	0.0325119337067008
LPTC	S1PR1	1	0.03248276561498642
PTC	GLO1	4	0.032479491957928985
PTC	CORO1A	4	0.03245396143756807
ATC	KCNJ15	1	0.032439447939395905
PT	SMARCD3	3	0.03242869737247626
LPTC	GNAI2	4	0.03242862952174619
LPTC	NME2	4	0.03241696860641241
ATC	MTHFD1L	4	0.032408034428954124
LPTC	ITGA3	4	0.032399686984717846
LPTC	TUBGCP2	4	0.03239764040336013
ATC	HEXB	4	0.032389311119914055
PTC	INTS3	4	0.032376810209825635
PT	EXOSC1	2	0.03237146744504571
LPTC	PSMG4	2	0.03236854285933077
LPTC	MMP14	3	0.03236248251050711
PTC	PPDPF	4	0.03235967457294464
ATC	PPP1R11	4	0.032351354602724314
PT	CLIC1	4	0.03235107765067369
PTC	ZNF706	4	0.03234872390748933
PTC	NBL1	4	0.03233034722507
ATC	TLE5	4	0.03232927666977048
PTC	SLC12A8	4	0.032314760610461235
PTC	FHL2	1	0.032311778515577316
PTC	HIGD2A	4	0.03230345714837313
LPTC	SDAD1	1	0.0323012659791857
ATC	C1orf56	1	0.03229393158107996
LPTC	COMMD4	4	0.03229309618473053
PT	USP40	1	0.032288584938214626
PTC	IMPDH2	4	0.032288194213833776
LPTC	MT1X	4	0.03228658065199852
PTC	DMTN	2	0.0322859522420913
ATC	PFDN1	4	0.03228095639497042
LPTC	ATG2A	2	0.03225454967468977
ATC	PLGRKT	4	0.032235645689070225
ATC	ODC1	4	0.032233547419309616
LPTC	CCN2	4	0.032228583469986916
PTC	ATXN10	4	0.03222724745137384
PTC	PNRC2	4	0.032193565275520086
LPTC	EIF3F	4	0.032193194376304746
PTC	TNRC6A	3	0.032188745215535164
PTC	SMDT1	4	0.03216568287461996
LPTC	RBBP8	1	0.03216173406690359
LPTC	ZFYVE19	1	0.03215339221060276
LPTC	NME4	4	0.032147620902833296
PTC	NDUFA4L2	4	0.032140498515218496
PT	ISYNA1	1	0.0321360370144248
ATC	ACTR2	4	0.032135406509041786
ATC	RPSA	4	0.03213220089673996
ATC	FASN	4	0.032128432765603065
ATC	PNRC2	4	0.032122964737936854
LPTC	RYK	3	0.03212260722163288
PT	SMC3	2	0.03211844898760319
PTC	KRTCAP2	4	0.032112128334119916
ATC	BCKDHA	3	0.03210575878620148
ATC	OSGEP	2	0.032102452125400305
ATC	VDAC3	4	0.03210224283975549
PTC	SSR1	4	0.03209296936984174
ATC	ATN1	4	0.03209272678941488
PTC	METRNL	4	0.03208978474140167
LPTC	MARCH7	4	0.032084324513562024
PT	SLU7	4	0.03207697094330797
PTC	EMP1	4	0.03206283017061651
PTC	RAB31	3	0.03204790782183409
PTC	KDM5A	1	0.03203884931281209
PT	FOSL2	3	0.03202759528843065
LPTC	SUN2	4	0.03201903968147235
PT	CBWD1	2	0.03201258217450231
PT	DERA	2	0.0320090358145535
PT	ARRDC1	4	0.03200400777859613
PT	CRIP2	4	0.03199839510489255
PTC	CYTH4	1	0.03199637122452259
ATC	RER1	4	0.03198656812310219
ATC	GBP3	2	0.031980857253074646
LPTC	APPL1	1	0.031979051884263754
PT	RPS21	4	0.03197760786861181
PT	SDC4	4	0.031975918158423156
PT	NONO	4	0.03197411561268382
PT	HMGN1	4	0.03196326340548694
PT	ZCCHC17	2	0.03195383190177381
PT	CD63	4	0.03195095271803439
ATC	RPS7	3	0.03194990009069443
LPTC	MT-ND4L	4	0.03194704535417259
PTC	MBD3	4	0.03194575116503984
ATC	SNX33	1	0.03193430579267442
PT	PRKACB	1	0.03193144965916872
PT	RNF135	1	0.03192954510450363
ATC	SEMA3B	2	0.03192811831831932
LPTC	ERI3	4	0.03192698602015298
LPTC	AGAP3	3	0.03191835774729649
ATC	SERBP1	4	0.03190975356847048
PTC	IQSEC1	3	0.03190520361143475
PT	RPL37A	3	0.03189913059274355
LPTC	MAP2K7	2	0.031896274304017425
PT	CARHSP1	4	0.03188192908419296
LPTC	RNF170	1	0.03188021667301655
PTC	MROH1	4	0.03188004397088662
PTC	MYO5B	3	0.03187996389654776
LPTC	APOL2	2	0.031879364512860775
PTC	RPARP-AS1	3	0.03187057934701443
LPTC	C17orf49	4	0.03184346803027438
PTC	HTRA3	2	0.031840432435274124
LPTC	SSR2	4	0.031833206361625344
ATC	EPS15	3	0.031819927506148815
ATC	HPS1	3	0.03181817568838596
ATC	ABHD16A	3	0.031815508380532265
PTC	MICOS10	4	0.031814742134884
PTC	ZNF76	1	0.03180839121341705
PTC	DPY30	4	0.031805264530703425
PTC	RHBDD2	4	0.031805140315555036
PTC	POLR2I	4	0.03180400011478923
ATC	HES4	4	0.031801081262528896
LPTC	GTF3C5	3	0.031798693972329296
LPTC	DSG2	4	0.031793800415471196
LPTC	PHC1	1	0.03178942890372127
PTC	ELL2	2	0.03178042615763843
LPTC	GSTO1	4	0.031769800232723355
PTC	PSMB4	4	0.03176166210323572
PT	RAB7B	1	0.031747521134093404
LPTC	CLASP1	1	0.03174660447984934
ATC	RPL30	3	0.03174439072608948
LPTC	PSMB8	4	0.03173278601025231
PT	HLA-B	4	0.03172202606219798
ATC	NSFL1C	4	0.03171929554082453
PTC	FAM120AOS	4	0.031699859362561256
PT	KIAA0930	3	0.031693257100414485
ATC	LARP1	4	0.03168870089575648
LPTC	MYO1E	1	0.03168706363067031
PTC	SON	4	0.031686402537161484
PTC	NDUFS5	4	0.03168117953464389
ATC	PPP6R1	4	0.03167014289647341
ATC	CACFD1	1	0.03166951984167099
ATC	GAS6	4	0.03166355937719345
ATC	GARS	4	0.03165993466973305
ATC	ZNF330	3	0.03165543358772993
LPTC	DDX27	4	0.03165194625034928
PT	PHF20	1	0.03165020141750574
ATC	BLOC1S6	2	0.031636400148272514
PT	RAB27A	1	0.03163498919457197
PTC	CKLF	4	0.031634153448976576
PTC	TSKU	3	0.03163181912774841
PT	PIK3C2A	4	0.03162152960430831
ATC	MRPS34	4	0.031616794876754284
LPTC	SART3	2	0.03158994670957327
PTC	AP1S2	1	0.0315696990583092
PT	S100A13	4	0.03155913716182113
LPTC	SLC35E2B	1	0.0315548456273973
LPTC	IGFBP7	4	0.03155145421624184
ATC	LDHB	4	0.031550679355859756
PTC	IPO9	3	0.03154864511452615
PTC	AKAP9	4	0.03154792624991387
ATC	MYO1D	1	0.03153953782748431
ATC	GNB1	4	0.0315284039825201
LPTC	CAVIN3	4	0.03152834018692374
PTC	DDX3X	4	0.03152376564685255
ATC	CES2	3	0.031492999754846096
PTC	MGAT4B	4	0.031489059372688644
ATC	FXYD5	4	0.03148135542869568
PTC	PDLIM5	4	0.031479161989409477
PTC	C7	3	0.03147244701782862
PT	TMED4	4	0.031471622933167964
PTC	CHMP3	4	0.03146845696028322
PT	ADAM15	4	0.03146557230502367
PT	DIPK1B	2	0.03145673684775829
PT	NENF	4	0.03143415247905068
ATC	GNL3	4	0.03143376763910055
ATC	RXRA	3	0.03143161628395319
ATC	YWHAZ	4	0.031421612948179245
PTC	DNAJC19	4	0.031416230369359255
PTC	ATL2	4	0.03140324342530221
ATC	IMP3	4	0.031399996019899845
ATC	NRAS	4	0.03138634143397212
LPTC	NOSIP	4	0.03138202917762101
LPTC	VAMP8	4	0.031368759577162564
LPTC	SMIM5	1	0.03135836683213711
PTC	OGFRL1	2	0.03134095366112888
LPTC	CST1	1	0.03134050965309143
PTC	RASSF7	3	0.0313400790716211
ATC	TFG	4	0.03133770730346441
PTC	ANAPC5	4	0.03132779023144394
PTC	ARPC1B	4	0.031325942487455904
PTC	SESN3	3	0.031318772894640766
PT	CFL1	4	0.03131457441486418
LPTC	MRPL58	1	0.031304581090807915
PT	FBXO7	4	0.0313043087371625
PTC	ADIPOR1	4	0.031300906906835735
PTC	ZDHHC20	4	0.03129677928518504
PTC	PRMT5	4	0.03127920418046415
LPTC	HLA-DRB1	4	0.03125385195016861
PTC	LSM3	4	0.031248836778104305
LPTC	PARP8	1	0.0312404315918684
ATC	ZNF428	3	0.03123671840876341
PTC	RETREG3	3	0.03123522245247538
ATC	RABAC1	4	0.031233519315719604
LPTC	SDF4	4	0.031231095374096185
PT	VPS4A	4	0.031227971659973264
LPTC	EPHX2	1	0.031215055845677853
PTC	EXOC4	4	0.03121457272209227
ATC	SYNPO	1	0.031210402958095074
PTC	AGTRAP	4	0.031205868814140558
LPTC	STMN3	4	0.03120091708842665
PTC	MOB4	2	0.031194607261568308
PTC	SNHG1	1	0.031189744360744953
PTC	C11orf58	4	0.031189222121611238
PTC	VPS35	4	0.031183353363303468
PT	ARPC3	4	0.031179549638181925
PT	SHE	2	0.031166874570772052
ATC	DNAJA1	4	0.031158641446381807
LPTC	NUPR2	1	0.031155601143836975
ATC	CLTB	4	0.031147523783147335
PTC	YY1AP1	4	0.031143788597546518
ATC	MDH1	4	0.031133154407143593
PT	GARS	1	0.031132454983890057
ATC	PGRMC1	4	0.031127961352467537
PTC	MRPS36	4	0.03111729840748012
PTC	ABRACL	4	0.03111263271421194
PTC	SNRPF	4	0.031108339433558285
PTC	MDH1	4	0.031107837217859924
LPTC	RRP1	1	0.031102097127586603
LPTC	ACTR2	4	0.031100207917916123
PT	TUBA1B	4	0.031089565502043115
LPTC	SAT1	4	0.031083638896234334
PTC	UBAC2	4	0.031076206498255488
PT	LAPTM4A	4	0.03107460984028876
ATC	PRKAB1	1	0.031073231250047684
LPTC	AUTS2	1	0.031056075356900692
ATC	ATIC	4	0.031055094674229622
PT	PRDX3	4	0.031050751164002577
ATC	PFDN6	4	0.031045868061482906
ATC	DPY30	4	0.031038407469168305
PTC	SMIM5	2	0.03101820731535554
ATC	FDFT1	3	0.030986718833446503
ATC	PPP1CA	4	0.03098438843153417
PT	OSTF1	1	0.030983224511146545
LPTC	CD320	4	0.030981857096776366
PT	RNF128	3	0.030980619640710454
ATC	IL1RAP	2	0.030974620953202248
PT	RPS4Y1	2	0.030970538267865777
PTC	MXRA5	4	0.030968726612627506
PTC	COL18A1	4	0.030963020399212837
PTC	COX7B	4	0.03095049038529396
PTC	KHSRP	3	0.030945573234930634
ATC	ZC3H7B	3	0.030942787416279316
PT	REEP5	4	0.030935769202187657
PT	MAP2K1	1	0.03093262531547225
ATC	SPPL2A	4	0.030930427368730307
ATC	IL32	4	0.030928656458854675
PTC	MCM7	4	0.03092491754796356
ATC	ZNHIT3	3	0.030915814451873302
ATC	ELF3	1	0.030894771218299866
PT	EML3	4	0.030880614678608254
PTC	PRRG2	1	0.03086561243981123
PTC	CRB3	4	0.030862959567457438
ATC	AGPAT3	3	0.030856868950650096
PT	PLEC	4	0.030855526216328144
PTC	TMEM59	4	0.030851230025291443
LPTC	MYD88	1	0.030842279084026814
PT	TMEM184B	4	0.030838938750093803
LPTC	ERO1A	4	0.03083350445376709
LPTC	RPS9	3	0.030830490092436474
PT	SLC9A3R1	2	0.030828998424112797
LPTC	RNPEPL1	4	0.03082792453642469
PTC	FBXW11	1	0.030826257541775703
ATC	MAPK1IP1L	4	0.03081896621733904
ATC	SLC44A2	4	0.030816346406936646
PT	STOM	4	0.030815297373919748
PTC	COQ10B	1	0.030814697965979576
ATC	ATP2C1	4	0.030807329807430506
PTC	COA3	4	0.030804311390966177
ATC	AP3S1	4	0.030804199166595936
ATC	PPP2R5C	4	0.030803541420027614
ATC	FAM3C	4	0.030800670385360718
PTC	EP400	1	0.03078926890157163
ATC	LAMP2	4	0.030769994715228677
PT	FAM89B	4	0.030763331335037947
PTC	MCTS1	4	0.030752196442335844
ATC	TUSC3	2	0.030751668848097324
ATC	KCNJ2	1	0.030743999872356653
LPTC	SMAD7	1	0.030728936195373535
LPTC	ARPC5	4	0.030726296012289822
ATC	SSR1	4	0.03070309292525053
PTC	COX5A	4	0.030702581396326423
LPTC	SERTAD3	2	0.030701711308211088
PT	HSP90AA1	4	0.030699465656653047
PTC	ZDHHC5	4	0.03069580921146553
LPTC	PKP3	2	0.030685503967106342
PTC	ISCA1	1	0.030681652016937733
LPTC	MUS81	1	0.030680207535624504
PT	TFCP2	2	0.030673585599288344
LPTC	GAS5	4	0.030665284022688866
PTC	GLRX	1	0.030652781948447227
PT	PPP6C	4	0.030650320928543806
ATC	ARF6	4	0.030650055035948753
LPTC	CSNK2A1	4	0.030647470528492704
LPTC	TM9SF3	4	0.03063957393169403
LPTC	EIF4EBP1	2	0.03063439403194934
PTC	MRTFA	1	0.030625762999989092
LPTC	MICALL2	3	0.03060380710909764
PTC	RAB1B	4	0.03059023701644037
ATC	TOMM34	4	0.030582569539546967
PTC	GAS8	2	0.030579339247196913
PTC	CNBP	4	0.030576777644455433
PTC	PCMTD1	4	0.030569376365747303
LPTC	LTC4S	4	0.03056909958831966
LPTC	SPON1	2	0.030552789568901062
LPTC	CRB3	3	0.030538524966686964
PTC	KIF1B	1	0.030528599396348
LPTC	PLRG1	3	0.030526837130310014
PTC	OGT	4	0.030514837242662907
PTC	ERCC2	1	0.030510446056723595
PTC	ANXA4	4	0.030510108219459653
LPTC	TSTA3	4	0.030504774069413543
PT	IMP3	4	0.0305039098020643
PT	CD99	4	0.03050013759639114
PTC	NPTN	4	0.03048681525979191
LPTC	TLN1	4	0.03048671269789338
LPTC	PES1	4	0.030481210764264688
PT	ACADL	1	0.030473672784864902
PTC	ZNF664	4	0.030471113394014537
PTC	PTP4A2	4	0.03046855190768838
LPTC	AC127526.5	3	0.03046214518447717
LPTC	MFSD5	1	0.03044718038290739
LPTC	RETN	1	0.03043096885085106
LPTC	NSMCE1	4	0.030425449222093448
PT	PCSK2	1	0.030425394885241985
ATC	HSPE1	4	0.030423950403928757
PT	TSPO	4	0.030388765619136393
LPTC	CXCL16	4	0.030387305305339396
PT	SEPTIN2	4	0.030386693077161908
PT	PLVAP	4	0.030370809719897807
ATC	PPHLN1	4	0.030358341056853533
PT	AKIP1	2	0.030351275694556534
LPTC	DDAH2	4	0.030348352622240782
PTC	ST14	4	0.03033779328688979
PTC	PHLDB1	4	0.03033518127631396
ATC	CD276	4	0.03033147007226944
PTC	LMCD1	1	0.030327627900987864
PT	APOL6	2	0.030321967089548707
PT	EDNRB	1	0.030312415678054094
ATC	PSMD3	4	0.03031018702313304
PTC	GHITM	4	0.030306306842248887
PTC	ARPC5	4	0.030300659891508985
PTC	MUC15	4	0.030296580865979195
LPTC	S100A11	4	0.03029313706792891
PTC	EIF3M	4	0.03028619010001421
PT	ERVK3-1	4	0.03028446901589632
PTC	PMPCB	4	0.030276096949819475
LPTC	YPEL3	4	0.030271433177404106
LPTC	PRICKLE1	4	0.030258466926170513
LPTC	PRRC1	4	0.030247482092818245
