panel	n_genes	spearman_r	auroc_top25	elapsed_s	panel_genes
random_raw_0022	8	-0.01486740637817784	0.4965135416666667	20.096517086029053	NOP53,RPS4X,MT2A,GUK1,HINT1,S100A13,UBL5,HSPB1
random_raw_0023	8	0.02655904110754716	0.5131552083333334	20.31896710395813	TPI1,VIM,COX6C,GRN,ELOB,NEDD8,ATP5MC1,CSDE1
random_raw_0024	8	-0.00699447834678732	0.5063354166666667	20.862932920455933	HINT1,MYL6,CD63,SRP14,SSU72,EEF1B2,NDUFC1,SEC61A1
random_raw_0025	8	0.006189600506702836	0.5165739583333333	18.42242121696472	TUFM,ERP29,RPL6,IFITM3,AEBP1,TRIR,CALR,RPL37A
random_raw_0026	8	0.028225211005119454	0.5070218750000001	21.05994701385498	RPL35A,RPL41,ATP5MC1,CRIP2,POLR2I,SOD1,DAD1,HSPA8
random_raw_0027	8	0.030940171762580956	0.5188078125	20.294256448745728	COL18A1,GABARAP,TPI1,EIF1,CRIP1,AP2M1,NDUFA3,MORF4L1
random_raw_0028	8	0.008404676380468809	0.4980916666666666	18.59456157684326	RPL22,RPS12,SNHG29,LMNA,PET100,RPS4X,DAZAP2,TMEM258
random_raw_0029	8	0.008175597911319813	0.48569114583333334	19.563082456588745	TMSB10,CEBPD,KRT8,UQCRB,PABPC1,GSN,CLIC1,BRK1
random_raw_0030	8	0.03200342739839092	0.5214671875	19.92418074607849	ARHGDIA,OS9,TMED2,NDUFA3,PTMS,PLD3,TUFM,COL6A2
random_raw_0031	8	0.045566627810260274	0.5098786458333334	17.14814782142639	PKM,MT-ATP6,COX6C,UBA1,RPL41,RPS3A,TPI1,CSRP1
random_raw_0032	8	0.009787641067863216	0.5109708333333334	32.743088245391846	EIF4G2,GAS5,RRBP1,RPS26,NEDD8,EIF3E,MXRA7,HMGN1
random_raw_0033	8	0.03093364059693758	0.5300411458333333	22.20893931388855	UBL5,MICOS13,TMSB10,LDHB,CD59,ID3,CD74,RHOA
random_raw_0034	8	0.03001734174711733	0.5125953125	18.908596754074097	RPL5,AURKAIP1,CAVIN1,SRP14,VPS28,SDF4,UBA52,RPS6
random_raw_0035	8	0.0019386025458428852	0.5040359375	23.98716902732849	COX7A2,TMBIM6,TMED2,POLR2L,COX4I1,GUK1,TMEM258,COL18A1
random_raw_0036	8	0.03195782959330253	0.4874411458333333	25.08993148803711	CYB5R3,ATP5MF,RPL27A,CRIP1,ATP5MG,MORF4L1,PKM,S100A6
random_raw_0037	8	-0.002965593074557901	0.4870052083333334	33.2189781665802	RPS24,SNRPD2,SERPING1,NDUFAF3,NIBAN2,NDUFA3,ATP5MC1,RPL37A
random_raw_0038	8	0.02006375797775502	0.5109541666666666	37.48434925079346	LGALS3BP,GABARAP,ATP5MD,IFI6,AHNAK,TOMM7,TRIR,NDUFS7
random_raw_0039	8	0.058491739642025586	0.5082104166666667	40.544392108917236	TMED2,RPS28,RPL19,SCAND1,TECR,SELENOM,CAPG,EIF3K
random_raw_0040	8	0.008265899786234494	0.5088041666666666	41.39616394042969	PPP2R1A,S100A11,RPS17,CLIC1,RPL39,NENF,HLA-C,NDUFB9
random_raw_0041	8	0.004671515913277658	0.4992026041666666	40.879538774490356	EZR,PTGES3,COX7A2,NAA38,MT-ATP6,EIF4B,CNBP,ATP6V0B
random_raw_0042	8	-0.037217557509613294	0.48385416666666664	33.84733772277832	RPL37A,MRFAP1,HLA-C,IFITM3,RPL21,CST3,GRINA,EIF3F
random_raw_0043	8	0.008479103220288392	0.5097010416666666	47.438785791397095	MT1X,SERF2,HLA-C,NEDD8,NDUFA11,DDX17,UBA1,RHOA
random_raw_0044	8	0.03720319833777129	0.5232812499999999	48.08392930030823	PLD3,RPL37A,NDUFB10,ATP5F1A,DDT,RPL24,CRIP1,SLC3A2
random_raw_0045	8	-0.019344705494487482	0.49054583333333335	33.617032527923584	RPL35,NDUFC2,CLTC,RPL36A,BTF3,TRAPPC5,PEBP1,UBE2D3
random_raw_0046	8	0.05834274674380744	0.5200734375	37.86930727958679	RPS23,TOMM20,CALD1,RPL36A,ELOB,TSC22D1,PKM,WDR83OS
random_raw_0047	8	0.014363682456647422	0.5123505208333333	32.06929850578308	RPL18,MYL9,P4HB,AHNAK,PCBP2,MYH9,RPL37A,NDUFS5
random_raw_0048	8	0.01996748171959379	0.5065500000000001	39.764108180999756	TMSB4X,CLTC,CD74,C19orf53,SELENOH,RPL36A,RPS20,CD81
random_raw_0049	8	0.029514021564390657	0.5107536458333333	44.3409321308136	RPL4,TAF10,RPL10,RPL36A,RPS14,PTMS,RPS8,HMGB1
