sample_id	stage	axis	source	n_spots	moran_i	spand_neg_moran_over_mean	one_minus_moran
GSM7980868_LPTC-1	LPTC	CAF_ECM_score	measured_smooth8	200	0.6848345719902289	-1.3696691412411195	0.3151654280097711
GSM7980868_LPTC-1	LPTC	CAF_ECM_score	predicted_from_HE	200	0.7395987399684993	-1.4791974769786038	0.26040126003150066
GSM7980868_LPTC-1	LPTC	MAPK_output_score	measured_smooth8	200	0.593464594213301	-1.1869291860527438	0.406535405786699
GSM7980868_LPTC-1	LPTC	MAPK_output_score	predicted_from_HE	200	0.8674351233780845	-1.7348702432864285	0.13256487662191552
GSM7980869_LPTC-2	LPTC	DM1_like_score	measured_smooth8	200	0.6923655591389786	-1.384731115508495	0.30763444086102143
GSM7980869_LPTC-2	LPTC	DM1_like_score	predicted_from_HE	200	0.7853395709892749	-1.5706791388371915	0.21466042901072513
GSM7980869_LPTC-2	LPTC	TDS_like_score	measured_smooth8	200	0.6799887497187431	-1.3599774967175313	0.3200112502812569
GSM7980869_LPTC-2	LPTC	TDS_like_score	predicted_from_HE	200	0.7808201455036378	-1.561640287883995	0.21917985449636224
GSM7980869_LPTC-2	LPTC	Epithelial_score	measured_smooth8	200	0.6982675988941673	-1.3965351949952645	0.30173240110583266
GSM7980869_LPTC-2	LPTC	Epithelial_score	predicted_from_HE	200	0.7562847821195532	-1.5125695612139674	0.2437152178804468
GSM7980869_LPTC-2	LPTC	CAF_ECM_score	measured_smooth8	200	0.4221441161029025	-0.8442882305172286	0.5778558838970975
GSM7980869_LPTC-2	LPTC	CAF_ECM_score	predicted_from_HE	200	0.7447348683717091	-1.4894697337644789	0.2552651316282909
GSM7980869_LPTC-2	LPTC	MAPK_output_score	measured_smooth8	200	0.6171587355874414	-1.234317468706248	0.3828412644125586
GSM7980869_LPTC-2	LPTC	MAPK_output_score	predicted_from_HE	200	0.7811707792694819	-1.5623415554142808	0.21882922073051814
GSM7980870_LPTC-3	LPTC	DM1_like_score	measured_smooth8	200	0.6705233255831397	-1.341046648484186	0.32947667441686035
GSM7980870_LPTC-3	LPTC	DM1_like_score	predicted_from_HE	200	0.6539544738618466	-1.3079089451078754	0.3460455261381534
GSM7980870_LPTC-3	LPTC	TDS_like_score	measured_smooth8	200	0.6634260856521413	-1.3268521686505783	0.33657391434785866
GSM7980870_LPTC-3	LPTC	TDS_like_score	predicted_from_HE	200	0.6557657691442286	-1.311531535665394	0.34423423085577143
GSM7980870_LPTC-3	LPTC	Epithelial_score	measured_smooth8	200	0.49383634590864767	-0.98767268984195	0.5061636540913523
GSM7980870_LPTC-3	LPTC	Epithelial_score	predicted_from_HE	200	0.6160442136053402	-1.2320884247465036	0.38395578639465977
GSM7980870_LPTC-3	LPTC	CAF_ECM_score	measured_smooth8	200	0.548325770644266	-1.096651539095229	0.451674229355734
GSM7980870_LPTC-3	LPTC	CAF_ECM_score	predicted_from_HE	200	0.5610946523663092	-1.12218930248824	0.4389053476336908
GSM7980870_LPTC-3	LPTC	MAPK_output_score	measured_smooth8	200	0.5566069151728793	-1.1132138281193311	0.4433930848271207
GSM7980870_LPTC-3	LPTC	MAPK_output_score	predicted_from_HE	200	0.6180977649441235	-1.236195527415856	0.3819022350558765
GSM7980871_LPTC-4	LPTC	DM1_like_score	measured_smooth8	200	0.6787467186679668	-1.3574934346209466	0.32125328133203324
GSM7980871_LPTC-4	LPTC	DM1_like_score	predicted_from_HE	200	0.6589874746868674	-1.3179749467377848	0.34101252531313264
GSM7980871_LPTC-4	LPTC	TDS_like_score	measured_smooth8	200	0.6340347258681468	-1.2680694492001547	0.3659652741318532
GSM7980871_LPTC-4	LPTC	TDS_like_score	predicted_from_HE	200	0.6094149853746345	-1.218829968311609	0.39058501462536555
GSM7980871_LPTC-4	LPTC	Epithelial_score	measured_smooth8	200	0.7311981549538736	-1.4623963069829544	0.26880184504612636
GSM7980871_LPTC-4	LPTC	Epithelial_score	predicted_from_HE	200	0.709520550513763	-1.4190410981894437	0.29047944948623705
GSM7980871_LPTC-4	LPTC	CAF_ECM_score	measured_smooth8	200	0.6914075976899424	-1.3828151926142545	0.3085924023100576
GSM7980871_LPTC-4	LPTC	CAF_ECM_score	predicted_from_HE	200	0.6573342458561463	-1.3146684890829556	0.3426657541438537
GSM7980871_LPTC-4	LPTC	MAPK_output_score	measured_smooth8	200	0.5895366759168978	-1.1790733494756491	0.41046332408310215
GSM7980871_LPTC-4	LPTC	MAPK_output_score	predicted_from_HE	200	0.6799345608640216	-1.359869119008305	0.3200654391359784
GSM7980872_ATC-1	ATC	DM1_like_score	measured_smooth8	200	0.16487897436436838	-0.3297579480692209	0.8351210256356316
GSM7980872_ATC-1	ATC	DM1_like_score	predicted_from_HE	200	0.5723190579764494	-1.1446381136636228	0.42768094202355056
GSM7980872_ATC-1	ATC	TDS_like_score	measured_smooth8	200	0.31663833567045274	-0.6332766700743522	0.6833616643295473
GSM7980872_ATC-1	ATC	TDS_like_score	predicted_from_HE	200	0.5513230330758268	-1.1026460639463613	0.44867696692417325
GSM7980872_ATC-1	ATC	Epithelial_score	measured_smooth8	200	0.7025213755343882	-1.405042748258691	0.2974786244656118
GSM7980872_ATC-1	ATC	Epithelial_score	predicted_from_HE	200	0.6083970224255607	-1.2167940424175334	0.3916029775744393
GSM7980872_ATC-1	ATC	CAF_ECM_score	measured_smooth8	200	0.5383805220130504	-1.0767610418725788	0.4616194779869496
GSM7980872_ATC-1	ATC	CAF_ECM_score	predicted_from_HE	200	0.48205861396534916	-0.964117226002464	0.5179413860346509
GSM7980872_ATC-1	ATC	MAPK_output_score	measured_smooth8	200	0.5878798844971124	-1.1757597666427053	0.41212011550288763
GSM7980872_ATC-1	ATC	MAPK_output_score	predicted_from_HE	200	0.5659710867771696	-1.131942171290455	0.43402891322283044
GSM7980873_ATC-2	ATC	DM1_like_score	measured_smooth8	200	0.24465561058071394	-0.4893112201828055	0.755344389419286
GSM7980873_ATC-2	ATC	DM1_like_score	predicted_from_HE	200	0.33015881647041184	-0.6603176316201884	0.6698411835295881
GSM7980873_ATC-2	ATC	TDS_like_score	measured_smooth8	200	0.263368789722284	-0.5267375783910929	0.7366312102777159
GSM7980873_ATC-2	ATC	TDS_like_score	predicted_from_HE	200	0.31705186379659495	-0.6341037263249825	0.6829481362034051
GSM7980873_ATC-2	ATC	Epithelial_score	measured_smooth8	200	0.7544179854496362	-1.5088359678816006	0.24558201455036377
GSM7980873_ATC-2	ATC	Epithelial_score	predicted_from_HE	200	0.46558857721443037	-0.9311771525665065	0.5344114227855696
GSM7980873_ATC-2	ATC	CAF_ECM_score	measured_smooth8	200	0.3778056326408159	-0.7556112637704091	0.6221943673591841
GSM7980873_ATC-2	ATC	CAF_ECM_score	predicted_from_HE	200	0.4352793819845496	-0.8705587622279817	0.5647206180154505
GSM7980873_ATC-2	ATC	MAPK_output_score	measured_smooth8	200	0.7275193831882111	-1.4550387634663446	0.2724806168117889
GSM7980873_ATC-2	ATC	MAPK_output_score	predicted_from_HE	200	0.5761636540913523	-1.15232730587805	0.4238363459086477
GSM7980874_ATC-3	ATC	DM1_like_score	measured_smooth8	200	0.2927842008232609	-0.585568400475385	0.7072157991767392
GSM7980874_ATC-3	ATC	DM1_like_score	predicted_from_HE	200	0.41593883597089937	-0.8318776702780435	0.5840611640291007
GSM7980874_ATC-3	ATC	TDS_like_score	measured_smooth8	200	0.34867266642547023	-0.6973453314562499	0.6513273335745298
GSM7980874_ATC-3	ATC	TDS_like_score	predicted_from_HE	200	0.4103549463736593	-0.8207098911058989	0.5896450536263407
GSM7980874_ATC-3	ATC	Epithelial_score	measured_smooth8	200	0.5046332408310208	-1.0092664796435087	0.4953667591689792
GSM7980874_ATC-3	ATC	Epithelial_score	predicted_from_HE	200	0.6683880222005549	-1.3367760417275578	0.33161197779944507
GSM7980874_ATC-3	ATC	CAF_ECM_score	measured_smooth8	200	0.7726629415735392	-1.5453258800564267	0.2273370584264608
GSM7980874_ATC-3	ATC	CAF_ECM_score	predicted_from_HE	200	0.3797112427810695	-0.759422484043294	0.6202887572189305
GSM7980874_ATC-3	ATC	MAPK_output_score	measured_smooth8	200	0.3493364209105228	-0.6986728404236999	0.6506635790894773
GSM7980874_ATC-3	ATC	MAPK_output_score	predicted_from_HE	200	0.7980368259206482	-1.5960736486491491	0.20196317407935183
GSM7980875_ATC-4	ATC	DM1_like_score	measured_smooth8	200	0.586693729843246	-1.1733874573397172	0.41330627015675403
GSM7980875_ATC-4	ATC	DM1_like_score	predicted_from_HE	200	0.6994978624465611	-1.3989957220951308	0.3005021375534389
GSM7980875_ATC-4	ATC	TDS_like_score	measured_smooth8	200	0.5712675316882924	-1.1425350610915146	0.42873246831170764
GSM7980875_ATC-4	ATC	TDS_like_score	predicted_from_HE	200	0.6909675241881048	-1.3819350456123396	0.3090324758118952
GSM7980875_ATC-4	ATC	Epithelial_score	measured_smooth8	200	0.4985007125178131	-0.9970014230416234	0.5014992874821869
GSM7980875_ATC-4	ATC	Epithelial_score	predicted_from_HE	200	0.747817445436136	-1.4956348878810024	0.25218255456386396
GSM7980875_ATC-4	ATC	CAF_ECM_score	measured_smooth8	200	0.7617912322808071	-1.5235824615144495	0.23820876771919286
GSM7980875_ATC-4	ATC	CAF_ECM_score	predicted_from_HE	200	0.7691237905947651	-1.5382475781130351	0.2308762094052349
GSM7980875_ATC-4	ATC	MAPK_output_score	measured_smooth8	200	0.5055312007800196	-1.0110623995379144	0.49446879921998044
GSM7980875_ATC-4	ATC	MAPK_output_score	predicted_from_HE	200	0.76253618840471	-1.5250723737592755	0.23746381159528995
