gene	module_id	module_size	eigengene_corr_Y	eigengene_pval_Y	eigengene_corr_cohort	module_preserved
BSG	M012	88	-0.056926005	0.2608475	0.94203234	True
ARPC5L	M002	47	0.20412244	4.671971e-05	0.96406627	True
NDUFB4	M012	88	-0.056926005	0.2608475	0.94203234	True
PRDX2	M012	88	-0.056926005	0.2608475	0.94203234	True
PEG10	M000	1182				False
FHL5	M000	1182				False
TMEM143	M000	1182				False
PLCL1	M000	1182				False
RGS1	M000	1182				False
MAP3K11	M000	1182				False
CD209	M000	1182				False
TFEC	M000	1182				False
SUPT16H	M007	32	0.23535207	2.4627275e-06	0.890755	False
HADHA	M019	60	-0.035307113	0.48578322	0.9705414	True
BCL7C	M002	47	0.20412244	4.671971e-05	0.96406627	True
MRPS31	M020	35	-0.0680788	0.1785777	0.94541353	True
MDFI	M000	1182				False
C11orf71	M000	1182				False
GCLC	M015	61	-0.040188447	0.42750406	0.94782305	True
GCFC2	M000	1182				False
DZANK1	M000	1182				False
CCDC7	M000	1182				False
CTSF	M003	51	0.22109962	9.944808e-06	0.97000235	True
LMNB2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SLAMF7	M000	1182				False
GHR	M000	1182				False
MAGT1	M017	44	-0.14110602	0.0051284735	0.88136363	True
PUS7	M000	1182				False
STX3	M009	117	0.324656	4.5004084e-11	0.9549998	True
ECI2	M013	72	-0.06164761	0.2232916	0.90925777	True
DTWD1	M018	47	-0.10684348	0.034456037	0.9061806	True
ARMC9	M003	51	0.22109962	9.944808e-06	0.97000235	True
MGST3	M012	88	-0.056926005	0.2608475	0.94203234	True
GREM1	M000	1182				False
PDE6B	M021	54	-0.14418523	0.0042288513	0.91452366	True
PPP2R5B	M019	60	-0.035307113	0.48578322	0.9705414	True
NDUFA4	M012	88	-0.056926005	0.2608475	0.94203234	True
ATP6V1D	M019	60	-0.035307113	0.48578322	0.9705414	True
KRIT1	M000	1182				False
DHX29	M000	1182				False
TUBA4A	M000	1182				False
KLRB1	M000	1182				False
UBE2D2	M012	88	-0.056926005	0.2608475	0.94203234	True
TGFB1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PDLIM2	M000	1182				False
RASAL2	M006	83	0.32443193	4.6484528e-11	0.9076619	True
IGSF1	M000	1182				False
LCK	M000	1182				False
ENO2	M019	60	-0.035307113	0.48578322	0.9705414	True
KIF5C	M000	1182				False
ERP44	M021	54	-0.14418523	0.0042288513	0.91452366	True
LPCAT4	M002	47	0.20412244	4.671971e-05	0.96406627	True
MAK16	M008	82	0.24246262	1.186607e-06	0.9276763	True
ACSM5	M000	1182				False
RNF19B	M005	96	0.25215718	4.225999e-07	0.958717	True
G3BP1	M008	82	0.24246262	1.186607e-06	0.9276763	True
NDUFS2	M019	60	-0.035307113	0.48578322	0.9705414	True
BICD2	M008	82	0.24246262	1.186607e-06	0.9276763	True
PHYH	M000	1182				False
GADD45A	M005	96	0.25215718	4.225999e-07	0.958717	True
ST3GAL1	M018	47	-0.10684348	0.034456037	0.9061806	True
CPE	M003	51	0.22109962	9.944808e-06	0.97000235	True
NUP93	M003	51	0.22109962	9.944808e-06	0.97000235	True
BRD9	M003	51	0.22109962	9.944808e-06	0.97000235	True
CDK9	M002	47	0.20412244	4.671971e-05	0.96406627	True
PRDX1	M019	60	-0.035307113	0.48578322	0.9705414	True
GNG12	M007	32	0.23535207	2.4627275e-06	0.890755	False
WDR82	M008	82	0.24246262	1.186607e-06	0.9276763	True
RAB26	M010	67	0.429704	4.7946997e-19	0.8822221	True
CLIC2	M015	61	-0.040188447	0.42750406	0.94782305	True
CSPG4	M000	1182				False
TGFBI	M000	1182				False
ITPR3	M006	83	0.32443193	4.6484528e-11	0.9076619	True
ITGA7	M000	1182				False
ASAP3	M015	61	-0.040188447	0.42750406	0.94782305	True
APLP2	M003	51	0.22109962	9.944808e-06	0.97000235	True
RTCB	M005	96	0.25215718	4.225999e-07	0.958717	True
BPGM	M009	117	0.324656	4.5004084e-11	0.9549998	True
CXCR6	M000	1182				False
MED8	M020	35	-0.0680788	0.1785777	0.94541353	True
MYO1B	M005	96	0.25215718	4.225999e-07	0.958717	True
ZNF862	M018	47	-0.10684348	0.034456037	0.9061806	True
NBAS	M005	96	0.25215718	4.225999e-07	0.958717	True
SUGP2	M018	47	-0.10684348	0.034456037	0.9061806	True
DUS1L	M013	72	-0.06164761	0.2232916	0.90925777	True
DCTN3	M012	88	-0.056926005	0.2608475	0.94203234	True
GLB1L2	M019	60	-0.035307113	0.48578322	0.9705414	True
LCP2	M000	1182				False
SPAG5	M000	1182				False
SLC38A7	M019	60	-0.035307113	0.48578322	0.9705414	True
ID1	M000	1182				False
IRAK1	M019	60	-0.035307113	0.48578322	0.9705414	True
ERAL1	M013	72	-0.06164761	0.2232916	0.90925777	True
HAGH	M012	88	-0.056926005	0.2608475	0.94203234	True
OSGEP	M002	47	0.20412244	4.671971e-05	0.96406627	True
PDZRN4	M000	1182				False
CD200	M005	96	0.25215718	4.225999e-07	0.958717	True
OSBPL10	M000	1182				False
ZNF552	M000	1182				False
CRABP1	M000	1182				False
HSD11B2	M000	1182				False
NDUFS6	M014	33	-0.054613445	0.2807466	0.8927733	True
AP5S1	M020	35	-0.0680788	0.1785777	0.94541353	True
GPS1	M013	72	-0.06164761	0.2232916	0.90925777	True
MALT1	M008	82	0.24246262	1.186607e-06	0.9276763	True
MPRIP	M005	96	0.25215718	4.225999e-07	0.958717	True
SLC9A1	M019	60	-0.035307113	0.48578322	0.9705414	True
ZWILCH	M000	1182				False
ALAS1	M019	60	-0.035307113	0.48578322	0.9705414	True
FAF1	M002	47	0.20412244	4.671971e-05	0.96406627	True
NDRG1	M003	51	0.22109962	9.944808e-06	0.97000235	True
GUSBP11	M000	1182				False
B4GALT7	M013	72	-0.06164761	0.2232916	0.90925777	True
FAM114A2	M016	39	-0.04474472	0.37695867	0.9076797	True
KDELR3	M000	1182				False
HEXIM1	M003	51	0.22109962	9.944808e-06	0.97000235	True
CD59	M004	89	0.26029536	1.7180874e-07	0.9743594	True
HPN	M002	47	0.20412244	4.671971e-05	0.96406627	True
INPP5A	M000	1182				False
LAMB1	M005	96	0.25215718	4.225999e-07	0.958717	True
MLLT3	M017	44	-0.14110602	0.0051284735	0.88136363	True
STK25	M020	35	-0.0680788	0.1785777	0.94541353	True
YIPF6	M016	39	-0.04474472	0.37695867	0.9076797	True
RPS27	M002	47	0.20412244	4.671971e-05	0.96406627	True
RPARP-AS1	M002	47	0.20412244	4.671971e-05	0.96406627	True
FMR1	M008	82	0.24246262	1.186607e-06	0.9276763	True
NIT2	M012	88	-0.056926005	0.2608475	0.94203234	True
PLOD1	M020	35	-0.0680788	0.1785777	0.94541353	True
COPE	M014	33	-0.054613445	0.2807466	0.8927733	True
STC1	M000	1182				False
PIGH	M017	44	-0.14110602	0.0051284735	0.88136363	True
REPIN1	M020	35	-0.0680788	0.1785777	0.94541353	True
ATP6AP1	M012	88	-0.056926005	0.2608475	0.94203234	True
CXCL9	M000	1182				False
CASD1	M008	82	0.24246262	1.186607e-06	0.9276763	True
PLEK2	M020	35	-0.0680788	0.1785777	0.94541353	True
OXR1	M008	82	0.24246262	1.186607e-06	0.9276763	True
TBCEL	M000	1182				False
EOGT	M005	96	0.25215718	4.225999e-07	0.958717	True
BAMBI	M000	1182				False
HMGCL	M012	88	-0.056926005	0.2608475	0.94203234	True
SLC20A2	M015	61	-0.040188447	0.42750406	0.94782305	True
SLC15A3	M000	1182				False
PIGQ	M013	72	-0.06164761	0.2232916	0.90925777	True
MCM2	M000	1182				False
TRIM24	M015	61	-0.040188447	0.42750406	0.94782305	True
DAAM2	M000	1182				False
TEX261	M000	1182				False
RPRD1A	M005	96	0.25215718	4.225999e-07	0.958717	True
SLC25A10	M000	1182				False
BIN1	M020	35	-0.0680788	0.1785777	0.94541353	True
ARHGAP29	M008	82	0.24246262	1.186607e-06	0.9276763	True
COA1	M000	1182				False
SEMA6A	M000	1182				False
ADAMTS12	M000	1182				False
VPS4A	M013	72	-0.06164761	0.2232916	0.90925777	True
PCOLCE	M000	1182				False
KHNYN	M008	82	0.24246262	1.186607e-06	0.9276763	True
TSPO	M000	1182				False
IGLV1-44	M000	1182				False
LINC01278	M000	1182				False
TJP1	M007	32	0.23535207	2.4627275e-06	0.890755	False
SMS	M003	51	0.22109962	9.944808e-06	0.97000235	True
SOWAHC	M008	82	0.24246262	1.186607e-06	0.9276763	True
MRPL57	M013	72	-0.06164761	0.2232916	0.90925777	True
ZNF76	M020	35	-0.0680788	0.1785777	0.94541353	True
LRRN2	M000	1182				False
CNIH3	M002	47	0.20412244	4.671971e-05	0.96406627	True
TMEM11	M012	88	-0.056926005	0.2608475	0.94203234	True
HCFC1R1	M002	47	0.20412244	4.671971e-05	0.96406627	True
NAALADL1	M000	1182				False
UBE2M	M014	33	-0.054613445	0.2807466	0.8927733	True
MYC	M000	1182				False
DNAJC4	M014	33	-0.054613445	0.2807466	0.8927733	True
ERP29	M012	88	-0.056926005	0.2608475	0.94203234	True
ZNF204P	M018	47	-0.10684348	0.034456037	0.9061806	True
CD247	M000	1182				False
GAB2	M011	30	0.30460626	7.33937e-10	0.9156813	True
CLTCL1	M000	1182				False
CYP26B1	M000	1182				False
GON4L	M008	82	0.24246262	1.186607e-06	0.9276763	True
HIVEP2	M006	83	0.32443193	4.6484528e-11	0.9076619	True
NCSTN	M005	96	0.25215718	4.225999e-07	0.958717	True
CHKA	M000	1182				False
GRINA	M012	88	-0.056926005	0.2608475	0.94203234	True
IRF9	M015	61	-0.040188447	0.42750406	0.94782305	True
ROBO1	M000	1182				False
MOB1A	M006	83	0.32443193	4.6484528e-11	0.9076619	True
DCAF4	M019	60	-0.035307113	0.48578322	0.9705414	True
MPPE1	M000	1182				False
TPBG	M000	1182				False
ZC2HC1A	M008	82	0.24246262	1.186607e-06	0.9276763	True
TUSC2	M013	72	-0.06164761	0.2232916	0.90925777	True
FCGR1A	M000	1182				False
TLE1	M000	1182				False
GPI	M012	88	-0.056926005	0.2608475	0.94203234	True
KIFAP3	M005	96	0.25215718	4.225999e-07	0.958717	True
ARMC4	M000	1182				False
NCOA2	M007	32	0.23535207	2.4627275e-06	0.890755	False
SPAG4	M000	1182				False
AKR1C3	M000	1182				False
MTFR1	M000	1182				False
LILRA2	M000	1182				False
HSPBAP1	M000	1182				False
SARDH	M000	1182				False
POLD3	M008	82	0.24246262	1.186607e-06	0.9276763	True
ETFA	M019	60	-0.035307113	0.48578322	0.9705414	True
KBTBD2	M008	82	0.24246262	1.186607e-06	0.9276763	True
MAT2B	M008	82	0.24246262	1.186607e-06	0.9276763	True
TSPAN1	M000	1182				False
MRPS34	M014	33	-0.054613445	0.2807466	0.8927733	True
DLEU1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
MZF1	M013	72	-0.06164761	0.2232916	0.90925777	True
TEAD4	M000	1182				False
LINC00472	M000	1182				False
SMARCA1	M016	39	-0.04474472	0.37695867	0.9076797	True
TLN1	M005	96	0.25215718	4.225999e-07	0.958717	True
BAG5	M005	96	0.25215718	4.225999e-07	0.958717	True
RPS6KA3	M008	82	0.24246262	1.186607e-06	0.9276763	True
TPST1	M000	1182				False
ATOX1	M013	72	-0.06164761	0.2232916	0.90925777	True
ERI3	M013	72	-0.06164761	0.2232916	0.90925777	True
DACT1	M000	1182				False
NCL	M004	89	0.26029536	1.7180874e-07	0.9743594	True
DNMT3B	M000	1182				False
CHGB	M000	1182				False
PARP2	M003	51	0.22109962	9.944808e-06	0.97000235	True
SEMA5A	M000	1182				False
AHCY	M019	60	-0.035307113	0.48578322	0.9705414	True
AIMP2	M000	1182				False
ACYP1	M000	1182				False
CNBP	M002	47	0.20412244	4.671971e-05	0.96406627	True
COL5A2	M000	1182				False
MRPS28	M004	89	0.26029536	1.7180874e-07	0.9743594	True
RAD9A	M000	1182				False
HEY2	M000	1182				False
FASTK	M014	33	-0.054613445	0.2807466	0.8927733	True
HIBCH	M019	60	-0.035307113	0.48578322	0.9705414	True
STARD8	M000	1182				False
ASB9	M000	1182				False
FDXR	M013	72	-0.06164761	0.2232916	0.90925777	True
ATRN	M016	39	-0.04474472	0.37695867	0.9076797	True
F13A1	M000	1182				False
ZNF330	M015	61	-0.040188447	0.42750406	0.94782305	True
NPRL2	M013	72	-0.06164761	0.2232916	0.90925777	True
CYB561D2	M013	72	-0.06164761	0.2232916	0.90925777	True
TOP2B	M007	32	0.23535207	2.4627275e-06	0.890755	False
HNRNPR	M007	32	0.23535207	2.4627275e-06	0.890755	False
BTG1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SCN2B	M000	1182				False
GYG2	M000	1182				False
ENSA	M012	88	-0.056926005	0.2608475	0.94203234	True
SNX17	M012	88	-0.056926005	0.2608475	0.94203234	True
AP3M2	M016	39	-0.04474472	0.37695867	0.9076797	True
LPAR6	M004	89	0.26029536	1.7180874e-07	0.9743594	True
PIGN	M016	39	-0.04474472	0.37695867	0.9076797	True
MTIF2	M015	61	-0.040188447	0.42750406	0.94782305	True
MOCS1	M018	47	-0.10684348	0.034456037	0.9061806	True
NDUFA6	M012	88	-0.056926005	0.2608475	0.94203234	True
RABGGTB	M004	89	0.26029536	1.7180874e-07	0.9743594	True
LILRB2	M000	1182				False
UTRN	M007	32	0.23535207	2.4627275e-06	0.890755	False
VPS13C	M007	32	0.23535207	2.4627275e-06	0.890755	False
AMZ2	M000	1182				False
GABRD	M000	1182				False
AKAP1	M015	61	-0.040188447	0.42750406	0.94782305	True
MAOA	M015	61	-0.040188447	0.42750406	0.94782305	True
HABP4	M015	61	-0.040188447	0.42750406	0.94782305	True
POMT2	M018	47	-0.10684348	0.034456037	0.9061806	True
CYP4B1	M000	1182				False
ACAA2	M003	51	0.22109962	9.944808e-06	0.97000235	True
CAPN5	M000	1182				False
DYRK3	M000	1182				False
ASL	M000	1182				False
RRM2	M000	1182				False
CAPN6	M000	1182				False
LRIG1	M017	44	-0.14110602	0.0051284735	0.88136363	True
ACBD3	M008	82	0.24246262	1.186607e-06	0.9276763	True
SMCHD1	M007	32	0.23535207	2.4627275e-06	0.890755	False
MTX1	M000	1182				False
RANBP9	M008	82	0.24246262	1.186607e-06	0.9276763	True
RHOT1	M016	39	-0.04474472	0.37695867	0.9076797	True
SUOX	M018	47	-0.10684348	0.034456037	0.9061806	True
CCDC30	M000	1182				False
TRANK1	M005	96	0.25215718	4.225999e-07	0.958717	True
CLUH	M019	60	-0.035307113	0.48578322	0.9705414	True
UQCRC2	M015	61	-0.040188447	0.42750406	0.94782305	True
ISLR	M002	47	0.20412244	4.671971e-05	0.96406627	True
COPS3	M019	60	-0.035307113	0.48578322	0.9705414	True
FAM3C	M011	30	0.30460626	7.33937e-10	0.9156813	True
GMPPA	M012	88	-0.056926005	0.2608475	0.94203234	True
GAPDH	M019	60	-0.035307113	0.48578322	0.9705414	True
FASTKD5	M017	44	-0.14110602	0.0051284735	0.88136363	True
ASB8	M015	61	-0.040188447	0.42750406	0.94782305	True
DEXI	M000	1182				False
CIAO1	M002	47	0.20412244	4.671971e-05	0.96406627	True
BCAP31	M014	33	-0.054613445	0.2807466	0.8927733	True
C1QTNF1	M002	47	0.20412244	4.671971e-05	0.96406627	True
TYMP	M000	1182				False
GPM6A	M000	1182				False
PRKAA2	M000	1182				False
GHITM	M015	61	-0.040188447	0.42750406	0.94782305	True
TOR4A	M004	89	0.26029536	1.7180874e-07	0.9743594	True
NAB1	M008	82	0.24246262	1.186607e-06	0.9276763	True
MAN1A1	M000	1182				False
P4HB	M019	60	-0.035307113	0.48578322	0.9705414	True
CBR4	M000	1182				False
CDC42	M004	89	0.26029536	1.7180874e-07	0.9743594	True
C3orf36	M000	1182				False
IFT22	M012	88	-0.056926005	0.2608475	0.94203234	True
RECQL	M000	1182				False
USP46	M000	1182				False
BAZ1A	M005	96	0.25215718	4.225999e-07	0.958717	True
NFKB1	M005	96	0.25215718	4.225999e-07	0.958717	True
LARP4B	M016	39	-0.04474472	0.37695867	0.9076797	True
CCDC51	M000	1182				False
TMEM127	M009	117	0.324656	4.5004084e-11	0.9549998	True
RYBP	M008	82	0.24246262	1.186607e-06	0.9276763	True
PLA2G12A	M016	39	-0.04474472	0.37695867	0.9076797	True
SELENBP1	M021	54	-0.14418523	0.0042288513	0.91452366	True
ACTR3	M005	96	0.25215718	4.225999e-07	0.958717	True
HTATIP2	M019	60	-0.035307113	0.48578322	0.9705414	True
UROS	M012	88	-0.056926005	0.2608475	0.94203234	True
PHGDH	M020	35	-0.0680788	0.1785777	0.94541353	True
DHDDS	M019	60	-0.035307113	0.48578322	0.9705414	True
RAB14	M005	96	0.25215718	4.225999e-07	0.958717	True
UNC5C	M005	96	0.25215718	4.225999e-07	0.958717	True
GMEB1	M003	51	0.22109962	9.944808e-06	0.97000235	True
PIEZO2	M000	1182				False
SCUBE3	M018	47	-0.10684348	0.034456037	0.9061806	True
TBL1XR1	M008	82	0.24246262	1.186607e-06	0.9276763	True
CDK5	M014	33	-0.054613445	0.2807466	0.8927733	True
EMC8	M012	88	-0.056926005	0.2608475	0.94203234	True
NAA60	M013	72	-0.06164761	0.2232916	0.90925777	True
PYGO1	M016	39	-0.04474472	0.37695867	0.9076797	True
NIN	M005	96	0.25215718	4.225999e-07	0.958717	True
IFI44	M000	1182				False
MARCKSL1	M020	35	-0.0680788	0.1785777	0.94541353	True
FUT1	M000	1182				False
OTUD4	M007	32	0.23535207	2.4627275e-06	0.890755	False
HDAC2	M005	96	0.25215718	4.225999e-07	0.958717	True
ANGPT2	M000	1182				False
IMPACT	M000	1182				False
RBM12	M008	82	0.24246262	1.186607e-06	0.9276763	True
ARMC8	M000	1182				False
TRPV6	M000	1182				False
ENOX2	M006	83	0.32443193	4.6484528e-11	0.9076619	True
TNFAIP3	M000	1182				False
EDF1	M014	33	-0.054613445	0.2807466	0.8927733	True
HDAC1	M020	35	-0.0680788	0.1785777	0.94541353	True
MLYCD	M021	54	-0.14418523	0.0042288513	0.91452366	True
LAMC1	M005	96	0.25215718	4.225999e-07	0.958717	True
CCL5	M000	1182				False
UBE2G2	M018	47	-0.10684348	0.034456037	0.9061806	True
IFT57	M003	51	0.22109962	9.944808e-06	0.97000235	True
PSIP1	M008	82	0.24246262	1.186607e-06	0.9276763	True
PTPRD	M000	1182				False
MAP3K7	M007	32	0.23535207	2.4627275e-06	0.890755	False
CACYBP	M004	89	0.26029536	1.7180874e-07	0.9743594	True
MARK1	M000	1182				False
NPTN	M008	82	0.24246262	1.186607e-06	0.9276763	True
DDX49	M013	72	-0.06164761	0.2232916	0.90925777	True
C1GALT1C1	M003	51	0.22109962	9.944808e-06	0.97000235	True
SLBP	M004	89	0.26029536	1.7180874e-07	0.9743594	True
IFT140	M018	47	-0.10684348	0.034456037	0.9061806	True
RSAD1	M013	72	-0.06164761	0.2232916	0.90925777	True
TMEM115	M013	72	-0.06164761	0.2232916	0.90925777	True
MRPL19	M016	39	-0.04474472	0.37695867	0.9076797	True
ATP8A1	M005	96	0.25215718	4.225999e-07	0.958717	True
MAGI2	M000	1182				False
DERL1	M003	51	0.22109962	9.944808e-06	0.97000235	True
SHARPIN	M014	33	-0.054613445	0.2807466	0.8927733	True
ZNF281	M007	32	0.23535207	2.4627275e-06	0.890755	False
TKT	M012	88	-0.056926005	0.2608475	0.94203234	True
FN3KRP	M003	51	0.22109962	9.944808e-06	0.97000235	True
RAB6B	M000	1182				False
CAAP1	M015	61	-0.040188447	0.42750406	0.94782305	True
MPI	M012	88	-0.056926005	0.2608475	0.94203234	True
STRAP	M015	61	-0.040188447	0.42750406	0.94782305	True
MRPL12	M000	1182				False
TIMM10B	M015	61	-0.040188447	0.42750406	0.94782305	True
ZSCAN32	M018	47	-0.10684348	0.034456037	0.9061806	True
CEMIP	M000	1182				False
GAS8	M018	47	-0.10684348	0.034456037	0.9061806	True
AHI1	M008	82	0.24246262	1.186607e-06	0.9276763	True
UROD	M014	33	-0.054613445	0.2807466	0.8927733	True
MRPL15	M019	60	-0.035307113	0.48578322	0.9705414	True
CRCP	M000	1182				False
TPI1	M012	88	-0.056926005	0.2608475	0.94203234	True
CASP4	M000	1182				False
ANKFY1	M007	32	0.23535207	2.4627275e-06	0.890755	False
GATAD1	M000	1182				False
RAB23	M000	1182				False
HNRNPDL	M003	51	0.22109962	9.944808e-06	0.97000235	True
ZNF444	M013	72	-0.06164761	0.2232916	0.90925777	True
PRDX3	M015	61	-0.040188447	0.42750406	0.94782305	True
MT2A	M012	88	-0.056926005	0.2608475	0.94203234	True
CLCN5	M000	1182				False
ENAH	M005	96	0.25215718	4.225999e-07	0.958717	True
NPM3	M000	1182				False
YKT6	M019	60	-0.035307113	0.48578322	0.9705414	True
WIPI1	M016	39	-0.04474472	0.37695867	0.9076797	True
TOM1L1	M000	1182				False
GZMA	M000	1182				False
SUCLG2	M015	61	-0.040188447	0.42750406	0.94782305	True
ATF7IP2	M000	1182				False
C11orf68	M002	47	0.20412244	4.671971e-05	0.96406627	True
FMOD	M017	44	-0.14110602	0.0051284735	0.88136363	True
DNAL4	M012	88	-0.056926005	0.2608475	0.94203234	True
C5orf15	M005	96	0.25215718	4.225999e-07	0.958717	True
MTRF1	M000	1182				False
TIMM8B	M000	1182				False
AGBL5	M019	60	-0.035307113	0.48578322	0.9705414	True
RPS6KA4	M004	89	0.26029536	1.7180874e-07	0.9743594	True
MZB1	M000	1182				False
AUTS2	M000	1182				False
CUX1	M019	60	-0.035307113	0.48578322	0.9705414	True
INTS5	M003	51	0.22109962	9.944808e-06	0.97000235	True
CLEC1A	M000	1182				False
YIPF2	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SIRT5	M000	1182				False
RBP1	M000	1182				False
DPYSL3	M004	89	0.26029536	1.7180874e-07	0.9743594	True
TXNRD1	M016	39	-0.04474472	0.37695867	0.9076797	True
TBK1	M008	82	0.24246262	1.186607e-06	0.9276763	True
DYNC1H1	M005	96	0.25215718	4.225999e-07	0.958717	True
SLC5A3	M008	82	0.24246262	1.186607e-06	0.9276763	True
MPP6	M000	1182				False
TACO1	M013	72	-0.06164761	0.2232916	0.90925777	True
ASPA	M000	1182				False
ZNF674	M000	1182				False
PLXND1	M004	89	0.26029536	1.7180874e-07	0.9743594	True
SULT1C2	M000	1182				False
ODC1	M003	51	0.22109962	9.944808e-06	0.97000235	True
WBP1L	M018	47	-0.10684348	0.034456037	0.9061806	True
PRPSAP2	M000	1182				False
MKRN2	M016	39	-0.04474472	0.37695867	0.9076797	True
HERC4	M008	82	0.24246262	1.186607e-06	0.9276763	True
CBL	M008	82	0.24246262	1.186607e-06	0.9276763	True
MACROD1	M013	72	-0.06164761	0.2232916	0.90925777	True
ILF3	M003	51	0.22109962	9.944808e-06	0.97000235	True
SOCS5	M007	32	0.23535207	2.4627275e-06	0.890755	False
USP1	M007	32	0.23535207	2.4627275e-06	0.890755	False
NMD3	M008	82	0.24246262	1.186607e-06	0.9276763	True
GPR157	M015	61	-0.040188447	0.42750406	0.94782305	True
RPS3	M002	47	0.20412244	4.671971e-05	0.96406627	True
CCNO	M000	1182				False
KRBOX4	M018	47	-0.10684348	0.034456037	0.9061806	True
CDC14A	M008	82	0.24246262	1.186607e-06	0.9276763	True
APBB1IP	M000	1182				False
UAP1L1	M019	60	-0.035307113	0.48578322	0.9705414	True
WSB1	M003	51	0.22109962	9.944808e-06	0.97000235	True
SLC25A5	M019	60	-0.035307113	0.48578322	0.9705414	True
GLT8D1	M021	54	-0.14418523	0.0042288513	0.91452366	True
RNGTT	M008	82	0.24246262	1.186607e-06	0.9276763	True
PLXNA2	M005	96	0.25215718	4.225999e-07	0.958717	True
SETD3	M015	61	-0.040188447	0.42750406	0.94782305	True
THAP3	M013	72	-0.06164761	0.2232916	0.90925777	True
NBN	M007	32	0.23535207	2.4627275e-06	0.890755	False
SVEP1	M000	1182				False
MAOB	M000	1182				False
PSMD9	M009	117	0.324656	4.5004084e-11	0.9549998	True
COA3	M014	33	-0.054613445	0.2807466	0.8927733	True
PPP3CC	M015	61	-0.040188447	0.42750406	0.94782305	True
PUF60	M002	47	0.20412244	4.671971e-05	0.96406627	True
NSMCE4A	M020	35	-0.0680788	0.1785777	0.94541353	True
MCM3	M003	51	0.22109962	9.944808e-06	0.97000235	True
C1orf174	M003	51	0.22109962	9.944808e-06	0.97000235	True
IL32	M000	1182				False
RFC3	M000	1182				False
DHX35	M000	1182				False
TM7SF2	M013	72	-0.06164761	0.2232916	0.90925777	True
HAT1	M005	96	0.25215718	4.225999e-07	0.958717	True
RPLP1	M002	47	0.20412244	4.671971e-05	0.96406627	True
SGPP1	M011	30	0.30460626	7.33937e-10	0.9156813	True
MAP3K9	M016	39	-0.04474472	0.37695867	0.9076797	True
IL6ST	M008	82	0.24246262	1.186607e-06	0.9276763	True
EPM2AIP1	M000	1182				False
SNRNP40	M003	51	0.22109962	9.944808e-06	0.97000235	True
SPATA6	M016	39	-0.04474472	0.37695867	0.9076797	True
WTAP	M003	51	0.22109962	9.944808e-06	0.97000235	True
TNS4	M000	1182				False
ZW10	M007	32	0.23535207	2.4627275e-06	0.890755	False
SIRT1	M007	32	0.23535207	2.4627275e-06	0.890755	False
PDZD2	M000	1182				False
TMED3	M012	88	-0.056926005	0.2608475	0.94203234	True
KPNA1	M008	82	0.24246262	1.186607e-06	0.9276763	True
SLC25A30	M016	39	-0.04474472	0.37695867	0.9076797	True
MTMR12	M008	82	0.24246262	1.186607e-06	0.9276763	True
SLC25A13	M015	61	-0.040188447	0.42750406	0.94782305	True
C1orf54	M000	1182				False
CAPZA1	M005	96	0.25215718	4.225999e-07	0.958717	True
ATF1	M007	32	0.23535207	2.4627275e-06	0.890755	False
ALS2CL	M002	47	0.20412244	4.671971e-05	0.96406627	True
MAGED2	M020	35	-0.0680788	0.1785777	0.94541353	True
IFI35	M000	1182				False
FAM174B	M020	35	-0.0680788	0.1785777	0.94541353	True
RBM47	M016	39	-0.04474472	0.37695867	0.9076797	True
ARID4B	M008	82	0.24246262	1.186607e-06	0.9276763	True
API5	M008	82	0.24246262	1.186607e-06	0.9276763	True
IFT20	M000	1182				False
HADH	M015	61	-0.040188447	0.42750406	0.94782305	True
MTHFD2	M000	1182				False
ARMCX2	M003	51	0.22109962	9.944808e-06	0.97000235	True
GLRX5	M012	88	-0.056926005	0.2608475	0.94203234	True
GIPC1	M002	47	0.20412244	4.671971e-05	0.96406627	True
CISD1	M000	1182				False
TECR	M013	72	-0.06164761	0.2232916	0.90925777	True
AGA	M005	96	0.25215718	4.225999e-07	0.958717	True
ERMP1	M016	39	-0.04474472	0.37695867	0.9076797	True
VDR	M000	1182				False
MEIS2	M000	1182				False
RFC2	M002	47	0.20412244	4.671971e-05	0.96406627	True
IER5	M004	89	0.26029536	1.7180874e-07	0.9743594	True
BNIP2	M005	96	0.25215718	4.225999e-07	0.958717	True
NGLY1	M005	96	0.25215718	4.225999e-07	0.958717	True
SNRPD1	M002	47	0.20412244	4.671971e-05	0.96406627	True
FARS2	M021	54	-0.14418523	0.0042288513	0.91452366	True
ACADM	M016	39	-0.04474472	0.37695867	0.9076797	True
RUVBL1	M019	60	-0.035307113	0.48578322	0.9705414	True
NINJ1	M012	88	-0.056926005	0.2608475	0.94203234	True
POLR1C	M013	72	-0.06164761	0.2232916	0.90925777	True
ADNP	M007	32	0.23535207	2.4627275e-06	0.890755	False
GRPEL1	M012	88	-0.056926005	0.2608475	0.94203234	True
ZNF274	M003	51	0.22109962	9.944808e-06	0.97000235	True
ADAMTSL3	M000	1182				False
ZMYND11	M000	1182				False
PEG3	M000	1182				False
PYCARD	M000	1182				False
GADD45G	M000	1182				False
CDIPT	M013	72	-0.06164761	0.2232916	0.90925777	True
