sampleId	DIO1	FOXE1	NKX2-1	PAX8	SLC5A5	TG	TPO	TSHR	RAI_8	DM1_like	DM_call
TCGA-DE-A7U5-01	0.14404636961670686	6.4411680547572825	5.936041894512505	6.2471129201287825	0.046281503211910255	8.60433602087414	3.0880567698784955	5.590976206981169	-0.7697456677222001	0.7697456677222001	DM1
TCGA-DJ-A13L-01	1.3119099422796838	5.249653917562006	6.300740582812126	6.06169628561828	0.20976526597410353	9.3869889448876	3.314783519719259	5.63872261435253	-0.7711301836629865	0.7711301836629865	DM1
TCGA-DJ-A13M-01	7.505817110368474	6.129868220228344	7.155378879388477	7.100029411544571	0.03520159571856608	13.227799607617825	9.396894575380859	6.3260860758451845	0.7507388447016026	-0.7507388447016026	DM2
TCGA-DJ-A13O-01	5.8375976599086625	6.383700836912929	6.721111496005749	7.273417046040594	0.9038866647512329	11.61442371496319	7.699796604483289	5.843408560206507	0.4389123717308844	-0.4389123717308844	DM2
TCGA-DJ-A13P-01	0.2794118631106937	6.403489291282712	6.569039875402644	6.557096040357175	0.018349309878891815	12.32051951181371	2.771441929109565	6.9191338662488535	-0.020535538089789404	0.020535538089789404	DM1
TCGA-DJ-A13R-01	6.955040737888814	6.588299379434667	7.287632971429067	6.4490396651533	1.1828829494611701	11.055879525299806	8.025312896797313	4.995710628907104	0.30225094993464985	-0.30225094993464985	DM2
TCGA-DJ-A13S-01	7.6752464453053575	6.968866049887238	6.841492643612066	6.8518439688757145	0.005759269288684953	10.906654334951204	6.744688551802599	6.891368147203595	0.5806102738330234	-0.5806102738330234	DM2
TCGA-DJ-A13T-01	0.08188496672922738	6.278042379584525	5.9684940049991955	6.342033765125393	0.011638756246893662	12.250417512322565	3.083570805923531	6.890076972946064	-0.2103643444076577	0.2103643444076577	DM1
TCGA-DJ-A13U-01	0.5875570174296084	6.843382177062041	6.001387926144496	6.211913596227044	0.08474462086846798	11.930458010085129	5.451913327292511	6.16303573966792	-0.173370589571267	0.173370589571267	DM1
TCGA-DJ-A13V-01	0.8007446239367776	6.4815282198622555	6.730320680162654	6.7899652478013905	0.017636903049498446	10.687579693562704	1.014498126999353	6.280835713140168	-0.24821637618551515	0.24821637618551515	DM1
TCGA-DJ-A13W-01	4.847891706206076	5.748482701520504	7.278595346574347	8.58449430027178	0.13566619696904392	11.16060359608751	7.18283528883687	6.209749672558219	0.5917814082635627	-0.5917814082635627	DM2
TCGA-DJ-A13X-01	2.683741362402608	5.953840246546132	6.274272844896188	6.529428992364476	1.2702897192253566	12.643101372674426	5.597781434184601	6.776257990181578	0.2015957211516348	-0.2015957211516348	DM2
TCGA-DJ-A1QD-01	1.2794712956444676	5.610555383840558	5.657542831508613	6.040221763419458	0.03421571533791298	10.419882459773554	2.619272138460124	5.76988014884312	-0.7796621522414875	0.7796621522414875	DM1
TCGA-DJ-A1QE-01	2.2399784247200207	6.650602304233151	5.780184093974	6.669830401789555	0.36401205355861466	9.454055156212462	3.367804368268812	5.6537192858829215	-0.45672314422818994	0.45672314422818994	DM1
TCGA-DJ-A1QF-01	0.040541793862846835	6.5571037009221	5.849689076704151	6.438876665586186	0.025312343046069	12.329604975068653	1.3660283991571194	6.307424882018352	-0.35443646899826253	0.35443646899826253	DM1
TCGA-DJ-A1QG-01	2.400510605555264	6.303746050031013	6.908116365514834	5.728701476091988	0.0526941113038451	11.78597897619764	5.228764828875598	6.410519191556715	-0.06645378980479622	0.06645378980479622	DM1
TCGA-DJ-A1QH-01	0.8339830110071211	6.378071117860199	5.874499446981725	5.8640573489618095	0.12287146908839316	10.288828247612903	1.5668638517557796	6.372497702753344	-0.5957428974220013	0.5957428974220013	DM1
TCGA-DJ-A1QI-01	2.60651329510243	6.74643773366457	6.238828886637704	6.477659520402617	0.030971642412075527	10.916628609069647	0.6351507240326344	5.860771650443309	-0.35767201211765415	0.35767201211765415	DM1
TCGA-DJ-A1QL-01	6.099406726919247	7.445115023796259	6.996679109319747	8.003470125996806	2.3224185278323874	11.767400846135061	8.752086892301673	6.354071265894301	1.1219462837499825	-1.1219462837499825	DM2
TCGA-DJ-A1QM-01	6.951261398495067	7.392732137990561	5.938880910227253	7.32380688298035	6.465938559882065	13.578761147680773	10.329327806625859	6.4766020284733	1.4644052525175868	-1.4644052525175868	DM2
TCGA-DJ-A1QN-01	0.37640152659359805	6.230437447636036	6.959330835902557	6.333870928496724	0.06515867512854683	10.95846984870787	1.2963105607080923	5.63931900022497	-0.44034880561176676	0.44034880561176676	DM1
TCGA-DJ-A1QO-01	3.760699990739132	6.814062008519666	5.862533219421488	6.825741114854243	1.881468853658753	10.623388347796142	4.566279370299754	5.296607909690411	-0.08146010643166832	0.08146010643166832	DM1
TCGA-DJ-A1QQ-01	4.031545175121528	7.615340517291879	6.203561393486919	7.247326581753476	1.9289577048576152	11.488262332035054	5.043795057967099	6.670925291081215	0.5843507521348266	-0.5843507521348266	DM2
TCGA-DJ-A2PN-01	3.684392372756302	6.866506212226202	5.777530182009815	6.978694444959541	0.15081959821213325	11.631828440989752	5.671771737949123	5.598659979552139	-0.0390282715901365	0.0390282715901365	DM1
TCGA-DJ-A2PO-01	0.9523335663696857	6.051828853835238	6.107970271821585	6.109822298373816	0.05519565424212462	12.060266132316542	2.5929473207618345	5.850284368661612	-0.46379980203050475	0.46379980203050475	DM1
TCGA-DJ-A2PP-01	3.0717111925834146	7.326850998109633	5.634973639092242	6.88908409859815	0.0	13.327356449477058	8.399268523725759	6.223874286804734	0.33451685528423314	-0.33451685528423314	DM2
TCGA-DJ-A2PQ-01	0.4846021943722032	5.6377232602515805	6.588503274645043	6.154737113372716	0.04264433740849372	12.216647472737655	2.8233621444256127	6.144382931998536	-0.36875659212675604	0.36875659212675604	DM1
TCGA-DJ-A2PR-01	0.6123996834280071	6.34922371893827	6.694804992449158	6.164788289034893	0.03646816706929173	9.47202548260775	4.962960766146079	6.755297543310893	-0.24183320034424127	0.24183320034424127	DM1
TCGA-DJ-A2PS-01	2.960974988450898	6.55571187486569	6.477858624347368	5.969537330856501	0.7518921384043091	11.861271729762578	5.680214631324771	6.6308611928073855	0.10139858600780352	-0.10139858600780352	DM1
TCGA-DJ-A2PT-01	0.37906639928090413	5.856886121471258	5.992797882471336	5.8791347498550985	0.09936253975777228	9.79982588929643	2.1531243530061492	5.058680154385562	-0.954830339922127	0.954830339922127	DM1
TCGA-DJ-A2PU-01	0.37984272749168263	5.564085453487456	6.253518498831796	6.696555864874401	0.03632749181776505	11.92765960883589	3.964980768343612	6.555805420683604	-0.23957565069304854	0.23957565069304854	DM1
TCGA-DJ-A2PV-01	3.9135213496260075	5.84483253400181	5.62200201998634	6.755919728421555	0.5864044748950628	11.675765042960712	4.481298941547565	5.964638907331776	-0.20274613592882984	0.20274613592882984	DM1
TCGA-DJ-A2PW-01	5.5325413888135175	6.3655980619318795	6.268965799160459	6.451408953586241	0.05838577100035305	9.004890384304009	2.590122917715788	4.637778315160019	-0.5974199463157962	0.5974199463157962	DM1
TCGA-DJ-A2PX-01	3.8993883446299864	5.507988043492818	6.626223008296554	6.592781420303969	0.0663992289113826	11.99309824134186	4.245351142687376	6.08140354506251	-0.10216537914203272	0.10216537914203272	DM1
TCGA-DJ-A2PY-01	0.7808140092968006	5.93323505722563	6.089517218287359	5.8819533251916924	0.02233230009805639	9.650652741610672	1.4919556843294968	6.15752479783263	-0.7347377720592341	0.7347377720592341	DM1
TCGA-DJ-A2PZ-01	3.2819800858666883	6.0998485241144005	5.912848628907623	6.123680679609217	2.7347854782523955	11.069762037833343	5.257802675737812	5.86399542386276	-0.08348196406465526	0.08348196406465526	DM1
TCGA-DJ-A2Q0-01	7.47314885520303	5.116763971297723	5.3392585548097315	5.6485057090733894	0.0	3.724857603322785	7.406052754253614	5.331182094562611	-1.1563735776583233	1.1563735776583233	DM1
TCGA-DJ-A2Q1-01	0.7052259566163643	4.984015074440361	6.068660063492762	5.801588088905091	0.1918152897068979	6.492968349319033	2.1917837122504613	3.9834588115903236	-1.5656304043850682	1.5656304043850682	DM1
TCGA-DJ-A2Q2-01	6.300015701480012	8.28246575252558	5.782746656958969	6.979314291479767	7.200764257766714	11.756399785789744	7.46637751416559	6.534495877431999	1.2836153439736668	-1.2836153439736668	DM2
TCGA-DJ-A2Q3-01	2.951270725129049	6.534894237023311	5.991050129565369	6.416258764585028	0.5673507388181743	10.863396780749717	4.998145847588305	5.374166597595251	-0.29402468955064787	0.29402468955064787	DM1
TCGA-DJ-A2Q4-01	3.059026410892219	7.011710309627734	6.768254472463411	7.172990474914683	0.3994445645894576	10.83479123586418	4.175317004134212	5.958691903413936	0.15235814974884013	-0.15235814974884013	DM2
TCGA-DJ-A2Q5-01	0.3994445645894576	6.17331335642075	6.557927740137247	6.586048621482794	0.13881446890228188	11.448495982693592	2.0414883176700864	6.078836091921471	-0.31013440189352937	0.31013440189352937	DM1
TCGA-DJ-A2Q6-01	0.2401311183307479	6.069519584390929	6.451199570225835	5.897380815241137	0.018918982163051733	11.184959373728864	1.2495666983403593	5.955152360733905	-0.5840336615805891	0.5840336615805891	DM1
TCGA-DJ-A2Q7-01	1.894875954875485	6.170175447591867	6.36199990181216	6.670909716335782	0.0692897127155347	12.188377030906226	3.5171370870279572	5.620958765384137	-0.2323932249023894	0.2323932249023894	DM1
TCGA-DJ-A2Q9-01	2.463099267348104	5.531596678965975	3.8800193615537957	5.101082735319352	0.8409264333031481	9.989086199947593	5.607244489338017	4.50994281423704	-1.349747562114598	1.349747562114598	DM1
TCGA-DJ-A2QA-01	3.348940559949944	5.654203513177665	6.485069329421395	7.394132530479701	3.5938915437864574	12.803327390547485	6.998765291274043	6.367059985943627	0.6169284787850419	-0.6169284787850419	DM2
TCGA-DJ-A2QB-01	4.797796387221464	6.335961959600846	5.570338450704998	5.683643124126717	0.29278174922784594	13.31415039915762	8.677905647471803	6.133508042726165	0.02738614361666132	-0.02738614361666132	DM1
TCGA-DJ-A2QC-01	0.540919995427696	5.438455877554567	6.979502937278638	6.858848838482379	0.017636903049498446	12.071365520412963	3.3644743817282143	5.194059465354282	-0.36292099105598324	0.36292099105598324	DM1
TCGA-DJ-A3UK-01	0.27178421356921684	5.919428281524707	6.385208403197663	6.731105835864922	0.01321211142685117	12.217572322054494	2.7855714753734704	6.396287952825467	-0.21485034909931885	0.21485034909931885	DM1
TCGA-DJ-A3UM-01	0.2878268672850812	6.731446661458289	6.370232297682704	6.830470840055053	0.16079113991938748	11.992325945690906	3.402517544088463	6.34627791857573	-0.052469110413899206	0.052469110413899206	DM1
TCGA-DJ-A3UN-01	1.9108477659579362	5.709797916343468	6.753890629592363	6.4452002937418476	0.16902704513481687	12.435526921803321	4.440480521725197	6.746345017071858	0.0215803007724851	-0.0215803007724851	DM1
TCGA-DJ-A3UO-01	4.56306658593494	6.62788402838606	7.29704739671135	6.464795673303735	0.11196608960349229	9.595531446257604	3.378761298866425	6.384322704613901	0.04321938868805723	-0.04321938868805723	DM1
TCGA-DJ-A3UP-01	8.118753198762814	6.78631798898195	6.898065624108366	7.43398429171226	0.024745190197137796	12.49682594658378	4.527633387290932	6.0541256463548745	0.5701660539086304	-0.5701660539086304	DM2
TCGA-DJ-A3UQ-01	2.5766672466367897	6.2926934182559995	6.04677042216245	6.21297781116879	1.0803847874146049	9.951863571287808	4.471031344271528	6.260010596435666	-0.2543632367737653	0.2543632367737653	DM1
TCGA-DJ-A3UR-01	1.6587827340128276	5.9765835978769974	6.5349300217582735	6.646537110067098	0.05213762333517526	12.131892063189424	3.453359539153897	5.24855760576709	-0.3288063238209037	0.3288063238209037	DM1
TCGA-DJ-A3US-01	7.036245058538767	7.0872740055709125	6.708098927577216	7.662555162680015	0.2819059238971919	13.087948227132895	7.843558683678142	6.320179571355617	0.8490987139296919	-0.8490987139296919	DM2
TCGA-DJ-A3UT-01	7.778763150286263	7.141911961100839	7.224857387261678	7.8450578049446555	1.9960271234250762	13.011938309950056	9.693531387640704	6.655240187176779	1.3408747439258069	-1.3408747439258069	DM2
TCGA-DJ-A3UU-01	2.991372183503359	6.336649371740201	6.570966814773666	6.6634456727999325	1.615981210814781	11.977929669774714	6.60210347971187	7.041557310745784	0.43800193904131446	-0.43800193904131446	DM2
TCGA-DJ-A3UV-01	5.917734870914643	6.885254651935204	7.01839271080044	7.3825202784821125	3.3488414411727736	12.490740239143168	8.018719844965075	6.4503419354465885	1.053730691481684	-1.053730691481684	DM2
