pmid	title	year	journal	query_types	direction	outcome	clinical	druggable
38760413	Assessment of TROP2, CEACAM5 and DLL3 in metastatic prostate cancer: Expression landscape and molecular correlates.	2024	NPJ precision oncology	cancer	up	0	0	0
41986174	Concordance and prognostic value of antibody drug conjugate and checkpoint inhibition targets in matched bladder cancer specimens from transurethral resection of the bladder, radical cystectomy and lymphadenectomy.	2026	Urologic oncology	cancer,drug		1	0	1
39034967	Trophoblast Cell Surface Antigen 2 Expression in Thymic Carcinoma: Brief Report.	2024	JTO clinical and research reports	cancer,drug	up	0	0	0
38864342	Identification and Characterization of Metastasis-Initiating Cells in ESCC in a Multi-Timepoint Pulmonary Metastasis Mouse Model.	2024	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	cancer		1	0	0
36660684	A literature review of the promising future of TROP2: a potential drug therapy target.	2022	Annals of translational medicine	cancer,drug	up	1	0	1
38629624	Single-cell transcriptomics reveal metastatic CLDN4+ cancer cells underlying the recurrence of malignant pleural effusion in patients with advanced non-small-cell lung cancer.	2024	Clinical and translational medicine	cancer	up	1	0	0
42008116	Prolonged KRAS-MAPK Inhibition Induces Interferon Signaling that Promotes Cell State Transition and Confers Therapeutic Vulnerabilities.	2026	Cancer research	drug		0	0	1
37418532	Identifying high-grade serous ovarian carcinoma-specific extracellular vesicles by polyketone-coated nanowires.	2023	Science advances	cancer		0	0	0
41175392	Multifaceted transcriptional reprogramming supports oxaliplatin chemoresistance in colorectal cancer cells.	2026	Anti-cancer drugs	cancer,drug	mixed	0	0	0
38816411	A novel fatty acid metabolism-related signature identifies MUC4 as a novel therapy target for esophageal squamous cell carcinoma.	2024	Scientific reports	cancer,drug	up	1	0	0
41686301	TROP2 expression is associated with early stage and favorable prognosis in upper tract urothelial carcinoma.	2026	World journal of urology	drug	up	1	0	0
38250577	Phylogenetic conservation of Trop-2 across species-rodent and primate genomics model anti-Trop-2 therapy for pre-clinical benchmarks.	2023	Frontiers in genetics	drug		0	0	1
34439112	Genetic Suppressor Element 1 (GSE1) Promotes the Oncogenic and Recurrent Phenotypes of Castration-Resistant Prostate Cancer by Targeting Tumor-Associated Calcium Signal Transducer 2 (TACSTD2).	2021	Cancers	drug	mixed	1	0	0
35789445	Trophoblast Cell Surface Antigen 2 gene (TACSTD2) expression in primary breast cancer.	2022	Breast cancer research and treatment	cancer,drug		1	0	1
33515271	Identification of potential novel drug resistance mechanisms by genomic and transcriptomic profiling of colon cancer cells with p53 deletion.	2021	Archives of toxicology	drug	mixed	0	0	0
38196594	ASSESSMENT OF CELL SURFACE TARGETS IN METASTATIC PROSTATE CANCER: EXPRESSION LANDSCAPE AND MOLECULAR CORRELATES.	2023	Research square	cancer	up	0	0	0
29104488	Cancer Stem Cell Gene Variants Predict Disease Recurrence in Patients Treated with Radical Prostatectomy for Prostate Cancer.	2017	International journal of medical sciences	drug		1	0	0
41832388	Cell surface oncofetal antigens in prostate cancer: therapeutic potential and radioligand targeting.	2026	EJNMMI research	cancer,drug		1	0	1
38106222	The Tumor-Associated Calcium Signal Transducer 2 (TACSTD2) oncogene is upregulated in pre-cystic epithelial cells revealing a new target for polycystic kidney disease.	2023	medRxiv : the preprint server for health sciences	cancer,drug	up	0	0	1
33070624	Sacituzumab Govitecan-hziy: An Antibody-Drug Conjugate for the Treatment of Refractory, Metastatic, Triple-Negative Breast Cancer.	2021	The Annals of pharmacotherapy	drug	down	0	1	1
39748112	Assessment of targets of antibody drug conjugates in SCLC.	2025	NPJ precision oncology	cancer,drug	up	0	0	1
32320975	Impact of the Tumor Microenvironment on the Gene Expression Profile in Papillary Thyroid Cancer.	2020	Pathobiology : journal of immunopathology, molecular and cellular biology	thyroid		1	0	0
27582525	RN927C, a Site-Specific Trop-2 Antibody-Drug Conjugate (ADC) with Enhanced Stability, Is Highly Efficacious in Preclinical Solid Tumor Models.	2016	Molecular cancer therapeutics	drug		1	0	1
30002602	TROP2 methylation and expression in tamoxifen-resistant breast cancer.	2018	Cancer cell international	drug	mixed	1	0	1
39366934	The genomic and transcriptomic landscape of metastastic urothelial cancer.	2024	Nature communications	cancer		0	0	0
33187148	Trop2: Jack of All Trades, Master of None.	2020	Cancers	drug		0	0	0
38369676	Identification of TACSTD2 as novel therapeutic targets for cisplatin-induced acute kidney injury by multi-omics data integration.	2024	Human genetics	cancer,drug	up	0	0	0
39290630	Effect of a FOXO1 inhibitor on trophoblast differentiation from human pluripotent stem cells and ERV-associated gene expression.	2024	Regenerative therapy	drug	mixed	0	0	1
38482675	TROP-2, NECTIN-4 and predictive biomarkers in sarcomatoid and rhabdoid bladder urothelial carcinoma.	2024	Pathologica	drug	up	0	0	1
30619650	A New in Vitro Model of GDLD by Knocking Out TACSTD2 and Its Paralogous Gene EpCAM in Human Corneal Epithelial Cells.	2018	Translational vision science &amp; technology	drug	down	1	0	0
38698420	Single-sEV profiling identifies the TACSTD2&#x2009;+&#x2009;sEV subpopulation as a factor of tumor susceptibility in the elderly.	2024	Journal of nanobiotechnology	thyroid,cancer	up	0	0	0
39879384	Targeting AXL Inhibits the Growth and Metastasis of Prostate Cancer in Bone.	2025	Clinical cancer research : an official journal of the American Association for C	cancer,drug		1	0	1
40936682	TROP2: as a promising target in lung cancer.	2025	Frontiers in oncology	cancer,drug	up	0	1	1
39954853	Five-Gene Expression Signature Associated With Acquired FOLFIRI Resistance and Survival in Metastatic Colorectal Cancer.	2025	Laboratory investigation; a journal of technical methods and pathology	cancer		1	0	0
36690660	Catechol-O-methyl transferase suppresses cell invasion and interplays with MET signaling in estrogen dependent breast cancer.	2023	Scientific reports	cancer,drug	mixed	1	0	1
33816696	The role of Trop2 in prostate cancer: an oncogene, biomarker, and therapeutic target.	2021	American journal of clinical and experimental urology	drug	up	1	1	1
36989360	Aberrant cell state plasticity mediated by developmental reprogramming precedes colorectal cancer initiation.	2023	Science advances	cancer		0	0	0
41845530	Multi-omics reveals key molecular and cellular features of advanced small cell lung cancers associated with distinct therapeutic opportunities.	2026	Genome medicine	cancer	up	1	0	0
35688908	TACSTD2 upregulation is an early reaction to lung infection.	2022	Scientific reports	cancer,drug	up	0	1	1
35008509	Impact of Spatially Heterogeneous Trop-2 Expression on Prognosis in Oral Squamous Cell Carcinoma.	2021	International journal of molecular sciences	cancer,drug	down	1	1	1
33033234	AP-1 and TGF&#xdf; cooperativity drives non-canonical Hedgehog signaling in resistant basal cell carcinoma.	2020	Nature communications	drug		1	0	1
39666736	The Tumor-Associated Calcium Signal Transducer 2 (TACSTD2) oncogene is upregulated in cystic epithelial cells revealing a potential new target for polycystic kidney disease.	2024	PLoS genetics	cancer,drug	up	0	0	1
38302503	DNA demethylation and tri-methylation of H3K4 at the TACSTD2 promoter are complementary players for TROP2 regulation in colorectal cancer cells.	2024	Scientific reports	cancer,drug		0	0	1
41413112	METTL3-mediated m6A modification of TACSTD2 mRNA inhibits papillary thyroid cancer progression by activating the TNF signaling and blocking epithelial-mesenchymal transition.	2025	Scientific reports	thyroid,cancer,drug		0	0	1
34768978	Evaluation of Therapeutic Targets in Histological Subtypes of Bladder Cancer.	2021	International journal of molecular sciences	drug		0	0	1
38221567	CEACAM5 and TROP2 define metaplastic and dysplastic transitions in human antral gastric precancerous lesions and tumors.	2024	Gastric cancer : official journal of the International Gastric Cancer Associatio	cancer	up	0	0	0
34404686	Parallel Genomic Alterations of Antigen and Payload Targets Mediate Polyclonal Acquired Clinical Resistance to Sacituzumab Govitecan in Triple-Negative Breast Cancer.	2021	Cancer discovery	drug		0	1	1
40520228	Integrative transcriptomics and single-cell transcriptomics analyses reveal potential biomarkers and mechanisms of action in papillary thyroid carcinoma.	2025	Frontiers in genetics	thyroid	up	1	0	0
41331197	Exosomal TACSTD2 promotes invasion, metastasis and glycolysis in ovarian cancer.	2025	Discover oncology	cancer		1	0	0
38020299	Immunohistochemical expression of TROP&#x2011;2 (TACSTD2) on the urothelial carcinoma of the urinary bladder and other types of cancer.	2023	Oncology letters	cancer,drug		0	1	1
36276281	Identification of a 5-Hydroxymethylation Signature in Circulating Cell-Free DNA for the Noninvasive Detection of Colorectal Cancer.	2022	Journal of oncology	cancer	mixed	0	0	0
41963285	Apoptotic cell clearance triggers epithelial fate reprogramming during prostate regression.	2026	Cell death &amp; disease	cancer	up	0	0	0
26000093	Trop2 and its overexpression in cancers: regulation and clinical/therapeutic implications.	2015	Genes &amp; cancer	drug	up	1	0	0
40800161	Datopotamab deruxtecan induces hallmarks of immunogenic cell death.	2025	Cell stress	cancer,drug		0	0	1
37086619	G0S2 promotes antiestrogenic and pro-migratory responses in ER+ and ER- breast cancer cells.	2023	Translational oncology	cancer	mixed	1	0	0
40316856	Integrating analysis of multi-omics summary data identifies novel plasma protein biomarkers and drug targets for bladder cancer.	2025	Discover oncology	cancer,drug		0	0	0
36077674	TROP2 Represents a Negative Prognostic Factor in Colorectal Adenocarcinoma and Its Expression Is Associated with Features of Epithelial-Mesenchymal Transition and Invasiveness.	2022	Cancers	cancer	up	1	0	0
40520853	The complex interplay of TROP2 and PD-L1 in immune regulation and drug resistance in lung cancer.	2025	American journal of cancer research	cancer,drug	up	0	0	0
