pmid	title	year	journal	query_types	direction	outcome	clinical	druggable
32235821	An Integrated Microarray Analysis Reveals Significant Diagnostic and Prognostic Biomarkers in Pancreatic Cancer.	2020	Medical science monitor : international medical journal of experimental and clin	cancer	mixed	1	0	0
37253375	Honokiol inhibits epithelial-mesenchymal transition and hepatic fibrosis via activation of Ecadherin/GSK3&#x3b2;/JNK and inhibition of AKT/ERK/p38/&#x3b2;-catenin/TMPRSS4 signaling axis.	2023	Phytotherapy research : PTR	drug	mixed	0	0	1
33398248	Computationally predicted SARS-COV-2 encoded microRNAs target NFKB, JAK/STAT and TGFB signaling pathways.	2021	Gene reports	drug		0	0	0
38808555	TMPRSS13 promotes the cell entry of swine acute diarrhea syndrome coronavirus.	2024	Journal of medical virology	drug		0	0	1
40442985	Pathological Glucose Levels Enhance Entry Factor Expression and Hepatic SARS-CoV-2 Infection.	2025	Journal of cellular and molecular medicine	drug	up	0	0	0
25482952	Dose-dependent benefits of quercetin on tumorigenesis in the C3(1)/SV40Tag transgenic mouse model of breast cancer.	2014	Cancer biology &amp; therapy	drug	mixed	0	1	0
19949890	Secreted phosphoprotein 1 upstream invasive network construction and analysis of lung adenocarcinoma compared with human normal adjacent tissues by integrative biocomputation.	2010	Cell biochemistry and biophysics	drug		1	0	0
36380313	TMPRSS4 is a novel biomarker and correlated with immune infiltration in thyroid carcinoma.	2022	BMC endocrine disorders	thyroid,cancer	down	1	0	0
34064066	Human Immunodeficiency Viruses Pseudotyped with SARS-CoV-2 Spike Proteins Infect a Broad Spectrum of Human Cell Lines through Multiple Entry Mechanisms.	2021	Viruses	drug		0	0	0
26190376	TMPRSS4 facilitates epithelial-mesenchymal transition of hepatocellular carcinoma and is a predictive marker for poor prognosis of patients after curative resection.	2015	Scientific reports	drug	up	1	0	1
40379788	Evaluation of tumor targets selected from public genomic databases for imaging of pancreatic ductal adenocarcinoma.	2025	Scientific reports	cancer	up	1	0	0
26989022	Epigenetic alterations leading to TMPRSS4 promoter hypomethylation and protein overexpression predict poor prognosis in squamous lung cancer patients.	2016	Oncotarget	drug	up	1	0	1
39838126	Identification of potent TMPRSS4 inhibitors through structural modeling and molecular dynamics simulations.	2025	Scientific reports	cancer,drug	up	0	1	0
31529338	Cell surface-anchored serine proteases in cancer progression and metastasis.	2019	Cancer metastasis reviews	cancer,drug		1	0	0
33247612	The clinically used serine protease inhibitor nafamostat reduces influenza virus replication and cytokine production in human airway epithelial cells and viral replication in mice.	2021	Journal of medical virology	drug		0	0	1
31817025	TMPRSS4: A Novel Tumor Prognostic Indicator for the Stratification of Stage IA Tumors and a Liquid Biopsy Biomarker for NSCLC Patients.	2019	Journal of clinical medicine	cancer		1	0	0
34379296	Utility of TMPRSS4 as a Prognostic Biomarker and Potential Therapeutic Target in Patients with Gastric Cancer.	2022	Journal of gastrointestinal surgery : official journal of the Society for Surger	cancer	up	1	0	0
25244400	Transmembrane protease serine 4 promotes thyroid cancer proliferation via CREB phosphorylation.	2015	Thyroid : official journal of the American Thyroid Association	thyroid	up	0	0	0
39839781	Detection of cervical precancerous lesions and cancer by small-scale RT-qPCR analysis of oppositely deregulated mRNAs pairs in cytological smears.	2024	Frontiers in oncology	cancer		0	0	0
37965307	Identification and validation of a dysregulated TME-related gene signature for predicting prognosis, and immunological properties in bladder cancer.	2023	Frontiers in immunology	cancer,drug		1	0	0
33816264	TMPRSS4 Promotes Cell Proliferation and Inhibits Apoptosis in Pancreatic Ductal Adenocarcinoma by Activating ERK1/2 Signaling Pathway.	2021	Frontiers in oncology	cancer,drug	up	1	0	1
34173918	Transmembrane Protease TMPRSS4 Promotes the Formation and Development of Mismatch Repair Deficient Colon Cancer Liver Metastasis.	2021	Bulletin of experimental biology and medicine	cancer		1	0	0
41314901	Serum autoantibody signatures enable non-invasive early detection of pancreatic cancer.	2026	Pancreatology : official journal of the International Association of Pancreatolo	cancer	up	0	0	0
25687870	Overexpression of Plasminogen Activator Inhibitor-1 in Advanced Gastric Cancer with Aggressive Lymph Node Metastasis.	2015	Cancer research and treatment	drug	mixed	1	0	1
41656803	[A multi-molecular predictive model for lymph node metastasis in papillary thyroid carcinoma based on machine learning algorithms].	2025	Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medi	thyroid,cancer		1	0	0
33815409	TSPAN1, TMPRSS4, SDR16C5, and CTSE as Novel Panel for Pancreatic Cancer: A Bioinformatics Analysis and Experiments Validation.	2021	Frontiers in immunology	cancer		1	0	0
32695668	Novel Potential Biomarkers Associated With Epithelial to Mesenchymal Transition and Bladder Cancer Prognosis Identified by Integrated Bioinformatic Analysis.	2020	Frontiers in oncology	cancer	up	1	0	0
35937686	Gene expression patterns associated with multidrug therapy in multibacillary leprosy.	2022	Frontiers in cellular and infection microbiology	drug	up	1	0	0
37771176	Design of a novel multi-epitope vaccine candidate against endometrial cancer using immunoinformatics and bioinformatics approaches.	2024	Journal of biomolecular structure &amp; dynamics	cancer		0	0	0
31867749	TMPRSS4 Drives Angiogenesis in Hepatocellular Carcinoma by Promoting HB-EGF Expression and Proteolytic Cleavage.	2020	Hepatology (Baltimore, Md.)	drug	up	1	0	1
34809669	TMPRSS4 promotes cancer stem-like properties in prostate cancer cells through upregulation of SOX2 by SLUG and TWIST1.	2021	Journal of experimental &amp; clinical cancer research : CR	cancer	up	1	0	0
35104421	Integrated Analysis of Multi-Omics Data to Identify Prognostic Genes for Pancreatic Cancer.	2022	DNA and cell biology	cancer		1	0	0
37779898	Laminin 332 expression levels predict clinical outcomes and chemotherapy response in patients with pancreatic adenocarcinoma.	2023	Frontiers in cell and developmental biology	cancer,drug	mixed	1	0	0
34114707	Inhibition of TMPRSS4 mediated epithelial-mesenchymal transition is critically involved in antimetastatic effect of melatonin in colorectal cancers.	2021	Phytotherapy research : PTR	cancer	mixed	1	0	0
24553122	Acquired resistance to metformin in breast cancer cells triggers transcriptome reprogramming toward a degradome-related metastatic stem-like profile.	2014	Cell cycle (Georgetown, Tex.)	drug		0	0	1
40069485	TMPRSS4 as a prognostic biomarker after gastric cancer surgery in a multicenter retrospective study.	2025	Scientific reports	cancer,drug	up	1	0	0
33649798	COVID&#x2011;19 and SARS&#x2011;CoV&#x2011;2 host cell entry mediators: Expression profiling of TMRSS4 in health and disease.	2021	International journal of molecular medicine	thyroid,cancer	mixed	0	0	0
32887532	Inhibitors of type II transmembrane serine proteases in the treatment of diseases of the respiratory tract - A review of patent literature.	2020	Expert opinion on therapeutic patents	cancer		0	0	0
33809063	Single-Cell Expression Landscape of SARS-CoV-2 Receptor ACE2 and Host Proteases in Normal and Malignant Lung Tissues from Pulmonary Adenocarcinoma Patients.	2021	Cancers	cancer	up	0	0	0
31870109	Downregulation of TMPRSS4 Enhances Triple-Negative Breast Cancer Cell Radiosensitivity Through Cell Cycle and Cell Apoptosis Process Impairment.	2019	Asian Pacific journal of cancer prevention : APJCP	cancer,drug	down	0	0	1
36575340	Data-Driven Identification of Targets for Fluorescence-Guided Surgery in Non-Small Cell Lung Cancer.	2023	Molecular imaging and biology	cancer	up	0	0	1
41225007	SIGLEC12 mediates plasma membrane rupture during necroptotic cell death.	2026	Nature	cancer		0	0	0
32154571	miR-1258: a novel microRNA that controls TMPRSS4 expression is associated with malignant progression of papillary thyroid carcinoma.	2020	Endokrynologia Polska	thyroid,cancer,drug		0	0	1
40522604	Computational theranostics strategy for pancreatic ductal adenocarcinoma.	2025	Molecular diversity	cancer,drug	mixed	1	0	0
35359382	Interaction Analysis of Adenovirus L5 Protein With Pancreatic Cancer Cell Surface Receptor to Analyze Its Affinity for Oncolytic Virus Therapy.	2022	Frontiers in oncology	cancer,drug	up	1	1	0
26907966	Vitamin D receptor expression is linked to potential markers of human thyroid papillary carcinoma.	2016	The Journal of steroid biochemistry and molecular biology	thyroid	mixed	0	0	0
37540140	Idiopathic Pulmonary Fibrosis Molecular Substrates Revealed by Competing Endogenous RNA Regulatory Networks.	2023	Omics : a journal of integrative biology	drug		1	0	0
30518486	High-accuracy Detection of Preoperative Thyroid Nodules Using Combination of BRAFV600E Mutation and TMPRSS4 mRNA Level.	2018	Archives of medical research	thyroid,braf	up	0	0	0
41430089	Delivery of lipid nanoparticles containing small interfering RNA targeting transmembrane serine protease 4 in a human gastric cancer model using nude mice.	2025	Scientific reports	cancer,drug		1	0	0
38993483	Knockdown of circ_0076305 decreases the paclitaxel resistance of non-small cell lung cancer cells by regulating TMPRSS4 via miR-936.	2024	Toxicology research	cancer,drug	up	0	0	0
38409471	Machine learning reveals diverse cell death patterns in lung adenocarcinoma prognosis and therapy.	2024	NPJ precision oncology	cancer,drug		1	1	0
35106863	The lncRNA HOXA11-AS acts as a tumor promoter in breast cancer through regulation of the miR-125a-5p/TMPRSS4 axis.	2022	The journal of gene medicine	cancer	up	1	0	0
39220090	Transmembrane serine protease 4 expression in the prognosis of radical resection for biliary tract cancer.	2024	World journal of gastrointestinal surgery	cancer,drug		1	0	0
23708855	Inhibitory effect of soluble EP2 receptor on ovarian tumor growth in nude mice and utility of TMPRSS4 as a combinatorial molecular target.	2013	International journal of oncology	drug	mixed	1	0	1
39000197	Prediction of the Aggressive Clinical Course of Papillary Thyroid Carcinoma Based on Fine Needle Aspiration Biopsy Molecular Testing.	2024	International journal of molecular sciences	thyroid,cancer,braf,drug		1	0	1
34408809	Type II transmembrane serine proteases 4 (TMPRSS4) promotes proliferation, invasion and epithelial-mesenchymal transition in endometrial carcinoma cells (HEC1A and Ishikawa) via activation of MAPK and AKT.	2021	Animal cells and systems	cancer	down	1	0	0
39388706	miR-149-3p targeting TMPRSS4 regulates the sensitivity to cisplatin to inhibit the progression of lung cancer.	2024	Biomolecules &amp; biomedicine	cancer	up	1	0	0
40279370	Lower Expression of SARS-CoV-2 Host Cell Entry Genes in the Intestinal Mucosa of IBD Patients With Quiescent or Mildly Active Disease.	2025	Inflammatory bowel diseases	drug	mixed	0	0	0
39368544	A modified model of PANoptosisto identify prognosis and immunotherapy response in bladder cancer.	2024	The international journal of biochemistry &amp; cell biology	cancer	up	1	0	0
37009799	TMPRSS4, a type II transmembrane serine protease, as a potential therapeutic target in cancer.	2023	Experimental &amp; molecular medicine	thyroid,cancer	up	1	0	0
28493964	Non-human primate orthologues of TMPRSS2 cleave and activate the influenza virus hemagglutinin.	2017	PloS one	drug		0	0	1
23365447	Matriptase proteolytically activates influenza virus and promotes multicycle replication in the human airway epithelium.	2013	Journal of virology	drug		0	0	1
34373857	Mesalamine Reduces Intestinal ACE2 Expression Without Modifying SARS-CoV-2 Infection or Disease Severity in Mice.	2021	bioRxiv : the preprint server for biology	drug	mixed	0	0	0
35970857	Increased TRIM31 gene expression is positively correlated with SARS-CoV-2 associated genes TMPRSS2 and TMPRSS4 in gastrointestinal cancers.	2022	Scientific reports	cancer	up	0	0	0
31659178	Identification of a novel synthetic lethal vulnerability in non-small cell lung cancer by co-targeting TMPRSS4 and DDR1.	2019	Scientific reports	cancer,drug	up	1	0	1
25414083	Methylation-induced downregulation of TFPI-2 causes TMPRSS4 overexpression and contributes to oncogenesis in a subset of non-small-cell lung carcinoma.	2015	Cancer science	drug	mixed	0	0	1
31292507	Anti-cancer activity of the novel 2-hydroxydiarylamide derivatives IMD-0354 and KRT1853 through suppression of cancer cell invasion, proliferation, and survival mediated by TMPRSS4.	2019	Scientific reports	cancer,drug	up	1	0	0
