sample_id	cluster	tf	activity
TCGA-FE-A3PD-01A	DM1	PAX8	6.973611353333953
TCGA-ET-A3BN-01A	DM1	PAX8	7.299812729462393
TCGA-BJ-A45E-01A	DM1	PAX8	6.7691817901445965
TCGA-EL-A3D5-01A	DM2	PAX8	8.753724433665202
TCGA-EL-A3CW-01A	DM1	PAX8	9.371465758922714
TCGA-KS-A41J-01A	DM1	PAX8	6.584318456479546
TCGA-BJ-A0ZA-01A	DM2	PAX8	10.09008179473846
TCGA-KS-A41L-01A	DM2	PAX8	9.58784269096633
TCGA-BJ-A28S-01A	DM2	PAX8	8.527283812478025
TCGA-BJ-A28Z-01A	DM1	PAX8	6.247321113961956
TCGA-DJ-A3US-01A	DM1	PAX8	9.209474849324815
TCGA-DE-A2OL-01A	DM2	PAX8	9.755731043964506
TCGA-FK-A3S3-01A	DM1	PAX8	6.7912146344110065
TCGA-ET-A39T-01A	DM1	PAX8	6.926138227269812
TCGA-DE-A69K-01A	DM1	PAX8	6.708818772128243
TCGA-ET-A25M-01A	DM1	PAX8	6.549801240709415
TCGA-DJ-A4V5-01A	DM1	PAX8	7.418578253011639
TCGA-DE-A4M9-01A	DM2	PAX8	8.484191413879515
TCGA-ET-A39N-01A	DM2	PAX8	8.078342406997344
TCGA-E8-A416-01A	DM2	PAX8	9.485052409501433
TCGA-KS-A4ID-01A	DM1	PAX8	8.725100191866193
TCGA-DJ-A13U-01A	DM1	PAX8	7.5053817174981505
TCGA-EL-A3T2-01A	DM2	PAX8	9.415155495799931
TCGA-DE-A4MA-01A	DM1	PAX8	4.847111851319355
TCGA-DJ-A2Q0-01A	DM2	PAX8	7.9491268028915485
TCGA-EL-A3T6-01A	DM1	PAX8	6.703908686885541
TCGA-EM-A3O8-01A	DM2	PAX8	9.245891029720875
TCGA-DJ-A2Q2-01A	DM2	PAX8	10.189578711800447
TCGA-BJ-A0ZG-01A	DM2	PAX8	9.888342794311031
TCGA-EM-A2OW-01A	DM2	PAX8	10.672542296348274
TCGA-BJ-A3F0-01A	DM2	PAX8	11.130724998358907
TCGA-EL-A3CY-01A	DM1	PAX8	6.980273877972182
TCGA-EM-A3AQ-01A	DM1	PAX8	6.5805014185674615
TCGA-J8-A4HW-06A	DM1	PAX8	7.252850180123432
TCGA-J8-A4HW-01A	DM1	PAX8	8.155035981208597
TCGA-BJ-A291-01A	DM2	PAX8	7.861403986750042
TCGA-CE-A3MD-01A	DM1	PAX8	7.539487854401052
TCGA-EL-A3ZN-01A	DM1	PAX8	7.174369321528512
TCGA-BJ-A2N9-01A	DM2	PAX8	9.729865759124186
TCGA-DJ-A4UP-01A	DM1	PAX8	8.471854755958983
TCGA-E8-A44M-01A	DM1	PAX8	8.283531586739569
TCGA-EM-A3O6-01A	DM2	PAX8	9.798696667622922
TCGA-EM-A4FH-01A	DM2	PAX8	9.656858883434372
TCGA-FY-A40N-01A	DM2	PAX8	9.206021954064035
TCGA-FY-A3WA-01A	DM2	PAX8	9.903410380873957
TCGA-ET-A2MX-01A	DM1	PAX8	6.192040408120688
TCGA-FY-A3I5-01B	DM2	PAX8	9.835890743556961
TCGA-EM-A2OV-01A	DM2	PAX8	9.734106879667252
TCGA-EM-A3AI-01A	DM2	PAX8	10.010443863424568
TCGA-FY-A4B0-01A	DM2	PAX8	9.532392468032596
TCGA-FY-A40M-01A	DM1	PAX8	5.198883958835584
TCGA-ET-A4KN-01A	DM1	PAX8	3.9758654028554794
TCGA-ET-A40P-01A	DM1	PAX8	8.337752025945646
TCGA-FE-A22Z-01A	DM1	PAX8	5.252486279454914
TCGA-FK-A3SG-01A	DM1	PAX8	7.388374603478383
TCGA-EM-A22Q-01A	DM1	PAX8	8.518803571175
TCGA-DE-A4MC-01A	DM1	PAX8	5.716452243871275
TCGA-DJ-A13S-01A	DM2	PAX8	8.809787303230069
TCGA-EM-A3SY-01A	DM2	PAX8	7.85423902367593
TCGA-EL-A3TB-01A	DM1	PAX8	7.797557868571271
TCGA-BJ-A45C-01A	DM2	PAX8	8.98015713178761
TCGA-DJ-A2PX-01A	DM1	PAX8	7.58592377334076
TCGA-EL-A3ZS-01A	DM1	PAX8	8.169000074080573
TCGA-FK-A3SE-01A	DM1	NKX2-1	8.388942964501059
TCGA-FY-A2QD-01A	DM2	NKX2-1	9.623646868246446
TCGA-EL-A4KD-01A	DM1	NKX2-1	9.380223677035323
TCGA-BJ-A192-01A	DM2	NKX2-1	9.029560508235761
TCGA-ET-A40S-01A	DM1	NKX2-1	7.936912879484736
TCGA-ET-A39L-01A	DM1	NKX2-1	9.187346689947889
TCGA-KS-A4IB-01A	DM1	NKX2-1	7.633853644942695
TCGA-DJ-A2PO-01A	DM1	NKX2-1	7.879941479572889
TCGA-EM-A2CJ-01A	DM2	NKX2-1	10.038534248068048
TCGA-DJ-A1QL-01A	DM2	NKX2-1	10.051607541631363
TCGA-EM-A1CS-01A	DM1	NKX2-1	8.7012878396597
TCGA-CE-A484-01A	DM1	NKX2-1	8.72818903936161
TCGA-EL-A3ZP-01A	DM1	NKX2-1	8.600028510794273
TCGA-BJ-A0YZ-01A	DM2	NKX2-1	8.8225303056977
TCGA-FY-A3NM-01A	DM2	NKX2-1	10.292101655742226
TCGA-BJ-A3PR-01A	DM1	NKX2-1	7.837850432350671
TCGA-EL-A3CO-01A	DM1	NKX2-1	9.24054258180616
TCGA-CE-A482-01A	DM1	NKX2-1	8.2031365843025
TCGA-EM-A3FQ-01A	DM1	NKX2-1	8.923594463837443
TCGA-EL-A3GO-01A	DM2	NKX2-1	8.464411517684873
TCGA-DJ-A3UZ-01A	DM1	NKX2-1	9.134671728079999
TCGA-E8-A432-01A	DM1	NKX2-1	7.822931492061414
TCGA-DJ-A4UT-01A	DM1	NKX2-1	7.896957864017378
TCGA-ET-A40R-01A	DM1	NKX2-1	9.775728051511058
TCGA-EM-A3FR-01A	DM2	NKX2-1	9.355055820981644
TCGA-DJ-A4UQ-01A	DM1	NKX2-1	8.877553948781218
TCGA-ET-A4KQ-01A	DM2	NKX2-1	9.986207625219246
TCGA-CE-A481-01A	DM1	NKX2-1	9.281511180867417
TCGA-EM-A2CP-01A	DM1	NKX2-1	8.415516427109598
TCGA-EL-A3H3-01A	DM1	NKX2-1	7.336568555961021
TCGA-EL-A3CS-01A	DM1	NKX2-1	7.585565187916851
TCGA-FK-A3SD-01A	DM2	NKX2-1	9.624620476895503
TCGA-DJ-A13W-01A	DM1	NKX2-1	7.968128968016586
TCGA-DJ-A13R-01A	DM1	NKX2-1	7.454655331729518
TCGA-EL-A3ZK-01A	DM1	NKX2-1	7.506857109207551
TCGA-ET-A3DS-01A	DM2	NKX2-1	10.243405808643798
TCGA-EL-A3D4-01A	DM1	NKX2-1	9.170012892765564
TCGA-EM-A3AN-01A	DM1	NKX2-1	8.55946149136242
TCGA-DE-A0Y2-01A	DM1	NKX2-1	7.596132887690089
TCGA-CE-A27D-01A	DM1	NKX2-1	9.792117533218846
TCGA-BJ-A0Z0-01A	DM2	NKX2-1	10.34017070089336
TCGA-FK-A4UB-01A	DM1	NKX2-1	8.311770505916158
TCGA-H2-A421-01A	DM1	NKX2-1	7.762622139919616
TCGA-CE-A483-01A	DM1	NKX2-1	7.772265013303492
TCGA-FY-A76V-01A	DM1	NKX2-1	9.143280215254148
TCGA-DO-A2HM-01B	DM1	NKX2-1	6.944084396562937
TCGA-EL-A3T0-01A	DM1	NKX2-1	9.387001760321256
TCGA-BJ-A0ZJ-01A	DM1	NKX2-1	9.141105087685686
TCGA-EL-A3T9-01A	DM1	NKX2-1	6.4972858154040045
TCGA-EM-A1YD-01A	DM2	NKX2-1	9.969316459224885
TCGA-EL-A3H1-01A	DM2	NKX2-1	9.778464312813256
TCGA-DJ-A3VK-01A	DM1	NKX2-1	9.145226762717263
TCGA-EM-A4FR-01A	DM1	NKX2-1	9.463361155510785
TCGA-EL-A3ZR-01A	DM2	NKX2-1	9.542297914744042
TCGA-EM-A2P1-06A	DM1	NKX2-1	6.739793542811631
TCGA-ET-A39R-01A	DM1	NKX2-1	8.498008747375955
TCGA-ET-A3DR-01A	DM1	NKX2-1	9.440766461257194
TCGA-ET-A2N3-01B	DM2	NKX2-1	9.205759115505195
TCGA-CE-A485-01A	DM1	NKX2-1	8.39052756148531
TCGA-ET-A3DT-01A	DM1	NKX2-1	7.923829001430544
TCGA-CE-A13K-01A	DM1	NKX2-1	8.31026010731168
TCGA-DJ-A2Q9-01A	DM1	NKX2-1	7.2154210639314025
TCGA-BJ-A190-01A	DM2	NKX2-1	9.625837018475593
TCGA-DE-A3KN-01A	DM1	NKX2-1	8.307756142229383
TCGA-EM-A3AL-01A	DM2	NKX2-1	9.878706176221215
TCGA-EM-A1YC-01A	DM2	NKX2-1	8.667435899296757
TCGA-BJ-A0Z5-01A	DM1	NKX2-1	8.065115480681465
TCGA-DO-A1JZ-01A	DM1	NKX2-1	8.079987498423248
TCGA-EM-A3AO-01A	DM1	NKX2-1	8.495882320121424
TCGA-EM-A1CW-01A	DM2	NKX2-1	9.23619212920942
TCGA-DJ-A3VM-01A	DM2	NKX2-1	9.027978956120739
TCGA-EM-A2CL-01A	DM2	NKX2-1	9.689297059305481
TCGA-ET-A40T-01A	DM1	NKX2-1	8.246743233995378
TCGA-BJ-A0ZF-01A	DM2	NKX2-1	9.148245177022467
TCGA-ET-A25L-01A	DM1	NKX2-1	7.3978958402972905
TCGA-EM-A3FN-01A	DM2	NKX2-1	9.345862466079872
TCGA-EM-A1YA-01A	DM2	NKX2-1	8.694724737205172
TCGA-E3-A3E0-01A	DM1	NKX2-1	8.812458280884753
TCGA-BJ-A0ZC-01A	DM2	NKX2-1	9.922728477604814
TCGA-EM-A2CU-01A	DM1	NKX2-1	9.282071783834732
TCGA-DJ-A3V3-01A	DM1	NKX2-1	8.473937743796021
TCGA-BJ-A45K-01A	DM2	NKX2-1	9.773446588257396
TCGA-FY-A3R6-01A	DM1	NKX2-1	8.676980712820333
TCGA-IM-A41Z-01A	DM2	NKX2-1	8.935423742682017
TCGA-EL-A3CX-01A	DM1	NKX2-1	2.740357013499714
TCGA-EM-A1YB-01A	DM2	NKX2-1	7.368117531100694
TCGA-ET-A3DV-01A	DM2	NKX2-1	9.457660995174114
TCGA-BJ-A28V-01A	DM2	NKX2-1	10.225297744371273
TCGA-EM-A3FP-01A	DM2	NKX2-1	10.040758457266907
TCGA-EM-A22N-01A	DM2	NKX2-1	9.301669005289517
TCGA-DJ-A3VL-01A	DM1	NKX2-1	9.513035777237185
TCGA-EM-A3FL-01A	DM2	NKX2-1	9.771634505838762
TCGA-EM-A2OY-01A	DM2	NKX2-1	8.231837950147447
TCGA-EM-A3AJ-01A	DM1	NKX2-1	9.19398823461735
TCGA-FE-A238-01A	DM1	NKX2-1	8.215143196906121
TCGA-DJ-A2Q1-01A	DM1	NKX2-1	5.498092520965008
TCGA-EM-A1YE-01A	DM2	NKX2-1	10.216178399210879
TCGA-ET-A25N-01A	DM1	NKX2-1	8.33296360994787
TCGA-E8-A438-01A	DM1	NKX2-1	8.117987903196818
TCGA-ET-A3DQ-01A	DM1	NKX2-1	8.568146142024295
TCGA-J8-A3O1-01A	DM1	NKX2-1	6.282291074571227
TCGA-FE-A239-01A	DM2	NKX2-1	9.772403351507535
TCGA-DE-A4M8-01A	DM1	NKX2-1	8.651447029775989
TCGA-BJ-A28W-01A	DM1	NKX2-1	8.477473301848818
TCGA-BJ-A28T-01A	DM1	NKX2-1	9.821357126546623
TCGA-EM-A3FQ-06A	DM1	NKX2-1	9.063821145763445
TCGA-DJ-A4V0-01A	DM1	NKX2-1	10.187074417995369
TCGA-EL-A3H2-01A	DM2	NKX2-1	10.37793304621029
TCGA-EM-A2CO-01A	DM2	NKX2-1	8.715464462405539
TCGA-EL-A3ZM-01A	DM1	NKX2-1	5.277814687135453
TCGA-FE-A3PA-01A	DM1	NKX2-1	8.445378927192847
TCGA-ET-A25P-01A	DM1	NKX2-1	9.793531709853013
TCGA-BJ-A191-01A	DM2	NKX2-1	8.005683323319758
TCGA-EM-A3O9-01A	DM2	NKX2-1	5.784458690994139
TCGA-DJ-A3UV-01A	DM1	NKX2-1	9.836918649607536
TCGA-FE-A3PD-01A	DM1	NKX2-1	8.279535123528255
TCGA-ET-A3BN-01A	DM1	NKX2-1	8.393635003175168
TCGA-BJ-A45E-01A	DM1	NKX2-1	6.629585844203826
TCGA-EL-A3D5-01A	DM2	NKX2-1	9.089149086608167
TCGA-EL-A3CW-01A	DM1	NKX2-1	9.094866368131463
TCGA-KS-A41J-01A	DM1	NKX2-1	7.669655182904
TCGA-BJ-A0ZA-01A	DM2	NKX2-1	10.109893971516913
TCGA-KS-A41L-01A	DM2	NKX2-1	9.899557352663232
TCGA-BJ-A28S-01A	DM2	NKX2-1	9.171764520290372
TCGA-BJ-A28Z-01A	DM1	NKX2-1	7.487707534298252
TCGA-DJ-A3US-01A	DM1	NKX2-1	9.460767507085958
TCGA-DE-A2OL-01A	DM2	NKX2-1	9.994384457590552
TCGA-FK-A3S3-01A	DM1	NKX2-1	8.133417939078019
TCGA-ET-A39T-01A	DM1	NKX2-1	7.9631267988900465
TCGA-DE-A69K-01A	DM1	NKX2-1	8.2551103753189
TCGA-ET-A25M-01A	DM1	NKX2-1	8.011593192745428
TCGA-DJ-A4V5-01A	DM1	NKX2-1	8.657829691511237
TCGA-DE-A4M9-01A	DM2	NKX2-1	9.51092657919515
TCGA-ET-A39N-01A	DM2	NKX2-1	8.624402842963784
TCGA-E8-A416-01A	DM2	NKX2-1	9.709892336222952
TCGA-KS-A4ID-01A	DM1	NKX2-1	8.894740574359714
TCGA-DJ-A13U-01A	DM1	NKX2-1	8.316789303316854
TCGA-EL-A3T2-01A	DM2	NKX2-1	9.652430355954968
TCGA-DE-A4MA-01A	DM1	NKX2-1	6.862261734441947
TCGA-DJ-A2Q0-01A	DM2	NKX2-1	6.476372884084856
TCGA-EL-A3T6-01A	DM1	NKX2-1	7.515460611974253
TCGA-EM-A3O8-01A	DM2	NKX2-1	9.562235252804987
TCGA-DJ-A2Q2-01A	DM2	NKX2-1	9.848361386699116
TCGA-BJ-A0ZG-01A	DM2	NKX2-1	9.811645171208628
TCGA-EM-A2OW-01A	DM2	NKX2-1	9.766865710682747
TCGA-BJ-A3F0-01A	DM2	NKX2-1	10.509540371998646
TCGA-EL-A3CY-01A	DM1	NKX2-1	7.665866621408809
TCGA-EM-A3AQ-01A	DM1	NKX2-1	8.211135146706976
TCGA-J8-A4HW-06A	DM1	NKX2-1	8.209241430986008
TCGA-J8-A4HW-01A	DM1	NKX2-1	8.563858593309975
TCGA-BJ-A291-01A	DM2	NKX2-1	9.359339145002922
TCGA-CE-A3MD-01A	DM1	NKX2-1	8.741136031386755
TCGA-EL-A3ZN-01A	DM1	NKX2-1	8.364988889902415
TCGA-BJ-A2N9-01A	DM2	NKX2-1	9.115498022149051
TCGA-DJ-A4UP-01A	DM1	NKX2-1	9.169560341688966
TCGA-E8-A44M-01A	DM1	NKX2-1	9.043565214515354
TCGA-EM-A3O6-01A	DM2	NKX2-1	9.532783092247971
TCGA-EM-A4FH-01A	DM2	NKX2-1	9.57806171122905
TCGA-FY-A40N-01A	DM2	NKX2-1	9.777930331521352
TCGA-FY-A3WA-01A	DM2	NKX2-1	9.734536839821184
TCGA-ET-A2MX-01A	DM1	NKX2-1	6.8701305398369605
TCGA-FY-A3I5-01B	DM2	NKX2-1	9.209816070514027
TCGA-EM-A2OV-01A	DM2	NKX2-1	9.46310902621201
TCGA-EM-A3AI-01A	DM2	NKX2-1	9.585175689529267
TCGA-FY-A4B0-01A	DM2	NKX2-1	9.622793279278163
TCGA-FY-A40M-01A	DM1	NKX2-1	7.0570826107630795
TCGA-ET-A4KN-01A	DM1	NKX2-1	5.584730403199238
TCGA-ET-A40P-01A	DM1	NKX2-1	8.763337178221668
TCGA-FE-A22Z-01A	DM1	NKX2-1	6.689472083815354
TCGA-FK-A3SG-01A	DM1	NKX2-1	8.073487488395521
TCGA-EM-A22Q-01A	DM1	NKX2-1	9.402540725493202
TCGA-DE-A4MC-01A	DM1	NKX2-1	7.029140076936269
TCGA-DJ-A13S-01A	DM2	NKX2-1	8.932953069026377
TCGA-EM-A3SY-01A	DM2	NKX2-1	7.05695952145931
TCGA-EL-A3TB-01A	DM1	NKX2-1	8.655844300763945
TCGA-BJ-A45C-01A	DM2	NKX2-1	9.640290325207118
TCGA-DJ-A2PX-01A	DM1	NKX2-1	8.290025326401794
TCGA-EL-A3ZS-01A	DM1	NKX2-1	8.749338411608969
TCGA-FK-A3SE-01A	DM1	FOXE1	9.711935289142765
TCGA-FY-A2QD-01A	DM2	FOXE1	11.390735561911876
TCGA-EL-A4KD-01A	DM1	FOXE1	10.328345934269795
TCGA-BJ-A192-01A	DM2	FOXE1	10.153831571392649
TCGA-ET-A40S-01A	DM1	FOXE1	9.027973797179834
TCGA-ET-A39L-01A	DM1	FOXE1	10.20046229828978
TCGA-KS-A4IB-01A	DM1	FOXE1	8.519309145952688
TCGA-DJ-A2PO-01A	DM1	FOXE1	9.170715197567294
TCGA-EM-A2CJ-01A	DM2	FOXE1	11.46371153278819
TCGA-DJ-A1QL-01A	DM2	FOXE1	11.184640999684197
TCGA-EM-A1CS-01A	DM1	FOXE1	8.810962461494265
TCGA-CE-A484-01A	DM1	FOXE1	9.929494379224106
TCGA-EL-A3ZP-01A	DM1	FOXE1	9.374596504734201
TCGA-BJ-A0YZ-01A	DM2	FOXE1	9.340818991499171
TCGA-FY-A3NM-01A	DM2	FOXE1	11.828958461109053
TCGA-BJ-A3PR-01A	DM1	FOXE1	8.983966215405033
TCGA-EL-A3CO-01A	DM1	FOXE1	10.3331489801346
TCGA-CE-A482-01A	DM1	FOXE1	9.037210031527176
TCGA-EM-A3FQ-01A	DM1	FOXE1	9.72673948199847
TCGA-EL-A3GO-01A	DM2	FOXE1	10.621838303868648
TCGA-DJ-A3UZ-01A	DM1	FOXE1	10.199417090570293
TCGA-E8-A432-01A	DM1	FOXE1	7.860666694548907
TCGA-DJ-A4UT-01A	DM1	FOXE1	8.77035635664825
TCGA-ET-A40R-01A	DM1	FOXE1	10.293434060859214
TCGA-EM-A3FR-01A	DM2	FOXE1	11.169166005660083
TCGA-DJ-A4UQ-01A	DM1	FOXE1	10.07457314889847
TCGA-ET-A4KQ-01A	DM2	FOXE1	11.206878709523636
TCGA-CE-A481-01A	DM1	FOXE1	9.6318630225342
TCGA-EM-A2CP-01A	DM1	FOXE1	10.520598875625678
TCGA-EL-A3H3-01A	DM1	FOXE1	7.744431960684529
TCGA-EL-A3CS-01A	DM1	FOXE1	7.4778526235727805
TCGA-FK-A3SD-01A	DM2	FOXE1	11.60857192188954
TCGA-DJ-A13W-01A	DM1	FOXE1	9.186096998753145
TCGA-DJ-A13R-01A	DM1	FOXE1	9.158522237056696
TCGA-EL-A3ZK-01A	DM1	FOXE1	8.68405137222319
TCGA-ET-A3DS-01A	DM2	FOXE1	11.920836519299051
TCGA-EL-A3D4-01A	DM1	FOXE1	9.78719653424797
TCGA-EM-A3AN-01A	DM1	FOXE1	9.445591790243231
TCGA-DE-A0Y2-01A	DM1	FOXE1	7.935855334892157
TCGA-CE-A27D-01A	DM1	FOXE1	10.251957657905043
TCGA-BJ-A0Z0-01A	DM2	FOXE1	11.29901726002926
TCGA-FK-A4UB-01A	DM1	FOXE1	9.359901824492487
TCGA-H2-A421-01A	DM1	FOXE1	8.644503869121378
TCGA-CE-A483-01A	DM1	FOXE1	8.861843343019578
TCGA-FY-A76V-01A	DM1	FOXE1	10.036853080897158
TCGA-DO-A2HM-01B	DM1	FOXE1	8.412870935455656
TCGA-EL-A3T0-01A	DM1	FOXE1	10.019333224109353
TCGA-BJ-A0ZJ-01A	DM1	FOXE1	10.634630484997576
TCGA-EL-A3T9-01A	DM1	FOXE1	6.3589620066058155
TCGA-EM-A1YD-01A	DM2	FOXE1	11.344464589187858
TCGA-EL-A3H1-01A	DM2	FOXE1	11.330654891969765
TCGA-DJ-A3VK-01A	DM1	FOXE1	10.821292909017515
TCGA-EM-A4FR-01A	DM1	FOXE1	10.396164317969765
