pathway	Name	pathway	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	source
1572	prerank	WNT Mediated Activation Of DVL R-HSA-201688	-0.5477668228241276	-0.6850345330422152	0.8982725527831094	0.9766854945899307	1.0	1/5	17.12%	CSNK2B	Reactome
1573	prerank	Prolactin Receptor Signaling R-HSA-1170546	0.4952075729143151	0.6848664804069179	0.8782201405152225	1.0	1.0	1/14	0.64%	GHR	Reactome
1574	prerank	Nonhomologous End-Joining (NHEJ) R-HSA-5693571	0.40444355957526484	0.6842470982463286	0.9710743801652892	1.0	1.0	10/48	9.59%	H2BC15;PAXIP1;BRCC3;H2BC4;H2BC21;H2BC12;HERC2;RNF8;UBE2V2;KAT5	Reactome
1575	prerank	SUMOylation Of Ubiquitinylation Proteins R-HSA-3232142	-0.4662130019053682	-0.6839465219497866	0.9030837004405287	0.9769169200864596	1.0	7/38	12.24%	UBE2I;PML;SEH1L;NUP62;NUP85;NUP188;NUP93	Reactome
1576	prerank	TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325	0.5179241491726575	0.6839092918367533	0.8995535714285714	1.0	1.0	4/10	12.71%	TRAF6;UBB;TLR3;TAB3	Reactome
1577	prerank	Activation Of PUMA And Translocation To Mitochondria R-HSA-139915	-0.5369058025069071	-0.6837369111994063	0.8801431127012522	0.9762560458212631	1.0	1/8	0.78%	TP63	Reactome
1578	prerank	Attenuation Phase R-HSA-3371568	0.43912598084521615	0.6834597460285292	0.9150141643059491	1.0	1.0	2/25	1.43%	FKBP4;HSBP1	Reactome
1579	prerank	Sphingolipid De Novo Biosynthesis R-HSA-1660661	-0.4606703470304757	-0.683365663690285	0.9098591549295775	0.9757433984511584	1.0	11/43	7.40%	ALDH3B1;PLPP2;SGMS2;DEGS1;PRKD2;SPHK1;CSNK1G2;SPTSSB;SGMS1;SGPP1;PRKD3	Reactome
1580	prerank	PPARA Activates Gene Expression R-HSA-1989781	-0.4204764686386605	-0.6832286855422617	0.9598051157125457	0.9750441123507332	1.0	11/114	4.72%	G0S2;AHR;ARHGAP9;TNFRSF21;SREBF1;PLIN2;ANGPTL4;GLIPR1;MED15;MED13;NR1D1	Reactome
1581	prerank	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	-0.4189145819933815	-0.6828555642911232	0.9615846338535414	0.9745578270266011	1.0	11/116	4.72%	G0S2;AHR;ARHGAP9;TNFRSF21;SREBF1;PLIN2;ANGPTL4;GLIPR1;MED15;MED13;NR1D1	Reactome
1582	prerank	Golgi Cisternae Pericentriolar Stack Reorganization R-HSA-162658	0.4909181867610922	0.6818256548474982	0.881578947368421	1.0	1.0	5/13	7.92%	GORASP1;RAB1B;RAB1A;RAB2A;USO1	Reactome
1583	prerank	Sodium/Proton Exchangers R-HSA-425986	-0.5286122607707511	-0.679708237940424	0.8834586466165414	0.9766845205251002	1.0	1/7	3.40%	SLC9A5	Reactome
1584	prerank	Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470	-0.5133680811554404	-0.6795488650547202	0.9055649241146712	0.975996545638554	1.0	4/14	7.01%	SFRP2;WNT5A;DKK2;WIF1	Reactome
1585	prerank	Frs2-mediated Activation R-HSA-170968	-0.5152232475575376	-0.6794413042810492	0.8754325259515571	0.9752740427274589	1.0	7/11	19.45%	NTRK1;MAP2K1;MAP2K2;MAPK1;YWHAB;CRKL;RAP1A	Reactome
1586	prerank	Regulation Of TP53 Activity Thru Association With Co-factors R-HSA-6804759	0.48317796428946314	0.679418064546249	0.8848039215686274	1.0	1.0	2/13	0.28%	PPP1R13B;AKT2	Reactome
1587	prerank	mRNA Splicing - Major Pathway R-HSA-72163	-0.4036595933784799	-0.6783831456790542	0.9816933638443935	0.9753981358570122	1.0	35/179	12.50%	COLEC12;RBM17;HNRNPA1;PLRG1;CPSF1;HNRNPF;LSM7;SNRPA;PPIL3;LSM6;FUS;SYF2;HNRNPC;SRSF7;SF3A2;PQBP1;SF3B1;SRSF4;SNRPB;CPSF3;RBMX;POLR2D;RBM22;CTNNBL1;SNRPF;SYMPK;SUGP1;U2AF1;SF3B6;XAB2;SNRPD2;SRSF5;SNRNP70;CSTF3;RBM5	Reactome
1588	prerank	Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722	-0.4448295775654796	-0.6780901213805504	0.9251968503937008	0.9748179698993094	1.0	7/57	7.62%	RUNX3;TCF7;MYC;H2AX;TLE4;CTNNB1;BCL9	Reactome
1589	prerank	Late Endosomal Microautophagy R-HSA-9615710	0.4338478448453921	0.6771114881323608	0.9382716049382716	1.0	1.0	5/30	9.77%	VPS37D;IFT88;CHMP2B;PARK7;UBB	Reactome
1590	prerank	Olfactory Signaling Pathway R-HSA-381753	-0.3921358220153227	-0.6766688975817361	0.9926624737945493	0.9752232468949551	1.0	8/317	9.68%	OR2I1P;OR4D10;OR13A1;OR5A1;OR52N4;OR4D6;OR5AN1;REEP1	Reactome
1591	prerank	Transport Of RCbl Within Body R-HSA-9758890	-0.5239571959605556	-0.674079731489787	0.8891013384321224	0.9766947872202406	1.0	3/7	9.74%	TCN1;LMBRD1;TCN2	Reactome
1592	prerank	Entry Of Influenza Virion Into Host Cell Via Endocytosis R-HSA-168275	0.5181909349852742	0.6735004207358891	0.8804123711340206	1.0	1.0	2/5	9.52%	XK;CLTC	Reactome
1593	prerank	Telomere Maintenance R-HSA-157579	-0.42714673839237083	-0.6728384203120963	0.9567901234567902	0.9769294917885057	1.0	7/89	8.23%	CCNA1;H2AX;PIF1;CCNA2;CHTF18;CTC1;BLM	Reactome
1594	prerank	B-WICH Complex Positively Regulates rRNA Expression R-HSA-5250924	-0.44054871563587855	-0.671379958762948	0.9415584415584416	0.9773843102674715	1.0	8/56	11.98%	H2AX;TAF1D;MYO1E;POLR1G;POLR1E;SF3B1;POLR1H;H2AJ	Reactome
1595	prerank	Activation Of SMO R-HSA-5635838	0.46278749488453164	0.6710875750195939	0.916010498687664	1.0	1.0	3/17	4.93%	CDON;IQCE;GAS8	Reactome
1596	prerank	Beta-catenin Phosphorylation Cascade R-HSA-196299	-0.4991485416868687	-0.6702141289026291	0.8947368421052632	0.9775480289973043	1.0	3/16	11.10%	PROC;CTNNB1;AXIN1	Reactome
1597	prerank	Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803	0.4872548232323202	0.66893119635252	0.888095238095238	1.0	1.0	2/12	2.90%	AKT2;NRG1	Reactome
1598	prerank	Constitutive Signaling By NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant R-HSA-2660826	0.5110080962433758	0.6678668699109405	0.8869179600886918	0.9989155196226415	1.0	2/6	15.85%	DLL4;NOTCH1	Reactome
1599	prerank	Activation Of BAD And Translocation To Mitochondria R-HSA-111447	0.48016605118590494	0.6676867282749518	0.9047619047619048	0.9965851065754595	1.0	2/14	0.28%	BCL2;AKT2	Reactome
1600	prerank	Pre-NOTCH Processing In Golgi R-HSA-1912420	-0.49038262697522983	-0.6657749010022409	0.9133858267716536	0.9805126406019199	1.0	3/17	6.85%	LFNG;NOTCH2;MFNG	Reactome
1601	prerank	Synthesis Of IP2, IP, And Ins In Cytosol R-HSA-1855183	-0.5009852465131726	-0.6641679638787291	0.911504424778761	0.9809838368873072	1.0	3/13	4.82%	ISYNA1;INPP4A;MTMR7	Reactome
1602	prerank	Phosphorylation Of APC/C R-HSA-176412	0.4496889700091569	0.6639911796961306	0.9251870324189526	0.997112712565772	1.0	5/19	10.35%	ANAPC15;CDC23;ANAPC5;ANAPC16;ANAPC7	Reactome
1603	prerank	mRNA Decay By 5 To 3 Exoribonuclease R-HSA-430039	-0.4910535727151158	-0.6632478690090129	0.891566265060241	0.9809355501583763	1.0	5/14	15.62%	LSM7;LSM6;EDC3;DCP2;XRN1	Reactome
1604	prerank	Termination Of Translesion DNA Synthesis R-HSA-5656169	0.4051582543353983	0.6619824500617723	0.9566473988439307	0.9962189319546042	1.0	3/31	4.29%	POLD2;POLI;SLC19A1	Reactome
1605	prerank	Activation Of Phototransduction Cascade R-HSA-2485179	-0.5036328818678832	-0.6614259824598505	0.8959435626102292	0.981639154909618	1.0	3/10	11.55%	PDE6A;PDE6G;CNGB1	Reactome
1606	prerank	DNA Methylation R-HSA-5334118	-0.457834040638091	-0.6610934741913541	0.9343794579172611	0.9811032483155032	1.0	2/31	4.02%	H2AX;UHRF1	Reactome
1607	prerank	Diseases Of Mitotic Cell Cycle R-HSA-9675126	-0.44342673858493226	-0.6608418617406185	0.9492753623188406	0.9805078533691785	1.0	9/37	11.25%	UBE2C;CCND3;CCND2;CCND1;E2F2;CDKN1A;UBE2D1;CDKN1C;FZR1	Reactome
1608	prerank	Downregulation Of ERBB2 Signaling R-HSA-8863795	-0.4624950013289069	-0.6600199593608302	0.9275147928994083	0.9803450329342284	1.0	4/28	3.67%	ERBB3;EREG;MATK;HBEGF	Reactome
1609	prerank	RORA Activates Gene Expression R-HSA-1368082	0.4621871391721143	0.6596359717719966	0.9146005509641874	0.9955805316948717	1.0	5/17	7.10%	NCOA6;CPT1A;RXRA;PPARA;TBL1X	Reactome
1610	prerank	Retrograde Neurotrophin Signaling R-HSA-177504	-0.4934525468348947	-0.6590670626719214	0.924006908462867	0.9803048956575927	1.0	5/13	10.34%	DNM1;CLTA;NTRK1;DNM3;AP2M1	Reactome
1611	prerank	NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543	-0.5041869460008579	-0.6588021011767295	0.9234972677595629	0.9797199831917548	1.0	2/11	5.81%	CASP8;IFIH1	Reactome
1612	prerank	Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139	-0.4437905732143986	-0.658104420156148	0.9444444444444444	0.979488782653294	1.0	9/35	11.25%	UBE2C;CCND3;CCND2;CCND1;E2F2;CDKN1A;UBE2D1;CDKN1C;FZR1	Reactome
1613	prerank	Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262	-0.4596384061063097	-0.6575511912125206	0.9216867469879518	0.9790757265976816	1.0	7/28	11.10%	PROC;CSNK1G2;CAV1;CTNNB1;WNT1;FZD1;AXIN1	Reactome
1614	prerank	PKMTs Methylate Histone Lysines R-HSA-3214841	0.3847661694657493	0.6575008452779166	0.9897959183673469	0.994751380067876	1.0	16/46	12.43%	PRDM16;SETD3;KMT5A;KMT5B;SETD6;SETD2;NSD1;SUV39H2;SUZ12;EHMT1;SETDB2;NSD2;WDR5;ASH1L;SMYD3;KMT2C	Reactome
1615	prerank	Physiological Factors R-HSA-5578768	-0.49331242260637764	-0.6570385515426544	0.9018302828618968	0.9786504136110351	1.0	1/13	2.24%	MMP12	Reactome
1616	prerank	Phase II - Conjugation Of Compounds R-HSA-156580	-0.40896027653444295	-0.6561823290100696	0.9792176039119804	0.978507482855309	1.0	8/102	6.53%	NNMT;GGCT;HPGDS;PAPSS1;GGT5;SULT2B1;MGST1;GSTM5	Reactome
1617	prerank	Cargo Trafficking To Periciliary Membrane R-HSA-5620920	-0.43166203162924843	-0.6548867659423173	0.9582753824756607	0.9787034468899977	1.0	7/49	8.84%	SSTR3;PRKD2;ARL13B;CYS1;CCT8;RAB11A;BBS9	Reactome
1618	prerank	Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523	-0.4696927024434403	-0.6546234561985973	0.91875	0.9780932468943662	1.0	4/21	11.27%	HMOX1;OTOF;PRNP;BAG6	Reactome
1619	prerank	Rev-mediated Nuclear Export Of HIV RNA R-HSA-165054	-0.44742902849764865	-0.6536756099578829	0.9416058394160584	0.977987057885979	1.0	8/34	12.24%	RANGAP1;RCC1;SEH1L;NUP62;RANBP1;NUP85;NUP188;NUP93	Reactome
1620	prerank	Ion Transport By P-type ATPases R-HSA-936837	-0.429794475647852	-0.6499720928713557	0.9699453551912568	0.9799181003876227	1.0	13/51	10.70%	ATP8B4;ATP13A4;ATP11A;ATP1B3;ATP1A2;ATP12A;FXYD7;ATP8B2;ATP8A2;ATP2B4;ATP8B3;CAMK2A;CAMK2D	Reactome
1621	prerank	Nucleotide Biosynthesis R-HSA-8956320	0.4571515160424297	0.6476202980141875	0.9080188679245284	0.9995315216332755	1.0	5/12	8.10%	PAICS;COASY;DHODH;PFAS;UMPS	Reactome
1622	prerank	BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108	-0.45848795989176816	-0.6473194920746946	0.9309815950920245	0.9810595883113328	1.0	7/24	8.04%	NLRP3;SERPINE1;NAMPT;NPAS2;BHLHE41;HELZ2;MBD4	Reactome
1623	prerank	Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313	0.38434865101612103	0.6470254322637481	0.9748427672955975	0.9974623207566621	1.0	9/38	11.55%	POLD2;POLI;SLC19A1;RCHY1;POLR1B;UBB;SPRTN;RFC5;USP32	Reactome
1624	prerank	Transport Of Mature Transcript To Cytoplasm R-HSA-72202	-0.4069653940114869	-0.6463110706523144	0.9791937581274383	0.9809365181522647	1.0	18/82	13.06%	THOC6;THOC5;NXF1;CPSF1;SRSF7;SEH1L;SRSF4;NUP62;DDX39A;CPSF3;SYMPK;U2AF1;DDX39B;NUP85;SRSF5;NUP188;NUP93;SLBP	Reactome
1625	prerank	Phosphate Bond Hydrolysis By NUDT Proteins R-HSA-2393930	0.4992080665633337	0.6431937865668585	0.9049586776859504	0.9977277999293783	1.0	2/6	6.11%	NUDT9;NUDT16	Reactome
1626	prerank	Synthesis Of Bile Acids And Bile Salts Via 27-Hydroxycholesterol R-HSA-193807	0.44020346875022176	0.6423286158496506	0.9326923076923077	0.9958967478150914	1.0	2/14	4.97%	CYP7B1;RXRA	Reactome
1627	prerank	NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433	0.4895384628405613	0.6412138142357168	0.9043280182232346	0.9942066135967472	1.0	2/7	11.48%	RXRA;RXRB	Reactome
1628	prerank	NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507	0.4166051920478949	0.6405592970530642	0.9601139601139601	0.9922909258667438	1.0	1/24	0.95%	EGF	Reactome
1629	prerank	DNA Repair R-HSA-73894	-0.3763842971652421	-0.6400700775927297	1.0	0.9845159391674344	1.0	60/306	11.98%	CCNA1;RRAD;UBE2L6;H2AX;RAD23B;ISG15;UBE2I;DDB2;CHEK2;BRCA2;RBBP8;RAD18;INO80C;RAD51;UBA7;FANCD2;CCNA2;SIRT6;ADPRS;RMI2;POLN;PIAS3;ELL;CLSPN;OGG1;NEIL1;MAD2L2;BRIP1;POLE4;MBD4;RAD51B;UBXN1;BLM;FANCI;ASCC3;CCNH;PPP4C;KPNA2;DTL;BARD1;MUS81;FANCE;UBE2T;XRCC6;SUMO2;TDP1;POLD1;MPG;HMGN1;ATM;POLR2D;UBA52;EXO1;RFC2;ACD;XAB2;CDK7;RBX1;POLD4;H2AJ	Reactome
1630	prerank	Synthesis Of PE R-HSA-1483213	0.4637833302635571	0.6372069454639465	0.9238095238095239	0.9920574206890707	1.0	4/12	6.86%	ETNPPL;PCYT2;CHKA;SELENOI	Reactome
1631	prerank	Synthesis Of Bile Acids And Bile Salts Via 24-Hydroxycholesterol R-HSA-193775	-0.47871620229038647	-0.6359543854174892	0.9075342465753424	0.9864774833933112	1.0	4/13	6.18%	HSD3B7;CYP27A1;SLC27A2;PTGIS	Reactome
1632	prerank	NoRC Negatively Regulates rRNA Expression R-HSA-427413	-0.40882246726286847	-0.6340209999243307	0.9739921976592978	0.9869287218272488	1.0	8/71	8.73%	H2AX;DPEP2;TAF1D;DNMT1;SIN3B;POLR1G;CCNH;POLR1E	Reactome
1633	prerank	Polo-like Kinase Mediated Events R-HSA-156711	-0.472186162557369	-0.6327334200677457	0.9334470989761092	0.9869285640312013	1.0	5/15	7.47%	MYBL2;CCNB2;CENPF;PLK1;PKMYT1	Reactome
1634	prerank	Formation Of Annular Gap Junctions R-HSA-196025	0.4745714625332664	0.6322093450409192	0.9320175438596491	0.992746257141002	1.0	1/8	1.11%	CLTCL1	Reactome
1635	prerank	HDR Thru Homologous Recombination (HRR) R-HSA-5685942	-0.41192220068271146	-0.6321594872170685	0.9814569536423841	0.9864955082346387	1.0	17/66	11.97%	RRAD;BRCA2;RBBP8;RAD51;RMI2;BRIP1;POLE4;RAD51B;BLM;BARD1;MUS81;POLD1;ATM;UBA52;EXO1;RFC2;POLD4	Reactome
1636	prerank	Transport Of Ribonucleoproteins Into Host Nucleus R-HSA-168271	0.38795353461307647	0.6288727461899146	0.9877675840978594	0.9923985954405417	1.0	9/34	16.29%	POM121;NUP155;NUP42;NUP153;RANBP2;KPNB1;NUP133;NUP37;POM121C	Reactome
1637	prerank	RHO GTPases Activate KTN1 R-HSA-5625970	-0.48995244047557734	-0.6283255520815129	0.9169811320754717	0.9880704214387414	1.0	1/9	2.32%	RHOG	Reactome
1638	prerank	Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238	0.3964222936586836	0.6275056317143909	0.9823008849557522	0.9907867217797145	1.0	5/30	8.26%	NELFCD;ELOA;POLR2C;POLR2G;TCEA1	Reactome
1639	prerank	Interactions Of Rev With Host Cellular Proteins R-HSA-177243	-0.4286633994780811	-0.6269608242444649	0.9652173913043478	0.9881533928958295	1.0	8/36	12.24%	RANGAP1;RCC1;SEH1L;NUP62;RANBP1;NUP85;NUP188;NUP93	Reactome
1640	prerank	RHOB GTPase Cycle R-HSA-9013026	-0.3992249637287861	-0.6266071532030059	0.9841059602649007	0.9875560623109643	1.0	23/68	12.00%	CAVIN1;IQGAP3;MYO9B;STOM;ARHGEF1;RTKN;ARHGEF2;DLC1;ANLN;PCDH7;CAV1;AKAP13;PIK3R1;STK10;DIAPH3;ROCK1;DEPDC1B;FLOT1;SNAP23;ARHGAP1;ARHGDIG;ARHGEF25;PREX1	Reactome
1641	prerank	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	-0.367710365874332	-0.625970572890985	1.0	0.9871631342137109	1.0	47/240	12.50%	COLEC12;THOC6;THOC5;NXF1;RBM17;HNRNPA1;PLRG1;CPSF1;HNRNPF;LSM7;SNRPA;PPIL3;LSM6;FUS;SYF2;HNRNPC;SRSF7;SEH1L;SF3A2;PQBP1;SF3B1;SRSF4;NUP62;DDX39A;SNRPB;ZRSR2;CPSF3;RBMX;POLR2D;RBM22;WTAP;CTNNBL1;SNRPF;SYMPK;SUGP1;U2AF1;SF3B6;DDX39B;XAB2;NUP85;SNRPD2;SRSF5;NUP188;NUP93;SNRNP70;CSTF3;RBM5	Reactome
1642	prerank	MECP2 Regulates Neuronal Receptors And Channels R-HSA-9022699	-0.4601756554408969	-0.62588016168407	0.9300813008130081	0.9864062528010327	1.0	2/17	5.25%	SLC2A3;GPRIN1	Reactome
1643	prerank	Synthesis Of PIPs At Early Endosome Membrane R-HSA-1660516	0.434547294797475	0.6253508057539089	0.9177057356608479	0.9897049298527077	1.0	4/15	6.17%	MTMR4;PIK3C2A;VAC14;PI4K2B	Reactome
1644	prerank	Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066	-0.4520706335024504	-0.624961621204514	0.9503205128205128	0.9861460492426795	1.0	3/20	5.25%	GRIA3;LLGL1;GPRIN1	Reactome
1645	prerank	Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941	-0.4002601755185034	-0.623494818084977	0.981888745148771	0.9862102299186282	1.0	8/74	8.73%	H2AX;DPEP2;TAF1D;DNMT1;SIN3B;POLR1G;CCNH;POLR1E	Reactome
1646	prerank	Nef Mediated CD8 Down-regulation R-HSA-182218	-0.4910463446061534	-0.6232136632707129	0.904296875	0.9855687197516894	1.0	1/6	2.72%	CD8B	Reactome
1647	prerank	Killing Mechanisms R-HSA-9664420	-0.4782766783601228	-0.6228647467311063	0.9417989417989417	0.9849655020757884	1.0	4/10	11.04%	WNT5A;NOXA1;NOX1;FZD7	Reactome
1648	prerank	Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107	0.39656237644745357	0.6189307350854912	0.9813084112149533	0.9910236375966993	1.0	9/31	16.29%	POM121;NUP155;NUP42;NUP153;MAP4K2;RANBP2;NUP133;NUP37;POM121C	Reactome
1649	prerank	SIRT1 Negatively Regulates rRNA Expression R-HSA-427359	-0.4252672676252126	-0.6186686291931656	0.9517730496453901	0.9864747689863361	1.0	2/34	4.98%	H2AX;TAF1D	Reactome
1650	prerank	RNA Polymerase I Transcription Initiation R-HSA-73762	-0.4149574876745637	-0.617558664156419	0.9748251748251748	0.9862672674978575	1.0	9/45	11.85%	TAF1D;GATAD2A;CHD4;MTA2;POLR1G;POLR1E;POLR1H;CDK7;EHMT2	Reactome
1651	prerank	Signaling By Insulin Receptor R-HSA-74752	-0.3908079601585795	-0.6170552346492789	0.9947437582128777	0.9857166106928087	1.0	11/76	7.76%	TCIRG1;ATP6V1B2;FLT3;FGF20;FGF18;KL;PDE3B;GAB2;FGF9;FGF1;PIK3R1	Reactome
1652	prerank	Meiotic Recombination R-HSA-912446	-0.4072652226878396	-0.6162716700105971	0.9854111405835544	0.9853235111180288	1.0	4/53	5.08%	H2AX;BRCA2;RBBP8;RAD51	Reactome
1653	prerank	Biosynthesis Of Maresins R-HSA-9018682	-0.47920133454806213	-0.6156757220721513	0.9016697588126159	0.9848224669382917	1.0	1/6	5.37%	CYP2E1	Reactome
1654	prerank	Wax And Plasmalogen Biosynthesis R-HSA-8848584	0.47023570908599793	0.615424613279428	0.9171974522292994	0.9905429291023182	1.0	3/6	13.16%	DHRS7B;GNPAT;FAR1	Reactome
1655	prerank	HIV Elongation Arrest And Recovery R-HSA-167287	0.3853116272452777	0.6130324523059429	0.990909090909091	0.9893929927862563	1.0	7/32	11.81%	NELFCD;ELOA;POLR2C;POLR2G;TCEA1;CCNT1;SSRP1	Reactome
1656	prerank	Gap Junction Degradation R-HSA-190873	-0.47181496938562495	-0.6100816549048165	0.9364791288566243	0.9869504850245668	1.0	3/9	5.53%	DNM1;MYO6;CLTA	Reactome
1657	prerank	MAP3K8 (TPL2)-dependent MAPK1/3 Activation R-HSA-5684264	0.42691892056469116	0.6091685191057638	0.9595959595959596	0.9889220576222785	1.0	8/15	15.91%	CHUK;UBB;FBXW11;SKP1;MAP2K4;CUL1;IKBKG;MAP3K8	Reactome
1658	prerank	Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274	0.37079041020549697	0.6060528689913397	0.9906542056074766	0.9881454434079328	1.0	8/35	16.29%	POM121;NUP155;NUP42;NUP153;RANBP2;NUP133;NUP37;POM121C	Reactome
1659	prerank	CREB Phosphorylation R-HSA-199920	-0.4709816778372292	-0.6059003800224362	0.9253187613843351	0.988167165199607	1.0	4/6	10.93%	MAPKAPK2;RPS6KA2;RPS6KA3;GDNF	Reactome
1660	prerank	VEGFR2 Mediated Vascular Permeability R-HSA-5218920	-0.4209701643318023	-0.6048744541755503	0.9614791987673343	0.9878509842494531	1.0	4/26	7.42%	VAV1;NANOS3;CAV1;CTNNB1	Reactome
1661	prerank	RAS Processing R-HSA-9648002	-0.4443417138750953	-0.6038593057690376	0.9413735343383585	0.9875713905664426	1.0	2/17	3.00%	ABHD17C;BCL2L1	Reactome
1662	prerank	TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910	-0.46047345835007314	-0.6030387238350559	0.9253187613843351	0.9871534638417528	1.0	3/12	3.89%	TGFA;TFAP2C;ESR1	Reactome
1663	prerank	Transport Of SLBP Independent Mature mRNA R-HSA-159227	0.37445261494573173	0.6009588086184839	0.9936507936507937	0.9882199465046587	1.0	10/34	16.96%	EIF4E;POM121;NUP155;NUP42;NUP153;RANBP2;NUP133;NUP37;POM121C;NCBP1	Reactome
1664	prerank	mRNA Splicing R-HSA-72172	-0.3570633992522005	-0.6004489972287235	1.0	0.9874655902280889	1.0	36/187	12.50%	COLEC12;RBM17;HNRNPA1;PLRG1;CPSF1;HNRNPF;LSM7;SNRPA;PPIL3;LSM6;FUS;SYF2;HNRNPC;SRSF7;SF3A2;PQBP1;SF3B1;SRSF4;SNRPB;ZRSR2;CPSF3;RBMX;POLR2D;RBM22;CTNNBL1;SNRPF;SYMPK;SUGP1;U2AF1;SF3B6;XAB2;SNRPD2;SRSF5;SNRNP70;CSTF3;RBM5	Reactome
1665	prerank	Assembly Of Active LPL And LIPC Lipase Complexes R-HSA-8963889	-0.45158542387965134	-0.6000130933309925	0.9656301145662848	0.9868585757789707	1.0	3/18	4.62%	LPL;ANGPTL4;PCSK5	Reactome
1666	prerank	NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333	0.3716196561191953	0.599618249116724	0.9937888198757764	0.9864697801343933	1.0	8/34	16.29%	POM121;NUP155;NUP42;NUP153;RANBP2;NUP133;NUP37;POM121C	Reactome
1667	prerank	FGFR2 Alternative Splicing R-HSA-6803529	-0.4233992889299896	-0.5967544929369732	0.9692780337941628	0.9875111656758445	1.0	4/25	11.12%	HNRNPA1;HNRNPF;TIA1;POLR2D	Reactome
1668	prerank	Cytosolic Sulfonation Of Small Molecules R-HSA-156584	-0.4325426941750382	-0.5960107323878807	0.9612277867528272	0.9870380384640135	1.0	2/21	5.70%	PAPSS1;SULT2B1	Reactome
1669	prerank	Lysosome Vesicle Biogenesis R-HSA-432720	-0.40646752602530256	-0.5948911765613363	0.983679525222552	0.986674277936719	1.0	3/33	5.53%	VAMP8;CTSZ;CLTA	Reactome
1670	prerank	Repression Of WNT Target Genes R-HSA-4641265	0.4285128106018363	0.594673651486004	0.9620853080568721	0.9864237735405352	1.0	3/13	4.73%	TCF7L1;TLE1;CTBP2	Reactome
1671	prerank	GRB2 Events In ERBB2 Signaling R-HSA-1963640	-0.4475606108775953	-0.5929518932552178	0.957983193277311	0.9867119955594378	1.0	4/14	8.49%	EREG;HBEGF;EGFR;ERBB4	Reactome
1672	prerank	Response Of EIF2AK1 (HRI) To Heme Deficiency R-HSA-9648895	0.4145965777186186	0.5919666478909504	0.969047619047619	0.9852314610756896	1.0	5/14	7.57%	CEBPG;GRB10;DDIT3;EIF2S1;EIF2AK1	Reactome
1673	prerank	Recycling Pathway Of L1 R-HSA-437239	-0.4145491646446974	-0.5913778919377667	0.9748822605965463	0.9865462298240095	1.0	12/27	10.39%	MSN;SRC;DNM1;CLTA;KIF4A;RPS6KA4;L1CAM;RPS6KA2;DPYSL2;DNM3;AP2M1;RPS6KA3	Reactome
1674	prerank	MET Receptor Recycling R-HSA-8875656	-0.45850804795938965	-0.5907384429597062	0.9360146252285192	0.9860180854850588	1.0	1/8	6.27%	GGA3	Reactome
1675	prerank	FGFR2b Ligand Binding And Activation R-HSA-190377	-0.4558735520124596	-0.5886799453954955	0.9567567567567568	0.9860320809601973	1.0	1/9	4.04%	FGFBP1	Reactome
1676	prerank	HDL Assembly R-HSA-8963896	-0.4624360732148025	-0.5882979196997051	0.9372693726937269	0.9853934448160534	1.0	1/6	1.79%	BMP1	Reactome
1677	prerank	Opsins R-HSA-419771	-0.45268107863402646	-0.5871289461423022	0.94	0.9850425695436644	1.0	1/7	14.55%	OPN5	Reactome
1678	prerank	RHO GTPases Activate Rhotekin And Rhophilins R-HSA-5666185	0.43628203176729047	0.5833010104073452	0.9316037735849056	0.9862464828584718	1.0	1/8	1.75%	RHPN2	Reactome
1679	prerank	Transport Of SLBP Dependant Mature mRNA R-HSA-159230	0.3608266754196643	0.5812192117398569	0.9904458598726115	0.9847029665533312	1.0	10/35	16.96%	EIF4E;POM121;NUP155;NUP42;NUP153;RANBP2;NUP133;NUP37;POM121C;NCBP1	Reactome
