cohort	sample	group	score
Mun2025-protein	F32_127C|PDTC	PDTC	0.8182834691428572
Mun2025-protein	F33_131N|PDTC	PDTC	0.5272713345714286
Mun2025-protein	F1_128C|PTC	PTC	1.3994133345714286
Mun2025-protein	F1_129C|PTC	PTC	0.596746548857143
Mun2025-protein	F1_131N|PTC	PTC	0.8610827774285715
Mun2025-protein	F1_132N|PTC	PTC	1.3328512345714285
Mun2025-protein	F1_133N|PTC	PTC	0.8467000774285713
Mun2025-protein	F2_128N|PTC	PTC	1.4952348059999998
Mun2025-protein	F2_128C|PTC	PTC	1.314538106
Mun2025-protein	F2_129N|PTC	PTC	0.7103425917142857
Mun2025-protein	F2_129C|PTC	PTC	0.9716970917142858
Mun2025-protein	F2_130N|PTC	PTC	0.5860963774285715
Mun2025-protein	F2_131N|PTC	PTC	1.215860806
Mun2025-protein	F2_131C|PTC	PTC	0.869949406
Mun2025-protein	F2_133N|PTC	PTC	0.7675795059999999
Mun2025-protein	F2_133C|PTC	PTC	0.6482091774285715
Mun2025-protein	F3_127N|PTC	PTC	1.2832619774285714
Mun2025-protein	F3_128C|PTC	PTC	0.9374617917142858
Mun2025-protein	F3_129C|PTC	PTC	0.6883536488571428
Mun2025-protein	F3_130N|PTC	PTC	0.904179248857143
Mun2025-protein	F3_131N|PTC	PTC	1.285425606
Mun2025-protein	F3_132C|PTC	PTC	0.9742519917142858
Mun2025-protein	F3_133N|PTC	PTC	1.0874248917142857
Mun2025-protein	F4_128N|PTC	PTC	1.2086024857142859
Mun2025-protein	F4_130N|PTC	PTC	1.2631001142857143
Mun2025-protein	F4_130C|PTC	PTC	0.8600955142857144
Mun2025-protein	F4_131N|PTC	PTC	1.121225814285714
Mun2025-protein	F4_131C|PTC	PTC	1.5132488
Mun2025-protein	F5_127N|PTC	PTC	0.5637138977142857
Mun2025-protein	F5_129N|PTC	PTC	0.688388312
Mun2025-protein	F5_131N|PTC	PTC	0.6612548405714286
Mun2025-protein	F5_132N|PTC	PTC	0.7695567977142858
Mun2025-protein	F6_127N|PTC	PTC	0.8771168405714286
Mun2025-protein	F6_128N|PTC	PTC	0.7479276691428571
Mun2025-protein	F6_132C|PTC	PTC	0.7499925691428572
Mun2025-protein	F6_133N|PTC	PTC	0.6681173977142858
Mun2025-protein	F7_127N|PTC	PTC	1.2186954202857143
Mun2025-protein	F7_128C|PTC	PTC	1.0814449202857144
Mun2025-protein	F7_132C|PTC	PTC	0.8629409202857142
Mun2025-protein	F7_133C|PTC	PTC	1.3583041774285713
Mun2025-protein	F8_127N|PTC	PTC	0.7892298405714285
Mun2025-protein	F8_129N|PTC	PTC	0.6030091691428572
Mun2025-protein	F8_129C|PTC	PTC	0.9307261405714288
Mun2025-protein	F8_131N|PTC	PTC	0.7081769548571429
Mun2025-protein	F8_132N|PTC	PTC	0.6289968691428572
Mun2025-protein	F9_129C|PTC	PTC	0.9078060631428572
Mun2025-protein	F9_130C|PTC	PTC	1.447871620285714
Mun2025-protein	F9_133N|PTC	PTC	1.351812377428571
Mun2025-protein	F10_127C|PTC	PTC	0.7461330977142857
Mun2025-protein	F10_130N|PTC	PTC	0.7147768834285714
Mun2025-protein	F10_131N|PTC	PTC	0.6241442548571429
Mun2025-protein	F10_131C|PTC	PTC	0.9034755691428572
Mun2025-protein	F10_132C|PTC	PTC	0.7170963691428572
Mun2025-protein	F11_130C|PTC	PTC	1.1288088834285714
Mun2025-protein	F11_132C|PTC	PTC	0.758919112
Mun2025-protein	F11_133N|PTC	PTC	0.7544609977142857
Mun2025-protein	F12_127N|PTC	PTC	1.1681897405714285
Mun2025-protein	F12_128C|PTC	PTC	0.6532379262857144
Mun2025-protein	F12_129C|PTC	PTC	0.6987406834285715
Mun2025-protein	F12_130C|PTC	PTC	0.7348837691428571
Mun2025-protein	F12_133N|PTC	PTC	1.3954121977142857
Mun2025-protein	F13_127C|PTC	PTC	1.2101511774285714
Mun2025-protein	F13_129N|PTC	PTC	0.7376219202857144
Mun2025-protein	F13_130C|PTC	PTC	1.1046199488571429
Mun2025-protein	F13_131C|PTC	PTC	1.141643006
Mun2025-protein	F13_132C|PTC	PTC	1.3116528202857143
Mun2025-protein	F13_133N|PTC	PTC	0.8895781202857143
Mun2025-protein	F14_127N|PTC	PTC	0.8313429917142857
Mun2025-protein	F14_129C|PTC	PTC	0.9170305202857143
Mun2025-protein	F14_130C|PTC	PTC	1.4013097202857145
Mun2025-protein	F14_131N|PTC	PTC	1.1388025345714285
Mun2025-protein	F15_128C|PTC	PTC	0.6711926202857142
Mun2025-protein	F15_129C|PTC	PTC	0.9601835345714285
Mun2025-protein	F16_127N|PTC	PTC	1.0901576345714286
Mun2025-protein	F16_130N|PTC	PTC	1.127351306
Mun2025-protein	F16_130C|PTC	PTC	0.709938906
Mun2025-protein	F16_131C|PTC	PTC	0.9321976631428572
Mun2025-protein	F16_133N|PTC	PTC	0.8759036631428572
Mun2025-protein	F17_127C|PTC	PTC	0.7863891405714286
Mun2025-protein	F17_129N|PTC	PTC	1.0342870691428572
Mun2025-protein	F17_129C|PTC	PTC	0.7198728834285715
Mun2025-protein	F17_133C|PTC	PTC	0.6335602977142857
Mun2025-protein	F18_127N|PTC	PTC	1.254734954857143
Mun2025-protein	F18_128C|PTC	PTC	0.7205453977142857
Mun2025-protein	F18_129N|PTC	PTC	1.0623379834285713
Mun2025-protein	F18_131N|PTC	PTC	1.0984929405714285
Mun2025-protein	F18_131C|PTC	PTC	0.6246109405714285
Mun2025-protein	F18_132N|PTC	PTC	1.0705178691428572
Mun2025-protein	F18_132C|PTC	PTC	0.8961161691428572
Mun2025-protein	F18_133C|PTC	PTC	0.8453124977142857
Mun2025-protein	F19_127C|PTC	PTC	0.642409254857143
Mun2025-protein	F19_129C|PTC	PTC	0.6329585262857143
Mun2025-protein	F19_131N|PTC	PTC	0.8945729834285714
Mun2025-protein	F19_131C|PTC	PTC	0.8805098977142858
Mun2025-protein	F19_132N|PTC	PTC	0.5304235119999999
Mun2025-protein	F19_133N|PTC	PTC	0.5863560548571429
Mun2025-protein	F19_133C|PTC	PTC	1.5726790262857142
Mun2025-protein	F20_127N|PTC	PTC	1.1684061917142856
Mun2025-protein	F20_129N|PTC	PTC	0.8971511059999999
Mun2025-protein	F20_132N|PTC	PTC	0.8287120345714286
Mun2025-protein	F20_133N|PTC	PTC	1.2075844345714284
Mun2025-protein	F21_127N|PTC	PTC	0.7925193917142858
Mun2025-protein	F21_130N|PTC	PTC	0.9198249488571429
Mun2025-protein	F21_130C|PTC	PTC	0.9848025774285716
Mun2025-protein	F21_132C|PTC	PTC	0.8382890488571428
Mun2025-protein	F21_133C|PTC	PTC	0.862613306
Mun2025-protein	F22_127N|PTC	PTC	0.8828871774285714
Mun2025-protein	F22_128N|PTC	PTC	0.8611003774285715
Mun2025-protein	F22_128C|PTC	PTC	1.2812457917142854
Mun2025-protein	F22_131N|PTC	PTC	1.0383601631428572
Mun2025-protein	F22_131C|PTC	PTC	0.7321919345714286
Mun2025-protein	F22_134N|PTC	PTC	1.1687391488571426
Mun2025-protein	F23_130C|PTC	PTC	1.0134753262857144
Mun2025-protein	F23_131N|PTC	PTC	0.7384043120000001
Mun2025-protein	F23_132N|PTC	PTC	0.8088392262857144
Mun2025-protein	F23_132C|PTC	PTC	0.7934350405714286
Mun2025-protein	F23_133N|PTC	PTC	0.9008453834285713
Mun2025-protein	F24_128N|PTC	PTC	1.1762837262857142
Mun2025-protein	F24_128C|PTC	PTC	0.9480557262857143
Mun2025-protein	F24_129N|PTC	PTC	0.8480407691428571
Mun2025-protein	F24_129C|PTC	PTC	0.5108800834285715
Mun2025-protein	F24_130C|PTC	PTC	0.7704402548571428
Mun2025-protein	F24_131N|PTC	PTC	0.931105712
Mun2025-protein	F24_133N|PTC	PTC	0.7635943834285713
Mun2025-protein	F25_128N|PTC	PTC	1.1943002345714286
Mun2025-protein	F25_128C|PTC	PTC	1.535598406
Mun2025-protein	F25_130C|PTC	PTC	0.8335621060000001
Mun2025-protein	F25_133N|PTC	PTC	1.2013595488571427
Mun2025-protein	F25_133C|PTC	PTC	1.271940391714286
Mun2025-protein	F26_130N|PTC	PTC	0.8408798202857143
Mun2025-protein	F26_131C|PTC	PTC	0.9905863345714286
Mun2025-protein	F26_132N|PTC	PTC	0.8093932202857144
Mun2025-protein	F26_132C|PTC	PTC	1.0202582488571428
Mun2025-protein	F26_134N|PTC	PTC	0.8682304345714286
Mun2025-protein	F27_127N|PTC	PTC	1.2470869059999998
Mun2025-protein	F27_127C|PTC	PTC	1.0554717631428572
Mun2025-protein	F27_130N|PTC	PTC	1.278237763142857
Mun2025-protein	F27_130C|PTC	PTC	1.0697958631428572
Mun2025-protein	F27_133C|PTC	PTC	1.1799361774285713
Mun2025-protein	F28_128N|PTC	PTC	0.8494380488571428
Mun2025-protein	F28_129C|PTC	PTC	1.0795124631428572
Mun2025-protein	F28_131N|PTC	PTC	0.8384046917142858
Mun2025-protein	F28_133N|PTC	PTC	1.101755748857143
Mun2025-protein	F29_127N|PTC	PTC	0.8830265345714284
Mun2025-protein	F29_128C|PTC	PTC	1.295774606
Mun2025-protein	F29_129C|PTC	PTC	0.8629385774285714
Mun2025-protein	F29_131C|PTC	PTC	1.1793118345714284
Mun2025-protein	F29_132C|PTC	PTC	1.1184631202857145
Mun2025-protein	F29_134N|PTC	PTC	1.0658792774285715
Mun2025-protein	F30_128N|PTC	PTC	0.5606430037142858
Mun2025-protein	F30_131C|PTC	PTC	0.7229865608571429
Mun2025-protein	F30_132C|PTC	PTC	0.5903639751428572
Mun2025-protein	F30_133N|PTC	PTC	0.6285291608571429
Mun2025-protein	F31_128N|PTC	PTC	0.8121795977142857
Mun2025-protein	F31_129N|PTC	PTC	0.9930734548571428
Mun2025-protein	F31_129C|PTC	PTC	0.8397319262857142
Mun2025-protein	F31_130C|PTC	PTC	0.6759749977142857
Mun2025-protein	F31_132C|PTC	PTC	0.749455412
Mun2025-protein	F32_128C|PTC	PTC	0.6429571834285713
Mun2025-protein	F32_130N|PTC	PTC	0.9153866405714285
Mun2025-protein	F32_130C|PTC	PTC	0.9444628977142857
Mun2025-protein	F32_131N|PTC	PTC	1.401276126285714
Mun2025-protein	F32_131C|PTC	PTC	0.7774268262857144
Mun2025-protein	F32_132C|PTC	PTC	0.9778304548571429
Mun2025-protein	F33_127N|PTC	PTC	1.0803236631428572
Mun2025-protein	F33_127C|PTC	PTC	1.2022789917142855
Mun2025-protein	F33_128N|PTC	PTC	1.4565330202857143
Mun2025-protein	F33_128C|PTC	PTC	1.266223906
Mun2025-protein	F33_129N|PTC	PTC	1.0832751631428572
Mun2025-protein	F33_130C|PTC	PTC	1.0807118774285716
Mun2025-protein	F33_132C|PTC	PTC	1.2115068488571428
Mun2025-protein	F33_133N|PTC	PTC	1.0372574202857143
Mun2025-protein	F33_133C|PTC	PTC	1.1077376631428573
Mun2025-protein	F34_127N|PTC	PTC	1.4832313631428569
Mun2025-protein	F34_127C|PTC	PTC	1.0483931774285715
Mun2025-protein	F34_128N|PTC	PTC	1.2080480488571428
Mun2025-protein	F34_128C|PTC	PTC	1.019543206
Mun2025-protein	F34_130N|PTC	PTC	1.130392106
Mun2025-protein	F34_130C|PTC	PTC	0.9769887917142858
