cluster_1,,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell
CCL19,ACKR4,0.0,0.45588724184132057,0.46093306220627106,0.0,0.07008847932639094,0.07513429969134142,0.0,0.4359155517906973,0.4409613721556478
CCL21,ACKR4,0.0,0.4527750118053268,0.4578208321702773,0.0,0.10267205809574352,0.107717878460694,0.0,0.5294829920527858,0.5345288124177362
ADM,CALCRL,0.09862445901941369,0.09059729015800629,0.08044198537429059,0.20072209343893915,0.19269492457753176,0.18253961979381605,0.09178093765262459,0.08375376879121717,0.07359846400750147
ADM,RAMP2,0.19916181983771147,0.16424030946966897,0.2247604529851328,0.30125945425723694,0.2663379438891944,0.32685808740465827,0.19231829847092236,0.15739678810287985,0.2179169316183437
CALCA,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,CALCRL,0.0,0.0,0.0,0.07306826632990107,0.06504109746849367,0.05488579268477797,0.0,0.0,0.0
CALCB,RAMP2,0.0,0.0,0.0,0.17360562714819885,0.13868411678015635,0.1992042602956202,0.0,0.0,0.0
ADM,RAMP3,0.24638202124171787,0.11267538963137722,0.21293594518666545,0.34847965566124334,0.2147730240509027,0.31503357960619094,0.23953849987492876,0.10583186826458811,0.20609242381987633
CALCA,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP3,0.0,0.0,0.0,0.22082582855220526,0.0871191969418646,0.18737975249715283,0.0,0.0,0.0
APELA,APLNR,0.0,0.0,0.0,0.1200652250853728,0.06496631102189986,0.12535709976129783,0.12235746953767215,0.0672585554741992,0.1276493442135972
CCL17,CCR4,0.0,0.1765707087813666,0.0,0.0,0.11543051880307313,0.0,0.0,0.25620380896813016,0.0
CCL22,CCR4,0.0,0.018664987779211724,0.0,0.0,0.021375227603619595,0.0,0.0,0.050140380098635015,0.0
CCL20,CCR6,0.0,0.0,0.0,0.06589678603756247,0.036850447635674695,0.07470007775601424,0.04686123194345894,0.01781489354157116,0.055664523661910714
CCL19,CCR7,0.0,0.4574803917891299,0.46829234880716425,0.0,0.07168162927420026,0.0824935862922346,0.0,0.43750870173850664,0.448320658756541
CCL21,CCR7,0.0,0.45436816175313616,0.4651801187711705,0.0,0.10426520804355284,0.11507716506158719,0.0,0.531076142000595,0.5418880990186294
SAA1,FPR2,0.09313773888128776,0.08443191525871367,0.08445119670000485,0.03801066992293302,0.029304846300358928,0.029324127741650115,0.11960751230381841,0.11090168868124432,0.1109209701225355
RSPO3,LGR5,0.0,0.0257051257611034,0.026119068157449257,0.0,0.006412970840529898,0.006826913236875755,0.0,0.031099863503955393,0.03151380590030125
NMU,NMUR2,0.0,0.0,0.0,0.0,0.01747911812579361,0.0,0.0,0.0038668262315689934,0.0
SST,SSTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,HMOX1,0.0,0.0,0.0,0.10399506815397283,0.045218584314928624,0.3051181712735097,0.0,0.0,0.0
HLA-DRA,LGMN,1.3403571943442028,1.3304260516649977,1.5653745113670854,1.3184347400398888,1.308503597360684,1.5434520570627717,1.6488756635201671,1.6389445208409623,1.87389298054305
HLA-DRB5,LGMN,0.0,0.0,0.0,0.17421531507268048,0.1642841723934756,0.39923263209556326,0.0,0.0,0.0
HLA-DQA2,LGMN,0.0,0.0,0.0,0.18515436325445173,0.17522322057524684,0.41017168027733447,0.18933820773226073,0.17940706505305584,0.4143555247551435
HLA-DRB1,LGMN,1.326014444783882,1.3160833021046772,1.5510317618067648,1.2741236783754633,1.2641925356962584,1.499140995398346,1.6140218738066916,1.6040907311274868,1.8390391908295745
HLA-DQB2,LGMN,0.18555638525221085,0.17562524257300596,0.4105737022750936,0.19555689303450832,0.18562575035530343,0.4205742100573911,0.18743738503396484,0.17750624235475995,0.4124547020568476
LAMA3,ITGA6,0.0,0.0,0.0,0.04671951340393601,0.08721085405329679,0.04531996497261246,0.05364263079211137,0.09413397144147216,0.052243082360787826
VEGFD,KDR,0.0,0.07511844742496976,0.051953338441394624,0.0,0.03095097232631919,0.007785863342744061,0.0,0.03894079765347343,0.015775688669898293
CTSG,C3,1.6308348134711936,0.5535662172029343,1.5527406675618334,1.6157984613171916,0.5385298650489323,1.5377043154078314,1.6540404947375151,0.5767718984692556,1.5759463488281549
CGA,TSHR,0.0,0.0,0.0,0.028003941399246883,0.22558935375725953,0.08469084545664138,0.0,0.0,0.0
VEGFA,FLT1,0.12535912791887918,0.14445131675903067,0.10246673886480097,0.29017940451163976,0.3092715933517912,0.26728701545756156,0.1656992192048187,0.18479140804497018,0.14280683015074047
PLAUR,PLAU,0.2382799740190859,0.37460002448222157,0.26085615988073585,0.21290585976539028,0.3492259102285259,0.23548204562704017,0.2830512141696876,0.41937126463282326,0.3056274000313375
OSM,LIFR,0.09283472432030572,0.05277381231444085,0.060202953863052175,0.07930387924219764,0.039242967236332776,0.046672108784944114,0.10173449781779316,0.06167358581192829,0.06910272736053963
VEGFA,KDR,0.0,0.1011342887236029,0.07796917974002777,0.0,0.26595456531636347,0.24278945633278834,0.0,0.14147438000954243,0.11830927102596729
KDR,VEGFA,0.0,0.0,0.0,0.1011342887236029,0.26595456531636347,0.14147438000954243,0.07796917974002777,0.24278945633278834,0.11830927102596729
HLA-G,CD160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN1,EDNRB,0.0,0.09670937620306433,0.09208060159541025,0.0,0.07895149997395563,0.07432272536630155,0.0,0.08226401794917432,0.07763524334152024
LAMA4,ITGA6,0.19859236037289654,0.23908370102225734,0.197192811941573,0.12916252170822995,0.16965386235759075,0.12776297327690642,0.23745452411591061,0.2779458647652714,0.23605497568458705
VWF,GP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,FLT4,0.07630723052554661,0.07036216882453568,0.059712827463686724,0.032139755426896045,0.026194693725885114,0.015545352365036161,0.04012958075405028,0.03418451905303935,0.023535177692190393
CCL2,CCR4,0.0,0.45199843325758043,0.0,0.0,0.06356872398252744,0.0,0.0,0.37818243830021436,0.0
TG,TPO,0.7991361993330497,0.7687450003431148,0.8500599702600679,1.7015103665698197,1.6711191675798847,1.7524341374968377,1.0963448554764808,1.065953656486546,1.147268626403499
HLA-G,KLRC1,0.0,0.0,0.0,0.01252161446206017,0.01749539278804805,0.01015847247935914,0.01846606363580455,0.02343984196179243,0.01610292165310352
MMP9,LRP1,0.0,0.0,0.0,1.0812937254237283,0.32851523734297045,1.0188755471336137,1.0712180510987566,0.31843956301799886,1.0087998728086423
MMRN2,CD93,0.26579157621772204,0.16927901877748464,0.3592737294722773,0.29123270537759816,0.19472014793736075,0.38471485863215343,0.279937069058533,0.1834245116182956,0.3734192223130883
TSPAN1,ITGA6,0.0,0.0,0.0,0.5897109663256161,0.6302023069749769,0.5883114178942925,0.18805215113176757,0.22854349178112837,0.18665260270044404
MMRN2,CLEC14A,0.062813694830294,0.09893974343361939,0.07796284681102758,0.08825482399017012,0.1243808725934955,0.1034039759709037,0.07695918767110496,0.11308523627443033,0.09210833965183853
SAA1,CD36,0.1897631762204347,0.11733275325366896,0.22368449617057196,0.13463610726207995,0.062205684295314215,0.1685574272122172,0.21623294964296536,0.1438025266761996,0.2501542695931026
LY6H,CD36,0.0,0.0,0.0,0.1091991846612973,0.03676876169453156,0.14312050461143455,0.12329672547187182,0.05086630250510608,0.15721804542200907
CCL11,ACKR1,0.33711865544319153,0.08159906854191305,0.2784008242551841,0.3029232179955545,0.047403631094276054,0.2442053868075471,0.3095885507400475,0.05406896383876903,0.2508707195520401
CCL13,ACKR1,0.33227962807372763,0.07676004117244917,0.27356179688572024,0.34901117546929417,0.0934915885680157,0.2902933442812868,0.5328476850790952,0.27732809817781673,0.4741298538910878
CCL14,ACKR1,0.6095578538046942,0.3540382669034158,0.5508400226166869,0.35596235444556845,0.10044276754429002,0.29724452325756107,0.5481129015736307,0.2925933146723522,0.48939507038562324
CCL17,ACKR1,0.4788425586841724,0.22332297178289395,0.42012472749616503,0.41770236870587896,0.1621827818046005,0.35898453751787157,0.558475658870936,0.3029560719696575,0.4997578276829286
CCL2,ACKR1,0.7542702831603862,0.4987506962591078,0.6955524519723788,0.36584057388533325,0.11032098698405482,0.30712274269732587,0.6804542882030202,0.4249347013017417,0.6217364570150128
CCL5,ACKR1,0.5357322781174271,0.28021269121614867,0.47701444692941974,0.40404483384274026,0.1485252469414618,0.3453270026547329,0.5668304651516913,0.3113108782504129,0.508112633963684
CXCL8,ACKR1,0.3524791421713652,0.09695955527008676,0.29376131098335784,0.35680661043140316,0.10128702353012471,0.2980887792433958,0.31802145903818074,0.0625018721369023,0.25930362785017336
PPBP,ACKR1,0.0,0.0,0.0,0.3096005534511546,0.05408096654987616,0.25088272226314723,0.0,0.0,0.0
CXCL1,ACKR1,0.0,0.0,0.0,0.3161137348137659,0.06059414791248745,0.2573959036257585,0.3068655471838455,0.05134596028256705,0.24814771599583813
CXCL2,ACKR1,0.0,0.0,0.0,0.34091226460503643,0.08539267770375797,0.28219443341702904,0.36536758460065044,0.10984799769937197,0.306649753412643
CXCL13,ACKR4,0.0,0.023324855293242974,0.028370675658193446,0.0,0.016862615479251934,0.021908435844202406,0.0,0.019250761573718807,0.02429658193866928
CCL5,CCR4,0.0,0.2334604282146213,0.0,0.0,0.10177298393993442,0.0,0.0,0.2645586152488856,0.0
DEFB1,CCR6,0.0,0.0,0.0,0.03998625843318026,0.010939920031292485,0.048789550151632034,0.0,0.0,0.0
CCL23,FPR2,0.0,0.0,0.0,0.01586713156154125,0.00716130793896716,0.007180589380258345,0.020292997804612366,0.011587174182038276,0.011606455623329459
DCN,KDR,0.0,1.6948287515439384,1.6716636425603633,0.0,0.49476850432593644,0.47160339534236134,0.0,1.5327399193894053,1.5095748104058302
GREM1,KDR,0.0,0.04559335617423225,0.022428247190657117,0.0,0.051420457347838996,0.02825534836426386,0.0,0.07727496759863295,0.054109858615057814
APOE,LDLR,0.6516330661597075,0.677205895037884,0.6712201826342485,0.6030726562901731,0.6286454851683496,0.6226597727647142,0.8312212355639167,0.8567940644420932,0.8508083520384577
MDK,LRP1,1.2947354294635631,0.5419569413828055,1.2323172511734488,1.2452766832195294,0.4924981951387717,1.182858504929415,1.4365371186868567,0.683758630606099,1.3741189403967424
DLK1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLL4,NOTCH3,0.4612442630308645,0.33558694885121887,0.4084049728468325,0.4703091438910179,0.34465182971137226,0.4174698537069859,0.4476741329588071,0.32201681877916144,0.3948348427747751
DLL1,NOTCH4,0.0,0.0,0.0,0.05196016022628985,0.053701410469535624,0.03695858391308114,0.05523261918133987,0.05697386942458564,0.040231042868131166
JAG1,NOTCH4,0.2016641894976298,0.20340543974087558,0.1866626131844211,0.1706799710765251,0.1724212213197709,0.1556783947633164,0.18247444643860772,0.1842156966818535,0.16747287012539902
DLK1,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF14,TNFRSF6B,0.042698937433737295,0.03672023731403454,0.0507631384592437,0.02998786133099608,0.02400916121129332,0.03805206235650248,0.046614522771115136,0.040635822651412384,0.054678723796621545
SCT,RAMP2,0.0,0.0,0.0,0.18463287141173032,0.14971136104368782,0.21023150455915166,0.19089284313447547,0.15597133276643296,0.2164914762818968
SCT,RAMP3,0.0,0.0,0.0,0.23185307281573672,0.09814644120539609,0.1984069967606843,0.23811304453848187,0.10440641292814122,0.20466696848342944
SCT,TSHR,0.0,0.0,0.0,0.04162838666112394,0.23921379901913659,0.09831529071851844,0.04788835838386908,0.24547377074188173,0.10457526244126357
COMP,CD36,1.0758543102829545,1.0034238873161887,1.1097756302330917,0.5051492670155762,0.43271884404881045,0.5390705869657134,1.068112347219471,0.9956819242527052,1.102033667169608
CCL2,ACKR4,0.0,0.45717154532987536,0.46221736569482585,0.0,0.0687418360548224,0.07378765641977288,0.0,0.3833555503725093,0.3884013707374598
CCL13,ACKR4,0.0,0.035180890243216745,0.040226710608167224,0.0,0.051912437638783275,0.05695825800373375,0.0,0.23574894724858433,0.2407947676135348
CXCL6,ACKR1,0.0,0.0,0.0,0.3027092838415092,0.04718969694023076,0.24399145265350183,0.0,0.0,0.0
CEACAM6,STAB1,0.0,0.0,0.0,0.4938248932490177,0.2656251995615141,0.7014363740888011,0.36500538581692865,0.13680569212942506,0.5726168666567121
THBS1,ITGA6,0.6659311762562504,0.7064225169056112,0.6645316278249268,0.26124165538284516,0.30173299603220594,0.2598421069515216,0.7294523938737735,0.7699437345231342,0.7280528454424499
THBS1,CD36,0.735929098394182,0.6634986754274163,0.7698504183443192,0.3312395775207767,0.25880915455401093,0.36516089747091396,0.799450316011705,0.7270198930449393,0.8333716359618423
VWF,SCARA5,0.9029165263529177,0.7476648667677148,0.8616963471570458,0.4349514285972626,0.27969976901205973,0.39373124940139065,0.7975072386159869,0.6422555790307841,0.756287059420115
FGF7,FGFR4,0.0,0.14494835362346606,0.0,0.0,0.02919496685467015,0.0,0.0,0.188868847605177,0.0
PTH2,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF2,MUC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF1,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A1,RYR2,0.0,0.2026630116284471,0.0,0.0,1.0708019211136364,0.0,0.0,0.21535056809913183,0.0
SCGB3A1,MARCO,0.0,0.0,0.0,0.03149115816429427,0.024486571813552092,0.02105404092611421,0.03480393763859149,0.027799351287849317,0.02436682040041143
ANGPTL4,GPIHBP1,0.0,0.3638550800914813,0.0,0.0,0.3017047723681612,0.0,0.0,0.31023753261251186,0.0
ANGPTL4,TIE1,0.41461107686713894,0.402686816811621,0.40281461199325347,0.3524607691438188,0.3405365090883009,0.3406643042699333,0.3609935293881695,0.3490692693326516,0.349197064514284
IGF1,INSR,0.7955144301608758,0.8505015553069261,0.7834446709020715,0.12105068814717167,0.17603781329322202,0.10898092888836747,0.5274342825101396,0.5824214076561899,0.5153645232513353
PCSK9,LDLR,0.0,0.0,0.0,0.04100089027200744,0.06657371915018388,0.0605880067465485,0.04367826309210982,0.06925109197028625,0.06326537956665088
CXCL11,ACKR1,0.0,0.0,0.0,0.3133351626964561,0.057815575795177654,0.25461733150844873,0.0,0.0,0.0
ANGPT2,TIE1,0.06496520506011115,0.05304094500459325,0.05316874018622569,0.0779919045593283,0.0660676445038104,0.06619543968544284,0.10415241383141541,0.09222815377589749,0.09235594895752994
CALCA,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS2,NOTCH4,0.5074472184534426,0.5091884686966884,0.4924456421402339,0.25484433289766645,0.25658558314091223,0.23984275658445775,0.5398961403024145,0.5416373905456603,0.5248945639892058
THBS2,ITGA6,0.5043820131708074,0.5448733538201682,0.5029824647394839,0.2517791276150313,0.29227046826439207,0.25037957918370773,0.5368309350197793,0.5773222756691401,0.5354313865884558
THBS2,CD36,0.574379935308739,0.5019495123419733,0.6083012552588762,0.32177704975296284,0.2493466267861971,0.3556983697031001,0.6068288571577108,0.5343984341909451,0.6407501771078481
S100A8,CD36,0.1371779441833496,0.06474752121658386,0.17109926413348686,0.13062846905949613,0.058198046092730396,0.16454978900963338,0.15903821354619926,0.08660779057943352,0.19295953349633652
S100A12,CD36,0.0,0.0,0.0,0.10974728322033199,0.037316860253566245,0.14366860317046923,0.0,0.0,0.0
S100A9,CD36,0.1691301034556495,0.09669968048888375,0.20305142340578675,0.1630400692288576,0.09060964626209189,0.19696138917899486,0.2368964848895667,0.16446606192280094,0.27081780483970397
CALCB,TSHR,0.0,0.0,0.0,0.030601142397592457,0.22818655475560512,0.08728804645498695,0.0,0.0,0.0
MDK,ITGA6,0.27372413211398655,0.3142154727633473,0.272324583682663,0.22426538586995276,0.26475672651931353,0.2228658374386292,0.4155258213372801,0.45601716198664094,0.4141262729059566
ADM,TSHR,0.056157335087105076,0.2537427474451177,0.11284423914449956,0.15825496950663054,0.3558403818646432,0.21494187356402505,0.049313813720315965,0.24689922607832862,0.10600071777771046
CGA,RAMP3,0.0,0.0,0.0,0.21822862755385966,0.08452199594351903,0.18478255149880723,0.0,0.0,0.0
CXCL8,CD79A,0.06967243441828974,0.05519545304559122,0.06686029414421896,0.07399990267832769,0.05952292130562916,0.07118776240425691,0.03521475128510527,0.020737769912406737,0.032402611011034484
PTH2,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,LRP1,1.6721736225816939,0.9193951345009361,1.6097554442915794,1.6236132127121596,0.8708347246314018,1.561195034422045,1.851761791985903,1.0989833039051453,1.7893436136957885
PCSK9,LRP1,0.0,0.0,0.0,1.0615414466939939,0.3087629586132361,0.9991232684038794,1.0642188195140962,0.31144033143333844,1.0018006412239817
THBS1,LRP1,1.6869424736058272,0.9341639855250693,1.6245242953157126,1.2822529527324218,0.529474464651664,1.2198347744423073,1.75046369122335,0.9976852031425923,1.6880455129332357
VWF,LRP1,1.8004688223203025,1.0476903342395447,1.738050644030188,1.3325037245646474,0.5797252364838895,1.2700855462745329,1.6950595345833717,0.9422810465026139,1.6326413562932571
CGA,RAMP2,0.0,0.0,0.0,0.17100842614985326,0.13608691578181076,0.1966070592972746,0.0,0.0,0.0
CCL11,ACKR4,0.0,0.04001991761268063,0.04506573797763111,0.0,0.0058244801650436315,0.010870300529994104,0.0,0.012489812909536614,0.017535633274487088
CCL7,ACKR4,0.0,0.0,0.0,0.0,0.00713175451234171,0.012177574877292183,0.0,0.0,0.0
CCL8,ACKR4,0.0,0.021694383480888778,0.02674020384583925,0.0,0.010334890119612368,0.01538071048456284,0.0,0.013972647586180085,0.019018467951130557
S100A9,CD68,0.25664464080775223,0.19121771273655902,0.4628963744471198,0.2505546065809604,0.18512767850976714,0.45680634022032796,0.32441102224166946,0.2589840941704762,0.5306627558810371
S100A8,CD68,0.22469248153545238,0.15926555346425914,0.43094421517481996,0.2181430064115989,0.15271607834040565,0.42439474005096645,0.24655275089830203,0.1811258228271088,0.4528044845376696
PTH2,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,FLT4,0.0,0.0,0.0,0.03543169073828046,0.02948662903726953,0.01883728767642058,0.0,0.0,0.0
THBS2,NOTCH3,0.9080628973466378,0.7824055831669923,0.8552236071626058,0.6554600117908617,0.529802697611216,0.6026207216068297,0.9405118191956097,0.8148545050159641,0.8876725290115777
SCGB3A1,NOTCH3,0.0,0.0,0.0,0.44843474690679763,0.322777432727152,0.39559545672276564,0.4517475263810949,0.32609021220144924,0.3989082361970629
CXCL8,KDR,0.0,0.08077708722684285,0.05761197824326773,0.0,0.0851045554868808,0.06193944650330567,0.0,0.046319404093658374,0.023154295110083246
CXCL9,FCGR2A,0.0,0.0,0.0,0.26247180977437823,0.23703242468673508,0.322741159807164,0.2723341148137014,0.24689472972605828,0.3326034648464872
VEGFD,FLT1,0.09934328662024604,0.11843547546039751,0.07645089756616782,0.05517581152159548,0.07426800036174695,0.03228342246751726,0.0631656368487497,0.08225782568890119,0.04027324779467149
TNF,ICOS,0.0,0.0,0.0,0.0,0.007049912604040413,0.017231028036259487,0.0,0.0,0.0
IL6,F3,0.18579675864290307,0.15025776407751001,0.20275320719789575,0.11262825614544802,0.07708926158005495,0.1295847047004407,0.22469807890328494,0.18915908433789186,0.24165452745827762
CXCL12,CCR4,0.0,0.5018268345758833,0.0,0.0,0.09046765208194193,0.0,0.0,0.47333311881124307,0.0
CCL3,CCR4,0.0,0.01926812828348362,0.0,0.0,0.014682587170370293,0.0,0.0,0.044552507738975254,0.0
PTN,PTPRB,0.03564574541868987,0.0675959608653095,0.07617256742019157,0.041776566099397186,0.07372678154601682,0.08230338810089889,0.053483960124206635,0.08543417557082628,0.09401078212570835
CCL8,ACKR1,0.31879312131139964,0.0632735344101212,0.26007529012339226,0.30743362795012324,0.05191404104884478,0.24871579676211586,0.31107138541669094,0.055551798515412504,0.25235355422868355
EDN1,ADGRL4,0.12205146418677434,0.09047257529321988,0.09501698552243351,0.10429358795766566,0.07271469906411118,0.07725910929332482,0.10760610593288433,0.07602721703932987,0.0805716272685435
MDK,TSPAN1,0.0,0.7857204101914982,0.3840615949976496,0.0,0.7362616639474644,0.3346028487536158,0.0,0.9275220994147917,0.5258632842209432
CCL1,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,ITGA6,0.7764525965408043,0.8169439371901651,0.7750530481094807,0.10198885452710026,0.14248019517646104,0.10058930609577671,0.5083724488900682,0.5488637895394289,0.5069729004587445
CCL18,ACKR1,0.3308607737223307,0.07534118682105226,0.2721429425343233,0.3425096540585305,0.08699006715725208,0.2837918228705231,0.47109237951175015,0.2155727926104717,0.41237454832374276
CXCL3,ACKR1,0.0,0.0,0.0,0.30963586682200606,0.05411627992072759,0.25091803563399867,0.3082371704305462,0.05271758352926778,0.24951933924253886
CXCL5,ACKR1,0.0,0.0,0.0,0.30987301029282793,0.0543534233915495,0.25115517910482055,0.0,0.0,0.0
CXCL9,ACKR1,0.0,0.0,0.0,0.36347736286980725,0.10795777596852878,0.3047595316817998,0.3733396679091304,0.11782008100785198,0.31462183672112304
CXCL10,ACKR1,0.3199765947129991,0.06445700781172066,0.2612587635249917,0.3370554675173025,0.08153588061602401,0.2783376363292951,0.3429351955967605,0.08741560869548207,0.2842173644087531
CXCL13,ACKR1,0.32042359312375385,0.06490400622247539,0.26170576193574646,0.3139613533097628,0.05844176640848436,0.25524352212175544,0.3163494994042297,0.06082991250295122,0.2576316682162223
CCL7,ACKR1,0.0,0.0,0.0,0.3042304923428526,0.04871090544157413,0.24551266115484519,0.0,0.0,0.0
SPP1,ITGB6,0.0,0.18980455718138722,0.0573632132697415,0.0,0.23352004729894354,0.10107870338729781,0.0,0.2001595803889898,0.06771823647734407
ANGPTL4,CDH5,0.41259287904810027,0.4264996324275393,0.43470459054759514,0.3504425713247801,0.36434932470421916,0.37255428282427505,0.3589753315691308,0.37288208494856984,0.38108704306862573
ANGPTL4,CDH11,0.6332277633525707,0.50371046770036,0.5757202231336409,0.5710774556292506,0.44156015997703985,0.5135699154103207,0.5796102158736013,0.4500929202213905,0.5221026756546714
SLC1A2,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A6,GRIA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,TYROBP,0.9950417953508871,0.8925941578687152,1.2889554398371774,0.9464813854813527,0.8440337479991809,1.240395029967643,1.1746299647550962,1.0721823272729245,1.4685436092413866
CCL20,ACKR4,0.0,0.0,0.0,0.0,0.03305267119628226,0.03809849156123273,0.0,0.014017117102178726,0.0190629374671292
FAM3D,FPR2,0.0,0.0,0.0,0.01411504392976223,0.005409220307188139,0.005428501748479322,0.0,0.0,0.0
HLA-G,KLRD1,0.0,0.0,0.0,0.032888893558946135,0.006968564201143231,0.0497785094885488,0.03883334273269051,0.012913013374887612,0.055722958662293175
FGFR4,MCAM,0.0,0.0,0.0,0.1196345821901656,0.12563450662677683,0.14333778546198742,0.0,0.0,0.0
LAIR2,FGFR4,0.0,0.0,0.0,0.0,0.005104901198582854,0.0,0.0,0.0,0.0
IL2,DLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF9,FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,LRP1,2.723920907135363,1.9711424190546052,2.6615027288452486,1.523860659917361,0.7710821718366032,1.4614424816272464,2.56183207498083,1.8090535869000721,2.4994138966907156
IFNG,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPO,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
