cluster_1,,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell
FGFR4,MMP9,0.0,0.0,0.0,0.0,0.021649164554198515,0.011573490229226963,0.0,0.0,0.0
CXCL9,CCR7,0.0,0.0,0.0,0.0,0.06797177498710567,0.07878373200514002,0.0,0.07783408002642887,0.08864603704446322
IGF1,PDGFRB,1.1623669917936679,0.9475658942885802,1.2373383362715265,0.4879032497799638,0.2731021522748761,0.5628745942578224,0.8942868441429317,0.679485746637844,0.9692581886207903
S100B,BIRC3,0.0,0.09099769214313766,0.07172936092150102,0.0,0.13015590407599714,0.11088757285436049,0.0,0.16974911540715765,0.15048078418552102
VEGFA,PDGFRA,0.39208249140668794,0.12934029983639794,0.3473102390594125,0.5569027679994485,0.29416057642915855,0.512130515652173,0.43242258269262746,0.16968039112233746,0.387650330345352
IL17A,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,ITGB6,0.0,1.1003010327013447,0.9678596887896989,0.0,0.5048140262396923,0.37237268232804666,0.0,1.0406812256253146,0.908239881713669
OLR1,MMP3,0.0,0.0,0.0,0.050134071113916365,0.02540388596193243,0.036906177580673,0.04846629382842661,0.023736108676442685,0.035238400295183256
CD160,KLRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL22,CXCR6,0.0,0.027514099214201986,0.050316431821682744,0.0,0.030224339038609858,0.05302667164609062,0.0,0.05898949153362528,0.08179182414110604
CXCL1,CCR4,0.0,0.0,0.0,0.0,0.013841884910960072,0.0,0.0,0.004593697281039674,0.0
LAMA3,ITGB6,0.0,0.0,0.0,0.0,0.1754993120344674,0.043057968122821665,0.0,0.18242242942264275,0.04998108551099703
IL2,TNFRSF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010181425542484702,0.017248750894100634
TNF,INSR,0.0,0.0,0.0,0.06138559949962282,0.11637272464567318,0.049315840240818615,0.0,0.0,0.0
IL6,TSHR,0.10764085584216648,0.3052262682001791,0.16432775989956097,0.034472353344711416,0.23205776570272407,0.09115925740210591,0.14654217610254833,0.344127588460561,0.20322908015994284
CXCL6,CXCR6,0.0,0.0,0.0,0.0,0.009286545373693647,0.03208887798117441,0.0,0.0,0.0
LEP,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL1,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,CCR7,0.0,0.4587646952776847,0.46957665229571904,0.0,0.07033498600263172,0.08114694302066607,0.0,0.38494870032031864,0.395760657338353
CCL26,CCR4,0.0,0.0,0.0,0.0,0.00414275376108938,0.0,0.0,0.009809637044344148,0.0
CXCL9,CCR6,0.0,0.0,0.0,0.09922273988057656,0.0701764014786888,0.10802603159902835,0.10908504491989976,0.080038706518012,0.11788833663835155
CCL8,CCR7,0.0,0.023287533428698087,0.03409949044673244,0.0,0.011928040067421677,0.022739997085456033,0.0,0.015565797533989394,0.02637775455202375
CD40LG,F3,0.0,0.0,0.0,0.1068160744952594,0.07127707992986633,0.12377252305025208,0.11044610901312395,0.07490711444773088,0.1274025575681166
CXCL10,CCR7,0.0,0.024471006830297546,0.035282963848331905,0.0,0.04154987963460091,0.05236183665263527,0.0,0.047429607714058956,0.05824156473209331
FGF7,PDGFRB,0.5694960123962827,0.35469491489119487,0.6444673568741413,0.45374262562748674,0.238941528122399,0.5287139701053453,0.6134165063779935,0.3986154088729058,0.6883878508558521
CCL17,CXCR6,0.0,0.18541982021635686,0.2082221528238376,0.0,0.1242796302380634,0.14708196284554415,0.0,0.2650529204031204,0.28785525301060116
CXCL12,MMP9,0.0,0.5230452276020615,0.51296955327709,0.0,0.11168604510812022,0.10161037078314866,0.0,0.49455151183742135,0.48447583751244977
CXCL3,CCR4,0.0,0.0,0.0,0.0,0.007364016919200214,0.0,0.0,0.005965320527740407,0.0
IGF1,FLT1,0.7925965774942328,0.8116887663343842,0.7697041884401545,0.11813283548052875,0.13722502432068023,0.09524044642645052,0.5245164298434967,0.5436086186836481,0.5016240407894184
IL13,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,CCR4,0.0,0.7520478419759721,0.0,0.0,0.11382028955536995,0.0,0.0,0.7929517975234687,0.0
OSM,F3,0.12461978969750581,0.08908079513211274,0.1415762382524985,0.11108894461939774,0.07554995005400467,0.12804539317439043,0.13351956319499325,0.09798056862960018,0.15047601174998593
CCL4,CCR6,0.11557966360339411,0.08653332520150635,0.1243829553218459,0.07312382935880743,0.04407749095691965,0.08192712107725919,0.19930078305694676,0.17025444465505898,0.20810407477539855
HLA-G,KLRC2,0.0,0.0,0.0,0.0,0.002741485921849314,0.00558551046774938,0.0,0.008685935095593695,0.01152995964149376
CSF2,TNF,0.0,0.0,0.0,0.0,0.019286641924696073,0.0,0.0,0.008563318270763294,0.0
IGF1,FGFR2,0.7474596334828272,0.7668330075046198,0.0,0.07299589146912308,0.09236926549091572,0.0,0.47937948583209095,0.4987528598538836,0.0
CCL3,CCR6,0.05728535519705878,0.02823901679517101,0.06608864691551056,0.05269981408394546,0.023653475682057685,0.061503105802397234,0.08256973465255042,0.053523396250662644,0.0913730263710022
IFNG,CCR6,0.0,0.0,0.0,0.03831675954737946,0.009270421145491684,0.047120051265831235,0.0,0.0,0.0
CXCL6,CCR7,0.0,0.0,0.0,0.0,0.007203695958807651,0.018015652976842007,0.0,0.0,0.0
CCL4,CCR4,0.0,0.07756243668981895,0.0,0.0,0.035106602445232254,0.0,0.0,0.16128355614337161,0.0
CCL23,CCR6,0.0,0.0,0.0,0.04186122047620054,0.012814882074312766,0.05066451219465232,0.046287086719271654,0.017240748317383883,0.05509037843772343
CCL14,CCR4,0.0,0.3072860039018884,0.0,0.0,0.05369050454276263,0.0,0.0,0.24584105167082484,0.0
OSM,ADAMTS4,0.21676159567303127,0.07550549821730466,0.1579372216985454,0.2032307505949232,0.06197465313919659,0.14440637662043734,0.2256613691705187,0.0844052717147921,0.16683699519603284
ADM,HMOX1,0.12882384768238775,0.07004736384334354,0.3299469508019246,0.2309214821019132,0.172144998262869,0.43204458522145006,0.12198032631559863,0.06320384247655443,0.3231034294351355
CCL8,CCR6,0.05453849832216899,0.025492159920281213,0.06334179004062077,0.04317900496089258,0.014132666559004803,0.051982296679344356,0.046816762427460294,0.01777042402557252,0.05562005414591207
IL6,INSR,0.13769789978309915,0.1926850249291495,0.12562814052429494,0.06452939728564408,0.11951652243169443,0.05245963802683987,0.176599220043481,0.23158634518953136,0.16452946078467678
CCL3L1,CCR7,0.0,0.0,0.0,0.0,0.009145977964062366,0.01995793498209672,0.0,0.019832725496168702,0.030644682514203058
DKK1,LRP1,0.0,0.0,0.0,1.0637266745619272,0.31094818648116945,1.0013084962718128,1.0656833381478519,0.31290485006709423,1.0032651598577376
IGF1,KDR,0.0,0.7683717382989566,0.7452066293153814,0.0,0.09390799628525245,0.07074288730167733,0.0,0.5002915906482204,0.4771264816646452
CXCL6,CCR4,0.0,0.0,0.0,0.0,0.0004374339387033846,0.0,0.0,0.0,0.0
CCL21,CXCL10,0.46489326269538317,0.48197213549968654,0.48785186357914456,0.11479030898579987,0.13186918179010323,0.1377489098695613,0.5416012429428421,0.5586801157471455,0.5645598438266035
CCL26,CCR6,0.0,0.0,0.0,0.042159980674664546,0.013113642272776772,0.05096327239311632,0.04782686395791931,0.01878052555603154,0.056630155676371086
CCL7,CCR6,0.0,0.0,0.0,0.03997586935362192,0.010929530951734146,0.048779161072073696,0.0,0.0,0.0
IL10,CSF1,0.0,0.0,0.0,0.18028837186874003,0.07236910778073526,0.12538669795195356,0.20452297267115652,0.09660370858315175,0.14962129875437005
THBS1,ITGB6,0.0,0.7947109748867818,0.662269630975136,0.0,0.3900214540133765,0.25758011010173076,0.0,0.8582321925043048,0.7257908485926591
PRSS1,PRSS2,0.0,0.0,0.0,0.0,0.0023208894430839086,0.0,0.0,0.0,0.0
IL17F,CXCL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,CDH5,0.11982647909058464,0.1337332324700237,0.14193819059007956,0.28464675568334524,0.2985535090627843,0.30675846718284017,0.16016657037652415,0.1740733237559632,0.18227828187601908
THBS4,ITGB6,0.0,0.3857687898204174,0.25332744590877165,0.0,0.20768715809682922,0.0752458141851835,0.0,0.3383588466771774,0.20591750276553167
TNF,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CXCR6,0.0,0.24230953964961155,0.2651118722570923,0.0,0.11062209537492468,0.13342442798240545,0.0,0.2734077266838758,0.2962100592913566
CCL18,CCR7,0.0,0.03535518583962915,0.046167142857663504,0.0,0.04700406617582897,0.05781602319386332,0.0,0.17558679162904858,0.18639874864708295
IL2,C3,0.0,0.0,0.0,0.0,0.0,0.0,1.6168003494691368,0.5395317532008773,1.5387062035597765
CSF2,CD1C,0.0,0.0,0.0,0.03154460318783186,0.030145412237329382,0.04775550483330143,0.02082127953389908,0.0194220885833966,0.03703218117936865
IL1A,PLAU,0.0,0.0,0.0,0.09634298380169917,0.2326630342648348,0.11891916966334909,0.0,0.0,0.0
CXCL5,CCR6,0.0,0.0,0.0,0.04561838730359729,0.016572048901709515,0.054421679022049065,0.0,0.0,0.0
CCN1,IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,CCR6,0.48561912664660706,0.45657278824471925,0.4944224183650588,0.13551617293702373,0.10646983453513596,0.14431946465547552,0.562327106894066,0.5332807684921782,0.5711303986125178
CXCL10,CCR6,0.05572197172376844,0.026675633321880672,0.06452526344222022,0.07280084452807181,0.043754506126184034,0.08160413624652359,0.07868057260752986,0.049634234205642086,0.08748386432598163
CSF2,CPE,0.0,0.0,0.0,0.5195371912045538,0.30453365517324316,0.40852671422188575,0.508813867550621,0.29381033151931035,0.39780339056795294
IL1B,LDLR,0.0,0.0,0.0,0.041676265702003876,0.06724909458018032,0.06126338217654494,0.0,0.0,0.0
SPP1,ITGA6,0.061024758550855845,0.10151609920021663,0.0596252101195323,0.10474024866841215,0.14523158931777294,0.1033407002370886,0.07137978175845841,0.1118711224078192,0.06998023332713486
CXCL2,CCR4,0.0,0.0,0.0,0.0,0.038640414702230584,0.0,0.0,0.06309573469784459,0.0
VWF,ITGB6,0.0,0.9082373236012571,0.7757959796896113,0.0,0.440272225845602,0.30783088193395625,0.0,0.8028280358643264,0.6703866919526806
EDN1,MMP1,0.0,0.0425827872792876,0.04545075085485366,0.0,0.024824911050178908,0.027692874625744962,0.0,0.02813742902539759,0.031005392600963643
VEGFA,VCAM1,0.14724902753476743,0.09415060226262345,0.14233033709539822,0.312069304127528,0.25897087885538406,0.3071506136881588,0.18758911882070695,0.13449069354856297,0.18267042838133773
S100B,TNF,0.0,0.03035731663650038,0.0,0.0,0.06951552856935986,0.0,0.0,0.10910873990052038,0.0
IL13,PTGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL26,CCR7,0.0,0.0,0.0,0.0,0.010909015781193646,0.021720972799228,0.0,0.016575899064448413,0.02738785608248277
CD40LG,VCAM1,0.0,0.0,0.0,0.07768926258470077,0.024590837312556797,0.07277057214533157,0.08131929710256532,0.028220871830421337,0.07640060666319612
TNF,F3,0.0,0.0,0.0,0.10948445835942677,0.0739454637940337,0.12644090691441945,0.0,0.0,0.0
IL17A,PTGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,CCR6,0.0,0.0,0.0,0.05185911182453524,0.022812773422647464,0.06066240354298701,0.04261092419461484,0.013564585792727065,0.051414215913066615
CXCL14,CXCR6,0.0,0.7608969534109623,0.7836992860184431,0.0,0.12266940099036022,0.145471733597841,0.0,0.8018009089584589,0.8246032415659397
IFNG,VCAM1,0.0,0.0,0.0,0.07698406640325228,0.0238856411311083,0.07206537596388309,0.0,0.0,0.0
TNF,PIGR,0.0,0.0,0.0,0.0,0.016326070909644497,0.0,0.0,0.0,0.0
CCL5,CXCL12,0.7348738809426626,0.3235146984487212,0.7063801651780224,0.6031864366679757,0.19182725417403437,0.5746927209033355,0.7659720679769269,0.35461288548298553,0.7374783522122866
IL10,DCN,0.0,0.0,0.0,1.6674947426109725,0.4674344953929706,1.5054059104564395,1.691729343413389,0.49166909619538707,1.529640511258856
CXCL8,CXCR6,0.0,0.059056403703549656,0.08185873631103041,0.0,0.0633838719635876,0.08618620457106836,0.0,0.024598720570365176,0.04740105317784594
EDN1,MCAM,0.15798527223092537,0.1639851966675366,0.1816884755027472,0.1402273960018167,0.1462273204384279,0.16393059927363848,0.14353991397703536,0.1495398384136466,0.16724311724885718
IL1B,VEGFA,0.0,0.0,0.0,0.0727059834917598,0.23752626008452038,0.11304607477769932,0.0,0.0,0.0
CSF3,PLAUR,0.16167135812618114,0.13629724387248549,0.2064425982767828,0.14376555652376002,0.11839144227006437,0.18853679667436168,0.1628598545450841,0.13748574029138844,0.20763109469568575
ADIPOQ,WIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,MMP1,0.0,0.0,0.0,0.0,0.0063561972847899235,0.009224160860355978,0.0,0.0,0.0
CSF2,MMP1,0.0,0.0,0.0,0.0,0.01982823680362549,0.022696200379191546,0.0,0.00910491314969271,0.011972876725258767
CCL15,CCR7,0.0,0.0,0.0,0.0,0.008777010499729239,0.019588967517763595,0.0,0.0,0.0
CCL23,CCR4,0.0,0.0,0.0,0.0,0.0038439935626253747,0.0,0.0,0.00826985980569649,0.0
VEGFD,PDGFRB,0.46911370091968113,0.2543126034145934,0.5440850453975397,0.42494622582103053,0.21014512831594284,0.4999175702988891,0.4329360511481848,0.21813495364309707,0.5079073956260434
CSF2,FCER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12B,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP3,MMP14,0.2541452237853298,0.275135161807991,0.3706287464853546,0.32236339727101754,0.3433533352936788,0.4388469199710424,0.30836567514902585,0.3293556131716871,0.42484919784905073
THBS2,ITGB6,0.0,0.6331618118013389,0.5007204678896932,0.0,0.38055892624556265,0.24811758233391695,0.0,0.6656107336503108,0.533169389738665
CCL23,CCR7,0.0,0.0,0.0,0.0,0.010610255582729641,0.021422212600763997,0.0,0.015036121825800757,0.02584807884383511
SPP1,PLAU,0.11783746767927099,0.2541575181424066,0.1404136535409209,0.1615529577968273,0.29787300825996293,0.1841291436584772,0.12819249088687357,0.26451254135000923,0.15076867674852346
VEGFA,FLT4,0.10232307182417975,0.09637801012316882,0.08572866876231987,0.2671433484169403,0.26119828671592943,0.25054894535508043,0.14266316311011928,0.13671810140910834,0.1260687600482594
LAMA4,ITGB6,0.0,0.3273721590034279,0.1949308150917822,0.0,0.25794232033876136,0.1255009764271156,0.0,0.36623432274644196,0.23379297883479627
CCL11,CXCR6,0.0,0.04369591697537594,0.0664982495828567,0.0,0.009500479527738939,0.032302812135219704,0.0,0.016165812272231923,0.03896814487971268
CCL19,CCR6,0.4887313566826008,0.459685018280713,0.49753464840105255,0.10293259416767114,0.07388625576578338,0.11173588588612293,0.46875966663197755,0.43971332823008974,0.4775629583504293
IL1A,CXCL12,0.0,0.0,0.0,0.5022930742011941,0.09093389170725272,0.47379935843655385,0.0,0.0,0.0
TNF,MMP13,0.0,0.0,0.0,0.0,0.00601242385535204,0.0,0.0,0.0,0.0
PPBP,CCR7,0.0,0.0,0.0,0.0,0.014094965568453048,0.024906922586487402,0.0,0.0,0.0
CXCL12,GZMB,0.5190260907014211,0.5182382043942972,0.561720828150774,0.10766690820747976,0.10687902190035586,0.15036164565683263,0.49053237493678087,0.48974448862965697,0.5332271123861337
IGF1,PDGFRA,1.0593199409820415,0.7965777494117515,1.014547688634766,0.3848561989683375,0.12211400739804751,0.340083946621062,0.7912397933313053,0.5284976017610153,0.7464675409840299
IFNG,CSF1,0.0,0.0,0.0,0.17693873662938472,0.06901947254137997,0.12203706271259827,0.0,0.0,0.0
VEGFD,PDGFRA,0.36606665010805484,0.1033244585377648,0.32129439776077934,0.32189917500940424,0.05915698343911424,0.27712692266212874,0.3298890003365585,0.06714680876626847,0.285116747989283
SST,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12B,GZMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CHI3L1,0.0,0.0,0.0,0.34860647271420325,0.8142422686751597,0.2619707971838475,0.0,0.0,0.0
CCL5,CCR7,0.0,0.24022669023472554,0.2510386472527599,0.0,0.1085392459600387,0.11935120297807304,0.0,0.27132487726898985,0.2821368342870242
IFNG,IDO1,0.0,0.0,0.0,0.0,0.03182424836117646,0.03172115800239835,0.0,0.0,0.0
IL2,GZMB,0.0,0.0,0.0,0.0,0.0,0.0,0.02069300232511578,0.019905116017991883,0.06338773977446865
IGF1,VEGFA,0.8079530552581505,0.9727733318509111,0.84829314654409,0.13348931324444646,0.298309589837207,0.17382940453038598,0.5398729076074144,0.7046931842001749,0.5802129988933539
CCL11,CCR4,0.0,0.034846805540385675,0.0,0.0,0.0006513680927486756,0.0,0.0,0.007316700837241659,0.0
CXCL13,CCR7,0.0,0.024918005241052282,0.03572996225908664,0.0,0.018455765427061246,0.029267722445095602,0.0,0.020843911521528116,0.03165586853956247
FGF7,PLAU,0.2403943262718342,0.3767143767349699,0.2629705121334841,0.12464093950303831,0.26096098996617395,0.14721712536468823,0.28431482025354515,0.4206348707166808,0.30689100611519504
CCL5,TNFRSF4,0.27489286881906017,0.2638111890369114,0.2888351937522104,0.1432054245443733,0.13212374476222455,0.15714774947752352,0.3059910558533244,0.2949093760711757,0.31993338078647465
IL6,KDR,0.0,0.11055520792117993,0.0873900989376048,0.0,0.03738670542372486,0.014221596440149732,0.0,0.1494565281815618,0.12629141919798664
IFNG,CXCL12,0.0,0.0,0.0,0.5017129853618456,0.09035380286790425,0.47321926959720534,0.0,0.0,0.0
DCN,VEGFA,1.7344100685031325,1.899230345095893,1.774750159789072,0.5343498212851304,0.699170097877891,0.5746899125710699,1.5723212363485994,1.7371415129413599,1.612661327634539
IL1B,CXCL10,0.0,0.0,0.0,0.01984623453663364,0.036925107340937006,0.04280483542039505,0.0,0.0,0.0
XCL1,CCR6,0.050453746760333026,0.021407408358445255,0.0592570384787848,0.03974329729336495,0.010696958891477175,0.04854658901181672,0.041485116695658186,0.01243877829377041,0.05028840841410996
THBS4,ITGA6,0.25698899118988605,0.2974803318392468,0.2555894427585625,0.07890735946629784,0.11939870011565865,0.07750781103497431,0.209579048046646,0.2500703886960068,0.20817949961532245
TNF,CDH11,0.0,0.0,0.0,0.27356998230915586,0.1440526866569451,0.21606244209022596,0.0,0.0,0.0
IL6,CCR7,0.0,0.08675167498300074,0.09756363200103509,0.0,0.013583172485545665,0.02439512950358002,0.0,0.12565299524338258,0.13646495226141694
CXCL3,CCR7,0.0,0.0,0.0,0.0,0.014130278939304481,0.024942235957338833,0.0,0.012731582547844672,0.023543539565879026
IFNG,CXCL10,0.0,0.0,0.0,0.017590895596155585,0.034669768400458954,0.040549496479917,0.0,0.0,0.0
S100A8,MMP1,0.0,0.032330694555794376,0.03519865813136043,0.0,0.0257812194319409,0.028649183007506955,0.0,0.054190963918644024,0.057058927494210085
FGF7,SFTPA2,0.17310503014811762,0.2309591271698269,0.14801459145580365,0.05735164337932174,0.11520574040103099,0.032261204687007744,0.21702552412982856,0.27487962115153786,0.19193508543751459
ADIPOQ,CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.515569945047428,0.10421076255348674,0.4870762292827879
SAA1,F3,0.1869259465623785,0.15138695199698543,0.20388239511737116,0.13179887760402376,0.0962598830386307,0.14875532615901643,0.21339571998490914,0.17785672541951608,0.2303521685399018
IL6,CXCL12,0.5813988656909378,0.17003968319699642,0.5529051499262976,0.5082303631934827,0.09687118069954136,0.4797366474288425,0.6203001859513196,0.20894100345737826,0.5918064701866794
CCL21,CXCR6,0.0,0.4564510111680221,0.4792533437755029,0.0,0.10634805745843884,0.1291503900659196,0.0,0.5331589914154811,0.5559613240229618
CCL14,CXCR6,0.0,0.31613511533687866,0.3389374479443594,0.0,0.0625396159777529,0.08534194858523367,0.0,0.2546901631058151,0.2774924957132959
CCL11,CCR7,0.0,0.04161306756048994,0.0524250245785243,0.0,0.007417630112852942,0.018229587130887296,0.0,0.014082962857345924,0.02489491987538028
CXCL12,CCR7,0.0,0.5085930965959875,0.5194050536140219,0.0,0.09723391410204621,0.10804587112008056,0.0,0.48009938083134734,0.4909113378493817
CCL17,CCR7,0.0,0.18333697080147085,0.1941489278195052,0.0,0.1221967808231774,0.13300873784121175,0.0,0.26297007098823444,0.2737820280062688
CCL3L1,CXCR6,0.0,0.0,0.0,0.0,0.011228827378948363,0.034031159986429124,0.0,0.0219155749110547,0.044717907518535466
CXCL6,CCR6,0.0,0.0,0.0,0.03845466085227855,0.009408322450390775,0.04725795257073032,0.0,0.0,0.0
IL1A,C3,0.0,0.0,0.0,1.6141862247427115,0.5369176284744521,1.5360920788333512,0.0,0.0,0.0
IL6,CSF1,0.2566246169584769,0.14870535287047215,0.20172294304169044,0.18345611446102184,0.07553685037301708,0.12855444054423537,0.2955259372188588,0.187606673130854,0.24062426330207232
IL6,GZMB,0.09718466908843429,0.09639678278131039,0.13987940653778716,0.024016166590979226,0.02322828028385533,0.0667109040403321,0.13608598934881616,0.13529810304169226,0.17878072679816903
IL1A,MMP9,0.0,0.0,0.0,0.0,0.02209801449933104,0.012022340174359488,0.0,0.0,0.0
SAA1,PTGS2,0.23101681691628917,0.1464213922146833,0.13750464426547993,0.1758897479579344,0.09129432325632858,0.08237757530712518,0.2574865903388198,0.17289116563721396,0.16397441768801058
FGFR4,PLAU,0.0,0.0,0.0,0.09589413385656664,0.2322141843197023,0.11847031971821656,0.0,0.0,0.0
TNF,PLAU,0.0,0.0,0.0,0.09913647500796656,0.2354565254711022,0.12171266086961648,0.0,0.0,0.0
CSF2,CSF1,0.0,0.0,0.0,0.19266611508869835,0.08474685100069358,0.1377644411719119,0.18194279143476555,0.0740235273467608,0.1270411175179791
CXCL5,CCR4,0.0,0.0,0.0,0.0,0.007601160390022124,0.0,0.0,0.0,0.0
VWF,ITGA6,0.7794575249707257,0.8199488656200865,0.7780579765394021,0.31149242721507064,0.3519837678644314,0.3100928787837471,0.674048237233795,0.7145395778831558,0.6726486888024714
CXCL8,CCR4,0.0,0.05020729226855939,0.0,0.0,0.054534760528597334,0.0,0.0,0.015749609135374914,0.0
IL2,PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.029622729579206267,0.01987967429672216,0.07688080954861332
RELN,ITGA6,0.057717361935862785,0.09820870258522357,0.05631781350453924,0.04255961899002204,0.08305095963938282,0.04116007055869849,0.0622702862363185,0.10276162688567929,0.060870737804994954
FGF7,VEGFA,0.21508207586076525,0.3799023524535258,0.25542216714670474,0.09932868909196935,0.26414896568472995,0.13966878037790886,0.25900256984247616,0.42382284643523677,0.2993426611284157
CCL2,PTGS2,0.6019006492914977,0.5173052245898919,0.5083884766406884,0.21347094001644473,0.12887551531483887,0.11995876736563549,0.5280846543341317,0.4434892296325258,0.4345724816833224
NR0B2,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,CCR4,0.0,0.018151743220948018,0.0,0.0,0.011689503406956979,0.0,0.0,0.01407764950142385,0.0
IL13,VEGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,MMP1,0.0,0.06428285382809425,0.0671508174036603,0.0,0.05819281960130239,0.061060783176868444,0.0,0.13204923526201146,0.13491719883757752
IL2,CES1,0.0,0.0,0.0,0.0,0.0,0.0,0.21365466864422114,0.025642602552295012,0.10625362105957874
CXCL3,CCR6,0.0,0.0,0.0,0.04538124383277538,0.016334905430887607,0.05418453555122715,0.04398254744131557,0.014936209039427797,0.052785839159767346
CXCL11,CCR4,0.0,0.0,0.0,0.0,0.011063312793650278,0.0,0.0,0.0,0.0
TNF,MMP9,0.0,0.0,0.0,0.0,0.024891505705598425,0.014815831380626872,0.0,0.0,0.0
CXCL9,CXCR6,0.0,0.0,0.0,0.0,0.07005462440199167,0.09285695700947243,0.0,0.07991692944131487,0.10271926204879563
CXCL10,CCR4,0.0,0.017704744810193282,0.0,0.0,0.034783617614496644,0.0,0.0,0.04066334569395469,0.0
IL10,F3,0.0,0.0,0.0,0.1094605135531662,0.07392151898777313,0.1264169621081589,0.1336951143555827,0.09815611979018962,0.15065156291057538
OSM,PLAT,0.15569717243865686,0.09463495970472303,0.19538455755020231,0.1421663273605488,0.08110411462661496,0.18185371247209425,0.1645969459361443,0.10353473320221047,0.20428433104768975
CCL23,KDR,0.0,0.0,0.0,0.0,0.03441378852090884,0.011248679537333706,0.0,0.03883965476397995,0.015674545780404822
IFNG,HSP90AA1,0.0,0.0,0.0,0.671794635027325,0.7145766300737507,0.6266986943741744,0.0,0.0,0.0
CCL19,CCR4,0.0,0.45071412976902564,0.0,0.0,0.06491536725409598,0.0,0.0,0.43074243971840237,0.0
XCL2,CCR6,0.0,0.0,0.0,0.04078568585466025,0.011739347452772475,0.04958897757311202,0.04137532145659358,0.01232898305470581,0.05017861317504536
IL2,TNFRSF4,0.0,0.0,0.0,0.0,0.0,0.0,0.04492618680401683,0.03384450702186808,0.05886851173716706
CXCL5,CCR7,0.0,0.0,0.0,0.0,0.014367422410126389,0.025179379428160745,0.0,0.0,0.0
SAA1,HMOX1,0.18143655635692457,0.12266007251788036,0.3825596594764614,0.12630948739856981,0.06753300355952563,0.3274325905181067,0.20790632977945522,0.149129845940411,0.4090294328989921
IFNG,IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,CCR7,0.0,0.0,0.0,0.0,0.03464582114409157,0.04545777816212593,0.0,0.015610267049988039,0.026422224068022394
CXCL5,CXCR6,0.0,0.0,0.0,0.0,0.016450271825012387,0.03925260443249315,0.0,0.0,0.0
CCL15,CCR4,0.0,0.0,0.0,0.0,0.0020107484796249736,0.0,0.0,0.0,0.0
CCL15,CXCR6,0.0,0.0,0.0,0.0,0.010859859914615237,0.033662192522096,0.0,0.0,0.0
CCL19,CXCR6,0.0,0.45956324120401587,0.48236557381149664,0.0,0.07376447868908625,0.09656681129656701,0.0,0.4395915511533926,0.46239388376087337
IL6,DCN,1.7438309877007094,0.5437707404827075,1.5817421555461764,1.6706624852032543,0.4706022379852524,1.5085736530487213,1.7827323079610913,0.5826720607430893,1.6206434758065582
CXCL13,CXCR6,0.0,0.02700085465593828,0.04980318726341904,0.0,0.020538614841947245,0.043340947449428006,0.0,0.022926760936414114,0.04572909354389487
IL2,TNFRSF18,0.0,0.0,0.0,0.0,0.0,0.0,0.03370125135187348,0.012885883156563657,0.03794305103939849
CCL18,CCR4,0.0,0.02858892381952488,0.0,0.0,0.0402378041557247,0.0,0.0,0.16882052960894434,0.0
ADIPOQ,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.11996783799939341,0.08442884343400034,0.1369242865543861
CCL11,CCR6,0.07286403245396084,0.04381769405207307,0.08166732417241263,0.038668595006323844,0.009622256604436066,0.04747188672477562,0.04533392775081682,0.01628758934892905,0.054137219469268597
IFNG,MMP13,0.0,0.0,0.0,0.0,0.002638843809736186,0.0,0.0,0.0,0.0
CCL23,CXCR6,0.0,0.0,0.0,0.0,0.012693104997615638,0.0354954376050964,0.0,0.017118971240686752,0.039921303848167514
CSF2,HDC,0.0,0.0,0.0,0.03314173944691084,0.0,0.026593195016396003,0.02241841579297806,0.0,0.01586987136246322
