source	target	drug_id	drug_label	spearman_lineage_sensitivity_metric	p_lineage_sensitivity	n_models	spearman_lineage_sensitivity_thyroid	p_lineage_sensitivity_thyroid	n_thyroid_models	metric_direction	notes
GDSC1_AUC	LYN	DPC-002085	DASATINIB DPC-002085	0.16281997692993708	0.010375335964649056	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	SRC	DPC-002085	DASATINIB DPC-002085	0.16281997692993708	0.010375335964649056	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	FYN	DPC-002085	DASATINIB DPC-002085	0.16281997692993708	0.010375335964649056	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	ATR	DPC-001615	CERALASERTIB DPC-001615	-0.034764214700339816	0.37074997287974293	665	-0.2517482517482518	0.4299187850328841	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	CHEK2	DPC-000855	AZD7762 DPC-000855	-0.008045026702940088	0.8360734401631862	664	-0.7272727272727273	0.011204967253592074	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	CDK9	DPC-001556	CDK9 INHIBITOR DPC-001556	-0.050517996714791874	0.19288248613375691	666	-0.11208423493413541	0.7287361038413869	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	CDK9	DPC-002788	FLAVOPIRIDOL DPC-002788	-0.058829410051352456	0.13080233792840443	661	0.21818181818181823	0.5192482475549817	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	MYC	DPC-001132	BLEOMYCIN DPC-001132	0.176711869536325	6.660964270758656e-06	642	0.1958041958041958	0.5419358857313173	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	MYC	DPC-001195	BORTEZOMIB DPC-001195	0.017124454906557684	0.7888637498191626	247			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	MYC	DPC-003579	JQ12 DPC-003579	0.03268899507218868	0.4064835791883003	647	0.006993006993006993	0.9827917689028476	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	MYC	DPC-004226	MITOMYCIN-C DPC-004226	0.0885189443129534	0.024903164680138805	642	-0.16083916083916086	0.6175234895401425	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	MYC	DPC-007403	BLEOMYCIN (10 UM) DPC-007403	0.1889406841775843	9.227910107849073e-07	665	0.027972027972027972	0.9312343512018807	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	MYC	DPC-007474	RAPAMYCIN DPC-007474	0.021275894598962727	0.7357794583061724	254			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC1	DPC-000965	BELINOSTAT DPC-000965	-0.07694700011177599	0.04764847938976456	663	-0.09090909090909093	0.7787253962454419	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC1	DPC-003211	HDAC INHIBITOR XV DPC-003211	-0.02288441548096305	0.5575884468852307	659	0.12959739664259406	0.6881039438604583	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC1	DPC-007393	BAY-HDAC11_1 DPC-007393	-0.008767342837393442	0.8296064962553752	605	-0.16363636363636364	0.6514773427962428	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC1	DPC-007394	BAY-HDAC11_2 DPC-007394	-0.047057162775715325	0.24780399263589367	605	-0.19999999999999998	0.5795840000000002	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC1	DPC-007395	BAY-HDAC11_4 DPC-007395	-0.006722116392590873	0.8689423101165867	605	0.6969696969696969	0.02509667588225185	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC2	DPC-000965	BELINOSTAT DPC-000965	-0.07694700011177599	0.04764847938976456	663	-0.09090909090909093	0.7787253962454419	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC2	DPC-003211	HDAC INHIBITOR XV DPC-003211	-0.02288441548096305	0.5575884468852307	659	0.12959739664259406	0.6881039438604583	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC2	DPC-007393	BAY-HDAC11_1 DPC-007393	-0.008767342837393442	0.8296064962553752	605	-0.16363636363636364	0.6514773427962428	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC2	DPC-007394	BAY-HDAC11_2 DPC-007394	-0.047057162775715325	0.24780399263589367	605	-0.19999999999999998	0.5795840000000002	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	HDAC2	DPC-007395	BAY-HDAC11_4 DPC-007395	-0.006722116392590873	0.8689423101165867	605	0.6969696969696969	0.02509667588225185	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	AURKA	DPC-000428	ALISERTIB DPC-000428	-0.08995628121245948	0.020814881124991774	660	0.5	0.11730680301423817	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC1_AUC	BCL2	DPC-006825	VENETOCLAX DPC-006825	-0.07288672061415992	0.06168050696637783	658	-0.2876404837611323	0.42031228542220667	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	JAK1	DPC-005700	RUXOLITINIB DPC-005700	-0.031314195283177026	0.42401486212282974	654	0.25874125874125875	0.41677476889913817	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	JAK1	DPC-007446	JAK1_8709 DPC-007446	-0.07022755904249295	0.10116206211830804	546	-0.14545454545454548	0.6695786456420787	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	JAK1	DPC-007448	JAK_8517 DPC-007448	-0.02053847793312342	0.6320340121769061	546	-0.18181818181818182	0.5926152128455	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	JAK2	DPC-005700	RUXOLITINIB DPC-005700	-0.031314195283177026	0.42401486212282974	654	0.25874125874125875	0.41677476889913817	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	JAK2	DPC-007446	JAK1_8709 DPC-007446	-0.07022755904249295	0.10116206211830804	546	-0.14545454545454548	0.6695786456420787	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	JAK2	DPC-007448	JAK_8517 DPC-007448	-0.02053847793312342	0.6320340121769061	546	-0.18181818181818182	0.5926152128455	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	OSMR	DPC-007446	JAK1_8709 DPC-007446	-0.07022755904249295	0.10116206211830804	546	-0.14545454545454548	0.6695786456420787	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	OSMR	DPC-007448	JAK_8517 DPC-007448	-0.02053847793312342	0.6320340121769061	546	-0.18181818181818182	0.5926152128455	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	DNMT1	DPC-000141	AZACITIDINE DPC-000141	0.05906735735616544	0.16162259106968152	563	-0.5272727272727273	0.09556521835315425	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	DNMT3B	DPC-000141	AZACITIDINE DPC-000141	0.05906735735616544	0.16162259106968152	563	-0.5272727272727273	0.09556521835315425	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	LYN	DPC-002085	DASATINIB DPC-002085	0.024681199490190285	0.5156512694860778	696	-0.43356643356643365	0.15910576941219534	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	SRC	DPC-002085	DASATINIB DPC-002085	0.024681199490190285	0.5156512694860778	696	-0.43356643356643365	0.15910576941219534	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	FYN	DPC-002085	DASATINIB DPC-002085	0.024681199490190285	0.5156512694860778	696	-0.43356643356643365	0.15910576941219534	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	ATR	DPC-000757	ATRA DPC-000757	-0.13873206125274334	0.1072351955952773	136			1	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	ATR	DPC-001018	BERZOSERTIB DPC-001018	-0.0630307313868964	0.10976118777226064	645	-0.055944055944055944	0.8628980736949713	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	ATR	DPC-001615	CERALASERTIB DPC-001615	-0.06430649591169012	0.09073052744136217	693	-0.34965034965034975	0.26523878689278996	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	CHEK2	DPC-000855	AZD7762 DPC-000855	-0.029791675490557935	0.4326178519743474	696	-0.30069930069930073	0.34225952894002437	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	CDK9	DPC-002267	DINACICLIB DPC-002267	-0.07211991905361564	0.06654740856469009	648	-0.06993006993006995	0.8290236405313092	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	CDK9	DPC-007407	CDK9_5038 DPC-007407	-0.06582617188255951	0.12447018090385416	546	-0.16363636363636366	0.6306852146425356	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	CDK9	DPC-007408	CDK9_5576 DPC-007408	-0.031227605970842915	0.46649750957211555	546	-0.33636363636363636	0.31182431390038634	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MYC	DPC-000258	DACTINOMYCIN DPC-000258	0.017340463559916842	0.6486085683173363	693	-0.39860139860139865	0.19933549461780897	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MYC	DPC-001105	BIRABRESIB DPC-001105	0.006132701307432928	0.8761803112914538	648	0.39860139860139865	0.19933549461780897	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MYC	DPC-001132	BLEOMYCIN DPC-001132	0.06025115930366629	0.16129328634209528	542	-0.45454545454545453	0.1601454372552589	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MYC	DPC-001133	BLEOMYCIN (50 UM) DPC-001133	0.05299226335037077	0.2125896149343454	555	-0.018181818181818184	0.9576852410216187	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MYC	DPC-001195	BORTEZOMIB DPC-001195	0.021721178259252277	0.5683865708918963	692	0.10489510489510491	0.7456094809807079	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MYC	DPC-007456	MYCOPHENOLIC ACID DPC-007456	0.033896406869218874	0.42337880776571124	560	-0.6727272727272726	0.03304122254543772	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MYC	DPC-007474	RAPAMYCIN DPC-007474	-0.02524939394921942	0.5081836253586619	689	-0.46363636363636374	0.15090149929248592	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	HDAC1	DPC-005646	ROMIDEPSIN DPC-005646	-0.021272502089661784	0.6208732123576595	543	-0.43636363636363645	0.17966487658001118	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	HDAC2	DPC-005646	ROMIDEPSIN DPC-005646	-0.021272502089661784	0.6208732123576595	543	-0.43636363636363645	0.17966487658001118	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	AURKA	DPC-000428	ALISERTIB DPC-000428	-0.06230223735073969	0.10004126971102432	698	-0.6503496503496504	0.022034190932365316	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	BCL2L1	DPC-004477	NAVITOCLAX DPC-004477	-0.07312257545037952	0.053141016777419545	700	-0.1328671328671329	0.6805975082860817	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	MCL1	DPC-000850	AZD5991 DPC-000850	-0.20594899375758605	1.2410744689643908e-06	545	-0.18609684207969418	0.5837844345326316	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
GDSC2_AUC	BCL2	DPC-006825	VENETOCLAX DPC-006825	0.013659824919430916	0.720013470997893	691	0.06293706293706294	0.8459309212287789	12	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	JAK1	DPC-004334	MOMELOTINIB DPC-004334	-0.06965537093098824	0.06415933859478636	707	0.6242424242424242	0.053717767217167436	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	JAK1	DPC-005700	RUXOLITINIB DPC-005700	-0.06793310663721384	0.06584729224363908	734	0.01818181818181818	0.9602404181286242	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	JAK1	DPC-006431	FEDRATINIB DPC-006431	-0.10019696693033156	0.006628874258899555	733	-0.10909090909090911	0.7495085962341481	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	JAK2	DPC-004334	MOMELOTINIB DPC-004334	-0.06965537093098824	0.06415933859478636	707	0.6242424242424242	0.053717767217167436	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	JAK2	DPC-005700	RUXOLITINIB DPC-005700	-0.06793310663721384	0.06584729224363908	734	0.01818181818181818	0.9602404181286242	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	JAK2	DPC-006431	FEDRATINIB DPC-006431	-0.10019696693033156	0.006628874258899555	733	-0.10909090909090911	0.7495085962341481	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT1	DPC-000141	AZACITIDINE DPC-000141	-0.032438964185028556	0.39215460071733016	698	-0.13667461427346156	0.6886311376119463	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT1	DPC-002110	DECITABINE DPC-002110	-0.1461353825955974	5.7617629049586896e-05	752	-0.24848484848484845	0.4887763045192432	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT1	DPC-002111	DECITABINE:CARBOPLATIN (1:1 MOL/MOL) DPC-002111	-0.10644997132542437	0.003984627788938955	730	-0.006060606060606061	0.9867429111949892	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT1	DPC-002112	DECITABINE:NAVITOCLAX (2:1 MOL/MOL) DPC-002112	-0.12646837227732335	0.0006097378656061698	731	-0.24848484848484845	0.4887763045192432	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT1	DPC-005899	SELUMETINIB:DECITABINE (4:1 MOL/MOL) DPC-005899	-0.027851121887239247	0.4684073231596376	680	0.9333333333333332	0.00023589981215941651	9	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT3B	DPC-000141	AZACITIDINE DPC-000141	-0.032438964185028556	0.39215460071733016	698	-0.13667461427346156	0.6886311376119463	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT3B	DPC-002110	DECITABINE DPC-002110	-0.1461353825955974	5.7617629049586896e-05	752	-0.24848484848484845	0.4887763045192432	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT3B	DPC-002111	DECITABINE:CARBOPLATIN (1:1 MOL/MOL) DPC-002111	-0.10644997132542437	0.003984627788938955	730	-0.006060606060606061	0.9867429111949892	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT3B	DPC-002112	DECITABINE:NAVITOCLAX (2:1 MOL/MOL) DPC-002112	-0.12646837227732335	0.0006097378656061698	731	-0.24848484848484845	0.4887763045192432	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	DNMT3B	DPC-005899	SELUMETINIB:DECITABINE (4:1 MOL/MOL) DPC-005899	-0.027851121887239247	0.4684073231596376	680	0.9333333333333332	0.00023589981215941651	9	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	LYN	DPC-002085	DASATINIB DPC-002085	-0.025242914928098763	0.49061022408270394	748	-0.03636363636363637	0.9154683168905347	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	SRC	DPC-002085	DASATINIB DPC-002085	-0.025242914928098763	0.49061022408270394	748	-0.03636363636363637	0.9154683168905347	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	FYN	DPC-002085	DASATINIB DPC-002085	-0.025242914928098763	0.49061022408270394	748	-0.03636363636363637	0.9154683168905347	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	ATR	DPC-000757	ATRA DPC-000757	-0.18460407049980057	6.331759155321984e-07	718	0.06378148666094874	0.8522059712863589	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	ATR	DPC-003867	LOMEGUATRIB DPC-003867	-0.15249863854043877	2.7757022561407314e-05	749	-0.06363636363636364	0.8525390725425217	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	CHEK2	DPC-000855	AZD7762 DPC-000855	-0.08211983453966408	0.023391879985224757	762	-0.5181818181818182	0.1024915397909638	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	CDK7	DPC-006008	SNS-032 DPC-006008	-0.12852249462209014	0.000727482549831191	688	-0.3272727272727273	0.3258949410128415	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	CDK9	DPC-002267	DINACICLIB DPC-002267	-0.15461131122442007	0.0024119238387026844	383	-0.19999999999999998	0.8	4	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	CDK9	DPC-006008	SNS-032 DPC-006008	-0.12852249462209014	0.000727482549831191	688	-0.3272727272727273	0.3258949410128415	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-000884	BAFILOMYCIN A1 DPC-000884	0.24792678899948112	0.02135807138535919	86			0	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-001134	BLEOMYCIN A2 DPC-001134	-0.12394337076953614	0.000990855151136897	703	-0.38333333333333336	0.3084952723803716	9	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-001195	BORTEZOMIB DPC-001195	-0.06251616665362263	0.08989511103240455	737	0.13636363636363638	0.6893090205863619	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-001290	BRD4132 DPC-001290	-0.023762027875737547	0.5275923510643729	709	-0.2545454545454546	0.45003657688882837	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-002314	DOCETAXEL:TANESPIMYCIN (2:1 MOL/MOL) DPC-002314	-0.08323495399317957	0.0223593217998436	753	0.18787878787878787	0.6032176100292089	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-003508	ISOX:BORTEZOMIB (250:1 MOL/MOL) DPC-003508	-0.13046987175652033	0.0005148238357440708	705	0.19999999999999998	0.5795840000000002	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-003773	LEPTOMYCIN B DPC-003773	-0.08922397712556156	0.013019707113784577	774	0.08181818181818183	0.8109903943000459	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-004005	MANUMYCIN A DPC-004005	-0.10694093552974689	0.003819060626629146	730	-0.2121212121212121	0.5563057751029299	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-004225	MITOMYCIN DPC-004225	-0.10509157374163379	0.004059337937820111	746	-0.43636363636363645	0.17966487658001118	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-004751	OLIGOMYCIN A DPC-004751	-0.10140569682732674	0.005567909463983401	746	-0.18787878787878787	0.6032176100292089	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-005968	SIROLIMUS:BORTEZOMIB (250:1 MOL/MOL) DPC-005968	-0.16500202253378568	5.326339042205198e-06	753	0.12727272727272726	0.7260570147627894	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-006011	SNX-2112:BORTEZOMIB (250:1 MOL/MOL) DPC-006011	-0.07902276851353195	0.031374350173474896	742	0.33636363636363636	0.31182431390038634	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-006265	TANESPIMYCIN:BORTEZOMIB (250:1 MOL/MOL) DPC-006265	0.012352439460756181	0.7440635033016798	701	0.10909090909090911	0.7495085962341481	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-006266	TANESPIMYCIN:GEMCITABINE (1:1 MOL/MOL) DPC-006266	-0.08312047787833986	0.025113791916972505	726	0.29090909090909095	0.3854569696913654	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	MYC	DPC-007474	RAPAMYCIN DPC-007474	-0.15232218147741633	2.699703125631603e-05	753	0.12727272727272726	0.7260570147627894	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC1	DPC-000965	BELINOSTAT DPC-000965	-0.203135139801372	6.361093154259894e-05	382	-1.0	0.0	4	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC1	DPC-003577	JQ-1:VORINOSTAT (2:1 MOL/MOL) DPC-003577	-0.13202737167483095	0.0004082358546011448	713	0.7166666666666667	0.02981803569584528	9	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC1	DPC-005908	SELUMETINIB:VORINOSTAT (8:1 MOL/MOL) DPC-005908	-0.006716552568268772	0.8622340808172893	670	0.6484848484848483	0.04254012768448949	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC1	DPC-006875	VORINOSTAT:CARBOPLATIN (1:1 MOL/MOL) DPC-006875	-0.16916841210966382	4.575669894192641e-06	726	0.09090909090909088	0.8027717312071619	10	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
CTRP_AUC	HDAC1	DPC-006876	VORINOSTAT:NAVITOCLAX (4:1 MOL/MOL) DPC-006876	-0.11319071595193872	0.0026704039982314324	702	0.08181818181818183	0.8109903943000459	11	lower_more_sensitive	positive correlation means higher lineage silencing associates with greater sensitivity after direction normalization
