candidate_id	barneo_score	patient_gated_score	barneo_rank_global	barneo_rank_within_patient	confidence_score	confidence_bin	abstain	abstention_reason_primary	abstention_reason_all	disease_gate	presentation_gate	antigen_gate	immune_context_gate	model_confidence_gate
CNV0_02487	0.8378144132875149	0.4289609796032077	11	NA	0.9107979273081332	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02488	0.8371093636038044	0.42859999416514794	12	NA	0.9104101499820925	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00717	0.9789911114138785	0.4258072978534603	13	NA	0.9508206039976199	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8495019708799468
CNV0_00739	0.9798712916530039	0.4254174918726099	14	NA	0.9509196896413805	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.847961916928913
CNV0_00692	0.9703166254833793	0.4252399468215245	15	NA	0.9476627404500482	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8559543857367581
CNV0_02548	0.9450229067618524	0.42515126097426953	16	NA	0.9394328179932978	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8786808770971154
CNV0_02533	0.8282187029776971	0.424047975924581	17	NA	0.9055202866377334	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00192	0.9771873180814838	0.4240003305606145	18	NA	0.9493176363409359	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8474584455844789
CNV0_00778	0.9728814096320335	0.4238026298009821	19	NA	0.9477878609807731	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8508123427326189
CNV0_00416	0.978347986269638	0.42370385364333835	20	NA	0.7495566892448206	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8458611871860783
CNV0_00158	0.97524176852087	0.42320736323433394	21	NA	0.9482732208273859	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8475609925636298
CNV0_02500	0.825121045266906	0.422461975176656	22	NA	0.9038165748967983	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02519	0.825121045266906	0.422461975176656	23	NA	0.9038165748967983	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02532	0.825121045266906	0.422461975176656	24	NA	0.9038165748967983	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00665	0.972421745143899	0.4222886002620809	25	NA	0.9468753521395523	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8481735692416313
CNV0_00803	0.9794036476596165	0.422208117276302	26	NA	0.9491636740317222	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.841966671275732
CNV0_02483	0.8245825795054597	0.42218628070679537	27	NA	0.9035204187280028	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00538	0.970270343037247	0.42204822401700504	28	NA	0.7460412819947488	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8495703732970521
CNV0_02527	0.8242754764052247	0.42202904391947516	29	NA	0.9033515120228737	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00305	0.9820093217098196	0.42172975200693935	30	NA	0.7498004179317299	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8387811639653162
CNV0_00181	0.9775772776716527	0.42153359503758026	31	NA	0.9482155129924918	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8421920410923311
CNV0_00314	0.9773656805059211	0.42133404327922175	32	NA	0.9480450237708593	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8419755979704101
CNV0_02462	0.8227750373311771	0.4212608191135627	33	NA	0.9025262705321475	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02447	0.82171628445588	0.42071873764141066	34	NA	0.9019439564507341	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00164	0.9717788389508033	0.42069358460532125	35	NA	0.9458606030653391	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8455289665695891
CNV0_02486	0.8211778186944336	0.42044304317155	36	NA	0.7016478002819385	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02491	0.8211778186944336	0.42044304317155	37	NA	0.9016478002819386	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02493	0.8210372995164625	0.4203710973524289	38	NA	0.9015705147340545	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00391	0.9800486855334318	0.42034013299886663	39	NA	0.9484492359431107	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8376898355988925
CNV0_00802	0.9711686932744137	0.42023054217623595	40	NA	0.9454250187154849	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8451289496582298
CNV0_00262	0.9755112207979261	0.41990455063742904	41	NA	0.7467097060314448	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8407141383703416
CNV0_02494	0.8196877726098822	0.41968013957625977	42	NA	0.9008282749354353	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00130	0.9715976674482081	0.4196396030553023	43	NA	0.9452706910012061	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8435678956187667
CNV0_00350	0.9558524670190623	0.41958146625529336	44	NA	0.9400550330895316	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8573447049161895
CNV0_00826	0.9764882688161769	0.4193167894022292	45	NA	0.946742880468914	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8386973304800662
CNV0_02531	0.8183932297519851	0.41901733363301646	46	NA	0.9001162763635919	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00420	0.9682662717186545	0.41882301341525047	47	NA	0.9437522205150046	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8448230842789781
CNV0_00787	0.9764541940879352	0.41870397826499095	48	NA	0.9464250166916903	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8375008397733038
CNV0_00721	0.9741363150015548	0.4186795013560487	49	NA	0.9456361057466516	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8394445299831854
CNV0_02461	0.8174619618247314	0.4185405244542625	50	NA	0.8996040790036024	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02466	0.816910852183048	0.4182583563177207	51	NA	0.8993009687006766	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02472	0.816910852183048	0.4182583563177207	52	NA	0.8993009687006766	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00642	0.9709623024647278	0.4182414274938953	53	NA	0.9443561209617011	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8413074184244026
CNV0_00904	0.9671910956079609	0.41798905754889043	54	NA	0.9429746419836764	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8440781575971913
CNV0_00122	0.9731869069524706	0.4179367520588717	55	NA	0.9449460019057747	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8387728123276632
CNV0_00689	0.9791008098014334	0.41779347711835296	56	NA	0.9468606210856876	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8334207027795967
CNV0_00562	0.9745038671640074	0.41761276795967034	57	NA	0.945224612995577	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8369899442214922
CNV0_00557	0.9816500440924569	0.41752382387557874	58	NA	0.9475874972245457	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8307198918947778
CNV0_02440	0.8152441030463662	0.41740498075973953	59	NA	0.8983842566755014	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00351	0.9762777628407573	0.41725125984444167	60	NA	0.7456392463782882	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8347459072634866
CNV0_00521	0.9750407154425863	0.4172044425188139	61	NA	0.7452001884790616	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8357111799425565
CNV0_02455	0.814850667583278	0.41720354180263836	62	NA	0.8981678671708029	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00905	0.9800407494075193	0.4171810483914168	63	NA	0.9468726305533395	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8314008735168152
CNV0_00681	0.9754579560736513	0.4171289653539741	64	NA	0.945302523111939	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8352025890857225
CNV0_00387	0.9775785345324854	0.41709113686021176	65	NA	0.9459970130860789	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8333152763728472
CNV0_00745	0.9828026403043537	0.41706430393394994	66	NA	0.9477495642581235	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8288324483629159
CNV0_00421	0.9787433035866643	0.4168402047216182	67	NA	0.7462645245273023	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8318228302185477
CNV0_00287	0.977496043994744	0.4168320260459755	68	NA	0.9458397924070143	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8328678728396198
CNV0_00166	0.9777268506797592	0.416828860867464	69	NA	0.7459160027266166	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8326649394109958
CNV0_00539	0.9663405548580635	0.41678609277016676	70	NA	0.742084732070079	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8423897075925761
CNV0_00716	0.9693073517247942	0.4167438614949579	71	NA	0.7430506128920091	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8397262777734891
CNV0_00761	0.9766753836279252	0.4166130955010546	72	NA	0.9454539327844922	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8331298871565334
CNV0_00397	0.9817616203011983	0.41660953555752	73	NA	0.7471705382635936	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.828806588391738
CNV0_00755	0.9752092144716299	0.41643810895195943	74	NA	0.7448730653913818	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8340319897279408
CNV0_00773	0.9790950844689066	0.4164243993739194	75	NA	0.9461759223214077	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8306945034540363
CNV0_00323	0.9760179380915981	0.4162310661963677	76	NA	0.9450415155536482	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8329265984130776
CNV0_00800	0.970179941186292	0.4162293025121369	77	NA	0.9430827504945851	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8379351313684978
CNV0_00177	0.9775222141173396	0.4161304909273356	78	NA	0.9454981884296216	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8314438826603392
CNV0_00908	0.9696417096127302	0.4160997153921849	79	NA	0.7428377479815744	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8381392307782912
CNV0_00788	0.9799245017379036	0.41609749318328154	80	NA	0.9462934326112535	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8293398266216265
CNV0_02468	0.812661595621783	0.41608273695835296	81	NA	0.8969638775919806	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00780	0.9781040325239563	0.41604586370754415	82	NA	0.9456522969732053	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8307803163401175
CNV0_00264	0.9792889484009649	0.41604403896037123	83	NA	0.9460517848636287	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8297714529723923
CNV0_02469	0.8115977766766024	0.41553806165842055	84	NA	0.8963787771721314	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00677	0.9768606401234662	0.41547989126268203	85	NA	0.9449498949880566	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8307061716806008
CNV0_00414	0.9774990084417381	0.4154647809142467	86	NA	0.9451578237858831	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8301334765717087
CNV0_00531	0.9771626775106237	0.4153549855002777	87	NA	0.7449894089735586	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8301997453708622
CNV0_00715	0.9732783347424061	0.4153454009984187	88	NA	0.9436765414656525	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8334938294293166
CNV0_00508	0.9734892133835263	0.4151696592791491	89	NA	0.7436592382923779	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8329606837257535
CNV0_00540	0.9681665281304059	0.4151140873506439	90	NA	0.9418485756337638	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8374279406481616
CNV0_02475	0.8105779844234118	0.41501592802478693	91	NA	0.8958178914328765	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00875	0.9785703762970289	0.41500191928978863	92	NA	0.9452889064702328	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8283007980274675
CNV0_00444	0.9776002627375757	0.41493403975653365	93	NA	0.9449269296410514	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8289871405415387
CNV0_00474	0.9793355159849592	0.41492352647198666	94	NA	0.7455088632255855	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8274973177354318
CNV0_00324	0.9704108837955034	0.41489785132574325	95	NA	0.9424899693141822	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8350559329066205
CNV0_00372	0.9821833892355324	0.41487747581966494	96	NA	0.7464524609913409	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8250063876471924
CNV0_00518	0.9749261550724906	0.41469485246258947	97	NA	0.9439048295811789	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8307817771652367
CNV0_00805	0.9792793888716231	0.4146878600503316	98	NA	0.9453723439580308	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8270747203145525
CNV0_02467	0.8095639379109917	0.41449673621042776	99	NA	0.8952601658510455	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_02470	0.8095375920768323	0.4144832471433382	100	NA	0.8952456756422578	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00422	0.9703654980345225	0.4144079536548508	101	NA	0.9422282582759263	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8341089374277553
CNV0_00430	0.9828012789446386	0.41432714292673467	102	NA	0.9463892097162048	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8233940251866143
CNV0_00384	0.977811434137337	0.4143187891570128	103	NA	0.7446910838303232	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8275791802191517
CNV0_00553	0.971855713239352	0.41431162381403003	104	NA	0.9426797288719191	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8326363463611022
CNV0_00859	0.9773115554428964	0.4142788240699651	105	NA	0.9445020065857022	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8279226043684365
CNV0_00418	0.97963084645147	0.41425712109115276	106	NA	0.945276769283041	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8259192149389301
CNV0_02454	0.809016138865666	0.41421626309922105	107	NA	0.8949588763761163	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00259	0.9781840873930658	0.41419872969986754	108	NA	0.9447572933677029	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	0.8	1.0	0.8	0.8	0.8270241812060666
CNV0_00223	0.9699856773724415	0.41417276538962045	109	NA	0.741982619185908	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8339619865242611
CNV0_00644	0.9771792370969494	0.41417075497553085	110	NA	0.9444032579849866	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8278187103266573
CNV0_02471	0.8088459632571778	0.4141291331876751	111	NA	0.8948652797914478	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00174	0.9744878060934606	0.4139408966658597	112	NA	0.7433793837583592	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8296443616278232
CNV0_00482	0.9738947749020974	0.41391648947526194	113	NA	0.7431672778706864	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	0.8	1.0	0.8	0.8	0.830100606698131
CNV0_00503	0.969238353637899	0.4139120208549161	114	NA	0.7416009886780509	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8340795767088257
CNV0_00300	0.9679960079490625	0.4137492364736154	115	NA	0.7411032047175129	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	0.8	1.0	0.8	0.8	0.8348216013821141
CNV0_00607	0.9669569487065044	0.4135977624363804	116	NA	0.9406795005260482	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8354127149498828
CNV0_00106	0.9513585390257686	0.4134643245423849	117	NA	0.9354562311617558	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8488361387903327
CNV0_02521	0.8074809962742503	0.41343027009241623	118	NA	0.8941145479508377	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; Low confidence due to sparse method coverage	0.8	1.0	0.8	0.8	1.0
CNV0_00398	0.9759452247112247	0.4133149162279552	119	NA	0.9435580404159527	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8271526672991161
CNV0_00099	0.9626920594500177	0.4132801122926453	120	NA	0.9390979530540098	high	True	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	0.8	1.0	0.8	0.8	0.8384692814260004
