method_name	method_family	method_role	uses_public_pretraining	training_overlap_audited	clean_comparator_allowed	mean_AUPRC	mean_top10_precision	mean_ECE	source_collapse_rate	utility_score	posterior_alpha	public_overlap_penalty	bounded_fallback_penalty	uncertainty_only_penalty	calibration_penalty	abstention_penalty	posterior_weight_global	selector_context	redundancy_penalty	selector_objective	selector_weight
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.06566127175244799	0.017617128733738458	low_prevalence	0.0	0.8087866417968184	0.16581229940621803
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.07750829960333208	0.0	0.015231269241014327	low_prevalence	0.0	0.7623254143640347	0.1433566056023168
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.018500454720921794	0.09161786237915384	0.0158567022866721	low_prevalence	0.0	0.7154761639668954	0.1492431773015146
source_balanced_plus_pu_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7835661250612553	0.7801020408163266	0.1274281647560252	0.5	0.6905140313291454	6.524112250633163	0.0	0.0	0.0	0.027428164756025192	0.09161786237915384	0.015385758406706439	low_prevalence	0.0	0.6905140313291454	0.14481065661050974
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7856412585510668	0.7786734693877552	0.1299403753005572	0.5	0.6883002471536757	6.506401977229405	0.0	0.0	0.0	0.02994037530055718	0.09161786237915384	0.015343992419635863	low_prevalence	0.0	0.6883002471536757	0.1444175554157685
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.013472544316000023	low_prevalence	0.0	0.6691051248154682	0.12680349821194087
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.07086757572496169	0.0	0.013340022892862523	low_prevalence	0.0	0.662080896489276	0.12555620745173138
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.06566127175244799	0.017617128733738458	qk_probe	0.0	0.8087866417968184	0.1736693177229396
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.018500454720921794	0.09161786237915384	0.0158567022866721	qk_probe	0.0	0.7154761639668954	0.15631506751655222
source_balanced_plus_pu_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7835661250612553	0.7801020408163266	0.1274281647560252	0.5	0.6905140313291454	6.524112250633163	0.0	0.0	0.0	0.027428164756025192	0.09161786237915384	0.015385758406706439	qk_probe	0.0	0.6905140313291454	0.15167251176552354
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7856412585510668	0.7786734693877552	0.1299403753005572	0.5	0.6883002471536757	6.506401977229405	0.0	0.0	0.0	0.02994037530055718	0.09161786237915384	0.015343992419635863	qk_probe	0.0	0.6883002471536757	0.1512607834647204
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.07750829960333208	0.0	0.015231269241014327	qk_probe	0.0	0.6823254143640347	0.15014956052830217
W7A_QK_only	qk_fallback	bounded_fallback	False	True	True	0.7185594821534456	0.8020833333333334	0.2501888880379391	0.0	0.4609073970404396	4.687259176323517	0.0	0.1	0.0	0.1501888880379391	0.0730811495825032	0.01105392343142663	qk_probe	0.0	0.6409073970404395	0.10896936552555353
rule_gated_C_QK_structure	qk_fallback	bounded_fallback	False	True	True	0.5519147906953146	0.5915032679738562	0.1698331693661433	0.0	0.4554984781028342	4.643987824822673	0.0	0.1	0.0	0.06983316936614328	0.0	0.010951876971380049	qk_probe	0.0	0.6354984781028342	0.10796339347640847
