method_name	method_family	method_role	uses_public_pretraining	training_overlap_audited	clean_comparator_allowed	mean_AUPRC	mean_top10_precision	mean_ECE	source_collapse_rate	utility_score	posterior_alpha	public_overlap_penalty	bounded_fallback_penalty	uncertainty_only_penalty	calibration_penalty	abstention_penalty	posterior_weight_global	context_label	context_multiplier	contextual_alpha	context_adjustment_reasons	contextual_weight	selected_rank
kNN	classical_biophysical	internal_candidate	False	True	True	0.61054647575326	0.7958333333333333	0.2317392558323434	0.0	0.5819538917190391	5.655631133752313	0.0	0.0	0.0	0.1317392558323434	0.0730811495825032	0.0129372506200646	rare_hla	1.0	5.655631133752313		0.014650817739342051	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	low_support_hla	1.0	6.458603314912278		0.016730903727575776	1
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	low_support_hla	1.0	5.856407484540365		0.015170925513735455	2
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	low_support_hla	1.0	5.825510232380533		0.015090886699439612	3
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	low_support_hla	1.0	5.712840998523746		0.014799018935961212	4
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	low_support_hla	1.0	5.694120332343046		0.014750523363727785	5
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	low_support_hla	1.0	5.656647171914209		0.01465344976918525	6
kNN	classical_biophysical	internal_candidate	False	True	True	0.61054647575326	0.7958333333333333	0.2317392558323434	0.0	0.5819538917190391	5.655631133752313	0.0	0.0	0.0	0.1317392558323434	0.0730811495825032	0.0129372506200646	low_support_hla	1.0	5.655631133752313		0.014650817739342051	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	external_or_holdout	1.0	6.458603314912278		0.01674270909742439	1
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	external_or_holdout	1.0	5.856407484540365		0.015181630158837217	2
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	external_or_holdout	1.0	5.825510232380533		0.015101534868942662	3
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	external_or_holdout	1.0	5.712840998523746		0.014809461162799667	4
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	external_or_holdout	1.0	5.694120332343046		0.014760931371962419	5
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	external_or_holdout	1.0	5.656647171914209		0.014663789282035246	6
kNN	classical_biophysical	internal_candidate	False	True	True	0.61054647575326	0.7958333333333333	0.2317392558323434	0.0	0.5819538917190391	5.655631133752313	0.0	0.0	0.0	0.1317392558323434	0.0730811495825032	0.0129372506200646	external_or_holdout	1.0	5.655631133752313		0.014661155395024841	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	high_leakage_review_only	1.0	6.458603314912278	high-leakage review-only context	0.016447594934187088	1
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	high_leakage_review_only	0.7997503117974635	5.974369263434495	source-prior coupling penalty; high-leakage review-only context	0.015214435821649913	2
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	high_leakage_review_only	1.0	5.856407484540365	high-leakage review-only context	0.014914032241747881	3
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	high_leakage_review_only	1.0	5.825510232380533	high-leakage review-only context	0.014835348745746353	4
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	high_leakage_review_only	1.0	5.712840998523746	high-leakage review-only context	0.014548423255874122	5
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	high_leakage_review_only	1.0	5.694120332343046	high-leakage review-only context	0.01450074887192065	6
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	high_leakage_review_only	1.0	5.656647171914209	high-leakage review-only context	0.01440531905008684	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	korean_hla_focus	1.0	6.458603314912278		0.016459410701253546	1
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	korean_hla_focus	0.823357487681961	6.150721787366429	source-prior coupling penalty	0.015674790828795058	2
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	korean_hla_focus	1.0	5.856407484540365		0.014924746314637884	3
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	korean_hla_focus	1.0	5.825510232380533		0.014846006293298492	4
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	korean_hla_focus	1.0	5.712840998523746		0.01455887467938397	5
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	korean_hla_focus	1.0	5.694120332343046		0.014511166046689691	6
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	korean_hla_focus	1.0	5.656647171914209		0.014415667669146034	7
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.8018477297085784	0.7886734693877551	0.1185004547209218	0.5	0.7154761639668954	6.723809311735163	0.0	0.0	0.0	0.0185004547209217	0.0916178623791538	0.0153807071448326	source:CEDAR	1.092333305811171	7.344640853131605	source-heldout utility=0.970; source-prior coupling penalty	0.01759924551262034	1
source_balanced_plus_pu_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7835661250612553	0.7801020408163266	0.1274281647560251	0.5	0.6905140313291454	6.524112250633163	0.0	0.0	0.0	0.027428164756025	0.0916178623791538	0.0149239003152378	source:CEDAR	1.0680976029340568	6.968388656173995	source-heldout utility=0.929; source-prior coupling penalty	0.016697669122251794	2
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	True	0.7856412585510668	0.7786734693877552	0.1299403753005572	0.5	0.6883002471536757	6.506401977229405	0.0	0.0	0.0	0.0299403753005571	0.0916178623791538	0.0148833880823578	source:CEDAR	1.0705034013111203	6.965125446921477	source-heldout utility=0.930; source-prior coupling penalty	0.01668984981264326	3
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	source:CEDAR	1.0	6.458603314912278		0.015476120300599814	4
anchor_rf	internal_baseline	anchor	False	True	True	0.6145059707030316	0.7098214285714285	0.2820268271796063	0.3333333333333333	0.4958018807970833	4.966415046376667	0.0	0.0	0.0	0.1820268271796063	0.0854322474708876	0.0113606695024338	source:CEDAR	1.2972998765612727	6.442929626616498	source-heldout utility=0.925	0.015438562972212803	5
anchor_rf_retrained_cf	internal_baseline	anchor	False	True	True	0.6338654497872817	0.7443877551020408	0.2757104258121499	0.5	0.4876180422490748	4.900944337992598	0.0	0.0	0.0	0.1757104258121498	0.0916178623791538	0.0112109053218133	source:CEDAR	1.299638477837477	6.3694558393949015	source-heldout utility=0.928	0.015262504912205205	6
hard_decoy_sequence_only_source_stress	classical_biophysical	internal_candidate	False	True	True	0.6815679940633383	0.7286734693877551	0.2342326116775485	0.0	0.5816241395188945	5.652993116151156	0.0	0.0	0.0	0.1342326116775485	0.0916178623791538	0.0129312161574133	source:CEDAR	1.1020689982634304	6.229988460706772	source-heldout utility=0.646	0.014928312854674247	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	source:ITSNdb_Val	1.1828279960870254	7.639416816498708	source-heldout utility=0.761	0.018091045012759592	1
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	source:ITSNdb_Val	1.3017635555788232	7.6236578299936975	source-heldout utility=0.931	0.01805372586378975	2
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	source:ITSNdb_Val	1.2386972612223177	7.076480498669936	source-heldout utility=0.841	0.016757945051102435	3
kNN	classical_biophysical	internal_candidate	False	True	True	0.61054647575326	0.7958333333333333	0.2317392558323434	0.0	0.5819538917190391	5.655631133752313	0.0	0.0	0.0	0.1317392558323434	0.0730811495825032	0.0129372506200646	source:ITSNdb_Val	1.249913015156924	7.069046963003726	source-heldout utility=0.857	0.016740341557069893	4
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	source:ITSNdb_Val	1.2043146031896033	7.015747043886335	source-heldout utility=0.792	0.016614121027533305	5
Wave8_TCR_motif_only	tcr_aware	internal_candidate	False	True	True	0.5201255818036871	0.78125	0.1381521783210339	0.0	0.5784586125234403	5.627668900187523	0.0	0.0	0.0	0.0381521783210339	0.067861634209605	0.0128732870384644	source:ITSNdb_Val	1.237407208557697	6.963718064468007	source-heldout utility=0.839	0.016490910233930303	6
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	source:ITSNdb_Val	1.2107234760189305	6.894005161644441	source-heldout utility=0.801	0.01632582181249118	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	source:ITSNdb_main	1.1442154286859991	7.390033560685167	source-heldout utility=0.706	0.01937466777956913	1
Wave8_TCR_motif_only	tcr_aware	internal_candidate	False	True	True	0.5201255818036871	0.78125	0.1381521783210339	0.0	0.5784586125234403	5.627668900187523	0.0	0.0	0.0	0.0381521783210339	0.067861634209605	0.0128732870384644	source:ITSNdb_main	1.1208257425303338	6.3076361737675475	source-heldout utility=0.673	0.01653691479715124	2
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	source:ITSNdb_main	1.0663441574698989	6.244945904902606	source-heldout utility=0.595	0.01637255788019057	3
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	source:ITSNdb_main	1.058393474356537	6.16568201474879	source-heldout utility=0.583	0.01616474941409423	4
kNN	classical_biophysical	internal_candidate	False	True	True	0.61054647575326	0.7958333333333333	0.2317392558323434	0.0	0.5819538917190391	5.655631133752313	0.0	0.0	0.0	0.1317392558323434	0.0730811495825032	0.0129372506200646	source:ITSNdb_main	1.0425781641249734	5.8964375243955285	source-heldout utility=0.561	0.015458863235197068	5
elastic_net_lr	classical_biophysical	internal_candidate	False	True	True	0.4827540835334972	0.538562091503268	0.1740714295493914	0.0	0.5575329274426096	5.460263419540877	0.0	0.0	0.0	0.0740714295493913	0.0	0.0124903471671965	source:ITSNdb_main	1.0788613942809886	5.89086740594735	source-heldout utility=0.613	0.015444259892256862	6
Wave8_TCR_SelfSim_full	tcr_aware	internal_candidate	False	True	True	0.4843528280615256	0.79375	0.154846368922506	0.0	0.5404964764815336	5.323971811852269	0.0	0.0	0.0	0.0548463689225059	0.067861634209605	0.0121785802495211	source:ITSNdb_main	1.099539733610483	5.853918547753765	source-heldout utility=0.642	0.015347389986801557	7
kNN	classical_biophysical	internal_candidate	False	True	True	0.61054647575326	0.7958333333333333	0.2317392558323434	0.0	0.5819538917190391	5.655631133752313	0.0	0.0	0.0	0.1317392558323434	0.0730811495825032	0.0129372506200646	source:NEPdb	1.3062094454828956	7.387438807074409	source-heldout utility=0.937	0.018190759515542946	1
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	source:NEPdb	1.2770466791913666	7.295564625913041	source-heldout utility=0.896	0.017964529399958986	2
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	source:NEPdb	0.9584121136022086	7.159619432143977	source-heldout utility=0.734; source-prior coupling penalty	0.01762977923935139	3
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	source:NEPdb	1.2235322849742862	7.127699845765639	source-heldout utility=0.819	0.017551180751457604	4
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	source:NEPdb	1.250230974366519	7.118965611265454	source-heldout utility=0.857	0.01752967365495305	5
MultiTask_A_only	classical_biophysical	internal_candidate	False	True	True	0.5977420282156533	0.7955555555555556	0.2551142092116616	0.0	0.5477128011966252	5.381702409573002	0.0	0.0	0.0	0.1551142092116616	0.0712390941319746	0.0123106389346609	source:NEPdb	1.3177945435195566	7.0919780701813515	source-heldout utility=0.954	0.0174632197887895	6
MultiTask_AC	classical_biophysical	internal_candidate	False	True	True	0.5871865189717569	0.7755555555555556	0.2640872360557301	0.0	0.5236007532525275	5.18880602602022	0.0	0.0	0.0	0.16408723605573	0.0712390941319746	0.0118693886482281	source:NEPdb	1.30291689108663	6.760583015873837	source-heldout utility=0.933	0.016647195738373623	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	source:TESLA_mmc4	1.0	6.458603314912278		0.01765819514524095	1
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	source:TESLA_mmc4	0.823357487681961	6.150721787366429	source-prior coupling penalty	0.0168164292355021	2
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	source:TESLA_mmc4	1.0	5.856407484540365		0.016011756903120473	3
Stack_mean_E1	ensemble_or_fusion	internal_candidate	False	True	True	0.6547226088365166	0.7927083333333333	0.2193157684849198	0.0	0.6031887790475666	5.825510232380533	0.0	0.0	0.0	0.1193157684849197	0.0730811495825032	0.0133258488900168	source:TESLA_mmc4	1.0	5.825510232380533		0.01592728202806036	4
RF_biophys	internal_baseline	internal_candidate	False	True	True	0.5706072727927642	0.7770833333333333	0.2498321400557297	0.0	0.5891051248154683	5.712840998523746	0.0	0.0	0.0	0.1498321400557297	0.0730811495825032	0.0130681181290984	source:TESLA_mmc4	1.0	5.712840998523746		0.015619237823872393	5
Stack_LR_inmaster_E3a	ensemble_or_fusion	internal_candidate	False	True	True	0.6557758318401355	0.7958333333333333	0.2344317982906944	0.0	0.5867650415428808	5.694120332343046	0.0	0.0	0.0	0.1344317982906944	0.0730811495825032	0.0130252946237413	source:TESLA_mmc4	1.0	5.694120332343046		0.015568054439392895	6
v0_C_counterfactual_RF	internal_baseline	internal_candidate	False	True	True	0.4387272197550305	0.5032679738562091	0.1708675757249617	0.0	0.5820808964892761	5.656647171914209	0.0	0.0	0.0	0.0708675757249616	0.0	0.0129395748063542	source:TESLA_mmc4	1.0	5.656647171914209		0.015465600650656015	7
anchor_lr	internal_baseline	anchor	False	True	True	0.526168165769229	0.6032679738562092	0.1775082996033321	0.0	0.6823254143640347	6.458603314912278	0.0	0.0	0.0	0.077508299603332	0.0	0.0147740486896223	source:TESLA_mmc7_validation	1.0	6.458603314912278		0.017737756048585206	1
Structure_LR	structure_proxy	anchor	False	True	True	0.6623858274802117	0.7899999999999999	0.1573594162403874	0.0	0.8087866417968184	7.470293134374547	0.0	0.0	0.0	0.0573594162403874	0.0656612717524479	0.0170882881501911	source:TESLA_mmc7_validation	0.823357487681961	6.150721787366429	source-prior coupling penalty	0.01689219747172311	2
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	True	0.5640159289183905	0.821875	0.1485123384602096	0.0	0.6070509355675456	5.856407484540365	0.0	0.0	0.0	0.0485123384602095	0.067861634209605	0.0133965263237479	source:TESLA_mmc7_validation	1.0	5.856407484540365		0.016083899601332993	3
