page	title	family	images	tables	headings	definitions	bytes
thca_cnv_spatial_immune_decision_2026_05_08.html	THCA CNV-Spatial Immune Paper Decision | 2026-05-08	Spatial / Trajectory	3	22	23	TCGA-THCA; GSE250521; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	1497585
thca_deep_dive.html	Lumenix · THCA Deep Dive · Thyroid Cancer Neoantigen + ICI	Other	3	3	10	TCGA-THCA; K2 / PRJEB11591; GSE286332; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	44473
time_course.html	Lumenix · Time-Course Curation Evolution	Other	1	1	5	GSE76039 / Landa advanced thyroid; 8-gene mini-index; RAI_8 / thyroid differentiation score; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	27117
top22_review_pack_2026_0509.html	Top 22 Review Pack 2026-05-09	Other	0	0	6	TCGA-THCA; TCGA-THCA HM450; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; PRISM / DepMap; Neoantigen / pMHC / TCR resources	78352
tp53_hotspot.html	Lumenix · TP53 Hotspot	Neoantigen / Vaccine	1	1	3	AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	26362
trajectory.html	THCA — 8 Papers Hub | 2026-05-04 (Yu professor 공유본)	Spatial / Trajectory	0	0	12	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE250521; GSE76039 / Landa advanced thyroid; GSE184362 / GSE193581 / GSE241184; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	57507
vaccine_designer.html	Lumenix · Vaccine Combinatorial Designer	Neoantigen / Vaccine	0	3	6	TCGA-THCA; K2 / PRJEB11591; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	32527
vdjdb_browser.html	Lumenix · VDJdb Browser	Neoantigen / Vaccine	0	1	2	TCGA-THCA; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR; Neoantigen / pMHC / TCR resources	29948
wsi_dm1_recovery_dossier_2026_05_09.html	WSI DM1/DM2 Recovery Dossier · 2026-05-09	Other	2	4	14	TCGA-THCA; 8-gene mini-index; RAI_8 / thyroid differentiation score; MAPK output score; Cohen's d / Spearman rho / Cox HR	38668
yu_send_package.html	Yu Professor Send Package	HLA / Paper 2-4	0	4	15	TCGA-THCA; K2 / PRJEB11591; GSE213647 / Lee 2024; GSE286332; GSE76039 / Landa advanced thyroid; Hugo/Riaz melanoma ICI pool; AFND / Korean HLA references; RAI_8 / thyroid differentiation score; HLA-II / IFN-gamma module; Cohen's d / Spearman rho / Cox HR	37792
