split	algorithm	algorithm_family	score_column	n	positives	positive_rate	AUPRC	AUROC	top5_precision	top5_hits	top10_precision	top10_hits	top24_precision	top24_hits	top96_precision	top96_hits	claim_disposition
academic_all	NeoICI_HLA_I_gate	new_gate_component	neoici_hla_i_gate_score	2715	1179	0.43425414364640885	0.7243889969551325	0.7746882289016115	1.0	5	0.9	9	0.875	21	0.8958333333333334	86	gate component, not standalone algorithm
academic_all	NeoICI_dual_class_gate	new_gate_component	neoici_dual_class_gate_score	2715	1179	0.43425414364640885	0.7117085875515082	0.7513468113867684	0.8	4	0.9	9	0.9166666666666666	22	0.8958333333333334	86	gate component, not standalone algorithm
academic_all	NeoICI_tcell_recognition_gate	new_gate_component	neoici_tcell_recognition_gate_score	2715	1179	0.43425414364640885	0.8618568311354071	0.8640703412143058	1.0	5	1.0	10	1.0	24	1.0	96	gate component, not standalone algorithm
academic_all	NeoICI_dual_class_v1	new_claimsafe	NeoICI_dual_class_v1	2715	1179	0.43425414364640885	0.7955874395883897	0.8295551933135425	1.0	5	1.0	10	1.0	24	0.9479166666666666	91	reviewer-safe fallback; no industrial/patient superiority claim
academic_all	NeoICI_public_anchor_v1	new_public_anchor	NeoICI_public_anchor_v1	2715	1179	0.43425414364640885	0.6575652850167144	0.6987874832131751	1.0	5	0.8	8	0.75	18	0.875	84	diagnostic public-only fallback
academic_all	NeoICI_claimsafe_combo_v1	new_claimsafe	NeoICI_claimsafe_combo_v1	2715	1179	0.43425414364640885	0.8357618929165317	0.8703168071458864	1.0	5	1.0	10	1.0	24	0.9791666666666666	94	reviewer-safe fallback; no industrial/patient superiority claim
academic_all	NeoICI_GA_RL_combo_v1	new_production_ga_rl	NeoICI_GA_RL_combo_v1	2715	1179	0.43425414364640885	0.9139993742712691	0.9277514931439073	1.0	5	1.0	10	1.0	24	1.0	96	experiment-priority; freeze before prospective wetlab
academic_train_sources	BigMHC_IM	public_comparator	bigmhc_im_score	2285	1168	0.5111597374179431	0.6981290443649661	0.6825396886229014	0.8	4	0.9	9	0.7916666666666666	19	0.875	84	external public comparator
academic_train_sources	BigMHC_EL	public_comparator	bigmhc_el_score	2285	1168	0.5111597374179431	0.7001434698249481	0.7134719803534417	0.6	3	0.7	7	0.6666666666666666	16	0.7604166666666666	73	external public comparator
academic_train_sources	CROSS_core	prior_crossneo	crossneo_core_score_norm	2285	1168	0.5111597374179431	0.8824045757224565	0.8621759299002956	1.0	5	1.0	10	0.9166666666666666	22	0.9479166666666666	91	prior internal comparator
academic_train_sources	CROSS_stress	prior_crossneo	stress_guarded_discovery_score	2285	1168	0.5111597374179431	0.8824045757224565	0.8621759299002956	1.0	5	1.0	10	0.9166666666666666	22	0.9479166666666666	91	prior internal comparator
academic_train_sources	CROSS_BMA	prior_crossneo	bma_v2_discovery_score	2285	1168	0.5111597374179431	0.8729021218933208	0.8488383144675685	1.0	5	1.0	10	0.9166666666666666	22	0.9270833333333334	89	prior internal comparator
academic_train_sources	CROSS_finetuned	prior_crossneo	finetuned_experiment_priority_score	2285	1168	0.5111597374179431	0.8554283396806818	0.8538741246734771	1.0	5	1.0	10	0.9166666666666666	22	0.875	84	prior internal comparator
academic_train_sources	CROSS_integrated	prior_crossneo	immunogenicity_discovery_score	2285	1168	0.5111597374179431	0.8846490445870075	0.8736302902834157	1.0	5	1.0	10	1.0	24	1.0	96	prior internal comparator
academic_train_sources	CROSS_claimsafe	claim_safe_prior	immunogenicity_claim_safe_score	2285	1168	0.5111597374179431	0.8675124226137223	0.8383006708281723	1.0	5	1.0	10	1.0	24	1.0	96	prior claim-safe comparator
academic_train_sources	KG_GA_evolved	production_ga_rl	kg_ga_evolved_score	2285	1168	0.5111597374179431	0.9365719662794563	0.9310822163083602	1.0	5	1.0	10	1.0	24	1.0	96	prior GA/RL champion; production branch only
academic_train_sources	BioDarwin_PanVax_v2	biodarwin	biodarwin_pan_vaccine_score	2285	1168	0.5111597374179431	0.9172135804416075	0.8982291117352008	1.0	5	1.0	10	1.0	24	1.0	96	prior BioDarwin comparator
academic_train_sources	BioDarwin_public_anchor_v3	diagnostic_public_anchor	biodarwin_public_anchor_v3_score	2285	1168	0.5111597374179431	0.6863590195351217	0.6663116560993856	0.8	4	0.9	9	0.7083333333333334	17	0.8541666666666666	82	selected after industrial mini-set; diagnostic only
academic_train_sources	BioDarwin_mode_bank_v4	biodarwin	biodarwin_mode_bank_v4_score	2285	1168	0.5111597374179431	0.9172135804416075	0.8982291117352008	1.0	5	1.0	10	1.0	24	1.0	96	prior BioDarwin comparator
academic_train_sources	NeoICI_HLA_I_gate	new_gate_component	neoici_hla_i_gate_score	2285	1168	0.5111597374179431	0.7422180408070213	0.7341697734881839	1.0	5	0.9	9	0.875	21	0.8958333333333334	86	gate component, not standalone algorithm
academic_train_sources	NeoICI_dual_class_gate	new_gate_component	neoici_dual_class_gate_score	2285	1168	0.5111597374179431	0.7324204933858158	0.712332599551146	0.8	4	0.9	9	0.9166666666666666	22	0.8958333333333334	86	gate component, not standalone algorithm
academic_train_sources	NeoICI_tcell_recognition_gate	new_gate_component	neoici_tcell_recognition_gate_score	2285	1168	0.5111597374179431	0.8684655388508647	0.8389238235979445	1.0	5	1.0	10	1.0	24	1.0	96	gate component, not standalone algorithm
academic_train_sources	NeoICI_dual_class_v1	new_claimsafe	NeoICI_dual_class_v1	2285	1168	0.5111597374179431	0.8048307965347292	0.7920110741835396	1.0	5	1.0	10	1.0	24	0.9479166666666666	91	reviewer-safe fallback; no industrial/patient superiority claim
academic_train_sources	NeoICI_public_anchor_v1	new_public_anchor	NeoICI_public_anchor_v1	2285	1168	0.5111597374179431	0.687373574548853	0.6647196655670153	1.0	5	0.8	8	0.75	18	0.875	84	diagnostic public-only fallback
academic_train_sources	NeoICI_claimsafe_combo_v1	new_claimsafe	NeoICI_claimsafe_combo_v1	2285	1168	0.5111597374179431	0.8414721004831577	0.8372153272586796	1.0	5	1.0	10	1.0	24	0.9791666666666666	94	reviewer-safe fallback; no industrial/patient superiority claim
academic_train_sources	NeoICI_GA_RL_combo_v1	new_production_ga_rl	NeoICI_GA_RL_combo_v1	2285	1168	0.5111597374179431	0.9171408322243085	0.9108837885235649	1.0	5	1.0	10	1.0	24	1.0	96	experiment-priority; freeze before prospective wetlab
academic_validation_like	BigMHC_IM	public_comparator	bigmhc_im_score	430	11	0.02558139534883721	0.3337050077519977	0.8277283575612931	0.6	3	0.4	4	0.25	6	0.09375	9	external public comparator
academic_validation_like	BigMHC_EL	public_comparator	bigmhc_el_score	430	11	0.02558139534883721	0.3075901462458979	0.7146886526361468	0.4	2	0.3	3	0.20833333333333334	5	0.08333333333333333	8	external public comparator
academic_validation_like	CROSS_core	prior_crossneo	crossneo_core_score_norm	430	11	0.02558139534883721	0.6507890517584681	0.8769798220872206	1.0	5	0.7	7	0.2916666666666667	7	0.07291666666666667	7	prior internal comparator
academic_validation_like	CROSS_stress	prior_crossneo	stress_guarded_discovery_score	430	11	0.02558139534883721	0.6507890517584681	0.8769798220872206	1.0	5	0.7	7	0.2916666666666667	7	0.07291666666666667	7	prior internal comparator
academic_validation_like	CROSS_BMA	prior_crossneo	bma_v2_discovery_score	430	11	0.02558139534883721	0.6597609480858024	0.8674332827077457	1.0	5	0.7	7	0.2916666666666667	7	0.07291666666666667	7	prior internal comparator
academic_validation_like	CROSS_finetuned	prior_crossneo	finetuned_experiment_priority_score	430	11	0.02558139534883721	0.6056252886437907	0.8791494901280105	1.0	5	0.6	6	0.2916666666666667	7	0.09375	9	prior internal comparator
academic_validation_like	CROSS_integrated	prior_crossneo	immunogenicity_discovery_score	430	11	0.02558139534883721	0.7138411132584275	0.946192232588414	1.0	5	0.7	7	0.3333333333333333	8	0.09375	9	prior internal comparator
academic_validation_like	CROSS_claimsafe	claim_safe_prior	immunogenicity_claim_safe_score	430	11	0.02558139534883721	0.846480282703193	0.9919722282490779	1.0	5	0.8	8	0.4166666666666667	10	0.11458333333333333	11	prior claim-safe comparator
academic_validation_like	KG_GA_evolved	production_ga_rl	kg_ga_evolved_score	430	11	0.02558139534883721	0.9777495232040687	0.9993490995877631	1.0	5	0.9	9	0.4583333333333333	11	0.11458333333333333	11	prior GA/RL champion; production branch only
academic_validation_like	BioDarwin_PanVax_v2	biodarwin	biodarwin_pan_vaccine_score	430	11	0.02558139534883721	0.8863066757803602	0.97244521588197	1.0	5	0.9	9	0.4166666666666667	10	0.10416666666666667	10	prior BioDarwin comparator
academic_validation_like	BioDarwin_public_anchor_v3	diagnostic_public_anchor	biodarwin_public_anchor_v3_score	430	11	0.02558139534883721	0.3188402264384474	0.7977869385983943	0.6	3	0.4	4	0.25	6	0.09375	9	selected after industrial mini-set; diagnostic only
academic_validation_like	BioDarwin_mode_bank_v4	biodarwin	biodarwin_mode_bank_v4_score	430	11	0.02558139534883721	0.8863066757803602	0.97244521588197	1.0	5	0.9	9	0.4166666666666667	10	0.10416666666666667	10	prior BioDarwin comparator
academic_validation_like	NeoICI_HLA_I_gate	new_gate_component	neoici_hla_i_gate_score	430	11	0.02558139534883721	0.5695230044219556	0.8325016272510306	0.8	4	0.5	5	0.3333333333333333	8	0.09375	9	gate component, not standalone algorithm
academic_validation_like	NeoICI_dual_class_gate	new_gate_component	neoici_dual_class_gate_score	430	11	0.02558139534883721	0.3637967463258863	0.7771750922108918	0.4	2	0.4	4	0.25	6	0.08333333333333333	8	gate component, not standalone algorithm
academic_validation_like	NeoICI_tcell_recognition_gate	new_gate_component	neoici_tcell_recognition_gate_score	430	11	0.02558139534883721	0.846480282703193	0.9919722282490779	1.0	5	0.8	8	0.4166666666666667	10	0.11458333333333333	11	gate component, not standalone algorithm
academic_validation_like	NeoICI_dual_class_v1	new_claimsafe	NeoICI_dual_class_v1	430	11	0.02558139534883721	0.6548831968940765	0.8325016272510306	1.0	5	0.6	6	0.375	9	0.09375	9	reviewer-safe fallback; no industrial/patient superiority claim
academic_validation_like	NeoICI_public_anchor_v1	new_public_anchor	NeoICI_public_anchor_v1	430	11	0.02558139534883721	0.31053028213459327	0.7865046647862878	0.6	3	0.4	4	0.25	6	0.09375	9	diagnostic public-only fallback
academic_validation_like	NeoICI_claimsafe_combo_v1	new_claimsafe	NeoICI_claimsafe_combo_v1	430	11	0.02558139534883721	0.7294486237668056	0.9438055977435453	1.0	5	0.6	6	0.375	9	0.09375	9	reviewer-safe fallback; no industrial/patient superiority claim
academic_validation_like	NeoICI_GA_RL_combo_v1	new_production_ga_rl	NeoICI_GA_RL_combo_v1	430	11	0.02558139534883721	0.8633158508158509	0.9830765892818399	1.0	5	0.8	8	0.4166666666666667	10	0.11458333333333333	11	experiment-priority; freeze before prospective wetlab
academic_low_medium_leakage	BigMHC_IM	public_comparator	bigmhc_im_score	411	36	0.08759124087591241	0.3736554400436685	0.8826666666666667	0.2	1	0.3	3	0.4583333333333333	11	0.3333333333333333	32	external public comparator
academic_low_medium_leakage	BigMHC_EL	public_comparator	bigmhc_el_score	411	36	0.08759124087591241	0.3062364715389855	0.7457037037037038	0.6	3	0.4	4	0.375	9	0.23958333333333334	23	external public comparator
academic_low_medium_leakage	CROSS_core	prior_crossneo	crossneo_core_score_norm	411	36	0.08759124087591241	0.6005887057161617	0.9162222222222222	0.6	3	0.7	7	0.7083333333333334	17	0.3333333333333333	32	prior internal comparator
academic_low_medium_leakage	CROSS_stress	prior_crossneo	stress_guarded_discovery_score	411	36	0.08759124087591241	0.6005887057161617	0.9162222222222222	0.6	3	0.7	7	0.7083333333333334	17	0.3333333333333333	32	prior internal comparator
academic_low_medium_leakage	CROSS_BMA	prior_crossneo	bma_v2_discovery_score	411	36	0.08759124087591241	0.6356557775807816	0.8945925925925926	0.8	4	0.8	8	0.6666666666666666	16	0.3229166666666667	31	prior internal comparator
academic_low_medium_leakage	CROSS_finetuned	prior_crossneo	finetuned_experiment_priority_score	411	36	0.08759124087591241	0.6689250389708387	0.9385925925925926	0.8	4	0.8	8	0.7083333333333334	17	0.34375	33	prior internal comparator
academic_low_medium_leakage	CROSS_integrated	prior_crossneo	immunogenicity_discovery_score	411	36	0.08759124087591241	0.5727702239995741	0.9122962962962963	1.0	5	0.7	7	0.5416666666666666	13	0.3020833333333333	29	prior internal comparator
academic_low_medium_leakage	CROSS_claimsafe	claim_safe_prior	immunogenicity_claim_safe_score	411	36	0.08759124087591241	0.6168454121398345	0.9377037037037037	1.0	5	0.7	7	0.6666666666666666	16	0.3541666666666667	34	prior claim-safe comparator
academic_low_medium_leakage	KG_GA_evolved	production_ga_rl	kg_ga_evolved_score	411	36	0.08759124087591241	0.7570781942485161	0.968962962962963	1.0	5	0.9	9	0.7916666666666666	19	0.375	36	prior GA/RL champion; production branch only
academic_low_medium_leakage	BioDarwin_PanVax_v2	biodarwin	biodarwin_pan_vaccine_score	411	36	0.08759124087591241	0.711273490266241	0.9564444444444444	1.0	5	0.8	8	0.7916666666666666	19	0.3645833333333333	35	prior BioDarwin comparator
academic_low_medium_leakage	BioDarwin_public_anchor_v3	diagnostic_public_anchor	biodarwin_public_anchor_v3_score	411	36	0.08759124087591241	0.3628418243536467	0.8797777777777778	0.2	1	0.3	3	0.4583333333333333	11	0.3229166666666667	31	selected after industrial mini-set; diagnostic only
academic_low_medium_leakage	BioDarwin_mode_bank_v4	biodarwin	biodarwin_mode_bank_v4_score	411	36	0.08759124087591241	0.711273490266241	0.9564444444444444	1.0	5	0.8	8	0.7916666666666666	19	0.3645833333333333	35	prior BioDarwin comparator
academic_low_medium_leakage	NeoICI_HLA_I_gate	new_gate_component	neoici_hla_i_gate_score	411	36	0.08759124087591241	0.4240601347158754	0.8828148148148148	0.4	2	0.3	3	0.4583333333333333	11	0.3333333333333333	32	gate component, not standalone algorithm
academic_low_medium_leakage	NeoICI_dual_class_gate	new_gate_component	neoici_dual_class_gate_score	411	36	0.08759124087591241	0.4066057137583052	0.8558518518518519	0.2	1	0.5	5	0.4583333333333333	11	0.3125	30	gate component, not standalone algorithm
academic_low_medium_leakage	NeoICI_tcell_recognition_gate	new_gate_component	neoici_tcell_recognition_gate_score	411	36	0.08759124087591241	0.6497375138041437	0.9401481481481482	1.0	5	0.8	8	0.6666666666666666	16	0.3541666666666667	34	gate component, not standalone algorithm
academic_low_medium_leakage	NeoICI_dual_class_v1	new_claimsafe	NeoICI_dual_class_v1	411	36	0.08759124087591241	0.49255804176970375	0.8885185185185185	0.6	3	0.5	5	0.5	12	0.3333333333333333	32	reviewer-safe fallback; no industrial/patient superiority claim
academic_low_medium_leakage	NeoICI_public_anchor_v1	new_public_anchor	NeoICI_public_anchor_v1	411	36	0.08759124087591241	0.3627986019815305	0.8657037037037036	0.2	1	0.3	3	0.4583333333333333	11	0.3229166666666667	31	diagnostic public-only fallback
academic_low_medium_leakage	NeoICI_claimsafe_combo_v1	new_claimsafe	NeoICI_claimsafe_combo_v1	411	36	0.08759124087591241	0.5559096283446515	0.9206666666666666	0.8	4	0.7	7	0.5	12	0.34375	33	reviewer-safe fallback; no industrial/patient superiority claim
academic_low_medium_leakage	NeoICI_GA_RL_combo_v1	new_production_ga_rl	NeoICI_GA_RL_combo_v1	411	36	0.08759124087591241	0.6865865699313488	0.9546666666666666	1.0	5	0.8	8	0.7083333333333334	17	0.3645833333333333	35	experiment-priority; freeze before prospective wetlab
academic_high_leakage	BigMHC_IM	public_comparator	bigmhc_im_score	2304	1143	0.49609375	0.7109331072749238	0.6959212462783237	1.0	5	0.9	9	0.9166666666666666	22	0.9270833333333334	89	external public comparator
academic_high_leakage	BigMHC_EL	public_comparator	bigmhc_el_score	2304	1143	0.49609375	0.6953123647064136	0.7156982207542748	0.6	3	0.7	7	0.7083333333333334	17	0.7604166666666666	73	external public comparator
academic_high_leakage	CROSS_core	prior_crossneo	crossneo_core_score_norm	2304	1143	0.49609375	0.8830197600759343	0.8719050084286406	1.0	5	1.0	10	0.9166666666666666	22	0.9479166666666666	91	prior internal comparator
academic_high_leakage	CROSS_stress	prior_crossneo	stress_guarded_discovery_score	2304	1143	0.49609375	0.8830197600759343	0.8719050084286406	1.0	5	1.0	10	0.9166666666666666	22	0.9479166666666666	91	prior internal comparator
academic_high_leakage	CROSS_BMA	prior_crossneo	bma_v2_discovery_score	2304	1143	0.49609375	0.8740950996857612	0.8604914911045249	1.0	5	1.0	10	0.9166666666666666	22	0.9270833333333334	89	prior internal comparator
academic_high_leakage	CROSS_finetuned	prior_crossneo	finetuned_experiment_priority_score	2304	1143	0.49609375	0.8679683087836654	0.8743262174054254	1.0	5	1.0	10	0.9166666666666666	22	0.875	84	prior internal comparator
academic_high_leakage	CROSS_integrated	prior_crossneo	immunogenicity_discovery_score	2304	1143	0.49609375	0.9002314936374687	0.8923974942408684	1.0	5	1.0	10	1.0	24	1.0	96	prior internal comparator
academic_high_leakage	CROSS_claimsafe	claim_safe_prior	immunogenicity_claim_safe_score	2304	1143	0.49609375	0.8848957860010701	0.8620739806318354	1.0	5	1.0	10	1.0	24	1.0	96	prior claim-safe comparator
academic_high_leakage	KG_GA_evolved	production_ga_rl	kg_ga_evolved_score	2304	1143	0.49609375	0.9452362929331712	0.9427319647059622	1.0	5	1.0	10	1.0	24	1.0	96	prior GA/RL champion; production branch only
academic_high_leakage	BioDarwin_PanVax_v2	biodarwin	biodarwin_pan_vaccine_score	2304	1143	0.49609375	0.9231222366967137	0.9107129266033821	1.0	5	1.0	10	1.0	24	1.0	96	prior BioDarwin comparator
academic_high_leakage	BioDarwin_public_anchor_v3	diagnostic_public_anchor	biodarwin_public_anchor_v3_score	2304	1143	0.49609375	0.6985521613903289	0.6797425515608999	1.0	5	1.0	10	0.9166666666666666	22	0.9166666666666666	88	selected after industrial mini-set; diagnostic only
academic_high_leakage	BioDarwin_mode_bank_v4	biodarwin	biodarwin_mode_bank_v4_score	2304	1143	0.49609375	0.9231222366967137	0.9107129266033821	1.0	5	1.0	10	1.0	24	1.0	96	prior BioDarwin comparator
academic_high_leakage	NeoICI_HLA_I_gate	new_gate_component	neoici_hla_i_gate_score	2304	1143	0.49609375	0.7629922570558102	0.7553878116656607	1.0	5	1.0	10	1.0	24	0.96875	93	gate component, not standalone algorithm
academic_high_leakage	NeoICI_dual_class_gate	new_gate_component	neoici_dual_class_gate_score	2304	1143	0.49609375	0.7438013687855969	0.7324673347786738	0.8	4	0.9	9	0.9583333333333334	23	0.9375	90	gate component, not standalone algorithm
academic_high_leakage	NeoICI_tcell_recognition_gate	new_gate_component	neoici_tcell_recognition_gate_score	2304	1143	0.49609375	0.8855272549322799	0.8625291347625473	1.0	5	1.0	10	1.0	24	1.0	96	gate component, not standalone algorithm
academic_high_leakage	NeoICI_dual_class_v1	new_claimsafe	NeoICI_dual_class_v1	2304	1143	0.49609375	0.8271199647716525	0.8178614839381081	1.0	5	1.0	10	1.0	24	0.9895833333333334	95	reviewer-safe fallback; no industrial/patient superiority claim
academic_high_leakage	NeoICI_public_anchor_v1	new_public_anchor	NeoICI_public_anchor_v1	2304	1143	0.49609375	0.6985984334810899	0.6771231546099804	1.0	5	1.0	10	0.9166666666666666	22	0.9270833333333334	89	diagnostic public-only fallback
academic_high_leakage	NeoICI_claimsafe_combo_v1	new_claimsafe	NeoICI_claimsafe_combo_v1	2304	1143	0.49609375	0.8654334770807366	0.8629435963054144	1.0	5	1.0	10	1.0	24	1.0	96	reviewer-safe fallback; no industrial/patient superiority claim
academic_high_leakage	NeoICI_GA_RL_combo_v1	new_production_ga_rl	NeoICI_GA_RL_combo_v1	2304	1143	0.49609375	0.9307321535370081	0.9273539343327132	1.0	5	1.0	10	1.0	24	1.0	96	experiment-priority; freeze before prospective wetlab
industrial_locked_v0	BigMHC_IM	public_comparator	BigMHC_IM	25	9	0.36	0.5781211163564105	0.6111111111111112	0.8	4	0.4	4	0.375	9	0.36	9	external public comparator
industrial_locked_v0	BigMHC_EL	public_comparator	BigMHC_EL	25	9	0.36	0.4161278984314835	0.4513888888888889	0.2	1	0.2	2	0.375	9	0.36	9	external public comparator
industrial_locked_v0	BioDarwin_PanVax_v2	biodarwin	biodarwin_pan_vaccine_score	25	9	0.36	0.4943223443223443	0.5416666666666666	0.6	3	0.4	4	0.375	9	0.36	9	prior BioDarwin comparator
industrial_locked_v0	BioDarwin_public_anchor_v3	diagnostic_public_anchor	biodarwin_public_anchor_v3_score	25	9	0.36	0.6279786662139604	0.638888888888889	0.8	4	0.5	5	0.375	9	0.36	9	selected after industrial mini-set; diagnostic only
industrial_locked_v0	BioDarwin_mode_bank_v4	biodarwin	biodarwin_mode_bank_v4_score	25	9	0.36	0.6279786662139604	0.638888888888889	0.8	4	0.5	5	0.375	9	0.36	9	prior BioDarwin comparator
industrial_locked_v0	GA_public_feature_adapter	public_adapter	ga_public_feature_adapter_score	25	9	0.36	0.5153963210229195	0.5902777777777778	0.6	3	0.4	4	0.375	9	0.36	9	public feature adapter comparator
industrial_locked_v0	NeoICI_HLA_I_gate	new_gate_component	neoici_hla_i_gate_score	25	9	0.36	0.5116204672470657	0.5972222222222222	0.6	3	0.4	4	0.375	9	0.36	9	gate component, not standalone algorithm
industrial_locked_v0	NeoICI_dual_class_gate	new_gate_component	neoici_dual_class_gate_score	25	9	0.36	0.45444777769339173	0.5208333333333334	0.2	1	0.4	4	0.375	9	0.36	9	gate component, not standalone algorithm
industrial_locked_v0	NeoICI_tcell_recognition_gate	new_gate_component	neoici_tcell_recognition_gate_score	25	9	0.36	0.36	0.5	0.4	2	0.3	3	0.3333333333333333	8	0.36	9	gate component, not standalone algorithm
industrial_locked_v0	NeoICI_dual_class_v1	new_claimsafe	NeoICI_dual_class_v1	25	9	0.36	0.49858340588699096	0.5833333333333333	0.6	3	0.5	5	0.375	9	0.36	9	reviewer-safe fallback; no industrial/patient superiority claim
industrial_locked_v0	NeoICI_public_anchor_v1	new_public_anchor	NeoICI_public_anchor_v1	25	9	0.36	0.5346603902869888	0.6180555555555556	0.8	4	0.5	5	0.375	9	0.36	9	diagnostic public-only fallback
industrial_locked_v0	NeoICI_claimsafe_combo_v1	new_claimsafe	NeoICI_claimsafe_combo_v1	25	9	0.36	0.5310920986752188	0.6041666666666666	0.8	4	0.5	5	0.375	9	0.36	9	reviewer-safe fallback; no industrial/patient superiority claim
industrial_locked_v0	NeoICI_GA_RL_combo_v1	new_production_ga_rl	NeoICI_GA_RL_combo_v1	25	9	0.36	0.5629672685938671	0.5972222222222222	0.6	3	0.4	4	0.375	9	0.36	9	experiment-priority; freeze before prospective wetlab
