cluster_1,,B cell,B cell,B cell,B cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell
HLA-DRA,CTSL,0.0,2.1881183620180176,2.30291657355325,1.969055942126683,0.0,1.5785974703772143,1.6933956819124465,1.3595350504858796,0.0,2.0604763491423617,2.175274560677594,1.8414139292510272,0.0,1.0750466507275673,1.1898448622627993,0.8559842308362324
IL1RN,IL1R2,0.0,0.0,0.0,0.0,0.0,0.08247848591220364,0.0,0.0,0.0,0.11951932575067475,0.0,0.0,0.0,0.061274113250356234,0.0,0.0
IL1B,IL1R2,0.0,0.0,0.0,0.0,0.0,0.13078497857503557,0.0,0.0,0.0,0.024066996542563814,0.0,0.0,0.0,0.05899146255255728,0.0,0.0
GAS1,SHH,0.0,0.0,0.0,0.0,0.0,0.006201456334397257,0.0,0.0,0.0,0.035689727972576524,0.0,0.0,0.0,0.0,0.0,0.0
SHH,GAS1,0.0,0.0,0.0,0.0,0.0,0.006201456334397257,0.035689727972576524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,IL1R2,0.0,0.0,0.0,0.0,0.0,0.08590085606706233,0.0,0.0,0.0,0.06384835065338024,0.0,0.0,0.0,0.0,0.0,0.0
DLL1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.2004309123389413,0.2199312146220367,0.14012819801640114,0.0,0.1486931582553741,0.1681934605384695,0.08839044393283393,0.0,0.0,0.0,0.0
DLL4,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.029233048749774285,0.03052154859011062,0.0,0.0,0.027114889716318234,0.028403389556654567,0.0,0.0,0.06471534628355166,0.06600384612388799,0.0
IL13,IL13RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL20,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL24,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0050060854215279085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,FGFR2,0.0,0.0,0.0,0.0,0.0,0.0018310503355408053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22,IL22RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,ACKR4,0.0,0.0,0.0,0.0,0.0,0.02977874313546878,0.0,0.0,0.0,0.33439470784634634,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,ACKR4,0.0,0.0,0.0,0.0,0.0,0.057799963245008766,0.0,0.0,0.0,0.21218689256918097,0.0,0.0,0.0,0.09593422300926999,0.0,0.0
ADM,CALCRL,0.0,0.0,0.0,0.0,0.0,0.12899945346953548,0.14482403779096625,0.0,0.0,0.06343072013843705,0.07925530445986781,0.0,0.0,0.0,0.0,0.0
ADM,RAMP2,0.0,0.0,0.0,0.0,0.0,0.15727454881587666,0.13994489611495137,0.0,0.0,0.09170581548477821,0.07437616278385295,0.0,0.0,0.0,0.0,0.0
CALCA,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,RAMP3,0.0,0.0,0.0,0.0,0.0,0.21718832755215794,0.2727426974040165,0.0,0.0,0.1516195942210595,0.20717396407291808,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APELA,APLNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL17,CCR4,0.0,0.0,0.0,0.0,0.0,0.0013477964582201962,0.0,0.0875782653661984,0.0,0.019965454357195517,0.0,0.10619592326517371,0.0,0.0,0.0,0.0
CCL22,CCR4,0.0,0.0,0.0,0.0,0.0,0.0077639017841099525,0.0,0.09399437069208814,0.0,0.05084557670637554,0.0,0.13707604561435374,0.0,0.04395975028997625,0.0,0.13019021919795445
CCL20,CCR6,0.0,0.0,0.0,0.0,0.0,0.011392228685640198,0.0,0.0,0.0,0.01607961758989688,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,CCR7,0.0,0.0,0.0,0.0,0.0,0.04293610066955903,0.16888627816257737,0.0,0.0,0.3475520653804366,0.4735022428734549,0.0,0.0,0.0,0.0,0.0
CCL21,CCR7,0.0,0.0,0.0,0.0,0.0,0.07095732077909903,0.19690749827211734,0.0,0.0,0.22534425010327122,0.35129442759628954,0.0,0.0,0.10909158054336024,0.23504175803637856,0.0
SAA1,FPR2,0.0,0.0,0.0,0.0,0.0,1.2524146418861428,1.2548768593897452,0.0,0.0,0.6974447898987847,0.6999070074023871,0.0,0.0,0.43784690599799514,0.44030912350159757,0.0
RSPO3,LGR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMU,NMUR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,HMOX1,0.0,0.0,0.0,0.0,0.0,0.044495595047805134,0.11555522404322494,0.045846653278655114,0.0,0.04352888908562042,0.11458851808104023,0.0448799473164704,0.0,0.0,0.0,0.0
HLA-DRA,LGMN,0.0,2.168918605617719,2.4212954388610246,2.0170730834915522,0.0,1.559397713976916,1.8117745472202216,1.4075521918507492,0.0,2.0412765927420633,2.293653425985369,1.8894310706158968,0.0,1.0558468943272687,1.3082237275705744,0.9040013722011021
HLA-DRB5,LGMN,0.0,0.0,0.0,0.0,0.0,0.7129166235777731,0.9652934568210788,0.5610711014516064,0.0,0.9513508575808414,1.203727690824147,0.7995053354546746,0.0,0.36287885220338345,0.6152556854466891,0.21103333007721675
HLA-DQA2,LGMN,0.0,0.0,0.0,0.0,0.0,0.5036415384178737,0.7560183716611794,0.351796016291707,0.0,0.6321342691330074,0.884511102376313,0.4802887470068407,0.0,0.40328455422666254,0.6556613874699683,0.25143903210049584
HLA-DRB1,LGMN,0.0,0.0,0.0,0.0,0.0,1.0407465242818361,1.293123357525142,0.8889010021556695,0.0,1.3077721812666518,1.5601490145099575,1.155926659140485,0.0,0.8300585848666744,1.08243541810998,0.6782130627405076
HLA-DQB2,LGMN,0.0,0.0,0.0,0.0,0.0,0.3183617117044611,0.5707385449477668,0.16651618957829442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA3,ITGA6,0.0,0.0,0.0,0.0,0.0,0.47157643154045237,0.19691658973974824,0.0,0.0,0.36161264886130756,0.08695280706060343,0.0,0.0,0.4402512810237587,0.16559143922305458,0.0
VEGFD,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGA,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,FLT1,0.0,0.0,0.0,0.0,0.0,0.11577310885025352,0.09935173983694295,0.10263765880285419,0.0,0.0,0.0,0.0,0.0,0.10137794397203978,0.08495657495872924,0.08824249392464048
PLAUR,PLAU,0.0,0.0,0.0,0.0,0.0,0.3202116500587925,0.2537566373738759,0.25396254570544935,0.0,0.24044726729563598,0.17399225461071938,0.17419816294229284,0.0,0.0,0.0,0.0
OSM,LIFR,0.0,0.0,0.0,0.0,0.0,0.013668365085384234,0.009181152181994504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,KDR,0.0,0.0,0.0,0.0,0.0,0.09713686123007517,0.08990999722765583,0.0,0.0,0.0,0.0,0.0,0.0,0.08274169635186145,0.0755148323494421,0.0
KDR,VEGFA,0.0,0.0,0.0,0.0,0.0,0.09713686123007517,0.0,0.08274169635186145,0.0,0.08990999722765583,0.0,0.0755148323494421,0.0,0.0,0.0,0.0
HLA-G,CD160,0.0,0.0,0.0,0.0,0.0,0.007750859861896666,0.03619706812110641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN1,EDNRB,0.0,0.0,0.0,0.0,0.0,0.012947764546935737,0.014098163251067688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA4,ITGA6,0.0,0.0,0.0,0.0,0.0,0.4244151959287501,0.149755354128046,0.0,0.0,0.43426280038124737,0.15960295858054324,0.0,0.0,0.0,0.0,0.0
VWF,GP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,FLT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,CCR4,0.0,0.0,0.0,0.0,0.0,0.11019658131621649,0.0,0.19642705022419468,0.0,0.16459424119237273,0.0,0.2508247101003509,0.0,0.039979298183863726,0.0,0.12620976709184192
TG,TPO,0.0,0.0,0.0,0.0,0.0,0.0009771315484273396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-G,KLRC1,0.0,0.0,0.0,0.0,0.0,0.03670303563885407,0.08983427775851811,0.08643501490840189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP9,LRP1,0.0,0.0,0.0,0.0,0.0,0.1065587233330375,0.16467459248164917,0.08544333012780847,0.0,0.5393647732358845,0.5974806423844962,0.5182493800306555,0.0,0.10403436640134953,0.16215023554996122,0.08291897319612049
MMRN2,CD93,0.0,0.0,0.0,0.0,0.0,0.15639540586823947,0.19223105198405183,0.1171666572447865,0.0,0.23656514670077727,0.27240079281658963,0.19733639807732428,0.0,0.0,0.0,0.0
TSPAN1,ITGA6,0.0,0.0,0.0,0.0,0.0,0.35598562434944003,0.08132578254873592,0.0,0.0,0.35705012603067326,0.08239028422996915,0.0,0.0,0.0,0.0,0.0
MMRN2,CLEC14A,0.0,0.0,0.0,0.0,0.0,0.06547354600903621,0.0,0.07432018759270143,0.0,0.14564328684157402,0.0,0.15448992842523923,0.0,0.0,0.0,0.0
SAA1,CD36,0.0,0.0,0.0,0.0,0.0,1.270917458926843,1.2790327638965602,0.0,0.0,0.715947606939485,0.724062911909202,0.0,0.0,0.4563497230386955,0.46446502800841244,0.0
LY6H,CD36,0.0,0.0,0.0,0.0,0.0,0.02704736856265011,0.03516267353236709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL13,ACKR1,0.0,0.0,0.0,0.0,0.0,0.05136895319302242,0.14250856716455096,0.0,0.0,0.06558287564443799,0.15672248961596652,0.0,0.0,0.04706119539095811,0.13820080936248666,0.0
CCL14,ACKR1,0.0,0.0,0.0,0.0,0.0,0.012471153121813636,0.10361076709334219,0.0,0.0,0.020348914321226045,0.1114885282927546,0.0,0.0,0.0,0.0,0.0
CCL17,ACKR1,0.0,0.0,0.0,0.0,0.0,0.009948788995325857,0.10108840296685441,0.0,0.0,0.028566446894301177,0.11970606086582973,0.0,0.0,0.0,0.0,0.0
CCL2,ACKR1,0.0,0.0,0.0,0.0,0.0,0.11879757385332215,0.2099371878248507,0.0,0.0,0.17319523372947837,0.2643348477010069,0.0,0.0,0.04858029072096939,0.13971990469249795,0.0
CCL5,ACKR1,0.0,0.0,0.0,0.0,0.0,0.6479542581533995,0.739093872124928,0.0,0.0,0.9407967859240408,1.0319363998955693,0.0,0.0,0.3444552156077637,0.43559482957929224,0.0
CXCL8,ACKR1,0.0,0.0,0.0,0.0,0.0,0.02885054558502321,0.11999015955655176,0.0,0.0,0.0157626601068077,0.10690227407833626,0.0,0.0,0.0,0.0,0.0
PPBP,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,ACKR1,0.0,0.0,0.0,0.0,0.0,0.06465713460869753,0.15579674858022607,0.0,0.0,0.06245885285231241,0.15359846682384096,0.0,0.0,0.0,0.0,0.0
CXCL2,ACKR1,0.0,0.0,0.0,0.0,0.0,0.08083031764704549,0.17196993161857405,0.0,0.0,0.037316605545422904,0.12845621951695146,0.0,0.0,0.05218641998125963,0.14332603395278817,0.0
CXCL13,ACKR4,0.0,0.0,0.0,0.0,0.0,0.05688818563660462,0.0,0.0,0.0,0.28219610563857056,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CCR4,0.0,0.0,0.0,0.0,0.0,0.6393532656162938,0.0,0.7255837345242719,0.0,0.9321957933869351,0.0,1.0184262622949134,0.0,0.33585422307065804,0.0,0.42208469197863624
DEFB1,CCR6,0.0,0.0,0.0,0.0,0.0,0.0025515118361683457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL23,FPR2,0.0,0.0,0.0,0.0,0.0,0.007175907446340196,0.009638124949942645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,KDR,0.0,0.0,0.0,0.0,0.0,0.06194119435175757,0.05471433034933823,0.0,0.0,0.2095625710749733,0.20233570707255397,0.0,0.0,0.0,0.0,0.0
GREM1,KDR,0.0,0.0,0.0,0.0,0.0,0.057985913942667625,0.05075904994024828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,LDLR,0.0,0.0,0.0,0.0,0.0,0.563636844919038,0.47022587569721225,0.0,0.0,1.0856743875551096,0.9922634183332838,0.0,0.0,0.24781863910214147,0.1544076698803158,0.0
MDK,LRP1,0.0,0.0,0.0,0.0,0.0,0.5428775116318446,0.6009933807804563,0.5217621184266156,0.0,0.24479460417754517,0.3029104733261569,0.22367921097231616,0.0,0.1530361623063265,0.2111520314549382,0.13192076910109746
DLK1,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLL4,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.15125974975079895,0.17076005203389436,0.09095703542825877,0.0,0.1491415907173429,0.1686418930004383,0.08883887639480272,0.0,0.18674204728457633,0.20624234956767173,0.12643933296203613
DLL1,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.07840421133791664,0.07969271117825298,0.0,0.0,0.02666645725434945,0.027954957094685783,0.0,0.0,0.0,0.0,0.0
JAG1,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.22584684814181372,0.22713534798215007,0.0,0.0,0.0724081222065947,0.07369662204693103,0.0,0.0,0.104262815218292,0.10555131505862833,0.0
DLK1,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF14,TNFRSF6B,0.0,2.5987859240146514,2.1623736887142577,1.9789753840083169,0.0,0.7573170484739359,0.3209048131735421,0.1375065084676012,0.0,0.7529470031911925,0.31653476789079865,0.1331364631848578,0.0,0.0,0.0,0.0
SCT,RAMP2,0.0,0.0,0.0,0.0,0.0,0.06010330419803903,0.042773651497113756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCT,RAMP3,0.0,0.0,0.0,0.0,0.0,0.12001708293432033,0.1755714527861789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCT,TSHR,0.0,0.0,0.0,0.0,0.0,0.0018714013638837148,0.02029189245042765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMP,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,ACKR4,0.0,0.0,0.0,0.0,0.0,0.11095224349989766,0.0,0.0,0.0,0.1653499033760539,0.0,0.0,0.0,0.0407349603675449,0.0,0.0
CCL13,ACKR4,0.0,0.0,0.0,0.0,0.0,0.04352362283959793,0.0,0.0,0.0,0.05773754529101349,0.0,0.0,0.0,0.039215865037533625,0.0,0.0
CXCL6,ACKR1,0.0,0.0,0.0,0.0,0.0,0.009637536225560184,0.10077715019708874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM6,STAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,ITGA6,0.0,0.0,0.0,0.0,0.0,0.5536781424384513,0.27901830063774713,0.0,0.0,0.36028993444210705,0.08563009264140294,0.0,0.0,0.4311964697958694,0.15653662799516532,0.0
THBS1,CD36,0.0,0.0,0.0,0.0,0.0,0.22672203158041238,0.23483733655012934,0.0,0.0,0.03333382358406815,0.04144912855378513,0.0,0.0,0.10424035893783051,0.1123556639075475,0.0
VWF,SCARA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,FGFR4,0.0,0.0,0.0,0.0,0.0,0.0024717023081108564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH2,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF2,MUC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF1,MUC5AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A1,RYR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB3A1,MARCO,0.0,0.0,0.0,0.0,0.0,0.0007608579335295249,0.04371195586020309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPTL4,GPIHBP1,0.0,0.0,0.0,0.0,0.0,0.16334354292140027,0.0,0.0,0.0,0.03858068579146799,0.0,0.0,0.0,0.07605217789796362,0.0,0.0
ANGPTL4,TIE1,0.0,0.0,0.0,0.0,0.0,0.18146862163709843,0.21010244032953196,0.0,0.0,0.05670576450716616,0.0853395831995997,0.0,0.0,0.09417725661366178,0.12281107530609531,0.0
IGF1,INSR,0.0,0.0,0.0,0.0,0.0,0.028759521210241255,0.05220626387777926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCSK9,LDLR,0.0,0.0,0.0,0.0,0.0,0.10538198407681529,0.01197101485498962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,ACKR1,0.0,0.0,0.0,0.0,0.0,0.4854386983793998,0.5765783123509283,0.0,0.0,0.33235207929086763,0.42349169326239616,0.0,0.0,0.2580251740448205,0.34916478801634904,0.0
ANGPT2,TIE1,0.0,0.0,0.0,0.0,0.0,0.05435499742038505,0.08298881611281858,0.0,0.0,0.05179068123035173,0.08042449992278526,0.0,0.0,0.0,0.0,0.0
CALCA,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS2,NOTCH4,0.0,0.0,0.0,0.0,0.0,0.032060789442887795,0.03334928928322413,0.0,0.0,0.04160160440004826,0.04289010424038459,0.0,0.0,0.0662286883461839,0.06751718818652022,0.0
THBS2,ITGA6,0.0,0.0,0.0,0.0,0.0,0.3634095956392411,0.08874975383853698,0.0,0.0,0.37295041059640155,0.09829056879569745,0.0,0.0,0.39757749454253716,0.12291765274183308,0.0
THBS2,CD36,0.0,0.0,0.0,0.0,0.0,0.03645348478120219,0.04456878975091917,0.0,0.0,0.04599429973836265,0.054109604708079635,0.0,0.0,0.07062138368449829,0.07873668865421526,0.0
S100A8,CD36,0.0,0.0,0.0,0.0,0.0,0.24192301427000532,0.2500383192397223,0.0,0.0,0.13310115705872066,0.14121646202843766,0.0,0.0,0.06602689304285894,0.07414219801257593,0.0
S100A12,CD36,0.0,0.0,0.0,0.0,0.0,0.025268111488737637,0.03338341645845462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,CD36,0.0,0.0,0.0,0.0,0.0,0.487332792703808,0.495448097673525,0.0,0.0,0.4419816583249042,0.4500969632946212,0.0,0.0,0.40062946187362153,0.4087447668433385,0.0
CALCB,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,ITGA6,0.0,0.0,0.0,0.0,0.0,0.8291272195944825,0.5544673777937785,0.0,0.0,0.5310443121401832,0.2563844703394791,0.0,0.0,0.43928587026896454,0.1646260284682604,0.0
ADM,TSHR,0.0,0.0,0.0,0.0,0.0,0.09904264598172134,0.11746313706826528,0.0,0.0,0.0334739126506229,0.05189440373716683,0.0,0.0,0.0,0.0,0.0
CGA,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,CD79A,0.0,0.0,0.0,0.0,0.0,0.02810025758813129,0.07904767459402262,0.0,0.0,0.015012372109915784,0.0659597891158071,0.0,0.0,0.0,0.0,0.0
PTH2,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,LRP1,0.0,0.0,0.0,0.0,0.0,0.5238010092504914,0.5819168783991031,0.5026856160452624,0.0,1.045838551886563,1.1039544210351746,1.024723158681334,0.0,0.207982803433595,0.26609867258220665,0.18686741022836595
PCSK9,LRP1,0.0,0.0,0.0,0.0,0.0,0.0655461484082688,0.1236620175568805,0.044430755203039775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,LRP1,0.0,0.0,0.0,0.0,0.0,0.2674284344758132,0.32554430362442494,0.2463130412705842,0.0,0.074040226479469,0.1321560956280807,0.052924833274239975,0.0,0.14494676183323138,0.20306263098184307,0.12383136862800234
VWF,LRP1,0.0,0.0,0.0,0.0,0.0,0.2729260837018516,0.33104195285046334,0.2518106904966226,0.0,0.2715986952652482,0.32971456441385993,0.2504833020600192,0.0,0.10644946429647223,0.16456533344508392,0.08533407109124319
CGA,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL7,ACKR4,0.0,0.0,0.0,0.0,0.0,0.007207403157056833,0.0,0.0,0.0,0.011245212762636089,0.0,0.0,0.0,0.0,0.0,0.0
CCL8,ACKR4,0.0,0.0,0.0,0.0,0.0,0.1136199211246217,0.0,0.0,0.0,0.054362436391272154,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,CD68,0.0,0.0,0.0,0.0,0.0,0.7268039198965165,0.9424569931364819,0.5501773377100838,0.0,0.6814527855176127,0.8971058587575781,0.50482620333118,0.0,0.64010058906633,0.8557536623062953,0.4634740068798973
S100A8,CD68,0.0,0.0,0.0,0.0,0.0,0.48139414146271375,0.6970472147026792,0.30476755927628113,0.0,0.37257228425142913,0.5882253574913946,0.19594570206499648,0.0,0.30549802023556744,0.5211510934755328,0.12887143804913476
PTH2,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,FLT4,0.0,0.0,0.0,0.0,0.0,0.018367330246483862,0.014717270911450553,0.0,0.0,0.01740062428429915,0.013750564949265843,0.0,0.0,0.0,0.0,0.0
THBS2,NOTCH3,0.0,0.0,0.0,0.0,0.0,0.15408749044391246,0.17358779272700786,0.09378477612137227,0.0,0.16362830540107293,0.18312860768416833,0.10332559107853273,0.0,0.18825538934720856,0.20775569163030397,0.12795267502466837
