gene	baseMean	log2FoldChange	stat	pvalue	padj
IGLJ3	146.43406814545662	7.201857407761906	10.134245727303671	3.8936687319524286e-24	2.3680585287965224e-21
DTHD1	230.51441841640312	4.253953208830215	10.120711789986329	4.4715181445807735e-24	2.6590627899773665e-21
IGKV3-11	9410.088457211401	6.665559639349212	10.075806415570796	7.06785976805377e-24	4.111650595502584e-21
IGKV3-7	154.76495533922372	7.7462658887121565	10.065977763060316	7.810731329413143e-24	4.447131284576504e-21
ITGB2-AS1	1212.91478670816	4.920136145499043	10.057132028062032	8.545142915334466e-24	4.763917175298965e-21
GZMK	1188.5473559981538	4.828985026400076	9.985932310005587	1.7564206199999776e-23	9.592207304326408e-21
CD79B	1547.185558004241	5.433552750840711	9.9771124535454	1.9197218476361717e-23	1.0274351328548792e-20
IGHJ4	2313.6167345163094	6.068454999544045	9.95425000877484	2.4163792168862654e-23	1.267888389095617e-20
RBP5	454.2426550889842	2.4554318319680837	9.92909089611452	3.110786889793267e-23	1.6008587917474583e-20
MEF2B	395.3279309978334	5.439086836191316	9.92169761702927	3.3500906352632604e-23	1.691479724521601e-20
IGHV3-48	2046.2005025780127	6.653583317864826	9.895234578994424	4.3658567242377086e-23	2.1635245544555754e-20
IGLV3-9	385.44712162898384	7.54936515372596	9.844899413003933	7.211132366307752e-23	3.5085436749526447e-20
IGHV3-20	363.60103669780887	6.762298048835098	9.841181289933958	7.482701930128981e-23	3.575662565183063e-20
IGLV2-8	3977.1446034997084	6.580293962852961	9.798409271081287	1.1437256400752898e-22	5.3694908997218866e-20
CD27	1399.1265209106978	3.7019193144853313	9.753346192979912	1.784860089346232e-22	8.234975170845718e-20
LOC283710	197.12630272679974	5.713398694239582	9.741219309459247	2.0112640684274606e-22	9.122275673070991e-20
IGHV6-1	584.1368992819926	5.863555846168627	9.727752497152725	2.2960989051322004e-22	1.0240601116889614e-19
IGHJ3P	74.03868336075405	6.076168572277858	9.725873002723914	2.338903872471527e-22	1.026050288972755e-19
IGKV1-9	3010.6054949125332	6.681699013636951	9.702698720662603	2.936274223079735e-22	1.2673338420905435e-19
CST7	599.6381235361985	4.024200158611702	9.65146774529913	4.845713595892239e-22	2.0582745369218464e-19
IGKV2D-28	3834.006744396029	6.628365368488544	9.63402267218824	5.743593630561128e-22	2.4015400867783714e-19
IGKV1D-33	1994.9121318289663	6.065533342653153	9.598189963176646	8.136059675027815e-22	3.349553183134528e-19
IGHV4-34	1698.395856060277	7.583483976649091	9.585573337921582	9.19455408322658e-22	3.727973746471868e-19
IGHV3-53	1187.9178384129928	7.993364642831944	9.547424318259733	1.3296076009337032e-21	5.310492447908343e-19
IGKV3D-11	927.2250497733053	6.183867834085527	9.467449272517083	2.867604035064916e-21	1.1284865290931933e-18
SHISA8	81.12269782135728	8.524771298893668	9.463145841396775	2.988151994751837e-21	1.1588832953559298e-18
SHCBP1	306.26856182506805	4.661656623961064	9.448248318534178	3.4454815832106664e-21	1.3171583880959634e-18
IGKV2-28	4371.093766568218	6.527831690920833	9.397233421120413	5.601656021252511e-21	2.1112720440664395e-18
NLRC3	1573.7659606318507	3.695123426853691	9.383657305390512	6.372314263498901e-21	2.3683768012670917e-18
PIF1	175.8106030577552	3.503619181676246	9.380594159165186	6.560199354933489e-21	2.4048073251783584e-18
TRGC2	94.24482045773912	4.091179578219795	9.371717500689462	7.136170199222846e-21	2.580593439610856e-18
LOC101059954	235.42574480510677	5.865772695400922	9.364448136311418	7.644874870303375e-21	2.7276913537242445e-18
IGHV4-39	3677.677513682008	6.39991405218454	9.36157115265891	7.855966666122819e-21	2.766127210334824e-18
GFI1	356.6611033208203	3.374144338215398	9.354011828189016	8.438480392174118e-21	2.932645912916616e-18
NIBAN3	1188.2534885390608	5.9327012838096405	9.347656831449823	8.96108810368672e-21	3.0743425340340598e-18
UBD	2281.2304826644086	5.555883201246879	9.34160164798909	9.48877036991562e-21	3.21417082403724e-18
IGKV1-12	3369.690377173701	7.042314788814787	9.32495507322394	1.1103062175381377e-20	3.713974297665071e-18
BUB1	310.8842663737343	4.75394636539176	9.310387817420091	1.2736643398247792e-20	4.207809596754456e-18
IGKV1D-16	496.1305053893466	6.9330397984055	9.278813996320826	1.7137546832650734e-20	5.592692112704068e-18
PTPN7	1663.6147955241793	4.330083612907906	9.257407195856969	2.0945654615937693e-20	6.7530809340059366e-18
CR2	4270.666824414146	7.617928655454964	9.252120598010649	2.2008220268978375e-20	7.011190171403111e-18
FCRL6	177.9034847130005	3.53832280022847	9.230992715157484	2.6813516156459854e-20	8.441525792316066e-18
DOK3	1561.3284828525602	3.5126855492543947	9.228773319082924	2.7374884764370683e-20	8.484304705378384e-18
IRAG2	2400.5108554977987	4.5191364472460505	9.22795999200035	2.7583501844840034e-20	8.484304705378384e-18
CRTAM	194.29608546110705	4.235181163868731	9.222977901900201	2.8896138939574466e-20	8.787053159352417e-18
TLR10	973.7380819732597	6.002059234071611	9.220753471799233	2.950197553340887e-20	8.870481632292376e-18
MYBL2	772.4887894020279	5.9697438082796	9.2081162775448	3.3189804517865144e-20	9.86843520997857e-18
GPR68	308.77817684259645	3.0337873143667013	9.18547546566271	4.0971325155047265e-20	1.2048271001638075e-17
NCAPH	201.48464599577676	4.402274715605087	9.179531758154443	4.329699887348364e-20	1.2593779237548068e-17
UHRF1	302.8611352641077	5.315963819008451	9.170253009062774	4.719101210561606e-20	1.357883316071275e-17
PIK3R6	211.67460443106236	3.617660089502005	9.155673008706158	5.402002549205781e-20	1.5378466831568796e-17
IGKJ5	588.6518327380697	6.2789439135458345	9.129786942671297	6.863423395743969e-20	1.9333180007379854e-17
IGKV1-27	2123.082345708443	6.191195888607032	9.11354134480696	7.973581703923134e-20	2.2226358999685738e-17
LOC107986649	329.42743190854674	1.7317875725014442	9.109638544460015	8.265689014215783e-20	2.2803076084578798e-17
MZB1	2388.8657837556593	6.2072749915591405	9.070316513416184	1.1867178296148082e-19	3.240466236784925e-17
IGKJ1	1382.8389188528054	5.814977453366173	9.045005557033603	1.4965755826926224e-19	4.036029372324552e-17
RAB37	637.2126975842409	3.5951229516623093	9.044157853684826	1.5082322019150043e-19	4.036029372324552e-17
IGHV1-58	62.45420439166557	7.002543183618893	9.028951776034873	1.7332402381782254e-19	4.5922285914504264e-17
JSRP1	80.40332636825752	3.4517887476453244	9.027378846112155	1.758328230661771e-19	4.6130258286773524e-17
LINC02576	84.85996535573598	6.39337260807234	9.0219237245275	1.8481488582161177e-19	4.801598392802263e-17
IGLV3-25	1331.3048189361248	6.048182925665298	9.017862710274922	1.9179448486421115e-19	4.9350196297752794e-17
PTPN22	583.3777112062357	3.876897849031347	8.998415302855076	2.2899908994090635e-19	5.836205377922528e-17
MYBL1	476.5196123244411	3.7311503552461733	8.992940309941035	2.407029829660505e-19	6.076614928463691e-17
P2RX5-TAX1BP3	568.3799011666422	4.714348435769029	8.988361722920596	2.509429422309547e-19	6.275918816916213e-17
IGLV1-41	47.923948262314994	5.912000563724987	8.976139122450384	2.8043472464748447e-19	6.94854928848767e-17
IGHV3-23	10466.735187393826	7.071385543152404	8.969718326558699	2.9727366423017234e-19	7.298204820916891e-17
IGHV3-65	83.38172755809452	7.272091055287555	8.96626957733123	3.067266773905987e-19	7.432762258796698e-17
CRACD	59.983877342652555	4.083982085456241	8.96570234583047	3.083096452639886e-19	7.432762258796698e-17
TVP23A	117.97363758825006	2.647399350422095	8.945590246580327	3.699672226917428e-19	8.839573999313427e-17
SEL1L3	5152.616586551227	2.4736276066383382	8.943114839517673	3.783522205240935e-19	8.959916301968798e-17
IGKV3D-15	2624.6391472341006	6.099584098855891	8.91338693949417	4.94968747082062e-19	1.161874006308419e-16
IGHV3-7	2970.6501897831045	5.799602034638113	8.910457753965586	5.082229248796545e-19	1.1826126495460482e-16
SLAMF8	925.2180454313457	3.6830701736493108	8.90682604356825	5.251436103710617e-19	1.2114519839249663e-16
CD180	810.7103655521677	4.919445763152005	8.889964201025384	6.112860057114713e-19	1.39812081306316e-16
HAGHL	166.3182988741735	1.9628692312231149	8.852722139808662	8.541011233064212e-19	1.9369276321762567e-16
IGHV1-3	3002.750141892643	7.301080764331625	8.850204745995287	8.735888013384797e-19	1.9539585503631485e-16
HLA-DMB	5386.78909862078	1.5705004206148092	8.849869797006711	8.76214596575403e-19	1.9539585503631485e-16
IGKV2D-40	209.9320059515843	5.817555914344243	8.839128302682012	9.646828743887135e-19	2.1334639436894193e-16
SH2D1A	583.8685108984994	4.438575627949058	8.835748287794916	9.94304341099432e-19	2.1809495219525244e-16
MKI67	974.7152359224425	4.812920043611561	8.786266320977827	1.5461281171124049e-18	3.354640178420821e-16
E2F2	233.4322981564426	4.787800968012209	8.785661742892364	1.5544670482966435e-18	3.354640178420821e-16
PSTPIP1	767.5789490313728	3.465629320544441	8.780631020931542	1.6256002312122398e-18	3.480084974979163e-16
IGHJ5	1508.4496060647575	6.006707087972564	8.777071434700336	1.677864364693506e-18	3.563464317396684e-16
CXCR6	421.75509057870505	3.1248854236907313	8.773294844692174	1.7351292382453756e-18	3.6560675917674213e-16
CD52	3230.560883828214	4.253274816565378	8.766426756149222	1.8442599244240224e-18	3.8556559044989716e-16
PLCB2	2609.4689920852575	3.267853460609875	8.764301963518001	1.879374721761606e-18	3.898609887933378e-16
AURKB	250.15741845090685	4.621641868757104	8.759742150198276	1.9569751065890404e-18	4.0283579886402094e-16
HLA-DOA	3702.460592673102	3.7906273816295233	8.756413030343785	2.015621243320033e-18	4.117406448186571e-16
PIK3CG	807.6552583079991	3.385654489538746	8.755323300237295	2.0351924699396817e-18	4.1258901890595365e-16
PARP15	1818.9385769375563	4.521065950576081	8.749556007457453	2.141938016698378e-18	4.309643708785609e-16
TLR6	378.0363556839029	4.083828580920313	8.739625384131136	2.3388467683019283e-18	4.670711904459672e-16
IGKV1-16	1721.0785281348728	6.173270026310305	8.738148866820934	2.369611200303612e-18	4.697095979268493e-16
SEPTIN1	1784.355328964627	3.657508402094388	8.731319813083598	2.5171779704900474e-18	4.952917830170122e-16
KIF18B	251.86529878829919	4.70315238959677	8.729161990850587	2.5656652409322917e-18	5.011474587397673e-16
LOC102724745	86.94176135155553	8.946088017337834	8.727042864771482	2.6141801992805197e-18	5.069236386430921e-16
ANKRD44	1705.0443176934423	2.811337166082394	8.721176731117302	2.7532530475562e-18	5.300507305942728e-16
LOC107983983	182.1299660916663	10.977724904349943	8.718263011510311	2.825021143189276e-18	5.399826127981787e-16
LAT2	1052.28049319391	3.571856198986877	8.713952801364059	2.9345859805587388e-18	5.569469563102968e-16
IGHA1	63483.56942544884	5.583268529100154	8.708388219004771	3.0822608515976356e-18	5.80854228089808e-16
IGLV1-51	3888.154852089788	7.00567349540034	8.701269019093855	3.2819322338813606e-18	6.141573886619945e-16
IGKV1D-17	399.89736268323975	8.296523195814396	8.692200204706756	3.554869273188514e-18	6.606132066008656e-16
NUF2	151.8155330251005	3.681974429637267	8.691226556868068	3.585472238695573e-18	6.617050834999555e-16
IGHV4-28	161.70229611030936	6.760242682464454	8.689358858733817	3.644906105214086e-18	6.680663518871844e-16
IGKV3D-7	76.04501942039359	6.348745192894204	8.68808860007139	3.685882897210724e-18	6.709811314922379e-16
CXCR4	3276.5062760051496	3.8497672078902614	8.675730724956027	4.109034014790789e-18	7.429577718635237e-16
LY9	611.3367279071144	4.429673930793711	8.674605451809187	4.149867373454684e-18	7.436012917958554e-16
NFE2L3	460.2263334946348	3.3235202949784144	8.67356285102097	4.188058152498424e-18	7.436012917958554e-16
BUB1B	266.4090499704511	3.743469897938301	8.673348400194943	4.195956467158975e-18	7.436012917958554e-16
MIR4537	59.84091458092925	5.77442242709624	8.671026786856627	4.282409431936844e-18	7.539294499909865e-16
IGKC	233931.045677435	5.901538242935086	8.668731073686489	4.369626480240956e-18	7.642562392892025e-16
KCNN4	650.5621760608738	3.7375878470304484	8.667133058064856	4.431369917019751e-18	7.7002246090551e-16
CD84	1372.9605098490667	3.9038880285273776	8.639007282378278	5.670356179800678e-18	9.789595572352655e-16
IL21R	1081.4257654663336	5.351777706339203	8.628310497499074	6.226485692945884e-18	1.0680817765591787e-15
SIGLEC10	627.0098737663341	4.232432497234224	8.621469374962217	6.610036484230593e-18	1.126653352344017e-15
IGHG2	77441.16297396479	5.730266669827246	8.608936600268892	7.374141632281634e-18	1.2452305000139658e-15
NUSAP1	576.6227023136806	3.8648441997734664	8.608553989925783	7.398791087526927e-18	1.2452305000139658e-15
PTPRCAP	1217.4108858733907	5.386540211590002	8.602185784501142	7.821205147342114e-18	1.3080965608929686e-15
IGLVI-70	85.43853394554307	8.30625201342172	8.60044419246119	7.940815504932996e-18	1.3198523162236458e-15
NCAPG	291.90349581840076	4.459034791703816	8.595552621118717	8.286504085469099e-18	1.3688077118960067e-15
IGKV1-33	2085.892153427842	5.801156085918896	8.594771974185283	8.343030181548296e-18	1.369690108332714e-15
ACP5	1141.4369676757383	2.748143988943679	8.589161840128321	8.760604595910134e-18	1.4294742621131412e-15
CSF2RA	451.04411068928385	2.448401608856846	8.588352802701094	8.822500625993737e-18	1.4308491924338934e-15
PLD4	468.99974352245056	2.793391762667874	8.5726106716273	1.0116505573865185e-17	1.6301722932798592e-15
IGHV4-59	6480.486354973011	6.449535031815047	8.571965610005243	1.0173347271215863e-17	1.6301722932798592e-15
CD22	5424.607318884597	4.212402689478029	8.568813834981036	1.0455640431150933e-17	1.6598553651523042e-15
RASAL3	2054.4789602792803	3.6662474494271127	8.56851675520047	1.0482644122224941e-17	1.6598553651523042e-15
IGHV3-30	8249.516315086707	6.71010153937947	8.56610598563953	1.0704336738435821e-17	1.6849885360031915e-15
HVCN1	980.4692006502937	3.1758681563076343	8.554916681762684	1.1795389700028356e-17	1.845875019723736e-15
RUNX2	337.9022683288973	2.307334388384587	8.548867694531888	1.2430190439973798e-17	1.9339063731029005e-15
CDC20	346.16857975568803	3.5521818231962463	8.542764208585838	1.3104862718577491e-17	2.027087435544125e-15
TSPAN32	379.02713145902476	3.3047366001778635	8.540876239021978	1.3320782420418898e-17	2.0395418687508802e-15
IGKV6-21	506.8898555427091	8.230301196991194	8.540728629364802	1.3337811174566668e-17	2.0395418687508802e-15
GPR174	861.1618705297219	4.2983703423402995	8.532559106282427	1.431453746158963e-17	2.176460354955332e-15
TIGIT	1909.1444957486758	5.050486665700321	8.526069866088218	1.514038390874352e-17	2.2890207536608847e-15
DOCK2	2124.644384797186	3.8510059886221533	8.524642194968239	1.5328290167448165e-17	2.303407415536155e-15
IGHG4	29997.680901415253	5.705965088898995	8.524044075577605	1.540769534308564e-17	2.303407415536155e-15
CCL19	4623.015452565946	4.999177977369863	8.515906912320807	1.6529157082856327e-17	2.4474160454854683e-15
RRM2	672.6482847562837	5.256815527631692	8.515733605905815	1.6553897766549693e-17	2.4474160454854683e-15
IGLC3	31110.541317011914	5.715398140259481	8.511788801848937	1.7127032620794664e-17	2.518238422705853e-15
HJURP	201.62603519701568	4.58415816323124	8.510218673693604	1.736056309772595e-17	2.5386266037986144e-15
DERL3	785.977485336371	3.9246898785780426	8.50833097414335	1.7645489476718563e-17	2.566267926070591e-15
LTF	4375.098427364422	3.186259605410359	8.503228859683455	1.8438888886439897e-17	2.667160360006117e-15
CDCA7	456.092285099784	4.63337598564724	8.493802710462994	1.999836680638775e-17	2.8771843856932055e-15
PIK3R5	848.9775321875883	3.267524369345933	8.49058072413879	2.056070815161837e-17	2.94227032158988e-15
POU3F1	49.987235871155335	4.723623585382541	8.487674995789341	2.1081215232635785e-17	3.0007091469432637e-15
IGLJ2	2305.0489419787154	5.705466920265441	8.485600195507207	2.1460811836434048e-17	3.0385784377935194e-15
LOC105371773	99.97837478245488	7.435168555186213	8.482116987886824	2.211330554606112e-17	3.1144845074347135e-15
GTSF1	42.38529637755866	4.6328115890241826	8.481107388670422	2.2306061348316575e-17	3.125184301994511e-15
IGKV1D-39	8793.75344743556	6.429595124012404	8.4746998205352	2.3568646508446302e-17	3.2848801071147032e-15
DENND1C	1745.6987214756207	3.9328738616524386	8.469804031826353	2.4580622418345256e-17	3.4081733467094254e-15
TAS1R3	140.9547241870381	2.8791209029743046	8.45984001466765	2.6774458559698924e-17	3.693219129162594e-15
IGLJ1	19.918043201473527	5.010132387392019	8.440869531111735	3.1498558026850445e-17	4.322571347684707e-15
IGKV5-2	90.85937614698383	6.68638250725295	8.430227685287544	3.4499330850749136e-17	4.710214763092076e-15
ITGAD	100.87482666806893	7.3382905337491255	8.428061895525106	3.5143716991970605e-17	4.773836886828088e-15
LOC729945	56.366511614686644	5.244424383219596	8.41530733688373	3.9186615244750895e-17	5.2961304239875454e-15
IKZF3	3947.402888075167	4.6413101172756575	8.411818940919352	4.037007258336941e-17	5.428659006688268e-15
SMAP2	3933.350845428123	1.9403901181491974	8.408780916815692	4.142941330147004e-17	5.5432554997366925e-15
JAKMIP1	97.52015481380027	2.224514286883672	8.397739144660708	4.5515691735256825e-17	6.0597010489327e-15
IGKV1-39	10093.35647947374	6.393600148340176	8.393245183154106	4.729039597359676e-17	6.264806912145788e-15
WDFY4	1890.370826953874	4.443266992758903	8.389276610751258	4.891425804449397e-17	6.448007612170732e-15
LOC107987292	97.34103957306505	4.169716457732326	8.38174255544711	5.214980161579026e-17	6.840826917836017e-15
RIMS4	869.0161606569864	-1.9637463482668256	-8.37603341987717	5.474137375913449e-17	7.14575200875336e-15
FANCA	875.1864708632272	2.9362879423590407	8.37213104864695	5.658546507841653e-17	7.350616725720517e-15
RCSD1	2381.128122426211	2.7754367713489283	8.362138384773047	6.159153753696818e-17	7.962268330866032e-15
LOC105378184	66.80612787285527	6.572168610257959	8.360275121385662	6.257216297022721e-17	8.050149428285002e-15
IGKV1-5	9347.147509867218	6.481398495204206	8.355148268721415	6.535057627990335e-17	8.367375221292889e-15
LOC105374855	42.99299514307632	7.072973125691842	8.341341151998881	7.345264893295813e-17	9.359966121171235e-15
LOC105369325	134.97556262569321	4.053704868109258	8.339158847073016	7.482084788750525e-17	9.489127438244742e-15
BLM	246.31621138886464	2.994584164242356	8.334148499441785	7.805790544849044e-17	9.852969574535869e-15
PRKCB	1492.1847242321753	4.290774182642427	8.323224437253232	8.560214056345614e-17	1.0754522448253926e-14
VPREB3	466.6167686811998	5.7794482405966345	8.318990547763706	8.871562386510881e-17	1.1093598573038841e-14
LRRK1	2232.9589522089896	2.0418068972278913	8.317937600548193	8.95071115336302e-17	1.111951861626155e-14
IL16	4093.0885577841173	3.1833237973369726	8.317611083517935	8.975396192498112e-17	1.111951861626155e-14
CIITA	6607.389641640973	3.343817581824612	8.316394234881246	9.067983980122409e-17	1.1182453977330677e-14
P2RX7	491.63035813146246	2.7584025812028963	8.310583172462456	9.523288862419407e-17	1.1690055502676299e-14
ADGRE4P	74.20776606225394	3.163315689480801	8.302825902182338	1.0166379767609783e-16	1.2422480483161542e-14
HMMR	206.66750385354916	3.7771269985450546	8.30162722010262	1.0269500353990398e-16	1.2436336685132383e-14
HLA-DPB1	18630.589145650385	3.1496993801430544	8.301613730458664	1.0270666694373157e-16	1.2436336685132383e-14
CCDC88B	2930.6180527242777	3.3112974595350266	8.27831815013389	1.2492709162261194e-16	1.505877915234728e-14
PLCG2	3099.5850277050477	2.565140931995034	8.274543037202728	1.2894918993887492e-16	1.547390279266499e-14
SLC1A4	1046.5518744161352	2.024325954236443	8.27279163108922	1.3085828061735104e-16	1.5629460733461143e-14
IGHV3-21	3666.024360113459	6.497599851517384	8.272286882939612	1.314136272432271e-16	1.5629460733461143e-14
CXCR3	411.3282153684669	2.9714381116599826	8.271615334773704	1.3215609873705748e-16	1.5648217708865743e-14
TARP	493.06627204129404	3.480427545029187	8.26489184999175	1.398214457007933e-16	1.6482915801556074e-14
IL21	84.98673891206417	9.234759285917796	8.245129113797434	1.649819783063673e-16	1.9363674295957845e-14
PACSIN1	129.89274318164033	3.367047750065964	8.243772199792236	1.6686470269646362e-16	1.9499124210294176e-14
ATP2A3	6138.143279761989	2.9325623432055083	8.238503764360795	1.7437757793714432e-16	2.0288452111295572e-14
CDC45	111.72286780089206	4.831420168679733	8.237442729268013	1.7593048935847373e-16	2.0359715798371013e-14
EAF2	361.36765708707804	3.4254669649795275	8.237047962243459	1.7651173636853795e-16	2.0359715798371013e-14
TOP2A	752.093301612464	4.1933463787076075	8.229744688427283	1.8761288585252445e-16	2.15472996798865e-14
LTK	93.54458564478185	1.7967362165748129	8.22913628900899	1.8856813509844498e-16	2.1564458526642683e-14
IGLV2-5	37.81204168648059	6.119995697801763	8.216591209413775	2.0936924268249664e-16	2.3841365677377065e-14
AKNA	5087.675820696289	2.5110633837176106	8.215174258442287	2.118563825844109e-16	2.4022359313384896e-14
NPHS1	130.61111508284205	10.498156863794785	8.214185727487719	2.1360875184160716e-16	2.4118861600343494e-14
TNFRSF17	249.72077132027738	5.661512134661659	8.20661353644358	2.2751440003808884e-16	2.557130980717542e-14
IGKV6D-21	241.4060457898215	6.804165949917518	8.20568733635675	2.292753790830397e-16	2.557130980717542e-14
IGHV3-33	6476.277129243381	6.411204635002216	8.205653952738256	2.2933910140964504e-16	2.557130980717542e-14
ANGPTL6	121.8189613200311	4.047767533756429	8.204079305336869	2.323646882482369e-16	2.580115791503245e-14
IGHV3-41	121.37861083722585	8.32503730017487	8.20108418970185	2.3822861219479004e-16	2.6147368132726707e-14
TNFAIP3	2426.8303203239016	2.2721752905144905	8.200667850169683	2.390551973012342e-16	2.6147368132726707e-14
PKMYT1	119.30196058866194	3.9909895133440125	8.200552417649089	2.392848729100261e-16	2.6147368132726707e-14
CD8A	1481.6663897624555	2.957978148224563	8.200499078050797	2.3939107595358905e-16	2.6147368132726707e-14
FAM177B	75.43626129632949	3.963407026271075	8.199330485777258	2.4172952389247654e-16	2.629545552586452e-14
FCHO1	732.4456872866916	4.271114798419823	8.19724019364642	2.4596866073017303e-16	2.6648264619997692e-14
SLAMF1	575.4520980826596	4.184402074834753	8.196568354569349	2.473466563746941e-16	2.6689502115269412e-14
LINC02362	67.25177174564664	5.3470860900927155	8.19026298700977	2.606559915121114e-16	2.801266800347029e-14
LOC105373331	89.00186424048621	5.180822776452404	8.187665962724607	2.6634081628966955e-16	2.850912097564623e-14
INPP5D	3156.2861100418395	3.26435215508862	8.185897568654852	2.7028155279112216e-16	2.881567471191406e-14
TNFSF11	59.38149463278988	5.951137980445045	8.182845677588185	2.772180896422322e-16	2.939148734751337e-14
PDK1	1271.7995486428665	2.1103491507987338	8.182558763868686	2.7787915915249936e-16	2.939148734751337e-14
SKAP1	448.1028070423098	3.4530186135389482	8.18007352416819	2.836707337163165e-16	2.9885940292317436e-14
IGKJ3	621.586072998813	5.8924551882467195	8.160439587958765	3.338074874567132e-16	3.5030150448398606e-14
TRAF5	1957.1303698628446	2.9699557950266344	8.157087380693461	3.432001044891065e-16	3.587513592237691e-14
SLC25A53	149.29317229298678	2.7900271852281033	8.149281466763988	3.660929579174146e-16	3.805102271121595e-14
SASH3	2892.5482132315924	4.1107958187371905	8.149028452701	3.668596360049968e-16	3.805102271121595e-14
