sampleId	TG	TPO	TSHR	SLC5A5	INS	GAD2	MOG	CHRNA1	CRYAA	GFAP	MYOG
GTEx_thyroid_donor_0640	13540.0	860.8	160.9	0.2429	0.1975	0.00832	0.05431	0.0	0.05961	0.5393	0.0
GTEx_thyroid_donor_0641	4298.0	320.9	157.2	17.13	0.7995	0.0	0.02931	0.08519	0.0	0.4838	0.6496
GTEx_thyroid_donor_0642	4518.0	394.2	198.3	1.381	0.0	0.04121	0.1794	0.0	0.0	1.869	0.0
GTEx_thyroid_donor_0643	13660.0	3015.0	198.8	7.684	0.1304	0.0	0.03586	0.01042	0.0	1.104	0.06623
GTEx_thyroid_donor_0644	14060.0	1475.0	196.5	39.87	0.0	0.0	0.1062	0.08644	0.03498	2.155	0.1962
GTEx_thyroid_donor_0645	6923.0	580.0	183.2	8.189	0.0	0.0	0.04184	0.0	0.0	1.247	0.07728
GTEx_thyroid_donor_0646	12470.0	2105.0	174.2	2.909	0.0	0.0	0.06582	0.0	0.0	0.8744	0.0
GTEx_thyroid_donor_0647	10640.0	528.1	171.3	5.56	0.0	0.0	0.04096	0.02381	0.0	1.006	0.07565
GTEx_thyroid_donor_0648	6855.0	1155.0	245.8	2.209	0.5937	0.01071	0.02332	0.04067	0.0	1.427	0.08615
GTEx_thyroid_donor_0649	5949.0	500.5	216.9	1.545	0.4935	0.0	0.03877	0.04508	0.0	0.281	0.0
GTEx_thyroid_donor_0650	2339.0	733.8	55.58	5.345	0.0	0.02915	0.0	0.07377	0.0	1.207	0.0586
GTEx_thyroid_donor_0651	12990.0	2889.0	275.8	0.2693	0.0	0.0	0.0325	0.01889	0.02676	1.577	0.1801
GTEx_thyroid_donor_0652	8027.0	1850.0	158.0	5.103	0.0	0.01712	0.05591	0.065	0.03068	0.6977	0.06884
