gene	old_significant	new_padj	new_log2FC	new_significant	in_both	old_only	new_only	is_druggable_target
AC004801.1	False	0.655482	-0.18809	False	False	False	False	False
AC004801.2	False	0.000881975	-0.545153	False	False	False	False	False
AC004801.3	False		-0.031676	False	False	False	False	False
AC004801.4	False		0.0455772	False	False	False	False	False
AC004801.5	False		0.183955	False	False	False	False	False
AC004801.6	False	0.965125	0.00617193	False	False	False	False	False
AC004801.7	False	0.936956	0.0488031	False	False	False	False	False
AC004803.1	False	0.643838	0.0274995	False	False	False	False	False
AC004805.1	False		0.0968536	False	False	False	False	False
AC004805.2	False		0.12385	False	False	False	False	False
AC004805.3	False	0.727581	-0.180324	False	False	False	False	False
AC004808.2	False		0.02741	False	False	False	False	False
AC004812.1	False		0.0465961	False	False	False	False	False
AC004812.2	False	2.26426e-07	-0.367181	False	False	False	False	False
AC004816.1	False	0.0231492	-0.18564	False	False	False	False	False
AC004816.2	False	0.260289	-0.259597	False	False	False	False	False
AC004817.1	False		0.174617	False	False	False	False	False
AC004817.2	False	0.457721	0.497045	False	False	False	False	False
AC004817.3	False	7.50771e-07	1.37032	True	False	False	True	False
AC004817.4	False		0.0233348	False	False	False	False	False
AC004817.5	False	0.593057	0.182499	False	False	False	False	False
AC004825.2	False	1.25538e-21	-1.05916	True	False	False	True	False
AC004825.3	False	0.395706	0.191498	False	False	False	False	False
AC004828.1	False	0.00116202	-0.561913	False	False	False	False	False
AC004828.2	False	9.81952e-07	-0.733256	False	False	False	False	False
AC004830.2	False	3.76005e-08	1.03389	True	False	False	True	False
AC004832.1	False	0.906168	-0.0851909	False	False	False	False	False
AC004832.2	False		-0.131172	False	False	False	False	False
AC004832.4	False	0.00886631	0.434994	False	False	False	False	False
AC004832.5	False	6.86784e-10	0.767861	False	False	False	False	False
AC004832.6	False	0.833505	-0.0678557	False	False	False	False	False
AC004834.1	False	0.00920447	-0.366862	False	False	False	False	False
AC004835.1	False	0.912082	0.0684986	False	False	False	False	False
AC004837.2	False	0.0239053	0.401303	False	False	False	False	False
AC004837.4	False	1.07376e-09	-1.01176	True	False	False	True	False
AC004839.1	False	1.05939e-05	-0.509765	False	False	False	False	False
AC004839.2	False	5.97574e-20	-1.23049	True	False	False	True	False
AC004840.1	False	0.537156	-0.232282	False	False	False	False	False
AC004840.2	False		0.122322	False	False	False	False	False
AC004846.1	False	3.42646e-09	-0.966653	False	False	False	False	False
AC004846.2	False	0.984739	0.00416136	False	False	False	False	False
AC004847.1	False	4.67117e-66	4.50475	True	False	False	True	False
AC004852.2	False		-0.143567	False	False	False	False	False
AC004854.1	False	0.00601581	-0.544496	False	False	False	False	False
AC004854.2	False	5.93324e-06	-0.471376	False	False	False	False	False
AC004858.1	False		0.0352201	False	False	False	False	False
AC004862.1	False	0.367744	-0.699223	False	False	False	False	False
AC004863.1	False	0.0422123	-0.453265	False	False	False	False	False
AC004865.1	False	0.273308	-0.457862	False	False	False	False	False
AC004870.1	False	0.097322	-0.624908	False	False	False	False	False
AC004870.2	False	4.92081e-16	-2.69182	True	False	False	True	False
AC004870.3	False		-0.450375	False	False	False	False	False
AC004870.4	False	1.79294e-12	-3.0062	True	False	False	True	False
AC004877.1	False	0.000670066	-0.64718	False	False	False	False	False
AC004877.2	False	0.808086	0.0221607	False	False	False	False	False
AC004882.1	False		-0.272097	False	False	False	False	False
AC004882.3	False	0.877036	-0.0429341	False	False	False	False	False
AC004884.1	False	0.766624	-0.122762	False	False	False	False	False
AC004884.2	False	0.492087	0.173546	False	False	False	False	False
AC004888.1	False	0.504123	0.506384	False	False	False	False	False
AC004890.1	False	0.15615	0.233569	False	False	False	False	False
AC004890.2	False	0.364911	-0.154033	False	False	False	False	False
AC004890.3	False	0.972673	-0.00697678	False	False	False	False	False
AC004893.2	False	0.478145	0.112111	False	False	False	False	False
AC004895.1	False	1.37424e-05	-0.665436	False	False	False	False	False
AC004898.1	False	0.455185	-0.229939	False	False	False	False	False
AC004899.1	False		0.0564437	False	False	False	False	False
AC004900.1	False	0.000313044	0.689148	False	False	False	False	False
AC004908.1	False	0.00767675	-0.355515	False	False	False	False	False
AC004908.2	False	0.00126418	-0.404706	False	False	False	False	False
AC004908.3	False	0.00327116	-0.438009	False	False	False	False	False
AC004910.1	False	0.440427	-0.290146	False	False	False	False	False
AC004911.1	False		-0.469051	False	False	False	False	False
AC004912.1	False	0.611442	-0.184016	False	False	False	False	False
AC004917.1	False	0.0074365	0.919278	False	False	False	False	False
AC004918.1	False	4.66166e-06	-0.63094	False	False	False	False	False
AC004918.3	False	1.74574e-05	-0.356809	False	False	False	False	False
AC004921.1	False	0.013444	0.4349	False	False	False	False	False
AC004921.2	False	0.171705	-0.404553	False	False	False	False	False
AC004922.1	False	0.408525	0.265171	False	False	False	False	False
AC004923.1	False	8.9793e-07	-0.522948	False	False	False	False	False
AC004923.2	False	0.401804	-0.403501	False	False	False	False	False
AC004923.4	False	0.0112421	0.324698	False	False	False	False	False
AC004925.1	False	0.00770742	1.0494	True	False	False	True	False
AC004930.1	False		0.481934	False	False	False	False	False
AC004938.1	False		0.0652727	False	False	False	False	False
AC004938.2	False	2.77774e-22	-0.921832	False	False	False	False	False
AC004941.1	False	0.453139	-0.367805	False	False	False	False	False
AC004941.2	False		0.381419	False	False	False	False	False
AC004943.1	False	0.00418094	-0.338299	False	False	False	False	False
AC004943.2	False	0.675299	0.0390713	False	False	False	False	False
AC004943.3	False	0.00341811	-0.466536	False	False	False	False	False
AC004945.1	False	0.754552	0.250852	False	False	False	False	False
AC004946.2	False		0.127416	False	False	False	False	False
AC004947.1	False	1.38708e-06	1.17169	True	False	False	True	False
AC004947.2	False	0.0485443	0.51856	False	False	False	False	False
AC004947.3	False	0.106949	0.42888	False	False	False	False	False
AC004948.1	False	0.105451	-0.384628	False	False	False	False	False
AC004951.1	False	0.292941	0.170553	False	False	False	False	False
AC004951.2	False	7.89244e-13	0.965141	False	False	False	False	False
AC004951.3	False	0.240271	0.179998	False	False	False	False	False
AC004951.4	False	0.404675	0.115019	False	False	False	False	False
AC004965.1	False		0.0569532	False	False	False	False	False
AC004967.1	False	0.0309029	-0.313985	False	False	False	False	False
AC004967.2	False	0.523124	-0.101964	False	False	False	False	False
AC004969.1	False	0.0309408	-1.2175	True	False	False	True	False
AC004973.1	False	0.872065	0.100079	False	False	False	False	False
AC004974.1	False		0.381419	False	False	False	False	False
AC004975.1	False	0.787643	0.0891422	False	False	False	False	False
AC004975.2	False	0.703195	-0.13128	False	False	False	False	False
AC004980.1	False	3.44627e-10	-0.432584	False	False	False	False	False
AC004980.2	False	0.000352249	-0.565323	False	False	False	False	False
AC004980.3	False	0.61671	-0.12942	False	False	False	False	False
AC004980.4	False		0.0253723	False	False	False	False	False
AC004982.1	False	7.35024e-06	-0.608403	False	False	False	False	False
AC004982.2	False	2.95413e-05	-0.499705	False	False	False	False	False
AC004986.1	False		-0.00620844	False	False	False	False	False
AC004987.3	False		-0.711511	False	False	False	False	False
AC004990.1	False	0.679774	0.257643	False	False	False	False	False
AC004997.1	False	0.664637	0.268	False	False	False	False	False
AC005002.1	False		0.19635	False	False	False	False	False
AC005005.1	False	0.0778285	-0.577935	False	False	False	False	False
AC005005.2	False	1.61815e-22	-2.02354	True	False	False	True	False
AC005005.3	False	0.000299146	-0.444414	False	False	False	False	False
AC005005.4	False	0.981072	-0.00633547	False	False	False	False	False
AC005006.1	False	0.121645	-0.559139	False	False	False	False	False
AC005009.1	False	0.00163548	-1.02803	True	False	False	True	False
AC005011.1	False		-0.274135	False	False	False	False	False
AC005013.1	False	0.561703	-0.116685	False	False	False	False	False
AC005014.1	False	0.515958	-0.201878	False	False	False	False	False
AC005014.2	False	6.23605e-05	-0.58284	False	False	False	False	False
AC005014.3	False	0.000436394	-0.701326	False	False	False	False	False
AC005014.4	False	0.0372138	-0.374251	False	False	False	False	False
AC005019.1	False	0.167229	0.299441	False	False	False	False	False
AC005019.2	False	0.0498733	1.02912	True	False	False	True	False
AC005020.1	False	0.78627	0.0659647	False	False	False	False	False
AC005021.1	False	0.00142943	1.01064	True	False	False	True	False
AC005034.1	False		0.206198	False	False	False	False	False
AC005034.2	False	0.210247	-0.240147	False	False	False	False	False
AC005034.4	False	2.19499e-16	-0.991798	False	False	False	False	False
AC005034.5	False	0.57727	0.0758348	False	False	False	False	False
AC005034.6	False	1.32749e-14	-0.98881	False	False	False	False	False
AC005037.1	False		-0.341541	False	False	False	False	False
AC005040.1	False		-0.511499	False	False	False	False	False
AC005040.2	False	0.0326437	-1.08112	True	False	False	True	False
AC005041.1	False	5.96349e-41	2.27804	True	False	False	True	False
AC005041.2	False	0.00166616	0.70983	False	False	False	False	False
AC005041.3	False	0.0107231	-0.393327	False	False	False	False	False
AC005041.4	False	2.02444e-05	0.751998	False	False	False	False	False
AC005041.5	False	0.216687	-0.686162	False	False	False	False	False
AC005042.1	False		0.0367483	False	False	False	False	False
AC005042.2	False		-0.232197	False	False	False	False	False
AC005046.1	False	0.332577	-0.17948	False	False	False	False	False
AC005050.1	False	0.913621	0.0324681	False	False	False	False	False
AC005050.2	False	3.78039e-05	1.2482	True	False	False	True	False
AC005050.3	False		0.142526	False	False	False	False	False
AC005052.1	False	0.0402472	-0.466429	False	False	False	False	False
AC005052.2	False	2.90066e-09	-0.402202	False	False	False	False	False
AC005062.1	False	1.71396e-38	2.75605	True	False	False	True	False
AC005064.1	False	1.3152e-18	-1.50782	True	False	False	True	False
AC005070.1	False		0.0258817	False	False	False	False	False
AC005070.2	False		0.262737	False	False	False	False	False
AC005070.3	False	5.94112e-09	-0.446903	False	False	False	False	False
AC005071.1	False	0.418363	-0.204265	False	False	False	False	False
AC005072.1	False	0.724105	-0.112568	False	False	False	False	False
AC005076.1	False	1.09116e-05	-0.434499	False	False	False	False	False
AC005076.2	False	0.0160779	-0.668737	False	False	False	False	False
AC005077.1	False	4.70075e-05	-2.36796	True	False	False	True	False
AC005077.2	False	0.437559	0.35416	False	False	False	False	False
AC005077.3	False		-0.341541	False	False	False	False	False
AC005077.4	False	9.91983e-42	-2.33517	True	False	False	True	False
AC005081.1	False	0.0205284	0.584125	False	False	False	False	False
AC005082.1	False	0.0570351	-0.491647	False	False	False	False	False
AC005082.2	False		-0.0518811	False	False	False	False	False
AC005083.1	True	2.4584e-08	0.603775	False	False	True	False	False
AC005086.1	False		-0.0326952	False	False	False	False	False
AC005086.2	False	0.923515	-0.0371111	False	False	False	False	False
AC005086.3	False	0.3431	-0.350448	False	False	False	False	False
AC005086.4	False		-0.0135092	False	False	False	False	False
AC005086.5	False	0.547904	-0.277025	False	False	False	False	False
AC005088.1	False		-0.134229	False	False	False	False	False
AC005089.1	False	3.80872e-11	1.19222	True	False	False	True	False
AC005094.1	False		-0.0253945	False	False	False	False	False
AC005096.1	False	0.0350692	-0.634248	False	False	False	False	False
AC005099.1	False	0.754536	-0.0621039	False	False	False	False	False
AC005100.1	False	0.859708	0.176672	False	False	False	False	False
AC005100.2	False	6.37284e-06	-2.23477	True	False	False	True	False
AC005102.1	False	0.106254	0.821023	False	False	False	False	False
AC005104.1	False	0.34867	-0.149225	False	False	False	False	False
AC005104.2	False		-0.241535	False	False	False	False	False
AC005105.1	False		0.215536	False	False	False	False	False
AC005144.1	False		0.0968535	False	False	False	False	False
AC005153.1	False	0.822571	-0.128251	False	False	False	False	False
AC005154.1	False	0.877098	-0.0334478	False	False	False	False	False
AC005154.2	False	0.317364	-0.145341	False	False	False	False	False
AC005154.4	False	0.560146	-0.126409	False	False	False	False	False
AC005156.1	False		0.0253723	False	False	False	False	False
AC005160.1	False		0.117059	False	False	False	False	False
AC005162.1	False	0.193636	-0.385657	False	False	False	False	False
AC005162.2	False	0.401525	-0.153496	False	False	False	False	False
AC005165.1	False	0.648606	0.177967	False	False	False	False	False
AC005165.2	False	0.400092	0.257656	False	False	False	False	False
AC005165.3	False		0.016034	False	False	False	False	False
AC005176.1	False	0.856644	0.172163	False	False	False	False	False
AC005180.1	False	0.745984	-0.102014	False	False	False	False	False
AC005180.2	False	0.00240198	-0.617195	False	False	False	False	False
AC005181.1	False		-0.121324	False	False	False	False	False
AC005183.1	False	0.527112	-0.265954	False	False	False	False	False
AC005189.1	False	0.44347	0.337742	False	False	False	False	False
AC005191.1	False		0.19635	False	False	False	False	False
AC005197.1	False	0.921783	0.0292678	False	False	False	False	False
AC005208.1	False	4.15545e-05	-0.72573	False	False	False	False	False
AC005209.1	False	0.308945	-0.542349	False	False	False	False	False
AC005220.1	False	0.984248	0.00756745	False	False	False	False	False
AC005224.1	False		-0.0440712	False	False	False	False	False
AC005224.2	False	0.248263	0.412637	False	False	False	False	False
AC005224.3	False	0.208189	0.290933	False	False	False	False	False
AC005225.1	False	0.00157787	-0.454341	False	False	False	False	False
AC005225.2	False	7.82371e-15	-1.23727	True	False	False	True	False
AC005225.3	False	0.327614	-0.258078	False	False	False	False	False
AC005225.4	False	2.08306e-13	-0.709761	False	False	False	False	False
AC005229.1	False		0.133697	False	False	False	False	False
AC005229.2	False		0.124868	False	False	False	False	False
AC005229.4	False	9.96481e-06	-0.308523	False	False	False	False	False
AC005229.5	False		0.432186	False	False	False	False	False
AC005230.1	False	0.84521	0.150846	False	False	False	False	False
AC005232.1	False		-0.192806	False	False	False	False	False
AC005234.2	False		0.401624	False	False	False	False	False
AC005237.1	False	0.120521	-0.820157	False	False	False	False	False
AC005244.1	False	0.149116	0.37944	False	False	False	False	False
AC005244.2	False		-0.00620841	False	False	False	False	False
AC005252.3	False	4.05947e-05	-1.14971	True	False	False	True	False
AC005252.4	False		-0.0725956	False	False	False	False	False
AC005253.1	False	0.0962785	-0.186584	False	False	False	False	False
AC005256.1	False	0.00479396	1.42962	True	False	False	True	False
