gene	combat_t_stat	abs_t
KCNQ3	1.7757552933585827	1.7757552933585827
TNS3	-1.7751448133106322	1.7751448133106322
DUSP4	1.772577945025449	1.772577945025449
COL13A1	1.7702861797193596	1.7702861797193596
ECE1	1.7699486872413972	1.7699486872413972
DGKI	-1.764206099338629	1.764206099338629
WSCD2	-1.759375503279627	1.759375503279627
CWH43	-1.7577873837394287	1.7577873837394287
GGCT	1.7544352315129779	1.7544352315129779
ADORA1	1.7493737561353186	1.7493737561353186
CCND1	1.7464658853486206	1.7464658853486206
STXBP5L	-1.7415010313946222	1.7415010313946222
CYTH3	-1.7333084307346456	1.7333084307346456
CDKN2B	1.7240638155972599	1.7240638155972599
EPS8	1.7234917223459498	1.7234917223459498
DPP4	1.7169795373804915	1.7169795373804915
SEMA3D	-1.7152690676578082	1.7152690676578082
SCML2	-1.7143982299139016	1.7143982299139016
PDLIM3	-1.7093088268883607	1.7093088268883607
CLDN16	1.7079807863439591	1.7079807863439591
NRCAM	1.70598126006713	1.70598126006713
QPCT	1.6989168453263956	1.6989168453263956
CLCNKB	-1.6971907389605236	1.6971907389605236
LIFR	-1.684916366379313	1.684916366379313
FOXJ1	-1.6824532962236582	1.6824532962236582
GLT8D2	-1.6815741866208356	1.6815741866208356
MLLT1	-1.6803445144944469	1.6803445144944469
TGFA	1.6798323517021527	1.6798323517021527
ITPR1	-1.6781047344739706	1.6781047344739706
PROS1	1.6777581066549905	1.6777581066549905
PLEKHA2	-1.6774466558981174	1.6774466558981174
GJB3	1.674746641237643	1.674746641237643
OGN	-1.6743728104939277	1.6743728104939277
ZMAT4	-1.6715036913901131	1.6715036913901131
SYNE1	-1.6681075268814647	1.6681075268814647
TENM1	1.665623963051742	1.665623963051742
MPPED2	-1.6617169610059268	1.6617169610059268
EPHB3	1.6569064381472678	1.6569064381472678
CITED2	-1.655662623806146	1.655662623806146
SCEL	1.652360230883866	1.652360230883866
TNFRSF11B	-1.6521208952552349	1.6521208952552349
DUSP6	1.6481510424473698	1.6481510424473698
GPX1	1.6479306414715793	1.6479306414715793
TFPI	-1.646582275991636	1.646582275991636
CDH6	1.6431591374034313	1.6431591374034313
AVPR1A	-1.641510630229046	1.641510630229046
CD63	1.6386212433232143	1.6386212433232143
EDIL3	1.6383804174371106	1.6383804174371106
TIAM1	1.637033030968363	1.637033030968363
ALDH3B1	1.6332191288604991	1.6332191288604991
ICAM5	1.6204302901718126	1.6204302901718126
ARHGAP24	-1.6174716761969066	1.6174716761969066
KIT	-1.6162357268864522	1.6162357268864522
RPS27L	1.6121853194696767	1.6121853194696767
FMOD	-1.6089141923275792	1.6089141923275792
RYR1	1.6054518517713856	1.6054518517713856
DES	-1.6048415811721592	1.6048415811721592
S100A11	1.604221892348568	1.604221892348568
ELMO1	-1.6037821335384819	1.6037821335384819
HK1	-1.5944923990642705	1.5944923990642705
TPD52L1	1.5934341341087384	1.5934341341087384
AAK1	-1.5912304837340967	1.5912304837340967
SLIT1	1.5906168205193818	1.5906168205193818
KCNJ2	1.5897810233961676	1.5897810233961676
GLUL	-1.5870499234751363	1.5870499234751363
UPP1	1.5789106348614292	1.5789106348614292
PROM1	-1.5775205611151137	1.5775205611151137
DEPTOR	-1.5765559373074551	1.5765559373074551
FJX1	1.5733136405975716	1.5733136405975716
FN1	1.5694758122637658	1.5694758122637658
BCL2	-1.5691343539839757	1.5691343539839757
SPINT1	1.564869969167009	1.564869969167009
SDC4	1.5648201014857188	1.5648201014857188
TXNL1	-1.562448708438689	1.562448708438689
MVP	1.5612164150580945	1.5612164150580945
PCOLCE2	-1.5605898732340873	1.5605898732340873
APOD	-1.5592597436945284	1.5592597436945284
MFAP4	-1.557653808740272	1.557653808740272
STRA6	1.553027035614137	1.553027035614137
HBB	-1.5529043072199669	1.5529043072199669
HSBP1	-1.5512225291298012	1.5512225291298012
SREBF1	1.5495975713011674	1.5495975713011674
FXYD5	1.5488304845021583	1.5488304845021583
BAIAP3	1.547809666896781	1.547809666896781
SLC4A4	-1.5464181246699902	1.5464181246699902
CLDN1	1.5402093017410128	1.5402093017410128
MFGE8	1.539979177698197	1.539979177698197
BMP8A	-1.5395828221118903	1.5395828221118903
CPNE3	-1.5389576837871903	1.5389576837871903
PLD3	1.537544737684083	1.537544737684083
ULBP2	1.5332238157407938	1.5332238157407938
TGFB1I1	1.5320794338947021	1.5320794338947021
MGAT4B	1.5319180925271756	1.5319180925271756
ABI3BP	-1.5310336878292408	1.5310336878292408
INSR	1.5305730285020263	1.5305730285020263
EFEMP1	-1.5304044799552876	1.5304044799552876
ADD3	-1.5264451062272668	1.5264451062272668
SORBS2	-1.5261428354408983	1.5261428354408983
TBC1D2	1.5246796868829107	1.5246796868829107
BMP2	-1.5234920934632812	1.5234920934632812
SMARCA4	1.522572682859912	1.522572682859912
TOB1	-1.5208246259969997	1.5208246259969997
FYN	1.5189798852567489	1.5189798852567489
NAB2	1.5158386085187658	1.5158386085187658
SYT12	1.5133245443635743	1.5133245443635743
LTF	-1.5102546805895034	1.5102546805895034
FOXA2	-1.5102388476475173	1.5102388476475173
CDON	-1.5102165517035842	1.5102165517035842
PPARGC1A	-1.507264376520694	1.507264376520694
CAMK2N1	1.506746389450312	1.506746389450312
PSD3	1.50566873646059	1.50566873646059
CTSH	1.5050357490845405	1.5050357490845405
MAP4K4	1.5037911913486532	1.5037911913486532
MRC2	1.5024342828365358	1.5024342828365358
OMD	-1.4997924183083036	1.4997924183083036
CHST2	1.4991728161813864	1.4991728161813864
AKR1C1	-1.4990852564063806	1.4990852564063806
CRABP1	-1.496457608128364	1.496457608128364
LOXL2	1.494714380420094	1.494714380420094
FGL2	-1.4934100235570742	1.4934100235570742
HPCAL4	1.492796058912761	1.492796058912761
ABCC3	1.4913741262092244	1.4913741262092244
TRA2B	-1.4905122229631624	1.4905122229631624
HGD	-1.4885713106063	1.4885713106063
AK1	1.4875217222505126	1.4875217222505126
MET	1.487157257017676	1.487157257017676
INF2	1.4857886310456658	1.4857886310456658
SEZ6L2	1.484859129659458	1.484859129659458
CD151	1.4827838866261787	1.4827838866261787
TMOD1	-1.4817154385314104	1.4817154385314104
ADAM15	1.4778601135889795	1.4778601135889795
RAG2	-1.4736582613775402	1.4736582613775402
CUX2	-1.4717649510135131	1.4717649510135131
FHL1	-1.4707419780900814	1.4707419780900814
RGS16	-1.4706528249710793	1.4706528249710793
CTSA	1.469270129796234	1.469270129796234
AGR2	1.4669601504579868	1.4669601504579868
TNFRSF12A	1.466628282572527	1.466628282572527
MSN	1.4659594369869287	1.4659594369869287
IRS1	-1.4655945509896184	1.4655945509896184
GRIN2C	-1.4652580146341456	1.4652580146341456
ADAMTS9	1.4644047364704829	1.4644047364704829
KRT15	1.464367696594237	1.464367696594237
SERPINA1	1.4627659032048372	1.4627659032048372
FLII	1.4625284669360223	1.4625284669360223
KDELR3	1.462236621967308	1.462236621967308
SMAD9	-1.4604619954350628	1.4604619954350628
ARHGEF2	1.4585642000048398	1.4585642000048398
CPQ	-1.45553524164861	1.45553524164861
TMPRSS4	1.4525876763330219	1.4525876763330219
SOD3	-1.4514278267364251	1.4514278267364251
LAMA2	-1.4509976339063064	1.4509976339063064
ENY2	-1.4498167453487727	1.4498167453487727
CLDN9	1.4497700225335128	1.4497700225335128
ROR2	-1.4450927364262693	1.4450927364262693
KLK10	1.4447798232608473	1.4447798232608473
LAMB3	1.4430242136432512	1.4430242136432512
NR1D1	1.4421578176066223	1.4421578176066223
AMIGO2	1.439133605848159	1.439133605848159
JUN	-1.4386269478164342	1.4386269478164342
TIMP1	1.4365339572614377	1.4365339572614377
B3GNT3	1.4341524999514519	1.4341524999514519
TMPRSS6	1.4322718272814943	1.4322718272814943
CCND2	1.432024822715172	1.432024822715172
MDK	1.432005466879023	1.432005466879023
IER5	1.4307437274064774	1.4307437274064774
AGRN	1.428807554098184	1.428807554098184
RAP1GAP	-1.4274624784542687	1.4274624784542687
FBLN1	-1.424218240910212	1.424218240910212
TCEAL2	-1.4203683120291768	1.4203683120291768
CACNA2D1	-1.4196611555499388	1.4196611555499388
DTX4	1.4194273586328998	1.4194273586328998
ST8SIA4	1.418842953138003	1.418842953138003
VWA1	1.418057358450882	1.418057358450882
ITGA2	1.4170235759382972	1.4170235759382972
PON2	1.4165501827777582	1.4165501827777582
CYBRD1	-1.4133354200189572	1.4133354200189572
NRP2	1.4066970082489194	1.4066970082489194
SLC39A14	-1.4048331343393963	1.4048331343393963
KLHL2	1.4047922179419148	1.4047922179419148
SDC3	1.4035735697197653	1.4035735697197653
FRAS1	-1.4028043201724834	1.4028043201724834
ELL2	-1.4014923237707202	1.4014923237707202
RAB27A	1.4009397730261306	1.4009397730261306
RAD23B	1.3995045567308777	1.3995045567308777
LPL	1.399135707169893	1.399135707169893
CLTA	1.3991302325699093	1.3991302325699093
TESC	1.39789940387047	1.39789940387047
ARHGDIB	1.3969058969147667	1.3969058969147667
FLRT1	-1.3926483921921529	1.3926483921921529
PEG3	-1.3888841873042115	1.3888841873042115
ADM	1.3868159289752298	1.3868159289752298
CHD4	1.3865877352570717	1.3865877352570717
SMARCA2	-1.3865435517468478	1.3865435517468478
QSOX1	1.3862456212822316	1.3862456212822316
RASGRF1	1.3824158328792755	1.3824158328792755
ESD	-1.381735314427426	1.381735314427426
ITGA3	1.37911528050771	1.37911528050771
EGR2	-1.3760726723812617	1.3760726723812617
TNS1	-1.3752657126824166	1.3752657126824166
HIP1	1.3729714621293743	1.3729714621293743
SOX4	1.371647334121333	1.371647334121333
MAN1A1	-1.3707803746832756	1.3707803746832756
SNRPD3	-1.3701289924044988	1.3701289924044988
CD44	1.3697931775084384	1.3697931775084384
PFKFB2	-1.3697898994762066	1.3697898994762066
TPO	-1.369707577330201	1.369707577330201
CFI	1.3642723868668498	1.3642723868668498
HSPB11	-1.3622087076314748	1.3622087076314748
SLC20A2	-1.361001575470622	1.361001575470622
LGALS3	1.3589512532410992	1.3589512532410992
FNDC4	1.3536178942540258	1.3536178942540258
PLA2G7	-1.3509303342793433	1.3509303342793433
MGAT1	-1.3490936339580226	1.3490936339580226
DCN	-1.3488122056965637	1.3488122056965637
ZFP36L2	-1.3482031043302303	1.3482031043302303
PRDM1	1.3478630668162148	1.3478630668162148
EBAG9	-1.3470472801450557	1.3470472801450557
DIO2	-1.3460177272882061	1.3460177272882061
TGFBR1	1.3454086038988133	1.3454086038988133
PKNOX2	-1.3452291457108816	1.3452291457108816
IGSF1	1.3450377142505716	1.3450377142505716
MDFI	1.343943821411272	1.343943821411272
OGDHL	-1.3429624877326531	1.3429624877326531
OPHN1	-1.3425634132057822	1.3425634132057822
PPP1R14B	1.3380056567189442	1.3380056567189442
GPX4	1.336018821185395	1.336018821185395
SLC26A4	-1.3357774737468422	1.3357774737468422
SLC25A15	-1.3353418978485225	1.3353418978485225
EMILIN2	1.3347313150536142	1.3347313150536142
C4ORF46	-1.3345950626518546	1.3345950626518546
ESPN	1.3344914096782603	1.3344914096782603
B3GAT1	1.332152010396359	1.332152010396359
FGF7	-1.3285084717500752	1.3285084717500752
EVPL	1.3284180422498437	1.3284180422498437
GSTM3	-1.3277460591355774	1.3277460591355774
HLF	-1.3276108676406846	1.3276108676406846
DCSTAMP	1.327131542573592	1.327131542573592
SPTBN1	-1.3265215920452937	1.3265215920452937
RHOBTB3	1.3250203432591356	1.3250203432591356
FLRT2	-1.3239868141147753	1.3239868141147753
DOCK9	1.3233172343082336	1.3233172343082336
CRYAB	-1.32290351186294	1.32290351186294
SDC2	-1.3204440335475527	1.3204440335475527
B3GALT5	-1.319190702336394	1.319190702336394
SYNCRIP	-1.3188973926238887	1.3188973926238887
ENDOD1	1.3181650502628746	1.3181650502628746
ALDH1A3	1.315199294499079	1.315199294499079
TSPAN5	-1.3147461027449396	1.3147461027449396
CTSD	1.3143293270908607	1.3143293270908607
TNFRSF1A	1.3130490896793523	1.3130490896793523
CTTN	1.3127883027859921	1.3127883027859921
IL1RAP	1.3125576135439228	1.3125576135439228
PLAU	1.3124222762812126	1.3124222762812126
PRSS23	1.3110184801265352	1.3110184801265352
PLXNC1	1.3107103483880678	1.3107103483880678
TCF7L1	-1.3098851097617814	1.3098851097617814
KLF9	-1.3089904835422772	1.3089904835422772
SLC34A2	1.3089014716510372	1.3089014716510372
CDH4	1.3084060518972218	1.3084060518972218
BEX1	-1.3081693380346535	1.3081693380346535
ID4	-1.3079080143764599	1.3079080143764599
CD302	-1.3071986993982512	1.3071986993982512
GLDC	-1.3070705300528318	1.3070705300528318
PEA15	1.3065372009414504	1.3065372009414504
SRPX	-1.3063771534088693	1.3063771534088693
PDLIM4	1.305996718015782	1.305996718015782
SORD	-1.3047686317315397	1.3047686317315397
CDKN1A	1.3043698892349618	1.3043698892349618
IER2	-1.3034060553133284	1.3034060553133284
RNASET2	-1.302395992481046	1.302395992481046
NOTCH3	1.3015077110845712	1.3015077110845712
ST3GAL5	1.3012490492135589	1.3012490492135589
ACTN4	1.3001691657645154	1.3001691657645154
FABP4	-1.2995168717602774	1.2995168717602774
CYSLTR2	1.2994081222463219	1.2994081222463219
MT1F	-1.2974327938506582	1.2974327938506582
DSTN	-1.2973304837989097	1.2973304837989097
IL13RA1	1.296366153117903	1.296366153117903
LSR	1.2958185793736796	1.2958185793736796
PHLDA2	1.295765147246447	1.295765147246447
SBF1	-1.2952919948007124	1.2952919948007124
RHOC	1.295194240867152	1.295194240867152
BHLHE40	1.2951639521230294	1.2951639521230294
AHNAK2	1.2947758707110806	1.2947758707110806
MMP11	1.2939569535720308	1.2939569535720308
MCAM	1.292228400408813	1.292228400408813
PDZK1IP1	1.2905108641741383	1.2905108641741383
PHYHIP	1.2904125304340817	1.2904125304340817
MAPKAPK3	1.2896258112805565	1.2896258112805565
FERMT1	-1.2889060239649934	1.2889060239649934
NOD1	1.2867609226288614	1.2867609226288614
F2R	1.286241442917918	1.286241442917918
PCSK1N	1.285487592467991	1.285487592467991
FHL2	-1.2850912446946383	1.2850912446946383
PTPRE	1.282983214430539	1.282983214430539
SDK2	-1.2829816895722685	1.2829816895722685
SH3BGRL3	1.282342040933004	1.282342040933004
MGAT3	1.2806329997370298	1.2806329997370298
CDH13	1.279924502420971	1.279924502420971
RCAN1	-1.274542294838581	1.274542294838581
TRPC5	1.2699031038005635	1.2699031038005635
PERP	1.268171591368305	1.268171591368305
SGCD	-1.2675897476179732	1.2675897476179732
NID1	1.2675610781641111	1.2675610781641111
BCAP29	-1.2674997406025834	1.2674997406025834
SLC24A3	-1.2654280130291735	1.2654280130291735
VDAC3	-1.2650746687759318	1.2650746687759318
CTSB	1.2635586646578263	1.2635586646578263
HP1BP3	-1.2632924273541621	1.2632924273541621
KLK7	1.2621467671309228	1.2621467671309228
SPARC	1.2598664893522833	1.2598664893522833
FCGBP	-1.2589452504183793	1.2589452504183793
LCN2	1.2574145257847953	1.2574145257847953
ANTXR1	-1.2533114078160725	1.2533114078160725
OSBPL1A	-1.2527820701582193	1.2527820701582193
DIO1	-1.2526713531555687	1.2526713531555687
IQGAP2	-1.2497601352661543	1.2497601352661543
S100A6	1.2496804100529526	1.2496804100529526
ZBTB16	-1.245672115054716	1.245672115054716
PMEPA1	1.243712630213827	1.243712630213827
GRM4	1.2400309348697585	1.2400309348697585
ARFGAP3	-1.238996570315841	1.238996570315841
CRELD2	-1.2380021253160225	1.2380021253160225
ICAM1	1.2370314500504742	1.2370314500504742
FBXL5	-1.236774699523638	1.236774699523638
OAT	-1.2362040115577566	1.2362040115577566
CDH2	1.2358337111260258	1.2358337111260258
PDE10A	-1.2353072926838922	1.2353072926838922
EHD2	1.2336692280237058	1.2336692280237058
ADM2	-1.2332172213605146	1.2332172213605146
ASPH	-1.232229396378238	1.232229396378238
CLCNKA	-1.2315844274986456	1.2315844274986456
DHRS3	1.2310948967582007	1.2310948967582007
HTATSF1	-1.2303311518051097	1.2303311518051097
GCOM1	-1.2296895186400143	1.2296895186400143
SERPINH1	1.2281997049828637	1.2281997049828637
EGR1	-1.2277779247342886	1.2277779247342886
CKS2	1.2272292639982532	1.2272292639982532
DNAJB1	-1.2261086655275355	1.2261086655275355
PRKG1	-1.2247434886205455	1.2247434886205455
ESM1	1.2238933856609702	1.2238933856609702
PXDN	1.222707128782034	1.222707128782034
TPP1	1.2220066242791112	1.2220066242791112
DEGS1	1.221368744361251	1.221368744361251
KCNN4	1.2202370716926252	1.2202370716926252
COL8A1	1.2192255015968132	1.2192255015968132
HERPUD1	-1.2188197253608541	1.2188197253608541
CTSC	1.218168225674025	1.218168225674025
FOSB	-1.218108328907817	1.218108328907817
CLDN10	1.2180420356812358	1.2180420356812358
LGMN	-1.2175801161921576	1.2175801161921576
LASP1	1.2167303161416703	1.2167303161416703
MT1M	-1.214855045572855	1.214855045572855
ENPP1	-1.2137361758387626	1.2137361758387626
PDE5A	1.2110329510429554	1.2110329510429554
ELOVL5	-1.2101897161774124	1.2101897161774124
CITED1	1.2099722384710205	1.2099722384710205
PTX3	-1.20909167916984	1.20909167916984
MTCH1	-1.2082684554505922	1.2082684554505922
ANK3	-1.2066913443513378	1.2066913443513378
MMP16	1.206419434057498	1.206419434057498
GLTP	1.2051390910977084	1.2051390910977084
AR	-1.203773476762369	1.203773476762369
AKAP12	-1.2028332854979202	1.2028332854979202
ALDH1A1	-1.2010186505075346	1.2010186505075346
STAC	1.198091936373499	1.198091936373499
SCUBE3	-1.19795190853533	1.19795190853533
SFN	1.1973349978619114	1.1973349978619114
LRP2	-1.1949178597190915	1.1949178597190915
PLK2	1.1939402619602082	1.1939402619602082
SRSF1	-1.1927545251428742	1.1927545251428742
ID3	-1.1918939059222158	1.1918939059222158
MYL12B	1.1914777706165443	1.1914777706165443
CA4	-1.1904305826187505	1.1904305826187505
RAB1A	-1.1888181630868409	1.1888181630868409
EFHD2	1.1879059618338725	1.1879059618338725
PKIA	-1.1879051290138116	1.1879051290138116
VAT1	1.187301883079871	1.187301883079871
TNFRSF21	1.186632129304308	1.186632129304308
MT1G	-1.1845485522620767	1.1845485522620767
PLXNB2	1.1845044640113158	1.1845044640113158
GAS1	-1.1835687533109451	1.1835687533109451
COL4A1	1.1820719947042189	1.1820719947042189
UGT8	-1.1817499717741204	1.1817499717741204
DUSP5	1.180653776055984	1.180653776055984
NUCB2	-1.1797948147099862	1.1797948147099862
PLAG1	1.1783391134623888	1.1783391134623888
SELENBP1	-1.1780134130373965	1.1780134130373965
MISP	1.176696025294345	1.176696025294345
CCT8	1.1765898741257306	1.1765898741257306
MCFD2	-1.1765366134655983	1.1765366134655983
CTBP1	1.1743412569054403	1.1743412569054403
SLC1A5	1.1742502414894327	1.1742502414894327
ACTN1	1.1740419763826795	1.1740419763826795
ST6GALNAC5	1.174003164905996	1.174003164905996
SRSF3	-1.1739840526055454	1.1739840526055454
TREM1	1.1718304626904328	1.1718304626904328
RIMS2	1.1715893499667163	1.1715893499667163
HEBP1	-1.1707998627758245	1.1707998627758245
SCG5	1.1697807399791509	1.1697807399791509
ARPC3	1.1697769901961224	1.1697769901961224
AQP1	1.168937741516639	1.168937741516639
ITM2A	-1.1680395836013546	1.1680395836013546
ATF2	-1.1669506570186197	1.1669506570186197
MT1H	-1.1658100543817491	1.1658100543817491
GCSH	-1.1656324050056952	1.1656324050056952
NFE2L3	1.164153344892928	1.164153344892928
ITGA6	1.1631073202902749	1.1631073202902749
NDRG1	-1.163072399045982	1.163072399045982
TRIM58	-1.1594900531015224	1.1594900531015224
SLC35D2	-1.158393022532438	1.158393022532438
ISCU	1.157778568836498	1.157778568836498
NUPR1	-1.1576713219488939	1.1576713219488939
SASH1	-1.156687829459489	1.156687829459489
ALOX15B	1.1556247140239841	1.1556247140239841
TACSTD2	1.1550851839722889	1.1550851839722889
BRINP1	1.1546332729513793	1.1546332729513793
ATP6AP1	1.1544587889551785	1.1544587889551785
ARPC5L	1.1543803497429719	1.1543803497429719
RCN2	1.15344200224985	1.15344200224985
CHI3L1	1.1526223283941535	1.1526223283941535
ECM1	1.151612981078796	1.151612981078796
NR4A3	-1.1508709935628054	1.1508709935628054
DRAM1	1.1499258536225074	1.1499258536225074
SIGLEC15	1.1482829815563558	1.1482829815563558
SYNPO	1.1480863312699023	1.1480863312699023
NEB	-1.1477290682927852	1.1477290682927852
ST14	1.1473440240189396	1.1473440240189396
CBX4	1.1468619958726505	1.1468619958726505
COMP	1.1461360787072299	1.1461360787072299
MXRA8	1.1453594037405685	1.1453594037405685
MYO10	-1.145109560690715	1.145109560690715
TRMT5	-1.1448604106296059	1.1448604106296059
DIRAS3	1.1430517465047005	1.1430517465047005
GATM	-1.14278826072041	1.14278826072041
PALM	1.1417198569246516	1.1417198569246516
PNRC1	-1.1410986749475351	1.1410986749475351
SNTA1	-1.1392687265572075	1.1392687265572075
SYNE2	-1.1392374554035185	1.1392374554035185
GNB2	1.1392270094429806	1.1392270094429806
C7	-1.138565012898615	1.138565012898615
CXCL12	-1.1382898790772682	1.1382898790772682
MYH10	1.1374885879990135	1.1374885879990135
MDM2	1.13715213589189	1.13715213589189
RRAS	1.1354816575113076	1.1354816575113076
CDC42EP3	1.1348606127657968	1.1348606127657968
