cluster_1,,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell
IL2,TNFRSF9,0.002499796501011082,0.0,0.0,0.0
TNF,INSR,0.049296499945079966,0.023171806985698522,0.0,0.0
IL6,TSHR,0.0,0.0,0.0,0.0
CXCL6,CXCR6,0.01702195682524155,0.07041221767164475,0.0,0.0
LEP,F3,0.08389991381240883,0.18321414070329928,0.0,0.0
CCL1,CCR6,0.0,0.0,0.0,0.0
CCL2,CCR7,0.11680399548334042,0.0,0.3881757009055288,0.0
CCL26,CCR4,0.030616248739868273,0.0,0.11055316314017972,0.0
CXCL9,CCR6,0.07475989484439201,0.0,0.10267566793975735,0.0
CCL8,CCR7,0.037307505871034576,0.0,0.02657270014545031,0.0
CD40LG,F3,0.08429717004743147,0.1836113969383219,0.0,0.0
CXCL10,CCR7,0.06294529347187387,0.0,0.051539929511752805,0.0
FGF7,PDGFRB,0.3346643142915527,0.39750337833891297,0.0,0.0
CCL17,CXCR6,0.0,0.0,0.0,0.0
CXCL12,MMP9,0.19829571472791913,0.0,0.05971213038444223,0.0
CXCL3,CCR4,0.022876291375660437,0.0,0.02158144697463712,0.0
IGF1,FLT1,0.12052056501364575,0.04482293308595187,0.15248019376632072,0.07678256183862686
IL13,MUC5AC,0.0,0.0,0.0,0.0
CXCL14,CCR4,0.0,0.0,0.0,0.0
OSM,F3,0.0877354513925473,0.18704967828343774,0.0,0.0
CCL4,CCR6,0.12552948665130517,0.0,0.20099059843835737,0.0
HLA-G,KLRC2,0.011833673536148523,0.0,0.0,0.0
CSF2,TNF,0.0005211191081911936,0.0,0.0,0.0
IGF1,FGFR2,0.019600682103952067,0.0,0.05156031085662705,0.0
CCL3,CCR6,0.052575876602173444,0.0,0.24432995819864178,0.0
IFNG,CCR6,0.00394510093458982,0.0,0.0,0.0
CXCL6,CCR7,0.001357475814798617,0.0,0.0,0.0
CCL4,CCR4,0.1252427280208178,0.0,0.20070383980787,0.0
CCL23,CCR6,0.004917873961077499,0.0,0.025787941156004912,0.0
CCL14,CCR4,0.003450451597969107,0.0,0.0,0.0
OSM,ADAMTS4,0.0486645911566446,0.027002466040357602,0.0,0.0
ADM,HMOX1,0.21802453483061196,0.31297715003634,0.5686317422943482,0.6635843575000763
CCL8,CCR6,0.03652274688158917,0.0,0.025787941156004912,0.0
IL6,INSR,0.06048006452920643,0.03435537156982499,0.0,0.0
CCL3L1,CCR7,0.017594099007801265,0.0,0.1355314853813321,0.0
DKK1,LRP1,0.44525370645567464,0.5371918096019199,0.0,0.0
IGF1,KDR,0.05686973921450526,0.0,0.08882936796718024,0.0
CXCL6,CCR4,0.00028595819486586075,0.0,0.0,0.0
CCL21,CXCL10,0.749493339948222,0.7380879759881009,1.032499674243782,1.021094310283661
CCL26,CCR6,0.03090300737035563,0.0,0.11083992177066708,0.0
CCL7,CCR6,0.0024755434320995633,0.0,0.0,0.0
IL10,CSF1,0.06145464071644381,0.05293327933657177,0.0,0.0
THBS1,ITGB6,0.0,0.0,0.0,0.0
PRSS1,PRSS2,0.0,0.0,0.0,0.0
IL17F,CXCL10,0.0,0.0,0.0,0.0
VEGFA,CDH5,0.2991424009509149,0.3295614010794869,0.6450678133570504,0.6754868134856225
THBS4,ITGB6,0.0,0.0,0.0,0.0
TNF,MUC5AC,0.0,0.0,0.0,0.0
CCL5,CXCR6,0.24674718972690945,0.30013745057331265,0.47627205619117924,0.5296623170375824
CCL18,CCR7,0.090985510796586,0.0,0.3761405858423383,0.0
IL2,C3,0.003801433835467665,0.0,0.0,0.0
CSF2,CD1C,0.0,0.0,0.0,0.0
IL1A,PLAU,0.0,0.0,0.0,0.0
CXCL5,CCR6,0.009114327830679295,0.0,0.025787941156004912,0.0
CCN1,IL17A,0.0,0.0,0.0,0.0
CCL21,CCR6,0.688215080447481,0.0,0.971221414743041,0.0
CXCL10,CCR6,0.062160534482428476,0.0,0.0507551705223074,0.0
CSF2,CPE,0.10271945829757026,0.14297425102773176,0.0,0.0
IL1B,LDLR,0.07654799706887044,0.07088160184712088,0.0,0.0
SPP1,ITGA6,0.2530269609298268,0.18816931337525133,1.2090565018221728,1.1441988542675974
CXCL2,CCR4,0.004662875680358124,0.0,0.0,0.0
VWF,ITGB6,0.0,0.0,0.0,0.0
EDN1,MMP1,0.21293064235049994,0.16033447867850203,0.0,0.0
VEGFA,VCAM1,0.27619874149949414,0.2845068386896363,0.6221241539056297,0.6304322510957718
S100B,TNF,0.01857456329037579,0.0,0.023171806985698522,0.0
IL13,PTGS2,0.0,0.0,0.0,0.0
CCL26,CCR7,0.03168776635980103,0.0,0.11162468076011248,0.0
CD40LG,VCAM1,0.038078866922137605,0.04638696411227973,0.0,0.0
TNF,F3,0.08390479233788822,0.18321901922877867,0.0,0.0
IL17A,PTGS2,0.0,0.0,0.0,0.0
CXCL1,CCR6,0.005767386006613387,0.0,0.0,0.0
CXCL14,CXCR6,0.0,0.0,0.0,0.0
IFNG,VCAM1,0.04103709372543238,0.0493451909155745,0.0,0.0
TNF,PIGR,0.0,0.0,0.0,0.0
CCL5,CXCL12,0.3952687601174426,0.25668517577396577,0.6247936265817124,0.4862100422382355
IL10,DCN,0.01951401678395523,0.07595172739136226,0.0,0.0
CXCL8,CXCR6,0.031794191951488276,0.08518445279789148,0.2567890889336795,0.3101793497800827
EDN1,MCAM,0.09270345847440906,0.023823528351582482,0.0,0.0
IL1B,VEGFA,0.26118196134497706,0.6071073737511126,0.0,0.0
CSF3,PLAUR,0.7206581663190024,0.757871620626201,0.0,0.0
ADIPOQ,WIF1,0.0,0.0,0.0,0.0
IL1B,MMP1,0.23444624354312465,0.18185007987112675,0.0,0.0
CSF2,MMP1,0.21229765359323857,0.15970148992124067,0.0,0.0
CCL15,CCR7,0.0015973752511354207,0.0,0.0,0.0
CCL23,CCR4,0.004631115330590142,0.0,0.025501182525517554,0.0
VEGFD,PDGFRB,0.0,0.0,0.0,0.0
CSF2,FCER2,0.0006584725825406246,0.0,0.0,0.0
IL12B,TNF,0.0,0.0,0.0,0.0
IGFBP3,MMP14,0.7671868569413599,0.9178340659276215,0.6608048728132455,0.8114520817995071
THBS2,ITGB6,0.0,0.0,0.0,0.0
CCL23,CCR7,0.005702632950522897,0.0,0.02657270014545031,0.0
SPP1,PLAU,0.38006831484503956,0.49240494460274464,1.3360978557373855,1.4484344854950906
VEGFA,FLT4,0.2752899561680895,0.3566276199324837,0.621215368574225,0.7025530323386192
LAMA4,ITGB6,0.0,0.0,0.0,0.0
CCL11,CXCR6,0.0,0.0,0.0,0.0
CCL19,CCR6,0.001991015535789125,0.0,0.0,0.0
IL1A,CXCL12,0.0,0.0,0.0,0.0
TNF,MMP13,0.002045643673706765,0.0,0.0,0.0
PPBP,CCR7,0.0,0.0,0.0,0.0
CXCL12,GZMB,0.19686414971993918,0.2903686182847458,0.05828056537646229,0.1517850339412689
IGF1,PDGFRA,0.6908963301920283,0.5294082987389899,0.7228559589447033,0.5613679274916649
IFNG,CSF1,0.06326541435933128,0.05474405297945924,0.0,0.0
VEGFD,PDGFRA,0.0,0.0,0.0,0.0
SST,F3,0.0,0.0,0.0,0.0
IL12B,GZMB,0.0,0.0,0.0,0.0
TNF,CHI3L1,0.0005379873336582433,0.0,0.0,0.0
CCL5,CCR7,0.23108270871646652,0.0,0.4606075751807363,0.0
IFNG,IDO1,0.009194219254840612,0.0,0.0,0.0
IL2,GZMB,0.03163058705244058,0.12513505561724722,0.0,0.0
IGF1,VEGFA,0.2581417406385985,0.604067153044734,0.2901013693912735,0.636026781797409
CCL11,CCR4,0.0,0.0,0.0,0.0
CXCL13,CCR7,0.013774403609673034,0.0,0.0,0.0
FGF7,PLAU,0.21684549671200623,0.3291821264697113,0.0,0.0
CCL5,TNFRSF4,0.2903929075363776,0.3244510017608279,0.5199177740006473,0.5539758682250977
IL6,KDR,0.04873053330874902,0.0,0.0,0.0
IFNG,CXCL12,0.16891591132501133,0.03033232698153443,0.0,0.0
DCN,VEGFA,0.25648643820090444,0.60241185060704,0.3129241488083115,0.658849561214447
IL1B,CXCL10,0.08423574711875395,0.07283038315863287,0.0,0.0
XCL1,CCR6,0.0071336039192257715,0.0,0.0,0.0
THBS4,ITGA6,0.09041229721036186,0.02555464965578638,0.0,0.0
TNF,CDH11,0.10128650599240813,0.023171806985698522,0.0,0.0
IL6,CCR7,0.012562819995323668,0.0,0.0,0.0
CXCL3,CCR7,0.023947808995593192,0.0,0.022652964594569877,0.0
IFNG,CXCL10,0.06522336043533074,0.05381799647520966,0.0,0.0
S100A8,MMP1,0.22940975353630488,0.17681358986430698,0.3205602436480798,0.26796407997608185
FGF7,SFTPA2,0.0,0.0,0.0,0.0
ADIPOQ,CXCL12,0.0,0.0,0.0,0.0
SAA1,F3,0.0838741251376754,0.18318835202856584,0.0,0.0
IL6,CXCL12,0.17674887139629977,0.038165287052822884,0.0,0.0
CCL21,CXCR6,0.7046643204473694,0.7580545812937726,0.9876706547429294,1.0410609155893327
CCL14,CXCR6,0.020186450228344796,0.073576711074748,0.0,0.0
CCL11,CCR7,0.0,0.0,0.0,0.0
CXCL12,CCR7,0.16663784436155446,0.0,0.028054260018077568,0.0
CCL17,CCR7,0.0,0.0,0.0,0.0
CCL3L1,CXCR6,0.033258580018244194,0.0866488408646474,0.15119596639177504,0.20458622723817826
CXCL6,CCR6,0.0005727168253532187,0.0,0.0,0.0
IL1A,C3,0.0,0.0,0.0,0.0
IL6,CSF1,0.07109837443061973,0.06257701305074768,0.0,0.0
IL6,GZMB,0.04278912535370839,0.13629359391851503,0.0,0.0
IL1A,MMP9,0.0,0.0,0.0,0.0
SAA1,PTGS2,0.004872781336122533,0.0,0.0,0.0
FGFR4,PLAU,0.21534966477172704,0.3276862945294321,0.0,0.0
TNF,PLAU,0.21507080845548676,0.3274074382131918,0.0,0.0
CSF2,CSF1,0.06012921109286841,0.05160784971299637,0.0,0.0
CXCL5,CCR4,0.008827569200191936,0.0,0.025501182525517554,0.0
VWF,ITGA6,0.24277984103492,0.17792219348034455,0.2111323140427461,0.1462746664881706
CXCL8,CCR4,0.015058193321112592,0.0,0.2400530903033038,0.0
IL2,PRF1,0.0441470850261378,0.06395968540087758,0.0,0.0
RELN,ITGA6,0.0996410860862146,0.034783438531639115,0.0,0.0
FGF7,VEGFA,0.2405936584052353,0.5865190708113708,0.0,0.0
CCL2,PTGS2,0.12032818860847856,0.0,0.3916998940306669,0.0
NR0B2,TNF,0.00026708650781381653,0.0,0.0,0.0
CXCL13,CCR4,0.012702885989740278,0.0,0.0,0.0
IL13,VEGFA,0.0,0.0,0.0,0.0
S100A9,MMP1,0.4211229667724252,0.3685268031004273,0.836747556847123,0.7841513931751252
IL2,CES1,0.0,0.0,0.0,0.0
CXCL3,CCR6,0.023163050006147795,0.0,0.02186820560512448,0.0
CXCL11,CCR4,0.006136222240127147,0.0,0.0,0.0
TNF,MMP9,0.03303712577756187,0.0,0.0,0.0
CXCL9,CXCR6,0.09120913484428034,0.14459939569068353,0.11912490793964568,0.1725151687860489
CXCL10,CCR4,0.06187377585194112,0.0,0.050468411891820046,0.0
IL10,F3,0.08544462320783877,0.18475885009872922,0.0,0.0
OSM,PLAT,0.04934914961392505,0.10507091911385918,0.0,0.0
CCL23,KDR,0.04187034626394825,0.0,0.06274041345887565,0.0
IFNG,HSP90AA1,1.0950434998390026,1.0255824775428672,0.0,0.0
CCL19,CCR4,0.001704256905301767,0.0,0.0,0.0
XCL2,CCR6,0.018932724872188937,0.0,0.023263916907881745,0.0
IL2,TNFRSF4,0.06071448051396695,0.09477257473841726,0.0,0.0
CXCL5,CCR7,0.009899086820124692,0.0,0.02657270014545031,0.0
SAA1,HMOX1,0.11494398955082316,0.20989660475655122,0.0,0.0
IFNG,IL17A,0.0,0.0,0.0,0.0
CCL20,CCR7,0.008421004216246248,0.0,0.0,0.0
CXCL5,CXCR6,0.025563567830567624,0.07895382867697083,0.04223718115589324,0.09562744200229645
CCL15,CCR4,0.0005258576312026646,0.0,0.0,0.0
CCL15,CXCR6,0.017261856261578352,0.07065211710798155,0.0,0.0
CCL19,CXCR6,0.018440255535677456,0.07183051638208066,0.0,0.0
IL6,DCN,0.02915775049813115,0.08559546110553817,0.0,0.0
CXCL13,CXCR6,0.029438884620115964,0.08282914546651916,0.0,0.0
IL2,TNFRSF18,0.004383117829991156,0.0,0.0,0.0
CCL18,CCR4,0.08991399317665325,0.0,0.3750690682224055,0.0
ADIPOQ,F3,0.0,0.0,0.0,0.0
CCL11,CCR6,0.0,0.0,0.0,0.0
IFNG,MMP13,0.005396248186544777,0.0,0.0,0.0
CCL23,CXCR6,0.021367113960965828,0.07475737480736903,0.04223718115589324,0.09562744200229645
CSF2,HDC,0.0037706528185022163,0.0,0.0,0.0
TNF,VCAM1,0.03768648921259437,0.045994586402736494,0.0,0.0
OSM,LDLR,0.058015664927268305,0.05234926970551874,0.0,0.0
CSF3,MPL,0.0,0.0,0.0,0.0
IL11,LIFR,0.1415109758437013,0.1642036416556878,0.14003023320773164,0.16272289901971815
IL6,LIFR,0.06690837941430208,0.0896010452262886,0.0,0.0
OSM,IL13RA2,0.01521315424246939,0.0,0.0,0.0
LEP,MPL,0.0,0.0,0.0,0.0
IL11,IL13RA2,0.09716865620133597,0.0,0.09568791356536632,0.0
IL6,IL13RA2,0.02256605977193677,0.0,0.0,0.0
IL13,LIFR,0.0,0.0,0.0,0.0
GAS1,PTCH1,0.05931773062154864,0.0,0.031043350538394972,0.0
LEP,KDR,0.037542090199143154,0.0,0.0,0.0
GDF15,TTN,0.023463175856941312,0.0,0.028230030323170046,0.0
S100A8,MDM2,0.05365252015680944,0.04030263953738743,0.14480301026858433,0.1314531296491623
VEGFA,MDM2,0.2748382712542678,0.26148839063484575,0.6207636836604034,0.6074138030409812
SHH,MDM2,0.0,0.0,0.0,0.0
CSF3,ACE,0.048243638023983834,0.07875182208513193,0.0,0.0
NTS,GRIA1,0.0,0.0,0.0,0.0
IFNG,GRIA1,0.0,0.0,0.0,0.0
TNF,GRIA1,0.0,0.0,0.0,0.0
VCAM1,CDH5,0.09800992001479342,0.12842892014336543,0.10631801720493556,0.13673701733350754
TNF,CDH5,0.060630148664015115,0.0910491487925871,0.0,0.0
IL1B,CDH5,0.08299313986027633,0.11341213998884833,0.0,0.0
ANGPT2,CDH5,0.11710800789181006,0.14752700802038204,0.1025636294090104,0.1329826295375824
CXCL8,CDH5,0.07538060419386325,0.10579960432243525,0.3003755011760545,0.33079450130462645
ADM,NOS1,0.15069393356678132,0.17528258259439972,0.5013011410305176,0.525889790058136
IGF1,NOS1,0.06696682597708806,0.09155547500470645,0.09892645472976305,0.12351510375738144
