cluster_1,,B cell,B cell,B cell,B cell,B cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
cluster_2,,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell,B cell,Fibroblast,Malignant cell,Myeloid cell,T cell
VEGFA,FLT4,1.0,1.0,1.0,,,1.0,1.0,1.0,,,0.202,0.122,0.0,,,0.998,1.0,0.992,,,,,,,
LAMA4,ITGB6,0.988,0.998,0.904,0.048,,0.0,0.0,0.0,0.0,,0.984,1.0,1.0,0.018,,0.076,0.108,0.042,0.004,,0.08,0.1,0.062,0.008,
CCL11,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CCR6,0.0,,0.0,0.0,,0.0,,0.0,0.006,,0.292,,1.0,0.164,,0.004,,0.01,0.002,,,,,,
IL1A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
PPBP,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,GZMB,0.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,0.004,,,,
IGF1,PDGFRA,0.0,0.0,0.05,0.042,,0.0,0.0,0.99,0.096,,0.0,0.0,1.0,0.114,,0.0,0.0,0.116,0.046,,,,,,
IFNG,CSF1,,,,,,,,,,,,,,,,0.496,0.002,0.008,0.108,,,,,,
VEGFD,PDGFRA,,,,,,,,,,,,,,,,,,,,,,,,,
SST,F3,,,,,,,,,,,,,,,,,,,,,,,,,
IL12B,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,CHI3L1,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.856,,,,,,
CCL5,CCR7,0.0,,,0.0,,0.0,,,0.0,,0.626,,,0.0,,0.0,,,0.0,,,,,,
IFNG,IDO1,,,,,,,,,,,,,,,,0.008,0.006,0.008,0.0,,,,,,
IL2,GZMB,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,VEGFA,1.0,1.0,0.0,0.974,,1.0,1.0,0.0,0.992,,1.0,1.0,0.0,0.996,,1.0,1.0,0.018,0.952,,,,,,
CCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR7,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
FGF7,PLAU,1.0,0.944,0.0,0.2,,1.0,0.802,0.0,0.166,,,,,,,,,,,,,,,,
CCL5,TNFRSF4,0.0,0.0,0.0,0.0,,0.0,0.0,0.002,0.002,,0.186,0.0,1.0,0.018,,0.0,0.0,0.0,0.0,,,,,,
IL6,KDR,,,,,,0.552,0.26,0.0,,,,,,,,,,,,,,,,,
IFNG,CXCL12,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.004,,,,,
DCN,VEGFA,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,,0.026,0.016,0.0,0.02,,0.036,0.018,0.002,0.024,
IL1B,CXCL10,,,,,,,,,,,,,,,,0.0,,0.028,0.0,,,,,,
XCL1,CCR6,0.0,,0.014,0.028,,,,,,,,,,,,0.0,,0.002,0.004,,,,,,
THBS4,ITGA6,0.612,0.122,0.0,0.03,,0.722,0.152,0.0,0.028,,1.0,0.982,0.784,0.076,,,,,,,,,,,
TNF,CDH11,,,,,,,,,,,,,,,,0.0,0.0,0.02,0.02,,,,,,
IL6,CCR7,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,
CXCL3,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,CXCL10,,,,,,,,,,,,,,,,0.0,,0.008,0.0,,,,,,
S100A8,MMP1,,0.282,,0.0,,,0.254,,0.0,,,0.0,,0.0,,,0.0,,0.0,,,,,,
FGF7,SFTPA2,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,F3,0.724,0.098,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
IL6,CXCL12,,,,,,0.0,0.0,0.966,0.0,0.004,,,,,,,,,,,,,,,
CCL21,CXCR6,0.0,,,,,0.004,,,,,0.232,,,,,0.0,,,,,,,,,
CCL14,CXCR6,0.47,,,,,0.956,,,,,0.002,,,,,0.548,,,,,,,,,
CCL11,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL12,CCR7,0.0,,,0.0,,0.0,,,0.0,,1.0,,,0.0,,0.0,,,0.0,,0.004,,,0.0,
CCL17,CCR7,0.034,,,0.0,,0.002,,,0.0,,,,,,,0.0,,,0.0,,,,,,
CCL3L1,CXCR6,0.028,,,,,,,,,,,,,,,0.004,,,,,,,,,
CXCL6,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IL1A,C3,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,CSF1,,,,,,0.468,0.0,0.0,0.108,,,,,,,,,,,,,,,,
IL6,GZMB,,,,,,0.0,,,,,,,,,,,,,,,,,,,
IL1A,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,
SAA1,PTGS2,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
FGFR4,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,PLAU,,,,,,,,,,,,,,,,1.0,0.724,0.002,0.158,,,,,,
CSF2,CSF1,,,,,,,,,,,0.856,0.002,0.756,0.188,,0.244,0.024,0.098,0.086,,,,,,
CXCL5,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGA6,1.0,0.996,0.996,0.58,,1.0,0.996,0.98,0.232,,0.97,0.78,0.0,0.054,,0.998,0.994,0.986,0.884,,,,,,
CXCL8,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,PRF1,,,,,,,,,,,,,,,,,,,,,,,,,
RELN,ITGA6,,,,,,,,,,,,,,,,,,,,,,,,,
FGF7,VEGFA,1.0,1.0,0.0,0.978,,1.0,1.0,0.0,0.966,,,,,,,,,,,,,,,,
CCL2,PTGS2,,,0.0,,,,,0.0,,,,,1.0,,,,,0.0,,,,,,,
NR0B2,TNF,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,VEGFA,,,,,,,,,,,,,,,,,,,,,,,,,
S100A9,MMP1,,0.012,,0.0,,,0.0,,0.0,,,0.068,,0.0,,,0.0,,0.0,,,,,,
IL2,CES1,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL3,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL11,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,MMP9,,,,,,,,,,,,,,,,0.0,0.0,0.002,0.0,,,,,,
CXCL9,CXCR6,0.0,,,,,0.016,,,,,0.218,,,,,0.0,,,,,,,,,
CXCL10,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,F3,,,,,,,,,,,,,,,,0.802,0.09,0.0,,,,,,,
OSM,PLAT,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,KDR,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,HSP90AA1,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.994,,,,,
CCL19,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
XCL2,CCR6,0.008,,0.112,0.054,,,,,,,,,,,,0.088,,0.128,0.052,,,,,,
IL2,TNFRSF4,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR7,,,,,,,,,,,,,,,,0.008,,,0.0,,,,,,
SAA1,HMOX1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
IFNG,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,
CCL20,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CXCR6,,,,,,,,,,,,,,,,0.004,,,,,,,,,
CCL15,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
CCL15,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CCL19,CXCR6,0.0,,,,,0.0,,,,,0.236,,,,,0.004,,,,,,,,,
IL6,DCN,,,,,,0.0,0.0,1.0,0.0,0.002,,,,,,,,,,,,,,,
CXCL13,CXCR6,0.0,,,,,,,,,,,,,,,,,,,,,,,,
IL2,TNFRSF18,,,,,,,,,,,,,,,,,,,,,,,,,
CCL18,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,F3,,,,,,,,,,,,,,,,,,,,,,,,,
CCL11,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,MMP13,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,HDC,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,VCAM1,,,,,,,,,,,,,,,,0.0,0.0,0.004,0.008,,,,,,
OSM,LDLR,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,MPL,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,LIFR,,,,,,0.246,0.782,0.0,,,,,,,,,,,,,,,,,
OSM,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,MPL,,,,,,,,,,,,,,,,,,,,,,,,,
IL11,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,IL13RA2,,,,,,,,,,,,,,,,,,,,,,,,,
IL13,LIFR,,,,,,,,,,,,,,,,,,,,,,,,,
GAS1,PTCH1,,,,,,,,0.0,,,,,,,,,,,,,,,,,
LEP,KDR,,,,,,,,,,,,,,,,,,,,,,,,,
GDF15,TTN,,,,,,,,,,,,,,,,,,,,,,,,,
S100A8,MDM2,1.0,1.0,0.15,0.266,0.394,1.0,1.0,0.082,0.262,0.4,1.0,1.0,0.0,0.25,0.382,0.004,0.0,0.0,0.002,0.016,,,,,
VEGFA,MDM2,1.0,1.0,1.0,0.996,0.972,1.0,1.0,1.0,0.97,0.932,1.0,1.0,0.0,0.142,0.322,1.0,1.0,0.984,0.882,0.854,,,,,
SHH,MDM2,,,,,,,,,,,,,,,,,,,,,,,,,
CSF3,ACE,,,,,,,,,,,,,,,,,,,,,,,,,
NTS,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
IFNG,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,GRIA1,,,,,,,,,,,,,,,,,,,,,,,,,
VCAM1,CDH5,0.556,0.374,0.14,,,0.0,0.0,0.0,,,0.926,0.952,1.0,,,0.068,0.044,0.032,,,,,,,
TNF,CDH5,,,,,,,,,,,,,,,,0.078,0.004,0.002,,,,,,,
IL1B,CDH5,,,,,,,,,,,,,,,,0.448,0.196,0.016,,,,,,,
ANGPT2,CDH5,,,,,,0.82,0.774,0.53,,,0.806,0.706,0.02,,,0.168,0.096,0.052,,,,,,,
CXCL8,CDH5,,,,,,,,,,,0.814,0.74,0.076,,,0.06,0.036,0.026,,,,,,,
ADM,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,NOS1,,,,,,,,,,,,,,,,,,,,,,,,,
