gene	beta_subtype	pvalue_OLS	pvalue_LMM	fdr_OLS	fdr_LMM	status
FGF7	0.50127	0.00241642	0.000553798	0.00622444	0.00116952	same
FGF8	-0.00342306	0.0151712	0.551366	0.0285481	0.619032	lost_with_LMM
FGF9	0.680613	1.03015e-08	3.88818e-33	7.14638e-08	9.64631e-32	same
FGFBP1	1.73911	4.47601e-15	5.19667e-19	6.47087e-14	4.69544e-18	same
FGFR1	-0.491867	0.136407	5.29161e-07	0.179133	1.62808e-06	gained_with_LMM
FGFR2	0.0441242	0.0283647	0.658579	0.0461385	0.715993	lost_with_LMM
FGFR3	0.503063	0.000465038	0.00159738	0.00145487	0.0031517	same
FGFR4	-0.0272076	0.0208746	0.470474	0.0358926	0.544508	lost_with_LMM
FGG	-0.0355871	0.0110822	0.370902	0.0226243	0.445052	lost_with_LMM
FGGY	0.0212977	0.0607287	0.610748	0.0888917	0.673306	nonsig_both
FGL1	-0.00714655	0.0161912	0.741179	0.0299429	0.788947	lost_with_LMM
FGL2	0.733187	4.28083e-11	2.43035e-10	3.90714e-10	1.049e-09	same
FGR	0.758428	9.20773e-15	2.00214e-14	1.29594e-13	1.24642e-13	same
FH	-0.341027	0.268857	5.11261e-19	0.324617	4.62307e-18	gained_with_LMM
FHIT	-0.444544	3.42262e-08	7.78529e-17	2.22167e-07	5.83274e-16	same
FHL1	-2.13036	1.73001e-14	8.94e-38	2.35837e-13	2.95727e-36	same
FHL2	-0.0833748	0.990671	0.495904	0.992621	0.568314	nonsig_both
FHL3	0.786771	7.62266e-23	2.00222e-27	2.55763e-21	3.24737e-26	same
FHL5	-0.424015	7.08882e-07	7.76215e-06	3.78523e-06	2.0958e-05	same
FHOD1	0.427741	3.19525e-07	1.69536e-08	1.80668e-06	6.10477e-08	same
FHOD3	-0.778076	1.08674e-10	2.26923e-11	9.45446e-10	1.07844e-10	same
FIBP	0.0231962	0.0162385	0.599206	0.0299737	0.663079	lost_with_LMM
FICD	-0.466301	3.57714e-09	1.74454e-14	2.61149e-08	1.09243e-13	same
FIG4	0.129243	7.35424e-05	8.23272e-08	0.000274699	2.76867e-07	same
FILIP1L	0.0659696	0.138768	0.558055	0.181785	0.624864	nonsig_both
FIP1L1	-0.0509023	0.216659	0.124879	0.268815	0.171797	nonsig_both
FIS1	-0.105764	0.142444	0.0619669	0.185935	0.0916434	nonsig_both
FJX1	-0.248795	0.00471999	0.00394573	0.0111344	0.00730045	same
FKBP10	-0.00320547	0.0342716	0.967909	0.0541813	0.974854	nonsig_both
FKBP11	-0.294236	0.0144561	0.00450708	0.0276242	0.00827239	same
FKBP14	-0.028956	0.46911	0.558936	0.527743	0.625611	nonsig_both
FKBP15	-0.140366	0.270443	8.10784e-06	0.326178	2.18561e-05	gained_with_LMM
FKBP1B	0.0815403	0.483078	0.130569	0.540911	0.178701	nonsig_both
FKBP2	0.0326525	0.0384586	0.25476	0.0599029	0.32205	nonsig_both
FKBP3	0.0196518	0.0198037	0.561492	0.0346018	0.628112	lost_with_LMM
FKBP4	-0.393447	0.584225	5.44839e-16	0.636339	3.79992e-15	gained_with_LMM
FKBP5	0.55507	2.5857e-06	2.40335e-06	1.26583e-05	6.86421e-06	same
FKBP6	-0.0424011	0.00455342	3.22041e-09	0.010798	1.24995e-08	same
FKBP8	0.0651882	0.00927817	0.21702	0.0196079	0.279971	lost_with_LMM
FKBP9	-0.0479783	0.0599656	0.271674	0.0879837	0.340109	nonsig_both
FKBPL	-0.0812538	0.948099	0.120652	0.958494	0.166569	nonsig_both
FKRP	-0.0025207	0.029364	0.945365	0.0475394	0.957379	lost_with_LMM
FKTN	-0.0494892	0.191844	0.370275	0.241766	0.444528	nonsig_both
FLAD1	-0.0438601	0.0759615	0.238162	0.107767	0.3037	nonsig_both
FLCN	0.0509878	0.0100924	0.333097	0.0210036	0.406055	lost_with_LMM
FLG	0.341241	0.0199038	3.24236e-05	0.0347094	8.09036e-05	same
FLI1	-0.070368	0.477586	0.368212	0.535641	0.44255	nonsig_both
FLII	0.585437	2.45895e-08	5.78895e-47	1.63141e-07	3.16769e-45	same
FLJ13224	-0.00218474	0.0162279	0.795418	0.0299707	0.83432	lost_with_LMM
FLNA	1.15348	2.53117e-11	1.19038e-58	2.3731e-10	1.24459e-56	same
FLNB	-0.00121062	0.0207504	0.98054	0.0357408	0.984745	lost_with_LMM
FLNC	0.532541	0.000457117	0.000100652	0.00143316	0.000234882	same
FLOT1	0.0638015	0.00768593	0.128851	0.0168166	0.176719	lost_with_LMM
FLOT2	-0.102351	0.0847732	0.00357738	0.118531	0.00667482	gained_with_LMM
FLRT1	-1.36565	9.7345e-27	3.70189e-30	4.83013e-25	7.4483e-29	same
FLRT3	0.80236	2.59578e-10	1.64469e-09	2.165e-09	6.55749e-09	same
FLT1	-0.946113	0.0090714	2.83679e-16	0.0192439	2.03671e-15	same
FLT3	0.352776	0.0878146	4.12232e-08	0.122185	1.42818e-07	gained_with_LMM
FLT3LG	0.0113329	0.0258879	0.39604	0.0426668	0.470388	lost_with_LMM
FLT4	-0.938935	8.57984e-06	1.79805e-17	3.83912e-05	1.42169e-16	same
FLVCR2	0.308737	3.90088e-06	4.16519e-05	1.85387e-05	0.000102252	same
FMNL1	0.943034	7.7691e-21	6.10138e-28	2.12066e-19	1.03848e-26	same
FMO1	-0.187712	0.000272754	0.00523838	0.000897429	0.00952064	same
FMO2	0.478338	0.00591677	0.000205667	0.0135033	0.000459699	same
FMO3	0.480585	4.71886e-06	1.66695e-10	2.20855e-05	7.28628e-10	same
FMO4	-0.149041	0.000103515	0.000913269	0.000374586	0.00186638	same
FMO5	0.00182234	0.76458	0.985792	0.800181	0.989341	nonsig_both
FMO6P	0.00422105	0.0195477	0.474488	0.0342568	0.548278	lost_with_LMM
FMOD	-0.74088	0.00330734	4.75196e-11	0.00820008	2.19014e-10	same
FMR1	0.289635	1.13582e-05	9.5824e-09	4.97773e-05	3.54982e-08	same
FN1	4.95437	1.15561e-38	1.01939e-109	1.67064e-36	1.98951e-106	same
FN3K	-0.234656	0.939007	3.34893e-05	0.951192	8.33851e-05	gained_with_LMM
FN3KRP	0.11808	0.000543397	0.00112515	0.00167761	0.00227165	same
FNBP1	0.36487	1.63314e-06	1.3941e-11	8.25382e-06	6.7347e-11	same
FNBP1L	0.145795	0.00157172	0.020175	0.00426827	0.0331113	same
FNBP4	0.0350732	0.0196343	0.575889	0.0343468	0.641154	lost_with_LMM
FNDC3A	-0.0172321	0.035488	0.7873	0.0558554	0.827651	nonsig_both
FNDC4	0.917383	1.82769e-11	9.30082e-11	1.74428e-10	4.1729e-10	same
FNDC8	-0.0149073	0.0103307	0.144652	0.0213999	0.195779	lost_with_LMM
FNTA	0.037033	0.00853656	0.267751	0.0182915	0.336197	lost_with_LMM
FOCAD	-0.224851	0.676292	2.92453e-05	0.720796	7.34426e-05	gained_with_LMM
FOLH1	0.0347812	0.958123	0.734603	0.966542	0.783358	nonsig_both
FOLH1B	-0.0150829	0.0114775	0.289571	0.0232691	0.359317	lost_with_LMM
FOLR1	-0.000475772	0.272631	0.997007	0.328481	0.997774	nonsig_both
FOLR2	0.74991	5.22101e-11	1.77955e-11	4.71744e-10	8.51247e-11	same
FOLR3	-0.186209	6.09891e-05	0.000226939	0.000231652	0.000504452	same
FOS	-0.599696	0.663476	0.00392388	0.709136	0.0072646	gained_with_LMM
FOSB	-0.681796	0.318393	0.0204476	0.376757	0.0335212	gained_with_LMM
FOSL1	0.927907	6.54103e-10	4.34474e-10	5.21412e-09	1.8427e-09	same
FOSL2	1.23724	2.66235e-17	1.32479e-39	4.90963e-16	4.95631e-38	same
FOXA1	0.239584	0.503303	0.000228615	0.55965	0.000507984	gained_with_LMM
FOXA2	-0.852117	4.62983e-08	2.25522e-07	2.94969e-07	7.21547e-07	same
FOXB1	0.0174597	0.0314664	0.0868752	0.0504065	0.124002	nonsig_both
FOXC1	-0.0676114	0.673583	0.437555	0.718365	0.511814	nonsig_both
FOXC2	0.162376	0.353559	0.0146108	0.412985	0.0245858	gained_with_LMM
FOXD1	0.0366262	0.051337	0.0043313	0.0769037	0.00796975	gained_with_LMM
FOXD2	0.0232893	0.093349	0.556651	0.128723	0.62359	nonsig_both
FOXD3	-0.00213681	0.0162867	0.805573	0.030039	0.842631	lost_with_LMM
FOXE1	-0.474164	0.895778	1.98493e-08	0.915559	7.09219e-08	gained_with_LMM
FOXE3	0.000369475	0.0173092	0.949398	0.0313472	0.959949	lost_with_LMM
FOXF1	-0.514079	1.90031e-09	1.24287e-08	1.43844e-08	4.54101e-08	same
FOXF2	-0.32996	1.8698e-06	1.98003e-05	9.35697e-06	5.08914e-05	same
FOXG1	0.0828569	0.19752	0.00112484	0.248065	0.00227158	gained_with_LMM
FOXH1	0.00481695	0.0198687	0.657082	0.0346843	0.715043	lost_with_LMM
FOXI1	-0.0138172	0.0111317	0.0489782	0.0227015	0.0740906	lost_with_LMM
FOXJ1	-0.952399	4.16837e-11	2.44908e-10	3.81043e-10	1.0567e-09	same
FOXJ2	0.110272	0.000732546	0.0051971	0.00217829	0.00945589	same
FOXJ3	-0.0337202	0.0506391	0.455571	0.0759457	0.529766	nonsig_both
FOXK2	0.0980079	0.00157361	0.000467219	0.00427241	0.000995476	same
FOXL1	0.250537	0.0231251	5.94252e-05	0.0388613	0.000143124	same
FOXL2	0.00861255	0.024352	0.579682	0.0405578	0.644886	lost_with_LMM
FOXM1	0.22651	0.0448719	0.00117016	0.0683646	0.00235601	gained_with_LMM
FOXN1	0.10198	0.396528	0.0123042	0.456124	0.0209512	gained_with_LMM
FOXN2	0.0107728	0.0751467	0.849274	0.106753	0.880478	nonsig_both
FOXN3	0.474895	4.70133e-10	3.97443e-12	3.81514e-09	2.0235e-11	same
FOXN3-AS2	0.00627606	0.020094	0.186335	0.0349681	0.244689	lost_with_LMM
FOXO1	-0.742034	2.2978e-05	1.6742e-25	9.51121e-05	2.3706e-24	same
FOXO3	0.201008	0.000136959	0.000125117	0.000481331	0.000287761	same
FOXO4	0.0895558	0.00366838	0.087944	0.00896425	0.125283	lost_with_LMM
FOXP3	0.787369	3.16035e-11	1.62641e-14	2.93626e-10	1.02284e-13	same
FOXRED2	0.0767683	0.019894	0.306098	0.0347077	0.377067	lost_with_LMM
FPGS	0.126708	0.0011862	0.00293751	0.00333584	0.00556695	same
FPGT	-0.211919	0.03838	5.19499e-06	0.0598044	1.4361e-05	gained_with_LMM
FPR1	0.785435	3.65022e-11	5.38218e-13	3.3644e-10	2.95339e-12	same
FPR2	0.29029	0.305224	4.01765e-06	0.36334	1.12579e-05	gained_with_LMM
FPR3	1.05708	4.78316e-16	1.49231e-16	7.77927e-15	1.09424e-15	same
FRAS1	0.499731	2.81344e-05	0.000480292	0.00011466	0.00102184	same
FRAT1	-0.0581707	0.24439	0.208597	0.298446	0.270386	nonsig_both
FRAT2	-0.201076	0.00740836	7.67328e-06	0.016319	2.07324e-05	same
FRK	-0.193332	0.00975875	0.0260034	0.0204318	0.0417295	same
FRMD1	0.00780164	0.0210097	0.33829	0.0360473	0.411529	lost_with_LMM
FRMD4A	0.067167	0.045987	0.338965	0.0698182	0.412221	nonsig_both
FRMD4B	-0.818815	0.00355706	2.5159e-19	0.00873049	2.32161e-18	same
FRMD8	0.0764922	0.004117	0.0856001	0.00990754	0.12245	lost_with_LMM
FRMPD1	-0.230814	4.83675e-07	5.41751e-15	2.65285e-06	3.53224e-14	same
FRMPD4	0.138664	0.384334	0.00578397	0.44371	0.0104136	gained_with_LMM
FRRS1L	-0.00153648	0.153941	0.984936	0.199231	0.988566	nonsig_both
FRS2	0.169836	0.000571301	0.00344529	0.00175221	0.00644787	same
FRS3	0.00679847	0.1828	0.886053	0.2318	0.910227	nonsig_both
FRY	-0.423364	0.012151	5.0711e-08	0.024327	1.74347e-07	same
FRYL	0.153876	0.000453742	0.00541215	0.00142296	0.00980147	same
FRZB	0.107327	0.114454	0.354822	0.153806	0.428436	nonsig_both
FSCN1	-0.229102	0.856382	0.0121441	0.880906	0.0207058	gained_with_LMM
FSCN2	-0.279343	0.00142755	3.95215e-07	0.00391491	1.23051e-06	same
FSCN3	0.0215577	0.0285834	0.00685178	0.046449	0.0121678	same
FSD1	0.0740465	0.151363	7.26672e-05	0.196134	0.000173341	gained_with_LMM
FSHB	-0.000427397	0.0168886	0.943088	0.0308286	0.955574	lost_with_LMM
FSHR	-0.00553434	0.0138583	0.252679	0.0268589	0.319803	lost_with_LMM
FST	0.514607	0.00116171	6.48453e-08	0.00327325	2.20162e-07	same
FSTL1	0.548417	3.74739e-08	2.4233e-11	2.41907e-07	1.14747e-10	same
FSTL3	1.66117	1.58077e-35	1.63032e-63	1.66764e-33	2.47935e-61	same
FSTL4	0.202492	0.495225	0.147685	0.552136	0.199538	nonsig_both
FTCD	-0.126938	0.000300928	3.09389e-05	0.000979123	7.74134e-05	same
FTH1	0.411712	0.000710809	0.00948227	0.0021239	0.0164646	same
FTH1P5	0.134742	0.136424	0.000483453	0.179135	0.00102838	gained_with_LMM
FTL	-0.191033	0.116098	0.0107373	0.155729	0.018474	gained_with_LMM
FTO	-0.103828	0.25514	0.0215414	0.309991	0.0351617	gained_with_LMM
FTSJ1	0.157062	0.000120502	2.06622e-07	0.00043047	6.64527e-07	same
FTSJ3	0.106722	0.00113861	0.0016081	0.00321668	0.00317178	same
FUBP1	-0.0773813	0.0675413	0.0712799	0.0974145	0.103946	nonsig_both
FUBP3	-0.193553	0.377251	7.16896e-05	0.436739	0.000171184	gained_with_LMM
FUCA1	0.407647	1.60402e-06	1.20565e-13	8.11715e-06	7.02047e-13	same
FURIN	0.169014	0.00138644	2.58757e-05	0.00381644	6.53731e-05	same
FUS	-0.0282289	0.0295785	0.576218	0.0478337	0.641398	lost_with_LMM
FUT1	-0.286419	4.47215e-06	9.33923e-08	2.10401e-05	3.12107e-07	same
FUT2	0.635399	7.38266e-10	1.72311e-17	5.85315e-09	1.3689e-16	same
FUT3	0.795193	2.23494e-07	7.79597e-13	1.29753e-06	4.22056e-12	same
FUT4	0.107868	0.0484248	0.018857	0.0731023	0.0311499	gained_with_LMM
FUT5	-0.012595	0.0115396	0.0785083	0.0233745	0.113316	lost_with_LMM
FUT6	0.0369626	0.0501972	0.019417	0.0753795	0.0319839	gained_with_LMM
FUT7	0.399339	0.00418948	1.54441e-12	0.0100624	8.15008e-12	same
FUT8	0.537837	2.9869e-12	3.88009e-17	3.12849e-11	2.96192e-16	same
FUT9	0.237343	0.504585	0.0431589	0.560863	0.0662112	nonsig_both
FUZ	-0.0181382	0.0933857	0.72735	0.128756	0.776627	nonsig_both
FXN	-0.319082	7.29142e-14	3.21946e-17	9.26543e-13	2.47863e-16	same
FXR1	0.103806	0.00242624	0.000227664	0.00624562	0.000505967	same
FXR2	0.0238525	0.0114394	0.38799	0.0231997	0.46257	lost_with_LMM
FXYD1	0.0180522	0.0269543	0.00394971	0.0441509	0.00730666	same
FXYD2	0.0089962	0.030585	0.746567	0.0491966	0.793096	lost_with_LMM
FXYD3	0.055379	0.0598176	0.00201453	0.0878104	0.00391316	gained_with_LMM
FXYD5	0.571194	3.48444e-07	9.98162e-07	1.95603e-06	2.96587e-06	same
FXYD6	0.229746	0.017063	0.0145076	0.0310212	0.0244262	same
FXYD7	-0.0277597	0.00771048	0.0739213	0.0168608	0.10745	lost_with_LMM
FYCO1	0.0108583	0.0227793	0.845098	0.0383749	0.877004	lost_with_LMM
FYN	0.789366	2.43271e-11	8.65834e-33	2.28628e-10	2.10351e-31	same
FZD1	-0.360898	0.757697	0.000158801	0.794185	0.000360881	gained_with_LMM
FZD10	0.350743	0.0149349	9.03741e-07	0.0282395	2.70314e-06	same
FZD2	0.131248	0.0598362	0.161911	0.0878158	0.215914	nonsig_both
FZD3	-0.316699	0.162612	4.01172e-06	0.209206	1.12439e-05	gained_with_LMM
FZD4	-0.619061	0.00126056	9.54223e-15	0.0035154	6.10932e-14	same
FZD5	0.140541	0.00400635	0.0995459	0.00968244	0.140123	lost_with_LMM
FZD6	0.621822	7.01088e-12	2.72588e-22	7.03491e-11	3.11415e-21	same
FZD7	0.869374	1.887e-24	1.28753e-32	7.78057e-23	3.08322e-31	same
FZD9	-0.205193	2.24007e-06	3.42929e-16	1.11055e-05	2.43228e-15	same
FZR1	0.0550578	0.00624045	0.0811964	0.0140747	0.116664	lost_with_LMM
G0S2	1.72687	4.91841e-24	4.42376e-26	1.90711e-22	6.63282e-25	same
G3BP1	0.246194	8.88339e-05	3.5063e-10	0.000326095	1.49413e-09	same
G3BP2	-0.0800811	0.0736301	0.179391	0.104904	0.236562	nonsig_both
G6PC	-0.0171256	0.00977389	0.096953	0.0204525	0.136752	lost_with_LMM
G6PC2	-0.00411967	0.0152878	0.424859	0.0287029	0.498607	lost_with_LMM
G6PC3	-0.460962	0.302135	6.32855e-26	0.360175	9.38067e-25	gained_with_LMM
G6PD	-0.0947273	0.120182	0.0756231	0.160325	0.109594	nonsig_both
GAA	-0.00956157	0.0256207	0.830368	0.0423395	0.864552	lost_with_LMM
GAB1	0.163322	0.000298902	0.00390547	0.000973814	0.00723739	same
GAB2	0.353502	5.27223e-07	9.71179e-07	2.87554e-06	2.88936e-06	same
GABARAP	-0.0549015	0.00637644	0.00649037	0.0143317	0.0115734	same
GABARAPL1	-0.119534	0.138313	0.00844607	0.181288	0.0148237	gained_with_LMM
GABARAPL2	-0.119771	0.185534	0.000790882	0.234698	0.00163045	gained_with_LMM
GABARAPL3	0.00889765	0.0223243	0.13534	0.0377826	0.184433	lost_with_LMM
GABBR1	0.0413127	0.0667831	0.627179	0.0965231	0.688698	nonsig_both
GABBR2	0.812143	8.57807e-07	1.28589e-05	4.53905e-06	3.3891e-05	same
GABPA	-0.104169	0.210221	0.0499254	0.261742	0.0753783	nonsig_both
GABPB1	0.063023	0.00182769	0.036238	0.00487189	0.0564818	lost_with_LMM
GABRA1	0.0408653	0.0680214	0.111909	0.0979864	0.155765	nonsig_both
GABRA2	-0.00977986	0.0139469	0.553779	0.0269603	0.621047	lost_with_LMM
GABRA3	-0.0193036	0.00841043	0.0839511	0.0180642	0.120297	lost_with_LMM
GABRA4	-0.0143916	0.0116853	0.132586	0.0236085	0.181065	lost_with_LMM
GABRA5	-0.346817	2.37552e-09	4.05717e-16	1.77293e-08	2.85514e-15	same
GABRA6	0.212627	0.617313	1.45476e-21	0.667473	1.57442e-20	gained_with_LMM
GABRB1	-0.135659	0.000135255	1.51456e-08	0.000476197	5.48406e-08	same
GABRB2	3.65753	2.03873e-49	2.07887e-74	1.13684e-46	5.07157e-72	same
GABRB3	-2.67054	1.87826e-41	1.06322e-57	3.92758e-39	1.02052e-55	same
GABRD	-0.606947	2.84478e-05	1.19414e-05	0.000115829	3.15723e-05	same
GABRG2	-0.0296047	0.00737501	4.2145e-05	0.0162583	0.00010342	same
GABRG3	-0.935848	1.72252e-07	1.69708e-07	1.01667e-06	5.51438e-07	same
GABRP	0.121436	0.369677	4.04298e-06	0.428988	1.13207e-05	gained_with_LMM
GABRQ	-0.226798	0.000242651	0.00503896	0.000807458	0.00918242	same
GABRR1	0.0158338	0.0269232	0.0798162	0.0441107	0.114906	lost_with_LMM
GABRR2	-0.379823	3.52952e-11	4.06182e-23	3.26725e-10	4.92381e-22	same
GAD1	-0.225474	8.32295e-07	1.04316e-09	4.41203e-06	4.24885e-09	same
GAD2	-0.0026656	0.0157277	0.449679	0.0293126	0.523642	lost_with_LMM
GADD45A	0.667034	5.21597e-10	2.75489e-11	4.20944e-09	1.29922e-10	same
GADD45B	-0.730046	0.040784	2.49079e-07	0.0630387	7.93524e-07	gained_with_LMM
GADD45G	-0.449165	0.000269091	5.05321e-05	0.000886872	0.000122689	same
GADD45GIP1	-0.211358	0.568061	0.00757193	0.62175	0.0133736	gained_with_LMM
GAGE1	0.00367853	0.0193967	0.536319	0.0341095	0.605563	lost_with_LMM
GAK	-0.0612052	0.0564405	0.035284	0.0833756	0.0551703	nonsig_both
GAL	0.0309372	0.0480999	0.180153	0.072715	0.237406	nonsig_both
GAL3ST1	0.0284992	0.0670395	0.190382	0.0968697	0.249455	nonsig_both
GAL3ST4	0.393725	0.000254022	4.27714e-05	0.000841233	0.000104891	same
GALC	-0.131875	0.396153	0.0134276	0.455738	0.0227254	gained_with_LMM
GALE	1.03055	4.11773e-15	6.8596e-20	5.99733e-14	6.61663e-19	same
GALK1	-0.111359	0.500212	0.0541028	0.556689	0.0809908	nonsig_both
GALK2	-0.0838985	0.715996	0.15167	0.756882	0.204356	nonsig_both
GALNS	-0.23646	0.359803	3.14144e-10	0.419163	1.34256e-09	gained_with_LMM
GALNT1	0.178277	0.000377156	0.00149854	0.00119916	0.00297171	same
GALNT10	-1.27089	1.83231e-11	1.13911e-58	1.74726e-10	1.20171e-56	same
GALNT11	-0.106166	0.192698	0.00979277	0.242634	0.016961	gained_with_LMM
GALNT12	0.368268	1.22522e-08	2.64957e-10	8.43962e-08	1.13858e-09	same
GALNT14	-0.257965	0.000135987	0.00218522	0.000478345	0.0042219	same
GALNT2	0.233301	8.46526e-05	2.64249e-05	0.00031192	6.6703e-05	same
GALNT3	0.320241	8.09769e-05	0.000787476	0.000299223	0.00162405	same
GALNT6	0.661162	2.62613e-10	5.58182e-10	2.18719e-09	2.34528e-09	same
GALNT7	0.675199	7.63684e-11	6.65908e-14	6.75944e-10	3.95827e-13	same
GALNT8	-0.0136818	0.0128449	0.458971	0.0254119	0.533084	lost_with_LMM
GALR1	-0.112121	0.000356594	0.00155946	0.00114122	0.00308207	same
GALR2	0.130561	0.613293	0.00024346	0.663923	0.000538823	gained_with_LMM
GALR3	0.00922923	0.0210604	0.285731	0.0361027	0.35523	lost_with_LMM
GALT	-0.54562	1.98253e-11	9.89794e-25	1.87979e-10	1.32614e-23	same
GAMT	-0.605887	0.000560877	2.95622e-16	0.00172612	2.11468e-15	same
GAN	0.0983674	0.00247899	0.0557623	0.00636462	0.083256	lost_with_LMM
GANAB	-0.0669439	0.0410341	0.0896765	0.06335	0.127487	nonsig_both
GAP43	2.20891	1.46648e-22	2.9699e-25	4.75691e-21	4.12545e-24	same
GAPDH	-0.34738	0.478402	4.89812e-16	0.536291	3.42226e-15	gained_with_LMM
GAPDHS	-0.00589777	0.0139064	0.372892	0.0269209	0.447257	lost_with_LMM
GAPVD1	-0.0482089	0.0735822	0.315955	0.104862	0.38762	nonsig_both
GAR1	0.0822948	0.00106054	0.0244963	0.00301577	0.0394949	same
GART	0.248001	2.36149e-05	1.12088e-09	9.76104e-05	4.54799e-09	same
GAS1	0.450685	0.00125626	0.00128976	0.00350509	0.00258218	same
GAS2	-0.150304	1.20959e-05	3.41154e-05	5.27144e-05	8.48178e-05	same
GAS2L1	0.179658	5.2856e-05	0.000163995	0.000203667	0.000371806	same
GAS6	0.287854	0.000230091	0.000385308	0.000768941	0.000829708	same
GAS7	-0.346234	0.131178	0.023338	0.1731	0.0378411	gained_with_LMM
GAS8	-0.213366	0.353757	1.95243e-08	0.413175	6.98948e-08	gained_with_LMM
GAST	-0.010639	0.0126745	0.0414321	0.025153	0.0637878	lost_with_LMM
GATA1	0.0115705	0.0237482	0.258413	0.0397217	0.32615	lost_with_LMM
GATA2	-0.433273	4.59289e-08	1.23747e-07	2.92934e-07	4.0773e-07	same
GATA3	1.30541	4.18375e-32	1.31549e-37	3.26612e-30	4.27898e-36	same
GATA4	-0.0259613	0.00700816	0.0650391	0.0155663	0.0956313	lost_with_LMM
GATA6	0.436116	2.22769e-13	7.50291e-13	2.66459e-12	4.06943e-12	same
GATAD1	-0.262655	0.957599	2.25606e-11	0.966097	1.07262e-10	gained_with_LMM
GATAD2A	0.384261	8.18449e-07	3.21826e-35	4.34257e-06	9.14705e-34	same
GATC	-0.172456	0.657569	5.95475e-09	0.704108	2.25227e-08	gained_with_LMM
GATM	-1.09626	8.28488e-09	7.01486e-15	5.792e-08	4.54793e-14	same
GBA3	-0.216759	9.8509e-06	2.47279e-06	4.35956e-05	7.05566e-06	same
GBAP1	-0.176807	0.000119003	0.00233201	0.000426284	0.00448258	same
GBE1	0.00645134	0.0516236	0.893856	0.0772047	0.916234	nonsig_both
GBF1	0.0912407	0.00406281	0.0215148	0.0097893	0.0351232	same
GBP1	0.204322	0.00641344	0.10347	0.014401	0.145192	lost_with_LMM
GBP2	1.91367	1.28229e-34	9.98743e-60	1.2513e-32	1.16953e-57	same
GBX1	-0.00642825	0.0141149	0.386449	0.0271628	0.460921	lost_with_LMM
GBX2	0.184939	0.789096	0.000562507	0.82158	0.00118598	gained_with_LMM
GC	-0.0251299	0.0107231	0.36921	0.0220511	0.443477	lost_with_LMM
GCA	0.0674156	0.00362206	0.0950237	0.00886772	0.13426	lost_with_LMM
GCAT	-0.449186	0.00405855	5.58609e-10	0.00978296	2.34624e-09	same
GCC1	0.111052	0.00120238	0.0259587	0.00337335	0.0416805	same
GCC2	0.101958	0.0056266	0.15045	0.0129456	0.202829	lost_with_LMM
GCDH	-0.306755	0.0515741	4.20134e-16	0.0771605	2.95304e-15	gained_with_LMM
GCFC2	-0.369812	0.00136571	9.20169e-19	0.00376915	8.10773e-18	same
GCG	0.00462927	0.0196939	0.49231	0.0344409	0.565136	lost_with_LMM
GCGR	0.147019	0.521486	0.0163278	0.576748	0.0272596	gained_with_LMM
GCH1	0.190286	0.00332735	0.00157954	0.00824445	0.0031186	same
GCHFR	-0.0170654	0.0119374	0.34931	0.024002	0.422782	lost_with_LMM
GCK	-0.807011	3.83506e-24	2.91234e-42	1.51207e-22	1.24465e-40	same
GCKR	0.152241	0.721472	0.00265732	0.761326	0.00507207	gained_with_LMM
GCLC	-0.347397	0.138648	3.95655e-10	0.181648	1.68233e-09	gained_with_LMM
GCLM	0.453918	1.55805e-09	2.19919e-12	1.19247e-08	1.14762e-11	same
GCM1	0.0031454	0.0189147	0.677704	0.0334276	0.732771	lost_with_LMM
GCM2	0.00566474	0.020604	0.398956	0.0355597	0.473474	lost_with_LMM
GCNT1	0.287859	0.00011233	0.000685179	0.000403741	0.00142766	same
GCNT2	-0.469403	2.97213e-07	2.96777e-09	1.69114e-06	1.15688e-08	same
GCNT3	-0.403984	0.000146654	0.00102093	0.000512068	0.00207735	same
GCNT4	1.47911	3.93088e-41	1.29209e-51	8.07554e-39	9.11468e-50	same
GDAP1	-0.148866	0.912446	0.00381715	0.929593	0.0070883	gained_with_LMM
GDAP1L1	-0.034994	0.0058144	0.0733232	0.0133034	0.106647	lost_with_LMM
GDAP2	0.0227377	0.015562	0.513203	0.0290809	0.584251	lost_with_LMM
GDE1	0.0899658	0.00351796	0.0649171	0.00864541	0.0954763	lost_with_LMM
GDF10	-0.074627	0.119425	0.556469	0.159387	0.623445	nonsig_both
GDF11	-0.130284	0.734297	0.0352541	0.773188	0.0551316	nonsig_both
GDF15	1.33015	2.71961e-11	4.22275e-11	2.54773e-10	1.95525e-10	same
GDF2	0.00487171	0.0195377	0.286492	0.0342545	0.356024	lost_with_LMM
GDF3	0.0397622	0.0498245	0.0527832	0.0749062	0.079212	nonsig_both
GDF5	0.00555318	0.0838362	0.923089	0.117403	0.939782	nonsig_both
GDF9	-0.174502	3.14952e-05	6.6081e-06	0.000127431	1.80249e-05	same
GDI1	0.0153266	0.0146443	0.61768	0.0278701	0.679669	lost_with_LMM
GDI2	0.142487	0.00136939	0.000193583	0.00377662	0.000434597	same
GDNF	0.0737482	0.12872	0.0485848	0.170337	0.0735524	nonsig_both
GDPD2	-0.0393082	0.00447211	0.00863578	0.0106374	0.0151204	same
GDPD3	-0.0451253	0.0127317	0.35524	0.0252393	0.428852	lost_with_LMM
GDPD5	-0.0143275	0.76125	0.817543	0.797481	0.85317	nonsig_both
