split_name	method	n	n_pos	prevalence	AUPRC	AUROC	Brier	ECE	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20
hla_supertype_heldout	qk_quantum_only	72	15	0.20833333333333334	0.4498358183585776	0.6350877192982456	0.2596757510341324	0.2891168135595949	0.6	0.2	2.88	0.4	0.26666666666666666	1.92	0.3	0.4	1.44
hla_supertype_heldout	qk_no_anchor	72	15	0.20833333333333334	0.3718070024455509	0.671345029239766	0.2375909159043016	0.27147023042883967	0.2	0.06666666666666667	0.96	0.3	0.2	1.44	0.3	0.4	1.44
near_peptide_cluster_holdout	qk_quantum_only	89	21	0.23595505617977527	0.45969501362863086	0.6785714285714286	0.22379807365270776	0.22962081292344494	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.45	0.42857142857142855	1.9071428571428573
near_peptide_cluster_holdout	anchor_rf	89	21	0.23595505617977527	0.44192608525771365	0.6715686274509804	0.18465416980556554	0.12948542804303795	0.6	0.14285714285714285	2.5428571428571427	0.5	0.23809523809523808	2.119047619047619	0.45	0.42857142857142855	1.9071428571428573
near_peptide_cluster_holdout	anchor_lr	89	21	0.23595505617977527	0.43405816570528966	0.6309523809523809	0.23894082894357746	0.2291220535196301	0.6	0.14285714285714285	2.5428571428571427	0.6	0.2857142857142857	2.5428571428571427	0.35	0.3333333333333333	1.4833333333333332
near_peptide_cluster_holdout	qk_no_anchor	89	21	0.23595505617977527	0.34541012513902647	0.6596638655462185	0.2347270983111011	0.24216645272665546	0.4	0.09523809523809523	1.6952380952380954	0.4	0.19047619047619047	1.6952380952380954	0.35	0.3333333333333333	1.4833333333333332
repeated_stratified_5x5_internal	anchor_lr	445	105	0.23595505617977527	0.4602062347941671	0.6462464985994398	0.22653302018490215	0.2143240030367467	0.8	0.0380952380952381	3.390476190476191	0.8	0.0761904761904762	3.390476190476191	0.7	0.13333333333333333	2.9666666666666663
repeated_stratified_5x5_internal	anchor_rf	445	105	0.23595505617977527	0.4073845927175117	0.6876190476190476	0.18247229317551802	0.13150589536382531	0.6	0.02857142857142857	2.5428571428571427	0.5	0.047619047619047616	2.119047619047619	0.35	0.06666666666666667	1.4833333333333332
repeated_stratified_5x5_internal	qk_no_anchor	445	105	0.23595505617977527	0.3752860736215084	0.6329411764705882	0.23329677745200716	0.21903005010261323	0.6	0.02857142857142857	2.5428571428571427	0.5	0.047619047619047616	2.119047619047619	0.6	0.11428571428571428	2.5428571428571427
repeated_stratified_5x5_internal	qk_quantum_only	445	105	0.23595505617977527	0.3496385356881576	0.6198319327731092	0.24325047535687255	0.2455749128069286	0.4	0.01904761904761905	1.6952380952380954	0.3	0.02857142857142857	1.2714285714285714	0.4	0.0761904761904762	1.6952380952380954
source_heldout_CEDAR	source_qk_compact_gamma1	913	851	0.932092004381161	0.9267438507831547	0.4613168568287783	0.5276384932319151	0.5803726878016227	0.8	0.004700352526439483	0.8582843713278496	0.9	0.010575793184488837	0.9655699177438308	0.95	0.022326674500587545	1.0192126909518213
source_heldout_CEDAR	anchor_rf	913	851	0.932092004381161	0.91808240664723	0.41634130624312954	0.37090045711445097	0.5509498873106363	0.8	0.004700352526439483	0.8582843713278496	0.9	0.010575793184488837	0.9655699177438308	0.95	0.022326674500587545	1.0192126909518213
source_heldout_NEPdb	source_qk_compact_gamma1	886	354	0.39954853273137697	0.40642565475609194	0.4826366764368548	0.4014077667799855	0.41590107354868633	0.4	0.005649717514124294	1.001129943502825	0.4	0.011299435028248588	1.001129943502825	0.4	0.022598870056497175	1.001129943502825
source_heldout_NEPdb	anchor_rf	886	354	0.39954853273137697	0.4053403878591387	0.4952104838367104	0.26142795492335147	0.13617802771595922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	anchor_rf	610	37	0.060655737704918035	0.06501090293105945	0.549266544030942	0.24214991448573273	0.42613828300934325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	source_qk_compact_gamma1	610	37	0.060655737704918035	0.051662525285099695	0.43790387245884627	0.4767137774437636	0.5098843604236369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	anchor_rf	319	6	0.018808777429467086	0.03780955444409747	0.6554845580404686	0.21254766160730756	0.43853063717039825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	source_qk_compact_gamma1	319	6	0.018808777429467086	0.014596475774591404	0.1805111821086262	0.350284076837968	0.41787693108403084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
study_heldout	anchor_lr	9	5	0.5555555555555556	0.7253968253968255	0.5	0.3471006316669041	0.396618506204805	0.4	0.4	0.72	0.5555555555555556	1.0	1.0	0.5555555555555556	1.0	1.0
study_heldout	anchor_rf	9	5	0.5555555555555556	0.711111111111111	0.45000000000000007	0.3117232712035904	0.3488268836405829	0.4	0.4	0.72	0.5555555555555556	1.0	1.0	0.5555555555555556	1.0	1.0
study_heldout	qk_quantum_only	89	21	0.23595505617977527	0.211449849879249	0.44467787114845936	0.31223228981861556	0.332155218246987	0.0	0.0	0.0	0.1	0.047619047619047616	0.42380952380952386	0.15	0.14285714285714285	0.6357142857142857
study_heldout	qk_no_anchor	89	21	0.23595505617977527	0.20054538415213063	0.3536414565826331	0.35052241489879976	0.3878446045151477	0.2	0.047619047619047616	0.8476190476190477	0.2	0.09523809523809523	0.8476190476190477	0.2	0.19047619047619047	0.8476190476190477
