chembl_id	name	smiles	max_phase	first_approval	oral	parenteral	withdrawn	molecule_type
CHEMBL6995	practolol	CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1	4.0		False	False	True	Small molecule
CHEMBL427	mechlorethamine	CN(CCCl)CCCl	4.0	1949.0	False	True	False	Small molecule
CHEMBL29	penicillin g	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O	4.0	1947.0	True	True	False	Small molecule
CHEMBL428	trovafloxacin	N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12	4.0	1997.0	True	False	True	Small molecule
CHEMBL30	cimetidine	CN/C(=N\CCSCc1nc[nH]c1C)NC#N	4.0	1977.0	True	True	False	Small molecule
CHEMBL31	gatifloxacin	COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	4.0	1999.0	True	True	True	Small molecule
CHEMBL429	labetalol	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	4.0	1984.0	True	True	False	Small molecule
CHEMBL32	moxifloxacin	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	4.0	1999.0	True	True	False	Small molecule
CHEMBL33	levofloxacin anhydrous	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	4.0	1996.0	True	True	False	Small molecule
CHEMBL430	gemifloxacin	CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN	4.0	2003.0	True	False	False	Small molecule
CHEMBL431	spirapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2	4.0	1994.0	True	False	False	Small molecule
CHEMBL433	valproate sodium	CCCC(CCC)C(=O)[O-].[Na+]	4.0	1996.0	False	True	False	Small molecule
CHEMBL434	isoproterenol	CC(C)NCC(O)c1ccc(O)c(O)c1	4.0	1956.0	False	True	False	Small molecule
CHEMBL435	hydrochlorothiazide	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	4.0	1959.0	True	False	False	Small molecule
CHEMBL35	furosemide	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	4.0	1966.0	True	True	False	Small molecule
CHEMBL36	pyrimethamine	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	4.0	1953.0	True	False	False	Small molecule
CHEMBL436	tolrestat	COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F	4.0	1989.0	False	False	True	Small molecule
CHEMBL437	sulfathiazole	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	4.0	1945.0	False	False	True	Small molecule
CHEMBL438	sulfamerazine	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	4.0	1982.0	True	False	True	Small molecule
CHEMBL439	sulfadiazine	Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1	4.0	1941.0	True	True	False	Small molecule
CHEMBL440	thiamylal	C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O	4.0	1982.0	False	True	False	Small molecule
CHEMBL441	thiopental	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	4.0	1982.0	False	False	False	Small molecule
CHEMBL268164	cyclobarbital	CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O	4.0		False	False	True	Small molecule
CHEMBL442	ergotamine	CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21	4.0	1948.0	True	False	True	Small molecule
CHEMBL38	tretinoin	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1	4.0	1971.0	True	False	False	Small molecule
CHEMBL7413	methohexital	C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O	4.0	1960.0	False	True	False	Small molecule
CHEMBL40	phenobarbital	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	4.0	2022.0	False	True	True	Small molecule
CHEMBL41	fluoxetine	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	4.0	1987.0	True	False	False	Small molecule
CHEMBL443	sulfamethoxazole	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1	4.0	1973.0	True	True	False	Small molecule
CHEMBL42	clozapine	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	4.0	1989.0	True	False	False	Small molecule
CHEMBL445	nortriptyline	CNCCC=C1c2ccccc2CCc2ccccc21	4.0	1964.0	True	False	False	Small molecule
CHEMBL446	sulfamethazine	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	4.0	1949.0	True	False	True	Small molecule
CHEMBL447	secobarbital	C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	4.0	1950.0	True	True	True	Small molecule
CHEMBL448	pentobarbital	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	4.0	1973.0	True	True	True	Small molecule
CHEMBL7568	quinacrine	CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12	4.0		False	False	True	Small molecule
CHEMBL267894	amobarbital	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	4.0		False	False	True	Small molecule
CHEMBL7728	hexobarbital	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	4.0		False	False	True	Small molecule
CHEMBL449	butabarbital	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	4.0	1939.0	True	False	False	Small molecule
CHEMBL7863	aprobarbital	C=CCC1(C(C)C)C(=O)NC(=O)NC1=O	4.0		False	False	True	Small molecule
CHEMBL450	metharbital	CCC1(CC)C(=O)NC(=O)N(C)C1=O	4.0	1982.0	True	False	False	Small molecule
CHEMBL451	chlordiazepoxide	CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1	4.0	1960.0	True	True	False	Small molecule
CHEMBL266349	melagatran	N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1	4.0	2004.0	False	True	False	Small molecule
CHEMBL452	clonazepam	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	4.0	1975.0	True	False	False	Small molecule
CHEMBL453	sulfisoxazole	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	4.0	1971.0	True	True	False	Small molecule
CHEMBL268869	sulfamethoxypyridazine	COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1	4.0		False	False	True	Small molecule
CHEMBL454	butalbital	C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O	4.0	1983.0	True	False	False	Small molecule
CHEMBL455	sulfacetamide	CC(=O)NS(=O)(=O)c1ccc(N)cc1	4.0	1945.0	False	False	False	Small molecule
CHEMBL43	amsacrine	COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	4.0	1987.0	False	True	False	Small molecule
CHEMBL456	ethacrynic acid	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	4.0	1967.0	True	True	False	Small molecule
CHEMBL267744	ticrynafen	O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	4.0	1979.0	False	False	True	Small molecule
CHEMBL457	gemfibrozil	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	4.0	1981.0	True	False	False	Small molecule
CHEMBL45	melatonin	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	4.0	2007.0	True	False	False	Small molecule
CHEMBL46	ondansetron	Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	4.0	1991.0	True	True	False	Small molecule
CHEMBL49	buspirone	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	4.0	1986.0	True	False	False	Small molecule
CHEMBL459	methyldopa	C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O	4.0	1962.0	True	False	False	Small molecule
CHEMBL460	molindone	CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2	4.0	1974.0	True	False	False	Small molecule
CHEMBL53	apomorphine	CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3	4.0	2001.0	False	True	False	Small molecule
CHEMBL54	haloperidol	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	4.0	1967.0	True	True	False	Small molecule
CHEMBL55	pentamidine	N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	4.0	1984.0	False	True	False	Small molecule
CHEMBL463	aminohippuric acid	Nc1ccc(C(=O)NCC(=O)O)cc1	4.0	1982.0	False	True	False	Small molecule
CHEMBL464	etretinate	CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C	4.0	1986.0	True	False	True	Small molecule
CHEMBL57	nevirapine	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1	4.0	1996.0	True	False	False	Small molecule
CHEMBL465	dronabinol	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	4.0	1985.0	True	False	False	Small molecule
CHEMBL58	mitoxantrone	O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21	4.0	1987.0	False	True	False	Small molecule
CHEMBL59	dopamine	NCCc1ccc(O)c(O)c1	4.0	1974.0	False	True	False	Small molecule
CHEMBL467	hydroxyurea	NC(=O)NO	4.0	1967.0	True	False	False	Small molecule
CHEMBL61	podofilox	COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC	4.0	1990.0	False	False	False	Small molecule
CHEMBL64	isoniazid	NNC(=O)c1ccncc1	4.0	1952.0	True	True	False	Small molecule
CHEMBL468	thalidomide	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	4.0	1956.0	True	False	True	Small molecule
CHEMBL469	ketorolac	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O	4.0	1989.0	True	True	True	Small molecule
CHEMBL471	sotalol	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	4.0	1992.0	True	True	False	Small molecule
CHEMBL472	glyburide	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	4.0	1984.0	True	False	False	Small molecule
CHEMBL9225	hexestrol	CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1	4.0		False	False	True	Small molecule
CHEMBL473	dofetilide	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	4.0	1999.0	True	False	False	Small molecule
CHEMBL476	dacarbazine	CN(C)/N=N/c1[nH]cnc1C(N)=O	4.0	1975.0	False	True	False	Small molecule
CHEMBL477	adenosine	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	4.0	1989.0	False	True	False	Small molecule
CHEMBL479	thioridazine	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	4.0	1962.0	True	False	True	Small molecule
CHEMBL480	lansoprazole	Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1	4.0	1995.0	True	True	False	Small molecule
CHEMBL481	irinotecan	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	4.0	1996.0	False	True	False	Small molecule
CHEMBL70	morphine	CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5	4.0	1984.0	True	True	False	Small molecule
CHEMBL485	codeine	COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341	4.0	1952.0	True	False	True	Small molecule
CHEMBL71	chlorpromazine	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	4.0	1957.0	True	True	False	Small molecule
CHEMBL72	desipramine	CNCCCN1c2ccccc2CCc2ccccc21	4.0	1964.0	True	False	False	Small molecule
CHEMBL488	aminoglutethimide	CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	4.0	1980.0	True	False	False	Small molecule
CHEMBL74	cromolyn sodium	O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+]	4.0	1982.0	True	False	False	Small molecule
CHEMBL76	chloroquine	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	4.0	1949.0	True	True	False	Small molecule
CHEMBL490	paroxetine	Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1	4.0	1992.0	True	False	False	Small molecule
CHEMBL416146	etoricoxib	Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	4.0	2002.0	True	False	False	Small molecule
CHEMBL79	lidocaine	CCN(CC)CC(=O)Nc1c(C)cccc1C	4.0	1948.0	True	True	False	Small molecule
CHEMBL492	etidocaine	CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C	4.0	1976.0	False	True	False	Small molecule
CHEMBL80	naloxone	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	4.0	1971.0	True	True	False	Small molecule
CHEMBL81	raloxifene	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	4.0	1997.0	True	False	False	Small molecule
CHEMBL83	tamoxifen	CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	4.0	1977.0	True	False	False	Small molecule
CHEMBL493	bromocriptine	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	4.0	1978.0	True	False	False	Small molecule
CHEMBL494	iloprost	CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O	4.0	2003.0	False	True	False	Small molecule
CHEMBL84	topotecan	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1	4.0	1996.0	True	True	False	Small molecule
CHEMBL85	risperidone	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	4.0	1993.0	True	True	False	Small molecule
CHEMBL428880	cromolyn	O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1	4.0	1982.0	True	False	False	Small molecule
CHEMBL86	metoclopramide	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	4.0	1979.0	True	True	False	Small molecule
CHEMBL428647	paclitaxel	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	4.0	1992.0	False	True	False	Small molecule
CHEMBL495	alprostadil	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O	4.0	1981.0	False	True	False	Small molecule
CHEMBL496	hexachlorophene	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	4.0	1949.0	False	False	True	Small molecule
CHEMBL497	clioquinol	Oc1c(I)cc(Cl)c2cccnc12	4.0	1934.0	False	False	True	Small molecule
CHEMBL10878	agomelatine	COc1ccc2cccc(CCNC(C)=O)c2c1	4.0	2009.0	True	False	False	Small molecule
CHEMBL88	cyclophosphamide anhydrous	O=P1(N(CCCl)CCCl)NCCCO1	4.0	1959.0	True	True	False	Small molecule
CHEMBL498	chlorpropamide	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	4.0	1958.0	True	False	False	Small molecule
CHEMBL499	timolol	CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1	4.0	1978.0	True	False	False	Small molecule
CHEMBL500	pindolol	CC(C)NCC(O)COc1cccc2[nH]ccc12	4.0	1982.0	True	False	False	Small molecule
CHEMBL276832	hydralazine	NNc1nncc2ccccc12	4.0	1953.0	True	True	False	Small molecule
CHEMBL501	amphetamine sulfate	CC(N)Cc1ccccc1.O=S(=O)(O)O	4.0	1960.0	True	False	False	Small molecule
CHEMBL267345	amphotericin b	C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O	4.0	1964.0	True	True	False	Small molecule
CHEMBL90	histamine	NCCc1c[nH]cn1	4.0	1939.0	False	True	False	Small molecule
CHEMBL91	miconazole	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	4.0	1974.0	False	True	False	Small molecule
CHEMBL92	docetaxel anhydrous	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C	4.0	1995.0	False	True	False	Small molecule
CHEMBL93	zileuton	CC(c1cc2ccccc2s1)N(O)C(N)=O	4.0	1996.0	True	False	False	Small molecule
CHEMBL95	tacrine	Nc1c2c(nc3ccccc13)CCCC2	4.0	1993.0	True	False	False	Small molecule
CHEMBL502	donepezil	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	4.0	1996.0	True	False	False	Small molecule
CHEMBL503	lovastatin	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	4.0	1987.0	True	False	False	Small molecule
CHEMBL11662	ozagrel	O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1	4.0	1988.0	True	False	False	Small molecule
CHEMBL269644	acetanilide	CC(=O)Nc1ccccc1	4.0		False	False	True	Small molecule
CHEMBL504	dimethyl sulfoxide	C[S+](C)[O-]	4.0	1978.0	False	True	False	Small molecule
CHEMBL505	chlorpheniramine	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	4.0	1950.0	True	True	False	Small molecule
CHEMBL506	primaquine	COc1cc(NC(C)CCCN)c2ncccc2c1	4.0	1952.0	True	False	False	Small molecule
CHEMBL509	meclofenamic acid	Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	4.0	1980.0	True	False	False	Small molecule
CHEMBL511	pyrilamine	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1	4.0	1973.0	True	False	False	Small molecule
CHEMBL12713	sertindole	O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1	4.0	1996.0	True	False	True	Small molecule
CHEMBL513	carmustine	O=NN(CCCl)C(=O)NCCCl	4.0	1977.0	False	True	False	Small molecule
CHEMBL514	lomustine	O=NN(CCCl)C(=O)NC1CCCCC1	4.0	1976.0	True	False	False	Small molecule
CHEMBL515	chlorambucil	O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	4.0	1957.0	True	False	False	Small molecule
CHEMBL516	cyproheptadine	CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1	4.0	1961.0	True	False	False	Small molecule
CHEMBL12856	inamrinone	Nc1cc(-c2ccncc2)c[nH]c1=O	4.0	1984.0	False	True	False	Small molecule
CHEMBL517	disopyramide	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	4.0	1977.0	True	False	False	Small molecule
CHEMBL98	vorinostat	O=C(CCCCCCC(=O)Nc1ccccc1)NO	4.0	2006.0	True	False	False	Small molecule
CHEMBL521	ibuprofen	CC(C)Cc1ccc(C(C)C(=O)O)cc1	4.0	1974.0	True	True	False	Small molecule
