sample	NAMPT	JAK1	JAK2	TYK2	STAT3	IL6R	OSMR	DNMT1	DNMT3A	DNMT3B	HDAC1	HDAC2	HDAC6	KDM1A	EZH2	LYN	FYN	SRC	YES1	KCNN4	PARP1	PARP2	ATR	CHEK1	CHEK2	GLS	LDHA	HK2	IDH2	MYC	TACSTD2	FOXE1	NKX2-1	PAX8	HHEX
HDAC1	-0.5110916874876731	-0.40537251736290136	-0.3930629600753962	0.02261074578179217	-0.4322557287660685	-0.4072270351122558	-0.5490006730231745	-0.1310715111012429	-0.05163204878896343	0.25552085551275083	1.0	-0.3003596491189382	0.04091030614112897	0.1940250211568535	-0.06262999228826176	-0.4038953814443124	0.08467549662645071	0.11989728525761129	-0.29120758237208705	-0.2513173144540736	-0.033458533137228075	-0.014665965196693677	-0.1278188408380999	0.06253329219033275	-0.23857980972532544	-0.4580046542569584	-0.48251860661219614	0.07141872828875973	-0.06268246960591177	-0.3607540046188377	-0.2470145888752948	0.02950972962837002	0.5305783470230094	0.28893321891917984	0.48542693936431425
HDAC2	0.49846210798431867	0.39352215508240285	0.22356548469734727	-0.2206869626989224	0.3573581711853149	0.19409790675120164	0.41932305202666365	0.2968917487797514	0.026518315845940645	-0.2672211845233557	-0.3003596491189382	1.0	-0.13222484218347053	0.10783181539199516	0.13558985632803436	0.32996358974893664	0.23574801233396436	-0.01588853587586948	0.3768218021370005	0.2112741377308351	0.12897047603548908	0.12451181390631876	0.11267625010525652	-0.11103754430888964	0.23222893400381747	0.3967878592532064	0.4326439474005969	0.06553714953376748	-0.036321608793430306	0.3514708856967311	0.2730770816880879	-0.07033786818322502	-0.24211705198658803	-0.3544457414630738	-0.20714065489176137
HDAC6	-0.23959963598741557	-0.2518508730241129	0.061000540741643905	0.29895656646774543	-0.004667085987226434	0.054518213134980106	-0.042054335632175595	-0.020630130886955717	0.24660457659302432	0.44886882852948196	0.04091030614112897	-0.13222484218347053	1.0	0.10444651303602207	-0.08098799211172555	-0.29654720217649644	-0.07684981872173906	-0.043124517486019344	-0.0608508033563134	-0.09884298324204148	-0.1893115407834481	0.26208547123360193	0.37013666840891124	-0.20724958415498507	-0.23598042344965683	0.00885631375380929	-0.21171670293083486	-0.17059940674099314	-0.24396796835667842	-0.04370156833276128	-0.11273237846162167	0.13096269775920202	0.2198463604034811	0.4480497874252636	0.05008680527278066
KDM1A	-0.22145554957404345	-0.12623022709318224	-0.35253831236397054	-0.02211598646571293	-0.12186366348420555	-0.22637030315565446	-0.23502884526158146	-0.024078674388523385	0.3398689967259917	-0.09753280712225097	0.1940250211568535	0.10783181539199516	0.10444651303602207	1.0	0.05689868983653883	-0.08875536311444207	0.22089894576667346	0.067243009389026	-0.24957790277990244	0.050385038559902104	-0.008064443282255276	0.10970121064879979	-0.2406150053002109	0.12420892733639186	-0.10393480403949103	-0.29577721493963355	-0.13769663742977506	-0.08132775832814113	-0.10089581383576644	-0.15592858718894245	0.1623924083260652	-0.07540874349011009	0.10213218720142088	0.05942544659762252	0.15649038723293165
EZH2	0.33087531912351853	0.15196486431386058	0.14308032913719723	0.4656383253471416	0.06854935594630447	0.16180799170048404	0.22596720016151994	0.5903094685168487	0.37784412459709976	-0.02410628864738098	-0.06262999228826176	0.13558985632803436	-0.08098799211172555	0.05689868983653883	1.0	0.46173188428988216	0.3658229291967919	0.23181166010983983	-0.16503869460618634	0.448800897973189	0.1900867759317444	0.2188820443246207	-0.0720429695306307	0.4687147963642649	0.40926537008510483	0.25559408531989025	0.22103871606192133	0.012922576115010702	0.40188608573437573	0.19426669865006968	0.32761878169579084	-0.30598844399095687	0.017385559609736912	-0.35908032470005935	-0.22109569015172076
LYN	0.7748473246839724	0.6163416845631869	0.36793003848412004	0.1937132941990065	0.59616427962738	0.45824636456739987	0.7176919414152167	0.6113317193710425	0.2018074039644035	-0.39101656224242354	-0.4038953814443124	0.32996358974893664	-0.29654720217649644	-0.08875536311444207	0.46173188428988216	1.0	0.4902271994527498	0.36979537651087047	0.020822060606010717	0.7158268441920107	0.14042995955445206	0.08688341774701408	-0.10639082278284948	0.14786356882232254	0.54647415188914	0.6014917733935041	0.6470524030810689	0.1444987385338463	0.23793654970317166	0.3038063986158641	0.6710940582333792	-0.31853103207284855	-0.2553366375515347	-0.6671738739526573	-0.47261018984156006
FYN	0.3344773895082192	0.27043774307890717	-0.12027200051851311	0.19373195674436852	0.2675897908697487	0.02450025850550934	0.30303854936937646	0.48564536247250356	0.22899137575340922	-0.3413012610264145	0.08467549662645071	0.23574801233396436	-0.07684981872173906	0.22089894576667346	0.3658229291967919	0.4902271994527498	1.0	0.5072041618819292	-0.20363926259681894	0.6766982446342522	-0.10555246348586335	0.03731620419228791	-0.29268511548939213	0.1369893991625026	0.3662145544777236	0.22625653066809406	0.27909104734600226	0.2647548983672749	0.019306214470171175	0.10745558991748583	0.6602100349575942	-0.3650568351066013	0.13892032570931734	-0.460527513503666	-0.3117686673351886
SRC	0.2299910622520182	0.14705377704117306	-0.14404063569571818	0.3073932677375809	0.25845029587268936	0.06349022520619277	0.27409266140078137	0.4136015074262455	0.2361112866471737	-0.1831629681351687	0.11989728525761129	-0.01588853587586948	-0.043124517486019344	0.067243009389026	0.23181166010983983	0.36979537651087047	0.5072041618819292	1.0	-0.24709636076788055	0.5931610876537808	-0.15249875852777622	0.03534289820032088	-0.20789541708098014	0.09941297882035191	0.243440878502489	0.21365416015856448	0.16512675480691966	0.2405707680120288	0.011856037855991552	0.10886749746611832	0.5222229608215375	-0.2909741209937256	0.2795777715782139	-0.3348024818506277	-0.17182320045090466
YES1	0.28592875410866386	0.4051967146935779	0.4284501030114769	-0.43033847628760236	0.30841857162541275	0.21746481305831405	0.352980033486647	0.06437885446362213	-0.10810478794556672	0.11505853645017994	-0.29120758237208705	0.3768218021370005	-0.0608508033563134	-0.24957790277990244	-0.16503869460618634	0.020822060606010717	-0.20363926259681894	-0.24709636076788055	1.0	-0.31984927366688365	0.20452256250591724	-0.05157588928296632	0.597090163323104	-0.3710779133313633	-0.2556043004266712	0.3372868408755232	0.023822419232926988	0.09473530919996213	-0.21504750899226285	0.12418272895359948	-0.20713485525225547	0.4014602250951473	-0.25163356626520506	-0.039653601122039535	-0.048429317768502976
KCNN4	0.5396665880674729	0.33414743658171203	0.07009980339565541	0.30636125802103664	0.4269003861219047	0.2664183451690548	0.5308221396042496	0.5345023535814573	0.25102100319384246	-0.4204304867902353	-0.2513173144540736	0.2112741377308351	-0.09884298324204148	0.050385038559902104	0.448800897973189	0.7158268441920107	0.6766982446342522	0.5931610876537808	-0.31984927366688365	1.0	-0.16033418221612225	0.12281150572870786	-0.33983273726822366	0.20570990644337075	0.6150565117719385	0.46477753848915654	0.5710097865425359	0.15208752548222354	0.13506279982552832	0.29515094104792	0.839429039668979	-0.49831339046106793	-0.02929335015130218	-0.5956655623131663	-0.5007624483690496
PARP1	0.11651822837481454	0.3549458690636617	0.4100754308797325	0.06308421187478523	0.21243980134755439	0.3803844784802562	0.20864133547944957	0.34724495923298015	0.1081865278484539	0.004558893174230133	-0.033458533137228075	0.12897047603548908	-0.1893115407834481	-0.008064443282255276	0.1900867759317444	0.14042995955445206	-0.10555246348586335	-0.15249875852777622	0.20452256250591724	-0.16033418221612225	1.0	-0.2037903760627658	0.2562108048671057	-0.09795690909491533	-0.09283441189386174	-0.013821954420430766	0.02545926750705493	0.042068990493316964	0.3247740158684553	0.152530748810403	-0.21841070764983544	0.15470155122152365	-0.3875658759115786	-0.1901479951236369	-0.0760123129136896
PARP2	0.05779279967626095	-0.03455660704293904	0.02934282427095737	0.19585241619951457	0.08770028181439135	0.0109625658603002	0.08190626443220266	0.18287828768683925	0.0966438028251831	0.12900683853937336	-0.014665965196693677	0.12451181390631876	0.26208547123360193	0.10970121064879979	0.2188820443246207	0.08688341774701408	0.03731620419228791	0.03534289820032088	-0.05157588928296632	0.12281150572870786	-0.2037903760627658	1.0	0.1299981323778058	0.10327274761330359	0.2449181025896542	0.26906558321571994	0.0172184868824229	0.03537236389591922	-0.21985784544127807	0.039303670208066355	0.17531569684812748	-0.12941739114637948	0.19352559777400702	0.048559529261898556	0.1138053127271439
ATR	0.07562640675503499	0.24624615304262168	0.5393960416549113	-0.06363338742479799	0.2681248942663822	0.3488607742944201	0.29206756207879186	0.15684917222944353	0.11087053905078924	0.4545172239115992	-0.1278188408380999	0.11267625010525652	0.37013666840891124	-0.2406150053002109	-0.0720429695306307	-0.10639082278284948	-0.29268511548939213	-0.20789541708098014	0.597090163323104	-0.33983273726822366	0.2562108048671057	0.1299981323778058	1.0	-0.41265492237388607	-0.3302306583550473	0.3313037228671324	-0.14477224655430412	0.008292865347057865	-0.27262261904194474	0.10401870146313658	-0.31149794374413536	0.4067610483526891	-0.1465321818644936	0.1671397479068558	0.05600539155024292
CHEK1	0.00476118495744874	-0.19816834182984452	-0.2294971658053633	0.1525678219267238	-0.3115157269450084	-0.21071753476221022	-0.16961278493101337	0.09837031160864182	0.10096043283355116	-0.10411819684968647	0.06253329219033275	-0.11103754430888964	-0.20724958415498507	0.12420892733639186	0.4687147963642649	0.14786356882232254	0.1369893991625026	0.09941297882035191	-0.3710779133313633	0.20570990644337075	-0.09795690909491533	0.10327274761330359	-0.41265492237388607	1.0	0.338911302940349	-0.1222364785408665	0.07294919006028923	-0.1506866059204804	0.32994705542684266	-0.10825255422212145	0.16562263459241108	-0.25940956948668714	0.12271437545223172	-0.15012004600137524	0.0111218825071621
CHEK2	0.46602783387254926	0.10963177639178244	0.04561806802453099	0.20851400844027512	0.18401570822097135	0.09338585630861627	0.29225543323440106	0.2506549884282761	-0.03272048925999548	-0.3127748148757964	-0.23857980972532544	0.23222893400381747	-0.23598042344965683	-0.10393480403949103	0.40926537008510483	0.54647415188914	0.3662145544777236	0.243440878502489	-0.2556043004266712	0.6150565117719385	-0.09283441189386174	0.2449181025896542	-0.3302306583550473	0.338911302940349	1.0	0.30876100665896655	0.5295355138163992	-0.008703569020092845	0.2666233669179689	0.1769820408202373	0.53387794135063	-0.4005668645216241	-0.078535592716148	-0.41151873780044723	-0.3669580965966568
GLS	0.693171521409568	0.5543473735695822	0.4339102148848081	0.08219937551765621	0.5779659858722905	0.5065021772779745	0.7585658195288688	0.5050223361122009	0.17030674560236353	-0.18771457365047384	-0.4580046542569584	0.3967878592532064	0.00885631375380929	-0.29577721493963355	0.25559408531989025	0.6014917733935041	0.22625653066809406	0.21365416015856448	0.3372868408755232	0.46477753848915654	-0.013821954420430766	0.26906558321571994	0.3313037228671324	-0.1222364785408665	0.30876100665896655	1.0	0.4941979035760438	0.20350908847545837	-0.07719859219584091	0.36459995847343035	0.5133315465509579	-0.12077671112119347	-0.17845948871161965	-0.418463699477195	-0.4260844151385575
LDHA	0.6470759871318413	0.3700851795827065	0.25621485249867265	-0.012661286862623798	0.45892138087976303	0.35310221533612374	0.6026845441971332	0.29660729512316814	-0.04800185451407809	-0.34982612180644224	-0.48251860661219614	0.4326439474005969	-0.21171670293083486	-0.13769663742977506	0.22103871606192133	0.6470524030810689	0.27909104734600226	0.16512675480691966	0.023822419232926988	0.5710097865425359	0.02545926750705493	0.0172184868824229	-0.14477224655430412	0.07294919006028923	0.5295355138163992	0.4941979035760438	1.0	0.048784840642243435	0.20977756808754155	0.29314402541950024	0.4708298765599469	-0.2635432232083201	-0.30304937214867467	-0.4737207373912503	-0.5038401428198949
HK2	0.09822872381836731	0.3261638832817069	-0.0640982401113108	-0.03269970390837929	0.26507805147048175	0.06732994273086379	0.20253558519536344	0.26704579321858624	0.008923839103043322	-0.23271710365226397	0.07141872828875973	0.06553714953376748	-0.17059940674099314	-0.08132775832814113	0.012922576115010702	0.1444987385338463	0.2647548983672749	0.2405707680120288	0.09473530919996213	0.15208752548222354	0.042068990493316964	0.03537236389591922	0.008292865347057865	-0.1506866059204804	-0.008703569020092845	0.20350908847545837	0.048784840642243435	1.0	-0.09115892253875515	0.043479632470754745	0.2519791537799777	-0.12211467025231505	0.07412768781325636	-0.1837458352059893	-0.0021572322934992304
IDH2	0.13188765816335923	-0.049931957194932396	0.02348124527274251	0.266857369719189	-0.19396385322607165	-0.05058009059998031	-0.04740775812346901	0.1412706941896786	-0.03696670298820493	-0.08569443980353143	-0.06268246960591177	-0.036321608793430306	-0.24396796835667842	-0.10089581383576644	0.40188608573437573	0.23793654970317166	0.019306214470171175	0.011856037855991552	-0.21504750899226285	0.13506279982552832	0.3247740158684553	-0.21985784544127807	-0.27262261904194474	0.32994705542684266	0.2666233669179689	-0.07719859219584091	0.20977756808754155	-0.09115892253875515	1.0	0.017968696645899014	-0.023091968954673123	-0.23039487075659135	-0.12635659892068224	-0.2921286195011928	-0.2485426337822029
MYC	0.44324249686918793	0.4048536682358456	0.41040790116972664	0.13284807339497615	0.4430849450625042	0.4992867480417967	0.45412392998458406	0.33521650838406264	0.07042757538393521	-0.23132095199214586	-0.3607540046188377	0.3514708856967311	-0.04370156833276128	-0.15592858718894245	0.19426669865006968	0.3038063986158641	0.10745558991748583	0.10886749746611832	0.12418272895359948	0.29515094104792	0.152530748810403	0.039303670208066355	0.10401870146313658	-0.10825255422212145	0.1769820408202373	0.36459995847343035	0.29314402541950024	0.043479632470754745	0.017968696645899014	1.0	0.28042321167434064	-0.2895776206508559	-0.3316001424759951	-0.35093437355224777	-0.3694308574614283
TACSTD2	0.5063860923120153	0.40549745498540407	0.019230455261476667	0.17119476350442261	0.4795579364779801	0.2471410557877865	0.5077542206903807	0.4729639833321177	0.27480247111092065	-0.4864772775848114	-0.2470145888752948	0.2730770816880879	-0.11273237846162167	0.1623924083260652	0.32761878169579084	0.6710940582333792	0.6602100349575942	0.5222229608215375	-0.20713485525225547	0.839429039668979	-0.21841070764983544	0.17531569684812748	-0.31149794374413536	0.16562263459241108	0.53387794135063	0.5133315465509579	0.4708298765599469	0.2519791537799777	-0.023091968954673123	0.28042321167434064	1.0	-0.4627683864096659	-0.038197912850398016	-0.5641962884334933	-0.407265902587685
FOXE1	-0.2650963169764732	-0.059035599107639405	0.14206342759548476	-0.25075813719651424	-0.040304048693933565	-0.08020464100847051	-0.08590349648997511	-0.16437522767214346	-0.003912344057121273	0.3880946413183569	0.02950972962837002	-0.07033786818322502	0.13096269775920202	-0.07540874349011009	-0.30598844399095687	-0.31853103207284855	-0.3650568351066013	-0.2909741209937256	0.4014602250951473	-0.49831339046106793	0.15470155122152365	-0.12941739114637948	0.4067610483526891	-0.25940956948668714	-0.4005668645216241	-0.12077671112119347	-0.2635432232083201	-0.12211467025231505	-0.23039487075659135	-0.2895776206508559	-0.4627683864096659	1.0	0.0031666382356876095	0.5561744229822689	0.4115435044939002
NKX2-1	-0.34768537546349326	-0.430741731057689	-0.41495349891512023	0.1249104154095976	-0.3215975670909913	-0.351679445050989	-0.32411678523853305	-0.06487483508376529	0.09224075505624668	0.24263084778429772	0.5305783470230094	-0.24211705198658803	0.2198463604034811	0.10213218720142088	0.017385559609736912	-0.2553366375515347	0.13892032570931734	0.2795777715782139	-0.25163356626520506	-0.02929335015130218	-0.3875658759115786	0.19352559777400702	-0.1465321818644936	0.12271437545223172	-0.078535592716148	-0.17845948871161965	-0.30304937214867467	0.07412768781325636	-0.12635659892068224	-0.3316001424759951	-0.038197912850398016	0.0031666382356876095	1.0	0.2550012141528736	0.34345047798677736
PAX8	-0.6373120770195395	-0.5451168662988152	-0.16526426094652674	-0.022567482891264062	-0.4132556519847838	-0.3442448522087284	-0.510006016274824	-0.5038690738620051	-0.03457942814426309	0.5447614482557451	0.28893321891917984	-0.3544457414630738	0.4480497874252636	0.05942544659762252	-0.35908032470005935	-0.6671738739526573	-0.460527513503666	-0.3348024818506277	-0.039653601122039535	-0.5956655623131663	-0.1901479951236369	0.048559529261898556	0.1671397479068558	-0.15012004600137524	-0.41151873780044723	-0.418463699477195	-0.4737207373912503	-0.1837458352059893	-0.2921286195011928	-0.35093437355224777	-0.5641962884334933	0.5561744229822689	0.2550012141528736	1.0	0.5328933448193447
HHEX	-0.5819022519294091	-0.32625950880519106	-0.22861487539921116	-0.09677718573456218	-0.39805594413833223	-0.32403533480976776	-0.4887089722916919	-0.31807395047271086	-0.024956504213022278	0.3538141165606653	0.48542693936431425	-0.20714065489176137	0.05008680527278066	0.15649038723293165	-0.22109569015172076	-0.47261018984156006	-0.3117686673351886	-0.17182320045090466	-0.048429317768502976	-0.5007624483690496	-0.0760123129136896	0.1138053127271439	0.05600539155024292	0.0111218825071621	-0.3669580965966568	-0.4260844151385575	-0.5038401428198949	-0.0021572322934992304	-0.2485426337822029	-0.3694308574614283	-0.407265902587685	0.4115435044939002	0.34345047798677736	0.5328933448193447	1.0
