	g8_RAI	TDS16	HLA_I	HLA_II	TLS	B_cell	Dediff_EMT	sub
TCGA-E3-A3DZ-01A	0.40637326963227566	0.384557777390526	-0.03406205223698321	-0.5606432033661684	-0.18117962824933911	-0.433521607467984	0.06568658097513547	sub_A
TCGA-EM-A1YA-01A	-0.6316708993838155	-0.10145596532433715	-0.26252235834715876	-0.2700104343024496	0.0827004196386482	-0.4581466727055081	-0.3595397913676375	sub_B
TCGA-BJ-A0ZC-01A	0.534819803647184	0.2780710977483506	-0.0047391542756254285	-0.13020533898830028	-0.2566074756127081	0.1971449436526793	-0.04683302135816157	sub_B
TCGA-BJ-A45K-01A	0.3648316959407218	0.2534998177657728	-0.14208459711659363	-1.5686014523374565	-0.48979679922132563	-0.30007965253085084	0.607603610597111	sub_A
TCGA-EM-A3OB-01A	-0.02612670238569581	0.09337057032689772	-0.7772585124312574	-0.9028250936478134	-0.3942851430988196	0.08049548391179179	-0.45572028471040704	sub_A
TCGA-IM-A41Z-01A	-0.46796722996225554	-0.24924153489276968	1.6678667180222435	1.4784057083141158	0.4839548714914493	0.03333956239677698	-0.2680452558874839	sub_A
TCGA-DJ-A3UT-01A	0.5903005097092453	0.26022744120649494	-0.6488523757892328	-0.4497426076327744	-0.2245052174297895	-0.31504974267161706	-0.021873680136277586	sub_A
TCGA-EM-A1YB-01A	-1.596956052235266	-1.0943372816326733	-0.2959357246611083	0.22989293211541048	-0.47043167191251695	-0.6089006553398103	-0.6365882384927148	sub_B
TCGA-ET-A3DV-01A	0.4099338195487709	0.3620373565964093	-0.49426013577726696	-0.9034902686091211	-0.6292689993199554	-0.36622318883675137	-0.45110013546689937	sub_B
TCGA-DJ-A13M-01A	0.11082709017149137	0.014917666318384473	-0.06562985065880826	-0.15230638702739796	-0.03135518528950559	0.4352876109721506	-1.043357681265344	sub_A
TCGA-BJ-A28V-01A	0.4965071004358189	0.6755230105051498	-0.6656843481382806	-1.456109930473758	-0.5630672092557908	-0.2128806373785038	0.4298661362189893	sub_B
TCGA-EM-A3FP-01A	0.2586403380175882	0.37784262159148563	0.877306209453142	1.2141422098817325	0.8211734140467826	0.874905364597752	0.03537727155006015	sub_A
TCGA-EM-A22N-01A	-0.01225670636343161	0.12992004942464588	-0.7754667771327378	0.17660084474490853	0.14761754625480536	0.32156288356157414	-0.031113888894609823	sub_B
TCGA-QD-A8IV-01A	0.3893887496500819	0.3535511503896953	0.3331983298584375	0.2403446498739163	-0.009882570579487182	0.3430996807650771	-0.5727208590392805	sub_A
TCGA-EM-A22J-01A	-0.4796791525299695	0.021119263256998304	-0.17819365823042752	0.22018574072494174	-0.4794995158433603	-0.5683032768518222	-0.8490482707835767	sub_A
TCGA-EM-A2CT-01A	-0.4045825644521114	-0.2855128309893201	-0.41238530446249483	-0.12314219954335315	-0.16260084707683162	-0.41835724539486435	-0.08650545459277795	sub_A
TCGA-DJ-A3VL-01A	0.1514819655613723	0.14049314607382563	1.7064412276566214	1.6380355993962912	1.3555586262019752	1.5864878038907095	0.5179704204936977	sub_A
TCGA-DJ-A1QG-01A	-0.9753028604004199	-0.5428368820808659	-0.24831684005891574	0.09521721498876962	-0.16049923580548398	-0.08961714720295684	0.06837419291345374	sub_A
TCGA-EM-A4G1-01A	-0.8185425780561733	-0.4620351055974929	0.6060416267068766	1.2081225962289945	-0.27103073538929306	-0.3330814076980125	-0.4220546470380623	sub_A
TCGA-EM-A3FL-01A	0.3818549046806767	0.23570552679177995	-0.378583196608759	-0.33581681341128033	0.93918655797387	1.1429136731683427	-0.20246499585285538	sub_B
TCGA-EM-A2OY-01A	-0.38397447007984853	-0.16543291190047027	-1.4567822045263041	-0.5861407199344753	-0.7026991769842814	-0.407766705886112	-0.8870295310368661	sub_B
TCGA-EM-A3AJ-01A	-0.0974720174283368	-0.2884574648499397	1.8612849463279189	1.7310185426127667	2.1301690166695684	2.090735622040888	0.9769442822246314	sub_B
TCGA-FY-A3R9-01A	-0.19969076680608253	-0.006485475951654389	-0.7274532666697757	-0.1938867803606271	-0.4974934007825244	-0.5106365483264383	-0.7781353202033667	sub_A
TCGA-EM-A1YE-01A	0.8254809984928976	0.604952818651059	-0.102218227534172	-0.2961503774263971	-0.2275338078018352	-0.13377483002173182	0.3847859873273801	sub_B
TCGA-BJ-A45D-01A	-0.04736848914961681	-0.281067787478519	0.46966258726008636	0.8713862815853102	0.23507031997149166	-0.022078622023585532	0.4313337243416352	sub_A
TCGA-BJ-A0Z2-01A	0.26715452073009494	0.19662477205478238	0.16774433958119347	-0.02341909595807966	0.04788352910708097	-0.1663701128881314	-0.5739849722781288	sub_A
TCGA-FE-A239-01A	0.5986928665168183	0.26569084289350486	-0.5900984477880511	0.0879194390818233	-0.4206316489249982	-0.00579012023522781	0.2129923672911482	sub_B
TCGA-BJ-A28W-01A	-0.7720235300002388	-1.0774971360921486	2.9620019794898145	3.069871623712331	4.979881293952264	4.823392507953197	0.7974292550434482	sub_B
TCGA-EM-A22L-01A	0.5576550699588957	0.46055598493858807	-0.7906572507448083	-0.5749312236123745	-0.5437740898654092	-0.011728200980287021	-0.49471827481875086	sub_A
TCGA-BJ-A28T-01A	0.21193150063350405	0.03421242453369733	2.5184926662228557	2.477241873966113	2.742852267322702	2.6336211955942392	1.3701318870768604	sub_B
TCGA-DJ-A4V0-01A	0.2923085723541418	0.22478762430810667	2.0620677543122867	1.9424206187949178	2.4944026212955728	2.508952960373986	0.7345204881071851	sub_A
TCGA-EL-A3H2-01A	0.7322840455307001	0.6826176933781931	-0.00047698614503607597	0.5375990272239114	0.22253222355932945	-0.15036110822967028	-0.47959354241218344	sub_B
TCGA-EM-A2CO-01A	-0.2369447341790282	-0.11589812070094628	-1.0603689493394728	-0.3439325857875591	-0.49855612178670267	-0.09023665109516948	-0.15237765064728587	sub_B
TCGA-EM-A3AP-01A	0.015767198738117924	-0.0692100547655072	-0.4007315087499314	-0.33834731667187257	-0.3826366037101078	-0.2815359603111179	0.8529884567362644	sub_A
TCGA-ET-A25P-01A	-0.00481164246830354	0.07134896596292807	-0.1686989433411274	-0.12031950536814676	0.09000759956527488	0.36436895361693233	0.5777979283210933	sub_A
TCGA-EL-A3ZH-01A	1.0561911348539914	0.5011794429063751	-0.4906055169520019	-0.2289510848033347	-0.2618528094071358	-0.5141462938117113	-0.44273255060156086	sub_A
TCGA-MK-A84Z-01A	0.11740048528688064	0.17588803601588726	0.3903512119092178	-0.10664287756920068	-0.16774261602911192	0.006181329924720498	0.1573991583108877	sub_A
TCGA-EM-A3OA-01A	0.051004952598979775	-0.016753767065314062	0.07999696948006912	-0.22088654039800643	-0.06272786723768696	-0.25446677914248456	-0.7613331098461618	sub_B
TCGA-BJ-A191-01A	-0.5250950145706403	-0.8535250879683245	1.0473196875122859	0.4009593502986819	0.52272148388469	0.30461899873856796	-0.21527890518554027	sub_A
TCGA-EM-A3O9-01A	-2.7815568789623515	-2.150484403702794	1.8222408839569748	0.4848832640449319	-0.266939358727507	-0.35518842013612856	0.07427162639193322	sub_B
TCGA-EL-A3D5-01A	-0.09601885718454461	-0.043161239177155114	-0.20898696976941655	-0.7507823789841425	-0.4113955723686902	-0.24322575979551986	0.013761802211331359	sub_B
TCGA-EL-A4K6-01A	-0.3746845955126091	-0.5136235169227386	-1.403790123246851	-1.3200267554066552	-0.42405720157597177	-0.4303226548061669	-1.4487673296659267	sub_A
TCGA-H2-A3RH-01A	-0.2721542235978027	-0.27804589574904537	-0.1719390472991675	-0.15600979571224188	-0.0005651576265027028	-0.2705479431472554	0.3299182501705717	sub_A
TCGA-FY-A3NP-01A	0.43536427390103277	0.6004371682625572	-0.3134430209930998	0.03633394795777435	-0.5600902081793219	-0.292415252553527	-0.6372280040242013	sub_A
TCGA-DJ-A2PP-01A	-0.33450886308267513	0.03615012291355022	-0.4244441116275349	-0.29670472203167014	-0.3718725594436993	-0.4890656989306259	-0.4722859419740615	sub_A
TCGA-H2-A2K9-01A	0.41832717429088523	0.14825686864240303	-0.8038862474646149	-0.6939406094797771	-0.0587274374331121	0.08031924033749432	0.023437336818321833	sub_A
TCGA-BJ-A0ZA-01A	0.6767731772800543	0.42224246591843195	-0.0010407332415586492	0.2984487717889257	0.09744629796674886	0.4108386940312671	-0.37819234530213486	sub_A
TCGA-KS-A41L-01A	0.5358823617601696	0.28982714731588527	-0.8081060315944071	-1.0354171249976625	-0.37887156889827694	-0.5306074215079541	0.5715809346835465	sub_B
TCGA-BJ-A28S-01A	0.05720031308652948	0.19892181982171353	-0.2739254591323145	-0.23238395199177653	-0.39553016228528154	-0.09363168160191578	0.07007019049586279	sub_A
TCGA-EM-A3AR-01A	0.4765200197454763	0.3038892381838666	0.232493033989466	0.3391016050418849	0.3449376063585053	-0.47717143984249466	0.9798648828198747	sub_B
TCGA-DJ-A3US-01A	0.2219136175187283	0.1314776179396198	1.919221963539048	1.7534466656388836	1.9312408031293575	1.7732437029952122	0.35085083264487105	sub_A
TCGA-BJ-A2N8-01A	-0.2317186828033268	-0.33473468446395943	0.10897809451498451	0.49377034126281627	-0.10463655869825987	-0.28765476422444275	0.26606735088759914	sub_A
TCGA-DE-A2OL-01A	0.47099744035119995	0.43671902960248354	-0.8810978877062414	-1.319917831873799	-0.5320456503929671	-0.3497032803213804	-0.09668285390535172	sub_A
TCGA-DE-A4M9-01A	0.22792463289498774	0.18858626969496375	-1.237816418478415	-0.2529023386662833	-0.39967818290154256	-0.7232587802410994	0.906093903858691	sub_B
TCGA-ET-A39N-01A	-0.4184953010133754	-0.33676958916079364	0.15737741150201295	0.6492943104939453	0.00994764999246931	-0.47037841724852353	0.9050051573375322	sub_B
TCGA-E8-A416-01A	0.2850438752000184	0.40965016862092124	-0.055267790423090726	0.13239700454993725	0.9776671923635168	0.716995616714406	0.8649035374057192	sub_B
TCGA-EL-A3T2-01A	0.04805865162227714	0.18476319165296867	-0.5141679577011227	-0.3891769911351147	-0.5051425270221762	-0.4890933166652324	-0.6818498570353247	sub_A
TCGA-DJ-A2Q0-01A	-1.8857866522491868	-1.138040362059244	1.7704651227065877	-0.2893138088668355	-0.42465311889258733	-0.1384177362454454	-0.3109216463314431	sub_B
TCGA-EM-A3O8-01A	0.09404281022902883	0.37554226341101715	-0.6385847978708424	-0.3671374379514839	-0.41157515847222403	-0.217860343326745	-0.4642472608329061	sub_A
TCGA-DJ-A2Q2-01A	0.4489997328809733	0.3555234122640405	0.8573127902116767	0.9783908319887076	0.24617022655408452	0.25739838465442294	0.6015067934136995	sub_B
TCGA-BJ-A0ZG-01A	0.42674524843581074	0.5894546040229679	0.22308588221055534	0.14833642390350388	0.2494044142564895	0.12463555164600033	0.44525501569289383	sub_B
TCGA-EM-A2OW-01A	0.0026851592205875685	0.1130105955690151	0.17791940196664768	0.48458780139291013	-0.2625557049816492	-0.20564505237030342	0.23302583883671008	sub_B
TCGA-BJ-A3F0-01A	0.8375616773402332	0.3761541111726369	0.38348708581951046	-0.3940603575665909	-0.29335035416166416	0.27770641280053693	0.5648946817196079	sub_B
TCGA-BJ-A291-01A	-0.4106148927575583	-0.4491617573358783	1.0291209058055353	-0.07716830704216784	-0.36321327062759723	-0.049018811650258266	0.06451358719443921	sub_B
TCGA-ET-A25I-01A	0.0005085947679305813	-0.044695991682201314	0.6203082350612807	0.6436919867932694	0.20184617217863365	0.4294877796018876	-0.29525651174666434	sub_A
TCGA-EL-A4KI-01A	-0.34214088918644486	-0.7837961012251015	-0.48431209237585254	-0.6244736489080107	0.10943564785492599	-0.17156728970060098	0.4978620912790592	sub_A
TCGA-BJ-A2N9-01A	0.048498079343688584	0.18733001356479667	1.5611890587699657	2.3210420914556416	0.6551790741929582	0.5483892451361643	-0.9491251893327014	sub_B
TCGA-BJ-A3PT-01A	0.07105997686339738	0.03600378222516294	0.9451077630231902	1.2782886439074552	0.7871932428045497	-0.14458804809282214	0.6802504410445165	sub_A
TCGA-EM-A2CM-01A	-1.2376554598986207	-0.808627468156894	-0.9219886237484138	0.3267273320964244	-0.6051611882767122	-0.5481590326341914	-1.2953462894016334	sub_A
TCGA-EM-A3O6-01A	0.3355094118377776	0.16252743361432143	0.19685181003452015	-0.586805451563476	-0.41057712031238913	0.0009354052153069947	0.7573163674857412	sub_B
TCGA-EM-A4FH-01A	0.5731795345159666	0.4150704441550458	-0.33171737436691145	-1.2157326926344179	-0.4024685568516951	0.0034484473152457764	0.2844842312946609	sub_B
TCGA-EM-A2CN-01A	0.1449099154017946	-0.027596123869130552	-1.0365571345875542	-0.5910358563028429	-0.4712525733259527	-0.6929291475583531	-0.6751158129701232	sub_A
TCGA-FY-A40N-01A	0.2977843809451264	0.13188419343541596	1.2319694675260482	1.0494890814455986	0.8067677682774573	0.5604235415943785	-0.3655649816058887	sub_A
TCGA-J8-A3YD-01A	0.5257560131216217	0.33217211135179825	0.3799910466113472	0.032068970780597214	-0.055548678529162156	-0.3662176833340031	0.1643677102025272	sub_A
TCGA-FY-A3WA-01A	0.3726930155166228	0.5467957116752841	-0.9989221127038732	-1.1703538300206522	-0.4402342701429575	-0.16551980399714428	-0.8155948453548044	sub_B
TCGA-EM-A2OV-01A	-0.07439597441370358	0.08932196340925219	-0.3396918916177156	-0.5831836876529544	-0.4025438052524999	-0.6760723122975442	0.07746272155134926	sub_B
TCGA-J8-A3O0-01A	-0.15400730985438177	-0.2094257382324195	0.10006433573140762	0.27632317581978055	0.027694618804046264	-0.38154485473683253	0.5858253212359714	sub_A
TCGA-EM-A3AI-01A	0.6538892723675162	0.5845674890131646	-0.5251410377791417	-1.0981090022534776	-0.6540832289137807	-0.31357228692797817	0.4916402916553145	sub_B
TCGA-FY-A4B0-01A	0.17563824561815772	0.13601510828198268	-0.3436605812784527	1.4913097897892054	0.08174711478579338	0.18828084886085397	0.0990971445691898	sub_A
TCGA-EM-A2CQ-01A	-0.044157958888145096	0.0794414900100219	-0.2235835159684891	0.15316907784023368	-0.3812729898553064	-0.2777797479789432	0.15590268822863151	sub_B
TCGA-KS-A41I-01A	-1.3326601161841753	-1.257932919733062	0.08750102707537201	1.051935144981025	0.09177775845018592	-0.3624497229900388	0.08459028580907427	sub_A
TCGA-EM-A22Q-01A	-0.14588268921898123	-0.4349010068791457	-0.25076316466484383	-0.14180783780217085	-0.14394637984363856	-0.461734715107652	-0.8253286416160956	sub_A
TCGA-FY-A3W9-01A	0.8320870280875122	0.318104705844174	-0.817762640394483	-0.40707663677516087	-0.35125893103046796	-0.49882725543234846	-0.48415898506571997	sub_A
TCGA-DJ-A13S-01A	-0.1264147397035396	-0.0910169645960775	0.11959916260130081	0.12623966337504322	-0.5076310671773014	-0.2959995759666469	-0.7837073645859499	sub_A
TCGA-EM-A3SY-01A	-1.7414574901450222	-1.2143667704931336	1.3675612118604565	-0.008023563839833592	-0.36628753939030795	-0.46109527843045783	-0.783691452426434	sub_B
TCGA-BJ-A45C-01A	0.36126147735738456	0.10774114433048348	-0.5631161648915346	-1.6547307803417268	-0.5582534672480902	-0.3143735221602668	0.17959339591985457	sub_A
