cluster_1,,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell,T cell,T cell
IL20,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL24,IL20RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,FGFR2,0.0,0.2621678761328651,0.35190386646826727,0.0,0.0,0.0,0.22873650641923543,0.3184724967546376,0.0,0.0,0.0,0.03570136546268669,0.1254373557980889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28534984307342703,0.37508583340882923,0.0,0.0
IL22,IL22RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,ACKR4,0.0,0.0,0.3920771818602806,0.715607891480128,0.0,0.0,0.0,0.5026525642661797,0.826183273886027,0.0,0.0,0.0,0.01495021809044434,0.3384809277102917,0.0,0.0,0.0,1.780781322841319,2.1043120324611664,0.0,0.0,0.0,0.8188664735600081,1.1423971831798554,0.0
CCL21,ACKR4,0.0,0.0,0.7697833122059431,1.0933140218257904,0.0,0.0,0.0,0.602493326506343,0.9260240361261903,0.0,0.0,0.0,0.021950722631439042,0.3454814322512864,0.0,0.0,0.0,1.965301209811839,2.2888319194316864,0.0,0.0,0.0,0.8833177865788069,1.206848496198654,0.0
ADM,CALCRL,0.6907154122988383,0.32306136352739084,0.3056293179696287,0.5619541307290395,0.0,0.5563821073774988,0.18872805860605132,0.17129601304828918,0.4276208258077,0.0,0.6404062099073674,0.27275216113591993,0.2553201155781578,0.5116449283375686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,RAMP2,1.0499433676401775,0.5737126186099392,0.3676177010348829,0.0,1.0077721317609152,0.9156100627188379,0.43937931368859967,0.2332843961135434,0.0,0.8734388268395756,0.9996341652487066,0.5234034162184683,0.31730849864341204,0.0,0.9574629293694443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4732915389282123,0.10563749015676487,0.08820544459900273,0.3445302573584135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8325194942695515,0.3562887452393132,0.15019382766425693,0.0,0.7903482583902892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4597810577711224,0.09212700899967494,0.0746949634419128,0.3310197762013236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8190090131124615,0.3427782640822233,0.13668334650716701,0.0,0.7768377772331992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,RAMP3,0.5463775793711344,0.4244115581449944,0.32528759319068007,0.0,0.0,0.4120442744497949,0.29007825322365494,0.19095428826934058,0.0,0.0,0.49606837697966355,0.3741023557535236,0.2749783907992092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32895370600050844,0.20698768477436846,0.1078637198200541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,RAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3154432248434185,0.19347720361727855,0.09435323866296418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APELA,APLNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4473083266351796,0.14499918780226584,0.04687138950732522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL17,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL22,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029111492085425576,0.011967665724110503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,CCR7,0.0,0.4381121670485436,0.3917351666046765,1.4511480728785198,0.0,0.0,0.5486875494544425,0.5023105490105755,1.5617234552844188,0.0,0.0,0.06098520327870731,0.014608202834840229,1.0740211091086835,0.0,0.0,1.826816308029582,1.780439307585715,2.839852213859558,0.0,0.0,0.864901458748271,0.8185244583044039,1.8779373645782471,0.0
CCL21,CCR7,0.0,0.815818297394206,0.7694412969503389,1.8288542032241821,0.0,0.0,0.6485283116946059,0.6021513112507388,1.6615642175245822,0.0,0.0,0.06798570781970201,0.02160870737583493,1.0810216136496782,0.0,0.0,2.011336195000102,1.964959194556235,3.024372100830078,0.0,0.0,0.9293527717670698,0.8829757713232027,1.9423886775970458,0.0
SAA1,FPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03713533785272751,0.0,0.0,0.0,0.0,0.0019867911871978504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSPO3,LGR5,0.0,0.0,0.0,0.0,0.0,0.0,0.019526351703686662,0.007120280550347544,0.33301435863034107,0.0,0.0,0.013387658865610923,0.000981587712271807,0.32687566579226535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23577925529372826,0.22337318414038915,0.5492672622203827,0.0
NMU,NMUR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00656434096154952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,SSTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,HMOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08725277737540578,0.034952598921273496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,LGMN,1.0650375485420227,1.085339388485705,1.0263581664816237,1.3678277730941772,0.0,1.2937132033069483,1.3140150432506306,1.2550338212465493,1.5965034278591028,0.0,1.1936075405313327,1.213909380475015,1.1549281584709337,1.4963977650834872,0.0,1.8793604969978333,1.8996623369415155,1.8406811149374342,2.182150721549988,0.0,0.9551491856575012,0.9754510256011834,0.9164698035971022,1.2579394102096557,0.0
HLA-DRB5,LGMN,0.7654466430346171,0.7857484829782992,0.7267672609742181,1.0682368675867715,0.0,0.8391538875156574,0.8594557274593396,0.8004745054552584,1.141944112067812,0.0,0.6241235367314557,0.6444253766751379,0.5854441546710567,0.9269137612836102,0.0,1.2224473357200623,1.2427491756637445,1.1837679536596633,1.5252375602722168,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQA2,LGMN,0.0,0.0,0.0,0.0,0.0,0.40939653723427416,0.4296983771779564,0.37071715517387516,0.7121867617864287,0.0,0.3507156432743817,0.37101748321806394,0.31203626121398265,0.6535058678265362,0.0,0.9906662106513977,1.01096805059508,0.9519868285909987,1.2934564352035522,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRB1,LGMN,0.9629717270533243,0.9832735669970065,0.9242923449929253,1.2657619516054788,0.0,1.0663815602827609,1.086683400226443,1.0277021782223617,1.3691717848349154,0.0,0.8427391234790558,0.863040963422738,0.8040597414186568,1.1455293480312103,0.0,1.5342323184013367,1.554534158345019,1.4955529363409377,1.8370225429534912,0.0,0.7196989178657531,0.7400007578094353,0.6810195358053541,1.0224891424179077,0.0
HLA-DQB2,LGMN,0.0,0.0,0.0,0.0,0.0,0.26542531238513045,0.2857271523288127,0.22674593032473145,0.568215536937285,0.0,0.23160340017658748,0.2519052401202697,0.19292401811618845,0.5343936247287421,0.0,0.5452000200748444,0.5655018600185265,0.5065206380144454,0.8479902446269989,0.0,0.0,0.0,0.0,0.0,0.0
LAMA3,ITGA6,0.0,0.0,0.0,0.0,0.0,0.40511901503645076,0.11298161510671123,0.11703883848045778,0.35354384110215004,0.0,0.38044622236582465,0.0883088224360851,0.09236604580983164,0.3288710484315239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019527653855453388,0.05970767630282501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,C3,0.0,0.0,0.0,0.0,0.0,0.6345172774479183,1.473604478193133,0.5294572045780596,0.9633526058679216,1.2560183616166705,0.6093641900144381,1.4484513907596528,0.5043041171445793,0.9381995184344414,1.2308652741831902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGA,TSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,FLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.1961267717768637,0.2524871389435911,0.0,0.0,0.0,0.5808204757325931,0.6371808428993204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAUR,PLAU,0.0,0.0,0.0,0.0,0.0,0.0,0.31260979041624604,0.22084184573883014,0.0,0.0,0.0,0.2560404468311924,0.16427250215377653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSM,LIFR,0.0,0.0,0.0,0.0,0.0,0.47544921493708864,0.09763294290960504,0.05528268080512208,0.0,0.2980505253491777,0.45730635654783786,0.07949008452035426,0.03713982241587129,0.0,0.2799076669599269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.15343940626369434,0.19361942871106597,0.0,0.0,0.0,0.5381331102194237,0.5783131326667953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDR,VEGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.15343940626369434,0.5381331102194237,0.0,0.0,0.0,0.19361942871106597,0.5783131326667953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-G,CD160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013121758042587663,0.0,0.0,0.0,0.0,0.008607254354427302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN1,EDNRB,0.0,0.5857980445529638,0.6228219188655479,0.0,0.0,0.0,0.1522842129964507,0.1893080873090348,0.0,0.0,0.0,0.04366790109140605,0.08069177540399018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA4,ITGA6,0.8325983683268229,0.5404609683970834,0.5445181917708299,0.7810231943925221,0.0,0.5444115582253602,0.2522741582956207,0.25633138166936725,0.4928363842910595,0.0,0.43580563443433884,0.1436682345045993,0.14772545787834584,0.3842304605000381,0.0,0.0,0.0,0.0,0.0,0.0,0.6646385510762532,0.3725011511465137,0.37655837452026025,0.6130633771419525,0.0
VWF,GP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFD,FLT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143850548460574,0.018563067129225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TG,TPO,1.6458146373430889,0.9612014693267337,0.9737361344952875,0.0,0.0,2.372352923346816,1.687739755330461,1.7002744204990148,0.0,0.0,3.0192960014490806,2.3346828334327254,2.347217498601279,0.0,0.0,1.7691407402356467,1.0845275722192915,1.0970622373878454,0.0,0.0,2.258390994866689,1.573777826850334,1.5863124920188878,0.0,0.0
HLA-G,KLRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.01966732271601645,0.0170597482494617,0.0,0.0,0.0,0.015152819027856087,0.01254524456130134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP9,LRP1,0.0,0.0,0.0,0.0,0.0,0.7967555310842249,0.9397289766354507,0.2768825822215603,0.37589910492468415,0.8318111763911301,0.7552747634749036,0.8982482090261295,0.23540181461223905,0.33441833731536286,0.7903304087818088,1.073118338982264,1.21609178453349,0.5532453901195995,0.6522619128227234,1.1081739842891694,0.0,0.0,0.0,0.0,0.0
MMRN2,CD93,1.3673041860262551,0.9088740458202719,0.7082228154342218,0.9346769551436106,0.0,0.852310732509313,0.3938805923033296,0.19322936191727952,0.41968350162666834,0.0,0.822762646933732,0.3643325067277486,0.1636812763416985,0.3901354160510873,0.0,1.084889143705368,0.6264590034993847,0.42580777311333456,0.6522619128227234,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN1,ITGA6,0.0,0.0,0.0,0.0,0.0,0.62166691239407,0.32952951246433043,0.33358673583807696,0.5700917384597692,0.0,0.8594585096178008,0.5673211096880613,0.5713783330618079,0.8078833356835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMRN2,CLEC14A,0.9191004037857056,0.6569628526878714,0.6932290846379748,0.0,0.8316823045412699,0.40410695026876325,0.14196939917092913,0.1782356311210326,0.0,0.31668885102432764,0.3745588646931822,0.1124213135953481,0.14868754554545158,0.0,0.2871407654487466,0.6366853614648182,0.37454781036698415,0.4108140423170876,0.0,0.5492672622203827,0.0,0.0,0.0,0.0,0.0
SAA1,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.11027291852436709,0.044484876924090914,0.0,0.0,0.0,0.07512437185883743,0.009336330258561254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6H,CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07595403797825734,0.010165996377981162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426624695460001,0.23048226150234094,0.012106976894931619,0.3264097273349762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL13,ACKR1,0.9614527622858683,0.44927255424220913,0.23089726963479978,0.5452000200748444,0.0,0.8108779934238405,0.2986977853801813,0.08032250077277199,0.39462525121281655,0.0,0.7580252217781192,0.24584501373445994,0.02746972912705062,0.3417724795670952,0.0,0.0,0.0,0.0,0.0,0.0,0.9655200044314066,0.45333979638774746,0.23496451178033811,0.5492672622203827,0.0
CCL14,ACKR1,1.5011418859163919,0.9889616778727328,0.7705863932653234,1.084889143705368,0.0,1.0416130449218248,0.5294328368781658,0.31105755227075643,0.625360302710801,0.0,0.7792648486531065,0.26708464060944737,0.04870935600203804,0.3630121064420826,0.0,1.2642429868380227,0.7520627787943637,0.5336874941869543,0.8479902446269989,0.0,0.0,0.0,0.0,0.0,0.0
CCL17,ACKR1,0.0,0.0,0.0,0.0,0.0,0.820127234253544,0.3079470262098848,0.0895717416024755,0.4038744920425201,0.0,0.7531132340619835,0.24093302601832434,0.022557741410915023,0.3368604918509596,0.0,1.0685146550337472,0.5563344469900882,0.3379591623826788,0.6522619128227234,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,ACKR1,0.0,0.0,0.0,0.0,0.0,0.8834936935803417,0.3713134855366825,0.15293820092927315,0.46724095136931776,0.0,0.7718896695298736,0.2597094614862144,0.041334176878805064,0.35563692731884966,0.0,0.0,0.0,0.0,0.0,0.0,0.9655200044314066,0.45333979638774746,0.23496451178033811,0.5492672622203827,0.0
CCL5,ACKR1,1.0721471707026162,0.5599669626589572,0.34159167805154783,0.6558944284915924,0.0,0.9092871227514431,0.3971069147077839,0.17873163010037457,0.49303438054041915,0.0,0.7939300802385673,0.28174987219490805,0.06337458758749874,0.37767733802754333,0.0,1.804054836432139,1.2918746283884799,1.0734993437810705,1.3878020942211151,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,ACKR1,0.0,0.0,0.0,0.0,0.0,0.7980343112338348,0.2858541031901756,0.06747881858276628,0.38178156902281085,0.0,0.7502065488096699,0.23802634076601065,0.019651056158601313,0.3339538065986459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBP,ACKR1,0.9614527622858683,0.44927255424220913,0.23089726963479978,0.5452000200748444,0.0,0.0,0.0,0.0,0.0,0.0,0.7429242619063112,0.2307440538626521,0.01236876925524277,0.32667151969528735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7433019756600155,0.23112176761635636,0.01274648300894705,0.3270492334489916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,ACKR1,1.3391588926315308,0.8269786845878716,0.6086033999804622,0.9229061504205068,0.0,0.7832382705327723,0.2710580624891131,0.05268277788170379,0.36698552832174836,0.0,0.7637126690664875,0.2515324610228283,0.03315717641541894,0.3474599268554635,0.0,0.0,0.0,0.0,0.0,0.0,0.9655200044314066,0.45333979638774746,0.23496451178033811,0.5492672622203827,0.0
CXCL13,ACKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013123443478033996,0.3366541530978814,0.0,0.0,0.0,0.0029232768465027362,0.3264539864663501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL5,CCR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFB1,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026980701630329024,0.009836875269013954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL23,FPR2,0.0,0.0,0.21937081720758592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006043352239074923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCN,KDR,0.0,1.155710685565677,1.1958907080130485,0.0,0.0,0.0,1.4383941091848222,1.4785741316321939,0.0,0.0,0.0,0.156769223607885,0.19694924605525663,0.0,0.0,0.0,1.1331181807464428,1.1732982031938144,0.0,0.0,0.0,1.4667411847060985,1.50692120715347,0.0,0.0
GREM1,KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02073431734110651,0.060914339788478135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,LDLR,0.0,0.5840153292323766,0.5937054269172974,0.0,0.0,0.0,1.0935384671339827,1.1032285648189035,0.0,0.0,0.0,0.9432082793778137,0.9528983770627345,0.0,0.0,0.0,0.533821781029862,0.5435118787147828,0.0,0.0,0.0,0.9375648811961828,0.9472549788811035,0.0,0.0
