gene	n	n_high	n_low	mean_eff_high	mean_eff_low	spearman_r	spearman_p	t_stat	t_p	cohens_d	spearman_fdr	t_fdr
DNAI2	11	5	6	-0.00503997695213018	0.03207953441231914	-0.8181818181818182	0.0020831448404786917	-1.141904287276566	0.2970445613692104	-0.6644265360642584	0.8616952855254533	0.9211184762357774
ACSM2B	11	5	6	0.09844046376651988	0.18740331735627483	-0.8181818181818182	0.0020831448404786917	-3.449732117352192	0.007356092653998534	-2.0777259077138885	0.8616952855254533	0.9133283402779913
CALCA	11	5	6	-0.1187038980931163	0.027742793434125085	-0.8181818181818182	0.0020831448404786917	-3.365613473159012	0.008490532851586737	-2.030456595412286	0.8616952855254533	0.9133283402779913
FBXO3	11	5	6	-0.22246014909854345	-0.11730600328440065	-0.8181818181818182	0.0020831448404786917	-2.5084314638698544	0.03869326991197244	-1.5372387262901663	0.8616952855254533	0.9133283402779913
SLC2A12	11	5	6	-0.12570197239303	0.032572216504380934	-0.8181818181818182	0.0020831448404786917	-5.414614325645363	0.003406242244822275	-3.395703336654286	0.8616952855254533	0.9133283402779913
POU3F2	11	5	6	0.06330043398124446	0.17000256957728485	-0.8090909090909091	0.002558580199713917	-2.8087463529394885	0.03050739979716382	-1.7404036959837157	0.892342470829636	0.9133283402779913
UBA5	11	5	6	-1.0402173653523081	-0.5761721498235116	-0.8090909090909091	0.002558580199713917	-2.7917286464253923	0.03945225800087376	-1.7485116267916019	0.892342470829636	0.9133283402779913
TEKTL1	11	5	6	-0.1555941937957968	-0.0164388472497119	-0.8090909090909091	0.002558580199713917	-3.856158362483806	0.004079107835297697	-2.3313358831962194	0.892342470829636	0.9133283402779913
HOXD9	11	5	6	-0.267841044350816	-0.11129143161866335	-0.8090909090909091	0.002558580199713917	-2.855828600076675	0.024689165003800993	-1.7567609776306825	0.892342470829636	0.9133283402779913
NEDD9	11	5	6	-0.01600489166109218	0.1110147988993974	-0.8090909090909091	0.002558580199713917	-4.698639804063863	0.0011583743766262872	-2.8329354867450114	0.892342470829636	0.9133283402779913
TAS2R10	11	5	6	-0.18826201025070705	-0.009182330310836382	-0.8	0.00311042831038585	-4.003442705357986	0.004088683763896584	-2.361922620749142	0.9706173395935634	0.9133283402779913
CLEC4A	11	5	6	-0.029444560764379558	0.06855473042520341	-0.8	0.00311042831038585	-3.805133493945182	0.00814687142112448	-2.218933290146207	0.9706173395935634	0.9133283402779913
PRKG1	11	5	6	-0.038568067609089964	0.06085231130293853	-0.8	0.00311042831038585	-3.6915824433399176	0.007368611721528652	-2.266256476655202	0.9706173395935634	0.9133283402779913
CAPZA3	11	5	6	0.14322205018851158	0.20715186918729755	-0.8	0.00311042831038585	-3.1993721919163187	0.011477283416714895	-1.9015720687150388	0.9706173395935634	0.9133283402779913
PI16	11	5	6	-0.1920147218759207	-0.009677044025328634	-0.7909090909090909	0.003746082953397419	-3.109338164392911	0.02906852234197504	-1.9514042800651175	0.9896864954561603	0.9133283402779913
SNRPF	11	5	6	-3.4824773866804692	-2.755947535501283	-0.7909090909090909	0.003746082953397419	-3.664691677215088	0.011455836236101783	-2.1278970402661375	0.9896864954561603	0.9133283402779913
ZNF44	11	5	6	0.0410305392394665	0.1631267956145698	-0.7818181818181819	0.004473162252783043	-2.651262596301202	0.028565737969069763	-1.5690717966500436	0.9896864954561603	0.9133283402779913
RERGL	11	5	6	0.06832175621148931	0.14129405474923948	-0.7818181818181819	0.004473162252783043	-2.1028633191186303	0.06915247316819054	-1.2835368737970814	0.9896864954561603	0.9133283402779913
KYAT3	11	5	6	0.03770952997491778	0.12901098439841063	-0.7818181818181819	0.004473162252783043	-2.9407209148697833	0.017440721272220402	-1.7833183467065434	0.9896864954561603	0.9133283402779913
RAD51AP1	11	5	6	0.056340705541623584	0.12092440149627115	-0.7727272727272727	0.005299487178643862	-3.888380469759553	0.003700053686573048	-2.3280672201462163	0.9896864954561603	0.9133283402779913
GPI	11	5	6	-1.4099345745741405	-0.6233374829435768	-0.7727272727272727	0.005299487178643862	-1.957965380791137	0.09838460242876355	-1.2143149200111456	0.9896864954561603	0.9133283402779913
CTSG	11	5	6	-0.04584932693669676	0.05662972358360328	-0.7727272727272727	0.005299487178643862	-4.6270352834087864	0.00140244623885726	-2.7496557163976205	0.9896864954561603	0.9133283402779913
FXYD3	11	5	6	-0.1389924153824507	0.05802783601646503	-0.7727272727272727	0.005299487178643862	-5.851403293169669	0.000480705673974277	-3.582413339554353	0.9896864954561603	0.9133283402779913
RMND5A	11	5	6	-0.7214994661902964	-0.3514774525499573	-0.7727272727272727	0.005299487178643862	-3.5342737848496775	0.015938442695070665	-2.2079529085856495	0.9896864954561603	0.9133283402779913
NIPSNAP3A	11	5	6	0.051183947407523724	0.1063774887514225	-0.7727272727272727	0.005299487178643862	-1.505564305660826	0.1664608920171124	-0.9023508876103246	0.9896864954561603	0.9133283402779913
ARHGAP27	11	5	6	-0.28230260301370136	-0.10539350743784574	-0.7636363636363637	0.006233059747904761	-2.8925095150462297	0.023271598014094456	-1.695317974670456	0.9896864954561603	0.9133283402779913
SERINC5	11	5	6	-0.04766653120691676	0.04626215401107009	-0.7636363636363637	0.006233059747904761	-2.612322284275947	0.03114944520266728	-1.59336316913293	0.9896864954561603	0.9133283402779913
NIBAN3	11	5	6	-0.19305544423406304	0.045621830871676046	-0.7636363636363637	0.006233059747904761	-3.4530245928030756	0.008636127257072983	-2.04002677444079	0.9896864954561603	0.9133283402779913
TAS2R43	11	5	6	-0.04138274827455096	0.07840527525725673	-0.7636363636363637	0.006233059747904761	-3.9567330169848547	0.0036827639769125573	-2.399019569760185	0.9896864954561603	0.9133283402779913
CDIPT	11	5	6	-1.4871420279352168	-1.032988170173318	-0.7636363636363637	0.006233059747904761	-3.090330980177326	0.017277483094254798	-1.898787556785079	0.9896864954561603	0.9133283402779913
CEP72	11	5	6	-0.198152820320386	-0.09153126415473467	-0.7636363636363637	0.006233059747904761	-2.538326400804232	0.035119235469237585	-1.548952799597953	0.9896864954561603	0.9133283402779913
PARD6B	11	5	6	-0.09850535148138795	-0.01477055233914488	-0.7636363636363637	0.006233059747904761	-2.283548217432804	0.053434041861809944	-1.3446165149899434	0.9896864954561603	0.9133283402779913
PFKP	11	5	6	-0.2685392357972035	0.020961246331567384	-0.7636363636363637	0.006233059747904761	-1.6846411494505202	0.14167438804262483	-1.0428648687979611	0.9896864954561603	0.9133283402779913
C1orf21	11	5	6	-0.026730628322875538	0.06661773337285921	-0.7636363636363637	0.006233059747904761	-3.5611565227928494	0.008634228206434943	-2.184785850800337	0.9896864954561603	0.9133283402779913
MLLT6	11	5	6	-0.18631785021488226	-0.04073242903713643	-0.7636363636363637	0.006233059747904761	-3.5297200022665995	0.014599114247260708	-2.044975047822773	0.9896864954561603	0.9133283402779913
MB	11	5	6	-0.12205303283395888	-0.024052145271853134	-0.7636363636363637	0.006233059747904761	-6.919024225127707	9.081387079138789e-05	-4.107613342593489	0.9896864954561603	0.8242620754320606
SETBP1	11	5	6	-0.01384494602266274	0.09221554327265173	-0.7636363636363637	0.006233059747904761	-2.633380258002508	0.0272670294521004	-1.5837025093206585	0.9896864954561603	0.9133283402779913
NR5A2	11	5	6	-0.08119577160831468	-0.00041478221879275023	-0.7545454545454545	0.0072820410084291605	-1.8644125170352404	0.10784058930153056	-1.1511204935789516	0.9896864954561603	0.9133283402779913
DHRS9	11	5	6	0.09795682384715867	0.18650585976401576	-0.7545454545454545	0.0072820410084291605	-2.932621882717638	0.017037215053082234	-1.7485384848463208	0.9896864954561603	0.9133283402779913
BCAP29	11	5	6	-0.08471956849468285	0.011242037494024583	-0.7545454545454545	0.0072820410084291605	-3.041321010686773	0.020742087823540884	-1.8781495559301646	0.9896864954561603	0.9133283402779913
SLC25A46	11	5	6	-0.2705043189764231	-0.08360637565031308	-0.7545454545454545	0.0072820410084291605	-3.5465330937371897	0.010557961855444754	-2.0715452645707852	0.9896864954561603	0.9133283402779913
SLC5A11	11	5	6	-0.04155124205716256	0.06410789571809773	-0.7545454545454545	0.0072820410084291605	-1.7160051418214868	0.13626504228166028	-1.0630094851333667	0.9896864954561603	0.9133283402779913
CYBB	11	5	6	0.02982381517875126	0.12595416524866232	-0.7545454545454545	0.0072820410084291605	-3.1537240565133295	0.020726502281064454	-1.95869631146408	0.9896864954561603	0.9133283402779913
KLRC4	11	5	6	0.006988210952066601	0.11678797732356987	-0.7545454545454545	0.0072820410084291605	-2.106344412896255	0.0784550086175773	-1.227242181077336	0.9896864954561603	0.9133283402779913
RGS8	11	5	6	-0.02169197100083252	0.07321370898614855	-0.7545454545454545	0.0072820410084291605	-3.009331829507218	0.03225571224726038	-1.888284484188734	0.9896864954561603	0.9133283402779913
SCN7A	11	5	6	-0.0027050552837211	0.12462570978589409	-0.7454545454545455	0.008454728885061599	-2.78805786642737	0.021145410923911413	-1.6754873726702364	0.9896864954561603	0.9133283402779913
COL21A1	11	5	6	-0.03742795942621778	0.09973136065490466	-0.7454545454545455	0.008454728885061599	-2.614476254101469	0.028115923198810452	-1.5720672519000696	0.9896864954561603	0.9133283402779913
LY86	11	5	6	-0.0039497226609613995	0.11273133841198733	-0.7454545454545455	0.008454728885061599	-3.459123994397752	0.016714739820245295	-2.1587366129885184	0.9896864954561603	0.9133283402779913
REEP3	11	5	6	-0.03985322797693254	0.08322069950408377	-0.7454545454545455	0.008454728885061599	-3.007506044156682	0.017984996499419	-1.8405920278364252	0.9896864954561603	0.9133283402779913
LMO2	11	5	6	-0.017426539619261515	0.08246718812483834	-0.7454545454545455	0.008454728885061599	-3.135202334924683	0.01399511395737422	-1.851419556479317	0.9896864954561603	0.9133283402779913
CABS1	11	5	6	0.0424017444997433	0.11946519133244964	-0.7454545454545455	0.008454728885061599	-2.5640530789642266	0.047206541615178337	-1.598379451436556	0.9896864954561603	0.9133283402779913
ESCO2	11	5	6	-0.3866211094076316	-0.1798071776472426	-0.7363636363636363	0.009759535959916904	-3.914615590338477	0.007019267293157349	-2.283710192392117	0.9896864954561603	0.9133283402779913
UGT2A1	11	5	6	0.03450333804106312	0.15427914558298433	-0.7363636363636363	0.009759535959916904	-4.753072292600352	0.0014775446520496165	-2.9000170667975094	0.9896864954561603	0.9133283402779913
MTCL1	11	5	6	0.08025655966622354	0.1695891571260851	-0.7363636363636363	0.009759535959916904	-4.977775469962521	0.001620731932109491	-2.917234645490244	0.9896864954561603	0.9133283402779913
IGLL1	11	5	6	-0.08157198015045888	-0.007987798297586468	-0.7363636363636363	0.009759535959916904	-3.376619058494914	0.020498125242203413	-2.1147200563944883	0.9896864954561603	0.9133283402779913
PRELID3A	11	5	6	0.04036089970637392	0.16018389179890788	-0.7363636363636363	0.009759535959916904	-1.7090867570160173	0.12361313259212675	-1.0368344763602277	0.9896864954561603	0.9133283402779913
OR1C1	11	5	6	-0.07456005368257386	-0.016916907046431003	-0.7363636363636363	0.009759535959916904	-2.4000039500588457	0.04481332148977516	-1.4686597982042648	0.9896864954561603	0.9133283402779913
CPZ	11	5	6	-0.11290193758141467	-0.040620402438505045	-0.7363636363636363	0.009759535959916904	-1.7766073044575603	0.1222503382245717	-1.0969338759232095	0.9896864954561603	0.9133283402779913
WNT5A	11	5	6	-0.02645430055804656	0.08160805287551894	-0.7363636363636363	0.009759535959916904	-3.712439864603178	0.005185790401618822	-2.2481532962877973	0.9896864954561603	0.9133283402779913
TMEM150B	11	5	6	-0.01777503781208266	0.08991824268716893	-0.7363636363636363	0.009759535959916904	-2.255223588204942	0.05058148524212962	-1.351905576063911	0.9896864954561603	0.9133283402779913
ITIH1	11	5	6	-0.08772387254986888	0.004725440751441684	-0.7363636363636363	0.009759535959916904	-3.0249371115205075	0.014630941077424336	-1.8046292755650795	0.9896864954561603	0.9133283402779913
ATRNL1	11	5	6	0.13662408459028336	0.19881338813116653	-0.7363636363636363	0.009759535959916904	-2.818349299092092	0.02014865106497461	-1.6872611663489137	0.9896864954561603	0.9133283402779913
OGA	11	5	6	-0.42279395936547803	-0.2858786707295994	-0.7363636363636363	0.009759535959916904	-1.9000248019166635	0.10839474974906528	-1.1805262048428289	0.9896864954561603	0.9133283402779913
RGS17	11	5	6	0.045071434000376984	0.1399182922666855	-0.7363636363636363	0.009759535959916904	-1.642011279470817	0.14018884903153514	-1.0029688367919203	0.9896864954561603	0.9133283402779913
COL3A1	11	5	6	-0.016041724777377062	0.08394395328764785	-0.7363636363636363	0.009759535959916904	-2.639932108401871	0.04217600733384243	-1.529843171042539	0.9896864954561603	0.9133283402779913
BRDT	11	5	6	-0.06486360162967761	0.05863222640377144	-0.7363636363636363	0.009759535959916904	-2.8675648346586753	0.020201714221759256	-1.7438472945936818	0.9896864954561603	0.9133283402779913
SLC19A2	11	5	6	-0.16900769401327262	-0.041205796387639	-0.7363636363636363	0.009759535959916904	-2.2928345436384028	0.06185966898235467	-1.4216422144415715	0.9896864954561603	0.9133283402779913
ABLIM2	11	5	6	0.0007407777339029531	0.09868365016774638	-0.7363636363636363	0.009759535959916904	-1.4800646230583494	0.19915077710189735	-0.926019648830055	0.9896864954561603	0.9133283402779913
HSPA5	11	5	6	-1.4979191137809698	-1.0037838932999386	-0.7272727272727273	0.011204967253592074	-3.1025308860266287	0.033995975796381674	-1.9578006971908273	0.9896864954561603	0.9133283402779913
ZNF782	11	5	6	-0.06758087700985038	0.04704633199956105	-0.7272727272727273	0.011204967253592074	-2.4805378421428657	0.03521270618086392	-1.4816456071362796	0.9896864954561603	0.9133283402779913
ANXA1	11	5	6	0.07268632358897845	0.1268885039580009	-0.7272727272727273	0.011204967253592074	-1.6359262212570607	0.13632532513606493	-0.9831036725904423	0.9896864954561603	0.9133283402779913
HPSE2	11	5	6	-0.09432680820135693	0.00648879911312102	-0.7272727272727273	0.011204967253592074	-2.3579012105204407	0.0486920130246183	-1.4453779520412646	0.9896864954561603	0.9133283402779913
OR4B1	11	5	6	-0.26364034914694184	-0.002274927841370703	-0.7272727272727273	0.011204967253592074	-2.8873440355419056	0.03867934594801942	-1.8152119723390627	0.9896864954561603	0.9133283402779913
OPN5	11	5	6	-0.0628766530264525	3.243341820468454e-05	-0.7272727272727273	0.011204967253592074	-1.833215772973552	0.10014196078171048	-1.1033445153303603	0.9896864954561603	0.9133283402779913
BEND6	11	5	6	-0.055498229547711095	0.10327998345734248	-0.7272727272727273	0.011204967253592074	-1.7594534245129758	0.1281468135034378	-1.0897716808370421	0.9896864954561603	0.9133283402779913
SDCBP2	11	5	6	0.03928381300851084	0.12455672314465051	-0.7272727272727273	0.011204967253592074	-1.3717067356390857	0.20500518584136287	-0.831431941563897	0.9896864954561603	0.9139672359974929
GALNT14	11	5	6	-0.05444938892690195	0.008522906064324284	-0.7272727272727273	0.011204967253592074	-2.6058337366183473	0.028643045350891624	-1.557330714390052	0.9896864954561603	0.9133283402779913
KLF5	11	5	6	-0.2637084428215795	-0.09419681142711471	-0.7272727272727273	0.011204967253592074	-3.296855631376978	0.011703307888904377	-2.0170485142436383	0.9896864954561603	0.9133283402779913
SH3BGRL2	11	5	6	0.040192193982352284	0.10310103881637504	-0.7272727272727273	0.011204967253592074	-1.9900156149054664	0.08438791327032703	-1.2190830356944844	0.9896864954561603	0.9133283402779913
SERINC3	11	5	6	-0.11663107204948679	-0.05036677559414282	-0.7272727272727273	0.011204967253592074	-3.398385092093678	0.009505079224939362	-2.0063492823219895	0.9896864954561603	0.9133283402779913
UFM1	11	5	6	-1.0534651982808487	-0.5422445146544401	-0.7272727272727273	0.011204967253592074	-2.991092600586588	0.02407119689104015	-1.8535622838089996	0.9896864954561603	0.9133283402779913
ENDOU	11	5	6	-0.03470023611768338	0.05486378896677733	-0.7272727272727273	0.011204967253592074	-1.9144676200285018	0.08784630330200663	-1.1497881067503015	0.9896864954561603	0.9133283402779913
MYH14	11	5	6	-0.14771122682580917	-0.06695440777101642	-0.7272727272727273	0.011204967253592074	-4.088436241127815	0.0040931951705129145	-2.40404193600694	0.9896864954561603	0.9133283402779913
CDH9	11	5	6	0.03397153334143035	0.10979148413310502	-0.7181818181818181	0.012799598068858465	-3.0894733245147887	0.01803639173621039	-1.9018107834472524	0.9896864954561603	0.9133283402779913
NAP1L2	11	5	6	0.08366583780240971	0.16972320883900813	-0.7181818181818181	0.012799598068858465	-2.3867582831200256	0.055496022597671266	-1.387016115064378	0.9896864954561603	0.9133283402779913
MYF6	11	5	6	-0.13594715062344528	-0.04191691430072581	-0.7181818181818181	0.012799598068858465	-1.4678880821594333	0.17944090192657178	-0.8933491729565597	0.9896864954561603	0.9133283402779913
SMNDC1	11	5	6	-1.0959359681293184	-0.864225409762847	-0.7181818181818181	0.012799598068858465	-2.7047729597728396	0.02792313710861339	-1.653922668001017	0.9896864954561603	0.9133283402779913
FAM81A	11	5	6	0.003348826781540476	0.057444352276916466	-0.7181818181818181	0.012799598068858465	-1.1609132088859626	0.2868813313756024	-0.7170472823163065	0.9896864954561603	0.9200163745556171
KRTAP26-1	11	5	6	0.06578975495915168	0.15829794883457654	-0.7181818181818181	0.012799598068858465	-3.952568582951454	0.0033530603120122114	-2.3671463171455795	0.9896864954561603	0.9133283402779913
LIPC	11	5	6	0.019614113312428242	0.12906327965018058	-0.7181818181818181	0.012799598068858465	-2.158901733988725	0.06231815417574504	-1.314588800085676	0.9896864954561603	0.9133283402779913
PDS5A	11	5	6	-0.43668523912235546	-0.3111618163068897	-0.7181818181818181	0.012799598068858465	-1.5651647456455942	0.16034211632387643	-0.9608330977386709	0.9896864954561603	0.9133283402779913
HLA-DRA	11	5	6	-0.0752261787402668	0.0717647713741854	-0.7181818181818181	0.012799598068858465	-2.9153049542647103	0.01743731327335859	-1.7589904115625818	0.9896864954561603	0.9133283402779913
TENM3	11	5	6	-0.0596014662264764	0.05379017455945904	-0.7181818181818181	0.012799598068858465	-2.577812066813779	0.03701815560834345	-1.5099443801334418	0.9896864954561603	0.9133283402779913
ITGAX	11	5	6	-0.062402551710142105	0.02372102113656288	-0.7181818181818181	0.012799598068858465	-2.179107922997099	0.05803198360903202	-1.298081867120606	0.9896864954561603	0.9133283402779913
PCNX2	11	5	6	-0.16465998240621757	-0.052382205322451185	-0.7181818181818181	0.012799598068858465	-2.1694480259660938	0.06916743091377872	-1.3385328693756846	0.9896864954561603	0.9133283402779913
CNMD	11	5	6	0.01039526592947598	0.07025909941138113	-0.7181818181818181	0.012799598068858465	-2.0340773012021303	0.07422038334327424	-1.2076914103021315	0.9896864954561603	0.9133283402779913
NPY	11	5	6	-0.1402917122619763	-0.048500853224994527	-0.7090909090909091	0.014552051953727744	-1.7292726158254659	0.1210978795638732	-1.052370271288807	0.9896864954561603	0.9133283402779913
JPH3	11	5	6	0.01956188044810766	0.11908839140074022	-0.7090909090909091	0.014552051953727744	-2.9480146735134944	0.01682184455124631	-1.7830420456080056	0.9896864954561603	0.9133283402779913
LAMP5	11	5	6	0.07735055992405582	0.15417668015275757	-0.7090909090909091	0.014552051953727744	-2.015147500340756	0.07856378204524507	-1.228456142276189	0.9896864954561603	0.9133283402779913
ZNF534	11	5	6	0.09362324557601084	0.13227506490784613	-0.7090909090909091	0.014552051953727744	-1.5305227062152345	0.1608516106650803	-0.9238911293162965	0.9896864954561603	0.9133283402779913
STAC2	11	5	6	-0.15974302801856427	-0.0029329609965994146	-0.7090909090909091	0.014552051953727744	-2.8825653538712532	0.024175441207264746	-1.774742723601559	0.9896864954561603	0.9133283402779913
DEFB124	11	5	6	0.07163791848863421	0.14215843263968683	-0.7090909090909091	0.014552051953727744	-1.430901014052903	0.18625575934206043	-0.8590714553694083	0.9896864954561603	0.9133283402779913
CCDC160	11	5	6	-0.07925202006987951	0.07904261518924183	-0.7090909090909091	0.014552051953727744	-3.526707989025793	0.006612135142299698	-2.1281871833598656	0.9896864954561603	0.9133283402779913
CLEC1B	11	5	6	0.051680118186378944	0.11214599518501156	-0.7090909090909091	0.014552051953727744	-1.3465757652478572	0.21199857306914763	-0.8142646580874348	0.9896864954561603	0.9142535134008006
PCBP2	11	5	6	-1.7515790317515019	-1.43298244606822	-0.7090909090909091	0.014552051953727744	-1.7720595939758126	0.11044876079269932	-1.0587582020471944	0.9896864954561603	0.9133283402779913
OSER1	11	5	6	-0.212353915856455	-0.03559069870490531	-0.7090909090909091	0.014552051953727744	-1.8127654444117463	0.11411221772572835	-1.1165772996126406	0.9896864954561603	0.9133283402779913
CC2D2B	11	5	6	-0.03102069604697726	0.05215816670070746	-0.7090909090909091	0.014552051953727744	-2.192939557663896	0.06446443069408712	-1.3485221088864157	0.9896864954561603	0.9133283402779913
IQCA1	11	5	6	-0.12379753073486208	-0.008416898959576868	-0.7090909090909091	0.014552051953727744	-2.627826059669761	0.03688992462352492	-1.6236382795584172	0.9896864954561603	0.9133283402779913
CDH17	11	5	6	-0.0428160193102631	0.02963484458005262	-0.7090909090909091	0.014552051953727744	-2.8464177327335354	0.03369798487997754	-1.647356350473359	0.9896864954561603	0.9133283402779913
OLFM3	11	5	6	-0.21391616974825692	-0.05872040047110985	-0.7090909090909091	0.014552051953727744	-2.652915477197605	0.037534182981887626	-1.6438016555374255	0.9896864954561603	0.9133283402779913
USPL1	11	5	6	-1.2135730237585898	-0.9894752321560251	-0.7090909090909091	0.014552051953727744	-0.7724692495797704	0.46352793363101596	-0.4544269478621655	0.9896864954561603	0.9394323876764229
OR5M9	11	5	6	-0.06327618506565488	0.010141894659320335	-0.7090909090909091	0.014552051953727744	-2.3039637117592564	0.06586211511986692	-1.334159189829887	0.9896864954561603	0.9133283402779913
CD109	11	5	6	-0.07012608873056572	-0.005273977033757068	-0.7090909090909091	0.014552051953727744	-1.4934875594689938	0.16953397673633497	-0.8951123771088694	0.9896864954561603	0.9133283402779913
RNASE12	11	5	6	0.02646670084401394	0.1113567625243782	-0.7	0.016470978836514428	-2.2136214875556637	0.07929931673790788	-1.3866363874174268	0.9896864954561603	0.9133283402779913
FASTKD2	11	5	6	0.06191797259716619	0.12862474290194706	-0.7	0.016470978836514428	-4.643135656204466	0.0012193853071846225	-2.7807417259268017	0.9896864954561603	0.9133283402779913
NGF	11	5	6	-0.1682786922238159	-0.007202524850884138	-0.7	0.016470978836514428	-2.1454565538834776	0.0712620355387856	-1.323161335781003	0.9896864954561603	0.9133283402779913
MDN1	11	5	6	-1.7893449928330896	-1.5333018071535853	-0.7	0.016470978836514428	-1.6715824652978821	0.13242215155288342	-1.0176873637482768	0.9896864954561603	0.9133283402779913
LRRFIP1	11	5	6	-0.06806629105885702	0.032344277707815984	-0.7	0.016470978836514428	-2.077156544077447	0.0709707590182219	-1.2652121841874353	0.9896864954561603	0.9133283402779913
CTSA	11	5	6	-0.025565868775879803	0.04111153695687694	-0.7	0.016470978836514428	-3.110080429339616	0.015562260662372296	-1.9039779974523812	0.9896864954561603	0.9133283402779913
PGAP3	11	5	6	-0.23271539672956312	-0.10962501192103578	-0.7	0.016470978836514428	-4.759276953357427	0.0021499402919321446	-2.928909040105829	0.9896864954561603	0.9133283402779913
GHITM	11	5	6	-0.0065377828343218996	0.031731482763848046	-0.7	0.016470978836514428	-0.9747426463280199	0.35781308898121117	-0.5764444456156993	0.9896864954561603	0.9270058033682629
TAS2R31	11	5	6	0.10150607459621466	0.19971407646776596	-0.7	0.016470978836514428	-2.9239284238978533	0.016923469138983745	-1.7545886657135372	0.9896864954561603	0.9133283402779913
LDHB	11	5	6	0.0046785781838109206	0.11242633290776559	-0.6909090909090909	0.01856503338159505	-3.174165438113179	0.012062470931075044	-1.9245963534316828	0.9896864954561603	0.9133283402779913
MYT1	11	5	6	-0.09048140906433204	-0.040049412250107136	-0.6909090909090909	0.01856503338159505	-1.792836051619219	0.10659833428626894	-1.0763670147500346	0.9896864954561603	0.9133283402779913
ASAH2	11	5	6	-0.12353905757139365	0.14752256494994054	-0.6909090909090909	0.01856503338159505	-2.9638069991320877	0.017171716562417165	-1.8006028698616316	0.9896864954561603	0.9133283402779913
S100G	11	5	6	0.0688694029286637	0.10563443214411865	-0.6909090909090909	0.01856503338159505	-1.3791665018753232	0.20163556504495023	-0.8320922905731346	0.9896864954561603	0.9133283402779913
EPRS1	11	5	6	-1.6181502577195377	-1.3900687015037103	-0.6909090909090909	0.01856503338159505	-2.4339511671969993	0.04274975685992074	-1.4900274272353566	0.9896864954561603	0.9133283402779913
CHMP4B	11	5	6	-2.0080235635196724	-1.1845499088637503	-0.6909090909090909	0.01856503338159505	-3.7473543846288204	0.005532685450685673	-2.2154336119815943	0.9896864954561603	0.9133283402779913
CCL18	11	5	6	-0.012410351264507761	0.03501152557618618	-0.6909090909090909	0.01856503338159505	-0.9288537215408192	0.3859045973878477	-0.5426767333884631	0.9896864954561603	0.9303766357820936
C2CD4B	11	5	6	-0.0016133952369449783	0.2094140717413893	-0.6909090909090909	0.01856503338159505	-3.731554375607307	0.005375240243387703	-2.2679217601659127	0.9896864954561603	0.9133283402779913
