job_id	neo_row_id	mode	tool	priority	output_found	pdb_path	score_json_path	plddt_mean	iptm	ptm	max_pae	claim_status	qc_warning
TCRSTRUCT_000339	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000340	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000341	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000342	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000343	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000344	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000345	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000346	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000347	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000348	CNV0_01188	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000362	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000363	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000364	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000365	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000366	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000367	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000368	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000369	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000370	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000371	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000372	CNV0_01195	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000349	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000350	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000351	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000352	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000353	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000354	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000355	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000356	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000357	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000358	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000359	CNV0_01189	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000294	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000295	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000296	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000297	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000298	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000299	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000300	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000301	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000302	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000303	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000304	CNV0_01172	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000242	CNV0_01132	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000243	CNV0_01132	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000244	CNV0_01132	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000245	CNV0_01132	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000246	CNV0_01132	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000247	CNV0_01132	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000248	CNV0_01132	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000360	CNV0_01193	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000361	CNV0_01193	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000229	CNV0_01129	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000230	CNV0_01129	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000231	CNV0_01129	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000232	CNV0_01129	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000233	CNV0_01129	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000234	CNV0_01129	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000235	CNV0_01129	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000132	CNV0_01044	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000133	CNV0_01044	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000134	CNV0_01044	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000135	CNV0_01044	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000136	CNV0_01044	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000137	CNV0_01044	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
TCRSTRUCT_000086	CNV0_01027	mutant	blocked_missing_full_tcr_sequence	P0	False			NA	NA	NA	NA	diagnostic_manifest_only_requires_full_tcr	No parsed structure output found for this manifest job.
