gsm	unsup	panel_z	histology
GSM6590981	DM2	0.3114401121530812	Normal
GSM6590982	DM2	0.4810139185101137	Normal
GSM6590983	DM2	0.5137470212223388	Normal
GSM6590984	DM2	0.3869176328460049	Normal
GSM6590985	DM2	0.49763638361228985	Normal
GSM6590986	DM2	0.27236946769294684	Normal
GSM6590987	DM2	0.32051230900337935	Normal
GSM6590988	DM2	0.30835287980071435	Normal
GSM6590989	DM2	0.37958501694917207	Normal
GSM6590990	DM2	0.6311363654549929	Normal
GSM6590991	DM2	0.17835731046064934	Normal
GSM6590992	DM2	0.5186092467568942	Normal
GSM6590993	DM2	0.2729975051873195	Normal
GSM6590994	DM2	0.2823636757148634	Normal
GSM6590995	DM2	0.171717387452681	Normal
GSM6590996	DM2	0.41154594737062977	Normal
GSM6590997	DM2	-0.41686372943127875	PTC
GSM6590998	DM2	0.4252799151675961	PTC
GSM6590999	DM2	-0.5021808955213294	PTC
GSM6591000	DM2	-0.1436074937355897	PTC
GSM6591001	DM2	-0.07969868742752446	PTC
GSM6591002	DM2	-0.5822433733385054	PTC
GSM6591003	DM2	0.9105784279751854	PTC
GSM6591004	DM2	-0.31704783658153296	PTC
GSM6591005	DM1	-3.0940362004391084	PTC
GSM6591006	DM2	0.2627351159950114	PTC
GSM6591007	DM2	0.23127029727655338	PTC
GSM6591008	DM2	0.3895026669334545	PTC
GSM6591009	DM2	-0.304166944526796	PTC
GSM6591010	DM2	0.10367959690398945	PTC
GSM6591011	DM2	0.3216451015631025	PTC
GSM6591012	DM2	0.4019360152736806	PTC
GSM6591013	DM2	-0.37505648997453556	PTC
GSM6591014	DM2	0.5501585095915357	PTC
GSM6591015	DM2	-0.3460683349827282	PTC
GSM6591016	DM2	-0.6770575792725317	PTC
GSM6591017	DM2	0.11422023650027797	PTC
GSM6591018	DM2	-0.50912025009009	PTC
GSM6591019	DM2	-0.4310876089520521	PTC
GSM6591020	DM2	0.39280096242592494	PTC
GSM6591021	DM2	0.3267836778129421	PTC
GSM6591022	DM2	0.08327808337717056	PTC
GSM6591023	DM2	-0.3184592315949456	PTC
GSM6591024	DM2	-0.4976627484867918	PTC
GSM6591025	DM2	0.7362473118711159	PTC
GSM6591026	DM2	-0.7249540494629864	PTC
GSM6591027	DM2	-0.05282180382823008	PTC
GSM6591028	DM2	-0.19722124936894897	PTC
GSM6591029	DM2	0.3474007894630452	PTC
GSM6591030	DM2	0.7781138426518197	PTC
GSM6591031	DM2	-0.5810403897349038	PTC
GSM6591032	DM2	0.1488011042569841	PTC
GSM6591033	DM2	-0.30881967849786757	PTC
GSM6591034	DM2	-0.3251605310910103	PTC
GSM6591035	DM2	-1.2945680824990764	PTC
GSM6591036	DM2	0.04269108156373253	PTC
GSM6591037	DM2	-0.39926970517224675	PTC
GSM6591038	DM2	0.5456924263104355	PTC
GSM6591039	DM2	-0.23796576157993662	PTC
GSM6591040	DM2	0.004786649871431895	PTC
GSM6591041	DM2	0.16784949423678208	PTC
GSM6591042	DM2	-0.22394945685712705	PTC
GSM6591043	DM2	-0.8651530449032118	PTC
GSM6591044	DM2	-0.4878793929589742	PTC
GSM6591045	DM2	-0.25942331987281786	PTC
GSM6591046	DM2	0.09622463596015404	PTC
GSM6591047	DM1	-1.6027414114416594	PTC
GSM6591048	DM2	-0.20959898462606616	PTC
GSM6591049	DM2	-0.9466946255753074	PTC
GSM6591050	DM2	-0.710174909967196	PTC
GSM6591051	DM2	-0.3876134190723301	PTC
GSM6591052	DM2	-0.1518596169852731	PTC
GSM6591053	DM2	0.0005066795082443136	PTC
GSM6591054	DM2	-0.025779170393972928	PTC
GSM6591055	DM2	-0.9086018220173937	PTC
GSM6591056	DM2	-0.7666008595820105	PTC
GSM6591057	DM2	-0.4733551106772845	PTC
GSM6591058	DM2	0.1300741939375323	PTC
GSM6591059	DM2	-0.35991160709278475	PTC
GSM6591060	DM2	-0.5243614537292105	PTC
GSM6591061	DM2	-0.08944942973945554	PTC
GSM6591062	DM2	-0.4823323567305812	PTC
GSM6591063	DM2	-0.16531857049957693	PTC
GSM6591064	DM2	-0.568986421705464	PTC
GSM6591065	DM2	-0.4924773255503059	PTC
GSM6591066	DM2	-0.2086504703256733	PTC
GSM6591067	DM2	-0.5847780578301969	PTC
GSM6591068	DM2	-0.15269760795203097	PTC
GSM6591069	DM2	0.18701307981650048	PTC
GSM6591070	DM2	-0.03901782836340584	PTC
GSM6591071	DM2	-0.17271561629762427	PTC
GSM6591072	DM2	-0.039579447145913674	PTC
GSM6591073	DM2	-0.11154311676721086	PTC
GSM6591074	DM2	-1.45787360101926	PTC
GSM6591075	DM2	-0.1859501576266313	PTC
GSM6591076	DM2	0.12081089599235248	PTC
GSM6591077	DM2	0.32926533661772645	PTC
GSM6591078	DM2	-0.26482737486618524	PTC
GSM6591079	DM2	0.30247230826759425	PTC
GSM6591080	DM2	-0.2859668743019216	PTC
GSM6591081	DM2	-0.4184427656442518	PTC
GSM6591082	DM2	-0.24106776669573168	PTC
GSM6591083	DM2	0.13980341274889346	PTC
GSM6591084	DM2	-0.7705909478182659	PTC
GSM6591085	DM2	-1.01713363089274	PTC
GSM6591086	DM2	-0.5388487196379254	PTC
GSM6591087	DM2	-0.531308098055887	PTC
GSM6591088	DM2	-0.6428044916093633	PTC
GSM6591089	DM2	-0.7474158512081149	PTC
GSM6591090	DM2	-0.5641242032781902	PTC
GSM6591091	DM2	-0.3365879686317098	PTC
GSM6591092	DM2	-0.2062236681664362	PTC
GSM6591093	DM2	-0.9041148105500361	PTC
GSM6591094	DM2	0.49643404195795043	PTC
GSM6591095	DM2	-0.447712855611047	PTC
GSM6591096	DM2	-0.3857347056104783	PTC
GSM6591097	DM2	0.32336225765854215	PTC
GSM6591098	DM2	-0.2011168260645053	PTC
GSM6591099	DM2	-0.5258946181351735	PTC
GSM6591100	DM2	0.23818559853798824	PTC
GSM6591101	DM2	-0.05281207423811474	PTC
GSM6591102	DM2	0.0025763321191609656	PTC
GSM6591103	DM2	-0.09222054473147957	PTC
GSM6591104	DM2	-0.3333983195422001	PTC
GSM6591105	DM2	-0.4765260966985723	PTC
GSM6591106	DM2	0.3505311370971028	PTC
GSM6591107	DM2	0.33015285905844277	PTC
GSM6591108	DM2	-0.29378951483453697	PTC
GSM6591109	DM2	0.565828335023236	PTC
GSM6591110	DM2	-0.35209676402136153	PTC
GSM6591111	DM2	0.2513802926718925	PTC
GSM6591112	DM2	-0.29439785875050933	PTC
GSM6591113	DM2	0.07687543185298971	PTC
GSM6591114	DM2	-0.09781367571758345	PTC
GSM6591115	DM2	-0.22488389349108054	PTC
GSM6591116	DM2	-0.2819131112073568	PTC
GSM6591117	DM2	0.5913833363851833	PTC
GSM6591118	DM2	-0.28414975668687004	PTC
GSM6591119	DM2	-0.08526669341136049	PTC
GSM6591120	DM2	0.2759977623697535	PTC
GSM6591121	DM2	-0.15615385323355196	PTC
GSM6591122	DM2	-0.3306498328632295	PTC
GSM6591123	DM2	-0.44820795607584735	PTC
GSM6591124	DM2	0.45019450370879455	PTC
GSM6591125	DM2	0.12375446510498901	PTC
GSM6591126	DM2	-0.1889352996851185	PTC
GSM6591127	DM2	0.3391621130723788	PTC
GSM6591128	DM2	0.351250687395495	PTC
GSM6591129	DM2	-0.3446924467918434	PTC
GSM6591130	DM2	-0.14465000956054316	PTC
GSM6591131	DM2	-0.5234950602968437	PTC
GSM6591132	DM2	-0.1497480347355884	PTC
GSM6591133	DM2	0.6543212116373729	PTC
GSM6591134	DM2	0.26583453350964475	PTC
GSM6591135	DM2	0.5237174995920354	PTC
GSM6591136	DM2	0.48736962532530675	PTC
GSM6591137	DM2	0.5666240144203725	PTC
GSM6591138	DM2	0.35689380885572625	PTC
GSM6591139	DM2	-0.0013228375771771844	PTC
GSM6591140	DM2	-0.53368952263829	PTC
GSM6591141	DM2	-0.07399772283025594	PTC
GSM6591142	DM2	-0.14343242616139612	PTC
GSM6591143	DM2	-0.4876441777691545	PTC
GSM6591144	DM2	-1.516485770172977	PTC
GSM6591145	DM2	-0.61672128694165	PTC
GSM6591146	DM2	-0.6315349886792211	PTC
GSM6591147	DM2	-0.3823336224736608	PTC
GSM6591148	DM2	-0.6503652284592221	PTC
GSM6591149	DM2	-0.3089489076476374	PTC
GSM6591150	DM2	0.5890009840943188	PTC
GSM6591151	DM2	-0.39894992822781133	PTC
GSM6591152	DM2	-0.6464263264656136	PTC
GSM6591153	DM2	0.37009155979029307	PTC
GSM6591154	DM2	-0.5919978717435551	PTC
GSM6591155	DM2	-0.4107578209132038	PTC
GSM6591156	DM2	0.25017452839814275	PTC
GSM6591157	DM2	0.538007116559893	PTC
GSM6591158	DM2	-0.6166694939661863	PTC
GSM6591159	DM2	0.559498546926572	PTC
GSM6591160	DM2	0.6028803244417651	PTC
GSM6591161	DM2	0.14581960920680584	PTC
GSM6591162	DM2	-1.065883776022317	PTC
GSM6591163	DM2	-0.2718503265320845	PTC
GSM6591164	DM2	-0.4016535807595391	PTC
GSM6591165	DM2	0.3882239744887928	PTC
GSM6591166	DM2	0.38670315678801126	PTC
GSM6591167	DM2	-1.2350848983478555	PTC
GSM6591168	DM2	0.0891978554279513	PTC
GSM6591169	DM2	-0.12118333843725096	PTC
GSM6591170	DM2	0.46782067342231265	PTC
GSM6591171	DM2	0.3169479797427604	PTC
GSM6591172	DM2	-0.29689960176110625	PTC
GSM6591173	DM2	0.0027461995079572058	PTC
GSM6591174	DM2	-0.4163149850066275	PTC
GSM6591175	DM2	0.394469880922914	PTC
GSM6591176	DM2	-0.868379287290885	PTC
GSM6591177	DM2	0.19448265616179847	PTC
GSM6591178	DM2	-1.2207524900527407	PTC
GSM6591179	DM2	-0.7050302573140891	PTC
GSM6591180	DM2	-0.16183269196980513	PTC
GSM6591181	DM2	-0.5249876301283097	PTC
GSM6591182	DM2	-0.24497172918985952	PTC
GSM6591183	DM1	-2.7549339834407287	PTC
GSM6591184	DM2	-1.4351371299506686	PTC
GSM6591185	DM2	0.3320339987676076	PTC
GSM6591186	DM2	0.895357171093963	PTC
GSM6591187	DM2	-0.3358461341923646	PTC
GSM6591188	DM2	-0.113924270364936	PTC
GSM6591189	DM2	0.07298651450368111	PTC
GSM6591190	DM2	0.14580903475533827	PTC
GSM6591191	DM2	0.9528870563695053	PTC
GSM6591192	DM2	-0.17525466212580182	PTC
GSM6591193	DM2	-0.5407933045145275	PTC
GSM6591194	DM1	-1.9551048445345938	PTC
GSM6591195	DM2	-0.17610809649490758	PTC
GSM6591196	DM2	0.044483362606500855	PTC
GSM6591197	DM2	-0.039293826275994204	PTC
GSM6591198	DM2	0.1567157436032125	PTC
GSM6591199	DM2	-0.2990051107379633	PTC
GSM6591200	DM2	0.44954903126253004	PTC
GSM6591201	DM2	-0.4248207633807754	PTC
GSM6591202	DM2	0.11627028334461764	PTC
GSM6591203	DM2	-0.8189672636645823	PTC
GSM6591204	DM1	-1.6481304386194406	PTC
GSM6591205	DM2	0.09676388417627921	PTC
GSM6591206	DM2	-0.004988349976935139	PTC
GSM6591207	DM2	0.050343860996024906	PTC
GSM6591208	DM2	-0.27946066264348934	PTC
GSM6591209	DM2	-0.24978889527074855	PTC
GSM6591210	DM2	-0.4375165423448081	PTC
GSM6591211	DM2	0.2453955517782009	PTC
GSM6591212	DM2	0.46014760807841115	PTC
GSM6591213	DM2	-0.871538169375105	PTC
GSM6591214	DM2	-0.8063220558036125	PTC
GSM6591215	DM2	-0.32998513364410476	PTC
GSM6591216	DM2	0.40133393449905325	PTC
GSM6591217	DM2	-0.7752977096823302	PTC
GSM6591218	DM2	-0.21969996215153226	PTC
GSM6591219	DM2	0.22538408302842297	PTC
GSM6591220	DM2	0.9400086483734944	PTC
GSM6591221	DM1	-2.0514423166831848	PTC
GSM6591222	DM2	-1.2452332650881641	PTC
GSM6591223	DM2	-0.11629922762534917	PTC
GSM6591224	DM2	-0.31776717075557553	PTC
GSM6591225	DM2	0.5604683578351018	PTC
GSM6591226	DM2	0.27905872087399997	PTC
GSM6591227	DM2	0.28583617198368527	PTC
GSM6591228	DM2	0.23575817964226645	PTC
GSM6591229	DM2	0.034545328229475834	PTC
GSM6591230	DM2	0.5746663193657406	PTC
GSM6591231	DM2	0.3364146305930601	PTC
GSM6591232	DM2	0.07783234279950195	PTC
GSM6591233	DM2	-0.2321144053578435	PTC
GSM6591234	DM2	-0.18605716089289168	PTC
GSM6591235	DM2	-0.5691854469318732	PTC
GSM6591236	DM2	0.4383363773607349	PTC
GSM6591237	DM2	-1.0865002513371065	PTC
GSM6591238	DM2	-0.37929360456911393	PTC
GSM6591239	DM2	-0.6850133582359744	PTC
GSM6591240	DM2	-0.4845834634358209	PTC
GSM6591241	DM2	-0.8289347717317819	PTC
GSM6591242	DM1	-4.66841856608027	PTC
GSM6591243	DM1	-3.7526479535420605	PTC
GSM6591244	DM2	-0.21090369481330024	PTC
GSM6591245	DM2	0.12370259216283039	PTC
GSM6591246	DM2	0.050832802041406736	PTC
GSM6591247	DM2	-0.0029834769806148043	PTC
GSM6591248	DM2	-0.7591787426345887	PTC
GSM6591249	DM2	0.546293387446309	PTC
GSM6591250	DM2	-0.7918519812411263	PTC
GSM6591251	DM1	-3.2107584811503664	PTC
GSM6591252	DM2	-0.8669476990078863	PTC
GSM6591253	DM2	-0.43482449591059996	PTC
GSM6591254	DM2	0.8299164955368321	PTC
GSM6591255	DM2	-0.19781487001333645	PTC
GSM6591256	DM2	-0.4071074084862301	PTC
GSM6591257	DM2	0.15280177833200656	PTC
GSM6591258	DM2	-0.1378543221828465	PTC
GSM6591259	DM2	0.6416161875310548	PTC
GSM6591260	DM2	-0.28471361019499125	PTC
GSM6591261	DM2	-0.8712357809701572	PTC
GSM6591262	DM2	-0.4466594980715112	PTC
GSM6591263	DM2	0.6301260949053995	PTC
GSM6591264	DM2	-0.09895153359241213	PTC
GSM6591265	DM2	0.7026410534541123	PTC
GSM6591266	DM2	-0.5740300475282087	PTC
GSM6591267	DM2	-0.22315308211592738	PTC
GSM6591268	DM2	0.4384356013576631	PTC
GSM6591269	DM2	-0.22578341161510845	PTC
GSM6591270	DM2	-0.18413998177935323	PTC
GSM6591271	DM2	0.2624231871977571	PTC
GSM6591272	DM2	-0.06382217588609372	PTC
GSM6591273	DM2	0.005280707409980505	PTC
GSM6591274	DM2	-0.3667137410147574	PTC
GSM6591275	DM2	-0.480100682510336	PTC
GSM6591276	DM2	0.06213075738793683	PTC
GSM6591277	DM2	-0.5116972380559277	PTC
GSM6591278	DM2	-0.7652878551759815	PTC
GSM6591279	DM2	-0.18396798880366028	PTC
GSM6591280	DM2	-0.12379309061035167	PTC
GSM6591281	DM2	-0.19248304178800954	PTC
GSM6591282	DM2	-0.003075278189530874	PTC
GSM6591283	DM2	-1.0312367820046355	PTC
GSM6591284	DM2	-0.45838274997587797	PTC
GSM6591285	DM2	0.1360668211740905	PTC
GSM6591286	DM2	-0.23691869676412153	PTC
GSM6591287	DM2	-0.214929452184492	PTC
GSM6591288	DM2	0.3039047180319149	PTC
GSM6591289	DM2	0.10206951007824847	PTC
GSM6591290	DM2	-0.38959587733796386	PTC
GSM6591291	DM2	-0.04993896132171168	PTC
GSM6591292	DM2	-0.1208542829521005	PTC
GSM6591293	DM2	-0.09558108660397334	PTC
GSM6591294	DM2	-0.28953176847612966	PTC
GSM6591295	DM2	-0.537996626379768	PTC
GSM6591296	DM2	-0.3110990719825904	PTC
GSM6591297	DM2	-0.8118884784103226	PTC
GSM6591298	DM2	-0.7807101667051957	PTC
GSM6591299	DM2	0.8032511554354562	PTC
GSM6591300	DM2	-0.1740325198656645	PTC
GSM6591301	DM2	0.10010379923352597	PTC
GSM6591302	DM2	0.7828613269965363	PTC
GSM6591303	DM2	0.15708708013066658	PTC
GSM6591304	DM1	-2.4916364265126414	PTC
GSM6591305	DM2	0.5689923818731156	PTC
GSM6591306	DM2	-0.861933009101034	PTC
GSM6591307	DM2	-0.3283455772424274	PTC
