symbol	ERR1518626	ERR1518627	ERR1518628	ERR1518629	ERR1518630	ERR1518631	ERR1518632	ERR1518633	ERR1518634
AADACL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0267002	0.0	0.0
AADACL4	0.0	0.0274696	0.0	0.0	0.0	0.0279032	0.0	0.0521002	0.0
AADACP1	0.15918369999999998	1.9822374999999999	0.2103063	3.3847829999999997	2.7572801	4.065497	0.181822	5.3285029999999995	0.584848
AADAT	4.748868	3.3378310131271998	6.453748	5.864655	10.350125	6.46589	6.306865999999999	6.4823900000000005	8.06283
AAGAB	29.353692	27.74003	34.330219	29.885222	61.206235	30.558059999999998	53.1141	34.70133	40.712511
AAK1	7.3292992	6.4797461	18.7326892	14.4625868	16.723572700000002	13.5341129	17.71114	13.718819	16.6031024
AAMDC	19.607066	47.265466	59.649068	66.384006	91.270771	57.32542899999999	49.824788	76.084639	73.260707
AAMP	71.675526496923	71.77756400493809	110.229794	70.946482	117.567305	93.029351	113.353367	109.044816	131.56205
AANAT	0.0	0.195134	0.0822428	0.0526955	0.986654	0.34379339999999997	0.6953542	0.796725	0.9462430000000001
AAR2	14.800874	16.9309725	24.0348843	19.3391369	27.922556	18.8957838	32.5464025	20.156011587000002	23.315334999999997
AARD	0.1411267	0.1668256	0.0829596	0.287563	0.0201479	0.0734086	0.0931696	0.148756	0.201741
AARS1	158.3240891247643	54.369479146403	76.15943741078	56.58104652396048	78.1029860416136	44.75422030833781	61.955580914	63.03528906892184	104.93515488589199
AARS1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AARS2	3.37555	3.0940540000000003	4.71599	3.47636	4.2944624	3.2813425	5.96214	3.99124	5.005454
AARSD1	28.8439188	27.8765204	33.765305	31.44571	34.396527	34.4097941	35.053983	39.702882013297604	70.41055
AARSD1P1	0.144635	0.266023	0.756871	0.431612	0.107909	0.130698	0.572964	0.143035	0.172292
AASDH	3.1293935	5.0921158	9.163428999999999	8.2823471245	9.609976	7.8740173	9.20252200372143	6.930694099999999	10.704666
AASDHPPT	17.639122	16.5179127	32.512488	23.401994000000002	29.220362	25.173495	43.90235199999999	20.844247	30.157069999999997
AASS	1.9404152000000001	2.8752604104530897	5.4980472594853	7.588318	5.3504399000000005	7.84290926610598	6.087611305428419	4.4271929769395	7.485377
AATBC	0.0413685	0.1370106	0.12977081	0.486936	0.1119999	0.205294	0.1323359	0.0996549	0.0923126
AATF	26.1437891	21.815794295600003	35.9087265	24.911733499999997	43.45496945332061	22.265837899999998	34.32403835249	21.653246462334998	44.731827005015106
AATK	0.460148343088	0.44346270324139	8.90307	2.845798	0.5780878	3.205126	7.765629000000001	6.201141	7.848965
ABALON	0.0	0.0	0.0572072	0.0	0.0	0.0	0.0	0.169417	0.0
ABAT	3.3685257999999996	13.7645772	89.91856200000001	49.95715	50.5094915	30.363689	178.16477220000002	34.738576800000004	71.95923200402729
ABCA1	4.019285	2.83805000676496	16.334351	6.551958	7.6568099	4.281580033	6.4706025297	2.237671233219	12.118165469
ABCA10	0.4253517	0.96224	0.8554417	4.414825	0.756832	6.723564	0.9942037	2.9229621102000003	1.5555441
ABCA11P	1.507472	2.229056	5.653117	4.839727	7.813755	5.678366	7.126356	4.6080000000000005	9.802052
ABCA12	0.00669679	0.00737796	0.0142813	0.0133618	0.08665980000000001	0.030227620000000004	0.0855145	0.0279868	0.06877159000000001
ABCA13	0.057817310000000004	1.0868417	5.791651	1.6161577999999999	5.559406	1.1327060000000002	0.269247	0.43992410000000004	1.0687405
ABCA15P	0.176121	0.1406563	0.1308634	0.2919325	0.0	0.1637258	0.3225122	0.0651477	0.0
ABCA17P	0.38111079999999997	0.6620322000000001	2.1183143	2.4436378	0.97211059	1.4423585	1.2804252999999999	1.6795213	0.562047
ABCA2	22.3316805	21.149141425979998	40.2928195	46.422921	33.86852033	31.286837199999997	43.773358	43.8262208	40.001068
ABCA3	12.3903	11.0969867	28.626898	13.514581	16.948266999999998	9.707291770000001	57.2445790114254	14.71618	14.88690000449816
ABCA3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCA4	0.15735897000000001	0.409078	0.259081	1.3038480000000001	0.3259633	0.907541	0.24489100000000003	0.0655466	0.9532069999999999
ABCA5	4.8958275	5.7545281	14.4131428145373	13.802135	15.0532168	10.9093765	8.937149	9.622987	35.79094
ABCA6	0.4114177	2.0520604	0.3717791	4.8988714	0.8844038	5.954226	0.8463978	1.8128529	1.010485
ABCA7	2.619475	2.0451908	7.4079690000000005	7.907668	11.120648	7.09630478	11.144956	4.506292	14.402127
ABCA8	1.00291150122	6.498444	14.1798421	9.154916	16.12918311	16.180912499999998	1.532016	6.45337315	12.544945
ABCA9	0.20511424	2.7464621212431	0.0910846	2.006485	0.3027874	3.027279400404178	0.23300959999999998	1.98285025	1.703336
ABCA9-AS1	0.0	0.0	0.0275968	0.0	0.0639673	0.0262942	0.0	0.0	0.0
ABCB1	1.433028	0.8770099	3.1566553	3.519504	2.158054	7.361073	3.7749002000000003	3.6651103680699997	3.517072
ABCB10	3.92565	4.35092	5.1720880000000005	7.218000999999999	8.695209	8.053002	13.107035	5.94272	6.7994015985
ABCB10P1	0.0	0.0	0.0	0.0	0.0	2.27021e-06	0.0	0.0	0.0
ABCB10P3	0.0	0.025678	0.0	0.0	0.0	0.0259499	0.0	0.0	0.0
ABCB10P4	0.0	1.43151e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCB11	0.01728414	0.0	0.00493856	0.0135032	0.17719465	0.0152743	0.0	0.0	0.0236028
ABCB4	0.28389222	0.763035	0.53768203	0.103706	0.8530599999999999	0.5910679999999999	0.763607	0.137599	1.326896
ABCB5	0.0920413	0.0	0.00631358	0.0179016	0.1381022	0.104244	0.204646	0.0189096	0.4666296
ABCB6	7.8034187	12.139965	14.905566	23.520095	19.010502	19.817512999999998	10.806591	21.008862	22.931408
ABCB7	13.369906138	11.611132959	17.2286987687	14.68537855	16.591115	9.613464898919	17.873450700841587	7.038081556579	14.8629240133283
ABCB8	16.171936	12.333355000000001	16.805535	14.5886639	20.579351	15.87980233426	18.216748857	19.11970122779171	27.7931309
ABCB9	1.1599424921846	1.15672600240442	3.8143336543	1.9967721999999999	3.8665435	2.2744657999999998	8.1401431394	2.74375957287	5.5355901
ABCC1	9.4496138	10.837037800698814	15.6325729	18.519917702	23.965424	22.2284681	30.88975270775745	18.57530036	23.640333000000002
ABCC10	3.7912999999999997	2.739658	11.575766	6.986618	6.3204893	6.429285	15.817634	5.650752	15.248840000000001
ABCC11	0.3705943624636	0.2103108	0.2543123555672	0.0	0.1988562	0.1364969	0.1409011	0.203201	2.0095619
ABCC12	0.0	0.0	0.0180373	0.0276654	0.0117273	0.3801131	0.0	0.62804	1.17059
ABCC13	0.034182580000000004	0.0193355	0.04999	0.0233915	0.0378545	0.0396655	0.0	0.0245399	0.0803959
ABCC2	0.0946601	0.0179113	0.442568	0.0971996	0.2840363	0.5388364999999999	0.8482001000000001	0.42463049999999997	0.4785524
ABCC3	1.3230351	1.351186161994	11.488351	1.422431642322	3.2550606	1.9101118	5.2487897	2.4419334	46.668232153033
ABCC4	30.392354490115558	15.5529305	3.7615993000000003	5.6889330000000005	1.2902968	2.7724452	2.9652049	5.1743552	4.566896
ABCC5	1.8558126	2.367959145726	2.373376	4.4528638	2.471141	4.191204	35.63851931904	3.0437440000000002	4.105162
ABCC5-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.359267	0.0	0.0
ABCC6	5.3607841999999994	5.688037036455199	17.909477199999998	12.39342936701	11.935837	9.7778896	30.566632	10.003477	10.721246
ABCC6P1	0.729315	1.38266	10.42148448538	2.8804722999999997	0.808803	1.8486283500632001	6.817898	2.068852	7.75766
ABCC6P2	0.0	1.56828	11.73665	5.949826	1.67169	2.079079	2.41635	0.912154	10.35774
ABCC8	1.546539695257374	1.32345034466419	6.34289874	7.019268279426901	14.007288188795702	2.07704532189351	1.42854320113941	3.31049404896644	26.16759104006866
ABCC9	0.51105317	1.7989302999999999	5.1255501	5.0260853913200005	12.3505784423	3.4143885999999997	2.67748	2.35199747575	7.189423808
ABCD1	3.538571	4.027869	4.426448	3.2356230000000004	6.605819	4.738885	8.460836	4.738774	5.6548799999999995
ABCD1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCD1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCD1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCD1P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCD2	0.179519	0.222589	0.138257	0.253746	0.0414841	0.236347	0.159255	0.0312721	0.0768387
ABCD3	15.84532	15.6703056	25.5752238	24.0689968	26.8868272	24.5212815	27.592845	22.3134385	25.34506
ABCD4	11.3678127	17.516379999999998	48.661237	30.962840999999997	39.035633000000004	29.631121	35.706172	25.4218	52.2141633
ABCE1	21.345203100000003	16.69449	20.748515	19.394092	26.406124800000004	18.863151000000002	38.911071	21.16649	31.708241
ABCF1	19.197475876713998	17.302498	27.257343	20.596448	27.304804	20.440846	46.7769268	23.4209562	28.89606
ABCF2	9.96429	8.358994	10.223582	9.687187999999999	13.399324	7.283979	13.653571	11.764569999999999	17.93315
ABCF2-H2BK1	8.22544	6.41753	8.96418	6.51789	7.94505	4.44979	12.8049	7.00557	9.57042
ABCF2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCF2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCF3	21.192273405405437	22.0184395	39.969267	32.871607000000004	38.050977	33.405557	53.142936000000006	35.697541	52.92792746969943
ABCG1	13.299478099000002	7.11460926	11.0857571876306	5.989846	6.8233512725	4.1580468	8.3702304	3.023899000892221	9.6533400556073
ABCG2	3.7958125000000003	5.759166	22.2103096	4.860628	15.421943099999998	9.406967	16.586235000000002	5.597116	16.142805000000003
ABCG4	0.7400478	0.311062	0.7924255	0.477262	0.3672416	0.6649847000000001	0.2884515	0.32067	3.9077450000000002
ABCG5	0.0	0.0354371	0.0227807	0.06735959999999999	0.0	0.0722831	0.136912	0.0411756	0.110098
ABCG8	0.03934204	0.0146834	0.0712814	0.0275378	0.0	0.06689609	0.048434	0.0666241	0.11724
ABHD1	0.2946169	1.2339066	4.324028	1.2673697075199999	2.494624	2.46815678	0.8802006	0.5131768	4.006736399999999
ABHD10	30.186116	27.362759	39.99409	31.294888	50.077239999999996	34.104673	46.579629999999995	37.30454	55.80004
ABHD11	34.389568	35.73098577633	52.387443772699	41.352716	54.84020400000001	48.776973	41.816532	49.267806	47.922039242400004
ABHD12	101.794563	116.597403	68.0052686	100.528625	118.13699199999999	131.430459	148.4878366276	147.62889399999997	112.023922
ABHD12B	0.629492	0.5691976	0.1703415	1.3199	0.1005309	0.247278	0.194124	0.1932909	0.257865
ABHD13	4.88753	5.18443	9.27966	7.46301	8.23755	6.42002	18.3989	7.67277	6.77235
ABHD14A	27.185265	38.007937000000005	110.034779	57.417030000000004	92.80308000000001	64.02973	63.08408	78.061934	61.85744
ABHD14A-ACY1	0.6409015	0.74039805	3.1868814157	2.8459258199999997	3.09144575	1.6811871	10.13165500269801	3.0698314	17.638831
ABHD14B	84.376563	72.57101800000001	119.747758	71.244256	96.883757	76.173347	78.22457100000001	82.488945	114.95767000000001
ABHD15	3.73756	4.2253	8.51247	7.18986	7.07332	5.93778	9.53918	8.65249	12.9864
ABHD15-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD16A	23.9291708762	24.14965789	60.198629000000004	44.568232	45.325463023	41.436992499999995	74.630792	43.036608	69.60358568539999
ABHD16B	0.0	0.0	0.0	0.0	0.0	0.287366	0.0	0.780234	0.0
ABHD17A	34.4099282	36.595661	51.519481000000006	39.390206000000006	56.411718	44.639044	67.256033	55.483989	51.645185
ABHD17AP1	0.0	0.108559	0.0496351	0.0	0.0640309	0.0790755	0.0	0.0	0.0
ABHD17AP3	0.0	0.0610676	0.171938	0.0	0.0	0.112362	0.115579	0.0	0.0
ABHD17AP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.583561
ABHD17AP5	0.0	0.089323	0.0584319	0.0	0.121437	0.0	0.504981	0.0	0.0
ABHD17AP6	0.0	0.0692999	1.98563	0.0	0.0521881	0.0	0.295553	0.0	0.217115
ABHD17AP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17AP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD17B	4.45859	4.949438	9.161529999999999	6.3275500000000005	8.45571	5.611330138131	15.152660000000001	6.18091	6.31436
ABHD17C	6.085926	5.002796934744	19.5476	8.186302000000001	14.489418	9.54807	21.30415	9.3459	23.32836
ABHD18	3.05534	2.266517	5.967275	4.680718000000001	3.506242	4.584326	5.530007	3.253915	5.599231
ABHD2	9.032889	7.37464	11.477785	8.562459	36.247520800000004	8.7152193	14.2862	14.552047	12.121914
ABHD3	23.1010725	16.9553159	14.645918	16.3132655	16.7074396	10.9120983	14.925772799999999	14.506756	18.915451
ABHD4	12.054888	18.002625000000002	36.274158	17.255919	19.896653	17.395322999999998	27.73268	26.150495	32.24096
ABHD5	24.345144	14.64376	17.50172782504557	19.01166281517	18.93286300027042	18.289701801776	33.693709	25.76071604378	20.339117157831
ABHD6	4.935009	5.330339	9.493701	11.63828	10.217642999999999	9.181096	8.990842	8.26348	8.71631
ABHD8	9.324463	8.31998	17.5965	11.4259	19.954256	13.5349	14.4516417	13.3256	16.79202
ABI1	12.051497200212108	16.275672	25.24843065	20.856442287137	25.612322	20.8742892139489	31.83141	17.11364000136189	24.608045999999998
ABI1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABI2	25.103569	18.383841	37.666294	22.269989	33.4490883	18.85738	44.570308000000004	22.97202401	41.983846
ABI3	4.7338309999999995	4.58038	9.36552827	7.10112	5.211460000000001	6.66052	7.7626100000000005	3.73229	6.751510000000001
ABI3BP	10.0726204	38.1396274	8.1855067	34.671492	30.6093404074943	24.1722488	625.418554	77.89530578	5.82824043
ABITRAM	13.486538000000001	14.980352	27.038685	25.09327	28.11367597	22.238490000000002	28.074757	13.21293	40.46669
ABITRAMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABL1	16.607419999999998	14.28388	31.40514	15.83563	28.745449999999998	19.57061	54.3579	33.021681	25.52975
ABL2	1.38812505994	0.9700929	2.633755	1.4393437	2.3884595	1.6116462	4.9997801399999995	1.735243	2.109555
ABLIM1	88.606856	75.2396705	27.436560800000002	45.7201833	96.9997497	41.1428101	69.05116	43.264885	47.64022600027434
ABLIM2	7.2454710455479	15.577971	22.048037	22.989451	26.2502741	18.602099000000003	9.557335285339	15.784828000000001	24.626961
ABLIM3	8.793989	3.1311747	1.449958721	4.702498	1.848977	4.5153598	3.444244	3.882857	1.1098810000000001
ABO	23.553451	25.012867	25.076113	24.747422999999998	37.274860000000004	22.79758	39.94189	24.347949	51.76014000000001
ABR	23.827258999999998	10.5356436	32.8984444	12.220873000000001	6.8770455	12.0407533	9.47548872415	11.033414	30.575154
ABR-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABRA	0.0	0.0196534	0.0252831	0.0354568	0.0328301	0.0400561	0.0	0.0	0.0
ABRACL	35.0237	32.581958	43.619	50.8447	38.0208	30.684158999999998	75.798373	42.9638	48.1672
ABRAXAS1	9.496077	11.206937	10.895833	10.941587	15.185959	9.751311	8.458046999999999	11.113874	13.418253
ABRAXAS1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABRAXAS1P2	0.0489334	0.0556884	0.038149	0.506223	0.195279	0.339633	0.121276	0.131516	0.523635
ABRAXAS2	8.87028	9.91169	14.6383	14.5354	14.2262	12.6519	13.9731	11.6112	13.9819
ABT1	5.07419	7.19178	13.7372	9.24799	11.1095	9.85195	25.9473	9.92653	9.94497
ABT1P1	0.0	0.0	0.0	0.0	0.0656566	0.0	0.0	0.0	0.0
ABTB1	8.345198	7.0395198656082	17.051256000000002	14.809009	11.229963	12.4923656	16.971264147819998	10.467614	18.496685199999998
ABTB2	0.599584	0.36279	2.93632	0.482612	0.500613	0.512967	0.721434	0.7785219999999999	3.94496
ABTB3	10.796637	7.5760312	27.997449	19.331912199999998	22.353990999999997	13.9726064	26.578205	20.4294719	17.9035
ACAA1	43.3598626	45.97313689999999	94.50267000000001	65.1966855	82.06503780000001	63.5947045	54.831286	71.59385	89.93417600000001
ACAA2	19.915119999999998	29.615788	111.71274	95.72122999999999	99.04575	71.392281	103.09308	91.38611172579999	84.68920300000002
ACAA2P1	0.0576261	0.1963	0.0	1.051652	0.3184701	0.193675	0.0	0.591961	1.2033580000000001
ACACA	5.9882314	6.784333	9.9962067	6.3983485	14.522642	5.8935899543	12.966227	6.89890105372	18.750056
ACACB	5.526855055655	3.4748544	6.7498307	6.411270061856899	12.706020800000001	7.906088899999999	11.357181	14.184866999999999	10.803362
ACAD10	9.484375199999999	8.005248	14.5244506	13.199417	15.473351000000001	13.1624454	17.290899	16.2221882	27.836903000000003
ACAD11	5.98040124	6.543463	10.141702524	11.397594999999999	11.9238174	10.704072	3.98406	4.312481635	17.040263903411
ACAD8	58.644155	46.8672939	69.05033	41.495847000000005	57.27536000627678	29.908491	93.5778746	21.699339999999996	115.24925499999999
ACAD9	15.792594200000002	15.103331899999999	23.12999714	15.961463242399999	22.099677733714	15.347047453564	27.057823	20.0253296	31.16308900293
ACAD9-DT	0.0	0.42374999999999996	0.244794	0.39560510000000004	0.244876	0.258505	0.3412967	0.5568083	0.398269
ACADL	19.42339	11.736841	9.955327	18.654257	0.4104448	18.732911	20.163181	12.155001	17.530482
ACADM	48.39345204	43.73119999169772	44.21568018597594	52.80955621253528	53.242307439881266	54.49708377970788	67.29073817	52.98563222242	50.01299144986
ACADS	13.518264	15.81535	33.45497	25.86329	19.700692999999998	21.798396	28.44689	34.36568	29.808790000000002
ACADSB	10.674748000000001	9.194361	8.85382828	9.757641	6.445823	8.774029	10.360543000000002	9.347395	14.049524
ACADVL	79.635286	81.6433377	342.004514	338.558784	165.747333	268.907981	228.102424	296.2048725	703.134711971
ACAN	0.01244420128749	0.20311730323858998	0.1877702	0.1954823	3.0418713000000004	0.27110040349263	1.44138460250855	0.0259968044486	0.0394836
ACAP1	13.276055	14.449572	22.470303	16.3534491	34.5061849	15.293883000000001	12.953680118000001	12.1708875	35.531757999999996
ACAP2	9.0756102	7.0837200000000005	12.3459968	11.4810058	10.7306126	9.7413031	13.341671	7.632841	13.501202000000001
ACAP2-IT1	0.0	0.204539	0.19145	0.539597	0.32973	0.604695	0.19756	0.38794	0.317736
ACAP3	3.2332256	3.7645521	9.504783	8.682302199999999	10.905237999999999	8.4511811	10.220111	8.009646	21.48618
ACAT1	86.6020083	92.2340182	70.717426	83.947073	79.043886	89.7282236331	80.798010816	82.88498300116767	104.86603952122
ACAT2	10.4966	11.926877	11.189311700000001	12.908495	20.05061	12.573205699999999	12.205267000000001	10.1861	13.302109999999999
ACBD3	18.5165	18.7603	42.904835999999996	28.5721	32.424134	24.8697	40.2518	25.6034	35.482345
ACBD3-AS1	0.148725	0.201979	0.504376	0.0	0.135823	0.310345	1.26059	0.0	0.712952
ACBD4	9.4330426	9.83920900226712	18.01541600979527	15.356463	11.380115	14.664557	14.140209000599263	15.474499	29.86121278552
ACBD5	20.63506867486739	13.363473980539936	29.15218022074595	18.0068962773121	29.383188536839	15.05023937038807	39.05291352459579	17.7583501323038	35.147627957193684
ACBD6	27.8299264	23.0064572	27.73022400079198	27.138562	30.618767	28.5204949462095	38.1356896	25.86437	29.705611
ACBD7	1.5289009999999998	1.346287	7.60018	1.00347	0.28442996	0.680487	1.4972830000000001	0.696353	8.56301
ACCS	8.763560799999999	10.905831	16.0859664	26.754069	6.880967	12.030616	5.785155	6.7401727000000005	40.79331
ACCSL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05926516675	0.0
ACD	9.64099359	10.7098278691	9.7909332630097	14.183231000000001	13.233993	13.425659960429801	18.193828477574	14.1555053117	17.87189456
ACE	4.774882399999999	9.121991715	12.212621213	5.7354519999999996	8.412653	23.8715597	16.109322	7.682523999999999	21.487900999999997
ACE2	0.6723593999999999	0.5991549	0.9862971	1.3365951	1.8250977	1.442366	0.90207299	1.398700016093	2.1420779999999997
ACE2-DT	0.0	0.0	0.082642	0.233225	0.532557	0.0	0.0	0.0	0.416022
ACE3P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACER1	0.0	0.0408729	0.0	0.0732272	0.0338206	0.0825666	0.0	0.0	0.0
ACER2	1.60254	0.604757	4.71237	1.33747	4.86833	0.735612	5.99196	0.592007	4.12143
ACER2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACER3	2.5165721032335	2.603656002271	3.5331569392986997	2.9709294	4.84307010279	3.5035285000000003	6.76775318252	3.2126489731432244	4.9007191
ACHE	0.2430679039	0.7711939378802	1.28455725881406	0.5925917549890001	0.21365146346199998	0.7237235461	10.083101394364	1.407855	0.53565
ACIN1	21.1978466	24.603081500000002	108.338599	61.8633710475258	68.759269	55.5649831	75.407360846	39.749878501859996	108.609276
ACKR1	4.24374	11.1882	0.437632	12.3078	0.872576	32.070845000000006	2.86806	4.9279	0.823697
ACKR2	0.5031428	2.073378	0.6864475	0.769267	1.327703	1.184824	3.1436903218	0.583329000388602	0.9190470000000001
ACKR3	10.48715	24.197969999999998	32.4266	40.54747	51.26	45.287220000000005	40.6125	30.601169999999996	30.5283
ACKR4	0.664372	1.02284	0.167844	1.02861	0.237802	0.867679	0.275704	0.496272	0.147805
ACKR4P1	0.0	0.0	0.0	0.0	0.0	0.0674768	0.0	0.0	0.0
ACLY	20.235087999999998	15.172176	33.658114675	20.634815	29.430931	21.603048	39.3404	26.238400176386	53.062782219999995
ACMSD	0.0	0.0453198	0.22793170000000001	0.052004	0.2663127	0.0480402	0.0941716	0.4347563	0.6447689999999999
ACNATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACO1	48.52153	28.134573999999997	48.19413	21.65677377	19.061808595000002	18.510741523000004	11.435332899	18.1150085	23.9411135
ACO2	91.5485746	58.01285452149235	39.268819200344986	47.249312007170204	50.622739182532115	54.851436	91.52429509567	67.50474194474711	81.94815299999999
ACOD1	0.0464076	0.0	0.0165236	0.0	0.0	0.0	0.0	0.0	0.0
ACOT1	3.58796	2.53731	13.667353	7.41735	8.1719	6.44285	9.385697	4.53509	8.31573
ACOT11	11.297676800000001	8.8663	10.374766999999999	9.4756236	8.021963000000001	12.655948000000002	6.9329738	11.050502000000002	10.654498
ACOT12	0.0	0.0	0.0	0.0	0.0840722	0.0	0.2348717	0.0	0.0
ACOT13	14.821839	13.83184	16.30279	16.991704	25.544054	14.603714	20.51734	18.55072	19.846629999999998
ACOT2	8.572009	9.031118	46.647065000000005	21.349429999999998	30.828206	23.763326999999997	41.211375104000005	23.39134	40.02689
ACOT4	3.19339	1.49894	6.67947	1.55482	3.2441	2.97001	1.44779	1.82762	3.3264
ACOT6	0.2482492	0.0541841	0.1500134	0.0	0.1058474	0.264268	0.0	0.435949	0.0
ACOT7	4.23649837	3.461621	7.366574	5.784365	3.4328999799999997	3.586365	4.118633	3.569454	3.0315487
ACOT8	20.7415625	19.460617	26.319575	27.789545	27.5649138863	20.893531499999998	23.24529004531	26.403283417510004	25.8503343
ACOT9	17.378079	11.05737	12.567768999999998	19.086422	15.615412300000001	17.049244	22.6794382	21.375927	17.56962
ACOX1	15.108357	10.876430000000001	31.429454	12.192158000000001	21.645625	13.246948	28.292378	14.6850344809	43.22482
ACOX2	13.541925	17.773542999999997	49.45777145692	46.875333000000005	52.169169	44.36976	95.755466	32.798417	80.72357
ACOX3	10.4917786	6.62661193	11.032438	6.120305	9.61083	7.5097057	18.471502	6.950428	11.050023
ACOXL	0.5428371000000001	0.6542511	0.8005901999999999	1.0417688	0.4507237	0.8630719	1.78484	0.3353494	3.00199
ACOXL-AS1	0.102237	0.1976947	0.6020502	0.7065152	0.626549	0.749691	1.52759	0.749915	1.1104851
ACP1	74.4685199	71.387715	121.432444	94.85992399999999	142.90918399999998	98.492909	126.5701823374	94.042075	131.62671
ACP2	13.427657	12.172304218682001	19.795419	17.595084421	21.67644000970533	17.53913	60.037836999999996	21.4653130042028	20.633986
ACP3	0.566001089	1.575148	5.1692945	1.733573	2.34744788362	1.079815	12.346881	1.3411260999999999	3.03705
ACP4	0.0	0.0439321	0.0279807	0.0	0.10886	0.0443254	0.0	0.0	0.13649
ACP5	10.5964559	9.0296977	4.41237263	9.918656	4.7404528	2.8396816	32.52226075970494	6.858397186625	1.6285823000000001
ACP6	18.260487	25.263064	26.055657	15.520478	38.566977	20.317566	56.4055	22.902161	55.841037
ACP7	0.050705828	0.01875288088	0.0880768489	0.0	0.0634620451	0.08118291329999999	0.1869710439	0.0	0.17879239660000001
