split_name	model_name	coverage	top20_precision_after_score_abstention	n_kept
source_heldout_TESLA_mmc7_validation	v2_plm_rf_frozen_hash_pilot	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_rule_moe_cf_plm_structure	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_rule_moe_cf_plm_structure	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_rule_moe_cf_plm_structure	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_rule_moe_cf_plm_structure	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_rule_moe_cf_plm_structure	0.25	0.0	78
source_heldout_TESLA_mmc7_validation	v2_source_balanced_cf_rf	1.0	0.0	310
source_heldout_TESLA_mmc7_validation	v2_source_balanced_cf_rf	0.8	0.0	248
source_heldout_TESLA_mmc7_validation	v2_source_balanced_cf_rf	0.6	0.0	186
source_heldout_TESLA_mmc7_validation	v2_source_balanced_cf_rf	0.4	0.0	124
source_heldout_TESLA_mmc7_validation	v2_source_balanced_cf_rf	0.25	0.0	78
