split_name	fold_id	expert	top10_positive_n	top10_negative_n	top10_precision	top10_overlap_n
repeated_stratified_5x5_internal	rs_00	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				6.0
repeated_stratified_5x5_internal	rs_00	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				4.0
repeated_stratified_5x5_internal	rs_00	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_00	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				4.0
repeated_stratified_5x5_internal	rs_00	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_00	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_00	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_00	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_00	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_00	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_00	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_01	C_counterfactual_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_01	D_structure_geometry_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_01	E_quantum_fixed_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_01	F_CROSS_all_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_01	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_01	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_01	qk_no_anchor_gamma1	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_01	qk_quantum_only_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_01	overlap::C_counterfactual_rf::D_structure_geometry_rf				8.0
repeated_stratified_5x5_internal	rs_01	overlap::C_counterfactual_rf::E_quantum_fixed_rf				5.0
repeated_stratified_5x5_internal	rs_01	overlap::C_counterfactual_rf::F_CROSS_all_rf				8.0
repeated_stratified_5x5_internal	rs_01	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_01	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_01	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_01	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				4.0
repeated_stratified_5x5_internal	rs_01	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				6.0
repeated_stratified_5x5_internal	rs_01	overlap::D_structure_geometry_rf::F_CROSS_all_rf				9.0
repeated_stratified_5x5_internal	rs_01	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_01	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_01	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_01	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				4.0
repeated_stratified_5x5_internal	rs_01	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				7.0
repeated_stratified_5x5_internal	rs_01	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_01	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_01	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_01	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_01	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				8.0
repeated_stratified_5x5_internal	rs_01	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_01	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_01	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				8.0
repeated_stratified_5x5_internal	rs_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_01	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				9.0
repeated_stratified_5x5_internal	rs_01	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_02	C_counterfactual_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_02	D_structure_geometry_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_02	E_quantum_fixed_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_02	F_CROSS_all_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_02	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_02	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_02	qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_02	qk_quantum_only_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_02	overlap::C_counterfactual_rf::D_structure_geometry_rf				6.0
repeated_stratified_5x5_internal	rs_02	overlap::C_counterfactual_rf::E_quantum_fixed_rf				6.0
repeated_stratified_5x5_internal	rs_02	overlap::C_counterfactual_rf::F_CROSS_all_rf				9.0
repeated_stratified_5x5_internal	rs_02	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_02	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_02	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				7.0
repeated_stratified_5x5_internal	rs_02	overlap::D_structure_geometry_rf::F_CROSS_all_rf				6.0
repeated_stratified_5x5_internal	rs_02	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_02	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				6.0
repeated_stratified_5x5_internal	rs_02	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_02	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_02	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_02	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				9.0
repeated_stratified_5x5_internal	rs_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_02	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_02	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_03	C_counterfactual_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_03	D_structure_geometry_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_03	E_quantum_fixed_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_03	F_CROSS_all_rf	1.0	9.0	0.1	
repeated_stratified_5x5_internal	rs_03	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_03	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_03	qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_03	qk_quantum_only_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_03	overlap::C_counterfactual_rf::D_structure_geometry_rf				6.0
repeated_stratified_5x5_internal	rs_03	overlap::C_counterfactual_rf::E_quantum_fixed_rf				6.0
repeated_stratified_5x5_internal	rs_03	overlap::C_counterfactual_rf::F_CROSS_all_rf				8.0
repeated_stratified_5x5_internal	rs_03	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				8.0
repeated_stratified_5x5_internal	rs_03	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_03	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_03	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_03	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				7.0
repeated_stratified_5x5_internal	rs_03	overlap::D_structure_geometry_rf::F_CROSS_all_rf				8.0
repeated_stratified_5x5_internal	rs_03	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_03	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_03	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				4.0
repeated_stratified_5x5_internal	rs_03	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_03	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				7.0
repeated_stratified_5x5_internal	rs_03	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_03	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_03	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_03	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_03	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_03	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_03	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_03	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				9.0
repeated_stratified_5x5_internal	rs_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				9.0
repeated_stratified_5x5_internal	rs_03	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				9.0
repeated_stratified_5x5_internal	rs_03	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_04	C_counterfactual_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_04	D_structure_geometry_rf	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_04	E_quantum_fixed_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_04	F_CROSS_all_rf	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_04	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_04	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_04	qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_04	qk_quantum_only_gamma1	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_04	overlap::C_counterfactual_rf::D_structure_geometry_rf				6.0
repeated_stratified_5x5_internal	rs_04	overlap::C_counterfactual_rf::E_quantum_fixed_rf				6.0
repeated_stratified_5x5_internal	rs_04	overlap::C_counterfactual_rf::F_CROSS_all_rf				8.0
repeated_stratified_5x5_internal	rs_04	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_04	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_04	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				6.0
repeated_stratified_5x5_internal	rs_04	overlap::D_structure_geometry_rf::F_CROSS_all_rf				6.0
repeated_stratified_5x5_internal	rs_04	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_04	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_04	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_04	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				5.0
repeated_stratified_5x5_internal	rs_04	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_04	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_04	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_04	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				9.0
repeated_stratified_5x5_internal	rs_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				9.0
repeated_stratified_5x5_internal	rs_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				8.0
repeated_stratified_5x5_internal	rs_04	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				9.0
repeated_stratified_5x5_internal	rs_04	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_05	C_counterfactual_rf	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_05	D_structure_geometry_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_05	E_quantum_fixed_rf	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_05	F_CROSS_all_rf	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_05	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	5.0	5.0	0.5	
repeated_stratified_5x5_internal	rs_05	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	5.0	5.0	0.5	
repeated_stratified_5x5_internal	rs_05	qk_no_anchor_gamma1	5.0	5.0	0.5	
repeated_stratified_5x5_internal	rs_05	qk_quantum_only_gamma1	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_05	overlap::C_counterfactual_rf::D_structure_geometry_rf				7.0
repeated_stratified_5x5_internal	rs_05	overlap::C_counterfactual_rf::E_quantum_fixed_rf				6.0
repeated_stratified_5x5_internal	rs_05	overlap::C_counterfactual_rf::F_CROSS_all_rf				7.0
repeated_stratified_5x5_internal	rs_05	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_05	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_05	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_05	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_05	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				7.0
repeated_stratified_5x5_internal	rs_05	overlap::D_structure_geometry_rf::F_CROSS_all_rf				5.0
repeated_stratified_5x5_internal	rs_05	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_05	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_05	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_05	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_05	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				4.0
repeated_stratified_5x5_internal	rs_05	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				5.0
repeated_stratified_5x5_internal	rs_05	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_05	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_05	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_05	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				8.0
repeated_stratified_5x5_internal	rs_05	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_05	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_05	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				5.0
repeated_stratified_5x5_internal	rs_05	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_05	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				8.0
repeated_stratified_5x5_internal	rs_05	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_05	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_no_anchor_gamma1				8.0
repeated_stratified_5x5_internal	rs_05	overlap::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1::qk_quantum_only_gamma1				9.0
repeated_stratified_5x5_internal	rs_05	overlap::qk_no_anchor_gamma1::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_06	C_counterfactual_rf	4.0	6.0	0.4	
repeated_stratified_5x5_internal	rs_06	D_structure_geometry_rf	1.0	9.0	0.1	
repeated_stratified_5x5_internal	rs_06	E_quantum_fixed_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_06	F_CROSS_all_rf	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_06	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_06	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_06	qk_no_anchor_gamma1	3.0	7.0	0.3	
repeated_stratified_5x5_internal	rs_06	qk_quantum_only_gamma1	2.0	8.0	0.2	
repeated_stratified_5x5_internal	rs_06	overlap::C_counterfactual_rf::D_structure_geometry_rf				4.0
repeated_stratified_5x5_internal	rs_06	overlap::C_counterfactual_rf::E_quantum_fixed_rf				7.0
repeated_stratified_5x5_internal	rs_06	overlap::C_counterfactual_rf::F_CROSS_all_rf				7.0
repeated_stratified_5x5_internal	rs_06	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_06	overlap::C_counterfactual_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_06	overlap::C_counterfactual_rf::qk_no_anchor_gamma1				6.0
repeated_stratified_5x5_internal	rs_06	overlap::C_counterfactual_rf::qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_06	overlap::D_structure_geometry_rf::E_quantum_fixed_rf				6.0
repeated_stratified_5x5_internal	rs_06	overlap::D_structure_geometry_rf::F_CROSS_all_rf				7.0
repeated_stratified_5x5_internal	rs_06	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_06	overlap::D_structure_geometry_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				6.0
repeated_stratified_5x5_internal	rs_06	overlap::D_structure_geometry_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_06	overlap::D_structure_geometry_rf::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_06	overlap::E_quantum_fixed_rf::F_CROSS_all_rf				9.0
repeated_stratified_5x5_internal	rs_06	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_06	overlap::E_quantum_fixed_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_06	overlap::E_quantum_fixed_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_06	overlap::E_quantum_fixed_rf::qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_06	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_06	overlap::F_CROSS_all_rf::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				8.0
repeated_stratified_5x5_internal	rs_06	overlap::F_CROSS_all_rf::qk_no_anchor_gamma1				7.0
repeated_stratified_5x5_internal	rs_06	overlap::F_CROSS_all_rf::qk_quantum_only_gamma1				9.0
repeated_stratified_5x5_internal	rs_06	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1				7.0
repeated_stratified_5x5_internal	rs_06	overlap::late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1::qk_no_anchor_gamma1				10.0
