split_name	model	n	n_pos	prevalence	AUPRC	AUROC	Brier	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10
near_peptide_cluster_holdout	pu_logistic_weighted	89	21	0.23595505617977527	0.5018371500459176	0.6792717086834734	0.2161029587895537	0.8	0.19047619047619047	3.390476190476191	0.6	0.2857142857142857	2.5428571428571427
near_peptide_cluster_holdout	pairwise_positive_over_unlabeled	89	21	0.23595505617977527	0.4918194851788524	0.7009803921568627	0.2968701558059917	0.8	0.19047619047619047	3.390476190476191	0.5	0.23809523809523808	2.119047619047619
near_peptide_cluster_holdout	bagging_pu_rf	89	21	0.23595505617977527	0.44101175576807716	0.642156862745098	0.1979504522470885	0.6	0.14285714285714285	2.5428571428571427	0.4	0.19047619047619047	1.6952380952380954
near_peptide_cluster_holdout	positive_only_centroid	89	21	0.23595505617977527	0.29347509205610056	0.5091036414565826	0.19933967207122613	0.2	0.047619047619047616	0.8476190476190477	0.3	0.14285714285714285	1.2714285714285714
repeated_stratified_5x5_internal	pu_logistic_weighted	445	105	0.23595505617977527	0.5019665923486797	0.67406162464986	0.21835490586675602	1.0	0.047619047619047616	4.238095238095238	1.0	0.09523809523809523	4.238095238095238
repeated_stratified_5x5_internal	pairwise_positive_over_unlabeled	445	105	0.23595505617977527	0.4435667610658312	0.6522128851540616	0.3108831583927596	0.8	0.0380952380952381	3.390476190476191	0.9	0.08571428571428572	3.8142857142857145
repeated_stratified_5x5_internal	bagging_pu_rf	445	105	0.23595505617977527	0.4261774791648115	0.6756302521008404	0.19375535422776183	1.0	0.047619047619047616	4.238095238095238	0.7	0.06666666666666667	2.9666666666666663
repeated_stratified_5x5_internal	positive_only_centroid	445	105	0.23595505617977527	0.26754490791766056	0.5211484593837535	0.19949597590148865	0.4	0.01904761904761905	1.6952380952380954	0.4	0.0380952380952381	1.6952380952380954
source_heldout_NEPdb	positive_only_centroid	572	151	0.263986013986014	0.31889206013893673	0.5695521542841862	0.21927778394538194	0.4	0.013245033112582781	1.5152317880794701	0.3	0.019867549668874173	1.1364238410596026
source_heldout_NEPdb	pu_logistic_weighted	572	151	0.263986013986014	0.2710457469672217	0.510389957685108	0.4470043720927277	0.2	0.006622516556291391	0.7576158940397351	0.3	0.019867549668874173	1.1364238410596026
source_heldout_NEPdb	pairwise_positive_over_unlabeled	572	151	0.263986013986014	0.2648290223148315	0.505261833225842	0.27725316044896464	0.2	0.006622516556291391	0.7576158940397351	0.3	0.019867549668874173	1.1364238410596026
source_heldout_NEPdb	bagging_pu_rf	572	151	0.263986013986014	0.21344074217479295	0.411508392191408	0.28323676169233714	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	pu_logistic_weighted	605	37	0.06115702479338843	0.07183186683038256	0.5544347164065474	0.6655700425520283	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	positive_only_centroid	605	37	0.06115702479338843	0.07171114028160065	0.5332127902550438	0.059605898274400805	0.0	0.0	0.0	0.1	0.02702702702702703	1.6351351351351353
source_heldout_TESLA_mmc4	bagging_pu_rf	605	37	0.06115702479338843	0.0704332215279967	0.5764655500570993	0.2796447614144111	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc4	pairwise_positive_over_unlabeled	605	37	0.06115702479338843	0.06829581762133853	0.5421107727445755	0.2980523451840181	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	pu_logistic_weighted	310	4	0.012903225806451613	0.2703650210084033	0.7401960784313726	0.5621263108832265	0.2	0.25	15.5	0.1	0.25	7.75
source_heldout_TESLA_mmc7_validation	pairwise_positive_over_unlabeled	310	4	0.012903225806451613	0.15093921672869043	0.7973856209150326	0.20173233415928762	0.2	0.25	15.5	0.1	0.25	7.75
source_heldout_TESLA_mmc7_validation	bagging_pu_rf	310	4	0.012903225806451613	0.023187559592029353	0.6642156862745098	0.24418854093518266	0.0	0.0	0.0	0.0	0.0	0.0
source_heldout_TESLA_mmc7_validation	positive_only_centroid	310	4	0.012903225806451613	0.013985760035101985	0.42728758169934644	0.02158548717795476	0.0	0.0	0.0	0.0	0.0	0.0
study_heldout	positive_only_centroid	9	5	0.5555555555555556	0.8261904761904761	0.75	0.45846909668178143	0.6	0.6	1.0799999999999998	0.5555555555555556	1.0	1.0
study_heldout	pu_logistic_weighted	9	5	0.5555555555555556	0.7611111111111111	0.5499999999999999	0.3351745849695061	0.6	0.6	1.0799999999999998	0.5555555555555556	1.0	1.0
study_heldout	pairwise_positive_over_unlabeled	9	5	0.5555555555555556	0.6944444444444444	0.49999999999999994	0.33143165015645715	0.6	0.6	1.0799999999999998	0.5555555555555556	1.0	1.0
study_heldout	bagging_pu_rf	9	5	0.5555555555555556	0.6053968253968254	0.35000000000000003	0.28394249019738704	0.4	0.4	0.72	0.5555555555555556	1.0	1.0
