split_name	expert_a	expert_b	n	spearman_rank_corr
hla_stratified_group_5fold	qk_no_anchor_gamma1	qk_quantum_only_gamma1	89	0.5084632478778024
hla_stratified_group_5fold	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.8812037565241085
hla_stratified_group_5fold	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.49680286762765125
hla_stratified_group_5fold	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.4942613389641462
hla_stratified_group_5fold	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.9223620465052919
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.6015078885303409
hla_supertype_heldout	C_counterfactual_rf	D_structure_geometry_rf	72	0.07237111910107813
hla_supertype_heldout	C_counterfactual_rf	E_quantum_fixed_rf	72	0.03669186233515599
hla_supertype_heldout	C_counterfactual_rf	F_CROSS_all_rf	72	0.5785220328079769
hla_supertype_heldout	C_counterfactual_rf	qk_no_anchor_gamma1	72	0.12859440334512703
hla_supertype_heldout	C_counterfactual_rf	qk_quantum_only_gamma1	72	-0.016878417497587648
hla_supertype_heldout	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	72	0.44788517208105494
hla_supertype_heldout	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	72	0.2931167577999357
hla_supertype_heldout	D_structure_geometry_rf	E_quantum_fixed_rf	72	0.24134159973118421
hla_supertype_heldout	D_structure_geometry_rf	F_CROSS_all_rf	72	0.4565813491732463
hla_supertype_heldout	D_structure_geometry_rf	qk_no_anchor_gamma1	72	0.12808079833799693
hla_supertype_heldout	D_structure_geometry_rf	qk_quantum_only_gamma1	72	-0.11597069774174988
hla_supertype_heldout	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	72	0.1493016187055242
hla_supertype_heldout	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	72	-0.0883973013642391
hla_supertype_heldout	E_quantum_fixed_rf	F_CROSS_all_rf	72	0.3470730138308137
hla_supertype_heldout	E_quantum_fixed_rf	qk_no_anchor_gamma1	72	0.26671759408169826
hla_supertype_heldout	E_quantum_fixed_rf	qk_quantum_only_gamma1	72	0.026005146349308457
hla_supertype_heldout	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	72	0.25919105821807653
hla_supertype_heldout	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	72	0.050498552589256986
hla_supertype_heldout	F_CROSS_all_rf	qk_no_anchor_gamma1	72	0.2751769057574783
hla_supertype_heldout	F_CROSS_all_rf	qk_quantum_only_gamma1	72	0.07947893213251848
hla_supertype_heldout	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	72	0.4833547764554519
hla_supertype_heldout	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	72	0.29077677709874555
hla_supertype_heldout	qk_no_anchor_gamma1	qk_quantum_only_gamma1	72	0.3634528787391444
hla_supertype_heldout	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	72	0.9150932775812157
hla_supertype_heldout	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	72	0.380709231264072
hla_supertype_heldout	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	72	0.34468478610485687
hla_supertype_heldout	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	72	0.9098102283692504
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	72	0.4695400450305564
near_peptide_cluster_holdout	C_counterfactual_rf	D_structure_geometry_rf	89	-0.03236904630110622
near_peptide_cluster_holdout	C_counterfactual_rf	E_quantum_fixed_rf	89	0.17716112989346572
near_peptide_cluster_holdout	C_counterfactual_rf	F_CROSS_all_rf	89	0.6506510427755116
near_peptide_cluster_holdout	C_counterfactual_rf	qk_no_anchor_gamma1	89	0.17385269145937476
near_peptide_cluster_holdout	C_counterfactual_rf	qk_quantum_only_gamma1	89	0.20773757313054067
near_peptide_cluster_holdout	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.5315472591482369
near_peptide_cluster_holdout	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.5578998015788533
near_peptide_cluster_holdout	D_structure_geometry_rf	E_quantum_fixed_rf	89	-0.059713694465497714
near_peptide_cluster_holdout	D_structure_geometry_rf	F_CROSS_all_rf	89	0.44296882318376524
near_peptide_cluster_holdout	D_structure_geometry_rf	qk_no_anchor_gamma1	89	0.10013029371439278
near_peptide_cluster_holdout	D_structure_geometry_rf	qk_quantum_only_gamma1	89	-0.024828191131511496
near_peptide_cluster_holdout	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.061003857715857514
near_peptide_cluster_holdout	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	-0.07293041634377104
near_peptide_cluster_holdout	E_quantum_fixed_rf	F_CROSS_all_rf	89	0.17431255162781983
near_peptide_cluster_holdout	E_quantum_fixed_rf	qk_no_anchor_gamma1	89	0.2249823294472311
near_peptide_cluster_holdout	E_quantum_fixed_rf	qk_quantum_only_gamma1	89	0.10214856889812395
near_peptide_cluster_holdout	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.23301710850145196
near_peptide_cluster_holdout	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.10633840598840132
near_peptide_cluster_holdout	F_CROSS_all_rf	qk_no_anchor_gamma1	89	0.19868514055540892
near_peptide_cluster_holdout	F_CROSS_all_rf	qk_quantum_only_gamma1	89	0.15712740681444642
near_peptide_cluster_holdout	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.4194776329123626
near_peptide_cluster_holdout	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.35445851465165595
near_peptide_cluster_holdout	qk_no_anchor_gamma1	qk_quantum_only_gamma1	89	0.612520970475274
near_peptide_cluster_holdout	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.8970764815587557
near_peptide_cluster_holdout	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.5718701831776338
near_peptide_cluster_holdout	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	89	0.6049971471637698
near_peptide_cluster_holdout	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.8974937620819745
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	89	0.7057831674146492
repeated_stratified_5x5_internal	C_counterfactual_rf	D_structure_geometry_rf	445	0.019733396575702302
repeated_stratified_5x5_internal	C_counterfactual_rf	E_quantum_fixed_rf	445	0.08094600807097628
repeated_stratified_5x5_internal	C_counterfactual_rf	F_CROSS_all_rf	445	0.7218509676869297
repeated_stratified_5x5_internal	C_counterfactual_rf	qk_no_anchor_gamma1	445	0.11341205558871172
repeated_stratified_5x5_internal	C_counterfactual_rf	qk_quantum_only_gamma1	445	0.049659817546252864
repeated_stratified_5x5_internal	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	445	0.5235373859664079
repeated_stratified_5x5_internal	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	445	0.4994773637991302
repeated_stratified_5x5_internal	D_structure_geometry_rf	E_quantum_fixed_rf	445	0.11183330992756671
repeated_stratified_5x5_internal	D_structure_geometry_rf	F_CROSS_all_rf	445	0.3878853437600737
repeated_stratified_5x5_internal	D_structure_geometry_rf	qk_no_anchor_gamma1	445	0.1458168551715931
repeated_stratified_5x5_internal	D_structure_geometry_rf	qk_quantum_only_gamma1	445	-0.021273661431815936
repeated_stratified_5x5_internal	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	445	0.12482215679796402
repeated_stratified_5x5_internal	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	445	-0.022986999334420808
repeated_stratified_5x5_internal	E_quantum_fixed_rf	F_CROSS_all_rf	445	0.1936015559888982
repeated_stratified_5x5_internal	E_quantum_fixed_rf	qk_no_anchor_gamma1	445	0.01003056350723842
repeated_stratified_5x5_internal	E_quantum_fixed_rf	qk_quantum_only_gamma1	445	0.11007820890539478
repeated_stratified_5x5_internal	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	445	0.029438446343283804
repeated_stratified_5x5_internal	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	445	0.1365096176379663
repeated_stratified_5x5_internal	F_CROSS_all_rf	qk_no_anchor_gamma1	445	0.17529371642936306
repeated_stratified_5x5_internal	F_CROSS_all_rf	qk_quantum_only_gamma1	445	0.04176826668940232
repeated_stratified_5x5_internal	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	445	0.4699130360644555
repeated_stratified_5x5_internal	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	445	0.3791039304288515
repeated_stratified_5x5_internal	qk_no_anchor_gamma1	qk_quantum_only_gamma1	445	0.4252093102566287
repeated_stratified_5x5_internal	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	445	0.8619976127547103
repeated_stratified_5x5_internal	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	445	0.411180833830676
repeated_stratified_5x5_internal	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	445	0.35640634325176906
repeated_stratified_5x5_internal	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	445	0.8398490919942022
repeated_stratified_5x5_internal	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	445	0.5552255094210928
study_heldout	C_counterfactual_rf	D_structure_geometry_rf	9	0.11666666666666665
study_heldout	C_counterfactual_rf	E_quantum_fixed_rf	9	0.0
study_heldout	C_counterfactual_rf	F_CROSS_all_rf	9	0.7833333333333333
study_heldout	C_counterfactual_rf	qk_no_anchor_gamma1	9	0.3666666666666667
study_heldout	C_counterfactual_rf	qk_quantum_only_gamma1	9	0.21666666666666667
study_heldout	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	9	0.7999999999999999
study_heldout	C_counterfactual_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	9	0.6833333333333333
study_heldout	D_structure_geometry_rf	E_quantum_fixed_rf	9	0.15
study_heldout	D_structure_geometry_rf	F_CROSS_all_rf	9	0.5333333333333333
study_heldout	D_structure_geometry_rf	qk_no_anchor_gamma1	9	0.08333333333333334
study_heldout	D_structure_geometry_rf	qk_quantum_only_gamma1	9	0.5833333333333334
study_heldout	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	9	0.35
study_heldout	D_structure_geometry_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	9	0.38333333333333336
study_heldout	E_quantum_fixed_rf	F_CROSS_all_rf	9	-0.016666666666666666
study_heldout	E_quantum_fixed_rf	qk_no_anchor_gamma1	9	0.21666666666666667
study_heldout	E_quantum_fixed_rf	qk_quantum_only_gamma1	9	0.31666666666666665
study_heldout	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	9	0.19999999999999998
study_heldout	E_quantum_fixed_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	9	0.16666666666666669
study_heldout	F_CROSS_all_rf	qk_no_anchor_gamma1	9	-0.016666666666666666
study_heldout	F_CROSS_all_rf	qk_quantum_only_gamma1	9	0.2833333333333333
study_heldout	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	9	0.5666666666666667
study_heldout	F_CROSS_all_rf	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	9	0.6333333333333333
study_heldout	qk_no_anchor_gamma1	qk_quantum_only_gamma1	89	0.5630708467045173
study_heldout	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	9	0.7833333333333333
study_heldout	qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	9	0.3666666666666667
study_heldout	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	9	0.38333333333333336
study_heldout	qk_quantum_only_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	9	0.7999999999999999
study_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	9	0.6333333333333333
