split_name	expert	stratum	value	n	mean_score	median_rank_pct	label_rate
hla_stratified_group_5fold	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	1	21	0.5043880027637178	0.3	1.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	label	0	68	0.41959701700927665	0.5894736842105264	0.0
hla_stratified_group_5fold	qk_no_anchor_gamma1	label	1	21	0.5377291295417171	0.3125	1.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	label	0	68	0.45665920653009934	0.5773524720893142	0.0
hla_stratified_group_5fold	qk_quantum_only_gamma1	label	1	21	0.5805155209929735	0.3333333333333333	1.0
hla_supertype_heldout	C_counterfactual_rf	label	0	57	0.348920145050837	0.6	0.0
hla_supertype_heldout	C_counterfactual_rf	label	1	15	0.437901134027751	0.42105263157894735	1.0
hla_supertype_heldout	D_structure_geometry_rf	label	0	57	0.3916254788480407	0.5151515151515151	0.0
hla_supertype_heldout	D_structure_geometry_rf	label	1	15	0.3330819995767814	0.6363636363636364	1.0
hla_supertype_heldout	E_quantum_fixed_rf	label	0	57	0.42216268483722136	0.5789473684210527	0.0
hla_supertype_heldout	E_quantum_fixed_rf	label	1	15	0.40383448914770975	0.47368421052631576	1.0
hla_supertype_heldout	F_CROSS_all_rf	label	0	57	0.34594481092580603	0.5263157894736842	0.0
hla_supertype_heldout	F_CROSS_all_rf	label	1	15	0.39686889217547194	0.5333333333333333	1.0
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	0	57	0.40197275508417146	0.6	0.0
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	1	15	0.5059309263198298	0.3333333333333333	1.0
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	0	57	0.41052968907990967	0.5454545454545454	0.0
hla_supertype_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	1	15	0.5094892120149128	0.3939393939393939	1.0
hla_supertype_heldout	qk_no_anchor_gamma1	label	0	57	0.4550253651175058	0.5789473684210527	0.0
hla_supertype_heldout	qk_no_anchor_gamma1	label	1	15	0.5739607186119088	0.4	1.0
hla_supertype_heldout	qk_quantum_only_gamma1	label	0	57	0.47213923310898215	0.5757575757575758	0.0
hla_supertype_heldout	qk_quantum_only_gamma1	label	1	15	0.5810772900020746	0.4	1.0
near_peptide_cluster_holdout	C_counterfactual_rf	label	0	68	0.3499397702898222	0.5996732026143792	0.0
near_peptide_cluster_holdout	C_counterfactual_rf	label	1	21	0.41563327219630813	0.35294117647058826	1.0
near_peptide_cluster_holdout	D_structure_geometry_rf	label	0	68	0.38109700729264995	0.4852941176470588	0.0
near_peptide_cluster_holdout	D_structure_geometry_rf	label	1	21	0.3187504584960217	0.6666666666666666	1.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	label	0	68	0.3686168405133486	0.5672514619883041	0.0
near_peptide_cluster_holdout	E_quantum_fixed_rf	label	1	21	0.39245331599064204	0.3888888888888889	1.0
near_peptide_cluster_holdout	F_CROSS_all_rf	label	0	68	0.34953465974652487	0.542483660130719	0.0
near_peptide_cluster_holdout	F_CROSS_all_rf	label	1	21	0.3768354380125248	0.47058823529411764	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	0	68	0.39604014945806165	0.5996732026143792	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	1	21	0.48521400963525385	0.35294117647058826	1.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	0	68	0.3893895510954652	0.5996732026143792	0.0
near_peptide_cluster_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	1	21	0.4824307688213416	0.21052631578947367	1.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	label	0	68	0.44214052862630115	0.5835913312693499	0.0
near_peptide_cluster_holdout	qk_no_anchor_gamma1	label	1	21	0.5547947470741997	0.3684210526315789	1.0
near_peptide_cluster_holdout	qk_quantum_only_gamma1	label	0	68	0.4288393319011083	0.5835913312693499	0.0
near_peptide_cluster_holdout	qk_quantum_only_gamma1	label	1	21	0.5492282654463748	0.2631578947368421	1.0
repeated_stratified_5x5_internal	C_counterfactual_rf	label	0	340	0.3484294390434718	0.5996732026143792	0.0
repeated_stratified_5x5_internal	C_counterfactual_rf	label	1	105	0.4241317679998463	0.29411764705882354	1.0
repeated_stratified_5x5_internal	D_structure_geometry_rf	label	0	340	0.3804971827748196	0.5294117647058824	0.0
repeated_stratified_5x5_internal	D_structure_geometry_rf	label	1	105	0.3634815656464509	0.5294117647058824	1.0
repeated_stratified_5x5_internal	E_quantum_fixed_rf	label	0	340	0.39749556844712963	0.5294117647058824	0.0
repeated_stratified_5x5_internal	E_quantum_fixed_rf	label	1	105	0.38650232465854856	0.5294117647058824	1.0
repeated_stratified_5x5_internal	F_CROSS_all_rf	label	0	340	0.3405844236235167	0.5555555555555556	0.0
repeated_stratified_5x5_internal	F_CROSS_all_rf	label	1	105	0.388284138209667	0.4117647058823529	1.0
repeated_stratified_5x5_internal	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	0	340	0.38794003112676206	0.6111111111111112	0.0
repeated_stratified_5x5_internal	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	1	105	0.47617394271818886	0.2777777777777778	1.0
repeated_stratified_5x5_internal	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	0	340	0.39466625732593774	0.6111111111111112	0.0
repeated_stratified_5x5_internal	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	1	105	0.47705104733074666	0.3333333333333333	1.0
repeated_stratified_5x5_internal	qk_no_anchor_gamma1	label	0	340	0.4274506232100524	0.5555555555555556	0.0
repeated_stratified_5x5_internal	qk_no_anchor_gamma1	label	1	105	0.5282161174365312	0.3888888888888889	1.0
repeated_stratified_5x5_internal	qk_quantum_only_gamma1	label	0	340	0.4409030756084037	0.5555555555555556	0.0
repeated_stratified_5x5_internal	qk_quantum_only_gamma1	label	1	105	0.529970326661647	0.3888888888888889	1.0
study_heldout	C_counterfactual_rf	label	0	4	0.37053744653940174	0.5	0.0
study_heldout	C_counterfactual_rf	label	1	5	0.34784593057400404	0.6666666666666666	1.0
study_heldout	D_structure_geometry_rf	label	0	4	0.44962162192555405	0.3888888888888889	0.0
study_heldout	D_structure_geometry_rf	label	1	5	0.2955359849127267	0.7777777777777778	1.0
study_heldout	E_quantum_fixed_rf	label	0	4	0.43498051496950674	0.38888888888888884	0.0
study_heldout	E_quantum_fixed_rf	label	1	5	0.3554115339604582	0.7777777777777778	1.0
study_heldout	F_CROSS_all_rf	label	0	4	0.4114753448332637	0.38888888888888884	0.0
study_heldout	F_CROSS_all_rf	label	1	5	0.3398244214512204	0.6666666666666666	1.0
study_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	0	4	0.47952856082635575	0.4444444444444444	0.0
study_heldout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	label	1	5	0.38429241097682076	0.7777777777777778	1.0
study_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	0	4	0.44329263184210843	0.4444444444444444	0.0
study_heldout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	label	1	5	0.3707358101832757	0.7777777777777778	1.0
study_heldout	qk_no_anchor_gamma1	label	0	68	0.6194492367047705	0.4472222222222222	0.0
study_heldout	qk_no_anchor_gamma1	label	1	21	0.5573138105680984	0.6625	1.0
study_heldout	qk_quantum_only_gamma1	label	0	68	0.555877005551784	0.48124999999999996	0.0
study_heldout	qk_quantum_only_gamma1	label	1	21	0.525437116489148	0.6125	1.0
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	A01	5	0.42965030672775917	0.29411764705882354	0.4
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	A02	33	0.41717035241527106	0.3333333333333333	0.30303030303030304
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	A03	15	0.3133395169776361	0.5555555555555556	0.06666666666666667
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	A11	2	0.2574013661475607	0.8333333333333333	0.5
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	A24	3	0.37481336439638074	0.5	0.0
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	A26	2	0.3958176659087445	0.45751633986928103	0.0
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	A68	1	0.5995495060032293	0.05555555555555555	1.0
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	B07	4	0.3897033697989608	0.5555555555555556	0.0
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	B08	2	0.27426501546235854	0.8529411764705883	0.5
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	B27	19	0.3036651655774276	0.7222222222222222	0.10526315789473684
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	B35	1	0.4131702417557585	0.2777777777777778	1.0
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	B44	1	0.5702368344876739	0.11764705882352941	1.0
exact_peptide_hla_holdout	C_counterfactual_rf	hla_supertype	C12	1	0.5390879637049717	0.05555555555555555	1.0
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	A01	5	0.459613389542645	0.5555555555555556	0.4
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	A02	33	0.39624063982253144	0.5	0.30303030303030304
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	A03	15	0.36744690488720083	0.6111111111111112	0.06666666666666667
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	A11	2	0.5519429690481277	0.3055555555555555	0.5
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	A24	3	0.38662373931910526	0.4444444444444444	0.0
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	A26	2	0.5451732662817661	0.16993464052287582	0.0
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	A68	1	0.2839637796399534	0.7222222222222222	1.0
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	B07	4	0.3008138680638167	0.8055555555555556	0.0
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	B08	2	0.5352066894301389	0.17647058823529413	0.5
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	B27	19	0.3954238919255588	0.6111111111111112	0.10526315789473684
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	B35	1	0.3775181511189556	0.2222222222222222	1.0
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	B44	1	0.4027422727232931	0.6470588235294118	1.0
exact_peptide_hla_holdout	D_structure_geometry_rf	hla_supertype	C12	1	0.3955307033557917	0.5555555555555556	1.0
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	A01	5	0.4076115098388275	0.4444444444444444	0.4
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	A02	33	0.38292050311175824	0.5882352941176471	0.30303030303030304
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	A03	15	0.330887599889853	0.6666666666666666	0.06666666666666667
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	A11	2	0.25517997168198625	0.75	0.5
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	A24	3	0.45893264205429074	0.4444444444444444	0.0
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	A26	2	0.39746060717939413	0.36764705882352944	0.0
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	A68	1	0.345882965821964	0.6111111111111112	1.0
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	B07	4	0.47198287205664974	0.3611111111111111	0.0
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	B08	2	0.3003918975270792	0.6764705882352942	0.5
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	B27	19	0.42284288950612303	0.3333333333333333	0.10526315789473684
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	B35	1	0.3718013518444386	0.4444444444444444	1.0
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	B44	1	0.3236352646772007	0.7058823529411765	1.0
exact_peptide_hla_holdout	E_quantum_fixed_rf	hla_supertype	C12	1	0.3956400650229585	0.5	1.0
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	A01	5	0.45829534764848373	0.2777777777777778	0.4
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	A02	33	0.4028073934873926	0.3888888888888889	0.30303030303030304
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	A03	15	0.29575811586900846	0.6111111111111112	0.06666666666666667
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	A11	2	0.3657910199945281	0.5277777777777778	0.5
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	A24	3	0.3166250842134744	0.8333333333333334	0.0
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	A26	2	0.40379593360816535	0.34477124183006536	0.0
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	A68	1	0.463604907805419	0.16666666666666666	1.0
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	B07	4	0.3111073631230919	0.6552287581699346	0.0
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	B08	2	0.29122749855591173	0.6764705882352942	0.5
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	B27	19	0.3175184011601317	0.6666666666666666	0.10526315789473684
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	B35	1	0.3813537066867013	0.2777777777777778	1.0
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	B44	1	0.6079614135223833	0.058823529411764705	1.0
exact_peptide_hla_holdout	F_CROSS_all_rf	hla_supertype	C12	1	0.3846368844624385	0.4444444444444444	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A01	5	0.4966196706257067	0.3888888888888889	0.4
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A02	33	0.45357822168983464	0.3888888888888889	0.30303030303030304
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A03	15	0.382183855564174	0.7058823529411765	0.06666666666666667
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A11	2	0.39164396890470743	0.6111111111111112	0.5
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A24	3	0.2779895959437524	0.7777777777777778	0.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A26	2	0.4379490206653973	0.3464052287581699	0.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	A68	1	0.5253346392105004	0.3333333333333333	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B07	4	0.35135901230573663	0.6879084967320261	0.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B08	2	0.30812130253941294	0.7352941176470589	0.5
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B27	19	0.34617308756280546	0.6666666666666666	0.10526315789473684
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B35	1	0.633451531894055	0.1111111111111111	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	B44	1	0.694973012613424	0.058823529411764705	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_no_anchor_gamma1	hla_supertype	C12	1	0.5552854577781915	0.1111111111111111	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A01	5	0.37434979981922256	0.6666666666666666	0.4
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A02	33	0.45466921232032853	0.35294117647058826	0.30303030303030304
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A03	15	0.43707884873736974	0.5555555555555556	0.06666666666666667
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A11	2	0.26597443366114476	0.9166666666666666	0.5
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A24	3	0.3182016795165987	0.7777777777777778	0.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A26	2	0.5244040214224481	0.20098039215686275	0.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	A68	1	0.662170685372937	0.1111111111111111	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B07	4	0.3578489917118488	0.6535947712418301	0.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B08	2	0.38376326407078143	0.5882352941176471	0.5
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B27	19	0.35488573554293995	0.7777777777777778	0.10526315789473684
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B35	1	0.6794720621820547	0.05555555555555555	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	B44	1	0.6688701611410612	0.11764705882352941	1.0
exact_peptide_hla_holdout	late_prespecified_equal_weight_Cw0.5_qk_quantum_only_gamma1	hla_supertype	C12	1	0.6928477622178845	0.05555555555555555	1.0
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	A01	5	0.5635890345236543	0.2777777777777778	0.4
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	A02	33	0.4899860909643983	0.4117647058823529	0.30303030303030304
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	A03	15	0.45102819415071177	0.5882352941176471	0.06666666666666667
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	A11	2	0.5258865716618542	0.41666666666666663	0.5
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	A24	3	0.18116582749112406	0.8888888888888888	0.0
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	A26	2	0.4800803754220501	0.3741830065359477	0.0
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	A68	1	0.4511197724177715	0.5	1.0
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	B07	4	0.3130146548125125	0.7140522875816994	0.0
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	B08	2	0.34197758961646735	0.5882352941176471	0.5
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	B27	19	0.3886810095481833	0.6111111111111112	0.10526315789473684
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	B35	1	0.8537328220323516	0.05555555555555555	1.0
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	B44	1	0.8197091907391741	0.058823529411764705	1.0
exact_peptide_hla_holdout	qk_no_anchor_gamma1	hla_supertype	C12	1	0.5714829518514113	0.4444444444444444	1.0
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	A01	5	0.31904929291068596	0.7222222222222222	0.4
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	A02	33	0.49216807222538617	0.4444444444444444	0.30303030303030304
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	A03	15	0.5608181804971033	0.4117647058823529	0.06666666666666667
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	A11	2	0.2745475011747288	0.7777777777777778	0.5
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	A24	3	0.2615899946368167	0.8888888888888888	0.0
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	A26	2	0.6529903769361518	0.22875816993464052	0.0
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	A68	1	0.7247918647426446	0.2777777777777778	1.0
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	B07	4	0.32599461362473675	0.7124183006535948	0.0
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	B08	2	0.4932615126792044	0.5882352941176471	0.5
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	B27	19	0.40610630550845234	0.6111111111111112	0.10526315789473684
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	B35	1	0.9457738826083508	0.05555555555555555	1.0
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	B44	1	0.7675034877944484	0.17647058823529413	1.0
exact_peptide_hla_holdout	qk_quantum_only_gamma1	hla_supertype	C12	1	0.8466075607307972	0.05555555555555555	1.0
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	A01	5	0.444980662061623	0.2727272727272727	0.4
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	A02	33	0.4034806087146661	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	A03	15	0.3513125788587296	0.5625	0.06666666666666667
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	A11	2	0.23117278428565619	0.8500000000000001	0.5
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	A24	3	0.3930239925355989	0.8181818181818182	0.0
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	A26	2	0.4297460651121159	0.5	0.0
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	A68	1	0.5182277283299391	0.1	1.0
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	B07	4	0.3649372836002776	0.45	0.0
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	B08	2	0.2354284914664079	0.85	0.5
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	B27	19	0.29949161177884304	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	B35	1	0.3822684029927587	0.7272727272727273	1.0
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	B44	1	0.5415597748308184	0.0625	1.0
hla_stratified_group_5fold	C_counterfactual_rf	hla_supertype	C12	1	0.4868663963138849	0.2	1.0
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	A01	5	0.49409730504073907	0.5454545454545454	0.4
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	A02	33	0.298690164580736	0.5151515151515151	0.30303030303030304
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	A03	15	0.3814186332550861	0.5625	0.06666666666666667
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	A11	2	0.42989899094848116	0.25	0.5
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	A24	3	0.3597461922603289	0.6363636363636364	0.0
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	A26	2	0.617340939354766	0.3181818181818182	0.0
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	A68	1	0.3330176046841314	0.8	1.0
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	B07	4	0.31374055408805124	0.75	0.0
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	B08	2	0.40192252452065463	0.44999999999999996	0.5
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	B27	19	0.4985548863242764	0.5263157894736842	0.10526315789473684
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	B35	1	0.2820309150998465	0.9090909090909091	1.0
hla_stratified_group_5fold	D_structure_geometry_rf	hla_supertype	B44	1	0.4280260803503289	0.4375	1.0
