cohort	sample_id	histology	diff_score	score_type
TCGA-THCA	TCGA-J8-A42S-01A	PTC	0.0219982321864416	tds_score (z)
TCGA-THCA	TCGA-EL-A4JX-01A	PTC	-1.4772461012149485	tds_score (z)
TCGA-THCA	TCGA-DE-A0Y2-01A	PTC	-0.7227682314662991	tds_score (z)
TCGA-THCA	TCGA-EL-A4JV-01A	PTC	1.232890442185104	tds_score (z)
TCGA-THCA	TCGA-KS-A4I1-01A	PTC	-1.4180079155986465	tds_score (z)
TCGA-THCA	TCGA-CE-A27D-01A	PTC	1.167734325926522	tds_score (z)
TCGA-THCA	TCGA-BJ-A0Z0-01A	PTC	1.780209132321683	tds_score (z)
TCGA-THCA	TCGA-EL-A3CU-01A	PTC	-0.6545502786045438	tds_score (z)
TCGA-THCA	TCGA-EM-A2CK-01A	PTC	1.421059998385227	tds_score (z)
TCGA-THCA	TCGA-FK-A4UB-01A	PTC	-0.0620744700689821	tds_score (z)
TCGA-THCA	TCGA-ET-A2N5-01A	PTC	1.082167372797056	tds_score (z)
TCGA-THCA	TCGA-EM-A2P0-01A	PTC	0.5768259841025641	tds_score (z)
TCGA-THCA	TCGA-H2-A421-01A	PTC	-0.6858492484942915	tds_score (z)
TCGA-THCA	TCGA-CE-A483-01A	PTC	-0.5533984944478052	tds_score (z)
TCGA-THCA	TCGA-FY-A76V-01A	PTC	0.656026926775279	tds_score (z)
TCGA-THCA	TCGA-EL-A3GX-01A	PTC	-1.2866134339491129	tds_score (z)
TCGA-THCA	TCGA-DO-A2HM-01B	PTC	-1.1134186501110983	tds_score (z)
TCGA-THCA	TCGA-IM-A3U2-01A	PTC	-1.2904375976647189	tds_score (z)
TCGA-THCA	TCGA-EL-A3T0-01A	PTC	0.9686225879458776	tds_score (z)
TCGA-THCA	TCGA-E3-A3E1-01A	PTC	0.1127376532014596	tds_score (z)
TCGA-THCA	TCGA-ET-A3BX-01A	PTC	-0.7685734551340949	tds_score (z)
TCGA-THCA	TCGA-BJ-A0ZJ-01A	PTC	0.6789837708284189	tds_score (z)
TCGA-THCA	TCGA-EL-A3T9-01A	PTC	-1.7585357047145167	tds_score (z)
TCGA-THCA	TCGA-EM-A1YD-01A	PTC	1.86333688446472	tds_score (z)
TCGA-THCA	TCGA-ET-A3BP-01A	PTC	-0.9289408409720638	tds_score (z)
TCGA-THCA	TCGA-EL-A3H1-01A	PTC	1.422441288944181	tds_score (z)
TCGA-THCA	TCGA-DJ-A3VK-01A	PTC	0.6437996352214903	tds_score (z)
TCGA-THCA	TCGA-EM-A4FR-01A	PTC	0.8370935754143851	tds_score (z)
TCGA-THCA	TCGA-EM-A22M-01A	PTC	-0.6182644204166525	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZR-01A	PTC	0.9613438006443302	tds_score (z)
TCGA-THCA	TCGA-DJ-A4UW-01A	PTC	0.4482473007363403	tds_score (z)
TCGA-THCA	TCGA-DJ-A13V-01A	PTC	-0.8558969712490996	tds_score (z)
TCGA-THCA	TCGA-E8-A417-01A	PTC	-0.5193727234684906	tds_score (z)
TCGA-THCA	TCGA-EM-A2P1-06A	PTC	-1.4031710054586903	tds_score (z)
TCGA-THCA	TCGA-DJ-A1QQ-01A	PTC	0.177431861733247	tds_score (z)
TCGA-THCA	TCGA-ET-A39R-01A	PTC	-0.0289760300467547	tds_score (z)
TCGA-THCA	TCGA-ET-A3DR-01A	PTC	0.8257992523540426	tds_score (z)
TCGA-THCA	TCGA-ET-A2N3-01B	PTC	1.014181435267811	tds_score (z)
TCGA-THCA	TCGA-CE-A485-01A	PTC	0.0916125037386875	tds_score (z)
TCGA-THCA	TCGA-ET-A3DT-01A	PTC	-0.816336176550271	tds_score (z)
TCGA-THCA	TCGA-CE-A13K-01A	PTC	-0.2313130312436881	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V8-01A	PTC	-0.5307542730863879	tds_score (z)
TCGA-THCA	TCGA-BJ-A290-01A	PTC	-1.1740214560723503	tds_score (z)
TCGA-THCA	TCGA-ET-A3BO-01A	PTC	-0.9933429472085352	tds_score (z)
TCGA-THCA	TCGA-EL-A3N3-01A	PTC	-1.1769808817360998	tds_score (z)
TCGA-THCA	TCGA-DJ-A1QH-01A	PTC	-0.9412490670418414	tds_score (z)
TCGA-THCA	TCGA-J8-A3O2-06A	PTC	-0.8560511514087259	tds_score (z)
TCGA-THCA	TCGA-DJ-A2Q9-01A	PTC	-0.8012850571158867	tds_score (z)
TCGA-THCA	TCGA-BJ-A190-01A	PTC	1.7723672542500508	tds_score (z)
TCGA-THCA	TCGA-DE-A3KN-01A	PTC	0.2174194754027174	tds_score (z)
TCGA-THCA	TCGA-EM-A3AL-01A	PTC	1.506689736744809	tds_score (z)
TCGA-THCA	TCGA-ET-A25R-01A	PTC	-0.9661216484714368	tds_score (z)
TCGA-THCA	TCGA-EM-A1YC-01A	PTC	0.9495095436810288	tds_score (z)
TCGA-THCA	TCGA-ET-A3DO-01A	PTC	-1.4256218128057472	tds_score (z)
TCGA-THCA	TCGA-EM-A3SZ-01A	PTC	-0.9528307465119136	tds_score (z)
TCGA-THCA	TCGA-BJ-A18Z-01A	PTC	-0.6707673060691922	tds_score (z)
TCGA-THCA	TCGA-EM-A4FK-01A	PTC	1.417724419238661	tds_score (z)
TCGA-THCA	TCGA-EM-A3FK-01A	PTC	-0.4365397953944876	tds_score (z)
TCGA-THCA	TCGA-EM-A3SX-01A	PTC	-0.5091192448489222	tds_score (z)
TCGA-THCA	TCGA-BJ-A0Z5-01A	PTC	-0.3403717972514249	tds_score (z)
TCGA-THCA	TCGA-EM-A4FM-01A	PTC	-1.7398570409660066	tds_score (z)
TCGA-THCA	TCGA-EL-A3GY-01A	PTC	-0.7571849018738788	tds_score (z)
TCGA-THCA	TCGA-DO-A1JZ-01A	PTC	-0.1201765190641349	tds_score (z)
TCGA-THCA	TCGA-EM-A3AO-01A	PTC	-0.0428990680184714	tds_score (z)
TCGA-THCA	TCGA-ET-A39J-01A	PTC	-0.2683332200509817	tds_score (z)
TCGA-THCA	TCGA-E8-A437-01A	PTC	0.0387018019769158	tds_score (z)
TCGA-THCA	TCGA-EM-A2OZ-01A	PTC	-0.5144692783420817	tds_score (z)
TCGA-THCA	TCGA-EM-A1CW-01A	PTC	1.232869908533138	tds_score (z)
TCGA-THCA	TCGA-DJ-A3VM-01A	PTC	0.5660140665948501	tds_score (z)
TCGA-THCA	TCGA-EM-A2CL-01A	PTC	1.3361329121013612	tds_score (z)
TCGA-THCA	TCGA-ET-A40T-01A	PTC	-0.2871672725333954	tds_score (z)
TCGA-THCA	TCGA-ET-A25K-01A	PTC	-0.3936651405694513	tds_score (z)
TCGA-THCA	TCGA-FE-A236-01A	PTC	-0.774457052294777	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZQ-01A	PTC	-1.6328156463373853	tds_score (z)
TCGA-THCA	TCGA-EL-A3CP-01A	PTC	-0.8254063368373267	tds_score (z)
TCGA-THCA	TCGA-DJ-A1QM-01A	PTC	1.7525030638037569	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UQ-01A	PTC	-0.395244375466618	tds_score (z)
TCGA-THCA	TCGA-BJ-A0ZF-01A	PTC	1.0390156777187884	tds_score (z)
TCGA-THCA	TCGA-EM-A3O7-01A	PTC	-0.6039034459719554	tds_score (z)
TCGA-THCA	TCGA-IM-A3EB-01A	PTC	-0.5864007799509153	tds_score (z)
TCGA-THCA	TCGA-EL-A3ZO-01A	PTC	-1.505102279596123	tds_score (z)
TCGA-THCA	TCGA-EL-A3H5-01A	PTC	-2.0660007372249263	tds_score (z)
TCGA-THCA	TCGA-EM-A3AK-01A	PTC	-0.0204319182882024	tds_score (z)
TCGA-THCA	TCGA-ET-A25L-01A	PTC	-1.073690473980687	tds_score (z)
TCGA-THCA	TCGA-FY-A3ON-01A	PTC	-0.0575152263115646	tds_score (z)
TCGA-THCA	TCGA-DE-A4MB-01A	PTC	-0.5272339202533367	tds_score (z)
TCGA-THCA	TCGA-EL-A3CT-01A	PTC	-1.0649121486689666	tds_score (z)
TCGA-THCA	TCGA-ET-A2MZ-01A	PTC	-0.2410994293419776	tds_score (z)
TCGA-THCA	TCGA-EM-A4FU-01A	PTC	0.7684537532089246	tds_score (z)
TCGA-THCA	TCGA-EM-A1CU-01A	PTC	-0.5629684157059462	tds_score (z)
TCGA-THCA	TCGA-FY-A3TY-01A	PTC	0.2151062862192959	tds_score (z)
TCGA-THCA	TCGA-EM-A3FN-01A	PTC	1.2552456427451553	tds_score (z)
TCGA-THCA	TCGA-E3-A3DZ-01A	PTC	1.571826622683106	tds_score (z)
TCGA-THCA	TCGA-EM-A1YA-01A	PTC	0.8165325245939314	tds_score (z)
TCGA-THCA	TCGA-EL-A4KH-01A	PTC	-0.4392196130780095	tds_score (z)
TCGA-THCA	TCGA-E3-A3E0-01A	PTC	0.4766911885086747	tds_score (z)
TCGA-THCA	TCGA-FE-A232-01A	PTC	0.5836525571577885	tds_score (z)
TCGA-THCA	TCGA-BJ-A0ZC-01A	PTC	1.6663766635766368	tds_score (z)
TCGA-THCA	TCGA-EM-A2CU-01A	PTC	0.5190631562243548	tds_score (z)
TCGA-THCA	TCGA-DJ-A2PV-01A	PTC	0.0696996521711668	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V3-01A	PTC	0.0641055538293027	tds_score (z)
TCGA-THCA	TCGA-BJ-A45K-01A	PTC	1.2786714441985847	tds_score (z)
TCGA-THCA	TCGA-EM-A3OB-01A	PTC	0.9151129092117212	tds_score (z)
TCGA-THCA	TCGA-FY-A3R6-01A	PTC	0.3381021604275612	tds_score (z)
TCGA-THCA	TCGA-E8-A2EA-01A	PTC	-0.7567863724194821	tds_score (z)
TCGA-THCA	TCGA-DJ-A3V7-01A	PTC	-0.8704449174548302	tds_score (z)
TCGA-THCA	TCGA-IM-A41Z-01A	PTC	0.6066114165258928	tds_score (z)
TCGA-THCA	TCGA-EL-A3CX-01A	PTC	-3.443463273129545	tds_score (z)
TCGA-THCA	TCGA-EM-A2OX-01A	PTC	-0.3962649013209113	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UT-01A	PTC	1.466395631307836	tds_score (z)
TCGA-THCA	TCGA-J8-A3YH-01A	PTC	-0.6602749006831912	tds_score (z)
TCGA-THCA	TCGA-FY-A3NN-01A	PTC	-0.2659028174710281	tds_score (z)
TCGA-THCA	TCGA-EM-A1YB-01A	PTC	-0.167891063905532	tds_score (z)
TCGA-THCA	TCGA-DJ-A4V4-01A	PTC	0.0431528000846305	tds_score (z)
TCGA-THCA	TCGA-ET-A3DV-01A	PTC	1.3565693047897684	tds_score (z)
TCGA-THCA	TCGA-EM-A4FF-01A	PTC	-0.7896723324222414	tds_score (z)
TCGA-THCA	TCGA-DJ-A13M-01A	PTC	1.1172026619644568	tds_score (z)
TCGA-THCA	TCGA-EL-A3D1-01A	PTC	-0.3712558364870386	tds_score (z)
TCGA-THCA	TCGA-BJ-A28V-01A	PTC	1.8000522615362062	tds_score (z)
TCGA-THCA	TCGA-BJ-A3EZ-01A	PTC	-0.727976590774442	tds_score (z)
TCGA-THCA	TCGA-H2-A3RI-01A	PTC	-0.5333946339209502	tds_score (z)
TCGA-THCA	TCGA-EM-A3FP-01A	PTC	1.5502803816539084	tds_score (z)
TCGA-THCA	TCGA-ET-A3DU-01A	PTC	-1.4532454446821317	tds_score (z)
TCGA-THCA	TCGA-EM-A22N-01A	PTC	1.3898522309062922	tds_score (z)
TCGA-THCA	TCGA-DE-A0Y3-01B	PTC	-0.943163590400704	tds_score (z)
TCGA-THCA	TCGA-FY-A3BL-01A	PTC	-0.354411950588308	tds_score (z)
TCGA-THCA	TCGA-QD-A8IV-01A	PTC	1.5445052213429955	tds_score (z)
TCGA-THCA	TCGA-FY-A3R8-01A	PTC	-1.077209283712348	tds_score (z)
TCGA-THCA	TCGA-EM-A22J-01A	PTC	0.8992803544146709	tds_score (z)
TCGA-THCA	TCGA-FE-A235-01A	PTC	-0.5540922601415247	tds_score (z)
TCGA-THCA	TCGA-ET-A3BS-01A	PTC	-1.1386352240407145	tds_score (z)
TCGA-THCA	TCGA-J8-A3YE-01A	PTC	-0.9272984612468246	tds_score (z)
TCGA-THCA	TCGA-EM-A2CT-01A	PTC	0.7557294772754715	tds_score (z)
TCGA-THCA	TCGA-DJ-A3VL-01A	PTC	1.0562268119114284	tds_score (z)
TCGA-THCA	TCGA-EM-A3FJ-01A	PTC	0.2461485287577848	tds_score (z)
TCGA-THCA	TCGA-DJ-A1QG-01A	PTC	0.2054483754228123	tds_score (z)
TCGA-THCA	TCGA-EM-A4G1-01A	PTC	0.314762319444351	tds_score (z)
TCGA-THCA	TCGA-BJ-A4O9-01A	PTC	-0.6982821812625721	tds_score (z)
TCGA-THCA	TCGA-DE-A4MD-01A	PTC	-1.480609736471212	tds_score (z)
TCGA-THCA	TCGA-DE-A4MD-06A	PTC	-1.2151249119213738	tds_score (z)
TCGA-THCA	TCGA-EM-A3FL-01A	PTC	1.5326172318538078	tds_score (z)
TCGA-THCA	TCGA-FY-A3I4-01A	PTC	0.7997619278721476	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UM-01A	PTC	-0.4142088361637875	tds_score (z)
TCGA-THCA	TCGA-EM-A2OY-01A	PTC	0.910618819629821	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UK-01A	PTC	-0.3297305943296507	tds_score (z)
TCGA-THCA	TCGA-EM-A3AJ-01A	PTC	0.7550427587590749	tds_score (z)
TCGA-THCA	TCGA-FY-A3R9-01A	PTC	1.2495855612053917	tds_score (z)
TCGA-THCA	TCGA-L6-A4EQ-01A	PTC	-0.4408918203950502	tds_score (z)
TCGA-THCA	TCGA-DJ-A3UO-01A	PTC	-0.3373486641332337	tds_score (z)
TCGA-THCA	TCGA-DJ-A1QD-01A	PTC	-0.8379484838407878	tds_score (z)
TCGA-THCA	TCGA-DJ-A4V2-01A	PTC	-0.5530817273761031	tds_score (z)
TCGA-THCA	TCGA-EL-A4K7-01A	PTC	-0.9145498728185242	tds_score (z)
TCGA-THCA	TCGA-MK-A4N6-01A	PTC	-1.2049647255039408	tds_score (z)
TCGA-THCA	TCGA-EL-A3GP-01A	PTC	-1.1571803926856994	tds_score (z)
TCGA-THCA	TCGA-EL-A3GU-01A	PTC	-0.7596028969796587	tds_score (z)
TCGA-THCA	TCGA-FE-A238-01A	PTC	-0.4716988011366149	tds_score (z)
TCGA-THCA	TCGA-CE-A3ME-01A	PTC	-1.089421647601693	tds_score (z)
TCGA-THCA	TCGA-EM-A4FO-01A	PTC	0.6013406508858378	tds_score (z)
TCGA-THCA	TCGA-IM-A420-01A	PTC	-0.9320835995014112	tds_score (z)
TCGA-THCA	TCGA-DJ-A2Q1-01A	PTC	-2.432014396494816	tds_score (z)
TCGA-THCA	TCGA-FK-A3SH-01A	PTC	-0.9743094116113388	tds_score (z)
TCGA-THCA	TCGA-EM-A1YE-01A	PTC	1.8113300270480308	tds_score (z)
TCGA-THCA	TCGA-KS-A4I5-01A	PTC	-0.7220422926659098	tds_score (z)
TCGA-THCA	TCGA-EL-A3GV-01A	PTC	-0.1150870496282985	tds_score (z)
TCGA-THCA	TCGA-FE-A233-01A	PTC	-0.4849047475981568	tds_score (z)
TCGA-THCA	TCGA-EL-A3MX-01A	PTC	-1.3925696906735552	tds_score (z)
TCGA-THCA	TCGA-BJ-A45D-01A	PTC	0.7583418439593222	tds_score (z)
TCGA-THCA	TCGA-MK-A4N7-01A	PTC	-1.371573850206677	tds_score (z)
