method_name	method_family	method_role	uses_public_pretraining	clean_comparator_allowed	hla_stress_n_splits	hla_stress_median_AUPRC	hla_stress_min_AUPRC	hla_stress_median_top10_precision	hla_stress_median_ECE	other_n_splits	other_median_AUPRC	other_min_AUPRC	other_median_top10_precision	other_median_ECE	overall_n_splits	overall_median_AUPRC	overall_min_AUPRC	overall_median_top10_precision	overall_median_ECE	overlap_audit_n_splits	overlap_audit_median_AUPRC	overlap_audit_min_AUPRC	overlap_audit_median_top10_precision	overlap_audit_median_ECE	source_heldout_n_splits	source_heldout_median_AUPRC	source_heldout_min_AUPRC	source_heldout_median_top10_precision	source_heldout_median_ECE	study_heldout_n_splits	study_heldout_median_AUPRC	study_heldout_min_AUPRC	study_heldout_median_top10_precision	study_heldout_median_ECE	bma_v2_weight	bma_v2_utility_norm	bma_v2_use_class	stress_min_floor	stress_delta_floor	public_or_clean_comparator_penalty	fallback_role_cap	contract_source_heldout_pass	contract_hla_stress_pass	contract_low_prevalence_pass	contract_topk_pass	contract_calibration_pass	contract_clean_internal_pass	external_claim_contract_v2	required_next_evidence
anchor_rf_retrained_cf	internal_baseline	anchor	False	True	66	0.7878967904711611	0.0207063443143163	0.9	0.2664588155212711	46	0.7965210805133229	0.0277777777777777	0.9	0.2632922736925636	1	0.5447970582816675	0.5447970582816675	1.0	0.0173935869849584	1	0.0219082719082719	0.0219082719082719	0.0	0.4520947603337129	9	0.0528065000510201	0.0193743808682918	0.1	0.3549360306491002	4	0.1835492604628449	0.0193743808682918	0.05	0.36455095652842306	0.029765978069015653	0.5363470500307055	secondary_diversity_expert	0.0193743808682918	-0.7722236021652791	1.0	0.85	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
Wave8_TCR_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	29	0.5660575303453239	0.1926098458707154	1.0	0.17260330427676174	30	0.5671055773999647	0.1926098458707154	1.0	0.23419124789840104	1	0.5405467743747571	0.5405467743747571	0.9	0.0575513309221731	1	0.5592259611967089	0.5592259611967089	1.0	0.069729646887022	4	0.7380355709181972	0.4659765670762248	0.8	0.11326691314090676	3	0.5083721741374267	0.4659765670762248	0.7	0.0650974407778237	0.026017260848609686	0.46879968377577436	secondary_diversity_expert	0.1926098458707154	-0.2213260671876947	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
anchor_rf	internal_baseline	anchor	False	True	69	0.7136904761904761	0.027027027027027	0.9	0.2763716478153124	47	0.8006172839506173	0.027027027027027	0.8333333333333334	0.2753163196124259	1	0.5276446976860942	0.5276446976860942	0.1	0.0718260243227941	2	0.14659804374484475	0.1214974393789536	0.05	0.2948706229361928	11	0.1421778284817008	0.0101981655912951	0.4	0.2968238902743304	7	0.3039720196547433	0.0101981655912951	0.4	0.285447999771559	0.025981099926247423	0.4681481075369415	secondary_diversity_expert	0.0101981655912951	-0.7267115667969799	1.0	0.85	False	False	False	False	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
RF_biophys	internal_baseline	internal_candidate	False	True	29	0.5414147546841853	0.1741071428571428	1.0	0.28886562040041264	29	0.6055452764461288	0.1741071428571428	1.0	0.3042321852286142	1	0.6019232838616885	0.6019232838616885	0.7	0.0787245354986062	1	0.4115897799926022	0.4115897799926022	0.3	0.1872641396220302	4	0.8958249770670433	0.4168074256285534	0.7	0.25480679826434904	3	0.8299152602565358	0.4168074256285534	0.7	0.1800336548067092	0.025481148007991568	0.4591395765257317	secondary_diversity_expert	0.1741071428571428	-0.1629689754689754	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
Wave8_TCR_motif_only	tcr_aware	internal_candidate	False	True	29	0.5540643954126496	0.1468691802025135	1.0	0.1306415056063233	30	0.5279777970567444	0.0918679696684803	1.0	0.18443592318239632	1	0.5380495438990032	0.5380495438990032	0.7	0.0240133454402741	1	0.5471147440532573	0.5471147440532573	0.8	0.0408263824803559	4	0.7101852577598431	0.5315686001579615	0.8	0.1664622643484405	3	0.5394572158563865	0.5315686001579615	0.8	0.0794329313729736	0.023289715749758296	0.41965260840661517	secondary_diversity_expert	0.1468691802025135	-0.2544917760926533	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
Wave8_SelfSim_no_exact	tcr_aware	internal_candidate	False	True	29	0.5469754558751541	0.1499682034976152	1.0	0.21925782699325513	29	0.6197822375028172	0.1499682034976152	1.0	0.2369792020769122	1	0.4706165702986158	0.4706165702986158	0.6	0.0330754787892652	1	0.5060506133332515	0.5060506133332515	0.6	0.049277457402743	4	0.6766723222657707	0.419994353212838	0.7	0.051113455958015	3	0.4438208350077318	0.419994353212838	0.7	0.0367293546813623	0.022556100698441953	0.40643374935487037	secondary_diversity_expert	0.1499682034976152	-0.1695915399959517	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
Wave8_TCR_SelfSim_full	tcr_aware	internal_candidate	False	True	29	0.5200221548539636	0.143032059314954	1.0	0.167946678305051	30	0.48787138787138784	0.143032059314954	1.0	0.2225974847270262	1	0.5365877882622012	0.5365877882622012	0.8	0.052342895031679	1	0.532984807360311	0.532984807360311	0.9	0.0574210110233986	4	0.649256564381675	0.4840385691532086	0.8	0.1890954516158627	3	0.5431712484214699	0.4840385691532086	0.8	0.083759220142291	0.021326842676065223	0.38428400132711665	secondary_diversity_expert	0.143032059314954	-0.3240910324243659	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
Wave8_TCR_only	tcr_aware	internal_candidate	False	True	29	0.574880925125052	0.1584033613445378	1.0	0.19466918947136294	29	0.5809523809523809	0.0465454203361902	1.0	0.2164736234632137	1	0.5594058021535382	0.5594058021535382	0.7	0.0621208514470789	1	0.545808289584757	0.545808289584757	0.8	0.0828713605171615	4	0.5592446035155052	0.555988455988456	0.6	0.1787841870746958	3	0.5625007510425544	0.555988455988456	0.6	0.0868580569461497	0.021191731975657692	0.3818494693448939	secondary_diversity_expert	0.1584033613445378	-0.2533376308777377	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
sourceheld_counterfactual_rf	internal_baseline	internal_candidate	False	True	66	0.8766666666666667	0.0085453368680437	1.0	0.2617810815520549	50	0.873770996360022	0.0109732995762407	0.9	0.25825233638550316	1	0.7203112563490297	0.7203112563490297	1.0	0.0498392454168357	1	0.0088882294322811	0.0088882294322811	0.0	0.4108392615085765	5	0.0523376907446377	0.0109732995762407	0.0	0.2990823783620369	4	0.17471218136815153	0.0109732995762407	0.05	0.2957353585126401	0.020761249600559993	0.3740926957747957	secondary_diversity_expert	0.0109732995762407	-0.7740333278534717	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
Wave8_SelfSim_full	tcr_aware	internal_candidate	False	True	29	0.48403403158921887	0.133215769245181	1.0	0.21214780860030968	29	0.5703703703703703	0.133215769245181	1.0	0.2446290053387478	1	0.4356410317253513	0.4356410317253513	0.4	0.0417328456189895	1	0.4852098719281149	0.4852098719281149	0.5	0.0656848536778552	4	0.5913497145439618	0.4097690689802341	0.6	0.14531435197641285	3	0.4253298145754519	0.4097690689802341	0.5	0.0807723817759294	0.020061303458872953	0.3614805098958779	secondary_diversity_expert	0.133215769245181	-0.198941798941799	1.0	1.0	True	False	False	True	True	True	internal_support_only_until_stress_axes_pass	HLA stress rescue or allele support cap
sourceheld_prespecified_late_fusion_w0.5	ensemble_or_fusion	internal_candidate	False	True	66	0.6881313131313131	0.0226087818416096	0.95	0.2288347056205725	50	0.7140421298984626	0.0232558139534883	0.9	0.246135776687765	1	0.6246588202890396	0.6246588202890396	0.9	0.0415583336705757	1	0.0231815307901835	0.0231815307901835	0.0	0.4431709905516641	5	0.0683169324722461	0.0238576408517052	0.0	0.3567821366524514	4	0.20397118377190426	0.0238576408517052	0.25	0.3491612393676415	0.018312873108376808	0.32997590223613793	bounded_fallback_only	0.0232558139534883	-0.7635657551737515	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
source_balanced_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	66	0.9583333333333331	0.0138398510242085	1.0	0.0938813666010113	46	0.982657804501111	0.4143608881671403	1.0	0.08973375820913435	1	0.8947907914753821	0.8947907914753821	1.0	0.0058585493942249	1	0.0144736842105263	0.0144736842105263	0.0	0.0980138613895425	9	0.0575330050751436	0.0134206896933711	0.0	0.0705204713461106	4	0.17710080027917494	0.0134206896933711	0.1	0.076841475596554	0.01668987228690994	0.30073138351839795	bounded_fallback_only	0.0134206896933711	-0.7681645308211812	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
pu_weighted_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	66	0.9416666666666668	0.0139104220499569	1.0	0.1149424057676583	46	0.9612724994303943	0.5402184842721927	1.0	0.10680326781108371	1	0.8856725912712797	0.8856725912712797	0.9	0.0069966201259777	1	0.0144703749195765	0.0144703749195765	0.0	0.1261348651848449	9	0.0523063566983933	0.013621057371614	0.0	0.0688289121566724	4	0.17100253583568964	0.013621057371614	0.1	0.07924075178598665	0.01609998620835628	0.2901023473297377	bounded_fallback_only	0.013621057371614	-0.7759109371718592	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
source_balanced_plus_pu_rf_train_prior_calibrated	classical_biophysical	internal_candidate	False	True	66	0.9416666666666668	0.0165165165165165	1.0	0.1023827363769291	46	0.9669784580498868	0.3694444444444444	1.0	0.106828969044306	1	0.8875987835191747	0.8875987835191747	0.9	0.009355590124489	1	0.0172996619606283	0.0172996619606283	0.0	0.0940727519070871	9	0.0510872880100031	0.0157838179519595	0.0	0.0646738691543192	4	0.16330347110165766	0.0157838179519595	0.05	0.07704621725757879	0.016091052272217642	0.2899413685679442	bounded_fallback_only	0.0157838179519595	-0.7714900312167059	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
Stack_LR_OOF_E3b	ensemble_or_fusion	internal_candidate	False	True	15	0.6039869700522915	0.0769230769230769	0.5	0.3160756366323238	15	0.5	0.0769230769230769	0.5	0.3378346659009974	1	0.3650150053825667	0.3650150053825667	0.4	0.1408053344056548	1	0.3763517352827672	0.3763517352827672	0.5	0.1311919274178234	3	0.9055555555555554	0.3118597737090779	0.6	0.3181818181818182	2	0.6087076646323166	0.3118597737090779	0.5	0.23042386855737879	0.015733505450231045	0.2834988057609796	bounded_fallback_only	0.0769230769230769	-0.1153734240905293	1.0	1.0	False	False	False	True	True	True	internal_support_only_until_stress_axes_pass	source-heldout rescue or source-stratified cap
