	sig_score	HLA_II	HLA_I	B_cell	TLS	g8_RAI	hashi_GMM	hashi_otsu	hashi_top10	hashi_top20	hashi_top30
GSM6590921	-1.1964787844256837	-0.5926900911425514	-0.4277613450827405	-0.5740973885493891	-0.4158976410197861	0.6324159666738347	0	0	0	0	0
GSM6590922	-1.1443250059544607	-0.832751165373699	-0.9050910830037796	-0.5299782234438603	-0.4146840816499022	0.9845930704337655	0	0	0	0	0
GSM6590923	-1.37727352501344	-0.17496926975698313	-0.5162177102781343	-0.3833266409958768	-0.16808549717203816	0.7142548798818951	0	0	0	0	0
GSM6590924	-1.0090012272782238	-0.36872287652799196	-0.2647139530549143	0.1532552856994877	0.05836058520511752	0.5105219981118176	0	0	0	0	0
GSM6590925	-1.6730255388993491	-1.0847966417594326	-1.232854890566472	-0.7236366836000849	-0.7601625356527563	0.743192553817383	0	0	0	0	0
GSM6590926	-0.17092096725438738	-0.507069231873695	-0.7291814936937708	0.9335433638254895	0.2895367840852345	0.5503235128737899	0	0	0	0	0
GSM6590927	-0.6769589481794924	-1.0712108033556378	-1.3763971242161306	-0.4471146443370693	-0.7068478304698412	0.40413507872446214	0	0	0	0	0
GSM6590928	-1.4166107439019746	-0.38379452596006225	-0.5067910222650771	-0.591390202118793	-0.39606074686443415	0.8911803411446909	0	0	0	0	0
GSM6590929	-1.5274164410461117	-0.459568066361954	-0.4840296449848203	-0.5715865165530163	-0.4275154631475113	0.5338795734543661	0	0	0	0	0
GSM6590930	0.3610151275918124	1.050305276266989	1.236817053504005	1.769717837550273	1.680958698011722	0.8189138535299029	0	0	0	0	1
GSM6590931	2.264743449639164	1.7174531239327369	1.527560346736332	2.5698818502064187	2.3993814999100405	-0.1581255057258106	1	1	1	1	1
GSM6590932	1.6078988310292095	1.3714235291856542	1.402363363781487	2.3604375959499206	2.181883957805271	0.17676510839973886	1	1	1	1	1
GSM6590933	0.3121194975394495	-0.3097074123335285	0.11844623177187781	0.9189809119441875	0.5669724256247458	-0.07104528373656246	0	0	0	0	0
GSM6590934	-1.2241037176092846	-0.4978234258733333	-0.6463775580253708	-0.472980835563634	-0.2908995171081424	0.7890225561711072	0	0	0	0	0
GSM6590935	-0.6547679183419219	-0.23063414566298998	-0.25264939938257086	0.5631063524040928	0.6486028414334178	0.7557466460287385	0	0	0	0	0
GSM6590936	-1.3125607878432388	-0.2723963924299836	-0.3534159995449799	-0.3750163650371577	-0.2973867665925658	0.7871602872599498	0	0	0	0	0
GSM6590937	-1.4598059056849446	-0.9062033796809619	-0.38424143298370794	-0.5165904079300353	-0.5290042031788706	0.5011658621126367	0	0	0	0	0
GSM6590938	-0.9531028693258593	-0.04031273128541128	0.1935354566607144	-0.14353339853833935	0.1289107564810412	0.6807134784255148	0	0	0	0	0
GSM6590939	-1.2164420484431269	-0.14972564376622496	-0.10743485668466747	-0.4318549808428247	0.03802194919395053	0.05435835294903221	0	0	0	0	0
GSM6590940	-1.7027797581718251	-0.9467149054079768	-0.8269672860062518	-0.6299002722092587	-0.5699045836215136	0.5183363103283531	0	0	0	0	0
GSM6590941	-1.2974769006888232	-0.4189293234295909	-0.5722905641067846	-0.33660595032479607	-0.2370753104220674	0.6058439217418514	0	0	0	0	0
GSM6590942	-0.8886352688149735	-0.3260310741855157	-0.4327054188635986	0.06839005206928421	0.0036692998977783105	0.6529779141145564	0	0	0	0	0
GSM6590943	0.6098378416092068	0.7995637837157581	0.8822992484275951	1.5851402626824516	1.272148343959533	0.5965467962416746	0	1	0	0	1
GSM6590944	-0.4462788570660715	-1.6357168056084443	-1.2560007616482702	-0.6930283162952366	-1.0746633169105113	0.6562518019599342	0	0	0	0	0
GSM6590945	-1.4970631444662625	-0.8741594407242566	-0.6852001871062446	-0.48873795257789804	-0.3298077577306378	0.935937197096758	0	0	0	0	0
GSM6590946	-0.8565183785844674	0.2501501232306558	0.10159174054312299	-0.19532097211294466	0.35907607298125005	0.32489035029579816	0	0	0	0	0
GSM6590947	-1.7208296273840868	-1.24122018218363	-1.1608509015110628	-0.686809540607606	-0.8104040313596518	0.7127128001773296	0	0	0	0	0
GSM6590948	-0.7117353048448058	-1.2997999885030436	-1.5830635570632088	-0.6576524450149341	-1.0138073779866181	0.589502604418835	0	0	0	0	0
GSM6590949	-1.4422588998513035	-1.0839380989365908	-0.714272429899276	-0.6539570432626667	-0.6020520961388725	0.6450567959618263	0	0	0	0	0
GSM6590950	-1.0884022860301958	-0.8348896494729143	-0.5163228063114176	-0.3872222307042299	-0.22046188409254996	0.7133259295811112	0	0	0	0	0
GSM6590951	-1.4501630698293013	-0.6172399770468786	-0.5889441753411765	-0.6920925319541009	-0.7524571988170848	0.9420375683701394	0	0	0	0	0
GSM6590952	-1.5787310117989772	-0.9271685756269751	-0.8776565568202035	-0.6164413198936779	-0.7287630210315	0.7224212189693848	0	0	0	0	0
GSM6590953	0.017293497730250518	-0.39382638696643174	-0.03463339269516893	0.5263979065810346	0.13057413295436124	0.36260134535036176	0	0	0	0	0
GSM6590954	-1.5275315085182641	-1.2073918756339526	-0.8147305111913293	-0.6267345853851706	-0.6278412020963262	0.5319364528764767	0	0	0	0	0
GSM6590955	-0.738952516387448	-0.6710943462353909	-0.08785140362763202	-0.3349988966706008	-0.7944501422888134	0.9811236123004861	0	0	0	0	0
GSM6590956	-1.4986855668023369	-0.9929134731100817	-0.63801179394634	-0.679098068060716	-0.6030610021938705	0.636428872202703	0	0	0	0	0
GSM6590957	-0.7844615559747615	0.5208471999559869	0.1048006355660913	-0.15929368909162875	0.384203786913744	0.6318129928504095	0	0	0	0	0
GSM6590958	-0.6334862731865598	0.24146470478465618	0.6171225864382069	-0.013886821168606905	0.294591950034687	0.27265169197291794	0	0	0	0	0
GSM6590959	0.9353493035978229	1.1409673730963905	0.9148463236169894	1.9392937109659363	1.893922005368779	0.5311376036766786	1	1	0	1	1
GSM6590960	1.1292773732511396	0.4084286313055501	0.23476129683263455	1.829227753146138	1.032348634196065	0.23044184501590567	1	1	0	1	1
GSM6590961	0.49830344192713916	0.6288532124960471	0.8736668249025732	1.3540359496519798	1.394213003399419	0.8052044307120304	0	1	0	0	1
GSM6590962	-0.5862169869357378	0.022871193810091135	0.394505095691579	0.18949271200040022	0.21293500673212598	0.7064993841198555	0	0	0	0	0
GSM6590963	-1.0895436800686915	-0.3438946827546876	-0.05120717441757558	-0.3422902776793797	-0.16080887357951135	0.9895420621457631	0	0	0	0	0
GSM6590964	0.1973215423571567	-1.0585096736730522	-0.586644884910185	-1.3312938809188528	-0.6614093488008534	-3.506542055445493	0	0	0	0	0
GSM6590965	-0.45765756923453527	0.30407949293320924	0.3186666451208958	0.7022133798950335	0.6444747525526653	0.46557143063492773	0	0	0	0	0
GSM6590966	1.0791648825168674	0.09336535768038608	-0.12468848568973681	1.1620168624466962	0.6972197175433879	0.07664711971838246	1	1	0	1	1
GSM6590967	-0.469939946210629	-1.4120169198120136	-1.6018916169376003	-0.3296114176606065	-0.6417737379047134	0.9164896331583718	0	0	0	0	0
GSM6590968	-0.3395816401437857	-1.3267007454042126	-1.4581135146120419	-0.07211886412021161	-0.4244714190257561	0.37588571838122725	0	0	0	0	0
GSM6590969	-0.4551330700226334	-0.7742454818651175	-1.082417732563946	-0.5999155627055354	-0.5839609992839375	0.5144742746719859	0	0	0	0	0
GSM6590970	-0.10844945367634373	-1.0693665116462656	-1.3901951574097993	-0.3497528654610523	-0.511901610396708	0.5612439334695367	0	0	0	0	0
GSM6590971	0.9695312908156943	-0.41025743108654833	-0.30912458532232684	-0.9917995317900976	-0.7234219515891428	-3.3245992606782178	1	1	0	1	1
GSM6590972	1.4779536071924668	-0.23467507910563562	-0.38418179836957767	1.7088416422962556	0.891008946614407	-0.7177434467248628	1	1	0	1	1
GSM6590973	-0.7699871219456621	-1.7701314070636045	-1.465198845895359	-0.6077041776101594	-0.8405158359884138	0.722565668713153	0	0	0	0	0
GSM6590974	-0.9914369608012251	-1.8528138029613175	-1.7352251954540103	-0.6986408491276963	-1.078377951157706	0.43584486469272915	0	0	0	0	0
GSM6590975	-0.8512317948047505	-2.0231446648481413	-1.9435013835176034	-0.4439439203880944	-0.9669336654043533	0.4867176678878766	0	0	0	0	0
GSM6590976	-0.0023289171369894265	-0.7095100289521684	-0.5107824947296135	0.17847058066665064	-0.1633054251130345	0.5359336611860154	0	0	0	0	0
GSM6590977	-0.5740297503532712	-1.9107473331371978	-2.0936631743498486	-0.76674213788381	-1.1316492048531581	0.7488821956999451	0	0	0	0	0
GSM6590978	-0.5627685048852217	-2.2428721328252594	-2.1102953810849794	-0.9342558475355421	-1.0545840563426363	-0.08051058755768725	0	0	0	0	0
GSM6590979	-0.5841345779389757	-1.4618862523892808	-1.630587430310427	-0.6483041092121792	-0.8882828690876047	0.8509498631547263	0	0	0	0	0
GSM6590980	1.1265068738594834	0.165298531039861	-0.2563966642842917	1.7158828949217877	0.8415895930325168	0.2526233961729615	1	1	0	1	1
GSM6590981	1.483453179570372	0.46840624072785797	-0.013275340391588002	2.1171802889824214	1.2391568198310792	0.37960955233083976	1	1	0	1	1
GSM6590982	-0.9266978113455269	-1.1414406580196137	-1.2375691622488902	-0.41921012706751154	-0.6160559308495008	0.47964309399384925	0	0	0	0	0
GSM6590983	-0.46408377698989955	-0.9159484271784656	-1.1184573473130544	0.041928615897204556	-0.5978932048482645	0.6070991891869749	0	0	0	0	0
GSM6590984	0.9705365715892716	0.11295038905014546	-0.3154682111833725	1.739827756253633	0.7160620808805125	0.41252348031254493	1	1	0	1	1
GSM6590985	-0.07559226985110605	-0.7446263685782746	-0.719852442773799	-0.3199504481713638	-0.40556067045203975	0.6384354064590949	0	0	0	0	0
GSM6590986	1.3151534972445296	0.4915949971194805	0.4342838945196222	1.5973051136856853	0.9848790770118683	0.33132331246142743	1	1	0	1	1
GSM6590987	-0.5510640234738744	-1.20566790482425	-1.308746852480422	-0.3929513818709814	-0.7093470643519382	0.6210411246572829	0	0	0	0	0
GSM6590988	1.3446577603944179	0.41673580337309657	0.222617734668817	1.289442856758778	0.8193133734218168	0.5169898949852836	1	1	0	1	1
GSM6590989	0.9704000753669826	0.06434492270773748	-0.09765507945852432	1.4899618660020433	0.6939482806543052	0.5971519406458007	1	1	0	1	1
GSM6590990	-0.923636989830502	-1.3221684635918265	-1.5611773314782367	-0.590598426569173	-0.8682342632087345	0.7114703810087549	0	0	0	0	0
GSM6590991	-0.11641827980423217	-0.9530332952089786	-1.1378720395927255	0.010389576869786088	-0.3782176949419141	0.22461410134088308	0	0	0	0	0
GSM6590992	-0.572689895315236	-1.5566021457822787	-1.8291787559230248	-0.3460310112608351	-0.9381199167401122	0.7885434058784743	0	0	0	0	0
GSM6590993	-0.12404807703303145	-0.480454471143913	-0.603889554019664	0.3574327951352612	-0.1648241023995994	0.5211651421981714	0	0	0	0	0
GSM6590994	-0.6672335426588155	-1.3223236245936256	-1.5649222034228132	-0.08570282912054507	-0.9080606363143633	0.2705810962827083	0	0	0	0	0
GSM6590995	1.3617221678526616	0.43551210668948126	0.45226742040575807	1.265567552508909	0.5290657243549042	0.3118166849970272	1	1	0	1	1
GSM6590996	-0.7758361482065694	-1.3926673817990745	-1.3830281148623602	-0.6256798992686644	-0.8097364464562063	0.40401281263486816	0	0	0	0	0
GSM6590997	-0.05726750440803528	0.4691517506813754	0.5592322088933318	0.36250085461732223	0.30930206994220544	-0.6118681431377847	0	0	0	0	0
GSM6590998	-1.190896906037001	-0.10048340709950185	-0.16551479052292128	-0.6514787899560839	-0.7127657913119032	0.10844273756283018	0	0	0	0	0
GSM6590999	1.4438046052711866	1.6433009324641101	1.5794888630887483	0.6008580988589	0.7628965309927945	-0.5417792600385719	1	1	0	1	1
GSM6591000	-0.024423175983300828	0.646665889367821	0.3396486938305841	0.04039080572493893	0.17144281401067027	-0.30980104292635446	0	0	0	0	0
GSM6591001	1.3544816809141114	1.4595166511603168	1.204293893284048	0.326935575841026	0.6039883934769342	-0.11309077168670352	1	1	0	1	1
GSM6591002	-0.2869517039556604	-0.03369357454077159	0.36865829535275185	-0.8720714640074799	-0.6594352986338871	-0.6752730911160103	0	0	0	0	0
GSM6591003	-1.0390514490504088	-0.5304349354383731	-0.9817356014245208	-0.45146137176098017	-0.7060542555573273	1.1086285519751191	0	0	0	0	0
GSM6591004	1.5094212157174522	1.238345521787641	1.4286776833432149	0.6077935074040416	0.5866600450696461	-0.24582299166457725	1	1	1	1	1
GSM6591005	0.30922162039892487	0.727090993230618	-0.06005683412523234	-1.1041963456820092	-0.035467281713194014	-2.89717488523676	0	0	0	0	0
GSM6591006	2.1355345467010456	1.8685487052694274	1.738590446397513	2.368453351117527	2.5347406680656137	0.24202511655445613	1	1	1	1	1
GSM6591007	0.0017309740888241387	-1.173383427849326	-1.381505954852089	0.6581333362736563	-0.06632123040149678	0.23583017990177235	0	0	0	0	0
GSM6591008	-0.28861334363251834	-1.6562417176346045	-1.7729546073095779	-0.10761399549005267	-0.6323165057565884	0.5395610922874411	0	0	0	0	0
GSM6591009	-0.48158197264148844	0.726970638585136	0.728626438739933	-0.7609051036362254	-0.600512753112246	-0.5653324247041731	0	0	0	0	0
GSM6591010	-0.1958570268084812	0.9460866365067078	0.22839053229921324	0.1660263068388924	0.31123333133628006	0.26492968459503574	0	0	0	0	0
GSM6591011	2.1008172765307993	1.7727756176929088	1.4726996864901807	2.571557645485026	2.6943737795645855	0.49843593241231143	1	1	1	1	1
GSM6591012	1.7326503066153016	1.4926260518070027	1.3212641435415082	2.234341469222582	2.31947902840149	0.3482391558324364	1	1	1	1	1
GSM6591013	-0.12426354970445963	-0.005029170559550028	0.47910144271787636	-0.8368033912469706	-0.7881110107003325	-0.5156922769876457	0	0	0	0	0
GSM6591014	0.5438073223019052	0.8310129326455813	0.9146007372980974	0.27957216933192813	0.34569470829077975	0.7842234994664721	0	1	0	0	1
GSM6591015	-0.2336954727523945	0.2012810716209847	0.3016893313371758	-0.766155556534169	-0.8218761836043765	-0.6047710598734455	0	0	0	0	0
GSM6591016	-0.11326159829588267	0.7324400412919615	0.6105580676859232	-0.6014781990355219	-0.37535960996414697	-0.8861955837331339	0	0	0	0	0
GSM6591017	-0.3848031548578156	0.09495096696133114	0.5016640857569316	-0.9435694257993875	-0.7698375999132651	-0.3093240719073941	0	0	0	0	0
GSM6591018	0.32093630574852083	0.3765504423049943	0.4174094328667591	-0.3038319011566719	-0.133639384081784	-0.6923262253426831	0	0	0	0	0
GSM6591019	1.4933487234540945	1.5620302028065949	1.340468502857646	0.313759661912703	0.48680427929889447	-0.6516762378283811	1	1	0	1	1
GSM6591020	-0.5840505431384836	0.4395897789948954	0.19082914223165603	-0.609650224573654	0.07527109287859929	0.2920546922914668	0	0	0	0	0
GSM6591021	-0.10797651914919365	0.6537018401799151	0.6910981693873204	-0.7231593482465756	-0.41534657450078344	0.20201805337689552	0	0	0	0	0
GSM6591022	0.02780232377420072	0.4184548738811461	1.0049473881497335	-0.7188468596284855	-0.6397239270674989	-0.33824982686149063	0	0	0	0	0
GSM6591023	-0.1541742540886077	0.2245403057818308	0.3811279495914968	-0.8694097584429272	-0.8229128782458665	-0.6346126103373015	0	0	0	0	0
GSM6591024	-0.5141074859055508	-0.14813349410372292	-0.3848066811241801	-0.6908755881958072	-0.7146062554980729	-0.6798768744498024	0	0	0	0	0
GSM6591025	-0.8161690306883443	0.3245027060331958	0.6321820629796837	-0.24103439056879647	0.13066681670503708	0.685472508123468	0	0	0	0	0
GSM6591026	1.5016468637817417	0.8032731340759771	1.3997191437330792	0.18777243628585438	0.39442822369719743	-0.8859303535143322	1	1	0	1	1
GSM6591027	-0.15262617353680213	0.6723376347935731	0.7478607166026615	-0.6392426351443035	-0.4959301572801032	-0.25094251900402004	0	0	0	0	0
GSM6591028	-0.22122870983128853	0.6066659343471492	0.3272611591105081	-0.43835543821079176	-0.12471947285493008	-0.4990043994129814	0	0	0	0	0
GSM6591029	1.4834282817465323	1.7370215369034052	1.976066869706521	1.2898789794817287	1.137397482032243	0.5158596319970793	1	1	0	1	1
GSM6591030	0.027632860541652676	0.21228073287550697	0.014301681719626362	0.3825471809821543	0.6045715370743824	0.6724448006656973	0	0	0	0	0
GSM6591031	2.1334986715868096	1.4107722138601013	1.4181070782013192	1.2643449470793957	1.8439632945392332	-0.620745744836241	1	1	1	1	1
GSM6591032	-0.3227202989922853	0.5117237308245419	0.3964050763573832	-0.1293363658754322	0.23055034795303028	-0.015692373023478555	0	0	0	0	0
GSM6591033	-0.22325817213954846	0.7634525869989139	0.6604881800561034	-0.9170409435708257	-0.8269536524747902	-0.5968133713262977	0	0	0	0	0
GSM6591034	0.4692217426689357	0.9092780501845285	0.5104194655279127	-0.5410809677138381	-0.11909286745624004	-0.5106696734099541	0	1	0	0	1
GSM6591035	1.630562189911143	0.9328800360676883	0.35891610297853277	0.4881507861500583	0.38210954567678895	-1.1388093585015013	1	1	1	1	1
GSM6591036	-0.18700721676169835	0.4342085629988479	0.7492148473408272	-0.7013960605648158	-0.2071177267708054	-0.40216124685984206	0	0	0	0	0
GSM6591037	-0.06097021263893304	0.3965425369974711	0.5140462667640041	-0.6512920651815693	-0.591463887157611	-0.6204973436538197	0	0	0	0	0
GSM6591038	-0.43423052258802947	0.48117026597263113	0.2012721267754681	-0.4312555775913745	-0.11952281897733458	0.6478278090962489	0	0	0	0	0
GSM6591039	-0.19797255801371383	0.6810372519983435	0.5845892997877407	-0.7992766233115008	-0.3537323567942696	-0.5861580445930606	0	0	0	0	0
GSM6591040	2.942459366929648	1.3313447617447878	1.440117435594191	1.3142647892751487	1.0639654149182487	0.06146243438421717	1	1	1	1	1
GSM6591041	-0.5053645774305144	0.24826862038725267	0.2278568376326527	-0.9091938360262232	-0.3655122508970972	-0.06838862896994866	0	0	0	0	0
GSM6591042	2.429609365849542	1.7298840203181534	2.04918058113092	1.385448990139489	1.8476881454551215	-0.110905264974555	1	1	1	1	1
GSM6591043	0.3143427667563908	0.21215595909648846	-0.4433481206196333	-0.5919847023400956	-0.3926538691152683	-0.9401649798610556	0	0	0	0	0
GSM6591044	0.004641813869439626	0.0370355142897674	0.25189631499837906	-0.5269506640572132	-0.7928321827895236	-0.6217949674611402	0	0	0	0	0
GSM6591045	-0.2190509933596643	-0.6237430963223306	-0.6349213801974964	-0.46769088174562484	-0.48409314983079915	-0.3943304151786657	0	0	0	0	0
GSM6591046	-0.6939095416492806	-0.04042460254379	-0.31243422415706246	-0.6475611900554508	-0.3750098863667017	-0.11397837967932473	0	0	0	0	0
GSM6591047	1.7876544035844535	1.9135795467437635	0.9105853954519583	0.2906913026045136	1.3521630593535268	-1.619100743945997	1	1	1	1	1
GSM6591048	0.22708111451795704	0.7433333414628859	0.7402416126474184	-0.6530437707899891	-0.2384187012441207	-0.49504468531723533	0	0	0	0	0
GSM6591049	0.9541585403584744	1.4552793158749977	1.3360381659643537	-0.18753806739188317	0.04050130286182338	-1.0703228391700814	1	1	0	1	1
GSM6591050	0.10851310695621952	1.1151906363145367	0.8981699743607364	-0.7107810875370509	-0.5475137206461814	-0.834021986736497	0	0	0	0	0
GSM6591051	0.06325463294911138	-0.18456648933367084	0.28507719688962435	-0.6469543785322848	-0.6923342221430223	-0.5466894912098789	0	0	0	0	0
GSM6591052	-0.3623904169750986	0.13554152969851824	0.44914627870816326	-0.782531779417622	-0.8093154521454972	-0.44832304266987844	0	0	0	0	0
GSM6591053	-0.22252587015251393	0.5143784978843506	0.18177758077027548	-0.31136837268058626	0.08409696338423202	0.02168248520311626	0	0	0	0	0
GSM6591054	-0.43302976316770114	-0.01984892122831371	0.19882336868113215	-0.8936272399244477	-0.8243879822592551	-0.47155096477068414	0	0	0	0	0
GSM6591055	1.0480273251216505	0.7746466119764007	0.6531599076986664	-0.4761505527248712	-0.32750494535833913	-0.6434352062764755	1	1	0	1	1
GSM6591056	1.0954271331917813	1.2521539529258223	1.3075738227393519	-0.29129655277746225	0.2234412325676183	-0.9558456740564474	1	1	0	1	1
GSM6591057	0.3642180859835134	-0.16021605717992965	0.2969268596804959	-0.5426838182125646	-0.5266091326774766	-0.5147719404507737	0	0	0	0	1
GSM6591058	0.8355260673620978	0.9647142912284907	1.1392682335558544	0.5551362905727524	1.082921566080237	0.05800045183922272	1	1	0	1	1
GSM6591059	0.3164765449685413	-0.0014716038950155607	0.07518393536437792	-0.5510459251910302	-0.6861856542268646	-0.5045994177797514	0	0	0	0	0
GSM6591060	0.015285051113232306	0.39346391346004905	0.518199230167641	-0.7354932094356564	-0.21826130216061312	-0.85125367427324	0	0	0	0	0
GSM6591061	0.3639671725461589	0.5364262108502494	0.8075667807160881	-0.0729858172671687	0.2156679283403455	-0.38947601621461914	0	0	0	0	1
GSM6591062	-0.003429355952964286	0.33716456487321117	0.2587616770326577	-0.7085063134165591	-0.6712335874627966	-0.8104494227823934	0	0	0	0	0
GSM6591063	-0.24101339224958856	0.12301573936175585	0.3890140667336451	-0.9255987056142979	-0.6920761277784417	-0.6180881330891186	0	0	0	0	0
GSM6591064	0.797558818469837	1.0084710708979379	0.8694128326426518	-0.020354106143958897	0.49509259563378966	-0.6734005144450748	1	1	0	0	1
GSM6591065	-0.1805050378371364	-0.28096403654885005	-0.020892696277469494	-0.7462986397530962	-0.6990056796864202	-0.6373776347574291	0	0	0	0	0
GSM6591066	-0.27154283114767247	0.22604286192349968	-0.09893267118326851	-0.5510665795232	-0.6921623605499466	-0.49565629058858873	0	0	0	0	0
GSM6591067	0.9881321829337261	0.9765907730580308	0.8342480867081882	0.3943214550180885	0.6419897204400734	-0.6518743897972572	1	1	0	1	1
GSM6591068	-0.2721565048385102	0.46279429852373183	0.2717685670527388	0.23204595464195155	0.5822247869844929	-0.3617970046632393	0	0	0	0	0
GSM6591069	-0.4442045337216713	0.34755775990369153	0.36027180454341895	-0.5633236381304755	-0.14715467928627107	0.14334726818608318	0	0	0	0	0
GSM6591070	1.2025565598839787	1.1693097196204572	0.9313274602010745	0.9010456944902518	1.0785956249073003	-0.08524754427829925	1	1	0	1	1
GSM6591071	-0.26915951209503214	-0.30842762706436144	-0.3282874303357553	-0.6112644385329623	-0.6780184145342852	-0.4193613873786406	0	0	0	0	0
GSM6591072	-0.634274934596428	0.744760191238094	0.41715149426894665	-0.8951576672148777	-0.1493313872390438	-0.12632747471613484	0	0	0	0	0
GSM6591073	-0.3722369104062585	0.41215914244842056	0.11194819842456018	-0.6438205642563276	0.04878709444707275	-0.3414705345850103	0	0	0	0	0
GSM6591074	2.9641628940613884	1.0517427071311967	1.173328714928157	2.154058771910357	1.73656709768974	-1.2308544643625676	1	1	1	1	1
GSM6591075	-0.21694874605034908	0.8898231431186489	0.45206815651884774	-0.6313790086273326	0.09186954239590417	-0.17933375782076874	0	0	0	0	0
GSM6591076	-0.23656299411457826	0.7851424251718818	0.7124951474336363	-0.6157216502470702	-0.08937756959027317	-0.02372066840131671	0	0	0	0	0
GSM6591077	-0.6998797220053912	-0.31093225277685543	-0.6212211479344962	-0.5915335203998225	-0.4984197320168933	0.16504350197206352	0	0	0	0	0
GSM6591078	1.1886415780162483	0.9737874152365549	0.5777789622644588	0.8392598387327114	1.2307445798567174	-0.35702206328046643	1	1	0	1	1
GSM6591079	-0.7000662312642841	-0.21640418265484626	-0.09510218641423974	-0.26136550710994194	-0.5346749181633287	0.026583841427931167	0	0	0	0	0
GSM6591080	-0.1415413697691409	0.017493306659568976	0.2842795445845783	-0.8292451720873065	-0.5315077944470062	-0.6520645120650743	0	0	0	0	0
GSM6591081	0.7794819478268586	1.0696210025558868	0.8759140594983992	0.16229684067155706	0.4888369637748869	-0.678538538600973	1	1	0	0	1
GSM6591082	0.4976422149151717	0.7936431825860243	0.6128658012016364	-0.0372220239484054	0.4302896801020988	-0.4517901679021451	0	1	0	0	1
GSM6591083	0.8263262440631244	1.203445903927413	1.0193770835130784	1.2964310185545251	1.6297442742846153	0.10152063125890945	1	1	0	0	1
GSM6591084	2.014987497377383	1.1276346251115168	1.2325582559541537	0.3590700061050505	0.2861443286965422	-0.759446677100256	1	1	1	1	1
GSM6591085	2.074438661154059	0.6417014331593807	0.5525051678671269	0.7552429911351073	0.4360506633116303	-0.8668542572880067	1	1	1	1	1
GSM6591086	1.088540057095738	0.698497678132918	0.3894703873846106	-0.07115503108227884	0.12599435447139584	-0.3620061271024867	1	1	0	1	1
GSM6591087	0.47465528414142993	0.2593313696173149	0.4058645478145857	-0.18182419148895776	-0.15226106921079083	-0.6422840704419456	0	1	0	0	1
GSM6591088	1.0416709392347698	0.45575974367235916	0.10821120133718916	-0.3809166156551258	-0.07953733434862742	-0.448096682205401	1	1	0	1	1
GSM6591089	0.05034424886603217	-0.4604396047057292	-0.05584723798338793	-0.8074282843362953	-1.0098389068027045	-0.6805122110836332	0	0	0	0	0
GSM6591090	2.3747929683048166	1.0966410136810834	1.3382590769209572	2.010670773422001	1.580813893280624	-0.45941767906491304	1	1	1	1	1
GSM6591091	0.3393957600601186	0.22504198086335975	0.09267905006598795	-0.5530723535437828	-0.34518906425326046	-0.3369475721523967	0	0	0	0	0
GSM6591092	0.10904986299667607	-0.31349964461683894	-0.11935087348130859	-0.9933653830322701	-0.7353001440505373	-0.4296525708108606	0	0	0	0	0
GSM6591093	1.75328420700543	0.9173329006059395	0.37076260151743146	1.854249180117107	1.2180903560137992	-0.7816747016829072	1	1	1	1	1
GSM6591094	-0.2809418928183084	-0.023389438457683355	-0.48231093965163324	-0.37657588843145634	-0.4032707225002932	0.6628251922548569	0	0	0	0	0
GSM6591095	-0.13251715703552747	0.02750435987957689	-0.297286549759687	-0.7160194436752061	-0.7925215952054169	-0.5616830367846074	0	0	0	0	0
GSM6591096	0.5839909874624093	0.5345126088181331	0.48044054878248954	0.2926630048964865	0.659263614296826	-0.6087578111046716	0	1	0	0	1
GSM6591097	-0.7534754323528162	0.062156939333895614	-0.009784098241286232	-0.42488679232731713	-0.23683189233169366	0.169730799573842	0	0	0	0	0
GSM6591098	0.08160739573584569	0.7281846443811099	0.33147330815598675	0.17794684023767446	0.5382240621217815	-0.559246425196094	0	0	0	0	0
GSM6591099	0.16402504028119813	0.7534051262699488	1.0790276757866313	-0.5545848280854943	-0.3414128149672612	-0.7766616571021248	0	0	0	0	0
GSM6591100	0.6033778752739912	1.0045098304397757	0.9812234129561452	0.49479715492324877	0.5722553023851561	0.11831009992461003	0	1	0	0	1
GSM6591101	0.1241531890023026	0.7156839530335347	0.9865510375973171	0.1649910536838687	0.751180586411229	-0.21253777772705057	0	0	0	0	0
GSM6591102	-0.4161950421824513	0.08470130963599622	0.4707078052547429	-0.5953823567145863	-0.26358054568007533	0.13591423451079704	0	0	0	0	0
GSM6591103	2.5484423586974505	1.669858171255223	1.535668059775636	1.9928917202826384	2.0837572439894676	-0.057219620583981265	1	1	1	1	1
GSM6591104	-0.024323975754515392	0.2424900126524788	0.17786931637182238	-0.643236351649705	-0.5401824840818005	-0.6252985936099613	0	0	0	0	0
GSM6591105	-0.14059007271182483	0.2072223891741038	0.2611566972168997	-0.6402650027634268	-0.6976904839032189	-0.7113667267372772	0	0	0	0	0
GSM6591106	-0.5303921012365916	0.6548298268096666	0.36499242547392563	-0.3355274279106646	0.27296274645799146	0.09451322341935528	0	0	0	0	0
GSM6591107	-0.8060768315344613	-0.6897401690190973	-0.8181861834305879	-0.4933880725860922	-1.0482235570528469	0.15330434378292992	0	0	0	0	0
GSM6591108	-0.6356166607978208	-0.08407360929797406	0.33214636834093597	-0.6476998869934959	-0.562877128922717	-0.5547360084245784	0	0	0	0	0
GSM6591109	-0.04612695777389561	-0.2770032035579634	-0.39431154316461975	0.31232594827277893	-0.10744078169227406	0.4824333190369764	0	0	0	0	0
