	sample	stage	pc1	pc2	cohort
915	TCGA-ET-A25L-01A	post	12.845337133481413	5.642603902591206	TCGA-THCA
916	TCGA-FY-A3ON-01A	post	13.210374298406093	4.412091977581416	TCGA-THCA
917	TCGA-DE-A4MB-01A	post	12.730735623535077	5.376352409114714	TCGA-THCA
918	TCGA-EL-A3CT-01A	post	12.581870173663994	5.226399905379162	TCGA-THCA
919	TCGA-ET-A2MZ-01A	post	13.006511722200564	1.8516127642559574	TCGA-THCA
920	TCGA-EM-A4FU-01A	post	12.655250593531944	-5.02117978927169	TCGA-THCA
921	TCGA-EM-A1CU-01A	post	13.11556970368457	5.560727588795575	TCGA-THCA
922	TCGA-FY-A3TY-01A	post	13.161533103253353	2.355605780778476	TCGA-THCA
923	TCGA-EM-A3FN-01A	post	11.625155775863183	-10.218175446078748	TCGA-THCA
924	TCGA-E3-A3DZ-01A	post	13.139869002341571	-6.913105724645395	TCGA-THCA
925	TCGA-EM-A1YA-01A	post	12.642042360055791	-9.126317024084491	TCGA-THCA
926	TCGA-EL-A4KH-01A	post	13.139514792288711	3.0271175160511463	TCGA-THCA
927	TCGA-E3-A3E0-01A	post	13.373279909751563	0.9886633394781459	TCGA-THCA
928	TCGA-FE-A232-01A	post	13.25446913390903	3.45948896109034	TCGA-THCA
929	TCGA-EL-A3T3-11A	post	12.887848004666965	-9.099644870429833	TCGA-THCA
930	TCGA-BJ-A0ZC-01A	post	12.398890085226713	-10.734544516549589	TCGA-THCA
931	TCGA-EM-A2CU-01A	post	13.404099092766772	1.323362899942945	TCGA-THCA
932	TCGA-DJ-A2PV-01A	post	13.294779607769035	2.169726175945653	TCGA-THCA
933	TCGA-DJ-A3V3-01A	post	13.32905028605828	2.1168389678719826	TCGA-THCA
934	TCGA-BJ-A45K-01A	post	12.934912218296317	-8.276682102747598	TCGA-THCA
935	TCGA-EM-A3OB-01A	post	13.011554747431864	-6.379340280930451	TCGA-THCA
936	TCGA-FY-A3R6-01A	post	13.106307042748126	1.5997382712385637	TCGA-THCA
937	TCGA-E8-A2EA-01A	post	12.775596220474782	4.893113694293862	TCGA-THCA
938	TCGA-DJ-A3V7-01A	post	13.44368018230836	3.836384185894034	TCGA-THCA
939	TCGA-IM-A41Z-01A	post	13.158214935886157	-5.04630167810944	TCGA-THCA
940	TCGA-EL-A3CX-01A	post	13.29220878273165	-0.772677482471831	TCGA-THCA
941	TCGA-EM-A2OX-01A	post	13.301087411490633	4.218604144934499	TCGA-THCA
942	TCGA-DJ-A3UT-01A	post	12.785051741629623	-7.542388285186077	TCGA-THCA
943	TCGA-J8-A3YH-01A	post	13.507193524127338	3.5605654063857726	TCGA-THCA
944	TCGA-FY-A3NN-01A	post	13.210210312733635	0.741064072980521	TCGA-THCA
945	TCGA-EM-A1YB-01A	post	11.333782180310557	-7.880857333226403	TCGA-THCA
946	TCGA-DJ-A4V4-01A	post	13.005644393402617	1.879993144118723	TCGA-THCA
947	TCGA-ET-A3DV-01A	post	12.875672020013637	-9.455167905373633	TCGA-THCA
948	TCGA-EM-A4FF-01A	post	13.053149662126723	4.781530015857069	TCGA-THCA
949	TCGA-DJ-A13M-01A	post	12.834513250636151	-6.297517326974663	TCGA-THCA
950	TCGA-EL-A3D1-01A	post	12.703929511714644	5.698303476193453	TCGA-THCA
951	TCGA-BJ-A28V-01A	post	12.999469652063706	-9.964643758443382	TCGA-THCA
952	TCGA-BJ-A3EZ-01A	post	12.897825777668123	3.898897515137023	TCGA-THCA
953	TCGA-H2-A3RI-01A	post	13.497289935164003	2.847161485114009	TCGA-THCA
954	TCGA-H2-A3RI-11A	post	13.011279029920534	-7.147744822746454	TCGA-THCA
955	TCGA-EM-A3FP-01A	post	12.791846505756494	-5.686904161867836	TCGA-THCA
956	TCGA-ET-A3DU-01A	post	12.319697146527707	6.840322428363787	TCGA-THCA
957	TCGA-EM-A22N-01A	post	11.764927092969417	-10.119060769555531	TCGA-THCA
958	TCGA-DE-A0Y3-01B	post	12.952347825732772	4.492561921554735	TCGA-THCA
959	TCGA-FY-A3BL-01A	post	13.075037995654691	1.5133085052899995	TCGA-THCA
960	TCGA-QD-A8IV-01A	post	12.823569724810262	-6.861968957392957	TCGA-THCA
961	TCGA-FY-A3R8-01A	post	13.132968987770635	5.383021243084096	TCGA-THCA
962	TCGA-EM-A22J-01A	post	12.398275920493955	-7.8466889775085855	TCGA-THCA
963	TCGA-FE-A235-01A	post	13.004450621882194	5.23190578323279	TCGA-THCA
964	TCGA-ET-A3BS-01A	post	12.936695372811924	4.573955380522183	TCGA-THCA
965	TCGA-J8-A3YE-01A	post	13.195516793191358	-0.07878194078559438	TCGA-THCA
966	TCGA-EM-A2CT-01A	post	13.024930510988217	-7.465602386673228	TCGA-THCA
967	TCGA-DJ-A3VL-01A	post	12.711000526947743	-3.8351176454695755	TCGA-THCA
968	TCGA-EM-A3FJ-01A	post	13.278551188467898	3.4270465065800733	TCGA-THCA
969	TCGA-DJ-A1QG-01A	post	12.3559008836529	-5.034838059477039	TCGA-THCA
970	TCGA-EM-A4G1-01A	post	13.097994856973749	-4.063528056261737	TCGA-THCA
971	TCGA-BJ-A4O9-01A	post	13.347249613693084	-0.5682054023017166	TCGA-THCA
972	TCGA-DE-A4MD-01A	post	12.81354488143238	1.448648293126157	TCGA-THCA
973	TCGA-DE-A4MD-06A	post	12.351492075026027	3.544617781722946	TCGA-THCA
974	TCGA-EM-A3FL-01A	post	12.468514928208647	-9.708204750498885	TCGA-THCA
975	TCGA-FY-A3I4-01A	post	12.95705940948301	3.251721433274864	TCGA-THCA
976	TCGA-DJ-A3UM-01A	post	13.224575710677385	4.873981217668031	TCGA-THCA
977	TCGA-EM-A2OY-01A	post	11.607964345983117	-11.578866889923274	TCGA-THCA
978	TCGA-DJ-A3UK-01A	post	13.538283099187174	2.136563665525207	TCGA-THCA
979	TCGA-EM-A3AJ-01A	post	13.159048296489237	-4.233098017963864	TCGA-THCA
980	TCGA-FY-A3R9-01A	post	12.224186109626974	-9.583247953814775	TCGA-THCA
981	TCGA-L6-A4EQ-01A	post	13.434877582694298	3.614777131630495	TCGA-THCA
982	TCGA-DJ-A3UO-01A	post	13.147183339155902	3.778046235704054	TCGA-THCA
983	TCGA-DJ-A1QD-01A	post	13.018071937797412	4.003157857914475	TCGA-THCA
984	TCGA-DJ-A4V2-01A	post	13.189418719917256	5.161927847473872	TCGA-THCA
985	TCGA-EL-A4K7-01A	post	12.881048467947954	4.556200592328739	TCGA-THCA
986	TCGA-MK-A4N6-01A	post	12.683195272168405	6.8126841949215216	TCGA-THCA
987	TCGA-EL-A3GP-01A	post	12.266055052372991	2.769553622343313	TCGA-THCA
988	TCGA-EL-A3GU-01A	post	12.712021391246974	5.144022136913883	TCGA-THCA
989	TCGA-FE-A238-01A	post	13.126235830274842	3.776139315449283	TCGA-THCA
990	TCGA-CE-A3ME-01A	post	13.350936274631149	2.9375188440327618	TCGA-THCA
991	TCGA-EL-A3ZL-11A	post	12.88740666422989	-6.420090021026638	TCGA-THCA
992	TCGA-EM-A4FO-01A	post	12.97763799932744	2.1581770017400244	TCGA-THCA
993	TCGA-IM-A420-01A	post	12.876229991006216	5.83001555337283	TCGA-THCA
994	TCGA-DJ-A2Q1-01A	post	12.085984702758648	5.631970690696714	TCGA-THCA
995	TCGA-FK-A3SH-01A	post	12.933334121560538	4.923467235488557	TCGA-THCA
996	TCGA-EM-A1CS-11A	post	12.967352009574233	-8.769162529518338	TCGA-THCA
997	TCGA-EM-A1YE-01A	post	12.440840359360989	-10.094518748916629	TCGA-THCA
998	TCGA-KS-A4I5-01A	post	12.661205084000512	5.396753031517229	TCGA-THCA
999	TCGA-EL-A3GV-01A	post	13.29671622510547	3.4952085424391037	TCGA-THCA
1000	TCGA-FE-A233-01A	post	12.987601821571323	2.980196363933546	TCGA-THCA
1001	TCGA-EL-A3MX-01A	post	12.801127410903593	3.8291439614641267	TCGA-THCA
1002	TCGA-BJ-A45D-01A	post	12.910768626137555	-3.2859052299194462	TCGA-THCA
1003	TCGA-EL-A3ZP-11A	post	12.854013112203347	-5.502173988280207	TCGA-THCA
1004	TCGA-MK-A4N7-01A	post	13.200779971332597	4.486980086765685	TCGA-THCA
1005	TCGA-ET-A25N-01A	post	12.59774839959047	3.81052157130982	TCGA-THCA
1006	TCGA-DJ-A2PQ-01A	post	13.37915181637814	2.6993769786884823	TCGA-THCA
1007	TCGA-E8-A438-01A	post	12.945942430058315	-0.3267770851549487	TCGA-THCA
1008	TCGA-EM-A22I-01A	post	12.684656478392817	5.641527898528096	TCGA-THCA
1009	TCGA-DJ-A1QO-01A	post	12.959751716814456	4.378376530472768	TCGA-THCA
1010	TCGA-E8-A3X7-01A	post	12.85080253671689	4.526310769542094	TCGA-THCA
1011	TCGA-EL-A3MW-11A	post	12.674048653821826	-7.047257764049222	TCGA-THCA
1012	TCGA-E3-A3E2-01A	post	13.296764922048894	4.339675477426796	TCGA-THCA
1013	TCGA-E8-A434-01A	post	13.47618724175447	0.050534343157845774	TCGA-THCA
1014	TCGA-EL-A3MZ-01A	post	12.674904333974846	5.9473738871971635	TCGA-THCA
1015	TCGA-ET-A3DQ-01A	post	13.357049171704974	-0.9789831947177602	TCGA-THCA
1016	TCGA-J8-A3O1-01A	post	13.45172641242181	1.1925240762462792	TCGA-THCA
1017	TCGA-BJ-A0Z2-01A	post	12.931086502185881	-5.842610744734603	TCGA-THCA
1018	TCGA-DJ-A2PN-01A	post	13.254791855344553	2.5331191946201495	TCGA-THCA
1019	TCGA-EL-A3CV-01A	post	12.766534470248457	5.547269933004995	TCGA-THCA
1020	TCGA-FE-A239-01A	post	12.461164605954856	-9.367967263032947	TCGA-THCA
1021	TCGA-BJ-A3PR-11A	post	12.477294014304443	-4.770072739238526	TCGA-THCA
1022	TCGA-BJ-A28W-11A	post	11.707657652713412	-4.4651513752968235	TCGA-THCA
1023	TCGA-DE-A4M8-01A	post	12.830197408073085	2.0124978811658556	TCGA-THCA
1024	TCGA-BJ-A28W-01A	post	12.241107882829576	-2.6514573722908117	TCGA-THCA
1025	TCGA-EM-A22L-01A	post	12.79061571597254	-8.098538081048888	TCGA-THCA
1026	TCGA-BJ-A28T-01A	post	12.780971575718533	-0.9677307764784072	TCGA-THCA
1027	TCGA-EM-A3FQ-06A	post	12.263619026693751	0.8535216297452074	TCGA-THCA
1028	TCGA-DJ-A4V0-01A	post	13.062617477786782	-2.652355244743006	TCGA-THCA
1029	TCGA-EL-A3H2-01A	post	13.04926801871445	-10.06942619202217	TCGA-THCA
1030	TCGA-DJ-A3UY-01A	post	13.279105242270273	1.3792650565303373	TCGA-THCA
1031	TCGA-J8-A3O2-01A	post	13.32751378135321	2.6882628938064337	TCGA-THCA
1032	TCGA-EM-A2CO-01A	post	11.831854024171156	-9.52477937262652	TCGA-THCA
1033	TCGA-FE-A3PB-01A	post	12.651515637775644	5.32876450905061	TCGA-THCA
1034	TCGA-EL-A3ZM-01A	post	12.376542235664386	7.401515934403137	TCGA-THCA
1035	TCGA-BJ-A4O8-01A	post	13.170929915424574	6.389689754442185	TCGA-THCA
1036	TCGA-EM-A1YC-11A	post	12.112822388584375	-6.074301946832558	TCGA-THCA
1037	TCGA-EM-A3AP-01A	post	12.553140589220282	-5.8786308162216026	TCGA-THCA
1038	TCGA-FE-A3PA-01A	post	12.530422822868008	1.734635940346073	TCGA-THCA
1039	TCGA-ET-A25P-01A	post	13.287391789860152	-3.555578928150817	TCGA-THCA
1040	TCGA-EL-A3ZH-01A	post	12.816189936646202	-7.235793566453709	TCGA-THCA
1041	TCGA-DJ-A2PU-01A	post	13.48692718727232	3.1494758264691143	TCGA-THCA
1042	TCGA-ET-A3DP-01A	post	13.1995672197231	3.8352395419760668	TCGA-THCA
1043	TCGA-DO-A1JZ-11A	post	12.440502669753839	-10.030104462840875	TCGA-THCA
1044	TCGA-DJ-A2QC-01A	post	13.179428705517674	2.519615589666096	TCGA-THCA
1045	TCGA-KS-A41J-11A	post	12.849420757888145	-7.39295813853884	TCGA-THCA
1046	TCGA-MK-A4N9-01A	post	13.285179828306974	4.287172428101379	TCGA-THCA
1047	TCGA-EL-A3GS-01A	post	13.062063503959777	3.3596803983121357	TCGA-THCA
1048	TCGA-MK-A84Z-01A	post	12.813202272997836	-5.966575357928114	TCGA-THCA
1049	TCGA-EM-A3OA-01A	post	12.630860280385871	-9.175889288037496	TCGA-THCA
1050	TCGA-DJ-A3VA-01A	post	13.466107677565248	4.014786637866746	TCGA-THCA
1051	TCGA-H2-A2K9-11A	post	12.835822718181111	-5.876170984485005	TCGA-THCA
1052	TCGA-BJ-A191-01A	post	13.322359737391535	-1.6706181827318247	TCGA-THCA
1053	TCGA-EL-A3ZG-01A	post	13.142737748128965	0.23965127670998396	TCGA-THCA
1054	TCGA-EL-A3ZG-11A	post	12.337409423824964	-8.985597169018327	TCGA-THCA
1055	TCGA-EM-A3O9-01A	post	11.177827668860628	-7.349119977341169	TCGA-THCA
1056	TCGA-EL-A3N2-01A	post	12.902605663366396	4.388233258916725	TCGA-THCA
1057	TCGA-DJ-A3UV-01A	post	13.22740561034612	-0.20413569138847618	TCGA-THCA
1058	TCGA-FE-A3PD-01A	post	13.284483870431785	1.711093375789749	TCGA-THCA
1059	TCGA-IM-A4EB-01A	post	12.532538770167529	5.656186237861921	TCGA-THCA
1060	TCGA-ET-A3BN-01A	post	12.857076337597142	2.7547738888202007	TCGA-THCA
1061	TCGA-BJ-A45E-01A	post	11.293683540275255	-1.0668361494045278	TCGA-THCA
1062	TCGA-EL-A3ZO-11A	post	12.843443995518317	-6.139301108856998	TCGA-THCA
1063	TCGA-FY-A40L-01A	post	12.921919118910907	4.561913720898184	TCGA-THCA
1064	TCGA-E3-A3E5-01A	post	13.311923251412276	2.253876976918919	TCGA-THCA
1065	TCGA-EL-A3D5-01A	post	12.640479973969477	-8.228039739758895	TCGA-THCA
1066	TCGA-DJ-A3UW-01A	post	12.533701231061865	4.884755269596527	TCGA-THCA
1067	TCGA-EL-A3D0-01A	post	12.687567198442096	3.1411048737586182	TCGA-THCA
1068	TCGA-BJ-A290-11A	post	12.754496218346967	-8.134450903672803	TCGA-THCA
1069	TCGA-EL-A4K6-01A	post	12.289197308684326	-6.0702223036870535	TCGA-THCA
1070	TCGA-ET-A3BV-01A	post	12.663852191077845	6.757328134857694	TCGA-THCA
1071	TCGA-H2-A3RH-01A	post	13.554460323370519	-1.282559132796363	TCGA-THCA
1072	TCGA-FY-A4B3-01A	post	12.95662448947024	5.849414861334631	TCGA-THCA
1073	TCGA-EL-A3CW-01A	post	13.157477467547272	-1.7453961247826384	TCGA-THCA
1074	TCGA-FY-A3NP-01A	post	13.353698327783407	-7.2921661644408085	TCGA-THCA
1075	TCGA-EL-A3ZM-11A	post	12.741673979745093	-9.657858740138488	TCGA-THCA
1076	TCGA-DJ-A2PP-01A	post	12.560013092408733	-8.31213041873179	TCGA-THCA
1077	TCGA-EL-A4K0-01A	post	13.551026420261126	4.626654526078163	TCGA-THCA
1078	TCGA-DJ-A13T-01A	post	13.239409456819297	2.52512933224316	TCGA-THCA
1079	TCGA-EM-A1CW-11A	post	12.449243577435634	-9.909405728327487	TCGA-THCA
1080	TCGA-KS-A41J-01A	post	13.092422939782171	5.1212804991158825	TCGA-THCA
1081	TCGA-ET-A2N0-01A	post	12.497252846415941	3.518378506520626	TCGA-THCA
1082	TCGA-H2-A2K9-01A	post	12.803357274215344	-7.773522232383324	TCGA-THCA
1083	TCGA-EM-A1CT-01A	post	13.040648126820479	2.499070082431513	TCGA-THCA
1084	TCGA-EL-A3CN-01A	post	12.436153881079072	6.254157098928123	TCGA-THCA
1085	TCGA-BJ-A0ZA-01A	post	13.006474324767739	-6.032500485825188	TCGA-THCA
1086	TCGA-BJ-A3PU-11A	post	13.072191895829432	-8.335001390039503	TCGA-THCA
1087	TCGA-KS-A41L-11A	post	13.285233382302918	-7.800738906516117	TCGA-THCA
1088	TCGA-KS-A41L-01A	post	11.808088517056264	-10.143981816622862	TCGA-THCA
1089	TCGA-E8-A433-01A	post	12.902001006232677	4.415575425462547	TCGA-THCA
1090	TCGA-E8-A242-01A	post	12.656379155517026	7.265683763354439	TCGA-THCA
1091	TCGA-EL-A4JW-01A	post	12.990445203649006	2.8547602517518698	TCGA-THCA
1092	TCGA-KS-A4I9-01A	post	12.985861829110302	4.841903540072118	TCGA-THCA
1093	TCGA-EM-A1CU-11A	post	12.861814878530268	-8.546626254408283	TCGA-THCA
1094	TCGA-BJ-A28R-01A	post	13.11208572501921	4.69379800140945	TCGA-THCA
1095	TCGA-BJ-A28S-01A	post	13.235744558837679	-5.923017623143754	TCGA-THCA
1096	TCGA-FY-A4B4-01A	post	13.171262652049931	5.263749192393532	TCGA-THCA
1097	TCGA-BJ-A45J-01A	post	12.85441259174348	5.134808609530629	TCGA-THCA
1098	TCGA-BJ-A28Z-01A	post	12.604701560713973	5.211182681686319	TCGA-THCA
1099	TCGA-EM-A3AR-01A	post	12.970791942891207	-2.2154823183400865	TCGA-THCA
1100	TCGA-DJ-A3US-01A	post	13.232823266234178	-2.006446466602282	TCGA-THCA
1101	TCGA-BJ-A2N8-01A	post	13.467175590155684	-2.621300608454308	TCGA-THCA
1102	TCGA-BJ-A2N8-11A	post	12.737090265128392	-8.510199525027259	TCGA-THCA
1103	TCGA-FE-A231-01A	post	13.035710742591943	2.38406115739918	TCGA-THCA
1104	TCGA-DE-A2OL-01A	post	13.141544784375249	-7.285684866152967	TCGA-THCA
1105	TCGA-EM-A1CV-01A	post	13.362827020679623	1.548108653570199	TCGA-THCA
1106	TCGA-DJ-A13O-01A	post	13.00642989901532	1.24260894952287	TCGA-THCA
1107	TCGA-EL-A3MY-01A	post	12.761064789410076	7.20648577703145	TCGA-THCA
1108	TCGA-BJ-A45H-01A	post	13.123563918959166	2.114844988891753	TCGA-THCA
1109	TCGA-DJ-A3V2-01A	post	13.340253271734113	4.032033774183833	TCGA-THCA
1110	TCGA-FK-A3S3-01A	post	13.388870383275691	0.5263531834140307	TCGA-THCA
1111	TCGA-ET-A39T-01A	post	13.413315393383142	0.8425371603645639	TCGA-THCA
1112	TCGA-DJ-A2Q7-01A	post	13.54765935800762	2.3575028555751687	TCGA-THCA
1113	TCGA-DE-A69K-01A	post	13.208525001265118	3.234428005023242	TCGA-THCA
1114	TCGA-ET-A25M-01A	post	13.161927431455737	3.931022036733971	TCGA-THCA
1115	TCGA-GE-A2C6-11A	post	12.954506490794444	-4.698965833489811	TCGA-THCA
1116	TCGA-DJ-A4V5-01A	post	13.289353699189707	4.761735092329161	TCGA-THCA
1117	TCGA-DE-A4M9-01A	post	12.997056483601675	-6.686939021792033	TCGA-THCA
1118	TCGA-BJ-A0Z9-01A	post	12.867518113515903	5.625740942654755	TCGA-THCA
1119	TCGA-ET-A39N-01A	post	12.885773307186328	-4.555428946402997	TCGA-THCA
1120	TCGA-BJ-A0ZH-01A	post	12.914061888409904	4.305662345163626	TCGA-THCA
1121	TCGA-E8-A416-01A	post	12.89917128224156	-5.466487353228236	TCGA-THCA
1122	TCGA-EL-A3T2-11A	post	12.764254237547082	-9.031835477079959	TCGA-THCA
1123	TCGA-KS-A4ID-01A	post	12.44173796743177	0.09118059497916597	TCGA-THCA
1124	TCGA-DJ-A13U-01A	post	13.069058670533597	0.7281838685376424	TCGA-THCA
1125	TCGA-EL-A3T2-01A	post	12.715728627211664	-6.528704272713735	TCGA-THCA
1126	TCGA-FY-A40K-01A	post	13.532548338368356	2.9866700259626446	TCGA-THCA
1127	TCGA-DE-A4MA-01A	post	12.499772253779808	6.531834179183142	TCGA-THCA
1128	TCGA-DJ-A2Q0-01A	post	11.98617471173891	-9.487621752592768	TCGA-THCA
1129	TCGA-EL-A3T6-01A	post	12.775809028969325	5.4811570110363155	TCGA-THCA
1130	TCGA-EL-A3H1-11A	post	12.722997505236323	-7.664029430077604	TCGA-THCA
1131	TCGA-KS-A41F-01A	post	12.446937242301397	2.7556486654073207	TCGA-THCA
1132	TCGA-EL-A3T8-01A	post	13.22893179938275	3.4612344731764693	TCGA-THCA
1133	TCGA-EL-A3ZR-11A	post	12.96417331543275	-6.533824206611404	TCGA-THCA
1134	TCGA-EM-A3O8-01A	post	13.07870838477337	-7.647310517132303	TCGA-THCA
1135	TCGA-L6-A4EP-01A	post	12.826744620478015	5.490458980660109	TCGA-THCA
1136	TCGA-J8-A3YG-01A	post	13.132504872190326	4.682748487445432	TCGA-THCA
1137	TCGA-DE-A69J-01A	post	13.300341350415046	5.847500199048767	TCGA-THCA
1138	TCGA-J8-A3YH-06A	post	13.620654800871797	4.157356327622724	TCGA-THCA
1139	TCGA-E8-A419-01A	post	12.75410327483335	6.660096726947844	TCGA-THCA
1140	TCGA-DJ-A2Q2-01A	post	13.056572913126335	-6.985105764079583	TCGA-THCA
1141	TCGA-BJ-A0ZG-01A	post	12.845674247211134	-8.54452319188718	TCGA-THCA
1142	TCGA-EM-A2OW-01A	post	12.1387576961099	-9.501716207523854	TCGA-THCA
1143	TCGA-EL-A3ZS-11A	post	11.948639809188112	-0.782157039542844	TCGA-THCA
1144	TCGA-BJ-A3F0-01A	post	12.648039581472108	-8.482935882573685	TCGA-THCA
1145	TCGA-EL-A3CY-01A	post	12.887393061751471	4.586342624837298	TCGA-THCA
1146	TCGA-EM-A3AQ-01A	post	13.454112972551059	2.6963570661633414	TCGA-THCA
1147	TCGA-J8-A4HW-06A	post	13.53832520842933	4.376285202096985	TCGA-THCA
1148	TCGA-J8-A4HW-01A	post	13.267521853006793	1.2228766519783667	TCGA-THCA
1149	TCGA-L6-A4ET-01A	post	13.393664790648181	2.676076048923131	TCGA-THCA
1150	TCGA-DJ-A3V4-01A	post	13.343026570906037	1.2736693748382266	TCGA-THCA
1151	TCGA-EL-A3H2-11A	post	13.111916170808835	-9.092532474665074	TCGA-THCA
1152	TCGA-BJ-A291-01A	post	12.624784962169628	-7.7374850340791355	TCGA-THCA
1153	TCGA-J8-A3NZ-01A	post	13.366888783073383	5.0685903393644605	TCGA-THCA
1154	TCGA-DJ-A3UU-01A	post	13.218688348622651	3.307475626208812	TCGA-THCA
1155	TCGA-EL-A4K4-01A	post	12.70348440150979	6.502450975262398	TCGA-THCA
1156	TCGA-J8-A3YF-01A	post	12.864958549373334	5.914283370785004	TCGA-THCA
1157	TCGA-ET-A25I-01A	post	12.345433119596585	-6.450994102692421	TCGA-THCA
1158	TCGA-DJ-A3VI-01A	post	13.156854715846766	3.1606042275900013	TCGA-THCA
1159	TCGA-CE-A3MD-01A	post	13.023835516583693	0.5321311912508597	TCGA-THCA
1160	TCGA-DJ-A2Q5-01A	post	13.27467658310196	5.429923469422741	TCGA-THCA
1161	TCGA-ET-A3DP-11A	post	12.460404939629601	-8.732763002412081	TCGA-THCA
1162	TCGA-EM-A22P-01A	post	13.288601668792607	4.3581124910723705	TCGA-THCA
1163	TCGA-EL-A4KI-01A	post	12.680280656401282	-4.260724293131984	TCGA-THCA
1164	TCGA-EL-A3ZN-01A	post	13.155401710527622	-0.6515160724639767	TCGA-THCA
1165	TCGA-DJ-A1QN-01A	post	13.463543214162547	4.361013307932855	TCGA-THCA
1166	TCGA-BJ-A2N9-01A	post	12.345583252681022	-8.134724503430357	TCGA-THCA
1167	TCGA-DE-A7U5-01A	post	12.737652851744791	7.141797330996043	TCGA-THCA
1168	TCGA-EL-A3D6-01A	post	12.265202106913195	6.211737555433259	TCGA-THCA
1169	TCGA-E8-A414-01A	post	13.189378917473336	3.6875812884709975	TCGA-THCA
1170	TCGA-DJ-A4UP-01A	post	13.380115579319288	0.641930309775393	TCGA-THCA
1171	TCGA-EL-A3CM-01A	post	12.759518180097638	4.056067871552262	TCGA-THCA
1172	TCGA-EL-A3CR-01A	post	12.584281194415341	5.615888138617414	TCGA-THCA
1173	TCGA-EM-A1CT-11A	post	12.759531444955236	-8.914693874014498	TCGA-THCA
1174	TCGA-BJ-A3PT-01A	post	13.104803923800345	-2.8888980215323534	TCGA-THCA
1175	TCGA-ET-A3BW-01A	post	13.541819157262827	1.1776256864006602	TCGA-THCA
1176	TCGA-EM-A2CM-01A	post	12.31956518664803	-5.182186333335944	TCGA-THCA
1177	TCGA-DJ-A2PR-01A	post	13.205329645099054	5.7129528656050494	TCGA-THCA
1178	TCGA-EL-A3GZ-01A	post	13.199970285573666	5.118960565935369	TCGA-THCA
1179	TCGA-E8-A44M-01A	post	12.970950468893617	2.006008991081979	TCGA-THCA
1180	TCGA-DJ-A3V9-01A	post	13.362232477813343	3.8475273238435155	TCGA-THCA
1181	TCGA-EL-A3N2-11A	post	12.518468193599404	-8.64956399869358	TCGA-THCA
1182	TCGA-DJ-A13X-01A	post	13.299151727507143	1.2086370856224844	TCGA-THCA
1183	TCGA-EM-A3O6-01A	post	12.487623653925265	-10.925807797133396	TCGA-THCA
1184	TCGA-DE-A0XZ-01A	post	13.48397204230805	4.197895926729705	TCGA-THCA
1185	TCGA-DJ-A3V6-01A	post	13.026918247622742	4.765891536296361	TCGA-THCA
1186	TCGA-EM-A4FH-01A	post	13.014133919746923	-11.171123446292576	TCGA-THCA
1187	TCGA-ET-A3DW-01A	post	12.994740745976213	4.811771891479228	TCGA-THCA
1188	TCGA-ET-A39P-01A	post	13.339410948461197	3.1862875971516353	TCGA-THCA
1189	TCGA-BJ-A3PU-01A	post	12.980928431318606	5.761442159882579	TCGA-THCA
1190	TCGA-EM-A2CN-01A	post	13.03754459813847	-4.644433324100648	TCGA-THCA
1191	TCGA-FY-A40N-01A	post	13.656422419041638	-0.9759080647014955	TCGA-THCA
1192	TCGA-ET-A3BU-01A	post	13.140128527900176	4.316199737331429	TCGA-THCA
1193	TCGA-KS-A4IC-01A	post	13.384221320944945	3.601292676966179	TCGA-THCA
1194	TCGA-EL-A3GQ-01A	post	13.111535079667178	0.8525174628958143	TCGA-THCA
1195	TCGA-J8-A3YD-01A	post	13.096482096004898	-2.3433342118574747	TCGA-THCA
1196	TCGA-EM-A4FQ-01A	post	12.647966717249002	5.081537646001215	TCGA-THCA
1197	TCGA-FY-A3WA-01A	post	12.74378218778582	-10.280902119152673	TCGA-THCA
1198	TCGA-FY-A3TY-11A	post	13.054904919067853	-9.215931251213132	TCGA-THCA
1199	TCGA-ET-A2MX-11C	post	12.921671176229951	-8.029750933099235	TCGA-THCA
1200	TCGA-ET-A2MX-01A	post	12.753013763064441	1.3138729046702304	TCGA-THCA
1201	TCGA-FY-A3I5-01B	post	12.411994259703182	-8.32581618733425	TCGA-THCA
1202	TCGA-IM-A41Y-01A	post	12.673817532170776	3.022830111569316	TCGA-THCA
1203	TCGA-BJ-A28R-11A	post	12.86104570150838	-5.294932573155375	TCGA-THCA
1204	TCGA-EM-A2OV-01A	post	12.261157230113588	-10.520437737490676	TCGA-THCA
1205	TCGA-E3-A3E3-01A	post	13.292473541794905	2.9674938921994656	TCGA-THCA
1206	TCGA-ET-A3BQ-01B	post	13.12974142657752	3.7651814547814744	TCGA-THCA
1207	TCGA-J8-A3O0-01A	post	13.081539012051632	-3.0705919499498973	TCGA-THCA
1208	TCGA-EL-A3CL-01A	post	13.176242404957938	3.726113118215714	TCGA-THCA
1209	TCGA-EL-A3T3-01A	post	12.969351971224969	5.330324293720439	TCGA-THCA
1210	TCGA-ET-A25J-01A	post	13.327847567681847	2.259505083272518	TCGA-THCA
1211	TCGA-EL-A3ZT-01A	post	13.241421150147998	3.3239759047115993	TCGA-THCA
1212	TCGA-EL-A3ZT-11A	post	12.597240607979504	-9.35541991793057	TCGA-THCA
1213	TCGA-EM-A3AI-01A	post	12.768687144912711	-10.288478610052362	TCGA-THCA
1214	TCGA-EM-A22O-01A	post	13.20874305838652	1.0575427426348123	TCGA-THCA
