gene	log2FC_tcga	cohens_d_tcga	pval_tcga	braf_mean_tcga	ras_mean_tcga	n_braf_tcga	n_ras_tcga	fdr_tcga	log2FC_27155	cohens_d_27155	pval_27155	fdr_27155	log2FC_126698	cohens_d_126698	pval_126698	fdr_126698	replicated_27155	replicated_126698	replication_rate	present_tcga	present_27155	present_126698	n_cohorts_present	median_expr_tcga	coverage_fraction	is_known	panel_memberships	known_category	known_citation	is_novel_validated	novelty_score	known_replicated
SPOCK2	2.7488710650992063	1.7858982815063669	1.3840942565200853e-51	8.014401595172755	5.265530530073549	392	111	9.417486591961859e-49	0.6279969565217391	1.8578645387667392	6.374455896698316e-14	6.027048050328258e-11	2.299424522935249	1.3341883458519244	0.047484011185569414	0.7440449629031467	1	1	2	True	True	True	3	7.342905941526719	1.0	True	BRS71			False	171.5393338643295	True
CST6	3.8706601133242406	2.044567784748691	3.821991550403865e-44	6.452097542295102	2.5814374289708617	392	111	1.1694615684197295e-41	0.8903218260869576	1.7111336491497446	1.9335422652807314e-09	2.50924499661971e-07	2.706273403974922	2.8645035498236955	0.0008104823665615055	0.15315834236216225	1	1	2	True	True	True	3	5.824500624228197	1.0	False				True	167.37655456534935	False
SYT12	4.884217566036791	2.473532549025696	3.1055909415694675e-70	6.042046027213379	1.1578284611765879	392	111	1.0706214211966582e-66	-0.01538919565217478	-0.13687579777768863	0.6180513395274383	0.7638791392460037	1.862336200739518	1.7275325366308554	0.013955638178584346	0.4790408498783361	0	1	1	True	True	True	3	5.736586177051239	1.0	True	BRS71			False	163.17984280173076	True
MAMLD1	1.9466513710287532	1.94416022802433	2.0972472411178076e-44	4.38441610376276	2.437764732734007	392	111	6.653420373340058e-42	0.31145715217391334	1.534369263239814	5.174262561881502e-07	2.0506501057372886e-05	1.9543236110638673	1.9209748128170048	0.010424986274207536	0.43056503532763274	1	1	2	True	True	True	3	3.9930901480915857	1.0	False				True	160.10919658541496	False
COL8A2	2.7380795684220463	2.12022999774396	1.2228534709939038e-40	6.899587718069411	4.161508149647365	392	111	2.84842233507053e-38	0.5860606739130438	1.9376966879256874	5.014883916505622e-12	2.0744380750870284e-09	1.764890677211723	1.5115689916309327	0.029606594782510615	0.6349152933815834	1	1	2	True	True	True	3	6.747239438410193	1.0	False				True	159.20974813075816	False
TMPRSS6	4.307770782896547	2.142107404174998	2.7225874828061666e-78	5.269297588445104	0.9615268055485564	392	111	1.5643080147043298e-74	0.2252743695652164	0.9989024338115096	4.2837375580661866e-06	0.00010989115127155447	-0.2310596332206195	-0.2098377636473722	0.7238610582982857	1.0	1	0	1	True	True	True	3	4.734551178485308	1.0	True	BRS71			False	158.09968873471024	True
MICAL2	1.6065732684335678	1.8377740911218698	2.538886780205718e-46	5.876683498638881	4.270110230205313	392	111	1.0419712245334753e-43	0.40574919565217327	1.680385159985203	2.2919953750588735e-08	1.7952155490919708e-06	2.4009284295019757	2.9596642496997143	0.000548093544278743	0.13957763306493362	1	1	2	True	True	True	3	5.453753354428201	1.0	False				True	157.9829422571116	False
SFN	2.9170552976941764	1.7839527478045911	1.4050876230119147e-47	4.45013082643297	1.5330755287387936	392	111	6.429954519784877e-45	0.38884323913043506	1.6985687671659968	2.2084762285431016e-11	6.355130399396747e-09	1.375486992229964	1.6114483996914122	0.025385829741002796	0.605039414862605	1	1	2	True	True	True	3	3.7285216495021833	1.0	False				True	157.6721378905096	False
TGFBR1	1.4430572771233416	1.814746994741174	1.7045019939712823e-46	6.938798771206928	5.495741494083586	392	111	7.165975821971461e-44	0.20286400000000038	0.9860645715989262	4.0582421905942595e-05	0.0006392204677813116	1.4724261605004232	4.143258938914044	3.00929868096676e-05	0.059264330241898595	1	1	2	True	True	True	3	6.6131405621808685	1.0	False				True	156.5935188367074	False
QSOX1	1.3535865433733045	1.844592502653252	9.617357034422919e-46	7.489434616503878	6.135848073130574	392	111	3.683875182274397e-43	0.2034104565217394	1.3100103181097291	5.282763212329598e-06	0.00013070642362917175	1.4411242051086761	2.575234500184434	0.004354438322844168	0.3136770139971024	1	1	2	True	True	True	3	7.192388608555516	1.0	False				True	156.54575165710253	False
ARNTL	2.0606537909935003	1.9929250258752873	3.637993131998004e-42	6.230326154365666	4.1696723633721655	392	111	9.501225396401454e-40	0.7929275434782603	1.8158176801731776	2.842017761721009e-07	1.3017228066401728e-05	2.2132381137535573	2.34528620245438	0.0031695171051951856	0.27786420594604166	1	1	2	True	True	True	3	5.901607415717823	1.0	False				True	155.53671911734503	False
SDC4	2.019274732852173	2.0935081985976574	4.544175671204099e-40	9.990843111021356	7.971568378169183	392	111	9.95694356498454e-38	0.49811349999999965	2.376729068450962	2.622640735429029e-10	4.8216521409547296e-08	2.0299418662557738	3.193366757836177	0.0006336559156527438	0.14239207154524045	1	1	2	True	True	True	3	9.87847435436069	1.0	False				True	154.92745297404736	False
LAMB3	3.6799487099734525	2.168000684034503	1.8190529478053262e-38	7.3036164466489835	3.623667736675531	392	111	3.371507060357033e-36	0.7889969130434782	2.0819904180570035	4.132067237996601e-11	1.0128921116548334e-08	3.5540070530170342	2.2637997453397527	0.004878152694133312	0.3265871843391386	1	1	2	True	True	True	3	7.078820410014032	1.0	False				True	153.80740334577294	False
PDE5A	2.3570411260892197	1.9499580177791778	2.350761634122905e-42	7.893410476752218	5.536369350662999	392	111	6.202052799088242e-40	0.7434897391304349	2.403341346367075	3.325514973418442e-17	2.2009920851569959e-13	3.1374242575211824	4.231852126884499	2.8474436764497503e-05	0.059264330241898595	1	1	2	True	True	True	3	7.678909157387851	1.0	False				True	152.90581967649769	False
DRAM1	1.3992772932621769	1.8217801241315015	6.632551867571994e-45	4.9474800560438394	3.5482027627816626	392	111	2.3018516082148683e-42	0.3727921956521745	1.8277625056859745	3.860087840411407e-11	9.640751461042603e-09	1.488791639187701	2.203259779739782	0.0038635888123792514	0.30122957686583873	1	1	2	True	True	True	3	4.624628506155924	1.0	False				True	151.71027988670784	False
CTSC	1.9307369920204627	1.8439554320357	3.5334939643679795e-44	8.175384193545716	6.244647201525253	392	111	1.0876220618537655e-41	0.5455751739130434	1.4197599243466874	9.730125606654527e-07	3.33672727086233e-05	3.136175040079058	5.942833336812585	2.352520885295904e-06	0.016989023638275032	1	1	2	True	True	True	3	7.711138822912061	1.0	False				True	151.0698177832839	False
ALOX5	3.1353205667065884	1.7391268784940628	2.2180489279240116e-46	5.823531919089438	2.68821135238285	392	111	9.175802248950286e-44	0.752684478260869	1.6482956723300957	1.0701414722643066e-10	2.3609104447271043e-08	2.9225063939887614	2.71560826936517	0.0016921264982675314	0.20933452716147774	1	1	2	True	True	True	3	5.064932969637843	1.0	False				True	149.69484504007642	False
AHNAK2	2.711159195485767	1.7798154446044765	4.7594785718582006e-45	5.916904848720492	3.205745653234725	392	111	1.6742680029208124e-42	0.6627718913043488	1.8819691530093088	2.436036654519874e-08	1.8532078848206651e-06	1.6215706197988364	1.3292880427624127	0.04523221955402741	0.7340037141038571	1	1	2	True	True	True	3	5.091590606058225	1.0	False				True	148.70776304317383	False
S100A10	2.2030172234072607	1.8573787626038898	3.3838137512216057e-43	6.995725641985029	4.792708418577768	392	111	9.561770103247018e-41	0.4892081956521732	1.3029043160879854	7.847735736874366e-06	0.00017727044018601702	2.279703897525022	2.8699452029835824	0.0006620219652854761	0.14301357973843154	1	1	2	True	True	True	3	6.631120474512548	1.0	False				True	148.66259651374895	False
DTX4	2.760871263463547	2.102179777496604	7.23864275780284e-38	8.599833297455005	5.838962033991458	392	111	1.2645859988133197e-35	0.4238638913043462	1.3202517152796145	1.4780445193443558e-06	4.625831256277829e-05	2.3559240640667474	2.7444486414319105	0.0008045986844807885	0.15315834236216225	1	1	2	True	True	True	3	8.466974247597257	1.0	False				True	146.72395682501397	False
SLC35F2	1.2696385777084531	1.9371378449615542	1.7526835843337441e-40	5.401288886650691	4.131650308942238	392	111	4.0281342590881e-38	0.3019878260869566	1.810462992126169	2.238628591023131e-09	2.80210054139443e-07	1.1678499896707222	1.45935932061926	0.031988731069523255	0.6523420261488059	1	1	2	True	True	True	3	5.284298147388526	1.0	False				True	144.87813674289688	False
SLC4A4	-2.6154046570208314	-1.7190193245913505	1.0215296248242051e-44	3.1458920714204144	5.761296728441246	392	111	3.4301505473561344e-42	-0.8009833913043467	-2.739180661717212	1.304383818004214e-13	9.610616401957599e-11	-2.958541356937407	-2.5764298720722603	0.0013555401204732634	0.19796238955339718	1	1	2	True	True	True	3	3.7687941783291317	1.0	False				True	142.55719585860737	False
ANXA2	1.7378300138003793	2.1766732296192335	1.6731105340964924e-35	9.416696968901837	7.678866955101458	392	111	2.3966265603507957e-33	0.2077131956521736	0.8386512286495037	0.003721893231201648	0.02091116328583031	1.8233357513442723	1.7873046400936277	0.018087530310096817	0.5262652277156035	1	1	2	True	True	True	3	9.211316912158374	1.0	False				True	142.00790123678607	False
SYT1	2.057467597016866	1.4072496822107006	6.226503029822498e-54	2.6821901714447076	0.6247225744278414	392	111	4.953518433463864e-51	0.31098891304347864	0.9875469521964637	1.7012629676265856e-06	5.141465274537241e-05	1.8760348873202761	2.2813757187817525	0.005907993941530295	0.3465210335448911	1	1	2	True	True	True	3	1.6829080519850468	1.0	True	BRS71			False	141.58363318359872	True
AMOT	1.4889956382295848	1.8471734560286897	2.2241539982708705e-41	5.707880091832079	4.218884453602494	392	111	5.374449878718924e-39	0.22858615217391343	1.4813399853659304	8.482338275643754e-07	3.0102067494556667e-05	1.4124211912565263	1.883721896354601	0.011884078394721134	0.4534866982154716	1	1	2	True	True	True	3	5.38802896165095	1.0	False				True	141.3814223494749	False
FN1	4.780110349420664	2.44554383386782	3.284131641800445e-61	13.381830747876869	8.601720398456205	392	111	4.852163752261223e-58	0.5814568043478272	1.7026286281438934	5.111338868551739e-09	5.244867643644912e-07	2.6562652050391637	1.2765181466646296	0.05162379002350034	0.7623878376860137	1	0	1	True	True	True	3	12.905337082408556	1.0	True	BRS71			False	140.16405715625584	True
C11orf80	1.0794179176692222	1.9517447677943172	9.25711123569294e-39	4.073529773036882	2.99411185536766	392	111	1.747060142733276e-36	0.14948467391304332	0.8391939581627792	0.0020532161738537865	0.013335830467763774	1.1828860989930563	3.5220420191518014	0.00011675308615216967	0.09388492538363935	1	1	2	True	True	True	3	3.9514295609114276	1.0	False				True	139.57977710139374	False
EPHB3	2.1690138156390235	1.962294401677464	1.9697994426638787e-38	4.529014461854766	2.3600006462157426	392	111	3.6378678206997084e-36	0.22831071739130548	1.5725467727995746	4.470974505319675e-06	0.00011359364592498376	2.1393967229239745	2.776265107276587	0.00152835352846558	0.2066753337289578	1	1	2	True	True	True	3	4.194180431985316	1.0	False				True	139.0841033968392	False
MET	2.0366410439486478	1.9229708959622898	7.59346213381449e-39	8.973361367913114	6.936720323964466	392	111	1.4651698522450788e-36	0.7282108043478268	1.6940325944082435	6.184357365204924e-08	3.912587541832434e-06	1.4251445590657896	1.6447841218328059	0.021714626119146527	0.5654693838403816	1	1	2	True	True	True	3	8.776141504316163	1.0	True	TierA67;HARDCODED_REF	Aggressiveness_EMT	Landa 2016 (PMID 27525637); Xing 2013 (PMID 23550066)	False	137.81590901762104	True
IL1RAP	2.049684839519606	1.8466916352048282	2.8740535025489424e-40	5.184024381781825	3.134339542262219	392	111	6.433774054991703e-38	0.7171510652173914	2.461712628494821	3.34337385926072e-16	1.4752079925011384e-12	2.6408918699622617	3.504172077346497	0.00015006160345625756	0.09388492538363935	1	1	2	True	True	True	3	4.896091020497307	1.0	False				True	137.3625901965772	False
TBC1D2	1.5459622531793498	1.9324935648597326	2.970462254760658e-38	6.611492427142188	5.065530173962839	392	111	5.427758786428565e-36	0.3014092826086969	1.1908412765175047	2.5762452021993954e-05	0.00044136827824457965	1.8288289221606253	3.2474400422735497	0.000658111023452618	0.14301357973843154	1	1	2	True	True	True	3	6.356025025153075	1.0	False				True	136.30023774123705	False
MDFIC	1.135510892741297	1.8875224561356685	4.278836645405796e-39	6.523117281160486	5.387606388419189	392	111	8.510112375791505e-37	0.19334297826087088	0.6689515353753972	0.013925715060149953	0.056062861998541644	1.5295030821144948	2.3130150305847437	0.00610182612443233	0.3523244680048336	1	1	2	True	True	True	3	6.381111020105722	1.0	False				True	136.16611425002628	False
PELI1	1.6077643447763972	1.6060674490679951	1.440665819386331e-45	5.281313306030107	3.6735489612537098	392	111	5.283565261438763e-43	0.4423958913043484	1.3927575905836522	1.3472683593120351e-05	0.0002677746437269281	1.6353596866054003	2.2685815109974183	0.003803979907550986	0.29826975418939095	1	1	2	True	True	True	3	4.912103493353667	1.0	False				True	135.79966132989074	False
CFH	2.4332108885560926	1.8734684806852848	5.8327002509747936e-39	6.7132822351982435	4.280071346642151	392	111	1.1381689157666322e-36	0.7554430000000001	1.8628513497248171	1.4474909414776953e-09	2.0416033223066654e-07	2.3949296994005036	1.9936057204005495	0.011583893131452005	0.4497555496528069	1	1	2	True	True	True	3	6.621353666638003	1.0	False				True	134.6791275707042	False
SEL1L3	1.8924387938754892	1.9121286466538092	3.443363648221467e-38	7.120563495021301	5.228124701145812	392	111	6.269710479337334e-36	0.37438836956521504	1.3316117560151415	6.223760935180197e-05	0.0008554924558564929	1.4591538211083384	2.067185077630379	0.005628503986175772	0.3404979694171025	1	1	2	True	True	True	3	6.863693959178243	1.0	False				True	134.6243830439357	False
STAC	2.133548257339209	2.0662527451398933	9.852814684397858e-68	2.8648374457698003	0.7312891884305913	392	111	2.681573158657356e-64	0.1174814999999998	0.7772178419838317	0.0013280407900657537	0.009569556852531509	1.2908367070683333	1.3295333078133313	0.05002409795349684	0.7571501731902995	1	0	1	True	True	True	3	2.4324195030969373	1.0	True	BRS71			False	131.3550143989006	True
PROS1	2.309961555388184	1.8109487291954387	3.070402814294532e-39	8.127572744717824	5.81761118932964	392	111	6.177961086769827e-37	0.7526060434782598	2.4141641705588985	4.0461917511842275e-08	2.7607958871353414e-06	1.8990610516763708	2.411999846245722	0.002046007394959669	0.22832712659514767	1	1	2	True	True	True	3	7.844395846363234	1.0	False				True	131.1458458547789	False
TNFRSF21	1.6644876617861177	1.7399503935722953	2.1750699663421226e-40	5.440590371378852	3.7761027095927346	392	111	4.911573931419978e-38	0.42111997826086967	0.7803042347844561	0.023991209848441223	0.08309043557399698	1.4367703740950382	1.5149256340585195	0.025638561513797675	0.6076612072882889	1	1	2	True	True	True	3	5.04524855835008	1.0	False				True	129.83085050342584	False
KRT19	3.290010566108231	2.06851874356115	1.2268711869672295e-33	8.194072896465217	4.904062330356986	392	111	1.4685818506773706e-31	0.7700145000000012	1.3260245030231421	0.00016306265102706551	0.0018769220101263182	2.8231199007952883	2.2272103483843706	0.005294662966229282	0.333996637818875	1	1	2	True	True	True	3	7.8483856491919886	1.0	True	HARDCODED_REF	Clinical_IHC	de Matos 2013 (PMID 23956041); Nikiforova IHC practice	False	127.55769816990974	True
TPO	-4.14254769482564	-1.6110331442784493	2.079179766502218e-42	6.751132408823815	10.893680103649455	392	111	5.513664866953651e-40	-0.9575262826086957	-1.4084128618030203	5.542143962163151e-06	0.0001345728286760404	-4.2491082191509	-2.8732808996585923	0.001925986021238414	0.22343371567270462	1	1	2	True	True	True	3	7.99204067450166	1.0	True	TDS16;TierA67;HARDCODED_REF	Thyroid_lineage_TDS	TCGA PTC Cell 2014 (PMID 25417114)	False	126.49368153668924	True
SOX4	1.5014583320954253	1.9240279498877666	4.894174202386538e-35	7.374933637859861	5.873475305764436	392	111	6.74887045812294e-33	0.13900793478260765	0.5850905448788487	0.037942533886366425	0.11615294196434606	1.1304933092140166	2.381956623033671	0.003356886253863236	0.28270756493358706	1	1	2	True	True	True	3	7.092070857948749	1.0	False				True	123.7949170963137	False
ICAM1	2.007226107723567	1.837269228117622	1.5426459754419036e-36	6.411528029550577	4.40430192182701	392	111	2.367114719171403e-34	0.46565554347826055	1.923036340025188	2.8600768537656373e-09	3.473287826907866e-07	1.913786666396292	2.025771693785068	0.01474440494729663	0.48948431228994643	1	1	2	True	True	True	3	6.1514809572644324	1.0	False				True	123.5592242811723	False
OSMR	1.45978535048669	1.602758906616171	1.5008440844240852e-41	5.3288263665500155	3.8690410160633255	392	111	3.767482934449217e-39	0.2476752608695656	1.4180669931111902	2.468873997407658e-09	3.0542509442696416e-07	1.8845318120635457	1.893447847191005	0.00833759447990835	0.39469186702302267	1	1	2	True	True	True	3	5.0253562907258384	1.0	False				True	123.1686520325482	False
STK17B	1.6916621868364703	1.833999233786649	1.842731438146248e-36	4.822104104235221	3.1304419173987506	392	111	2.819215544318954e-34	0.11522354347826136	1.039368846167929	5.79347816849199e-05	0.0008106814438664869	1.8743057425288057	2.437971363549422	0.005816086262738576	0.34589039642372793	1	1	2	True	True	True	3	4.610971284045512	1.0	False				True	123.06087805143709	False
ALDH3B1	1.8732392382208753	1.9764944812935525	6.352014296759035e-34	5.523754386664529	3.6505151484436538	392	111	7.953244825658751e-32	0.1450875652173913	1.0608088938633526	0.0013792692555646597	0.009805256249145756	1.4641534651332622	1.4829997702131452	0.038049884293360536	0.6941130297695984	1	1	2	True	True	True	3	5.377843235784708	1.0	False				True	122.93580492060828	False
CLDN10	3.1622415306700487	1.8437967186464488	6.23685740427801e-71	3.6425310481745283	0.4802895175044796	392	111	2.3036723802330014e-67	0.6477189347826084	2.003100115656197	2.6118616564605565e-15	5.762202124428065e-12	0.7908684088438401	0.7420883267484779	0.2518641486010156	0.8250113134850708	1	0	1	True	True	True	3	2.7394383755369063	0.6666666666666666	True	BRS71			False	122.86615002351118	True
ANXA2P2	1.2669377161679825	1.7724981831994067	1.574567875982563e-37	2.8569971960781255	1.590059479910143	392	111	2.696108590560739e-35	0.2902534782608699	0.9850266817647937	0.0007213187949717732	0.005963833159925897	2.0209920959683716	2.180695200714912	0.00566752726345591	0.3417850235820859	1	1	2	True	True	True	3	2.6247686850846996	1.0	False				True	122.54791037628813	False
ITGB4	1.7379506395784983	1.6663146904645678	1.0228562965361141e-39	6.7252579771356595	4.987307337557161	392	111	2.1501187784625606e-37	0.30834782608695654	1.0686358140384729	5.58562283892245e-05	0.000792463981980884	1.5056896639510344	1.597314032281356	0.021441387372479196	0.5634476449094039	1	1	2	True	True	True	3	6.217286481004304	1.0	False				True	122.19931295812901	False
KLK7	3.937128004209362	1.9146224750051741	6.746553986027963e-67	4.72719937051988	0.7900713663105179	392	111	1.74435526585746e-63	0.33945469565217357	0.9371922294713498	1.1286150241295521e-05	0.00023489743827677484	0.35059510018780365	0.6033774458418588	0.32092431344624944	0.8250113134850708	1	0	1	True	True	True	3	4.027031347947825	0.6666666666666666	True	BRS71			False	120.1585762372599	True
CHI3L1	4.180202154645789	1.7304956764241592	1.2753241831232756e-37	7.632468123278023	3.4522659686322332	392	111	2.213029826627104e-35	1.107039739130435	2.1423725693789937	1.2687512242229012e-14	2.099307494379818e-11	3.7919477509439123	2.1672326043985226	0.005357796385365826	0.33499563914690456	1	1	2	True	True	True	3	6.7921556174123765	1.0	False				True	119.94069940081943	False
C1orf116	2.3602539691544844	2.0004786159566605	9.812698419355786e-33	6.144412019537039	3.7841580503825543	392	111	1.098321315937894e-30	1.086808543478262	2.7654610629009646	1.4224120652169184e-15	3.76569370145527e-12	2.9450657594211767	1.973137092441043	0.016171539015348804	0.5066585268621185	1	1	2	True	True	True	3	5.874015954926181	1.0	False				True	119.86576032047151	False
MVP	1.22301829317085	1.9200538130370355	1.3256027105318704e-33	8.113550715322067	6.8905324221512165	392	111	1.5831002716931535e-31	0.31069336956521765	2.0261678579920934	7.253818843330493e-10	1.1854172843106881e-07	1.5478430334698716	4.311943848028721	2.451735871976473e-05	0.054478514050652606	1	1	2	True	True	True	3	7.982552379714191	1.0	False				True	118.2772025900135	False
